Wavelength (nm),Sum(calc),Ti I (1.8e-2),Ti II (9.6e-1),Ti III (2.1e-2)
254.076,2.726e-1,2.726e-1,2.718e-8,7.604e-11
254.081,1.579e+0,1.579e+0,2.713e-8,7.591e-11
254.086,8.467e+0,8.467e+0,2.708e-8,7.579e-11
254.091,4.201e+1,4.201e+1,2.703e-8,7.567e-11
254.096,1.930e+2,1.930e+2,2.698e-8,7.554e-11
254.101,8.202e+2,8.202e+2,2.692e-8,7.542e-11
254.106,3.227e+3,3.227e+3,2.687e-8,7.530e-11
254.111,1.175e+4,1.175e+4,2.682e-8,7.518e-11
254.116,3.959e+4,3.959e+4,2.677e-8,7.505e-11
254.121,1.235e+5,1.235e+5,2.672e-8,7.493e-11
254.126,3.565e+5,3.565e+5,2.667e-8,7.481e-11
254.131,9.525e+5,9.525e+5,2.662e-8,7.468e-11
254.136,2.355e+6,2.355e+6,2.657e-8,7.456e-11
254.141,5.391e+6,5.391e+6,2.652e-8,7.444e-11
254.146,1.142e+7,1.142e+7,2.647e-8,7.431e-11
254.151,2.239e+7,2.239e+7,2.641e-8,7.419e-11
254.156,4.063e+7,4.063e+7,2.636e-8,7.407e-11
254.161,6.823e+7,6.823e+7,2.631e-8,7.395e-11
254.166,1.061e+8,1.061e+8,2.626e-8,7.382e-11
254.171,1.526e+8,1.526e+8,2.621e-8,7.370e-11
254.176,2.032e+8,2.032e+8,2.616e-8,7.358e-11
254.181,2.504e+8,2.504e+8,2.611e-8,7.345e-11
254.186,2.856e+8,2.856e+8,2.606e-8,7.333e-11
254.191,3.015e+8,3.015e+8,2.601e-8,7.321e-11
254.196,2.946e+8,2.946e+8,2.596e-8,7.308e-11
254.201,2.664e+8,2.664e+8,2.590e-8,7.296e-11
254.206,2.229e+8,2.229e+8,2.585e-8,7.284e-11
254.211,1.727e+8,1.727e+8,2.580e-8,7.272e-11
254.216,1.238e+8,1.238e+8,2.575e-8,7.259e-11
254.221,8.216e+7,8.216e+7,2.570e-8,7.247e-11
254.226,5.046e+7,5.046e+7,2.565e-8,7.235e-11
254.231,2.868e+7,2.868e+7,2.560e-8,7.222e-11
254.236,1.509e+7,1.509e+7,2.555e-8,7.210e-11
254.241,7.347e+6,7.347e+6,2.550e-8,7.198e-11
254.246,3.311e+6,3.311e+6,2.545e-8,7.185e-11
254.251,1.381e+6,1.381e+6,2.539e-8,7.173e-11
254.256,5.331e+5,5.331e+5,2.534e-8,7.161e-11
254.261,1.905e+5,1.905e+5,2.529e-8,7.148e-11
254.266,6.299e+4,6.299e+4,2.524e-8,7.136e-11
254.271,1.928e+4,1.928e+4,2.519e-8,7.124e-11
254.276,5.461e+3,5.461e+3,2.514e-8,7.112e-11
254.281,1.432e+3,1.432e+3,2.509e-8,7.099e-11
254.286,3.474e+2,3.474e+2,2.504e-8,7.087e-11
254.291,7.803e+1,7.803e+1,2.499e-8,7.075e-11
254.296,1.622e+1,1.622e+1,2.494e-8,7.062e-11
254.301,3.120e+0,3.120e+0,2.488e-8,7.050e-11
254.306,5.556e-1,5.556e-1,2.483e-8,7.038e-11
254.311,9.156e-2,9.156e-2,2.478e-8,7.025e-11
254.316,1.397e-2,1.397e-2,2.473e-8,7.013e-11
254.321,1.971e-3,1.971e-3,2.468e-8,7.001e-11
254.326,2.576e-4,2.576e-4,2.463e-8,6.989e-11
254.331,3.115e-5,3.115e-5,2.458e-8,6.976e-11
254.336,3.486e-6,3.486e-6,2.453e-8,6.964e-11
254.341,3.611e-7,3.611e-7,2.448e-8,6.952e-11
254.346,3.462e-8,3.462e-8,2.443e-8,6.939e-11
254.351,3.072e-9,3.072e-9,2.437e-8,6.927e-11
255.435,1.332e-8,2.338e-9,1.332e-8,4.260e-11
255.440,1.578e-7,2.335e-9,1.578e-7,4.247e-11
255.445,1.731e-6,2.331e-9,1.731e-6,4.235e-11
255.450,1.760e-5,2.328e-9,1.760e-5,4.223e-11
255.455,1.657e-4,2.324e-9,1.657e-4,4.210e-11
255.460,1.445e-3,2.321e-9,1.445e-3,4.198e-11
255.465,1.168e-2,2.318e-9,1.168e-2,4.186e-11
255.470,8.741e-2,2.314e-9,8.741e-2,4.174e-11
255.475,6.060e-1,2.311e-9,6.060e-1,4.161e-11
255.480,3.892e+0,2.307e-9,3.892e+0,4.149e-11
255.485,2.315e+1,2.304e-9,2.315e+1,4.137e-11
255.490,1.276e+2,2.301e-9,1.276e+2,4.124e-11
255.495,6.513e+2,2.297e-9,6.513e+2,4.112e-11
255.500,3.080e+3,2.294e-9,3.080e+3,4.100e-11
255.505,1.349e+4,2.291e-9,1.349e+4,4.087e-11
255.510,5.474e+4,2.287e-9,5.474e+4,4.075e-11
255.515,2.057e+5,2.284e-9,2.057e+5,4.063e-11
255.520,7.163e+5,2.280e-9,7.163e+5,4.050e-11
255.525,2.310e+6,2.277e-9,2.310e+6,4.038e-11
255.530,6.902e+6,2.274e-9,6.902e+6,4.026e-11
255.535,1.910e+7,2.270e-9,1.910e+7,4.014e-11
255.540,4.896e+7,2.267e-9,4.896e+7,4.001e-11
255.545,1.163e+8,2.263e-9,1.163e+8,3.989e-11
255.550,2.557e+8,2.260e-9,2.557e+8,3.977e-11
255.555,5.211e+8,2.257e-9,5.211e+8,3.964e-11
255.560,9.835e+8,2.253e-9,9.835e+8,3.952e-11
255.565,1.720e+9,2.250e-9,1.720e+9,3.940e-11
255.570,2.785e+9,2.246e-9,2.785e+9,3.927e-11
255.575,4.178e+9,2.243e-9,4.178e+9,3.915e-11
255.580,5.806e+9,2.240e-9,5.806e+9,3.903e-11
255.585,7.475e+9,2.236e-9,7.475e+9,3.891e-11
255.590,8.913e+9,2.233e-9,8.913e+9,3.878e-11
255.595,9.846e+9,2.230e-9,9.846e+9,3.866e-11
255.600,1.007e+10,2.226e-9,1.007e+10,3.854e-11
255.605,9.549e+9,2.223e-9,9.549e+9,3.841e-11
255.610,8.384e+9,2.219e-9,8.384e+9,3.829e-11
255.615,6.819e+9,2.216e-9,6.819e+9,3.817e-11
255.620,5.137e+9,2.213e-9,5.137e+9,3.804e-11
255.625,3.585e+9,2.209e-9,3.585e+9,3.792e-11
255.630,2.318e+9,2.206e-9,2.318e+9,3.780e-11
255.635,1.388e+9,2.202e-9,1.388e+9,3.767e-11
255.640,7.699e+8,2.199e-9,7.699e+8,3.755e-11
255.645,3.956e+8,2.196e-9,3.956e+8,3.743e-11
255.650,1.883e+8,2.192e-9,1.883e+8,3.731e-11
255.655,8.302e+7,2.189e-9,8.302e+7,3.718e-11
255.660,3.391e+7,2.185e-9,3.391e+7,3.706e-11
255.665,1.283e+7,2.182e-9,1.283e+7,3.694e-11
255.670,4.496e+6,2.179e-9,4.496e+6,3.681e-11
255.675,1.460e+6,2.175e-9,1.460e+6,3.669e-11
255.680,4.389e+5,2.172e-9,4.389e+5,3.657e-11
255.685,1.223e+5,2.169e-9,1.223e+5,3.644e-11
255.690,3.155e+4,2.165e-9,3.155e+4,3.632e-11
255.695,7.541e+3,2.162e-9,7.541e+3,3.620e-11
255.700,1.670e+3,2.158e-9,1.670e+3,3.608e-11
255.705,3.425e+2,2.155e-9,3.425e+2,3.595e-11
255.710,6.506e+1,2.152e-9,6.506e+1,3.583e-11
255.715,1.145e+1,2.148e-9,1.145e+1,3.571e-11
255.720,1.867e+0,2.145e-9,1.867e+0,3.558e-11
255.725,2.819e-1,2.141e-9,2.819e-1,3.546e-11
255.730,3.943e-2,2.138e-9,3.943e-2,3.534e-11
255.735,5.110e-3,2.135e-9,5.110e-3,3.521e-11
255.740,6.134e-4,2.131e-9,6.134e-4,3.509e-11
255.745,6.820e-5,2.128e-9,6.820e-5,3.497e-11
255.750,7.024e-6,2.124e-9,7.024e-6,3.485e-11
255.755,6.702e-7,2.121e-9,6.702e-7,3.472e-11
255.760,5.923e-8,2.118e-9,5.923e-8,3.460e-11
255.765,4.849e-9,2.114e-9,4.849e-9,3.448e-11
256.589,1.420e-11,1.556e-9,8.760e-9,1.420e-11
256.594,1.722e-10,1.553e-9,8.784e-9,1.722e-10
256.599,1.935e-9,1.549e-9,8.808e-9,1.935e-9
256.604,2.016e-8,1.546e-9,8.831e-9,2.016e-8
256.609,1.947e-7,1.542e-9,8.855e-9,1.947e-7
256.614,1.743e-6,1.539e-9,8.879e-9,1.743e-6
256.619,1.447e-5,1.536e-9,8.903e-9,1.447e-5
256.624,1.113e-4,1.532e-9,8.926e-9,1.113e-4
256.629,7.936e-4,1.529e-9,8.950e-9,7.936e-4
256.634,5.246e-3,1.526e-9,8.974e-9,5.246e-3
256.639,3.214e-2,1.522e-9,8.997e-9,3.214e-2
256.644,1.825e-1,1.519e-9,9.021e-9,1.825e-1
256.649,9.610e-1,1.515e-9,9.045e-9,9.610e-1
256.654,4.690e+0,1.512e-9,9.069e-9,4.690e+0
256.659,2.122e+1,1.509e-9,9.092e-9,2.122e+1
256.664,8.896e+1,1.505e-9,9.116e-9,8.896e+1
256.669,3.458e+2,1.502e-9,9.140e-9,3.458e+2
256.674,1.246e+3,1.498e-9,9.164e-9,1.246e+3
256.679,4.161e+3,1.495e-9,9.187e-9,4.161e+3
256.684,1.288e+4,1.492e-9,9.211e-9,1.288e+4
256.689,3.697e+4,1.488e-9,9.235e-9,3.697e+4
256.694,9.836e+4,1.485e-9,9.259e-9,9.836e+4
256.699,2.425e+5,1.481e-9,9.282e-9,2.425e+5
256.704,5.544e+5,1.478e-9,9.306e-9,5.544e+5
256.709,1.175e+6,1.475e-9,9.330e-9,1.175e+6
256.714,2.307e+6,1.471e-9,9.353e-9,2.307e+6
256.719,4.200e+6,1.468e-9,9.377e-9,4.200e+6
256.724,7.089e+6,1.465e-9,9.401e-9,7.089e+6
256.729,1.109e+7,1.461e-9,9.425e-9,1.109e+7
256.734,1.608e+7,1.458e-9,9.448e-9,1.608e+7
256.739,2.162e+7,1.454e-9,9.472e-9,2.162e+7
256.744,2.693e+7,1.451e-9,9.496e-9,2.693e+7
256.749,3.111e+7,1.448e-9,9.520e-9,3.111e+7
256.754,3.331e+7,1.444e-9,9.543e-9,3.331e+7
256.759,3.306e+7,1.441e-9,9.567e-9,3.306e+7
256.764,3.041e+7,1.437e-9,9.591e-9,3.041e+7
256.769,2.593e+7,1.434e-9,9.615e-9,2.593e+7
256.774,2.050e+7,1.431e-9,9.638e-9,2.050e+7
256.779,1.502e+7,1.427e-9,9.662e-9,1.502e+7
256.784,1.020e+7,1.424e-9,9.686e-9,1.020e+7
256.789,6.423e+6,1.420e-9,9.709e-9,6.423e+6
256.794,3.749e+6,1.417e-9,9.733e-9,3.749e+6
256.799,2.028e+6,1.414e-9,9.757e-9,2.028e+6
256.804,1.017e+6,1.410e-9,9.781e-9,1.017e+6
256.809,4.728e+5,1.407e-9,9.804e-9,4.728e+5
256.814,2.037e+5,1.404e-9,9.828e-9,2.037e+5
256.819,8.137e+4,1.400e-9,9.852e-9,8.137e+4
256.824,3.013e+4,1.397e-9,9.876e-9,3.013e+4
256.829,1.034e+4,1.393e-9,9.899e-9,1.034e+4
256.834,3.289e+3,1.390e-9,9.923e-9,3.289e+3
256.839,9.701e+2,1.387e-9,9.947e-9,9.701e+2
256.844,2.652e+2,1.383e-9,9.970e-9,2.652e+2
256.849,6.719e+1,1.380e-9,9.994e-9,6.719e+1
256.854,1.578e+1,1.376e-9,1.002e-8,1.578e+1
256.859,3.436e+0,1.373e-9,1.004e-8,3.436e+0
256.864,6.936e-1,1.370e-9,1.007e-8,6.936e-1
256.869,1.298e-1,1.366e-9,1.009e-8,1.298e-1
256.874,2.250e-2,1.363e-9,1.011e-8,2.250e-2
256.879,3.617e-3,1.360e-9,1.014e-8,3.617e-3
256.884,5.390e-4,1.356e-9,1.016e-8,5.390e-4
256.889,7.446e-5,1.353e-9,1.018e-8,7.446e-5
256.894,9.533e-6,1.349e-9,1.021e-8,9.533e-6
256.899,1.132e-6,1.346e-9,1.023e-8,1.132e-6
256.904,1.245e-7,1.343e-9,1.026e-8,1.245e-7
256.909,1.270e-8,1.339e-9,1.028e-8,1.270e-8
256.914,1.200e-9,1.336e-9,1.030e-8,1.200e-9
256.919,1.052e-10,1.332e-9,1.033e-8,1.052e-10
256.939,1.042e-8,1.319e-9,1.042e-8,1.016e-10
256.944,1.199e-7,1.315e-9,1.199e-7,1.007e-10
256.949,1.280e-6,1.312e-9,1.280e-6,9.977e-11
256.954,1.266e-5,1.309e-9,1.266e-5,9.887e-11
256.959,1.162e-4,1.305e-9,1.162e-4,9.797e-11
256.964,9.880e-4,1.302e-9,9.880e-4,9.707e-11
256.969,7.790e-3,1.299e-9,7.790e-3,9.617e-11
256.974,5.695e-2,1.295e-9,5.695e-2,9.527e-11
256.979,3.860e-1,1.292e-9,3.860e-1,9.437e-11
256.984,2.426e+0,1.288e-9,2.426e+0,9.347e-11
256.989,1.414e+1,1.285e-9,1.414e+1,9.257e-11
256.994,7.636e+1,1.282e-9,7.636e+1,9.167e-11
256.999,3.825e+2,1.278e-9,3.825e+2,9.077e-11
257.004,1.776e+3,1.275e-9,1.776e+3,8.987e-11
257.009,7.646e+3,1.271e-9,7.646e+3,8.897e-11
257.014,3.052e+4,1.268e-9,3.052e+4,8.807e-11
257.018,8.748e+4,1.265e-9,8.748e+4,8.735e-11
257.023,3.047e+5,1.262e-9,3.047e+5,8.645e-11
257.028,9.842e+5,1.259e-9,9.842e+5,8.555e-11
257.033,2.947e+6,1.255e-9,2.947e+6,8.465e-11
257.038,8.183e+6,1.252e-9,8.183e+6,8.375e-11
257.043,2.106e+7,1.248e-9,2.106e+7,8.285e-11
257.048,5.027e+7,1.245e-9,5.027e+7,8.195e-11
257.053,1.112e+8,1.242e-9,1.112e+8,8.105e-11
257.058,2.282e+8,1.238e-9,2.282e+8,8.015e-11
257.063,4.341e+8,1.235e-9,4.341e+8,7.925e-11
257.068,7.655e+8,1.231e-9,7.655e+8,7.835e-11
257.073,1.252e+9,1.228e-9,1.252e+9,7.745e-11
257.078,1.897e+9,1.225e-9,1.897e+9,7.655e-11
257.083,2.667e+9,1.221e-9,2.667e+9,7.565e-11
257.088,3.475e+9,1.218e-9,3.475e+9,7.475e-11
257.093,4.198e+9,1.215e-9,4.198e+9,7.385e-11
257.098,4.703e+9,1.211e-9,4.703e+9,7.295e-11
257.103,4.884e+9,1.208e-9,4.884e+9,7.205e-11
257.108,4.703e+9,1.204e-9,4.703e+9,7.115e-11
257.113,4.198e+9,1.201e-9,4.198e+9,7.025e-11
257.118,3.475e+9,1.198e-9,3.475e+9,6.935e-11
257.123,2.667e+9,1.194e-9,2.667e+9,6.845e-11
257.128,1.897e+9,1.191e-9,1.897e+9,6.755e-11
257.133,1.252e+9,1.187e-9,1.252e+9,6.665e-11
257.138,7.655e+8,1.184e-9,7.655e+8,6.575e-11
257.143,4.341e+8,1.181e-9,4.341e+8,6.485e-11
257.148,2.282e+8,1.177e-9,2.282e+8,6.395e-11
257.153,1.112e+8,1.174e-9,1.112e+8,6.305e-11
257.158,5.027e+7,1.170e-9,5.027e+7,6.215e-11
257.163,2.106e+7,1.167e-9,2.106e+7,6.125e-11
257.168,8.183e+6,1.164e-9,8.183e+6,6.035e-11
257.173,2.947e+6,1.160e-9,2.947e+6,5.945e-11
257.178,9.842e+5,1.157e-9,9.842e+5,5.855e-11
257.183,3.047e+5,1.154e-9,3.047e+5,5.765e-11
257.188,8.748e+4,1.150e-9,8.748e+4,5.675e-11
257.193,2.328e+4,1.147e-9,2.328e+4,5.585e-11
257.198,5.745e+3,1.143e-9,5.745e+3,5.495e-11
257.203,1.314e+3,1.140e-9,1.314e+3,5.405e-11
257.208,2.788e+2,1.137e-9,2.788e+2,5.315e-11
257.213,5.483e+1,1.133e-9,5.483e+1,5.225e-11
257.218,9.997e+0,1.130e-9,9.997e+0,5.135e-11
257.223,1.690e+0,1.126e-9,1.690e+0,5.045e-11
257.228,2.649e-1,1.123e-9,2.649e-1,4.955e-11
257.233,3.849e-2,1.120e-9,3.849e-2,4.865e-11
257.238,5.186e-3,1.116e-9,5.186e-3,4.776e-11
257.243,6.478e-4,1.113e-9,6.478e-4,4.686e-11
257.248,7.503e-5,1.109e-9,7.503e-5,4.596e-11
257.253,8.056e-6,1.106e-9,8.056e-6,4.506e-11
257.258,8.020e-7,1.103e-9,8.020e-7,4.416e-11
257.263,7.403e-8,1.099e-9,7.403e-8,4.326e-11
257.268,6.335e-9,1.096e-9,6.335e-9,4.236e-11
257.478,4.560e-12,9.536e-10,6.215e-9,4.560e-12
257.483,5.518e-11,9.502e-10,6.213e-9,5.518e-11
257.488,6.192e-10,9.469e-10,6.210e-9,6.192e-10
257.493,6.444e-9,9.435e-10,6.207e-9,6.444e-9
257.498,6.220e-8,9.401e-10,6.204e-9,6.220e-8
257.503,5.568e-7,9.367e-10,6.201e-9,5.568e-7
257.508,4.623e-6,9.333e-10,6.198e-9,4.623e-6
257.513,3.560e-5,9.299e-10,6.195e-9,3.560e-5
257.518,2.542e-4,9.265e-10,6.193e-9,2.542e-4
257.523,1.684e-3,9.231e-10,6.190e-9,1.684e-3
257.528,1.034e-2,9.198e-10,6.187e-9,1.034e-2
257.533,5.892e-2,9.164e-10,6.184e-9,5.892e-2
257.538,3.113e-1,9.130e-10,6.181e-9,3.113e-1
257.543,1.525e+0,9.096e-10,6.178e-9,1.525e+0
257.548,6.933e+0,9.062e-10,6.175e-9,6.933e+0
257.553,2.922e+1,9.028e-10,6.173e-9,2.922e+1
257.558,1.142e+2,8.994e-10,6.170e-9,1.142e+2
257.563,4.142e+2,8.960e-10,6.167e-9,4.142e+2
257.568,1.393e+3,8.926e-10,6.164e-9,1.393e+3
257.573,4.343e+3,8.893e-10,6.161e-9,4.343e+3
257.578,1.256e+4,8.859e-10,6.158e-9,1.256e+4
257.583,3.369e+4,8.825e-10,6.155e-9,3.369e+4
257.588,8.382e+4,8.791e-10,6.153e-9,8.382e+4
257.593,1.934e+5,8.757e-10,6.150e-9,1.934e+5
257.598,4.139e+5,8.723e-10,6.147e-9,4.139e+5
257.603,8.214e+5,8.689e-10,6.144e-9,8.214e+5
257.608,1.512e+6,8.655e-10,6.141e-9,1.512e+6
257.613,2.581e+6,8.622e-10,6.138e-9,2.581e+6
257.618,4.086e+6,8.588e-10,6.135e-9,4.086e+6
257.623,6.000e+6,8.554e-10,6.133e-9,6.000e+6
257.628,8.171e+6,8.520e-10,6.130e-9,8.171e+6
257.633,1.032e+7,8.486e-10,6.127e-9,1.032e+7
257.638,1.209e+7,8.452e-10,6.124e-9,1.209e+7
257.643,1.313e+7,8.418e-10,6.121e-9,1.313e+7
257.648,1.323e+7,8.384e-10,6.118e-9,1.323e+7
257.653,1.236e+7,8.351e-10,6.115e-9,1.236e+7
257.658,1.072e+7,8.317e-10,6.113e-9,1.072e+7
257.663,8.613e+6,8.283e-10,6.110e-9,8.613e+6
257.668,6.421e+6,8.249e-10,6.107e-9,6.421e+6
257.673,4.439e+6,8.215e-10,6.104e-9,4.439e+6
257.678,2.846e+6,8.181e-10,6.101e-9,2.846e+6
257.683,1.693e+6,8.147e-10,6.098e-9,1.693e+6
257.688,9.336e+5,8.113e-10,6.095e-9,9.336e+5
257.693,4.775e+5,8.080e-10,6.093e-9,4.775e+5
257.698,2.265e+5,8.046e-10,6.090e-9,2.265e+5
257.703,9.968e+4,8.012e-10,6.087e-9,9.968e+4
257.708,4.068e+4,7.978e-10,6.084e-9,4.068e+4
257.713,1.539e+4,7.944e-10,6.081e-9,1.539e+4
257.718,5.403e+3,7.910e-10,6.078e-9,5.403e+3
257.723,1.759e+3,7.876e-10,6.075e-9,1.759e+3
257.728,5.310e+2,7.842e-10,6.073e-9,5.310e+2
257.733,1.487e+2,7.808e-10,6.070e-9,1.487e+2
257.738,3.861e+1,7.775e-10,6.067e-9,3.861e+1
257.743,9.300e+0,7.741e-10,6.064e-9,9.300e+0
257.748,2.077e+0,7.707e-10,6.061e-9,2.077e+0
257.753,4.304e-1,7.673e-10,6.058e-9,4.304e-1
257.758,8.269e-2,7.639e-10,6.055e-9,8.269e-2
257.763,1.473e-2,7.605e-10,6.053e-9,1.473e-2
257.768,2.435e-3,7.571e-10,6.050e-9,2.435e-3
257.773,3.733e-4,7.537e-10,6.047e-9,3.733e-4
257.778,5.306e-5,7.504e-10,6.044e-9,5.306e-5
257.783,6.995e-6,7.470e-10,6.041e-9,6.995e-6
257.788,8.554e-7,7.436e-10,6.038e-9,8.554e-7
257.793,9.700e-8,7.402e-10,6.036e-9,9.700e-8
257.798,1.020e-8,7.368e-10,6.033e-9,1.020e-8
257.803,9.951e-10,7.334e-10,6.030e-9,9.951e-10
257.808,9.003e-11,7.300e-10,6.027e-9,9.003e-11
258.857,1.924e-11,1.924e-11,5.428e-9,8.888e-11
258.862,2.267e-10,2.267e-10,5.425e-9,8.887e-11
258.867,2.480e-9,2.480e-9,5.422e-9,8.887e-11
258.872,2.517e-8,2.517e-8,5.419e-9,8.886e-11
258.877,2.372e-7,2.372e-7,5.416e-9,8.886e-11
258.882,2.075e-6,2.075e-6,5.413e-9,8.885e-11
258.887,1.684e-5,1.684e-5,5.411e-9,8.884e-11
258.892,1.269e-4,1.269e-4,5.408e-9,8.884e-11
258.897,8.875e-4,8.875e-4,5.405e-9,8.883e-11
258.902,5.761e-3,5.761e-3,5.402e-9,8.883e-11
258.907,3.471e-2,3.471e-2,5.399e-9,8.882e-11
258.912,1.941e-1,1.941e-1,5.396e-9,8.882e-11
258.917,1.008e+0,1.008e+0,5.394e-9,8.881e-11
258.922,4.856e+0,4.856e+0,5.391e-9,8.881e-11
258.927,2.172e+1,2.172e+1,5.388e-9,8.880e-11
258.932,9.015e+1,9.015e+1,5.385e-9,8.879e-11
258.937,3.473e+2,3.473e+2,5.382e-9,8.879e-11
258.942,1.242e+3,1.242e+3,5.379e-9,8.878e-11
258.947,4.123e+3,4.123e+3,5.376e-9,8.878e-11
258.952,1.270e+4,1.270e+4,5.374e-9,8.877e-11
258.957,3.633e+4,3.633e+4,5.371e-9,8.877e-11
258.962,9.644e+4,9.644e+4,5.368e-9,8.876e-11
258.967,2.376e+5,2.376e+5,5.365e-9,8.876e-11
258.972,5.434e+5,5.434e+5,5.362e-9,8.875e-11
258.977,1.153e+6,1.153e+6,5.359e-9,8.875e-11
258.982,2.273e+6,2.273e+6,5.356e-9,8.874e-11
258.987,4.156e+6,4.156e+6,5.354e-9,8.873e-11
258.992,7.055e+6,7.055e+6,5.351e-9,8.873e-11
258.997,1.111e+7,1.111e+7,5.348e-9,8.872e-11
259.002,1.625e+7,1.625e+7,5.345e-9,8.872e-11
259.007,2.206e+7,2.206e+7,5.342e-9,8.871e-11
259.012,2.780e+7,2.780e+7,5.339e-9,8.871e-11
259.017,3.250e+7,3.250e+7,5.336e-9,8.870e-11
259.021,3.492e+7,3.492e+7,5.334e-9,8.870e-11
259.026,3.570e+7,3.570e+7,5.331e-9,8.869e-11
259.031,3.389e+7,3.389e+7,5.328e-9,8.869e-11
259.036,2.986e+7,2.986e+7,5.326e-9,8.868e-11
259.041,2.442e+7,2.442e+7,5.323e-9,8.868e-11
259.046,1.853e+7,1.853e+7,5.320e-9,8.867e-11
259.051,1.306e+7,1.306e+7,5.317e-9,8.866e-11
259.056,8.537e+6,8.537e+6,5.314e-9,8.866e-11
259.061,5.182e+6,5.182e+6,5.311e-9,8.865e-11
259.066,2.919e+6,2.919e+6,5.308e-9,8.865e-11
259.071,1.527e+6,1.527e+6,5.306e-9,8.864e-11
259.076,7.409e+5,7.409e+5,5.303e-9,8.864e-11
259.081,3.338e+5,3.338e+5,5.300e-9,8.863e-11
259.086,1.396e+5,1.396e+5,5.297e-9,8.863e-11
259.091,5.417e+4,5.417e+4,5.294e-9,8.862e-11
259.096,1.952e+4,1.952e+4,5.291e-9,8.861e-11
259.101,6.526e+3,6.526e+3,5.288e-9,8.861e-11
259.106,2.025e+3,2.025e+3,5.286e-9,8.860e-11
259.111,5.835e+2,5.835e+2,5.283e-9,8.860e-11
259.116,1.560e+2,1.560e+2,5.280e-9,8.859e-11
259.121,3.872e+1,3.872e+1,5.277e-9,8.859e-11
259.126,8.920e+0,8.920e+0,5.274e-9,8.858e-11
259.131,1.907e+0,1.907e+0,5.271e-9,8.858e-11
259.136,3.785e-1,3.785e-1,5.268e-9,8.857e-11
259.141,6.973e-2,6.973e-2,5.266e-9,8.857e-11
259.146,1.192e-2,1.192e-2,5.263e-9,8.856e-11
259.151,1.892e-3,1.892e-3,5.260e-9,8.855e-11
259.156,2.787e-4,2.787e-4,5.257e-9,8.855e-11
259.161,3.811e-5,3.811e-5,5.254e-9,8.854e-11
259.166,4.837e-6,4.837e-6,5.251e-9,8.854e-11
259.171,5.698e-7,5.698e-7,5.248e-9,8.853e-11
259.176,6.230e-8,6.230e-8,5.246e-9,8.853e-11
259.181,6.323e-9,6.323e-9,5.243e-9,8.852e-11
259.186,5.956e-10,5.956e-10,5.240e-9,8.852e-11
259.196,3.231e-11,3.231e-11,5.234e-9,8.851e-11
259.201,3.783e-10,3.783e-10,5.231e-9,8.850e-11
259.206,4.112e-9,4.112e-9,5.228e-9,8.849e-11
259.211,4.149e-8,4.149e-8,5.226e-9,8.849e-11
259.216,3.887e-7,3.887e-7,5.223e-9,8.848e-11
259.221,3.380e-6,3.380e-6,5.220e-9,8.848e-11
259.226,2.729e-5,2.729e-5,5.217e-9,8.847e-11
259.231,2.046e-4,2.046e-4,5.214e-9,8.847e-11
259.236,1.423e-3,1.423e-3,5.211e-9,8.846e-11
259.241,9.195e-3,9.195e-3,5.208e-9,8.846e-11
259.246,5.514e-2,5.514e-2,5.206e-9,8.845e-11
259.251,3.070e-1,3.070e-1,5.203e-9,8.844e-11
259.256,1.587e+0,1.587e+0,5.200e-9,8.844e-11
259.261,7.615e+0,7.615e+0,5.197e-9,8.843e-11
259.266,3.392e+1,3.392e+1,5.194e-9,8.843e-11
259.271,1.403e+2,1.403e+2,5.191e-9,8.842e-11
259.276,5.387e+2,5.387e+2,5.188e-9,8.842e-11
259.281,1.920e+3,1.920e+3,5.186e-9,8.841e-11
259.286,6.354e+3,6.354e+3,5.183e-9,8.841e-11
259.291,1.952e+4,1.952e+4,5.180e-9,8.840e-11
259.296,5.567e+4,5.567e+4,5.177e-9,8.840e-11
259.301,1.474e+5,1.474e+5,5.174e-9,8.839e-11
259.306,3.623e+5,3.623e+5,5.171e-9,8.838e-11
259.311,8.267e+5,8.267e+5,5.168e-9,8.838e-11
259.316,1.751e+6,1.751e+6,5.166e-9,8.837e-11
259.321,3.445e+6,3.445e+6,5.163e-9,8.837e-11
259.326,6.289e+6,6.289e+6,5.160e-9,8.836e-11
259.331,1.066e+7,1.066e+7,5.157e-9,8.836e-11
259.336,1.678e+7,1.678e+7,5.154e-9,8.835e-11
259.341,2.451e+7,2.451e+7,5.151e-9,8.835e-11
259.346,3.324e+7,3.324e+7,5.148e-9,8.834e-11
259.351,4.186e+7,4.186e+7,5.146e-9,8.834e-11
259.356,4.893e+7,4.893e+7,5.143e-9,8.833e-11
259.361,5.309e+7,5.309e+7,5.140e-9,8.832e-11
259.366,5.349e+7,5.349e+7,5.137e-9,8.832e-11
259.371,5.003e+7,5.003e+7,5.134e-9,8.831e-11
259.376,4.344e+7,4.344e+7,5.131e-9,8.831e-11
259.381,3.502e+7,3.502e+7,5.128e-9,8.830e-11
259.386,2.621e+7,2.621e+7,5.126e-9,8.830e-11
259.391,1.821e+7,1.821e+7,5.123e-9,8.829e-11
259.396,1.174e+7,1.174e+7,5.120e-9,8.829e-11
259.401,7.031e+6,7.031e+6,5.117e-9,8.828e-11
259.406,3.909e+6,3.909e+6,5.114e-9,8.827e-11
259.411,2.017e+6,2.017e+6,5.111e-9,8.827e-11
