Wavelength (nm),Sum(calc),Ti I (1.8e-2),Ti II (9.6e-1),Ti III (2.1e-2)
496.699,1.042e+3,1.042e+3,,4.507e-15
496.704,1.956e+3,1.956e+3,,4.509e-15
496.709,3.599e+3,3.599e+3,,4.512e-15
496.714,6.488e+3,6.488e+3,,4.515e-15
496.719,1.146e+4,1.146e+4,,4.518e-15
496.724,1.984e+4,1.984e+4,,4.521e-15
496.729,3.367e+4,3.367e+4,,4.523e-15
496.734,5.598e+4,5.598e+4,,4.526e-15
496.739,9.120e+4,9.120e+4,,4.529e-15
496.744,1.456e+5,1.456e+5,,4.532e-15
496.749,2.278e+5,2.278e+5,,4.535e-15
496.754,3.493e+5,3.493e+5,,4.537e-15
496.759,5.248e+5,5.248e+5,,4.540e-15
496.764,7.727e+5,7.727e+5,,4.543e-15
496.769,1.115e+6,1.115e+6,,4.546e-15
496.774,1.576e+6,1.576e+6,,4.549e-15
496.779,2.184e+6,2.184e+6,,4.551e-15
496.784,2.965e+6,2.965e+6,,4.554e-15
496.789,3.945e+6,3.945e+6,,4.557e-15
496.794,5.144e+6,5.144e+6,,4.560e-15
496.799,6.573e+6,6.573e+6,,4.563e-15
496.804,8.230e+6,8.230e+6,,4.565e-15
496.809,1.010e+7,1.010e+7,,4.568e-15
496.814,1.214e+7,1.214e+7,,1.585e-14
496.819,1.431e+7,1.431e+7,,5.392e-14
496.824,1.652e+7,1.652e+7,,1.797e-13
496.829,1.869e+7,1.869e+7,,5.869e-13
496.834,2.072e+7,2.072e+7,,1.879e-12
496.839,2.252e+7,2.252e+7,,5.893e-12
496.844,2.398e+7,2.398e+7,,1.811e-11
496.849,2.502e+7,2.502e+7,,5.456e-11
496.854,2.558e+7,2.558e+7,,1.610e-10
496.859,2.564e+7,2.564e+7,,4.659e-10
496.864,2.517e+7,2.517e+7,,1.321e-9
496.869,2.422e+7,2.422e+7,,3.669e-9
496.874,2.284e+7,2.284e+7,,9.988e-9
496.879,2.111e+7,2.111e+7,,2.665e-8
496.884,1.911e+7,1.911e+7,,6.966e-8
496.889,1.696e+7,1.696e+7,,1.785e-7
496.894,1.475e+7,1.475e+7,,4.481e-7
496.899,1.257e+7,1.257e+7,,1.103e-6
496.904,1.049e+7,1.049e+7,,2.659e-6
496.909,8.587e+6,8.587e+6,,6.282e-6
496.914,6.886e+6,6.886e+6,,1.455e-5
496.919,5.411e+6,5.411e+6,,3.301e-5
496.924,4.167e+6,4.167e+6,,7.340e-5
496.929,3.145e+6,3.145e+6,,1.599e-4
496.934,2.325e+6,2.325e+6,,3.416e-4
496.939,1.685e+6,1.685e+6,,7.148e-4
496.944,1.197e+6,1.197e+6,,1.466e-3
496.949,8.328e+5,8.328e+5,,2.946e-3
496.954,5.679e+5,5.679e+5,,5.803e-3
496.959,3.795e+5,3.795e+5,,1.120e-2
496.964,2.485e+5,2.485e+5,,2.118e-2
496.969,1.595e+5,1.595e+5,,3.927e-2
496.974,1.003e+5,1.003e+5,,7.132e-2
496.979,6.182e+4,6.182e+4,,1.270e-1
496.984,3.733e+4,3.733e+4,,2.215e-1
496.989,2.209e+4,2.209e+4,,3.786e-1
496.994,1.281e+4,1.281e+4,,6.342e-1
496.999,7.283e+3,7.282e+3,,1.041e+0
497.004,4.057e+3,4.055e+3,,1.675e+0
497.009,2.216e+3,2.213e+3,,2.640e+0
497.014,1.188e+3,1.184e+3,,4.079e+0
497.019,6.265e+2,6.203e+2,,6.176e+0
497.024,3.278e+2,3.186e+2,,9.164e+0
497.029,1.737e+2,1.603e+2,,1.332e+1
497.034,9.806e+1,7.908e+1,,1.898e+1
497.039,6.473e+1,3.822e+1,,2.651e+1
497.044,5.437e+1,1.810e+1,,3.627e+1
497.049,5.704e+1,8.401e+0,,4.864e+1
497.054,6.774e+1,3.821e+0,,6.392e+1
497.059,8.401e+1,1.704e+0,,8.231e+1
497.064,1.046e+2,7.462e-1,,1.039e+2
497.069,1.288e+2,3.248e-1,,1.285e+2
497.074,1.558e+2,1.500e-1,,1.557e+2
497.079,1.850e+2,9.606e-2,,1.849e+2
497.084,2.153e+2,1.230e-1,,2.152e+2
497.089,2.457e+2,2.508e-1,,2.454e+2
497.094,2.749e+2,5.726e-1,,2.743e+2
497.099,3.018e+2,1.313e+0,,3.005e+2
497.104,3.255e+2,2.964e+0,,3.225e+2
497.109,3.458e+2,6.559e+0,,3.393e+2
497.114,3.639e+2,1.423e+1,,3.497e+2
497.119,3.835e+2,3.024e+1,,3.533e+2
497.124,4.127e+2,6.301e+1,,3.497e+2
497.129,4.679e+2,1.286e+2,,3.393e+2
497.134,5.798e+2,2.573e+2,,3.225e+2
497.139,8.050e+2,5.045e+2,,3.005e+2
497.144,1.244e+3,9.694e+2,,2.743e+2
497.149,2.071e+3,1.825e+3,,2.454e+2
497.154,3.583e+3,3.368e+3,,2.152e+2
497.159,6.275e+3,6.090e+3,,1.849e+2
497.164,1.095e+4,1.079e+4,,1.557e+2
497.169,1.887e+4,1.874e+4,,1.285e+2
497.174,3.200e+4,3.190e+4,,1.039e+2
497.179,5.328e+4,5.319e+4,,8.231e+1
497.184,8.701e+4,8.694e+4,,6.392e+1
497.189,1.393e+5,1.393e+5,,4.864e+1
497.194,2.186e+5,2.186e+5,,3.627e+1
497.199,3.363e+5,3.362e+5,,2.651e+1
497.204,5.069e+5,5.069e+5,,1.898e+1
497.209,7.488e+5,7.488e+5,,1.332e+1
497.214,1.084e+6,1.084e+6,,9.164e+0
497.219,1.538e+6,1.538e+6,,6.176e+0
497.224,2.138e+6,2.138e+6,,4.079e+0
497.229,2.913e+6,2.913e+6,,2.640e+0
497.234,3.890e+6,3.890e+6,,1.675e+0
497.239,5.090e+6,5.090e+6,,1.041e+0
497.244,6.527e+6,6.527e+6,,6.342e-1
497.249,8.202e+6,8.202e+6,,3.786e-1
497.254,1.010e+7,1.010e+7,,2.215e-1
497.259,1.219e+7,1.219e+7,,1.270e-1
497.264,1.442e+7,1.442e+7,,7.132e-2
497.269,1.671e+7,1.671e+7,,3.927e-2
497.274,1.898e+7,1.898e+7,,2.118e-2
497.279,2.113e+7,2.113e+7,,1.120e-2
497.284,2.305e+7,2.305e+7,,5.803e-3
497.289,2.464e+7,2.464e+7,,2.946e-3
497.294,2.581e+7,2.581e+7,,1.466e-3
497.299,2.650e+7,2.650e+7,,7.148e-4
497.304,2.666e+7,2.666e+7,,3.416e-4
497.309,2.628e+7,2.628e+7,,1.599e-4
497.314,2.540e+7,2.540e+7,,7.340e-5
497.319,2.405e+7,2.405e+7,,3.301e-5
497.324,2.231e+7,2.231e+7,,1.455e-5
497.329,2.029e+7,2.029e+7,,6.282e-6
497.334,1.808e+7,1.808e+7,,2.659e-6
497.339,1.579e+7,1.579e+7,,1.103e-6
497.344,1.351e+7,1.351e+7,,4.481e-7
497.349,1.133e+7,1.133e+7,,1.785e-7
497.354,9.316e+6,9.316e+6,,6.966e-8
497.359,7.504e+6,7.504e+6,,2.665e-8
497.364,5.923e+6,5.923e+6,,9.988e-9
497.369,4.582e+6,4.582e+6,,3.669e-9
497.374,3.474e+6,3.474e+6,,1.321e-9
497.379,2.580e+6,2.580e+6,,4.659e-10
497.384,1.879e+6,1.879e+6,,1.610e-10
497.389,1.340e+6,1.340e+6,,5.456e-11
497.394,9.371e+5,9.371e+5,,1.811e-11
497.399,6.421e+5,6.421e+5,,5.893e-12
497.404,4.312e+5,4.312e+5,,1.879e-12
497.409,2.837e+5,2.837e+5,,5.869e-13
497.414,1.830e+5,1.830e+5,,1.797e-13
497.419,1.156e+5,1.156e+5,,5.392e-14
497.424,7.160e+4,7.160e+4,,1.585e-14
497.429,4.346e+4,4.346e+4,,4.568e-15
497.434,2.585e+4,2.585e+4,,4.566e-15
497.439,1.507e+4,1.507e+4,,4.564e-15
497.444,8.605e+3,8.605e+3,,4.563e-15
497.449,4.817e+3,4.817e+3,,4.561e-15
497.454,2.642e+3,2.642e+3,,4.559e-15
497.459,1.420e+3,1.420e+3,,4.557e-15
497.464,7.483e+2,7.483e+2,,4.555e-15
497.469,3.863e+2,3.863e+2,,4.553e-15
497.474,1.955e+2,1.955e+2,,4.551e-15
497.479,9.692e+1,9.692e+1,,4.549e-15
497.484,4.709e+1,4.709e+1,,4.547e-15
497.489,2.242e+1,2.242e+1,,4.545e-15
497.494,1.046e+1,1.046e+1,,4.544e-15
497.498,5.605e+0,5.605e+0,,4.542e-15
497.503,2.522e+0,2.522e+0,,4.540e-15
497.508,1.112e+0,1.112e+0,,4.538e-15
497.513,4.806e-1,4.806e-1,,4.536e-15
497.518,2.036e-1,2.036e-1,,4.534e-15
497.523,8.467e-2,8.467e-2,,4.533e-15
497.528,3.493e-2,3.493e-2,,4.531e-15
497.533,1.523e-2,1.523e-2,,4.529e-15
497.538,9.374e-3,9.374e-3,,4.527e-15
497.543,1.234e-2,1.234e-2,,4.525e-15
497.548,2.655e-2,2.655e-2,,4.523e-15
497.553,6.356e-2,6.356e-2,,4.521e-15
497.558,1.523e-1,1.523e-1,,4.519e-15
497.563,3.589e-1,3.589e-1,,4.517e-15
497.568,8.291e-1,8.291e-1,,4.515e-15
497.573,1.877e+0,1.877e+0,,4.514e-15
497.578,4.166e+0,4.166e+0,,4.512e-15
497.583,9.060e+0,9.060e+0,,4.510e-15
497.588,1.931e+1,1.931e+1,,4.508e-15
497.593,4.033e+1,4.033e+1,,4.506e-15
497.598,8.256e+1,8.256e+1,,4.504e-15
497.603,1.656e+2,1.656e+2,,4.502e-15
497.608,3.256e+2,3.256e+2,,4.500e-15
497.613,6.274e+2,6.274e+2,,4.498e-15
497.618,1.185e+3,1.185e+3,,4.496e-15
497.623,2.192e+3,2.192e+3,,4.495e-15
497.628,3.976e+3,3.976e+3,,4.493e-15
497.633,7.066e+3,7.066e+3,,4.491e-15
497.638,1.231e+4,1.231e+4,,4.489e-15
497.643,2.101e+4,2.101e+4,,4.487e-15
497.648,3.515e+4,3.515e+4,,4.485e-15
497.653,5.763e+4,5.763e+4,,4.483e-15
497.658,9.259e+4,9.259e+4,,4.481e-15
497.663,1.458e+5,1.458e+5,,4.479e-15
497.668,2.250e+5,2.250e+5,,4.477e-15
497.673,3.403e+5,3.403e+5,,4.476e-15
497.678,5.043e+5,5.043e+5,,4.474e-15
497.683,7.326e+5,7.326e+5,,4.472e-15
497.688,1.043e+6,1.043e+6,,4.470e-15
497.693,1.455e+6,1.455e+6,,4.468e-15
497.698,1.989e+6,1.989e+6,,4.466e-15
497.703,2.665e+6,2.665e+6,,4.464e-15
497.708,3.500e+6,3.500e+6,,4.462e-15
497.713,4.504e+6,4.504e+6,,4.460e-15
497.718,5.680e+6,5.680e+6,,4.458e-15
497.723,7.021e+6,7.021e+6,,4.457e-15
497.728,8.505e+6,8.505e+6,,4.455e-15
497.733,1.010e+7,1.010e+7,,4.453e-15
497.738,1.175e+7,1.175e+7,,4.451e-15
497.743,1.339e+7,1.339e+7,,4.449e-15
497.748,1.496e+7,1.496e+7,,4.447e-15
497.753,1.639e+7,1.639e+7,,4.445e-15
497.758,1.759e+7,1.759e+7,,4.443e-15
497.763,1.850e+7,1.850e+7,,4.441e-15
497.768,1.906e+7,1.906e+7,,4.439e-15
497.773,1.926e+7,1.926e+7,,4.438e-15
497.778,1.906e+7,1.906e+7,,4.436e-15
497.783,1.850e+7,1.850e+7,,4.434e-15
497.788,1.759e+7,1.759e+7,,4.432e-15
497.793,1.639e+7,1.639e+7,,4.430e-15
497.798,1.496e+7,1.496e+7,,4.428e-15
497.803,1.339e+7,1.339e+7,,4.426e-15
497.808,1.175e+7,1.175e+7,,4.424e-15
497.813,1.010e+7,1.010e+7,,4.422e-15
497.818,8.505e+6,8.505e+6,,4.420e-15
497.823,7.021e+6,7.021e+6,,4.419e-15
497.828,5.680e+6,5.680e+6,,4.417e-15
497.833,4.504e+6,4.504e+6,,4.415e-15
497.838,3.500e+6,3.500e+6,,4.413e-15
497.843,2.665e+6,2.665e+6,,4.411e-15
497.848,1.989e+6,1.989e+6,,4.409e-15
497.853,1.455e+6,1.455e+6,,4.407e-15
497.858,1.043e+6,1.043e+6,,4.405e-15
497.863,7.326e+5,7.326e+5,,4.403e-15
497.868,5.043e+5,5.043e+5,,4.401e-15
497.873,3.403e+5,3.403e+5,,4.400e-15
497.878,2.250e+5,2.250e+5,,4.398e-15
497.883,1.458e+5,1.458e+5,,4.396e-15
497.888,9.259e+4,9.259e+4,,4.394e-15
497.893,5.763e+4,5.763e+4,,4.392e-15
497.898,3.515e+4,3.515e+4,,4.390e-15
497.903,2.101e+4,2.101e+4,,4.388e-15
497.908,1.231e+4,1.231e+4,,4.386e-15
497.913,7.066e+3,7.066e+3,,4.384e-15
497.918,3.976e+3,3.976e+3,,4.382e-15
497.923,2.192e+3,2.192e+3,,4.381e-15
497.928,1.185e+3,1.185e+3,,4.379e-15
497.933,6.275e+2,6.275e+2,,4.377e-15
497.938,3.259e+2,3.259e+2,,4.375e-15
497.943,1.662e+2,1.662e+2,,4.373e-15
497.948,8.408e+1,8.408e+1,,4.371e-15
497.953,4.405e+1,4.405e+1,,4.369e-15
497.958,2.824e+1,2.824e+1,,4.367e-15
497.963,3.008e+1,3.008e+1,,4.365e-15
497.968,5.267e+1,5.267e+1,,4.363e-15
497.973,1.116e+2,1.116e+2,,4.361e-15
497.978,2.439e+2,2.439e+2,,4.360e-15
497.983,5.283e+2,5.283e+2,,4.358e-15
497.988,1.124e+3,1.124e+3,,4.356e-15
497.993,2.345e+3,2.345e+3,,4.354e-15
497.998,4.794e+3,4.794e+3,,4.352e-15
498.003,9.606e+3,9.606e+3,,4.350e-15
498.008,1.887e+4,1.887e+4,,4.348e-15
498.013,3.631e+4,3.631e+4,,4.346e-15
498.018,6.849e+4,6.849e+4,,4.344e-15
498.023,1.266e+5,1.266e+5,,4.342e-15
498.028,2.294e+5,2.294e+5,,4.341e-15
498.033,4.074e+5,4.074e+5,,4.339e-15
498.038,7.090e+5,7.090e+5,,4.337e-15
498.043,1.209e+6,1.209e+6,,4.335e-15
498.048,2.021e+6,2.021e+6,,4.333e-15
498.053,3.311e+6,3.311e+6,,4.331e-15
498.058,5.316e+6,5.316e+6,,4.329e-15
498.063,8.365e+6,8.365e+6,,4.327e-15
498.068,1.290e+7,1.290e+7,,4.325e-15
498.073,1.950e+7,1.950e+7,,4.323e-15
498.078,2.888e+7,2.888e+7,,4.322e-15
498.083,4.192e+7,4.192e+7,,4.320e-15
498.088,5.964e+7,5.964e+7,,4.318e-15
498.093,8.316e+7,8.316e+7,,4.316e-15
498.098,1.136e+8,1.136e+8,,4.314e-15
498.103,1.522e+8,1.522e+8,,4.312e-15
498.108,1.998e+8,1.998e+8,,4.310e-15
498.113,2.570e+8,2.570e+8,,4.308e-15
498.118,3.240e+8,3.240e+8,,4.306e-15
498.123,4.003e+8,4.003e+8,,4.304e-15
498.128,4.848e+8,4.848e+8,,4.303e-15
498.133,5.753e+8,5.753e+8,,4.301e-15
498.138,6.691e+8,6.691e+8,,4.299e-15
498.143,7.628e+8,7.628e+8,,4.297e-15
498.148,8.522e+8,8.522e+8,,4.295e-15
498.153,9.330e+8,9.330e+8,,4.293e-15
498.158,1.001e+9,1.001e+9,,4.291e-15
498.163,1.053e+9,1.053e+9,,4.289e-15
498.168,1.085e+9,1.085e+9,,4.287e-15
498.173,1.096e+9,1.096e+9,,4.285e-15
498.178,1.085e+9,1.085e+9,,4.284e-15
498.183,1.053e+9,1.053e+9,,4.282e-15
498.188,1.001e+9,1.001e+9,,4.280e-15
498.193,9.330e+8,9.330e+8,,4.278e-15
498.198,8.522e+8,8.522e+8,,4.276e-15
498.203,7.628e+8,7.628e+8,,4.274e-15
498.208,6.691e+8,6.691e+8,,4.272e-15
498.213,5.753e+8,5.753e+8,,4.270e-15
498.218,4.848e+8,4.848e+8,,4.268e-15
498.223,4.003e+8,4.003e+8,,4.266e-15
498.228,3.240e+8,3.240e+8,,4.265e-15
498.233,2.570e+8,2.570e+8,,4.263e-15
498.238,1.998e+8,1.998e+8,,4.261e-15
498.243,1.522e+8,1.522e+8,,4.259e-15
498.248,1.136e+8,1.136e+8,,4.257e-15
498.253,8.316e+7,8.316e+7,,4.255e-15
498.258,5.964e+7,5.964e+7,,4.253e-15
498.263,4.192e+7,4.192e+7,,4.251e-15
498.268,2.888e+7,2.888e+7,,4.249e-15
498.273,1.950e+7,1.950e+7,,4.247e-15
498.278,1.290e+7,1.290e+7,,4.246e-15
498.283,8.365e+6,8.365e+6,,4.244e-15
498.288,5.316e+6,5.316e+6,,4.242e-15
498.293,3.311e+6,3.311e+6,,4.240e-15
498.298,2.021e+6,2.021e+6,,4.238e-15
498.303,1.209e+6,1.209e+6,,4.236e-15
498.308,7.090e+5,7.090e+5,,4.234e-15
498.313,4.074e+5,4.074e+5,,4.232e-15
498.318,2.294e+5,2.294e+5,,4.230e-15
498.323,1.266e+5,1.266e+5,,4.228e-15
498.328,6.849e+4,6.849e+4,,4.227e-15
498.333,3.631e+4,3.631e+4,,4.225e-15
498.338,1.887e+4,1.887e+4,,4.223e-15
498.343,9.606e+3,9.606e+3,,4.221e-15
498.348,4.794e+3,4.794e+3,,4.219e-15
498.353,2.345e+3,2.345e+3,,4.217e-15
498.358,1.124e+3,1.124e+3,,4.215e-15
498.363,5.280e+2,5.280e+2,,4.213e-15
498.368,2.431e+2,2.431e+2,,4.211e-15
498.373,1.097e+2,1.097e+2,,4.209e-15
498.378,4.850e+1,4.850e+1,,4.208e-15
498.383,2.102e+1,2.102e+1,,4.206e-15
498.388,8.929e+0,8.929e+0,,4.204e-15
498.393,3.717e+0,3.717e+0,,4.202e-15
498.398,1.516e+0,1.516e+0,,4.200e-15
498.403,6.063e-1,6.063e-1,,4.198e-15
498.408,2.376e-1,2.376e-1,,4.196e-15
498.413,9.125e-2,9.125e-2,,4.194e-15
498.418,3.434e-2,3.434e-2,,4.192e-15
498.423,1.267e-2,1.267e-2,,4.190e-15
498.428,4.580e-3,4.580e-3,,4.189e-15
498.433,1.623e-3,1.623e-3,,4.187e-15
498.438,5.635e-4,5.635e-4,,4.185e-15
498.443,1.918e-4,1.918e-4,,4.183e-15
498.448,6.397e-5,6.397e-5,,4.181e-15
498.453,2.091e-5,2.091e-5,,4.179e-15
498.458,6.699e-6,6.699e-6,,4.177e-15
498.463,2.103e-6,2.103e-6,,4.175e-15
498.468,6.472e-7,6.472e-7,,4.173e-15
498.473,1.952e-7,1.952e-7,,4.171e-15
498.478,5.768e-8,5.768e-8,,4.170e-15
498.483,1.671e-8,1.671e-8,,4.168e-15
498.602,1.016e-9,1.016e-9,,4.122e-15
498.607,3.507e-9,3.507e-9,,4.120e-15
498.612,1.187e-8,1.187e-8,,4.119e-15
498.617,3.938e-8,3.938e-8,,4.117e-15
498.622,1.281e-7,1.281e-7,,4.115e-15
498.627,4.081e-7,4.081e-7,,4.113e-15
498.632,1.275e-6,1.275e-6,,4.111e-15
498.637,3.902e-6,3.902e-6,,4.109e-15
498.642,1.171e-5,1.171e-5,,4.107e-15
498.647,3.443e-5,3.443e-5,,4.105e-15
498.652,9.924e-5,9.924e-5,,4.103e-15
498.657,2.804e-4,2.804e-4,,4.101e-15
498.662,7.763e-4,7.763e-4,,4.100e-15
498.667,2.107e-3,2.107e-3,,4.098e-15
498.672,5.603e-3,5.603e-3,,4.096e-15
498.677,1.461e-2,1.461e-2,,4.094e-15
498.682,3.732e-2,3.732e-2,,4.092e-15
498.687,9.346e-2,9.346e-2,,4.090e-15
498.692,2.294e-1,2.294e-1,,4.088e-15
498.697,5.518e-1,5.518e-1,,4.086e-15
498.702,1.301e+0,1.301e+0,,4.084e-15
498.707,3.007e+0,3.007e+0,,4.082e-15
498.712,6.810e+0,6.810e+0,,4.081e-15
498.717,1.512e+1,1.512e+1,,4.079e-15
498.722,3.289e+1,3.289e+1,,4.077e-15
498.727,7.014e+1,7.014e+1,,4.075e-15
498.732,1.466e+2,1.466e+2,,4.073e-15
498.737,3.003e+2,3.003e+2,,4.071e-15
498.742,6.030e+2,6.030e+2,,4.069e-15
498.747,1.187e+3,1.187e+3,,4.067e-15
498.752,2.289e+3,2.289e+3,,4.065e-15
498.757,4.326e+3,4.326e+3,,4.063e-15
498.762,8.015e+3,8.015e+3,,4.062e-15
498.767,1.456e+4,1.456e+4,,4.060e-15
498.772,2.591e+4,2.591e+4,,4.058e-15
498.777,4.519e+4,4.519e+4,,4.056e-15
498.782,7.726e+4,7.726e+4,,4.054e-15
498.787,1.295e+5,1.295e+5,,4.052e-15
498.792,2.126e+5,2.126e+5,,4.050e-15
498.797,3.423e+5,3.423e+5,,4.048e-15
498.802,5.400e+5,5.400e+5,,4.046e-15
498.807,8.351e+5,8.351e+5,,4.044e-15
498.812,1.266e+6,1.266e+6,,4.043e-15
498.817,1.880e+6,1.880e+6,,4.041e-15
498.822,2.737e+6,2.737e+6,,4.039e-15
498.827,3.906e+6,3.906e+6,,4.037e-15
498.832,5.463e+6,5.463e+6,,4.035e-15
498.837,7.488e+6,7.488e+6,,4.033e-15
498.842,1.006e+7,1.006e+7,,4.031e-15
498.847,1.325e+7,1.325e+7,,4.029e-15
498.852,1.710e+7,1.710e+7,,4.027e-15
498.857,2.163e+7,2.163e+7,,4.025e-15
498.862,2.681e+7,2.681e+7,,4.024e-15
498.867,3.258e+7,3.258e+7,,4.022e-15
498.872,3.880e+7,3.880e+7,,4.020e-15
498.877,4.529e+7,4.529e+7,,4.018e-15
498.882,5.182e+7,5.182e+7,,4.016e-15
498.887,5.810e+7,5.810e+7,,4.014e-15
498.892,6.385e+7,6.385e+7,,4.012e-15
498.897,6.878e+7,6.878e+7,,4.010e-15
498.902,7.261e+7,7.261e+7,,4.008e-15
498.907,7.514e+7,7.514e+7,,4.006e-15
498.912,7.620e+7,7.620e+7,,4.005e-15
498.917,7.574e+7,7.574e+7,,4.003e-15
498.922,7.379e+7,7.379e+7,,4.001e-15
498.927,7.046e+7,7.046e+7,,3.999e-15
498.932,6.594e+7,6.594e+7,,3.997e-15
498.937,6.049e+7,6.049e+7,,3.995e-15
498.942,5.439e+7,5.439e+7,,3.993e-15
498.947,4.794e+7,4.794e+7,,3.991e-15
498.952,4.143e+7,4.143e+7,,3.989e-15
498.957,3.512e+7,3.512e+7,,3.987e-15
498.962,2.923e+7,2.923e+7,,3.986e-15
498.967,2.394e+7,2.394e+7,,3.984e-15
498.972,1.938e+7,1.938e+7,,3.982e-15
498.977,1.565e+7,1.565e+7,,3.980e-15
498.982,1.283e+7,1.283e+7,,3.978e-15
498.987,1.101e+7,1.101e+7,,3.976e-15
498.992,1.033e+7,1.033e+7,,3.974e-15
498.997,1.094e+7,1.094e+7,,3.972e-15
499.002,1.311e+7,1.311e+7,,3.970e-15
499.007,1.721e+7,1.721e+7,,3.968e-15
499.012,2.370e+7,2.370e+7,,3.967e-15
499.017,3.319e+7,3.319e+7,,3.965e-15
499.022,4.639e+7,4.639e+7,,3.963e-15
499.027,6.412e+7,6.412e+7,,3.961e-15
499.032,8.722e+7,8.722e+7,,3.959e-15
499.037,1.165e+8,1.165e+8,,3.957e-15
499.042,1.526e+8,1.526e+8,,3.955e-15
499.047,1.961e+8,1.961e+8,,3.953e-15
499.052,2.470e+8,2.470e+8,,3.951e-15
499.057,3.049e+8,3.049e+8,,3.949e-15
499.062,3.690e+8,3.690e+8,,3.948e-15
499.067,4.376e+8,4.376e+8,,3.946e-15
499.072,5.087e+8,5.087e+8,,3.944e-15
499.077,5.796e+8,5.796e+8,,3.942e-15
499.082,6.472e+8,6.472e+8,,3.940e-15
499.087,7.084e+8,7.084e+8,,3.938e-15
499.092,7.599e+8,7.599e+8,,3.936e-15
499.097,7.990e+8,7.990e+8,,3.934e-15
499.102,8.235e+8,8.235e+8,,3.932e-15
499.107,8.318e+8,8.318e+8,,3.930e-15
499.112,8.235e+8,8.235e+8,,3.928e-15
499.117,7.990e+8,7.990e+8,,3.927e-15
499.122,7.599e+8,7.599e+8,,3.925e-15
499.127,7.084e+8,7.084e+8,,3.923e-15
499.132,6.472e+8,6.472e+8,,3.921e-15
499.137,5.796e+8,5.796e+8,,3.919e-15
499.142,5.087e+8,5.087e+8,,3.917e-15
499.147,4.376e+8,4.376e+8,,3.915e-15
499.152,3.689e+8,3.689e+8,,3.913e-15
499.157,3.049e+8,3.049e+8,,3.911e-15
499.162,2.470e+8,2.470e+8,,3.909e-15
499.167,1.961e+8,1.961e+8,,3.908e-15
499.172,1.525e+8,1.525e+8,,3.906e-15
499.177,1.163e+8,1.163e+8,,3.904e-15
499.182,8.696e+7,8.696e+7,,3.902e-15
499.187,6.371e+7,6.371e+7,,3.900e-15
499.192,4.575e+7,4.575e+7,,3.898e-15
499.197,3.220e+7,3.220e+7,,3.896e-15
499.202,2.221e+7,2.221e+7,,3.894e-15
499.207,1.502e+7,1.502e+7,,3.892e-15
499.212,9.952e+6,9.952e+6,,3.890e-15
499.217,6.464e+6,6.464e+6,,3.889e-15
499.222,4.115e+6,4.115e+6,,3.887e-15
499.227,2.567e+6,2.567e+6,,3.885e-15
499.232,1.570e+6,1.570e+6,,3.883e-15
499.237,9.411e+5,9.411e+5,,3.881e-15
499.242,5.529e+5,5.529e+5,,3.879e-15
499.247,3.184e+5,3.184e+5,,3.877e-15
499.252,1.797e+5,1.797e+5,,3.875e-15
499.257,9.939e+4,9.939e+4,,3.873e-15
499.262,5.389e+4,5.389e+4,,3.871e-15
499.267,2.863e+4,2.863e+4,,3.870e-15
499.272,1.491e+4,1.491e+4,,3.868e-15
499.277,7.613e+3,7.613e+3,,3.866e-15
499.282,3.809e+3,3.809e+3,,3.864e-15
499.287,1.868e+3,1.868e+3,,3.862e-15
499.292,8.978e+2,8.978e+2,,3.860e-15
499.297,4.230e+2,4.230e+2,,3.858e-15
499.302,1.953e+2,1.953e+2,,3.856e-15
499.307,8.839e+1,8.839e+1,,3.854e-15
499.312,3.921e+1,3.921e+1,,3.852e-15
499.317,1.704e+1,1.704e+1,,3.851e-15
499.322,7.263e+0,7.263e+0,,3.849e-15
499.327,3.033e+0,3.033e+0,,3.847e-15
499.332,1.242e+0,1.242e+0,,3.845e-15
499.337,4.982e-1,4.982e-1,,3.843e-15
499.342,1.959e-1,1.959e-1,,3.841e-15
499.347,7.551e-2,7.551e-2,,3.839e-15
499.352,2.852e-2,2.852e-2,,3.837e-15
499.357,1.056e-2,1.056e-2,,3.835e-15
499.362,3.833e-3,3.833e-3,,3.833e-15
499.367,1.363e-3,1.363e-3,,3.832e-15
499.372,4.753e-4,4.753e-4,,3.830e-15
499.377,1.624e-4,1.624e-4,,3.828e-15
499.382,5.439e-5,5.439e-5,,3.826e-15
499.387,1.785e-5,1.785e-5,,3.824e-15
499.392,5.744e-6,5.744e-6,,3.822e-15
499.397,1.811e-6,1.811e-6,,3.820e-15
499.402,5.600e-7,5.600e-7,,3.818e-15
499.407,1.703e-7,1.703e-7,,3.816e-15
499.412,5.287e-8,5.287e-8,,3.814e-15
499.417,2.287e-8,2.287e-8,,3.813e-15
499.422,2.631e-8,2.631e-8,,3.811e-15
499.427,8.253e-8,8.253e-8,,3.809e-15
499.432,2.538e-7,2.538e-7,,3.807e-15
499.437,7.649e-7,7.649e-7,,3.805e-15
499.442,2.260e-6,2.260e-6,,3.803e-15
499.447,6.543e-6,6.543e-6,,3.801e-15
499.452,1.857e-5,1.857e-5,,3.799e-15
499.457,5.167e-5,5.167e-5,,3.797e-15
499.462,1.409e-4,1.409e-4,,3.795e-15
499.467,3.766e-4,3.766e-4,,3.794e-15
499.472,9.866e-4,9.866e-4,,3.792e-15
499.477,2.534e-3,2.534e-3,,3.790e-15
499.482,6.377e-3,6.377e-3,,3.788e-15
499.487,1.573e-2,1.573e-2,,3.786e-15
