Wavelength (nm),Sum(calc),Cr I (2.7e-2),Cr II (9.7e-1)
406.657,5.787e+5,5.787e+5,8.856e-8
406.662,3.368e+5,3.368e+5,8.856e-8
406.667,1.901e+5,1.901e+5,8.855e-8
406.672,1.041e+5,1.041e+5,8.854e-8
406.678,4.859e+4,4.859e+4,8.853e-8
406.683,2.490e+4,2.490e+4,8.853e-8
406.688,1.238e+4,1.238e+4,8.852e-8
406.693,5.973e+3,5.973e+3,8.851e-8
406.698,2.796e+3,2.796e+3,8.850e-8
406.703,1.269e+3,1.269e+3,8.850e-8
406.708,5.593e+2,5.593e+2,8.849e-8
406.713,2.390e+2,2.390e+2,8.848e-8
406.718,9.913e+1,9.913e+1,8.847e-8
406.724,3.312e+1,3.312e+1,8.846e-8
406.729,1.285e+1,1.285e+1,8.846e-8
406.734,4.838e+0,4.838e+0,8.845e-8
406.739,1.767e+0,1.767e+0,8.844e-8
406.744,6.261e-1,6.261e-1,8.843e-8
406.749,2.152e-1,2.152e-1,8.843e-8
406.754,7.178e-2,7.178e-2,8.842e-8
406.759,2.323e-2,2.323e-2,8.841e-8
406.765,5.764e-3,5.764e-3,8.840e-8
406.770,1.745e-3,1.745e-3,8.839e-8
406.775,5.126e-4,5.126e-4,8.839e-8
406.780,1.461e-4,1.461e-4,8.838e-8
406.785,4.039e-5,4.039e-5,8.837e-8
406.790,1.084e-5,1.084e-5,8.836e-8
406.795,2.820e-6,2.820e-6,8.836e-8
406.800,7.121e-7,7.121e-7,8.835e-8
406.806,1.312e-7,1.312e-7,8.834e-8
406.811,3.100e-8,3.100e-8,8.833e-8
406.816,7.106e-9,7.106e-9,8.833e-8
406.821,1.580e-9,1.580e-9,8.832e-8
409.510,3.797e-10,3.797e-10,8.427e-8
409.515,1.698e-9,1.698e-9,8.427e-8
409.520,7.371e-9,7.371e-9,8.426e-8
409.525,3.106e-8,3.106e-8,8.425e-8
409.530,1.270e-7,1.270e-7,8.424e-8
409.535,5.043e-7,5.043e-7,8.424e-8
409.540,1.943e-6,1.943e-6,8.423e-8
409.545,7.268e-6,7.268e-6,8.422e-8
409.551,3.403e-5,3.403e-5,8.421e-8
409.556,1.192e-4,1.192e-4,8.421e-8
409.561,4.054e-4,4.054e-4,8.420e-8
409.566,1.338e-3,1.338e-3,8.419e-8
409.571,4.287e-3,4.287e-3,8.418e-8
409.576,1.333e-2,1.333e-2,8.418e-8
409.581,4.024e-2,4.024e-2,8.417e-8
409.586,1.179e-1,1.179e-1,8.416e-8
409.592,4.118e-1,4.118e-1,8.415e-8
409.597,1.130e+0,1.130e+0,8.414e-8
409.602,3.010e+0,3.010e+0,8.414e-8
409.607,7.783e+0,7.783e+0,8.413e-8
409.612,1.953e+1,1.953e+1,8.412e-8
409.617,4.758e+1,4.758e+1,8.411e-8
409.622,1.125e+2,1.125e+2,8.411e-8
409.627,2.582e+2,2.582e+2,8.410e-8
409.633,6.729e+2,6.729e+2,8.409e-8
409.638,1.446e+3,1.446e+3,8.408e-8
409.643,3.018e+3,3.018e+3,8.407e-8
409.648,6.113e+3,6.113e+3,8.407e-8
409.653,1.202e+4,1.202e+4,8.406e-8
409.658,2.293e+4,2.293e+4,8.405e-8
409.663,4.248e+4,4.248e+4,8.404e-8
409.668,7.637e+4,7.637e+4,8.404e-8
409.673,1.333e+5,1.333e+5,8.403e-8
409.679,2.500e+5,2.500e+5,8.402e-8
409.684,4.086e+5,4.086e+5,8.401e-8
409.689,6.482e+5,6.482e+5,8.401e-8
409.694,9.983e+5,9.983e+5,8.400e-8
409.699,1.492e+6,1.492e+6,8.399e-8
409.704,2.165e+6,2.165e+6,8.398e-8
409.709,3.049e+6,3.049e+6,8.398e-8
409.714,4.169e+6,4.169e+6,8.397e-8
409.720,5.833e+6,5.833e+6,8.396e-8
409.725,7.469e+6,7.469e+6,8.395e-8
409.730,9.282e+6,9.282e+6,8.394e-8
409.735,1.120e+7,1.120e+7,8.394e-8
409.740,1.311e+7,1.311e+7,8.393e-8
409.745,1.490e+7,1.490e+7,8.392e-8
409.750,1.644e+7,1.644e+7,8.391e-8
409.755,1.761e+7,1.761e+7,8.391e-8
409.761,1.838e+7,1.838e+7,8.390e-8
409.766,1.843e+7,1.843e+7,8.389e-8
409.771,1.795e+7,1.795e+7,8.388e-8
409.776,1.696e+7,1.696e+7,8.387e-8
409.781,1.556e+7,1.556e+7,8.387e-8
409.786,1.385e+7,1.385e+7,8.386e-8
409.791,1.197e+7,1.197e+7,8.385e-8
409.796,1.004e+7,1.004e+7,8.384e-8
409.802,7.819e+6,7.819e+6,8.384e-8
409.807,6.143e+6,6.143e+6,8.383e-8
409.812,4.685e+6,4.685e+6,8.382e-8
409.817,3.468e+6,3.468e+6,8.381e-8
409.822,2.492e+6,2.492e+6,8.381e-8
409.827,1.738e+6,1.738e+6,8.380e-8
409.832,1.177e+6,1.177e+6,8.379e-8
409.837,7.732e+5,7.732e+5,8.378e-8
409.842,4.932e+5,4.932e+5,8.378e-8
409.848,2.764e+5,2.764e+5,8.377e-8
409.853,1.651e+5,1.651e+5,8.376e-8
409.858,9.576e+4,9.576e+4,8.375e-8
409.863,5.390e+4,5.390e+4,8.374e-8
409.868,2.945e+4,2.945e+4,8.374e-8
409.873,1.562e+4,1.562e+4,8.373e-8
409.878,8.039e+3,8.039e+3,8.372e-8
409.883,4.017e+3,4.017e+3,8.371e-8
409.889,1.680e+3,1.680e+3,8.370e-8
409.894,7.860e+2,7.860e+2,8.370e-8
409.899,3.570e+2,3.570e+2,8.369e-8
409.904,1.574e+2,1.574e+2,8.368e-8
409.909,6.737e+1,6.737e+1,8.367e-8
409.914,2.799e+1,2.799e+1,8.367e-8
409.919,1.129e+1,1.129e+1,8.366e-8
409.924,4.417e+0,4.417e+0,8.365e-8
409.930,1.378e+0,1.378e+0,8.364e-8
409.935,5.051e-1,5.051e-1,8.364e-8
409.940,1.797e-1,1.797e-1,8.363e-8
409.945,6.208e-2,6.208e-2,8.362e-8
409.950,2.081e-2,2.081e-2,8.361e-8
409.955,6.773e-3,6.773e-3,8.361e-8
409.960,2.139e-3,2.139e-3,8.360e-8
409.965,6.559e-4,6.559e-4,8.359e-8
409.971,1.526e-4,1.526e-4,8.358e-8
409.976,4.383e-5,4.383e-5,8.357e-8
409.981,1.222e-5,1.222e-5,8.357e-8
409.986,3.306e-6,3.306e-6,8.356e-8
409.991,8.681e-7,8.681e-7,8.355e-8
409.996,2.213e-7,2.213e-7,8.354e-8
410.001,5.475e-8,5.475e-8,8.354e-8
410.006,1.315e-8,1.315e-8,8.353e-8
410.011,3.066e-9,3.066e-9,8.352e-8
410.017,5.136e-10,5.136e-10,8.351e-8
410.877,3.284e-10,3.284e-10,8.222e-8
410.882,1.489e-9,1.489e-9,8.221e-8
410.887,6.553e-9,6.553e-9,8.220e-8
410.892,2.800e-8,2.800e-8,8.220e-8
410.897,1.162e-7,1.162e-7,8.219e-8
410.903,6.161e-7,6.161e-7,8.218e-8
410.908,2.395e-6,2.395e-6,8.217e-8
410.913,9.039e-6,9.039e-6,8.217e-8
410.918,3.312e-5,3.312e-5,8.216e-8
410.923,1.178e-4,1.178e-4,8.215e-8
410.928,4.069e-4,4.069e-4,8.214e-8
410.933,1.364e-3,1.364e-3,8.214e-8
410.938,4.441e-3,4.441e-3,8.213e-8
410.944,1.760e-2,1.760e-2,8.212e-8
410.949,5.369e-2,5.369e-2,8.211e-8
410.954,1.590e-1,1.590e-1,8.210e-8
410.959,4.571e-1,4.571e-1,8.210e-8
410.964,1.276e+0,1.276e+0,8.209e-8
410.969,3.457e+0,3.457e+0,8.208e-8
410.974,9.094e+0,9.094e+0,8.207e-8
410.979,2.323e+1,2.323e+1,8.207e-8
410.985,6.882e+1,6.882e+1,8.206e-8
410.990,1.647e+2,1.647e+2,8.205e-8
410.995,3.827e+2,3.827e+2,8.204e-8
411.000,8.632e+2,8.632e+2,8.203e-8
411.005,1.890e+3,1.890e+3,8.203e-8
411.010,4.019e+3,4.019e+3,8.202e-8
411.015,8.296e+3,8.296e+3,8.201e-8
411.020,1.662e+4,1.662e+4,8.200e-8
411.026,3.682e+4,3.682e+4,8.200e-8
411.031,6.913e+4,6.913e+4,8.199e-8
411.036,1.260e+5,1.260e+5,8.198e-8
411.041,2.231e+5,2.231e+5,8.197e-8
411.046,3.833e+5,3.833e+5,8.197e-8
411.051,6.394e+5,6.394e+5,8.196e-8
411.056,1.036e+6,1.036e+6,8.195e-8
411.061,1.628e+6,1.628e+6,8.194e-8
411.066,2.485e+6,2.485e+6,8.194e-8
411.072,3.971e+6,3.971e+6,8.193e-8
411.077,5.680e+6,5.680e+6,8.192e-8
411.082,7.887e+6,7.887e+6,8.191e-8
411.087,1.063e+7,1.063e+7,8.190e-8
411.092,1.392e+7,1.392e+7,8.190e-8
411.097,1.769e+7,1.769e+7,8.189e-8
411.102,2.182e+7,2.182e+7,8.188e-8
411.107,2.613e+7,2.613e+7,8.187e-8
411.113,3.121e+7,3.121e+7,8.186e-8
411.118,3.503e+7,3.503e+7,8.186e-8
411.123,3.816e+7,3.816e+7,8.185e-8
411.128,4.037e+7,4.037e+7,8.184e-8
411.133,4.146e+7,4.146e+7,8.183e-8
411.138,4.134e+7,4.134e+7,8.183e-8
411.143,4.001e+7,4.001e+7,8.182e-8
411.148,3.760e+7,3.760e+7,8.181e-8
411.154,3.357e+7,3.357e+7,8.180e-8
411.159,2.956e+7,2.956e+7,8.180e-8
411.164,2.527e+7,2.527e+7,8.179e-8
411.169,2.097e+7,2.097e+7,8.178e-8
411.174,1.690e+7,1.690e+7,8.177e-8
411.179,1.322e+7,1.322e+7,8.177e-8
411.184,1.004e+7,1.004e+7,8.176e-8
411.189,7.404e+6,7.404e+6,8.175e-8
411.195,4.940e+6,4.940e+6,8.174e-8
411.200,3.413e+6,3.413e+6,8.173e-8
411.205,2.289e+6,2.289e+6,8.173e-8
411.210,1.491e+6,1.491e+6,8.172e-8
411.215,9.425e+5,9.425e+5,8.171e-8
411.220,5.785e+5,5.785e+5,8.170e-8
411.225,3.448e+5,3.448e+5,8.170e-8
411.230,1.995e+5,1.995e+5,8.169e-8
411.235,1.120e+5,1.120e+5,8.168e-8
411.241,5.392e+4,5.392e+4,8.167e-8
411.246,2.838e+4,2.838e+4,8.166e-8
411.251,1.450e+4,1.450e+4,8.166e-8
411.256,7.193e+3,7.193e+3,8.165e-8
411.261,3.464e+3,3.464e+3,8.164e-8
411.266,1.620e+3,1.620e+3,8.163e-8
411.271,7.353e+2,7.353e+2,8.163e-8
411.276,3.241e+2,3.241e+2,8.162e-8
411.282,1.166e+2,1.166e+2,8.161e-8
411.287,4.814e+1,4.814e+1,8.160e-8
411.292,1.930e+1,1.930e+1,8.160e-8
411.297,7.512e+0,7.512e+0,8.159e-8
411.302,2.839e+0,2.839e+0,8.158e-8
411.307,1.041e+0,1.041e+0,8.157e-8
411.312,3.709e-1,3.709e-1,8.157e-8
411.317,1.283e-1,1.283e-1,8.156e-8
411.323,3.449e-2,3.449e-2,8.155e-8
411.328,1.118e-2,1.118e-2,8.154e-8
411.333,3.515e-3,3.515e-3,8.153e-8
411.338,1.074e-3,1.074e-3,8.153e-8
411.343,3.183e-4,3.183e-4,8.152e-8
411.348,9.162e-5,9.162e-5,8.151e-8
411.353,2.560e-5,2.560e-5,8.150e-8
411.358,6.947e-6,6.947e-6,8.150e-8
411.364,1.396e-6,1.396e-6,8.149e-8
411.369,3.550e-7,3.550e-7,8.148e-8
411.374,8.761e-8,8.761e-8,8.147e-8
411.379,2.099e-8,2.099e-8,8.146e-8
411.384,4.883e-9,4.883e-9,8.146e-8
411.389,1.103e-9,1.103e-9,8.145e-8
412.393,6.519e-10,6.519e-10,7.994e-8
412.398,2.923e-9,2.923e-9,7.993e-8
412.403,1.273e-8,1.273e-8,7.992e-8
412.408,5.380e-8,5.380e-8,7.992e-8
412.413,2.209e-7,2.209e-7,7.991e-8
412.419,1.157e-6,1.157e-6,7.990e-8
412.424,4.454e-6,4.454e-6,7.989e-8
412.429,1.665e-5,1.665e-5,7.989e-8
412.434,6.042e-5,6.042e-5,7.988e-8
412.439,2.129e-4,2.129e-4,7.987e-8
412.444,7.287e-4,7.287e-4,7.986e-8
412.449,2.422e-3,2.422e-3,7.986e-8
412.454,7.815e-3,7.815e-3,7.985e-8
412.459,2.449e-2,2.449e-2,7.984e-8
412.465,9.278e-2,9.278e-2,7.983e-8
412.470,2.726e-1,2.726e-1,7.982e-8
412.475,7.775e-1,7.775e-1,7.982e-8
412.480,2.154e+0,2.154e+0,7.981e-8
412.485,5.794e+0,5.794e+0,7.980e-8
412.490,1.513e+1,1.513e+1,7.979e-8
412.495,3.839e+1,3.839e+1,7.979e-8
412.500,9.456e+1,9.456e+1,7.978e-8
412.506,2.683e+2,2.683e+2,7.977e-8
412.511,6.196e+2,6.196e+2,7.976e-8
412.516,1.389e+3,1.389e+3,7.976e-8
412.521,3.025e+3,3.025e+3,7.975e-8
412.526,6.396e+3,6.396e+3,7.974e-8
412.531,1.313e+4,1.313e+4,7.973e-8
412.536,2.618e+4,2.618e+4,7.972e-8
412.541,5.069e+4,5.069e+4,7.972e-8
412.547,1.078e+5,1.078e+5,7.971e-8
412.552,1.956e+5,1.956e+5,7.970e-8
412.557,3.447e+5,3.447e+5,7.969e-8
412.562,5.899e+5,5.899e+5,7.969e-8
412.567,9.804e+5,9.804e+5,7.968e-8
412.572,1.582e+6,1.582e+6,7.967e-8
412.577,2.480e+6,2.480e+6,7.966e-8
412.582,3.774e+6,3.774e+6,7.966e-8
412.588,6.008e+6,6.008e+6,7.965e-8
412.593,8.571e+6,8.571e+6,7.964e-8
412.598,1.187e+7,1.187e+7,7.963e-8
412.603,1.597e+7,1.597e+7,7.962e-8
412.608,2.087e+7,2.087e+7,7.962e-8
412.613,2.647e+7,2.647e+7,7.961e-8
412.618,3.260e+7,3.260e+7,7.960e-8
412.623,3.900e+7,3.900e+7,7.959e-8
412.628,4.530e+7,4.530e+7,7.959e-8
412.634,5.216e+7,5.216e+7,7.958e-8
412.639,5.679e+7,5.679e+7,7.957e-8
412.644,6.005e+7,6.005e+7,7.956e-8
412.649,6.166e+7,6.166e+7,7.956e-8
412.654,6.148e+7,6.148e+7,7.955e-8
412.659,5.952e+7,5.952e+7,7.954e-8
412.664,5.596e+7,5.596e+7,7.953e-8
412.669,5.110e+7,5.110e+7,7.952e-8
412.675,4.407e+7,4.407e+7,7.952e-8
412.680,3.772e+7,3.772e+7,7.951e-8
412.685,3.135e+7,3.135e+7,7.950e-8
412.690,2.530e+7,2.530e+7,7.949e-8
412.695,1.983e+7,1.983e+7,7.949e-8
412.700,1.509e+7,1.509e+7,7.948e-8
412.705,1.115e+7,1.115e+7,7.947e-8
412.710,8.002e+6,8.002e+6,7.946e-8
412.716,5.170e+6,5.170e+6,7.945e-8
412.721,3.478e+6,3.478e+6,7.945e-8
412.726,2.272e+6,2.272e+6,7.944e-8
412.731,1.441e+6,1.441e+6,7.943e-8
412.736,8.878e+5,8.878e+5,7.942e-8
412.741,5.311e+5,5.311e+5,7.942e-8
412.746,3.085e+5,3.085e+5,7.941e-8
412.751,1.740e+5,1.740e+5,7.940e-8
412.757,8.420e+4,8.420e+4,7.939e-8
412.762,4.452e+4,4.452e+4,7.939e-8
412.767,2.286e+4,2.286e+4,7.938e-8
412.772,1.140e+4,1.140e+4,7.937e-8
412.777,5.520e+3,5.520e+3,7.936e-8
412.782,2.595e+3,2.595e+3,7.936e-8
412.787,1.185e+3,1.185e+3,7.935e-8
412.792,5.254e+2,5.254e+2,7.934e-8
412.797,2.262e+2,2.262e+2,7.933e-8
412.803,7.915e+1,7.915e+1,7.932e-8
412.808,3.194e+1,3.194e+1,7.932e-8
412.813,1.252e+1,1.252e+1,7.931e-8
412.818,4.765e+0,4.765e+0,7.930e-8
412.823,1.761e+0,1.761e+0,7.929e-8
412.828,6.320e-1,6.320e-1,7.929e-8
412.833,2.202e-1,2.202e-1,7.928e-8
412.838,7.453e-2,7.453e-2,7.927e-8
412.844,1.954e-2,1.954e-2,7.926e-8
412.849,6.197e-3,6.197e-3,7.925e-8
412.854,1.909e-3,1.909e-3,7.925e-8
412.859,5.711e-4,5.711e-4,7.924e-8
412.864,1.659e-4,1.659e-4,7.923e-8
412.869,4.680e-5,4.680e-5,7.922e-8
412.874,1.282e-5,1.282e-5,7.922e-8
412.879,3.410e-6,3.410e-6,7.921e-8
412.885,6.695e-7,6.695e-7,7.920e-8
412.890,1.669e-7,1.669e-7,7.919e-8
412.895,4.042e-8,4.042e-8,7.919e-8
412.900,9.504e-9,9.504e-9,7.918e-8
412.905,2.170e-9,2.170e-9,7.917e-8
412.910,4.812e-10,4.812e-10,7.916e-8
416.290,6.840e-10,6.840e-10,7.408e-8
416.295,3.052e-9,3.052e-9,7.407e-8
416.300,1.323e-8,1.323e-8,7.407e-8
416.306,7.403e-8,7.403e-8,7.406e-8
416.311,3.012e-7,3.012e-7,7.405e-8
416.316,1.191e-6,1.191e-6,7.404e-8
416.321,4.574e-6,4.574e-6,7.403e-8
416.326,1.707e-5,1.707e-5,7.403e-8
416.331,6.188e-5,6.188e-5,7.402e-8
416.336,2.180e-4,2.180e-4,7.401e-8
416.341,7.462e-4,7.462e-4,7.400e-8
416.347,3.145e-3,3.145e-3,7.399e-8
416.352,1.010e-2,1.010e-2,7.399e-8
416.357,3.153e-2,3.153e-2,7.398e-8
416.362,9.562e-2,9.562e-2,7.397e-8
416.367,2.817e-1,2.817e-1,7.396e-8
416.372,8.065e-1,8.065e-1,7.396e-8
416.377,2.243e+0,2.243e+0,7.395e-8
416.382,6.062e+0,6.062e+0,7.394e-8
416.388,1.924e+1,1.924e+1,7.393e-8
416.393,4.880e+1,4.880e+1,7.393e-8
416.398,1.203e+2,1.203e+2,7.392e-8
416.403,2.880e+2,2.880e+2,7.391e-8
416.408,6.699e+2,6.699e+2,7.390e-8
416.413,1.514e+3,1.514e+3,7.390e-8
416.418,3.325e+3,3.325e+3,7.389e-8
416.423,7.095e+3,7.095e+3,7.388e-8
416.428,1.471e+4,1.471e+4,7.387e-8
416.434,3.396e+4,3.396e+4,7.386e-8
416.439,6.608e+4,6.608e+4,7.386e-8
416.444,1.249e+5,1.249e+5,7.385e-8
416.449,2.295e+5,2.295e+5,7.384e-8
416.454,4.095e+5,4.095e+5,7.383e-8
416.459,7.101e+5,7.101e+5,7.383e-8
416.464,1.196e+6,1.196e+6,7.382e-8
416.469,1.958e+6,1.958e+6,7.381e-8
416.475,3.405e+6,3.405e+6,7.380e-8
416.480,5.231e+6,5.231e+6,7.379e-8
416.485,7.808e+6,7.808e+6,7.379e-8
416.490,1.132e+7,1.132e+7,7.378e-8
416.495,1.595e+7,1.595e+7,7.377e-8
416.500,2.184e+7,2.184e+7,7.376e-8
416.505,2.905e+7,2.905e+7,7.376e-8
416.510,3.755e+7,3.755e+7,7.375e-8
416.516,4.917e+7,4.917e+7,7.374e-8
416.521,5.964e+7,5.964e+7,7.373e-8
416.526,7.029e+7,7.029e+7,7.373e-8
416.531,8.048e+7,8.048e+7,7.372e-8
416.536,8.954e+7,8.954e+7,7.371e-8
416.541,9.678e+7,9.678e+7,7.370e-8
416.546,1.016e+8,1.016e+8,7.370e-8
416.551,1.037e+8,1.037e+8,7.369e-8
416.557,1.023e+8,1.023e+8,7.368e-8
416.562,9.796e+7,9.796e+7,7.367e-8
416.567,9.115e+7,9.115e+7,7.366e-8
416.572,8.241e+7,8.241e+7,7.366e-8
416.577,7.238e+7,7.238e+7,7.365e-8
416.582,6.178e+7,6.178e+7,7.364e-8
416.587,5.122e+7,5.122e+7,7.363e-8
416.592,4.127e+7,4.127e+7,7.363e-8
416.597,3.230e+7,3.230e+7,7.362e-8
416.603,2.318e+7,2.318e+7,7.361e-8
416.608,1.703e+7,1.703e+7,7.360e-8
416.613,1.215e+7,1.215e+7,7.359e-8
416.618,8.430e+6,8.430e+6,7.359e-8
416.623,5.680e+6,5.680e+6,7.358e-8
416.628,3.719e+6,3.719e+6,7.357e-8
416.633,2.365e+6,2.365e+6,7.356e-8
416.638,1.462e+6,1.462e+6,7.356e-8
416.644,7.900e+5,7.900e+5,7.355e-8
416.649,4.582e+5,4.582e+5,7.354e-8
416.654,2.583e+5,2.583e+5,7.353e-8
416.659,1.414e+5,1.414e+5,7.353e-8
416.664,7.523e+4,7.523e+4,7.352e-8
416.669,3.889e+4,3.889e+4,7.351e-8
416.674,1.953e+4,1.953e+4,7.350e-8
416.679,9.531e+3,9.531e+3,7.350e-8
416.685,3.879e+3,3.879e+3,7.349e-8
416.690,1.776e+3,1.776e+3,7.348e-8
416.695,7.904e+2,7.904e+2,7.347e-8
416.700,3.417e+2,3.417e+2,7.346e-8
416.705,1.435e+2,1.435e+2,7.346e-8
416.710,5.859e+1,5.859e+1,7.345e-8
416.715,2.323e+1,2.323e+1,7.344e-8
416.720,8.950e+0,8.950e+0,7.343e-8
416.726,2.743e+0,2.743e+0,7.342e-8
416.731,9.919e-1,9.919e-1,7.342e-8
416.736,3.485e-1,3.485e-1,7.341e-8
416.741,1.190e-1,1.190e-1,7.340e-8
416.746,3.945e-2,3.945e-2,7.339e-8
416.751,1.271e-2,1.271e-2,7.339e-8
416.756,3.980e-3,3.980e-3,7.338e-8
416.761,1.211e-3,1.211e-3,7.337e-8
416.766,3.579e-4,3.579e-4,7.336e-8
416.772,7.979e-5,7.979e-5,7.336e-8
416.777,2.213e-5,2.213e-5,7.335e-8
416.782,5.965e-6,5.965e-6,7.334e-8
416.787,1.562e-6,1.562e-6,7.333e-8
416.792,3.974e-7,3.974e-7,7.333e-8
416.797,9.824e-8,9.824e-8,7.332e-8
416.802,2.360e-8,2.360e-8,7.331e-8
416.807,5.506e-9,5.506e-9,7.330e-8
416.813,9.246e-10,9.246e-10,7.329e-8
420.182,3.274e-10,3.274e-10,6.823e-8
420.188,1.938e-9,1.938e-9,6.822e-8
420.193,8.272e-9,8.272e-9,6.821e-8
420.198,3.431e-8,3.431e-8,6.820e-8
420.203,1.384e-7,1.384e-7,6.820e-8
420.208,5.425e-7,5.425e-7,6.819e-8
420.213,2.067e-6,2.067e-6,6.818e-8
420.218,7.658e-6,7.658e-6,6.817e-8
420.223,2.758e-5,2.758e-5,6.817e-8
420.228,9.655e-5,9.655e-5,6.816e-8
420.234,4.184e-4,4.184e-4,6.815e-8
420.239,1.376e-3,1.376e-3,6.814e-8
420.244,4.401e-3,4.401e-3,6.814e-8
420.249,1.368e-2,1.368e-2,6.813e-8
420.254,4.135e-2,4.135e-2,6.812e-8
420.259,1.215e-1,1.215e-1,6.811e-8
420.264,3.469e-1,3.469e-1,6.811e-8
420.269,9.630e-1,9.630e-1,6.810e-8
420.275,3.159e+0,3.159e+0,6.809e-8
420.280,8.241e+0,8.241e+0,6.808e-8
420.285,2.090e+1,2.090e+1,6.807e-8
420.290,5.152e+1,5.152e+1,6.807e-8
420.295,1.235e+2,1.235e+2,6.806e-8
420.300,2.876e+2,2.876e+2,6.805e-8
420.305,6.513e+2,6.513e+2,6.804e-8
420.310,1.434e+3,1.434e+3,6.804e-8
420.316,3.561e+3,3.561e+3,6.803e-8
420.321,7.367e+3,7.367e+3,6.802e-8
420.326,1.481e+4,1.481e+4,6.801e-8
420.331,2.896e+4,2.896e+4,6.800e-8
420.336,5.504e+4,5.504e+4,6.800e-8
420.341,1.017e+5,1.017e+5,6.799e-8
420.346,1.826e+5,1.826e+5,6.798e-8
420.351,3.188e+5,3.188e+5,6.797e-8
420.357,5.993e+5,5.993e+5,6.797e-8
420.362,9.831e+5,9.831e+5,6.796e-8
420.367,1.568e+6,1.568e+6,6.795e-8
420.372,2.431e+6,2.431e+6,6.794e-8
420.377,3.663e+6,3.663e+6,6.794e-8
420.382,5.366e+6,5.366e+6,6.793e-8
420.387,7.642e+6,7.642e+6,6.792e-8
420.392,1.058e+7,1.058e+7,6.791e-8
420.397,1.424e+7,1.424e+7,6.791e-8
420.403,1.959e+7,1.959e+7,6.790e-8
420.408,2.477e+7,2.477e+7,6.789e-8
420.413,3.045e+7,3.045e+7,6.788e-8
420.418,3.639e+7,3.639e+7,6.787e-8
420.423,4.228e+7,4.228e+7,6.787e-8
420.428,4.775e+7,4.775e+7,6.786e-8
420.433,5.242e+7,5.242e+7,6.785e-8
420.438,5.594e+7,5.594e+7,6.784e-8
420.444,5.827e+7,5.827e+7,6.783e-8
420.449,5.843e+7,5.843e+7,6.783e-8
420.454,5.696e+7,5.696e+7,6.782e-8
420.459,5.398e+7,5.398e+7,6.781e-8
420.464,4.973e+7,4.973e+7,6.780e-8
420.469,4.454e+7,4.454e+7,6.780e-8
420.474,3.877e+7,3.877e+7,6.779e-8
420.479,3.281e+7,3.281e+7,6.778e-8
420.485,2.587e+7,2.587e+7,6.777e-8
420.490,2.058e+7,2.058e+7,6.777e-8
420.495,1.591e+7,1.591e+7,6.776e-8
420.500,1.195e+7,1.195e+7,6.775e-8
420.505,8.733e+6,8.733e+6,6.774e-8
420.510,6.202e+6,6.202e+6,6.774e-8
420.515,4.282e+6,4.282e+6,6.773e-8
420.520,2.874e+6,2.874e+6,6.772e-8
420.526,1.715e+6,1.715e+6,6.771e-8
420.531,1.082e+6,1.082e+6,6.770e-8
420.536,6.632e+5,6.632e+5,6.770e-8
420.541,3.952e+5,3.952e+5,6.769e-8
420.546,2.290e+5,2.290e+5,6.768e-8
420.551,1.289e+5,1.289e+5,6.767e-8
420.556,7.059e+4,7.059e+4,6.767e-8
420.561,3.757e+4,3.757e+4,6.766e-8
420.566,1.944e+4,1.944e+4,6.765e-8
420.572,8.491e+3,8.491e+3,6.764e-8
420.577,4.128e+3,4.128e+3,6.763e-8
420.582,1.951e+3,1.951e+3,6.763e-8
420.587,8.961e+2,8.961e+2,6.762e-8
420.592,4.002e+2,4.002e+2,6.761e-8
420.597,1.737e+2,1.737e+2,6.760e-8
420.602,7.333e+1,7.333e+1,6.760e-8
420.607,3.008e+1,3.008e+1,6.759e-8
420.613,9.949e+0,9.949e+0,6.758e-8
420.618,3.835e+0,3.835e+0,6.757e-8
420.623,1.437e+0,1.437e+0,6.757e-8
420.628,5.236e-1,5.236e-1,6.756e-8
420.633,1.854e-1,1.854e-1,6.755e-8
420.638,6.384e-2,6.384e-2,6.754e-8
420.643,2.137e-2,2.137e-2,6.754e-8
420.648,6.951e-3,6.951e-3,6.753e-8
420.654,1.740e-3,1.740e-3,6.752e-8
420.659,5.321e-4,5.321e-4,6.751e-8
420.664,1.581e-4,1.581e-4,6.750e-8
420.669,4.568e-5,4.568e-5,6.750e-8
420.674,1.283e-5,1.283e-5,6.749e-8
420.679,3.502e-6,3.502e-6,6.748e-8
420.684,9.295e-7,9.295e-7,6.747e-8
420.689,2.398e-7,2.398e-7,6.747e-8
420.695,4.545e-8,4.545e-8,6.746e-8
420.700,1.102e-8,1.102e-8,6.745e-8
420.705,2.597e-9,2.597e-9,6.744e-8
421.053,1.983e-10,1.983e-10,6.692e-8
421.058,8.702e-10,8.702e-10,6.691e-8
421.063,3.712e-9,3.712e-9,6.690e-8
421.068,1.539e-8,1.539e-8,6.690e-8
421.074,8.176e-8,8.176e-8,6.689e-8
421.079,3.187e-7,3.187e-7,6.688e-8
421.084,1.208e-6,1.208e-6,6.687e-8
421.089,4.451e-6,4.451e-6,6.686e-8
421.094,1.594e-5,1.594e-5,6.686e-8
421.099,5.553e-5,5.553e-5,6.685e-8
421.104,1.880e-4,1.880e-4,6.684e-8
421.109,6.189e-4,6.189e-4,6.683e-8
421.114,1.981e-3,1.981e-3,6.683e-8
421.120,7.709e-3,7.709e-3,6.682e-8
421.125,2.319e-2,2.319e-2,6.681e-8
421.130,6.783e-2,6.783e-2,6.680e-8
