Wavelength (nm),Sum(calc),Cr I (2.7e-2),Cr II (9.7e-1)
240.947,2.380e+4,2.380e+4,1.602e-7
240.952,6.477e+3,6.477e+3,1.602e-7
240.957,1.622e+3,1.622e+3,1.602e-7
240.962,3.739e+2,3.739e+2,1.601e-7
240.968,5.750e+1,5.750e+1,1.601e-7
240.973,1.101e+1,1.101e+1,1.601e-7
240.978,1.937e+0,1.937e+0,1.600e-7
240.983,3.129e-1,3.129e-1,1.600e-7
240.988,4.642e-2,4.642e-2,1.600e-7
240.993,6.322e-3,6.322e-3,1.599e-7
240.998,7.904e-4,7.904e-4,1.599e-7
241.003,9.071e-5,9.071e-5,1.599e-7
241.009,6.029e-6,6.029e-6,1.598e-7
241.014,5.728e-7,5.728e-7,1.598e-7
241.019,4.976e-8,4.976e-8,1.598e-7
241.024,3.984e-9,3.984e-9,1.597e-7
241.029,2.926e-10,2.926e-10,1.597e-7
247.753,7.097e-11,7.097e-11,1.174e-7
247.758,9.204e-10,9.204e-10,1.174e-7
247.764,1.790e-8,1.790e-8,1.173e-7
247.769,1.941e-7,1.941e-7,1.173e-7
247.774,1.940e-6,1.940e-6,1.173e-7
247.779,1.788e-5,1.788e-5,1.172e-7
247.784,1.519e-4,1.519e-4,1.172e-7
247.789,1.190e-3,1.190e-3,1.172e-7
247.794,8.591e-3,8.591e-3,1.171e-7
247.799,5.718e-2,5.718e-2,1.171e-7
247.804,3.509e-1,3.509e-1,1.171e-7
247.810,2.779e+0,2.779e+0,1.170e-7
247.815,1.426e+1,1.426e+1,1.170e-7
247.820,6.744e+1,6.744e+1,1.170e-7
247.825,2.941e+2,2.941e+2,1.169e-7
247.830,1.182e+3,1.182e+3,1.169e-7
247.835,4.379e+3,4.379e+3,1.169e-7
247.840,1.496e+4,1.496e+4,1.168e-7
247.845,4.711e+4,4.711e+4,1.168e-7
247.851,1.676e+5,1.676e+5,1.168e-7
247.856,4.412e+5,4.412e+5,1.167e-7
247.861,1.071e+6,1.071e+6,1.167e-7
247.866,2.396e+6,2.396e+6,1.167e-7
247.871,4.943e+6,4.943e+6,1.166e-7
247.876,9.400e+6,9.400e+6,1.166e-7
247.881,1.648e+7,1.648e+7,1.166e-7
247.886,2.663e+7,2.663e+7,1.165e-7
247.892,4.255e+7,4.255e+7,1.165e-7
247.897,5.749e+7,5.749e+7,1.165e-7
247.902,7.161e+7,7.161e+7,1.164e-7
247.907,8.223e+7,8.223e+7,1.164e-7
247.912,8.705e+7,8.705e+7,1.164e-7
247.917,8.495e+7,8.495e+7,1.164e-7
247.922,7.642e+7,7.642e+7,1.163e-7
247.927,6.338e+7,6.338e+7,1.163e-7
247.933,4.548e+7,4.548e+7,1.163e-7
247.938,3.154e+7,3.154e+7,1.162e-7
247.943,2.016e+7,2.016e+7,1.162e-7
247.948,1.188e+7,1.188e+7,1.162e-7
247.953,6.455e+6,6.455e+6,1.161e-7
247.958,3.233e+6,3.233e+6,1.161e-7
247.963,1.493e+6,1.493e+6,1.161e-7
247.968,6.353e+5,6.353e+5,1.160e-7
247.973,2.493e+5,2.493e+5,1.160e-7
247.979,7.285e+4,7.285e+4,1.160e-7
247.984,2.390e+4,2.390e+4,1.159e-7
247.989,7.228e+3,7.228e+3,1.159e-7
247.994,2.015e+3,2.015e+3,1.159e-7
247.999,5.180e+2,5.180e+2,1.158e-7
248.004,1.227e+2,1.227e+2,1.158e-7
248.009,2.681e+1,2.681e+1,1.158e-7
248.014,5.398e+0,5.398e+0,1.157e-7
248.020,7.086e-1,7.086e-1,1.157e-7
248.025,1.193e-1,1.193e-1,1.157e-7
248.030,1.852e-2,1.852e-2,1.156e-7
248.035,2.650e-3,2.650e-3,1.156e-7
248.040,3.495e-4,3.495e-4,1.156e-7
248.045,4.250e-5,4.250e-5,1.155e-7
248.050,4.764e-6,4.764e-6,1.155e-7
248.055,4.923e-7,4.923e-7,1.155e-7
248.061,2.902e-8,2.902e-8,1.154e-7
248.066,2.508e-9,2.508e-9,1.154e-7
248.071,1.997e-10,1.997e-10,1.154e-7
249.095,1.332e-10,1.332e-10,1.089e-7
249.100,1.736e-9,1.736e-9,1.089e-7
249.105,2.087e-8,2.087e-8,1.089e-7
249.110,2.315e-7,2.315e-7,1.088e-7
249.116,3.736e-6,3.736e-6,1.088e-7
249.121,3.472e-5,3.472e-5,1.088e-7
249.126,2.977e-4,2.977e-4,1.087e-7
249.131,2.355e-3,2.355e-3,1.087e-7
249.136,1.719e-2,1.719e-2,1.087e-7
249.141,1.158e-1,1.158e-1,1.086e-7
249.146,7.194e-1,7.194e-1,1.086e-7
249.151,4.125e+0,4.125e+0,1.086e-7
249.156,2.182e+1,2.182e+1,1.086e-7
249.162,1.449e+2,1.449e+2,1.085e-7
249.167,6.420e+2,6.420e+2,1.085e-7
249.172,2.625e+3,2.625e+3,1.085e-7
249.177,9.906e+3,9.906e+3,1.084e-7
249.182,3.448e+4,3.448e+4,1.084e-7
249.187,1.108e+5,1.108e+5,1.084e-7
249.192,3.283e+5,3.283e+5,1.083e-7
249.197,8.977e+5,8.977e+5,1.083e-7
249.203,2.699e+6,2.699e+6,1.083e-7
249.208,6.184e+6,6.184e+6,1.082e-7
249.213,1.307e+7,1.307e+7,1.082e-7
249.218,2.549e+7,2.549e+7,1.082e-7
249.223,4.587e+7,4.587e+7,1.081e-7
249.228,7.616e+7,7.616e+7,1.081e-7
249.233,1.167e+8,1.167e+8,1.081e-7
249.238,1.649e+8,1.649e+8,1.080e-7
249.244,2.246e+8,2.246e+8,1.080e-7
249.249,2.660e+8,2.660e+8,1.080e-7
249.254,2.906e+8,2.906e+8,1.079e-7
249.259,2.930e+8,2.930e+8,1.079e-7
249.264,2.725e+8,2.725e+8,1.079e-7
249.269,2.339e+8,2.339e+8,1.078e-7
249.274,1.852e+8,1.852e+8,1.078e-7
249.279,1.353e+8,1.353e+8,1.078e-7
249.285,8.348e+7,8.348e+7,1.077e-7
249.290,5.110e+7,5.110e+7,1.077e-7
249.295,2.886e+7,2.886e+7,1.077e-7
249.300,1.504e+7,1.504e+7,1.076e-7
249.305,7.229e+6,7.229e+6,1.076e-7
249.310,3.207e+6,3.207e+6,1.076e-7
249.315,1.313e+6,1.313e+6,1.076e-7
249.320,4.957e+5,4.957e+5,1.075e-7
249.326,1.385e+5,1.385e+5,1.075e-7
249.331,4.383e+4,4.383e+4,1.075e-7
249.336,1.279e+4,1.279e+4,1.074e-7
249.341,3.446e+3,3.446e+3,1.074e-7
249.346,8.564e+2,8.564e+2,1.074e-7
249.351,1.964e+2,1.964e+2,1.073e-7
249.356,4.155e+1,4.155e+1,1.073e-7
249.361,8.110e+0,8.110e+0,1.073e-7
249.366,1.461e+0,1.461e+0,1.072e-7
249.372,1.679e-1,1.679e-1,1.072e-7
249.377,2.545e-2,2.545e-2,1.072e-7
249.382,4.422e-3,4.422e-3,1.071e-7
249.387,6.961e-3,6.961e-3,1.071e-7
249.392,4.372e-2,4.372e-2,1.071e-7
249.397,2.703e-1,2.703e-1,1.070e-7
249.402,1.545e+0,1.545e+0,1.070e-7
249.407,8.144e+0,8.144e+0,1.070e-7
249.413,5.386e+1,5.386e+1,1.069e-7
249.418,2.380e+2,2.380e+2,1.069e-7
249.423,9.704e+2,9.704e+2,1.069e-7
249.428,3.652e+3,3.652e+3,1.068e-7
249.433,1.268e+4,1.268e+4,1.068e-7
249.438,4.064e+4,4.064e+4,1.068e-7
249.443,1.202e+5,1.202e+5,1.067e-7
249.448,3.279e+5,3.279e+5,1.067e-7
249.454,9.839e+5,9.839e+5,1.067e-7
249.459,2.250e+6,2.250e+6,1.066e-7
249.464,4.749e+6,4.749e+6,1.066e-7
249.469,9.250e+6,9.250e+6,1.066e-7
249.474,1.663e+7,1.663e+7,1.066e-7
249.479,2.758e+7,2.758e+7,1.065e-7
249.484,4.221e+7,4.221e+7,1.065e-7
249.489,5.962e+7,5.962e+7,1.065e-7
249.495,8.116e+7,8.116e+7,1.064e-7
249.500,9.607e+7,9.607e+7,1.064e-7
249.505,1.049e+8,1.049e+8,1.064e-7
249.510,1.058e+8,1.058e+8,1.063e-7
249.515,9.841e+7,9.841e+7,1.063e-7
249.520,8.448e+7,8.448e+7,1.063e-7
249.525,6.693e+7,6.693e+7,1.062e-7
249.530,4.893e+7,4.893e+7,1.062e-7
249.535,3.301e+7,3.301e+7,1.062e-7
249.541,1.852e+7,1.852e+7,1.061e-7
249.546,1.047e+7,1.047e+7,1.061e-7
249.551,5.479e+6,5.479e+6,1.061e-7
249.556,2.691e+6,2.691e+6,1.060e-7
249.561,1.364e+6,1.364e+6,1.060e-7
249.566,1.057e+6,1.057e+6,1.060e-7
249.571,1.757e+6,1.757e+6,1.059e-7
249.576,4.028e+6,4.028e+6,1.059e-7
249.582,1.081e+7,1.081e+7,1.059e-7
249.587,2.276e+7,2.276e+7,1.058e-7
249.592,4.429e+7,4.429e+7,1.058e-7
249.597,7.957e+7,7.957e+7,1.058e-7
249.602,1.319e+8,1.319e+8,1.057e-7
249.607,2.018e+8,2.018e+8,1.057e-7
249.612,2.850e+8,2.850e+8,1.057e-7
249.617,3.713e+8,3.713e+8,1.057e-7
249.623,4.590e+8,4.590e+8,1.056e-7
249.628,5.013e+8,5.013e+8,1.056e-7
249.633,5.053e+8,5.053e+8,1.056e-7
249.638,4.701e+8,4.701e+8,1.055e-7
249.643,4.037e+8,4.037e+8,1.055e-7
249.648,3.199e+8,3.199e+8,1.055e-7
249.653,2.339e+8,2.339e+8,1.054e-7
249.658,1.579e+8,1.579e+8,1.054e-7
249.664,8.860e+7,8.860e+7,1.054e-7
249.669,5.012e+7,5.012e+7,1.053e-7
249.674,2.617e+7,2.617e+7,1.053e-7
249.679,1.261e+7,1.261e+7,1.053e-7
249.684,5.607e+6,5.607e+6,1.052e-7
249.689,2.301e+6,2.301e+6,1.052e-7
249.694,8.715e+5,8.715e+5,1.052e-7
249.699,3.046e+5,3.046e+5,1.051e-7
249.704,9.827e+4,9.827e+4,1.051e-7
249.710,2.274e+4,2.274e+4,1.051e-7
249.715,6.150e+3,6.150e+3,1.050e-7
249.720,1.535e+3,1.535e+3,1.050e-7
249.725,3.534e+2,3.534e+2,1.050e-7
249.730,7.512e+1,7.512e+1,1.049e-7
249.735,1.474e+1,1.474e+1,1.049e-7
249.740,2.668e+0,2.668e+0,1.049e-7
249.745,4.457e-1,4.457e-1,1.048e-7
249.751,4.684e-2,4.684e-2,1.048e-7
249.756,6.559e-3,6.559e-3,1.048e-7
249.761,8.478e-4,8.478e-4,1.047e-7
249.766,1.011e-4,1.011e-4,1.047e-7
249.771,1.113e-5,1.113e-5,1.047e-7
249.776,1.131e-6,1.131e-6,1.047e-7
249.781,1.060e-7,1.060e-7,1.046e-7
249.786,9.176e-9,9.176e-9,1.046e-7
249.822,6.018e-11,6.018e-11,1.044e-7
249.827,7.726e-10,7.726e-10,1.043e-7
249.833,1.487e-8,1.487e-8,1.043e-7
249.838,1.600e-7,1.600e-7,1.043e-7
249.843,1.590e-6,1.590e-6,1.042e-7
249.848,1.459e-5,1.459e-5,1.042e-7
249.853,1.235e-4,1.235e-4,1.042e-7
249.858,9.657e-4,9.657e-4,1.041e-7
249.863,6.968e-3,6.968e-3,1.041e-7
249.868,4.641e-2,4.641e-2,1.041e-7
249.873,2.854e-1,2.854e-1,1.040e-7
249.879,2.270e+0,2.270e+0,1.040e-7
249.884,1.171e+1,1.171e+1,1.040e-7
249.889,5.572e+1,5.572e+1,1.039e-7
249.894,2.448e+2,2.448e+2,1.039e-7
249.899,9.929e+2,9.929e+2,1.039e-7
249.904,3.718e+3,3.718e+3,1.038e-7
249.909,1.285e+4,1.285e+4,1.038e-7
249.914,4.099e+4,4.099e+4,1.038e-7
249.920,1.484e+5,1.484e+5,1.037e-7
249.925,3.970e+5,3.970e+5,1.037e-7
249.930,9.806e+5,9.806e+5,1.037e-7
249.935,2.236e+6,2.236e+6,1.037e-7
249.940,4.705e+6,4.705e+6,1.036e-7
249.945,9.140e+6,9.140e+6,1.036e-7
249.950,1.639e+7,1.639e+7,1.036e-7
249.955,2.714e+7,2.714e+7,1.035e-7
249.961,4.471e+7,4.471e+7,1.035e-7
249.966,6.206e+7,6.206e+7,1.035e-7
249.971,7.953e+7,7.953e+7,1.034e-7
249.976,9.408e+7,9.408e+7,1.034e-7
249.981,1.027e+8,1.027e+8,1.034e-7
249.986,1.036e+8,1.036e+8,1.033e-7
249.991,9.637e+7,9.637e+7,1.033e-7
249.996,8.278e+7,8.278e+7,1.033e-7
250.002,6.206e+7,6.206e+7,1.032e-7
250.007,4.471e+7,4.471e+7,1.032e-7
250.012,2.973e+7,2.973e+7,1.032e-7
250.017,1.825e+7,1.825e+7,1.031e-7
250.022,1.034e+7,1.034e+7,1.031e-7
250.027,5.408e+6,5.408e+6,1.031e-7
250.032,2.611e+6,2.611e+6,1.030e-7
250.037,1.164e+6,1.164e+6,1.030e-7
250.042,4.788e+5,4.788e+5,1.030e-7
250.048,1.484e+5,1.484e+5,1.029e-7
250.053,5.120e+4,5.120e+4,1.029e-7
250.058,1.631e+4,1.631e+4,1.029e-7
250.063,4.795e+3,4.795e+3,1.028e-7
250.068,1.301e+3,1.301e+3,1.028e-7
250.073,3.260e+2,3.260e+2,1.028e-7
250.078,7.539e+1,7.539e+1,1.028e-7
250.083,1.610e+1,1.610e+1,1.027e-7
250.089,2.270e+0,2.270e+0,1.027e-7
250.094,4.064e-1,4.064e-1,1.027e-7
250.099,6.717e-2,6.717e-2,1.026e-7
250.104,1.025e-2,1.025e-2,1.026e-7
250.109,1.444e-3,1.444e-3,1.026e-7
250.114,1.977e-4,1.977e-4,1.025e-7
250.119,1.120e-4,1.120e-4,1.025e-7
250.124,7.335e-4,7.335e-4,1.025e-7
250.130,8.174e-3,8.174e-3,1.024e-7
250.135,5.599e-2,5.599e-2,1.024e-7
250.140,3.540e-1,3.540e-1,1.024e-7
250.145,2.067e+0,2.067e+0,1.023e-7
250.150,1.114e+1,1.114e+1,1.023e-7
250.155,5.544e+1,5.544e+1,1.023e-7
250.160,2.548e+2,2.548e+2,1.022e-7
250.165,1.081e+3,1.081e+3,1.022e-7
250.171,5.509e+3,5.509e+3,1.022e-7
250.176,1.960e+4,1.960e+4,1.021e-7
250.181,6.441e+4,6.441e+4,1.021e-7
250.186,1.954e+5,1.954e+5,1.021e-7
250.191,5.473e+5,5.473e+5,1.020e-7
250.196,1.415e+6,1.415e+6,1.020e-7
250.201,3.379e+6,3.379e+6,1.020e-7
250.206,7.448e+6,7.448e+6,1.019e-7
250.211,1.516e+7,1.516e+7,1.019e-7
250.217,3.200e+7,3.200e+7,1.019e-7
250.222,5.464e+7,5.464e+7,1.018e-7
250.227,8.613e+7,8.613e+7,1.018e-7
250.232,1.253e+8,1.253e+8,1.018e-7
250.237,1.684e+8,1.684e+8,1.018e-7
250.242,2.089e+8,2.089e+8,1.017e-7
250.247,2.393e+8,2.393e+8,1.017e-7
250.252,2.531e+8,2.531e+8,1.017e-7
250.258,2.435e+8,2.435e+8,1.016e-7
250.263,2.161e+8,2.161e+8,1.016e-7
250.268,1.770e+8,1.770e+8,1.016e-7
250.273,1.338e+8,1.338e+8,1.015e-7
250.278,9.343e+7,9.343e+7,1.015e-7
250.283,6.023e+7,6.023e+7,1.015e-7
250.288,3.584e+7,3.584e+7,1.014e-7
250.293,1.970e+7,1.970e+7,1.014e-7
250.299,8.641e+6,8.641e+6,1.014e-7
250.304,3.983e+6,3.983e+6,1.013e-7
250.309,1.695e+6,1.695e+6,1.013e-7
250.314,6.661e+5,6.661e+5,1.013e-7
250.319,2.416e+5,2.416e+5,1.012e-7
250.324,8.094e+4,8.094e+4,1.012e-7
250.329,2.506e+4,2.506e+4,1.012e-7
250.334,7.305e+3,7.305e+3,1.011e-7
250.340,2.387e+3,2.387e+3,1.011e-7
250.345,4.269e+3,4.269e+3,1.011e-7
250.350,1.494e+4,1.494e+4,1.010e-7
250.355,5.199e+4,5.199e+4,1.010e-7
250.360,1.678e+5,1.678e+5,1.010e-7
250.365,5.002e+5,5.002e+5,1.009e-7
250.370,1.377e+6,1.377e+6,1.009e-7
250.375,3.499e+6,3.499e+6,1.009e-7
250.380,8.212e+6,8.212e+6,1.009e-7
250.386,2.057e+7,2.057e+7,1.008e-7
250.391,4.052e+7,4.052e+7,1.008e-7
250.396,7.368e+7,7.368e+7,1.008e-7
250.401,1.237e+8,1.237e+8,1.007e-7
250.406,1.918e+8,1.918e+8,1.007e-7
250.411,2.746e+8,2.746e+8,1.007e-7
250.416,3.629e+8,3.629e+8,1.006e-7
250.421,4.430e+8,4.430e+8,1.006e-7
250.427,5.065e+8,5.065e+8,1.006e-7
250.432,5.187e+8,5.187e+8,1.005e-7
250.437,4.906e+8,4.906e+8,1.005e-7
250.442,4.284e+8,4.284e+8,1.005e-7
250.447,3.454e+8,3.454e+8,1.004e-7
250.452,2.572e+8,2.572e+8,1.004e-7
250.457,1.768e+8,1.768e+8,1.004e-7
250.462,1.122e+8,1.122e+8,1.003e-7
250.468,5.856e+7,5.856e+7,1.003e-7
250.473,3.119e+7,3.119e+7,1.003e-7
250.478,1.534e+7,1.534e+7,1.002e-7
250.483,6.969e+6,6.969e+6,1.002e-7
250.488,2.922e+6,2.922e+6,1.002e-7
250.493,1.132e+6,1.132e+6,1.001e-7
250.498,4.046e+5,4.046e+5,1.001e-7
250.503,1.336e+5,1.336e+5,1.001e-7
250.509,3.181e+4,3.181e+4,1.000e-7
250.514,8.812e+3,8.812e+3,1.000e-7
250.519,2.254e+3,2.254e+3,9.998e-8
250.524,5.325e+2,5.325e+2,9.995e-8
250.529,1.161e+2,1.161e+2,9.991e-8
250.534,2.339e+1,2.339e+1,9.988e-8
250.539,4.350e+0,4.350e+0,9.985e-8
250.544,7.470e-1,7.470e-1,9.982e-8
250.549,1.184e-1,1.184e-1,9.979e-8
250.555,1.169e-2,1.169e-2,9.975e-8
250.560,1.556e-3,1.556e-3,9.972e-8
250.565,1.912e-4,1.912e-4,9.969e-8
250.570,2.168e-5,2.168e-5,9.966e-8
250.575,2.271e-6,2.271e-6,9.962e-8
250.580,2.197e-7,2.197e-7,9.959e-8
250.585,1.962e-8,1.962e-8,9.956e-8
250.590,1.618e-9,1.618e-9,9.953e-8
250.647,3.730e-11,3.730e-11,9.917e-8
250.652,4.861e-10,4.861e-10,9.914e-8
250.657,5.850e-9,5.850e-9,9.911e-8
250.662,6.503e-8,6.503e-8,9.908e-8
250.667,6.676e-7,6.676e-7,9.905e-8
250.672,6.330e-6,6.330e-6,9.901e-8
250.678,8.474e-5,8.474e-5,9.898e-8
250.683,6.746e-4,6.746e-4,9.895e-8
250.688,4.960e-3,4.960e-3,9.891e-8
250.693,3.368e-2,3.368e-2,9.888e-8
250.698,2.113e-1,2.113e-1,9.885e-8
250.703,1.224e+0,1.224e+0,9.882e-8
250.708,6.547e+0,6.547e+0,9.879e-8
250.713,3.235e+1,3.235e+1,9.876e-8
250.718,1.476e+2,1.476e+2,9.872e-8
250.724,8.219e+2,8.219e+2,9.869e-8
250.729,3.149e+3,3.149e+3,9.866e-8
250.734,1.114e+4,1.114e+4,9.862e-8
250.739,3.642e+4,3.642e+4,9.859e-8
250.744,1.099e+5,1.099e+5,9.856e-8
250.749,3.065e+5,3.065e+5,9.853e-8
250.754,7.893e+5,7.893e+5,9.850e-8
250.759,1.877e+6,1.877e+6,9.847e-8
250.765,4.780e+6,4.780e+6,9.843e-8
250.770,9.545e+6,9.545e+6,9.840e-8
250.775,1.760e+7,1.760e+7,9.837e-8
250.780,2.998e+7,2.998e+7,9.833e-8
250.785,4.717e+7,4.717e+7,9.830e-8
250.790,6.853e+7,6.853e+7,9.827e-8
250.795,9.196e+7,9.196e+7,9.824e-8
250.800,1.140e+8,1.140e+8,9.821e-8
250.806,1.328e+8,1.328e+8,9.817e-8
250.811,1.381e+8,1.381e+8,9.814e-8
250.816,1.328e+8,1.328e+8,9.811e-8
250.821,1.179e+8,1.179e+8,9.808e-8
250.826,9.664e+7,9.664e+7,9.805e-8
250.831,7.326e+7,7.326e+7,9.801e-8
250.836,5.148e+7,5.148e+7,9.798e-8
250.841,3.390e+7,3.390e+7,9.795e-8
250.847,2.001e+7,2.001e+7,9.791e-8
250.852,1.475e+7,1.475e+7,9.788e-8
250.857,1.517e+7,1.517e+7,9.785e-8
250.862,2.137e+7,2.137e+7,9.782e-8
250.867,3.356e+7,3.356e+7,9.779e-8
250.872,5.167e+7,5.167e+7,9.776e-8
250.877,7.465e+7,7.465e+7,9.772e-8
250.882,1.000e+8,1.000e+8,9.769e-8
250.887,1.239e+8,1.239e+8,9.766e-8
250.893,1.443e+8,1.443e+8,9.762e-8
250.898,1.501e+8,1.501e+8,9.759e-8
250.903,1.443e+8,1.443e+8,9.756e-8
250.908,1.281e+8,1.281e+8,9.753e-8
250.913,1.050e+8,1.050e+8,9.750e-8
250.918,7.953e+7,7.953e+7,9.747e-8
250.923,5.563e+7,5.563e+7,9.743e-8
250.928,3.594e+7,3.594e+7,9.740e-8
250.934,1.916e+7,1.916e+7,9.737e-8
250.939,1.039e+7,1.039e+7,9.733e-8
250.944,5.208e+6,5.208e+6,9.730e-8
250.949,2.410e+6,2.410e+6,9.727e-8
250.954,1.030e+6,1.030e+6,9.724e-8
250.959,4.068e+5,4.068e+5,9.721e-8
250.964,1.483e+5,1.483e+5,9.718e-8
250.969,4.997e+4,4.997e+4,9.715e-8
250.975,1.219e+4,1.219e+4,9.711e-8
250.980,3.448e+3,3.448e+3,9.708e-8
250.985,9.007e+2,9.007e+2,9.704e-8
250.990,2.173e+2,2.173e+2,9.701e-8
250.995,4.843e+1,4.843e+1,9.698e-8
251.000,9.970e+0,9.970e+0,9.695e-8
251.005,1.896e+0,1.896e+0,9.692e-8
251.010,3.329e-1,3.329e-1,9.689e-8
251.016,3.717e-2,3.717e-2,9.685e-8
251.021,5.481e-3,5.481e-3,9.682e-8
251.026,7.466e-4,7.466e-4,9.679e-8
251.031,9.392e-5,9.392e-5,9.676e-8
251.036,1.091e-5,1.091e-5,9.672e-8
251.041,1.171e-6,1.171e-6,9.669e-8
251.046,1.161e-7,1.161e-7,9.666e-8
251.051,1.063e-8,1.063e-8,9.663e-8
251.057,5.432e-10,5.432e-10,9.659e-8
251.200,1.173e-10,1.173e-10,9.569e-8
251.205,1.465e-9,1.465e-9,9.566e-8
251.210,1.689e-8,1.689e-8,9.563e-8
251.215,1.800e-7,1.800e-7,9.560e-8
251.220,1.773e-6,1.773e-6,9.557e-8
251.226,2.484e-5,2.484e-5,9.553e-8
251.231,2.055e-4,2.055e-4,9.550e-8
251.236,1.570e-3,1.570e-3,9.547e-8
251.241,1.109e-2,1.109e-2,9.543e-8
251.246,7.235e-2,7.235e-2,9.540e-8
251.251,4.361e-1,4.361e-1,9.537e-8
251.256,2.429e+0,2.429e+0,9.534e-8
251.261,1.250e+1,1.250e+1,9.531e-8
251.266,5.940e+1,5.940e+1,9.528e-8
251.272,3.475e+2,3.475e+2,9.524e-8
251.277,1.388e+3,1.388e+3,9.521e-8
251.282,5.122e+3,5.122e+3,9.518e-8
251.287,1.746e+4,1.746e+4,9.514e-8
251.292,5.501e+4,5.501e+4,9.511e-8
251.297,1.601e+5,1.601e+5,9.508e-8
251.302,4.306e+5,4.306e+5,9.505e-8
251.307,1.070e+6,1.070e+6,9.502e-8
251.313,2.872e+6,2.872e+6,9.498e-8
251.318,5.995e+6,5.995e+6,9.495e-8
251.323,1.156e+7,1.156e+7,9.492e-8
251.328,2.060e+7,2.060e+7,9.489e-8
251.333,3.392e+7,3.392e+7,9.485e-8
251.338,5.160e+7,5.160e+7,9.482e-8
251.343,7.251e+7,7.251e+7,9.479e-8
251.348,9.415e+7,9.415e+7,9.476e-8
251.354,1.160e+8,1.160e+8,9.472e-8
251.359,1.266e+8,1.266e+8,9.469e-8
251.364,1.276e+8,1.276e+8,9.466e-8
251.369,1.188e+8,1.188e+8,9.463e-8
251.374,1.022e+8,1.022e+8,9.460e-8
251.379,8.126e+7,8.126e+7,9.457e-8
251.384,5.968e+7,5.968e+7,9.453e-8
251.389,4.050e+7,4.050e+7,9.450e-8
251.395,2.291e+7,2.291e+7,9.446e-8
251.400,1.306e+7,1.306e+7,9.443e-8
251.405,6.880e+6,6.880e+6,9.440e-8
251.410,3.349e+6,3.349e+6,9.437e-8
251.415,1.506e+6,1.506e+6,9.434e-8
251.420,6.255e+5,6.255e+5,9.431e-8
251.425,2.401e+5,2.401e+5,9.428e-8
251.430,8.515e+4,8.515e+4,9.424e-8
251.435,2.790e+4,2.790e+4,9.421e-8
251.441,6.587e+3,6.587e+3,9.417e-8
251.446,1.814e+3,1.814e+3,9.414e-8
251.451,4.613e+2,4.613e+2,9.411e-8
251.456,1.084e+2,1.084e+2,9.408e-8
251.461,2.353e+1,2.353e+1,9.405e-8
251.466,4.721e+0,4.721e+0,9.402e-8
251.471,8.750e-1,8.750e-1,9.399e-8
251.476,1.498e-1,1.498e-1,9.395e-8
251.482,1.624e-2,1.624e-2,9.392e-8
251.487,2.336e-3,2.336e-3,9.389e-8
251.492,3.106e-4,3.106e-4,9.385e-8
251.497,3.814e-5,3.814e-5,9.382e-8
251.502,4.328e-6,4.328e-6,9.379e-8
251.507,4.537e-7,4.537e-7,9.376e-8
251.512,4.395e-8,4.395e-8,9.373e-8
251.517,3.933e-9,3.933e-9,9.370e-8
251.523,1.956e-10,1.956e-10,9.366e-8
252.547,1.874e-10,1.874e-10,8.721e-8
252.552,2.387e-9,2.387e-9,8.718e-8
252.557,2.811e-8,2.811e-8,8.715e-8
252.562,3.061e-7,3.061e-7,8.712e-8
252.567,3.083e-6,3.083e-6,8.709e-8
252.572,2.871e-5,2.871e-5,8.706e-8
252.578,3.767e-4,3.767e-4,8.702e-8
252.583,2.953e-3,2.953e-3,8.699e-8
252.588,2.140e-2,2.140e-2,8.696e-8
252.593,1.435e-1,1.435e-1,8.693e-8
252.598,8.892e-1,8.892e-1,8.689e-8
252.603,5.096e+0,5.096e+0,8.686e-8
252.608,2.701e+1,2.701e+1,8.683e-8
252.613,1.323e+2,1.323e+2,8.680e-8
252.618,5.997e+2,5.997e+2,8.677e-8
252.624,3.316e+3,3.316e+3,8.673e-8
252.629,1.265e+4,1.265e+4,8.670e-8
252.634,4.461e+4,4.461e+4,8.667e-8
252.639,1.455e+5,1.455e+5,8.664e-8
252.644,4.388e+5,4.388e+5,8.660e-8
252.649,1.224e+6,1.224e+6,8.657e-8
252.654,3.156e+6,3.156e+6,8.654e-8
252.659,7.526e+6,7.526e+6,8.651e-8
252.665,1.926e+7,1.926e+7,8.647e-8
252.670,3.865e+7,3.865e+7,8.644e-8
252.675,7.175e+7,7.175e+7,8.641e-8
252.680,1.231e+8,1.231e+8,8.638e-8
252.685,1.954e+8,1.954e+8,8.635e-8
252.690,2.868e+8,2.868e+8,8.631e-8
252.695,3.893e+8,3.893e+8,8.628e-8
252.700,4.885e+8,4.885e+8,8.625e-8
252.706,5.785e+8,5.785e+8,8.621e-8
252.711,6.111e+8,6.111e+8,8.618e-8
252.716,5.969e+8,5.969e+8,8.615e-8
252.721,5.391e+8,5.391e+8,8.612e-8
252.726,4.503e+8,4.503e+8,8.609e-8
252.731,3.478e+8,3.478e+8,8.606e-8
252.736,2.484e+8,2.484e+8,8.603e-8
252.741,1.640e+8,1.640e+8,8.599e-8
252.747,8.989e+7,8.989e+7,8.596e-8
252.752,4.997e+7,4.997e+7,8.592e-8
252.757,2.569e+7,2.569e+7,8.589e-8
252.762,1.221e+7,1.221e+7,8.586e-8
252.767,5.366e+6,5.366e+6,8.583e-8
252.772,2.181e+6,2.181e+6,8.580e-8
252.777,8.196e+5,8.196e+5,8.577e-8
