Wavelength (nm),Sum(calc),Fe I (4.4e-2),Fe II (9.5e-1),Fe III (2.2e-3)
430.375,2.453e-3,1.510e-14,2.725e-16,2.453e-3
430.380,4.196e-3,1.532e-14,2.725e-16,4.196e-3
430.385,6.988e-3,1.555e-14,2.725e-16,6.988e-3
430.390,1.133e-2,1.577e-14,2.725e-16,1.133e-2
430.395,1.787e-2,1.600e-14,2.725e-16,1.787e-2
430.400,2.744e-2,1.622e-14,2.726e-16,2.744e-2
430.405,4.103e-2,1.645e-14,2.726e-16,4.103e-2
430.410,5.969e-2,1.667e-14,2.726e-16,5.969e-2
430.415,8.455e-2,1.690e-14,2.726e-16,8.455e-2
430.420,1.166e-1,1.712e-14,2.726e-16,1.166e-1
430.425,1.564e-1,1.735e-14,2.727e-16,1.564e-1
430.430,2.043e-1,1.758e-14,2.727e-16,2.043e-1
430.435,2.598e-1,1.780e-14,2.727e-16,2.598e-1
430.440,3.215e-1,1.803e-14,2.727e-16,3.215e-1
430.445,3.872e-1,1.825e-14,2.728e-16,3.872e-1
430.450,4.541e-1,1.848e-14,2.728e-16,4.541e-1
430.455,5.183e-1,1.870e-14,2.728e-16,5.183e-1
430.460,5.758e-1,1.893e-14,2.728e-16,5.758e-1
430.465,6.226e-1,1.915e-14,2.728e-16,6.226e-1
430.470,6.554e-1,1.938e-14,2.729e-16,6.554e-1
430.475,6.715e-1,1.960e-14,2.729e-16,6.715e-1
430.480,6.697e-1,1.983e-14,2.729e-16,6.697e-1
430.485,6.501e-1,1.040e-13,2.729e-16,6.501e-1
430.490,6.143e-1,5.307e-13,2.729e-16,6.143e-1
430.494,5.758e-1,1.917e-12,2.730e-16,5.758e-1
430.499,5.183e-1,9.323e-12,2.730e-16,5.183e-1
430.504,4.541e-1,4.413e-11,2.730e-16,4.541e-1
430.509,3.872e-1,2.033e-10,2.730e-16,3.872e-1
430.514,3.215e-1,9.118e-10,2.730e-16,3.215e-1
430.519,2.598e-1,3.981e-9,2.731e-16,2.598e-1
430.524,2.043e-1,1.692e-8,2.731e-16,2.043e-1
430.529,1.564e-1,6.997e-8,2.731e-16,1.564e-1
430.534,1.166e-1,2.818e-7,2.731e-16,1.166e-1
430.539,8.455e-2,1.104e-6,2.731e-16,8.455e-2
430.544,5.970e-2,4.214e-6,2.732e-16,5.969e-2
430.549,4.104e-2,1.565e-5,2.732e-16,4.103e-2
430.554,2.750e-2,5.658e-5,2.732e-16,2.744e-2
430.559,1.807e-2,1.991e-4,2.732e-16,1.787e-2
430.564,1.201e-2,6.820e-4,2.733e-16,1.133e-2
430.569,9.262e-3,2.274e-3,2.733e-16,6.988e-3
430.574,1.158e-2,7.382e-3,2.733e-16,4.196e-3
430.579,2.578e-2,2.332e-2,2.733e-16,2.453e-3
430.584,7.313e-2,7.174e-2,2.733e-16,1.396e-3
430.589,2.155e-1,2.148e-1,2.734e-16,7.730e-4
430.594,6.263e-1,6.259e-1,2.734e-16,4.167e-4
430.599,1.776e+0,1.776e+0,2.734e-16,2.187e-4
430.604,4.903e+0,4.903e+0,2.734e-16,1.117e-4
430.609,1.318e+1,1.318e+1,2.734e-16,5.552e-5
430.614,3.448e+1,3.448e+1,2.735e-16,2.687e-5
430.619,8.783e+1,8.783e+1,2.735e-16,1.266e-5
430.624,2.177e+2,2.177e+2,2.735e-16,5.803e-6
430.629,5.255e+2,5.255e+2,2.735e-16,2.590e-6
430.634,1.235e+3,1.235e+3,2.735e-16,1.125e-6
430.639,2.823e+3,2.823e+3,2.736e-16,4.758e-7
430.644,6.284e+3,6.284e+3,2.736e-16,1.958e-7
430.649,1.362e+4,1.362e+4,2.736e-16,7.846e-8
430.654,2.872e+4,2.872e+4,2.736e-16,3.060e-8
430.659,5.897e+4,5.897e+4,2.736e-16,1.161e-8
430.664,1.178e+5,1.178e+5,2.737e-16,4.292e-9
430.669,2.293e+5,2.293e+5,2.737e-16,1.544e-9
430.674,4.341e+5,4.341e+5,2.737e-16,5.404e-10
430.679,8.003e+5,8.003e+5,2.737e-16,1.841e-10
430.684,1.436e+6,1.436e+6,2.738e-16,6.107e-11
430.689,2.508e+6,2.508e+6,2.738e-16,1.972e-11
430.694,4.265e+6,4.265e+6,2.738e-16,6.197e-12
430.699,7.058e+6,7.058e+6,2.738e-16,1.896e-12
430.704,1.137e+7,1.137e+7,2.738e-16,5.644e-13
430.709,1.783e+7,1.783e+7,2.739e-16,1.636e-13
430.714,2.722e+7,2.722e+7,2.739e-16,4.615e-14
430.719,4.045e+7,4.045e+7,2.739e-16,1.267e-14
430.724,5.851e+7,5.851e+7,2.739e-16,3.387e-15
430.729,8.238e+7,8.238e+7,2.739e-16,8.813e-16
430.734,1.129e+8,1.129e+8,2.740e-16,2.232e-16
430.739,1.506e+8,1.506e+8,2.740e-16,5.502e-17
430.744,1.956e+8,1.956e+8,2.740e-16,1.321e-17
430.749,2.473e+8,2.473e+8,2.740e-16,3.129e-18
430.754,3.043e+8,3.043e+8,2.740e-16,9.125e-19
430.759,3.645e+8,3.645e+8,2.741e-16,1.107e-18
430.764,4.250e+8,4.250e+8,2.741e-16,4.205e-18
430.769,4.824e+8,4.824e+8,2.741e-16,1.780e-17
430.774,5.330e+8,5.330e+8,2.741e-16,7.389e-17
430.779,5.732e+8,5.732e+8,2.742e-16,2.987e-16
430.784,6.000e+8,6.000e+8,2.742e-16,1.175e-15
430.789,6.115e+8,6.115e+8,2.742e-16,4.501e-15
430.794,6.065e+8,6.065e+8,2.742e-16,1.678e-14
430.799,5.857e+8,5.857e+8,2.742e-16,6.090e-14
430.804,5.505e+8,5.505e+8,2.743e-16,2.152e-13
430.809,5.036e+8,5.036e+8,2.743e-16,7.401e-13
430.814,4.486e+8,4.486e+8,2.743e-16,2.478e-12
430.819,3.889e+8,3.889e+8,2.743e-16,8.075e-12
430.824,3.282e+8,3.282e+8,2.743e-16,2.562e-11
430.829,2.696e+8,2.696e+8,2.744e-16,7.911e-11
430.834,2.155e+8,2.155e+8,2.744e-16,2.378e-10
430.839,1.678e+8,1.678e+8,2.744e-16,6.960e-10
430.844,1.271e+8,1.271e+8,2.744e-16,1.983e-9
430.849,9.375e+7,9.375e+7,2.744e-16,5.498e-9
430.854,6.731e+7,6.731e+7,2.745e-16,1.484e-8
430.859,4.704e+7,4.704e+7,2.745e-16,3.900e-8
430.864,3.200e+7,3.200e+7,2.745e-16,9.976e-8
430.869,2.119e+7,2.119e+7,2.745e-16,2.484e-7
430.874,1.366e+7,1.366e+7,2.745e-16,6.022e-7
430.879,8.569e+6,8.569e+6,2.746e-16,1.421e-6
430.884,5.234e+6,5.234e+6,2.746e-16,3.264e-6
430.889,3.112e+6,3.112e+6,2.746e-16,7.297e-6
430.894,1.801e+6,1.801e+6,2.746e-16,1.588e-5
430.899,1.014e+6,1.014e+6,2.747e-16,3.365e-5
430.904,5.563e+5,5.563e+5,2.747e-16,6.941e-5
430.909,2.969e+5,2.969e+5,2.747e-16,1.394e-4
430.914,1.543e+5,1.543e+5,2.747e-16,2.724e-4
430.919,7.803e+4,7.803e+4,2.747e-16,5.182e-4
430.924,3.842e+4,3.842e+4,2.748e-16,9.597e-4
430.929,1.841e+4,1.841e+4,2.748e-16,1.730e-3
430.934,8.590e+3,8.590e+3,2.748e-16,3.036e-3
430.939,3.901e+3,3.901e+3,2.748e-16,5.187e-3
430.944,1.724e+3,1.724e+3,2.748e-16,8.627e-3
430.949,7.419e+2,7.419e+2,2.749e-16,1.397e-2
430.954,3.108e+2,3.107e+2,2.749e-16,2.201e-2
430.959,1.267e+2,1.267e+2,2.749e-16,3.376e-2
430.964,5.033e+1,5.028e+1,2.749e-16,5.041e-2
430.969,1.950e+1,1.943e+1,2.749e-16,7.328e-2
430.974,7.409e+0,7.305e+0,2.750e-16,1.037e-1
430.979,2.817e+0,2.674e+0,2.750e-16,1.428e-1
430.984,1.144e+0,9.529e-1,2.750e-16,1.915e-1
430.989,5.805e-1,3.305e-1,2.750e-16,2.500e-1
430.994,4.293e-1,1.116e-1,2.751e-16,3.177e-1
430.999,4.296e-1,3.668e-2,2.751e-16,3.929e-1
431.004,4.848e-1,1.173e-2,2.751e-16,4.731e-1
431.009,5.582e-1,3.654e-3,2.751e-16,5.545e-1
431.014,6.338e-1,1.108e-3,2.751e-16,6.327e-1
431.019,7.030e-1,3.269e-4,2.752e-16,7.027e-1
431.024,7.598e-1,9.389e-5,2.752e-16,7.597e-1
431.029,7.996e-1,2.625e-5,2.752e-16,7.996e-1
431.034,8.192e-1,7.145e-6,2.752e-16,8.192e-1
431.039,8.170e-1,1.893e-6,2.752e-16,8.170e-1
431.044,7.932e-1,4.882e-7,2.753e-16,7.932e-1
431.049,7.496e-1,1.226e-7,2.753e-16,7.496e-1
431.054,6.896e-1,2.995e-8,2.753e-16,6.896e-1
431.059,6.175e-1,7.124e-9,2.753e-16,6.175e-1
431.064,5.383e-1,1.649e-9,2.753e-16,5.383e-1
431.069,4.568e-1,3.718e-10,2.754e-16,4.568e-1
431.074,3.774e-1,8.156e-11,2.754e-16,3.774e-1
431.079,3.035e-1,1.742e-11,2.754e-16,3.035e-1
431.084,2.375e-1,3.621e-12,2.754e-16,2.375e-1
431.089,1.810e-1,7.328e-13,2.754e-16,1.810e-1
431.094,1.343e-1,1.444e-13,2.755e-16,1.343e-1
431.099,9.695e-2,1.439e-13,2.755e-16,9.695e-2
431.104,6.815e-2,1.435e-13,2.755e-16,6.815e-2
431.109,4.663e-2,1.431e-13,2.755e-16,4.663e-2
431.114,3.106e-2,1.427e-13,2.756e-16,3.106e-2
431.119,2.014e-2,1.423e-13,2.756e-16,2.014e-2
431.124,1.271e-2,1.419e-13,2.756e-16,1.271e-2
431.129,7.809e-3,1.415e-13,2.756e-16,7.809e-3
431.134,4.670e-3,1.411e-13,2.756e-16,4.670e-3
431.139,2.719e-3,1.407e-13,2.757e-16,2.719e-3
431.144,1.541e-3,1.402e-13,2.757e-16,1.541e-3
431.149,8.502e-4,1.398e-13,2.757e-16,8.502e-4
431.154,4.566e-4,1.394e-13,2.757e-16,4.566e-4
431.159,2.387e-4,1.390e-13,2.757e-16,2.387e-4
431.164,1.215e-4,1.386e-13,2.758e-16,1.215e-4
431.169,6.018e-5,1.382e-13,2.758e-16,6.018e-5
431.174,2.902e-5,1.378e-13,2.758e-16,2.902e-5
431.179,1.362e-5,1.374e-13,2.758e-16,1.362e-5
431.184,6.226e-6,1.370e-13,2.758e-16,6.226e-6
431.189,2.769e-6,1.365e-13,2.759e-16,2.769e-6
431.194,1.199e-6,1.361e-13,2.759e-16,1.199e-6
431.199,5.055e-7,1.357e-13,2.759e-16,5.055e-7
431.204,2.074e-7,1.353e-13,2.759e-16,2.074e-7
431.209,8.286e-8,1.349e-13,2.759e-16,8.286e-8
431.214,3.222e-8,1.345e-13,2.760e-16,3.222e-8
431.219,1.219e-8,1.341e-13,2.760e-16,1.219e-8
431.224,4.493e-9,1.337e-13,2.760e-16,4.493e-9
431.229,1.612e-9,1.333e-13,2.760e-16,1.612e-9
431.234,5.627e-10,1.328e-13,2.761e-16,5.627e-10
431.239,1.912e-10,1.324e-13,2.761e-16,1.912e-10
431.244,6.327e-11,1.320e-13,2.761e-16,6.327e-11
431.249,2.038e-11,1.316e-13,2.761e-16,2.038e-11
431.254,6.389e-12,1.312e-13,2.761e-16,6.389e-12
431.259,1.950e-12,1.308e-13,2.762e-16,1.950e-12
431.263,7.401e-13,1.305e-13,2.762e-16,7.401e-13
431.268,2.152e-13,1.300e-13,2.762e-16,2.152e-13
431.273,6.090e-14,1.296e-13,2.762e-16,6.090e-14
431.278,1.678e-14,1.292e-13,2.762e-16,1.678e-14
431.283,4.501e-15,1.288e-13,2.763e-16,4.501e-15
431.288,1.175e-15,1.284e-13,2.763e-16,1.175e-15
431.293,2.987e-16,1.280e-13,2.763e-16,2.987e-16
431.298,7.389e-17,1.276e-13,2.763e-16,7.389e-17
431.303,1.780e-17,1.272e-13,2.763e-16,1.780e-17
431.308,4.172e-18,1.268e-13,2.764e-16,4.172e-18
431.313,9.521e-19,1.263e-13,2.764e-16,9.521e-19
431.318,2.115e-19,1.259e-13,2.764e-16,2.115e-19
431.323,4.574e-20,1.255e-13,2.764e-16,4.574e-20
431.328,9.629e-21,1.251e-13,2.764e-16,9.629e-21
431.333,1.973e-21,1.247e-13,2.765e-16,1.973e-21
431.338,3.937e-22,1.243e-13,2.765e-16,3.937e-22
431.343,7.644e-23,1.239e-13,2.765e-16,7.644e-23
432.267,4.792e-14,4.792e-14,2.804e-16,6.461e-23
432.272,2.465e-13,2.465e-13,2.804e-16,6.455e-23
432.277,1.235e-12,1.235e-12,2.804e-16,6.448e-23
432.282,6.022e-12,6.022e-12,2.804e-16,6.442e-23
432.287,2.860e-11,2.860e-11,2.805e-16,6.436e-23
432.292,1.322e-10,1.322e-10,2.805e-16,6.429e-23
432.297,5.951e-10,5.951e-10,2.805e-16,6.423e-23
432.302,2.608e-9,2.608e-9,2.805e-16,6.416e-23
432.307,1.113e-8,1.113e-8,2.805e-16,6.410e-23
432.312,4.623e-8,4.623e-8,2.806e-16,6.404e-23
432.317,1.870e-7,1.870e-7,2.806e-16,6.397e-23
432.322,7.366e-7,7.366e-7,2.806e-16,6.391e-23
432.327,2.824e-6,2.824e-6,2.806e-16,6.384e-23
432.332,1.054e-5,1.054e-5,2.807e-16,6.378e-23
432.337,3.833e-5,3.833e-5,2.807e-16,6.372e-23
432.342,1.356e-4,1.356e-4,2.807e-16,6.365e-23
432.347,4.674e-4,4.674e-4,2.807e-16,6.359e-23
432.352,1.568e-3,1.568e-3,2.807e-16,6.352e-23
432.357,5.122e-3,5.122e-3,2.808e-16,6.346e-23
432.362,1.629e-2,1.629e-2,2.808e-16,6.340e-23
432.367,5.045e-2,5.045e-2,2.808e-16,6.333e-23
432.372,1.521e-1,1.521e-1,2.808e-16,6.327e-23
432.377,4.464e-1,4.464e-1,2.808e-16,6.320e-23
432.382,1.276e+0,1.276e+0,2.809e-16,6.314e-23
432.387,3.550e+0,3.550e+0,2.809e-16,6.308e-23
432.392,9.619e+0,9.619e+0,2.809e-16,6.301e-23
432.397,2.537e+1,2.537e+1,2.809e-16,6.295e-23
432.402,6.516e+1,6.516e+1,2.809e-16,6.288e-23
432.407,1.629e+2,1.629e+2,2.810e-16,6.282e-23
432.412,3.967e+2,3.967e+2,2.810e-16,6.276e-23
432.417,9.404e+2,9.404e+2,2.810e-16,6.269e-23
432.422,2.170e+3,2.170e+3,2.810e-16,6.263e-23
432.427,4.877e+3,4.877e+3,2.810e-16,6.256e-23
432.432,1.067e+4,1.067e+4,2.811e-16,6.250e-23
432.437,2.273e+4,2.273e+4,2.811e-16,6.244e-23
432.442,4.714e+4,4.714e+4,2.811e-16,6.237e-23
432.447,9.519e+4,9.519e+4,2.811e-16,6.231e-23
432.452,1.871e+5,1.871e+5,2.812e-16,6.224e-23
432.457,3.582e+5,3.582e+5,2.812e-16,6.218e-23
432.462,6.677e+5,6.677e+5,2.812e-16,6.212e-23
432.467,1.212e+6,1.212e+6,2.812e-16,6.205e-23
432.472,2.140e+6,2.140e+6,2.812e-16,6.199e-23
432.477,3.682e+6,3.682e+6,2.813e-16,6.192e-23
432.482,6.167e+6,6.167e+6,2.813e-16,6.186e-23
432.487,1.006e+7,1.006e+7,2.813e-16,6.180e-23
432.492,1.597e+7,1.597e+7,2.813e-16,6.173e-23
432.497,2.468e+7,2.468e+7,2.813e-16,6.167e-23
432.502,3.714e+7,3.714e+7,2.814e-16,6.160e-23
432.507,5.443e+7,5.443e+7,2.814e-16,6.154e-23
432.512,7.765e+7,7.765e+7,2.814e-16,6.147e-23
432.517,1.079e+8,1.079e+8,2.814e-16,6.141e-23
432.522,1.459e+8,1.459e+8,2.814e-16,6.135e-23
432.527,1.921e+8,1.921e+8,2.815e-16,6.128e-23
432.532,2.463e+8,2.463e+8,2.815e-16,6.122e-23
432.537,3.075e+8,3.075e+8,2.815e-16,6.115e-23
432.542,3.737e+8,3.737e+8,2.815e-16,6.109e-23
432.547,4.422e+8,4.422e+8,2.816e-16,6.103e-23
432.552,5.095e+8,5.095e+8,2.816e-16,6.096e-23
432.557,5.715e+8,5.715e+8,2.816e-16,6.090e-23
432.562,6.242e+8,6.242e+8,2.816e-16,6.083e-23
432.567,6.638e+8,6.638e+8,2.816e-16,6.077e-23
432.572,6.872e+8,6.872e+8,2.817e-16,6.071e-23
432.577,6.928e+8,6.928e+8,2.817e-16,6.064e-23
432.582,6.799e+8,6.799e+8,2.817e-16,6.058e-23
432.587,6.497e+8,6.497e+8,2.817e-16,6.051e-23
432.592,6.045e+8,6.045e+8,2.817e-16,6.045e-23
432.597,5.476e+8,5.476e+8,2.818e-16,6.039e-23
432.602,4.830e+8,4.830e+8,2.818e-16,6.032e-23
432.607,4.147e+8,4.147e+8,2.818e-16,6.026e-23
432.612,3.468e+8,3.468e+8,2.818e-16,6.019e-23
432.617,2.823e+8,2.823e+8,2.818e-16,6.013e-23
432.622,2.237e+8,2.237e+8,2.819e-16,6.007e-23
432.627,1.726e+8,1.726e+8,2.819e-16,6.000e-23
432.632,1.297e+8,1.297e+8,2.819e-16,5.994e-23
432.637,9.489e+7,9.489e+7,2.819e-16,5.987e-23
432.642,6.758e+7,6.758e+7,2.819e-16,5.981e-23
432.647,4.686e+7,4.686e+7,2.820e-16,5.975e-23
432.652,3.164e+7,3.164e+7,2.820e-16,5.968e-23
432.657,2.080e+7,2.080e+7,2.820e-16,5.962e-23
432.662,1.331e+7,1.331e+7,2.820e-16,5.955e-23
432.667,8.296e+6,8.296e+6,2.821e-16,5.949e-23
432.672,5.033e+6,5.033e+6,2.821e-16,5.943e-23
432.677,2.973e+6,2.973e+6,2.821e-16,5.936e-23
432.682,1.710e+6,1.710e+6,2.821e-16,5.930e-23
432.687,9.577e+5,9.577e+5,2.821e-16,5.923e-23
432.692,5.221e+5,5.221e+5,2.822e-16,5.917e-23
432.697,2.772e+5,2.772e+5,2.822e-16,5.911e-23
432.702,1.433e+5,1.433e+5,2.822e-16,5.904e-23
432.707,7.209e+4,7.209e+4,2.822e-16,5.898e-23
432.712,3.532e+4,3.532e+4,2.822e-16,5.891e-23
432.717,1.685e+4,1.685e+4,2.823e-16,5.885e-23
432.722,7.826e+3,7.826e+3,2.823e-16,5.879e-23
432.727,3.539e+3,3.539e+3,2.823e-16,5.872e-23
432.732,1.558e+3,1.558e+3,2.823e-16,5.866e-23
432.737,6.680e+2,6.680e+2,2.823e-16,5.859e-23
432.742,2.788e+2,2.788e+2,2.824e-16,5.853e-23
432.747,1.133e+2,1.133e+2,2.824e-16,5.847e-23
432.752,4.483e+1,4.483e+1,2.824e-16,5.840e-23
432.757,1.727e+1,1.727e+1,2.824e-16,5.834e-23
432.762,6.477e+0,6.477e+0,2.825e-16,5.827e-23
432.767,2.365e+0,2.365e+0,2.825e-16,5.821e-23
432.772,8.410e-1,8.410e-1,2.825e-16,5.815e-23
432.777,2.911e-1,2.911e-1,2.825e-16,5.808e-23
432.782,9.813e-2,9.813e-2,2.825e-16,5.802e-23
432.787,3.220e-2,3.220e-2,2.826e-16,5.795e-23
432.792,1.029e-2,1.029e-2,2.826e-16,5.789e-23
432.797,3.201e-3,3.201e-3,2.826e-16,5.783e-23
432.801,1.234e-3,1.234e-3,2.826e-16,5.777e-23
432.806,3.657e-4,3.657e-4,2.826e-16,5.771e-23
432.811,1.056e-4,1.056e-4,2.827e-16,5.765e-23
432.816,2.967e-5,2.967e-5,2.827e-16,5.758e-23
432.821,8.119e-6,8.119e-6,2.827e-16,5.752e-23
432.826,2.163e-6,2.163e-6,2.827e-16,5.745e-23
432.831,5.611e-7,5.611e-7,2.827e-16,5.739e-23
432.836,1.417e-7,1.417e-7,2.828e-16,5.733e-23
432.841,3.485e-8,3.485e-8,2.828e-16,5.726e-23
432.846,8.343e-9,8.343e-9,2.828e-16,5.720e-23
432.851,1.945e-9,1.945e-9,2.828e-16,5.713e-23
432.856,4.414e-10,4.414e-10,2.828e-16,5.707e-23
432.861,9.754e-11,9.754e-11,2.829e-16,5.701e-23
432.866,2.099e-11,2.099e-11,2.829e-16,5.694e-23
432.871,4.396e-12,4.396e-12,2.829e-16,5.688e-23
432.876,8.966e-13,8.966e-13,2.829e-16,5.681e-23
432.881,1.780e-13,1.780e-13,2.829e-16,5.675e-23
432.886,3.442e-14,3.442e-14,2.830e-16,5.669e-23
436.891,5.409e-24,5.645e-14,2.997e-16,5.409e-24
436.896,2.774e-23,5.648e-14,2.998e-16,2.774e-23
436.901,1.506e-22,5.651e-14,2.998e-16,1.506e-22
436.906,7.358e-22,5.653e-14,2.998e-16,7.358e-22
436.911,3.503e-21,5.656e-14,2.998e-16,3.503e-21
436.916,1.625e-20,5.659e-14,2.998e-16,1.625e-20
436.921,7.350e-20,5.662e-14,2.999e-16,7.350e-20
436.926,3.237e-19,5.664e-14,2.999e-16,3.237e-19
436.931,1.389e-18,5.667e-14,2.999e-16,1.389e-18
436.936,5.810e-18,5.670e-14,2.999e-16,5.810e-18
436.941,2.367e-17,5.673e-14,2.999e-16,2.367e-17
436.946,9.400e-17,5.675e-14,3.000e-16,9.400e-17
436.951,3.637e-16,5.678e-14,3.000e-16,3.637e-16
436.956,1.371e-15,5.681e-14,3.000e-16,1.371e-15
436.961,5.038e-15,5.684e-14,3.000e-16,5.038e-15
436.966,1.804e-14,5.686e-14,3.000e-16,1.804e-14
436.971,6.292e-14,5.689e-14,3.001e-16,6.292e-14
436.976,2.139e-13,5.692e-14,3.001e-16,2.139e-13
436.981,7.088e-13,5.695e-14,3.001e-16,7.088e-13
436.986,2.288e-12,5.697e-14,3.001e-16,2.288e-12
436.991,7.201e-12,5.700e-14,3.002e-16,7.201e-12
436.996,2.208e-11,5.703e-14,3.002e-16,2.208e-11
437.001,6.599e-11,5.706e-14,3.002e-16,6.599e-11
437.006,1.922e-10,5.708e-14,3.002e-16,1.922e-10
437.011,5.456e-10,5.711e-14,3.002e-16,5.456e-10
437.016,1.510e-9,5.714e-14,3.003e-16,1.510e-9
437.021,4.071e-9,5.717e-14,3.003e-16,4.071e-9
437.026,1.070e-8,5.719e-14,3.003e-16,1.070e-8
437.031,2.741e-8,5.722e-14,3.003e-16,2.741e-8
437.036,6.846e-8,5.725e-14,3.003e-16,6.846e-8
437.041,1.666e-7,5.728e-14,3.004e-16,1.666e-7
437.046,3.954e-7,5.730e-14,3.004e-16,3.954e-7
437.051,9.148e-7,5.733e-14,3.004e-16,9.148e-7
437.056,2.063e-6,5.736e-14,3.004e-16,2.063e-6
437.061,4.536e-6,5.739e-14,3.004e-16,4.536e-6
437.066,9.725e-6,5.741e-14,3.005e-16,9.725e-6
437.071,2.033e-5,5.744e-14,3.005e-16,2.033e-5
437.076,4.143e-5,5.747e-14,3.005e-16,4.143e-5
437.081,8.236e-5,5.750e-14,3.005e-16,8.236e-5
437.086,1.596e-4,5.752e-14,3.005e-16,1.596e-4
437.091,3.018e-4,5.755e-14,3.006e-16,3.018e-4
437.096,5.566e-4,5.758e-14,3.006e-16,5.566e-4
437.101,1.001e-3,5.761e-14,3.006e-16,1.001e-3
437.106,1.757e-3,5.763e-14,3.006e-16,1.757e-3
437.111,3.009e-3,5.766e-14,3.007e-16,3.009e-3
437.116,5.029e-3,5.769e-14,3.007e-16,5.029e-3
437.121,8.202e-3,5.772e-14,3.007e-16,8.202e-3
437.126,1.306e-2,5.774e-14,3.007e-16,1.306e-2
437.131,2.030e-2,5.777e-14,3.007e-16,2.030e-2
437.136,3.081e-2,5.780e-14,3.008e-16,3.081e-2
437.141,4.568e-2,5.783e-14,3.008e-16,4.568e-2
437.146,6.618e-2,5.785e-14,3.008e-16,6.618e-2
437.151,9.369e-2,5.788e-14,3.008e-16,9.369e-2
437.156,1.297e-1,5.791e-14,3.008e-16,1.297e-1
437.161,1.755e-1,5.794e-14,3.009e-16,1.755e-1
437.166,2.324e-1,5.796e-14,3.009e-16,2.324e-1
437.171,3.011e-1,5.799e-14,3.009e-16,3.011e-1
437.176,3.821e-1,5.802e-14,3.009e-16,3.821e-1
437.181,4.749e-1,5.805e-14,3.009e-16,4.749e-1
437.186,5.786e-1,5.807e-14,3.010e-16,5.786e-1
437.191,6.914e-1,5.810e-14,3.010e-16,6.914e-1
437.196,8.107e-1,5.813e-14,3.010e-16,8.107e-1
437.201,9.335e-1,5.816e-14,3.010e-16,9.335e-1
437.206,1.056e+0,5.818e-14,3.011e-16,1.056e+0
437.211,1.176e+0,5.821e-14,3.011e-16,1.176e+0
437.216,1.287e+0,5.824e-14,3.011e-16,1.287e+0
437.221,1.389e+0,5.827e-14,3.011e-16,1.389e+0
437.226,1.476e+0,5.829e-14,3.011e-16,1.476e+0
437.231,1.547e+0,5.832e-14,3.012e-16,1.547e+0
437.236,1.599e+0,5.835e-14,3.012e-16,1.599e+0
437.241,1.632e+0,5.838e-14,3.012e-16,1.632e+0
437.246,1.645e+0,5.840e-14,3.012e-16,1.645e+0
437.251,1.636e+0,5.843e-14,3.012e-16,1.636e+0
437.256,1.607e+0,5.846e-14,3.013e-16,1.607e+0
437.261,1.557e+0,5.849e-14,3.013e-16,1.557e+0
437.266,1.489e+0,5.851e-14,3.013e-16,1.489e+0
437.271,1.404e+0,5.854e-14,3.013e-16,1.404e+0
437.276,1.304e+0,5.857e-14,3.013e-16,1.304e+0
437.281,1.192e+0,5.860e-14,3.014e-16,1.192e+0
437.286,1.072e+0,5.862e-14,3.014e-16,1.072e+0
437.291,9.478e-1,5.865e-14,3.014e-16,9.478e-1
437.296,8.225e-1,5.868e-14,3.014e-16,8.225e-1
437.301,7.003e-1,5.871e-14,3.014e-16,7.003e-1
437.306,5.845e-1,5.873e-14,3.015e-16,5.845e-1
437.311,4.780e-1,5.876e-14,3.015e-16,4.780e-1
437.316,3.826e-1,5.879e-14,3.015e-16,3.826e-1
437.321,2.996e-1,5.882e-14,3.015e-16,2.996e-1
437.326,2.294e-1,5.884e-14,3.016e-16,2.294e-1
437.331,1.717e-1,5.887e-14,3.016e-16,1.717e-1
437.336,1.255e-1,5.890e-14,3.016e-16,1.255e-1
437.341,8.959e-2,5.893e-14,3.016e-16,8.959e-2
437.346,6.244e-2,5.895e-14,3.016e-16,6.244e-2
437.351,4.247e-2,5.898e-14,3.017e-16,4.247e-2
437.356,2.819e-2,5.901e-14,3.017e-16,2.819e-2
437.361,1.825e-2,5.904e-14,3.017e-16,1.825e-2
437.366,1.152e-2,5.906e-14,3.017e-16,1.152e-2
437.371,7.095e-3,5.909e-14,3.017e-16,7.095e-3
437.376,4.260e-3,5.912e-14,3.018e-16,4.260e-3
437.381,2.493e-3,5.915e-14,3.018e-16,2.493e-3
437.386,1.423e-3,5.917e-14,3.018e-16,1.423e-3
437.391,7.913e-4,5.920e-14,3.018e-16,7.913e-4
437.396,4.289e-4,5.923e-14,3.018e-16,4.289e-4
437.401,2.266e-4,5.926e-14,3.019e-16,2.266e-4
437.406,1.167e-4,5.928e-14,3.019e-16,1.167e-4
437.410,6.733e-5,5.931e-14,3.019e-16,6.733e-5
437.415,3.309e-5,5.933e-14,3.019e-16,3.309e-5
437.420,1.585e-5,5.936e-14,3.019e-16,1.585e-5
437.425,7.394e-6,5.939e-14,3.020e-16,7.394e-6
437.430,3.361e-6,5.942e-14,3.020e-16,3.361e-6
437.435,1.489e-6,5.944e-14,3.020e-16,1.489e-6
437.440,6.427e-7,5.947e-14,3.020e-16,6.427e-7
437.445,2.703e-7,5.950e-14,3.021e-16,2.703e-7
437.450,1.107e-7,5.953e-14,3.021e-16,1.107e-7
437.455,4.420e-8,5.955e-14,3.021e-16,4.420e-8
437.460,1.719e-8,5.958e-14,3.021e-16,1.719e-8
