Wavelength (nm),Sum(calc),Fe I (4.4e-2),Fe II (9.5e-1),Fe III (2.2e-3)
428.023,4.601e-4,4.601e-4,2.626e-16,3.039e-23
428.028,1.482e-3,1.482e-3,2.626e-16,3.002e-23
428.033,4.645e-3,4.645e-3,2.627e-16,2.965e-23
428.038,1.417e-2,1.417e-2,2.627e-16,2.928e-23
428.043,4.205e-2,4.205e-2,2.627e-16,2.892e-23
428.048,1.214e-1,1.214e-1,2.627e-16,2.855e-23
428.053,3.413e-1,3.413e-1,2.627e-16,2.818e-23
428.058,9.333e-1,9.333e-1,2.628e-16,2.781e-23
428.063,2.484e+0,2.484e+0,2.628e-16,2.745e-23
428.068,6.432e+0,6.432e+0,2.628e-16,2.708e-23
428.073,1.621e+1,1.621e+1,2.628e-16,2.671e-23
428.078,3.975e+1,3.975e+1,2.628e-16,2.634e-23
428.083,9.485e+1,9.485e+1,2.629e-16,2.598e-23
428.088,2.202e+2,2.202e+2,2.629e-16,2.561e-23
428.093,4.977e+2,4.977e+2,2.629e-16,2.524e-23
428.098,1.094e+3,1.094e+3,2.629e-16,2.487e-23
428.103,2.341e+3,2.341e+3,2.629e-16,2.451e-23
428.108,4.875e+3,4.875e+3,2.630e-16,2.414e-23
428.113,9.878e+3,9.878e+3,2.630e-16,2.377e-23
428.118,1.948e+4,1.948e+4,2.630e-16,2.340e-23
428.123,3.737e+4,3.737e+4,2.630e-16,2.304e-23
428.128,6.977e+4,6.977e+4,2.631e-16,2.267e-23
428.133,1.268e+5,1.268e+5,2.631e-16,2.230e-23
428.138,2.241e+5,2.241e+5,2.631e-16,2.194e-23
428.143,3.855e+5,3.855e+5,2.631e-16,2.157e-23
428.148,6.455e+5,6.455e+5,2.631e-16,2.120e-23
428.153,1.052e+6,1.052e+6,2.632e-16,2.083e-23
428.158,1.667e+6,1.667e+6,2.632e-16,2.047e-23
428.163,2.572e+6,2.572e+6,2.632e-16,2.010e-23
428.168,3.860e+6,3.860e+6,2.632e-16,1.973e-23
428.173,5.639e+6,5.639e+6,2.632e-16,1.936e-23
428.178,8.016e+6,8.016e+6,2.633e-16,1.900e-23
428.183,1.109e+7,1.109e+7,2.633e-16,1.863e-23
428.188,1.493e+7,1.493e+7,2.633e-16,1.826e-23
428.192,1.856e+7,1.856e+7,2.633e-16,1.797e-23
428.197,2.379e+7,2.379e+7,2.633e-16,1.760e-23
428.202,2.967e+7,2.967e+7,2.634e-16,1.723e-23
428.207,3.601e+7,3.601e+7,2.634e-16,1.687e-23
428.212,4.252e+7,4.252e+7,2.634e-16,1.650e-23
428.217,4.886e+7,4.886e+7,2.634e-16,1.613e-23
428.222,5.464e+7,5.464e+7,2.634e-16,1.576e-23
428.227,5.946e+7,5.946e+7,2.635e-16,1.540e-23
428.232,6.297e+7,6.297e+7,2.635e-16,1.503e-23
428.237,6.488e+7,6.488e+7,2.635e-16,1.466e-23
428.242,6.506e+7,6.506e+7,2.635e-16,1.429e-23
428.247,6.348e+7,6.348e+7,2.636e-16,1.393e-23
428.252,6.028e+7,6.028e+7,2.636e-16,1.356e-23
428.257,5.570e+7,5.570e+7,2.636e-16,1.319e-23
428.262,5.008e+7,5.008e+7,2.636e-16,1.282e-23
428.267,4.382e+7,4.382e+7,2.636e-16,1.246e-23
428.272,3.731e+7,3.731e+7,2.637e-16,1.209e-23
428.277,3.091e+7,3.091e+7,2.637e-16,1.172e-23
428.282,2.492e+7,2.492e+7,2.637e-16,1.135e-23
428.287,1.955e+7,1.955e+7,2.637e-16,1.099e-23
428.292,1.493e+7,1.493e+7,2.637e-16,1.062e-23
428.297,1.109e+7,1.109e+7,2.638e-16,1.025e-23
428.302,8.016e+6,8.016e+6,2.638e-16,9.884e-24
428.307,5.639e+6,5.639e+6,2.638e-16,9.517e-24
428.312,3.860e+6,3.860e+6,2.638e-16,5.049e-23
428.317,2.572e+6,2.572e+6,2.638e-16,2.606e-22
428.322,1.667e+6,1.667e+6,2.639e-16,1.310e-21
428.327,1.052e+6,1.052e+6,2.639e-16,6.403e-21
428.332,6.455e+5,6.455e+5,2.639e-16,3.047e-20
428.337,3.855e+5,3.855e+5,2.639e-16,1.411e-19
428.342,2.241e+5,2.241e+5,2.639e-16,6.358e-19
428.347,1.268e+5,1.268e+5,2.640e-16,2.788e-18
428.352,6.977e+4,6.977e+4,2.640e-16,1.190e-17
428.357,3.737e+4,3.737e+4,2.640e-16,4.943e-17
428.362,1.948e+4,1.948e+4,2.640e-16,1.998e-16
428.367,9.878e+3,9.878e+3,2.641e-16,7.859e-16
428.372,4.875e+3,4.875e+3,2.641e-16,3.009e-15
428.377,2.341e+3,2.341e+3,2.641e-16,1.121e-14
428.382,1.094e+3,1.094e+3,2.641e-16,4.064e-14
428.387,4.977e+2,4.977e+2,2.641e-16,1.434e-13
428.392,2.202e+2,2.202e+2,2.642e-16,4.923e-13
428.397,9.485e+1,9.485e+1,2.642e-16,1.645e-12
428.402,3.975e+1,3.975e+1,2.642e-16,5.350e-12
428.407,1.621e+1,1.621e+1,2.642e-16,1.693e-11
428.412,6.432e+0,6.432e+0,2.642e-16,5.215e-11
428.417,2.484e+0,2.484e+0,2.643e-16,1.563e-10
428.422,9.333e-1,9.333e-1,2.643e-16,4.559e-10
428.427,3.413e-1,3.413e-1,2.643e-16,1.294e-9
428.432,1.214e-1,1.214e-1,2.643e-16,3.575e-9
428.437,4.205e-2,4.205e-2,2.643e-16,9.611e-9
428.442,1.417e-2,1.417e-2,2.644e-16,2.515e-8
428.447,4.645e-3,4.645e-3,2.644e-16,6.402e-8
428.452,1.482e-3,1.482e-3,2.644e-16,1.586e-7
428.457,4.605e-4,4.601e-4,2.644e-16,3.825e-7
428.462,1.399e-4,1.390e-4,2.645e-16,8.977e-7
428.467,4.292e-5,4.087e-5,2.645e-16,2.050e-6
428.472,1.625e-5,1.169e-5,2.645e-16,4.556e-6
428.477,1.311e-5,3.255e-6,2.645e-16,9.855e-6
428.482,2.163e-5,8.819e-7,2.645e-16,2.074e-5
428.487,4.272e-5,2.325e-7,2.646e-16,4.249e-5
428.492,8.476e-5,5.964e-8,2.646e-16,8.471e-5
428.497,1.643e-4,1.489e-8,2.646e-16,1.643e-4
428.502,3.103e-4,3.617e-9,2.646e-16,3.102e-4
428.507,5.700e-4,8.550e-10,2.646e-16,5.700e-4
428.512,1.019e-3,1.967e-10,2.647e-16,1.019e-3
428.517,1.774e-3,4.402e-11,2.647e-16,1.774e-3
428.522,3.003e-3,9.589e-12,2.647e-16,3.003e-3
428.527,4.949e-3,2.033e-12,2.647e-16,4.949e-3
428.532,7.938e-3,4.193e-13,2.647e-16,7.938e-3
428.537,1.239e-2,8.415e-14,2.648e-16,1.239e-2
428.542,1.882e-2,1.644e-14,2.648e-16,1.882e-2
428.547,2.782e-2,3.124e-15,2.648e-16,2.782e-2
428.552,4.001e-2,3.144e-15,2.648e-16,4.001e-2
428.557,5.602e-2,3.164e-15,2.648e-16,5.602e-2
428.562,7.631e-2,3.184e-15,2.649e-16,7.631e-2
428.567,1.012e-1,3.204e-15,2.649e-16,1.012e-1
428.572,1.305e-1,3.224e-15,2.649e-16,1.305e-1
428.577,1.639e-1,3.243e-15,2.649e-16,1.639e-1
428.582,2.003e-1,3.263e-15,2.650e-16,2.003e-1
428.587,2.382e-1,3.283e-15,2.650e-16,2.382e-1
428.592,2.757e-1,3.303e-15,2.650e-16,2.757e-1
428.597,3.105e-1,3.323e-15,2.650e-16,3.105e-1
428.602,3.403e-1,3.343e-15,2.650e-16,3.403e-1
428.607,3.630e-1,3.363e-15,2.651e-16,3.630e-1
428.612,3.768e-1,3.383e-15,2.651e-16,3.768e-1
428.617,3.806e-1,3.403e-15,2.651e-16,3.806e-1
428.622,3.742e-1,3.423e-15,2.651e-16,3.742e-1
428.627,3.580e-1,3.443e-15,2.651e-16,3.580e-1
428.632,3.333e-1,3.463e-15,2.652e-16,3.333e-1
428.637,3.020e-1,3.483e-15,2.652e-16,3.020e-1
428.642,2.663e-1,3.503e-15,2.652e-16,2.663e-1
428.647,2.285e-1,3.523e-15,2.652e-16,2.285e-1
428.652,1.908e-1,3.543e-15,2.652e-16,1.908e-1
428.657,1.551e-1,3.562e-15,2.653e-16,1.551e-1
428.662,1.227e-1,3.582e-15,2.653e-16,1.227e-1
428.667,9.441e-2,3.602e-15,2.653e-16,9.441e-2
428.672,7.072e-2,3.622e-15,2.653e-16,7.072e-2
428.677,5.155e-2,3.642e-15,2.654e-16,5.155e-2
428.682,3.657e-2,3.662e-15,2.654e-16,3.657e-2
428.687,2.525e-2,3.682e-15,2.654e-16,2.525e-2
428.692,1.696e-2,3.702e-15,2.654e-16,1.696e-2
428.697,1.109e-2,3.722e-15,2.654e-16,1.109e-2
428.702,7.056e-3,3.742e-15,2.655e-16,7.056e-3
428.707,4.369e-3,3.762e-15,2.655e-16,4.369e-3
428.712,2.633e-3,3.782e-15,2.655e-16,2.633e-3
428.717,1.544e-3,3.802e-15,2.655e-16,1.544e-3
428.722,8.811e-4,3.822e-15,2.655e-16,8.811e-4
428.727,4.894e-4,3.842e-15,2.656e-16,4.894e-4
428.732,2.645e-4,3.862e-15,2.656e-16,2.645e-4
428.737,1.391e-4,3.881e-15,2.656e-16,1.391e-4
428.742,7.122e-5,3.901e-15,2.656e-16,7.122e-5
428.747,3.548e-5,3.921e-15,2.656e-16,3.548e-5
428.752,1.720e-5,3.941e-15,2.657e-16,1.720e-5
428.757,8.114e-6,3.961e-15,2.657e-16,8.114e-6
428.762,3.725e-6,3.981e-15,2.657e-16,3.725e-6
428.767,1.664e-6,4.001e-15,2.657e-16,1.664e-6
428.772,7.237e-7,4.021e-15,2.657e-16,7.237e-7
428.777,3.062e-7,4.041e-15,2.658e-16,3.062e-7
428.782,1.261e-7,4.061e-15,2.658e-16,1.261e-7
428.787,5.054e-8,4.081e-15,2.658e-16,5.054e-8
428.792,1.971e-8,4.101e-15,2.658e-16,1.971e-8
428.797,7.481e-9,4.121e-15,2.659e-16,7.481e-9
428.802,2.763e-9,4.141e-15,2.659e-16,2.763e-9
428.807,9.932e-10,4.161e-15,2.659e-16,9.932e-10
428.812,3.474e-10,4.181e-15,2.659e-16,3.474e-10
428.817,1.183e-10,4.200e-15,2.659e-16,1.183e-10
428.822,3.918e-11,4.220e-15,2.660e-16,3.918e-11
428.827,1.263e-11,4.240e-15,2.660e-16,1.263e-11
428.832,3.963e-12,4.260e-15,2.660e-16,3.963e-12
428.837,1.210e-12,4.280e-15,2.660e-16,1.210e-12
428.842,3.596e-13,4.300e-15,2.660e-16,3.596e-13
428.847,1.040e-13,4.320e-15,2.661e-16,1.040e-13
428.852,2.926e-14,4.340e-15,2.661e-16,2.926e-14
428.857,8.012e-15,4.360e-15,2.661e-16,8.012e-15
428.862,2.135e-15,4.380e-15,2.661e-16,2.135e-15
428.867,5.538e-16,4.400e-15,2.661e-16,5.538e-16
428.872,1.398e-16,4.420e-15,2.662e-16,1.398e-16
428.877,3.434e-17,4.440e-15,2.662e-16,3.434e-17
428.882,8.208e-18,4.460e-15,2.662e-16,8.208e-18
428.887,1.909e-18,4.480e-15,2.662e-16,1.909e-18
428.892,4.322e-19,4.500e-15,2.663e-16,4.322e-19
428.897,9.523e-20,4.519e-15,2.663e-16,9.523e-20
428.902,2.042e-20,4.539e-15,2.663e-16,2.042e-20
428.907,4.260e-21,4.559e-15,2.663e-16,4.260e-21
428.912,8.649e-22,4.579e-15,2.663e-16,8.649e-22
428.917,1.709e-22,4.599e-15,2.664e-16,1.709e-22
428.922,3.287e-23,4.619e-15,2.664e-16,3.287e-23
429.106,5.353e-15,5.353e-15,2.671e-16,2.695e-23
429.111,2.776e-14,2.776e-14,2.672e-16,2.679e-23
429.116,1.401e-13,1.401e-13,2.672e-16,2.663e-23
429.121,6.882e-13,6.882e-13,2.672e-16,2.647e-23
429.126,3.290e-12,3.290e-12,2.672e-16,2.630e-23
429.131,1.531e-11,1.531e-11,2.673e-16,2.614e-23
429.136,6.932e-11,6.932e-11,2.673e-16,2.598e-23
429.141,3.055e-10,3.055e-10,2.673e-16,2.582e-23
429.146,1.310e-9,1.310e-9,2.673e-16,2.566e-23
429.151,5.470e-9,5.470e-9,2.673e-16,2.550e-23
429.156,2.222e-8,2.222e-8,2.674e-16,2.534e-23
429.161,8.787e-8,8.787e-8,2.674e-16,2.518e-23
429.166,3.382e-7,3.382e-7,2.674e-16,2.502e-23
429.171,1.267e-6,1.267e-6,2.674e-16,2.486e-23
429.176,4.617e-6,4.617e-6,2.674e-16,2.470e-23
429.181,1.638e-5,1.638e-5,2.675e-16,2.454e-23
429.186,5.656e-5,5.656e-5,2.675e-16,2.438e-23
429.191,1.901e-4,1.901e-4,2.675e-16,2.421e-23
429.196,6.216e-4,6.216e-4,2.675e-16,2.405e-23
429.201,1.979e-3,1.979e-3,2.675e-16,2.389e-23
429.206,6.129e-3,6.129e-3,2.676e-16,2.373e-23
429.211,1.848e-2,1.848e-2,2.676e-16,2.357e-23
429.216,5.423e-2,5.423e-2,2.676e-16,2.341e-23
429.221,1.549e-1,1.549e-1,2.676e-16,2.325e-23
429.226,4.304e-1,4.304e-1,2.676e-16,2.309e-23
429.231,1.164e+0,1.164e+0,2.677e-16,2.293e-23
429.236,3.066e+0,3.066e+0,2.677e-16,2.277e-23
429.241,7.855e+0,7.855e+0,2.677e-16,2.261e-23
429.246,1.959e+1,1.959e+1,2.677e-16,2.245e-23
429.251,4.754e+1,4.754e+1,2.678e-16,2.228e-23
429.256,1.123e+2,1.123e+2,2.678e-16,2.212e-23
429.261,2.582e+2,2.582e+2,2.678e-16,2.196e-23
429.266,5.777e+2,5.777e+2,2.678e-16,2.180e-23
429.271,1.258e+3,1.258e+3,2.678e-16,2.164e-23
429.276,2.666e+3,2.666e+3,2.679e-16,2.148e-23
429.281,5.499e+3,5.499e+3,2.679e-16,2.132e-23
429.286,1.104e+4,1.104e+4,2.679e-16,2.116e-23
429.291,2.157e+4,2.157e+4,2.679e-16,2.100e-23
429.296,4.101e+4,4.101e+4,2.679e-16,2.084e-23
429.301,7.590e+4,7.590e+4,2.680e-16,2.068e-23
429.306,1.367e+5,1.367e+5,2.680e-16,2.052e-23
429.311,2.396e+5,2.396e+5,2.680e-16,2.036e-23
429.316,4.088e+5,4.088e+5,2.680e-16,2.019e-23
429.321,6.788e+5,6.788e+5,2.680e-16,2.003e-23
429.326,1.097e+6,1.097e+6,2.681e-16,1.987e-23
429.331,1.725e+6,1.725e+6,2.681e-16,1.971e-23
429.336,2.641e+6,2.641e+6,2.681e-16,1.955e-23
429.341,3.934e+6,3.934e+6,2.681e-16,1.939e-23
429.346,5.704e+6,5.704e+6,2.682e-16,1.923e-23
429.351,8.049e+6,8.049e+6,2.682e-16,1.907e-23
429.356,1.105e+7,1.105e+7,2.682e-16,1.891e-23
429.361,1.477e+7,1.477e+7,2.682e-16,1.875e-23
429.366,1.922e+7,1.922e+7,2.682e-16,1.859e-23
429.371,2.433e+7,2.433e+7,2.683e-16,1.843e-23
429.376,2.998e+7,2.998e+7,2.683e-16,1.827e-23
429.381,3.596e+7,3.596e+7,2.683e-16,9.607e-23
429.386,4.197e+7,4.197e+7,2.683e-16,4.918e-22
429.391,4.767e+7,4.767e+7,2.683e-16,2.450e-21
429.396,5.270e+7,5.270e+7,2.684e-16,1.188e-20
429.401,5.670e+7,5.670e+7,2.684e-16,5.608e-20
429.406,5.938e+7,5.938e+7,2.684e-16,2.576e-19
429.411,6.052e+7,6.052e+7,2.684e-16,1.152e-18
429.416,6.003e+7,6.003e+7,2.684e-16,5.012e-18
429.421,5.795e+7,5.795e+7,2.685e-16,2.123e-17
429.426,5.444e+7,5.444e+7,2.685e-16,8.750e-17
429.431,4.978e+7,4.978e+7,2.685e-16,3.511e-16
429.436,4.430e+7,4.430e+7,2.685e-16,1.371e-15
429.441,3.837e+7,3.837e+7,2.685e-16,5.209e-15
429.446,3.235e+7,3.235e+7,2.686e-16,1.927e-14
429.451,2.654e+7,2.654e+7,2.686e-16,6.937e-14
429.456,2.119e+7,2.119e+7,2.686e-16,2.431e-13
429.461,1.647e+7,1.647e+7,2.686e-16,8.289e-13
429.466,1.245e+7,1.245e+7,2.687e-16,2.751e-12
429.471,9.167e+6,9.167e+6,2.687e-16,8.888e-12
429.476,6.567e+6,6.567e+6,2.687e-16,2.794e-11
429.481,4.579e+6,4.579e+6,2.687e-16,8.551e-11
429.486,3.107e+6,3.107e+6,2.687e-16,2.547e-10
429.491,2.052e+6,2.052e+6,2.688e-16,7.383e-10
429.496,1.319e+6,1.319e+6,2.688e-16,2.083e-9
429.501,8.251e+5,8.251e+5,2.688e-16,5.720e-9
429.506,5.024e+5,5.024e+5,2.688e-16,1.529e-8
429.511,2.977e+5,2.977e+5,2.688e-16,3.976e-8
429.516,1.717e+5,1.717e+5,2.689e-16,1.007e-7
429.521,9.635e+4,9.635e+4,2.689e-16,2.481e-7
429.526,5.263e+4,5.263e+4,2.689e-16,5.949e-7
429.531,2.798e+4,2.798e+4,2.689e-16,1.389e-6
429.536,1.448e+4,1.448e+4,2.689e-16,3.154e-6
429.541,7.290e+3,7.290e+3,2.690e-16,6.975e-6
429.546,3.573e+3,3.573e+3,2.690e-16,1.501e-5
429.551,1.704e+3,1.704e+3,2.690e-16,3.144e-5
429.556,7.912e+2,7.912e+2,2.690e-16,6.409e-5
429.561,3.575e+2,3.575e+2,2.691e-16,1.272e-4
429.566,1.572e+2,1.572e+2,2.691e-16,2.455e-4
429.571,6.727e+1,6.727e+1,2.691e-16,4.615e-4
429.576,2.802e+1,2.802e+1,2.691e-16,8.442e-4
429.581,1.136e+1,1.136e+1,2.691e-16,1.503e-3
429.586,4.484e+0,4.481e+0,2.692e-16,2.604e-3
429.591,1.725e+0,1.721e+0,2.692e-16,4.392e-3
429.596,6.502e-1,6.430e-1,2.692e-16,7.210e-3
429.601,2.454e-1,2.339e-1,2.692e-16,1.152e-2
429.606,1.007e-1,8.278e-2,2.692e-16,1.791e-2
429.611,5.562e-2,2.852e-2,2.693e-16,2.711e-2
429.616,4.949e-2,9.562e-3,2.693e-16,3.993e-2
429.621,6.036e-2,3.120e-3,2.693e-16,5.724e-2
429.626,8.085e-2,9.909e-4,2.693e-16,7.986e-2
429.631,1.088e-1,3.063e-4,2.693e-16,1.085e-1
429.636,1.434e-1,9.214e-5,2.694e-16,1.433e-1
429.641,1.844e-1,2.698e-5,2.694e-16,1.844e-1
429.646,2.309e-1,7.687e-6,2.694e-16,2.309e-1
429.651,2.813e-1,2.132e-6,2.694e-16,2.813e-1
429.656,3.337e-1,5.775e-7,2.694e-16,3.337e-1
429.661,3.852e-1,1.600e-7,2.695e-16,3.852e-1
429.666,4.328e-1,7.482e-8,2.695e-16,4.328e-1
429.671,4.732e-1,1.530e-7,2.695e-16,4.732e-1
429.676,5.036e-1,5.553e-7,2.695e-16,5.036e-1
429.681,5.217e-1,2.076e-6,2.696e-16,5.217e-1
429.686,5.259e-1,7.585e-6,2.696e-16,5.259e-1
429.691,5.161e-1,2.697e-5,2.696e-16,5.161e-1
429.696,4.929e-1,9.336e-5,2.696e-16,4.928e-1
429.701,4.584e-1,3.145e-4,2.696e-16,4.581e-1
429.706,4.154e-1,1.031e-3,2.697e-16,4.144e-1
429.711,3.682e-1,3.292e-3,2.697e-16,3.649e-1
429.716,3.229e-1,1.023e-2,2.697e-16,3.127e-1
429.721,2.917e-1,3.092e-2,2.697e-16,2.608e-1
429.726,3.027e-1,9.098e-2,2.697e-16,2.117e-1
429.730,3.873e-1,2.116e-1,2.698e-16,1.757e-1
429.735,7.289e-1,5.930e-1,2.698e-16,1.359e-1
429.740,1.720e+0,1.618e+0,2.698e-16,1.022e-1
429.745,4.371e+0,4.296e+0,2.698e-16,7.488e-2
429.750,1.116e+1,1.110e+1,2.698e-16,5.337e-2
429.755,2.796e+1,2.793e+1,2.699e-16,3.703e-2
429.760,6.840e+1,6.837e+1,2.699e-16,2.500e-2
429.765,1.629e+2,1.629e+2,2.699e-16,1.643e-2
429.770,3.779e+2,3.779e+2,2.699e-16,1.051e-2
429.775,8.531e+2,8.531e+2,2.699e-16,6.544e-3
429.780,1.874e+3,1.874e+3,2.700e-16,3.965e-3
429.785,4.009e+3,4.009e+3,2.700e-16,2.338e-3
429.790,8.344e+3,8.344e+3,2.700e-16,1.342e-3
429.795,1.690e+4,1.690e+4,2.700e-16,7.498e-4
429.800,3.333e+4,3.333e+4,2.701e-16,4.077e-4
429.805,6.398e+4,6.398e+4,2.701e-16,2.157e-4
429.810,1.195e+5,1.195e+5,2.701e-16,1.111e-4
429.815,2.173e+5,2.173e+5,2.701e-16,5.570e-5
429.820,3.845e+5,3.845e+5,2.701e-16,2.718e-5
429.825,6.623e+5,6.623e+5,2.702e-16,1.290e-5
429.830,1.110e+6,1.110e+6,2.702e-16,5.964e-6
429.835,1.812e+6,1.812e+6,2.702e-16,2.683e-6
429.840,2.877e+6,2.877e+6,2.702e-16,1.175e-6
429.845,4.448e+6,4.448e+6,2.702e-16,5.005e-7
429.850,6.692e+6,6.692e+6,2.703e-16,2.076e-7
429.855,9.799e+6,9.799e+6,2.703e-16,8.378e-8
429.860,1.397e+7,1.397e+7,2.703e-16,3.291e-8
429.865,1.938e+7,1.938e+7,2.703e-16,1.259e-8
429.870,2.616e+7,2.616e+7,2.703e-16,4.684e-9
429.875,3.438e+7,3.438e+7,2.704e-16,1.696e-9
429.880,4.398e+7,4.398e+7,2.704e-16,5.980e-10
429.885,5.475e+7,5.475e+7,2.704e-16,2.052e-10
429.890,6.634e+7,6.634e+7,2.704e-16,6.852e-11
429.895,7.824e+7,7.824e+7,2.704e-16,2.227e-11
429.900,8.982e+7,8.982e+7,2.705e-16,7.045e-12
429.905,1.004e+8,1.004e+8,2.705e-16,2.169e-12
429.910,1.091e+8,1.091e+8,2.705e-16,6.500e-13
429.915,1.155e+8,1.155e+8,2.705e-16,1.896e-13
429.920,1.190e+8,1.190e+8,2.706e-16,5.381e-14
429.925,1.193e+8,1.193e+8,2.706e-16,1.487e-14
429.930,1.165e+8,1.165e+8,2.706e-16,3.997e-15
429.935,1.106e+8,1.106e+8,2.706e-16,1.046e-15
429.940,1.023e+8,1.023e+8,2.706e-16,2.665e-16
429.945,9.203e+7,9.203e+7,2.707e-16,6.606e-17
429.950,8.061e+7,8.061e+7,2.707e-16,1.594e-17
429.955,6.872e+7,6.872e+7,2.707e-16,3.743e-18
429.960,5.702e+7,5.702e+7,2.707e-16,8.556e-19
429.965,4.605e+7,4.605e+7,2.707e-16,1.903e-19
429.970,3.619e+7,3.619e+7,2.708e-16,4.121e-20
429.975,2.769e+7,2.769e+7,2.708e-16,8.684e-21
429.980,2.062e+7,2.062e+7,2.708e-16,1.781e-21
429.985,1.494e+7,1.494e+7,2.708e-16,3.555e-22
429.990,1.054e+7,1.054e+7,2.708e-16,6.908e-23
429.995,7.238e+6,7.238e+6,2.709e-16,6.868e-23
430.000,4.837e+6,4.837e+6,2.709e-16,6.829e-23
430.005,3.146e+6,3.146e+6,2.709e-16,6.790e-23
430.010,1.992e+6,1.992e+6,2.709e-16,6.750e-23
430.015,1.227e+6,1.227e+6,2.710e-16,6.711e-23
430.020,7.360e+5,7.360e+5,2.710e-16,6.672e-23
430.025,4.296e+5,4.296e+5,2.710e-16,6.632e-23
430.030,2.441e+5,2.441e+5,2.710e-16,6.593e-23
430.035,1.350e+5,1.350e+5,2.710e-16,6.554e-23
430.040,7.265e+4,7.265e+4,2.711e-16,6.514e-23
430.045,3.806e+4,3.806e+4,2.711e-16,6.475e-23
430.050,1.941e+4,1.941e+4,2.711e-16,6.436e-23
430.055,9.630e+3,9.630e+3,2.711e-16,6.396e-23
430.060,4.652e+3,4.652e+3,2.711e-16,6.357e-23
430.065,2.187e+3,2.187e+3,2.712e-16,6.318e-23
430.070,1.001e+3,1.001e+3,2.712e-16,6.279e-23
430.075,4.457e+2,4.457e+2,2.712e-16,6.239e-23
430.080,1.932e+2,1.932e+2,2.712e-16,6.200e-23
430.085,8.152e+1,8.152e+1,2.712e-16,6.161e-23
430.090,3.348e+1,3.348e+1,2.713e-16,6.121e-23
430.095,1.338e+1,1.338e+1,2.713e-16,6.082e-23
430.100,5.205e+0,5.205e+0,2.713e-16,6.043e-23
430.105,1.971e+0,1.971e+0,2.713e-16,6.003e-23
430.110,7.264e-1,7.264e-1,2.713e-16,5.964e-23
430.115,2.606e-1,2.606e-1,2.714e-16,5.925e-23
430.120,9.098e-2,9.098e-2,2.714e-16,5.885e-23
430.125,3.092e-2,3.092e-2,2.714e-16,5.846e-23
430.130,1.023e-2,1.023e-2,2.714e-16,5.807e-23
430.135,3.292e-3,3.292e-3,2.715e-16,5.767e-23
430.140,1.031e-3,1.031e-3,2.715e-16,5.728e-23
430.145,3.145e-4,3.145e-4,2.715e-16,5.689e-23
430.150,9.336e-5,9.336e-5,2.715e-16,5.649e-23
430.155,2.697e-5,2.697e-5,2.715e-16,5.610e-23
430.160,7.585e-6,7.585e-6,2.716e-16,5.571e-23
430.165,2.076e-6,2.076e-6,2.716e-16,5.531e-23
430.170,5.530e-7,5.530e-7,2.716e-16,5.492e-23
430.175,1.434e-7,1.434e-7,2.716e-16,2.840e-22
430.180,3.618e-8,3.618e-8,2.716e-16,1.430e-21
430.185,8.887e-9,8.887e-9,2.717e-16,7.006e-21
430.190,2.125e-9,2.125e-9,2.717e-16,3.341e-20
430.195,4.944e-10,4.944e-10,2.717e-16,1.551e-19
430.200,1.120e-10,1.120e-10,2.717e-16,7.010e-19
430.205,2.468e-11,2.468e-11,2.717e-16,3.084e-18
430.210,5.295e-12,5.295e-12,2.718e-16,1.320e-17
430.215,1.106e-12,1.106e-12,2.718e-16,5.502e-17
430.220,2.250e-13,2.247e-13,2.718e-16,2.232e-16
430.225,4.534e-14,4.446e-14,2.718e-16,8.813e-16
430.230,1.195e-14,8.560e-15,2.719e-16,3.387e-15
430.235,1.267e-14,8.786e-15,2.719e-16,1.267e-14
430.240,4.615e-14,9.011e-15,2.719e-16,4.615e-14
430.245,1.636e-13,9.237e-15,2.719e-16,1.636e-13
430.250,5.644e-13,9.462e-15,2.719e-16,5.644e-13
430.255,1.896e-12,9.687e-15,2.720e-16,1.896e-12
430.260,6.197e-12,9.913e-15,2.720e-16,6.197e-12
430.265,1.972e-11,1.014e-14,2.720e-16,1.972e-11
430.270,6.107e-11,1.036e-14,2.720e-16,6.107e-11
430.275,1.841e-10,1.059e-14,2.720e-16,1.841e-10
430.280,5.404e-10,1.081e-14,2.721e-16,5.404e-10
430.285,1.544e-9,1.104e-14,2.721e-16,1.544e-9
430.290,4.292e-9,1.126e-14,2.721e-16,4.292e-9
430.295,1.161e-8,1.149e-14,2.721e-16,1.161e-8
430.300,3.060e-8,1.172e-14,2.721e-16,3.060e-8
430.305,7.846e-8,1.194e-14,2.722e-16,7.846e-8
430.310,1.958e-7,1.217e-14,2.722e-16,1.958e-7
430.315,4.758e-7,1.239e-14,2.722e-16,4.758e-7
430.320,1.125e-6,1.262e-14,2.722e-16,1.125e-6
430.325,2.590e-6,1.284e-14,2.722e-16,2.590e-6
430.330,5.803e-6,1.307e-14,2.723e-16,5.803e-6
430.335,1.266e-5,1.329e-14,2.723e-16,1.266e-5
430.340,2.687e-5,1.352e-14,2.723e-16,2.687e-5
430.345,5.552e-5,1.374e-14,2.723e-16,5.552e-5
430.350,1.117e-4,1.397e-14,2.724e-16,1.117e-4
430.355,2.187e-4,1.419e-14,2.724e-16,2.187e-4
430.360,4.167e-4,1.442e-14,2.724e-16,4.167e-4
430.365,7.730e-4,1.465e-14,2.724e-16,7.730e-4
430.370,1.396e-3,1.487e-14,2.724e-16,1.396e-3
