Wavelength (nm),Sum,Sn I (5.3e-02),Sn II (9.4e-01)
452.312,2.872e+3,2.872e+3,
452.317,6.228e+3,6.228e+3,
452.322,1.318e+4,1.318e+4,
452.327,2.723e+4,2.723e+4,
452.332,5.488e+4,5.488e+4,
452.337,1.079e+5,1.079e+5,
452.342,2.072e+5,2.072e+5,
452.347,3.881e+5,3.881e+5,
452.352,7.095e+5,7.095e+5,
452.357,1.266e+6,1.266e+6,
452.362,2.203e+6,2.203e+6,
452.367,3.743e+6,3.743e+6,
452.372,6.206e+6,6.206e+6,
452.377,1.004e+7,1.004e+7,
452.382,1.585e+7,1.585e+7,
452.387,2.442e+7,2.442e+7,
452.392,3.672e+7,3.672e+7,
452.397,5.388e+7,5.388e+7,
452.402,7.716e+7,7.716e+7,
452.407,1.078e+8,1.078e+8,
452.412,1.470e+8,1.470e+8,
452.417,1.957e+8,1.957e+8,
452.422,2.541e+8,2.541e+8,
452.427,3.220e+8,3.220e+8,
452.432,3.982e+8,3.982e+8,
452.437,4.806e+8,4.806e+8,
452.442,5.661e+8,5.661e+8,
452.447,6.506e+8,6.506e+8,
452.452,7.297e+8,7.297e+8,
452.457,7.988e+8,7.988e+8,
452.462,8.532e+8,8.532e+8,
452.467,8.894e+8,8.894e+8,
452.472,9.047e+8,9.047e+8,
452.477,8.981e+8,8.981e+8,
452.482,8.700e+8,8.700e+8,
452.487,8.225e+8,8.225e+8,
452.492,7.588e+8,7.588e+8,
452.497,6.832e+8,6.832e+8,
452.502,6.002e+8,6.002e+8,
452.507,5.146e+8,5.146e+8,
452.512,4.306e+8,4.306e+8,
452.517,3.516e+8,3.516e+8,
452.522,2.802e+8,2.802e+8,
452.527,2.178e+8,2.178e+8,
452.532,1.653e+8,1.653e+8,
452.537,1.224e+8,1.224e+8,
452.542,8.847e+7,8.847e+7,
452.547,6.239e+7,6.239e+7,
452.552,4.294e+7,4.294e+7,
452.557,2.884e+7,2.884e+7,
452.562,1.890e+7,1.890e+7,
452.567,1.209e+7,1.209e+7,
452.572,7.545e+6,7.545e+6,
452.577,4.596e+6,4.596e+6,
452.582,2.732e+6,2.732e+6,
452.587,1.585e+6,1.585e+6,
452.592,8.970e+5,8.970e+5,
452.597,4.955e+5,4.955e+5,
452.602,2.671e+5,2.671e+5,
452.607,1.405e+5,1.405e+5,
452.612,7.214e+4,7.214e+4,
452.617,3.614e+4,3.614e+4,
452.622,1.767e+4,1.767e+4,
452.627,8.431e+3,8.431e+3,
452.632,3.926e+3,3.926e+3,
452.637,1.784e+3,1.784e+3,
452.642,7.909e+2,7.909e+2,
452.647,3.422e+2,3.422e+2,
452.652,1.445e+2,1.445e+2,
452.657,5.955e+1,5.955e+1,
452.662,2.395e+1,2.395e+1,
452.667,9.399e+0,9.399e+0,
452.672,3.599e+0,3.599e+0,
452.677,1.345e+0,1.345e+0,
452.682,4.906e-1,4.906e-1,
452.687,1.746e-1,1.746e-1,
452.692,6.065e-2,6.065e-2,
452.697,2.056e-2,2.056e-2,
452.702,6.800e-3,6.800e-3,
452.707,2.195e-3,2.195e-3,
452.712,6.914e-4,6.914e-4,
452.717,2.125e-4,2.125e-4,
452.722,6.376e-5,6.376e-5,
452.727,1.867e-5,1.867e-5,
452.732,5.333e-6,5.333e-6,
452.737,1.487e-6,1.487e-6,
452.742,4.045e-7,4.045e-7,
452.747,1.074e-7,1.074e-7,
457.628,1.037e-9,,1.037e-9
457.633,3.802e-9,,3.802e-9
457.638,1.362e-8,,1.362e-8
457.643,4.762e-8,,4.762e-8
457.648,1.626e-7,,1.626e-7
457.653,5.422e-7,,5.422e-7
457.658,1.765e-6,,1.765e-6
457.663,5.612e-6,,5.612e-6
457.668,1.742e-5,,1.742e-5
457.673,5.280e-5,,5.280e-5
457.678,1.562e-4,,1.562e-4
457.683,4.515e-4,,4.515e-4
457.688,1.274e-3,,1.274e-3
457.693,3.510e-3,,3.510e-3
457.698,9.443e-3,,9.443e-3
457.703,2.480e-2,,2.480e-2
457.708,6.362e-2,,6.362e-2
457.713,1.593e-1,,1.593e-1
457.718,3.897e-1,,3.897e-1
457.723,9.305e-1,,9.305e-1
457.728,2.169e+0,,2.169e+0
457.733,4.939e+0,,4.939e+0
457.738,1.098e+1,,1.098e+1
457.743,2.383e+1,,2.383e+1
457.748,5.051e+1,,5.051e+1
457.753,1.045e+2,,1.045e+2
457.758,2.112e+2,,2.112e+2
457.763,4.168e+2,,4.168e+2
457.768,8.030e+2,,8.030e+2
457.773,1.511e+3,,1.511e+3
457.778,2.775e+3,,2.775e+3
457.783,4.977e+3,,4.977e+3
457.788,8.717e+3,,8.717e+3
457.793,1.491e+4,,1.491e+4
457.798,2.489e+4,,2.489e+4
457.803,4.058e+4,,4.058e+4
457.808,6.461e+4,,6.461e+4
457.813,1.004e+5,,1.004e+5
457.818,1.525e+5,,1.525e+5
457.823,2.260e+5,,2.260e+5
457.828,3.270e+5,,3.270e+5
457.833,4.621e+5,,4.621e+5
457.838,6.376e+5,,6.376e+5
457.843,8.590e+5,,8.590e+5
457.848,1.130e+6,,1.130e+6
457.853,1.451e+6,,1.451e+6
457.858,1.821e+6,,1.821e+6
457.863,2.230e+6,,2.230e+6
457.868,2.666e+6,,2.666e+6
457.873,3.113e+6,,3.113e+6
457.878,3.550e+6,,3.550e+6
457.883,3.952e+6,,3.952e+6
457.888,4.296e+6,,4.296e+6
457.893,4.560e+6,,4.560e+6
457.898,4.727e+6,,4.727e+6
457.903,4.785e+6,,4.785e+6
457.908,4.731e+6,,4.731e+6
457.913,4.569e+6,,4.569e+6
457.918,4.311e+6,,4.311e+6
457.923,3.977e+6,,3.977e+6
457.928,3.591e+6,,3.591e+6
457.933,3.178e+6,,3.178e+6
457.938,2.766e+6,,2.766e+6
457.943,2.379e+6,,2.379e+6
457.948,2.039e+6,,2.039e+6
457.953,1.762e+6,,1.762e+6
457.958,1.563e+6,,1.563e+6
457.963,1.448e+6,,1.448e+6
457.968,1.420e+6,,1.420e+6
457.973,1.476e+6,,1.476e+6
457.978,1.611e+6,,1.611e+6
457.983,1.813e+6,,1.813e+6
457.988,2.069e+6,,2.069e+6
457.993,2.359e+6,,2.359e+6
457.998,2.665e+6,,2.665e+6
458.003,2.963e+6,,2.963e+6
458.008,3.232e+6,,3.232e+6
458.013,3.451e+6,,3.451e+6
458.018,3.604e+6,,3.604e+6
458.023,3.678e+6,,3.678e+6
458.028,3.667e+6,,3.667e+6
458.033,3.571e+6,,3.571e+6
458.038,3.396e+6,,3.396e+6
458.043,3.154e+6,,3.154e+6
458.048,2.860e+6,,2.860e+6
458.053,2.533e+6,,2.533e+6
458.058,2.190e+6,,2.190e+6
458.063,1.849e+6,,1.849e+6
458.068,1.524e+6,,1.524e+6
458.073,1.227e+6,,1.227e+6
458.078,9.647e+5,,9.647e+5
458.083,7.404e+5,,7.404e+5
458.088,5.549e+5,,5.549e+5
458.093,4.061e+5,,4.061e+5
458.098,2.902e+5,,2.902e+5
458.103,2.025e+5,,2.025e+5
458.108,1.380e+5,,1.380e+5
458.113,9.178e+4,,9.178e+4
458.118,5.962e+4,,5.962e+4
458.123,3.782e+4,,3.782e+4
458.128,2.342e+4,,2.342e+4
458.133,1.417e+4,,1.417e+4
458.138,8.365e+3,,8.365e+3
458.143,4.824e+3,,4.824e+3
458.148,2.716e+3,,2.716e+3
458.153,1.493e+3,,1.493e+3
458.158,8.016e+2,,8.016e+2
458.163,4.202e+2,,4.202e+2
458.168,2.151e+2,,2.151e+2
458.173,1.075e+2,,1.075e+2
458.178,5.246e+1,,5.246e+1
458.183,2.500e+1,,2.500e+1
458.188,1.163e+1,,1.163e+1
458.193,5.285e+0,,5.285e+0
458.198,2.345e+0,,2.345e+0
458.203,1.016e+0,,1.016e+0
458.208,4.296e-1,,4.296e-1
458.213,1.775e-1,,1.775e-1
458.218,7.157e-2,,7.157e-2
458.223,2.818e-2,,2.818e-2
458.228,1.084e-2,,1.084e-2
458.233,4.069e-3,,4.069e-3
458.238,1.492e-3,,1.492e-3
458.243,5.341e-4,,5.341e-4
458.248,1.867e-4,,1.867e-4
458.253,6.373e-5,,6.373e-5
458.258,2.124e-5,,2.124e-5
458.263,6.912e-6,,6.912e-6
458.268,2.197e-6,,2.197e-6
458.273,6.816e-7,,6.816e-7
458.278,2.065e-7,,2.065e-7
458.283,6.110e-8,,6.110e-8
458.288,1.765e-8,,1.765e-8
458.293,4.979e-9,,4.979e-9
458.298,1.371e-9,,1.371e-9
491.484,1.626e-10,,1.626e-10
491.489,5.473e-10,,5.473e-10
491.494,1.804e-9,,1.804e-9
491.499,5.826e-9,,5.826e-9
491.504,1.843e-8,,1.843e-8
491.509,5.710e-8,,5.710e-8
491.514,1.733e-7,,1.733e-7
491.519,5.152e-7,,5.152e-7
491.524,1.500e-6,,1.500e-6
491.529,4.279e-6,,4.279e-6
491.534,1.196e-5,,1.196e-5
491.539,3.273e-5,,3.273e-5
491.544,8.773e-5,,8.773e-5
491.549,2.304e-4,,2.304e-4
491.554,5.926e-4,,5.926e-4
491.559,1.493e-3,,1.493e-3
491.564,3.686e-3,,3.686e-3
491.569,8.910e-3,,8.910e-3
491.574,2.110e-2,,2.110e-2
491.579,4.895e-2,,4.895e-2
491.584,1.112e-1,,1.112e-1
491.589,2.476e-1,,2.476e-1
491.594,5.397e-1,,5.397e-1
491.599,1.153e+0,,1.153e+0
491.604,2.411e+0,,2.411e+0
491.609,4.941e+0,,4.941e+0
491.614,9.917e+0,,9.917e+0
491.619,1.950e+1,,1.950e+1
491.624,3.755e+1,,3.755e+1
491.629,7.083e+1,,7.083e+1
491.634,1.309e+2,,1.309e+2
491.639,2.369e+2,,2.369e+2
491.644,4.201e+2,,4.201e+2
491.649,7.295e+2,,7.295e+2
491.654,1.241e+3,,1.241e+3
491.659,2.068e+3,,2.068e+3
491.664,3.376e+3,,3.376e+3
491.669,5.397e+3,,5.397e+3
491.674,8.453e+3,,8.453e+3
491.679,1.297e+4,,1.297e+4
491.684,1.949e+4,,1.949e+4
491.689,2.868e+4,,2.868e+4
491.694,4.136e+4,,4.136e+4
491.699,5.841e+4,,5.841e+4
491.704,8.081e+4,,8.081e+4
491.709,1.095e+5,,1.095e+5
491.714,1.454e+5,,1.454e+5
491.719,1.890e+5,,1.890e+5
491.724,2.407e+5,,2.407e+5
491.729,3.004e+5,,3.004e+5
491.734,3.670e+5,,3.670e+5
491.739,4.394e+5,,4.394e+5
491.744,5.152e+5,,5.152e+5
491.749,5.917e+5,,5.917e+5
491.754,6.657e+5,,6.657e+5
491.759,7.337e+5,,7.337e+5
491.764,7.920e+5,,7.920e+5
491.769,8.375e+5,,8.375e+5
491.774,8.674e+5,,8.674e+5
491.779,8.801e+5,,8.801e+5
491.784,8.746e+5,,8.746e+5
491.789,8.514e+5,,8.514e+5
491.794,8.119e+5,,8.119e+5
491.799,7.584e+5,,7.584e+5
491.804,6.938e+5,,6.938e+5
491.809,6.218e+5,,6.218e+5
491.814,5.459e+5,,5.459e+5
491.819,4.694e+5,,4.694e+5
491.824,3.954e+5,,3.954e+5
491.829,3.262e+5,,3.262e+5
491.834,2.637e+5,,2.637e+5
491.839,2.087e+5,,2.087e+5
491.844,1.619e+5,,1.619e+5
491.849,1.230e+5,,1.230e+5
491.854,9.149e+4,,9.149e+4
491.859,6.668e+4,,6.668e+4
491.864,4.760e+4,,4.760e+4
491.869,3.329e+4,,3.329e+4
491.874,2.280e+4,,2.280e+4
491.879,1.530e+4,,1.530e+4
491.884,1.006e+4,,1.006e+4
491.889,6.474e+3,,6.474e+3
491.894,4.083e+3,,4.083e+3
491.899,2.522e+3,,2.522e+3
491.904,1.526e+3,,1.526e+3
491.909,9.045e+2,,9.045e+2
491.914,5.251e+2,,5.251e+2
491.919,2.986e+2,,2.986e+2
491.924,1.664e+2,,1.664e+2
491.929,9.078e+1,,9.078e+1
491.934,4.852e+1,,4.852e+1
491.939,2.540e+1,,2.540e+1
491.944,1.303e+1,,1.303e+1
491.949,6.545e+0,,6.545e+0
491.954,3.221e+0,,3.221e+0
491.959,1.552e+0,,1.552e+0
491.964,7.329e-1,,7.329e-1
491.969,3.390e-1,,3.390e-1
491.974,1.536e-1,,1.536e-1
491.979,6.814e-2,,6.814e-2
491.984,2.962e-2,,2.962e-2
491.989,1.261e-2,,1.261e-2
491.994,5.259e-3,,5.259e-3
491.999,2.149e-3,,2.149e-3
492.004,8.598e-4,,8.598e-4
492.009,3.370e-4,,3.370e-4
492.014,1.294e-4,,1.294e-4
492.019,4.867e-5,,4.867e-5
492.024,1.793e-5,,1.793e-5
492.029,6.471e-6,,6.471e-6
492.034,2.287e-6,,2.287e-6
492.039,7.920e-7,,7.920e-7
492.044,2.686e-7,,2.686e-7
492.049,8.924e-8,,8.924e-8
492.054,2.904e-8,,2.904e-8
492.059,9.258e-9,,9.258e-9
492.064,2.891e-9,,2.891e-9
492.069,8.842e-10,,8.842e-10
492.074,2.649e-10,,2.649e-10
494.13,2.829e-9,,2.829e-9
494.135,9.399e-9,,9.399e-9
494.14,3.059e-8,,3.059e-8
494.145,9.757e-8,,9.757e-8
494.15,3.048e-7,,3.048e-7
494.155,9.332e-7,,9.332e-7
494.16,2.799e-6,,2.799e-6
494.165,8.224e-6,,8.224e-6
494.17,2.368e-5,,2.368e-5
494.175,6.679e-5,,6.679e-5
494.18,1.846e-4,,1.846e-4
494.185,4.998e-4,,4.998e-4
494.19,1.326e-3,,1.326e-3
494.195,3.446e-3,,3.446e-3
494.2,8.775e-3,,8.775e-3
494.205,2.189e-2,,2.189e-2
494.21,5.352e-2,,5.352e-2
494.215,1.282e-1,,1.282e-1
494.22,3.008e-1,,3.008e-1
494.225,6.914e-1,,6.914e-1
494.23,1.557e+0,,1.557e+0
494.235,3.437e+0,,3.437e+0
494.24,7.431e+0,,7.431e+0
494.245,1.574e+1,,1.574e+1
494.25,3.267e+1,,3.267e+1
494.255,6.644e+1,,6.644e+1
494.26,1.324e+2,,1.324e+2
494.265,2.584e+2,,2.584e+2
494.27,4.941e+2,,4.941e+2
494.275,9.258e+2,,9.258e+2
494.28,1.700e+3,,1.700e+3
494.285,3.057e+3,,3.057e+3
494.29,5.387e+3,,5.387e+3
494.295,9.300e+3,,9.300e+3
494.3,1.573e+4,,1.573e+4
494.305,2.607e+4,,2.607e+4
494.31,4.234e+4,,4.234e+4
494.315,6.735e+4,,6.735e+4
494.32,1.050e+5,,1.050e+5
494.325,1.603e+5,,1.603e+5
494.33,2.399e+5,,2.399e+5
494.335,3.516e+5,,3.516e+5
494.34,5.050e+5,,5.050e+5
494.345,7.107e+5,,7.107e+5
494.35,9.798e+5,,9.798e+5
494.355,1.323e+6,,1.323e+6
494.36,1.751e+6,,1.751e+6
494.365,2.271e+6,,2.271e+6
494.37,2.885e+6,,2.885e+6
494.375,3.591e+6,,3.591e+6
494.38,4.379e+6,,4.379e+6
494.385,5.232e+6,,5.232e+6
494.39,6.124e+6,,6.124e+6
494.395,7.023e+6,,7.023e+6
494.4,7.892e+6,,7.892e+6
494.405,8.688e+6,,8.688e+6
494.41,9.371e+6,,9.371e+6
494.415,9.903e+6,,9.903e+6
494.42,1.025e+7,,1.025e+7
494.425,1.040e+7,,1.040e+7
494.43,1.034e+7,,1.034e+7
494.435,1.007e+7,,1.007e+7
494.44,9.604e+6,,9.604e+6
494.445,8.977e+6,,8.977e+6
494.45,8.221e+6,,8.221e+6
494.455,7.377e+6,,7.377e+6
494.46,6.485e+6,,6.485e+6
494.465,5.585e+6,,5.585e+6
494.47,4.713e+6,,4.713e+6
494.475,3.897e+6,,3.897e+6
494.48,3.157e+6,,3.157e+6
494.485,2.505e+6,,2.505e+6
494.49,1.948e+6,,1.948e+6
494.495,1.484e+6,,1.484e+6
494.5,1.108e+6,,1.108e+6
494.505,8.101e+5,,8.101e+5
494.51,5.804e+5,,5.804e+5
494.515,4.074e+5,,4.074e+5
494.52,2.802e+5,,2.802e+5
494.525,1.888e+5,,1.888e+5
494.53,1.247e+5,,1.247e+5
494.535,8.064e+4,,8.064e+4
494.54,5.110e+4,,5.110e+4
494.545,3.173e+4,,3.173e+4
494.55,1.930e+4,,1.930e+4
494.555,1.151e+4,,1.151e+4
494.56,6.718e+3,,6.718e+3
494.565,3.844e+3,,3.844e+3
494.57,2.155e+3,,2.155e+3
494.575,1.183e+3,,1.183e+3
494.58,6.367e+2,,6.367e+2
494.585,3.357e+2,,3.357e+2
494.59,1.734e+2,,1.734e+2
494.595,8.774e+1,,8.774e+1
494.6,4.350e+1,,4.350e+1
494.605,2.113e+1,,2.113e+1
494.61,1.006e+1,,1.006e+1
494.615,4.690e+0,,4.690e+0
494.62,2.143e+0,,2.143e+0
494.625,9.591e-1,,9.591e-1
494.63,4.206e-1,,4.206e-1
494.635,1.807e-1,,1.807e-1
494.64,7.608e-2,,7.608e-2
494.645,3.138e-2,,3.138e-2
494.65,1.268e-2,,1.268e-2
494.655,5.021e-3,,5.021e-3
494.66,1.948e-3,,1.948e-3
494.665,7.402e-4,,7.402e-4
494.67,2.756e-4,,2.756e-4
494.675,1.005e-4,,1.005e-4
494.68,3.594e-5,,3.594e-5
494.685,1.259e-5,,1.259e-5
494.69,4.318e-6,,4.318e-6
494.695,1.452e-6,,1.452e-6
494.7,4.781e-7,,4.781e-7
494.705,1.543e-7,,1.543e-7
494.71,4.877e-8,,4.877e-8
494.715,1.511e-8,,1.511e-8
494.72,4.585e-9,,4.585e-9
494.725,1.363e-9,,1.363e-9
506.804,1.075e-9,,1.075e-9
506.809,3.512e-9,,3.512e-9
506.814,1.125e-8,,1.125e-8
506.819,3.538e-8,,3.538e-8
506.824,1.090e-7,,1.090e-7
506.829,3.297e-7,,3.297e-7
506.834,9.774e-7,,9.774e-7
506.839,2.842e-6,,2.842e-6
506.844,8.106e-6,,8.106e-6
506.849,2.267e-5,,2.267e-5
506.854,6.219e-5,,6.219e-5
506.859,1.673e-4,,1.673e-4
506.864,4.414e-4,,4.414e-4
506.869,1.142e-3,,1.142e-3
506.874,2.899e-3,,2.899e-3
506.879,7.216e-3,,7.216e-3
506.884,1.761e-2,,1.761e-2
506.889,4.217e-2,,4.217e-2
506.894,9.901e-2,,9.901e-2
506.899,2.280e-1,,2.280e-1
506.904,5.149e-1,,5.149e-1
506.909,1.141e+0,,1.141e+0
506.914,2.478e+0,,2.478e+0
506.919,5.278e+0,,5.278e+0
506.924,1.103e+1,,1.103e+1
506.929,2.260e+1,,2.260e+1
506.934,4.542e+1,,4.542e+1
506.939,8.952e+1,,8.952e+1
506.944,1.731e+2,,1.731e+2
506.949,3.281e+2,,3.281e+2
506.954,6.100e+2,,6.100e+2
506.959,1.112e+3,,1.112e+3
506.964,1.990e+3,,1.990e+3
506.969,3.490e+3,,3.490e+3
506.974,6.003e+3,,6.003e+3
506.979,1.013e+4,,1.013e+4
506.984,1.676e+4,,1.676e+4
506.989,2.719e+4,,2.719e+4
506.994,4.328e+4,,4.328e+4
506.999,6.755e+4,,6.755e+4
507.004,1.034e+5,,1.034e+5
507.009,1.553e+5,,1.553e+5
507.014,2.286e+5,,2.286e+5
507.019,3.301e+5,,3.301e+5
507.024,4.676e+5,,4.676e+5
507.029,6.494e+5,,6.494e+5
507.034,8.847e+5,,8.847e+5
507.039,1.182e+6,,1.182e+6
507.044,1.549e+6,,1.549e+6
507.049,1.990e+6,,1.990e+6
507.054,2.508e+6,,2.508e+6
507.059,3.100e+6,,3.100e+6
507.064,3.759e+6,,3.759e+6
507.069,4.469e+6,,4.469e+6
507.074,5.211e+6,,5.211e+6
507.079,5.959e+6,,5.959e+6
507.084,6.683e+6,,6.683e+6
507.089,7.351e+6,,7.351e+6
507.094,7.930e+6,,7.930e+6
507.099,8.390e+6,,8.390e+6
507.104,8.706e+6,,8.706e+6
507.109,8.860e+6,,8.860e+6
507.114,8.844e+6,,8.844e+6
507.119,8.658e+6,,8.658e+6
507.124,8.314e+6,,8.314e+6
507.129,7.831e+6,,7.831e+6
507.134,7.237e+6,,7.237e+6
507.139,6.564e+6,,6.564e+6
507.144,5.845e+6,,5.845e+6
507.149,5.116e+6,,5.116e+6
507.154,4.407e+6,,4.407e+6
507.159,3.747e+6,,3.747e+6
507.164,3.160e+6,,3.160e+6
507.169,2.662e+6,,2.662e+6
507.174,2.268e+6,,2.268e+6
507.179,1.984e+6,,1.984e+6
507.184,1.815e+6,,1.815e+6
507.189,1.762e+6,,1.762e+6
507.194,1.821e+6,,1.821e+6
507.199,1.988e+6,,1.988e+6
507.204,2.255e+6,,2.255e+6
507.209,2.609e+6,,2.609e+6
507.214,3.038e+6,,3.038e+6
507.219,3.523e+6,,3.523e+6
507.224,4.043e+6,,4.043e+6
507.229,4.574e+6,,4.574e+6
507.234,5.090e+6,,5.090e+6
507.239,5.565e+6,,5.565e+6
507.244,5.973e+6,,5.973e+6
507.249,6.290e+6,,6.290e+6
507.254,6.499e+6,,6.499e+6
507.259,6.587e+6,,6.587e+6
507.264,6.548e+6,,6.548e+6
507.269,6.384e+6,,6.384e+6
507.274,6.105e+6,,6.105e+6
507.279,5.726e+6,,5.726e+6
507.284,5.266e+6,,5.266e+6
507.289,4.751e+6,,4.751e+6
507.294,4.204e+6,,4.204e+6
507.299,3.648e+6,,3.648e+6
507.304,3.104e+6,,3.104e+6
507.309,2.591e+6,,2.591e+6
507.314,2.121e+6,,2.121e+6
507.319,1.703e+6,,1.703e+6
507.324,1.341e+6,,1.341e+6
507.329,1.036e+6,,1.036e+6
507.334,7.843e+5,,7.843e+5
507.339,5.826e+5,,5.826e+5
507.344,4.244e+5,,4.244e+5
507.349,3.033e+5,,3.033e+5
507.354,2.125e+5,,2.125e+5
507.359,1.461e+5,,1.461e+5
507.364,9.845e+4,,9.845e+4
507.369,6.508e+4,,6.508e+4
507.374,4.219e+4,,4.219e+4
507.379,2.683e+4,,2.683e+4
507.384,1.673e+4,,1.673e+4
507.389,1.023e+4,,1.023e+4
507.394,6.139e+3,,6.139e+3
507.399,3.612e+3,,3.612e+3
507.404,2.084e+3,,2.084e+3
507.409,1.179e+3,,1.179e+3
507.414,6.545e+2,,6.545e+2
507.419,3.563e+2,,3.563e+2
507.424,1.902e+2,,1.902e+2
507.429,9.958e+1,,9.958e+1
507.434,5.114e+1,,5.114e+1
507.439,2.575e+1,,2.575e+1
507.444,1.272e+1,,1.272e+1
507.449,6.162e+0,,6.162e+0
507.454,2.928e+0,,2.928e+0
507.459,1.364e+0,,1.364e+0
507.464,6.234e-1,,6.234e-1
507.469,2.794e-1,,2.794e-1
507.474,1.228e-1,,1.228e-1
507.479,5.295e-2,,5.295e-2
507.484,2.239e-2,,2.239e-2
507.489,9.283e-3,,9.283e-3
507.494,3.775e-3,,3.775e-3
507.499,1.506e-3,,1.506e-3
507.504,5.891e-4,,5.891e-4
507.509,2.260e-4,,2.260e-4
507.514,8.505e-5,,8.505e-5
507.519,3.139e-5,,3.139e-5
507.524,1.136e-5,,1.136e-5
507.529,4.033e-6,,4.033e-6
507.534,1.404e-6,,1.404e-6
507.539,4.794e-7,,4.794e-7
507.544,1.605e-7,,1.605e-7
507.549,5.272e-8,,5.272e-8
507.554,1.698e-8,,1.698e-8
507.559,5.365e-9,,5.365e-9
507.564,1.662e-9,,1.662e-9
532.913,4.245e-8,,4.245e-8
532.918,1.301e-7,,1.301e-7
532.923,3.919e-7,,3.919e-7
532.928,1.160e-6,,1.160e-6
532.933,3.372e-6,,3.372e-6
532.938,9.635e-6,,9.635e-6
532.943,2.705e-5,,2.705e-5
532.948,7.461e-5,,7.461e-5
532.953,2.022e-4,,2.022e-4
532.958,5.385e-4,,5.385e-4
532.963,1.409e-3,,1.409e-3
532.968,3.623e-3,,3.623e-3
532.973,9.152e-3,,9.152e-3
532.978,2.272e-2,,2.272e-2
532.983,5.540e-2,,5.540e-2
532.988,1.328e-1,,1.328e-1
532.993,3.126e-1,,3.126e-1
532.998,7.232e-1,,7.232e-1
533.003,1.644e+0,,1.644e+0
533.008,3.672e+0,,3.672e+0
533.013,8.059e+0,,8.059e+0
533.018,1.738e+1,,1.738e+1
533.023,3.682e+1,,3.682e+1
533.028,7.666e+1,,7.666e+1
533.033,1.568e+2,,1.568e+2
533.038,3.152e+2,,3.152e+2
533.043,6.225e+2,,6.225e+2
533.048,1.208e+3,,1.208e+3
533.053,2.303e+3,,2.303e+3
533.058,4.315e+3,,4.315e+3
533.063,7.943e+3,,7.943e+3
533.068,1.437e+4,,1.437e+4
533.073,2.553e+4,,2.553e+4
533.078,4.458e+4,,4.458e+4
533.083,7.649e+4,,7.649e+4
533.088,1.290e+5,,1.290e+5
533.093,2.136e+5,,2.136e+5
533.098,3.477e+5,,3.477e+5
533.103,5.560e+5,,5.560e+5
533.108,8.736e+5,,8.736e+5
533.113,1.349e+6,,1.349e+6
533.118,2.046e+6,,2.046e+6
533.123,3.050e+6,,3.050e+6
533.128,4.467e+6,,4.467e+6
533.133,6.429e+6,,6.429e+6
533.138,9.090e+6,,9.090e+6
533.143,1.263e+7,,1.263e+7
533.148,1.724e+7,,1.724e+7
533.153,2.313e+7,,2.313e+7
533.158,3.048e+7,,3.048e+7
533.163,3.947e+7,,3.947e+7
533.168,5.022e+7,,5.022e+7
533.173,6.279e+7,,6.279e+7
533.178,7.713e+7,,7.713e+7
533.183,9.310e+7,,9.310e+7
533.188,1.104e+8,,1.104e+8
533.193,1.287e+8,,1.287e+8
533.198,1.473e+8,,1.473e+8
533.203,1.657e+8,,1.657e+8
533.208,1.832e+8,,1.832e+8
533.213,1.990e+8,,1.990e+8
533.218,2.124e+8,,2.124e+8
533.223,2.227e+8,,2.227e+8
533.228,2.295e+8,,2.295e+8
533.233,2.323e+8,,2.323e+8
533.238,2.311e+8,,2.311e+8
533.243,2.259e+8,,2.259e+8
533.248,2.169e+8,,2.169e+8
533.253,2.047e+8,,2.047e+8
533.258,1.898e+8,,1.898e+8
533.263,1.729e+8,,1.729e+8
533.268,1.548e+8,,1.548e+8
533.273,1.361e+8,,1.361e+8
533.278,1.176e+8,,1.176e+8
533.283,9.988e+7,,9.988e+7
533.288,8.333e+7,,8.333e+7
533.293,6.832e+7,,6.832e+7
533.298,5.503e+7,,5.503e+7
533.303,4.355e+7,,4.355e+7
533.308,3.387e+7,,3.387e+7
533.313,2.588e+7,,2.588e+7
533.318,1.943e+7,,1.943e+7
533.323,1.433e+7,,1.433e+7
533.328,1.039e+7,,1.039e+7
533.333,7.400e+6,,7.400e+6
533.338,5.178e+6,,5.178e+6
533.343,3.561e+6,,3.561e+6
533.348,2.406e+6,,2.406e+6
533.353,1.597e+6,,1.597e+6
533.358,1.042e+6,,1.042e+6
533.363,6.675e+5,,6.675e+5
533.368,4.204e+5,,4.204e+5
533.373,2.601e+5,,2.601e+5
533.378,1.581e+5,,1.581e+5
533.383,9.446e+4,,9.446e+4
533.388,5.544e+4,,5.544e+4
533.393,3.198e+4,,3.198e+4
533.398,1.812e+4,,1.812e+4
533.403,1.009e+4,,1.009e+4
533.408,5.519e+3,,5.519e+3
533.413,2.967e+3,,2.967e+3
533.418,1.567e+3,,1.567e+3
533.423,8.133e+2,,8.133e+2
533.428,4.147e+2,,4.147e+2
533.433,2.078e+2,,2.078e+2
533.438,1.023e+2,,1.023e+2
533.443,4.948e+1,,4.948e+1
533.448,2.352e+1,,2.352e+1
533.453,1.098e+1,,1.098e+1
533.458,5.040e+0,,5.040e+0
533.463,2.272e+0,,2.272e+0
533.468,1.007e+0,,1.007e+0
533.473,4.382e-1,,4.382e-1
533.478,1.874e-1,,1.874e-1
533.483,7.875e-2,,7.875e-2
533.488,3.252e-2,,3.252e-2
533.493,1.319e-2,,1.319e-2
533.498,5.259e-3,,5.259e-3
533.503,2.060e-3,,2.060e-3
