Wavelength (nm),Sum(calc),C I (6.9e-1),C II (3.1e-1),C III (8.0e-8)
480.098,6.095e-3,3.256e-11,6.095e-3,6.157e-29
480.103,1.144e-2,3.256e-11,1.144e-2,6.156e-29
480.108,2.102e-2,3.256e-11,2.102e-2,6.155e-29
480.113,3.779e-2,3.256e-11,3.779e-2,6.155e-29
480.118,6.649e-2,3.257e-11,6.649e-2,6.154e-29
480.123,1.145e-1,3.257e-11,1.145e-1,6.153e-29
480.128,1.929e-1,3.257e-11,1.929e-1,6.153e-29
480.133,3.181e-1,3.258e-11,3.181e-1,6.152e-29
480.138,5.134e-1,3.258e-11,5.134e-1,6.152e-29
480.143,8.107e-1,3.258e-11,8.107e-1,6.151e-29
480.148,1.253e+0,3.258e-11,1.253e+0,6.150e-29
480.153,1.895e+0,3.259e-11,1.895e+0,6.150e-29
480.158,2.805e+0,3.259e-11,2.805e+0,6.149e-29
480.163,4.063e+0,3.259e-11,4.063e+0,6.148e-29
480.168,5.760e+0,3.259e-11,5.760e+0,6.148e-29
480.173,7.991e+0,3.260e-11,7.991e+0,6.147e-29
480.178,1.085e+1,3.260e-11,1.085e+1,6.146e-29
480.183,1.441e+1,3.260e-11,1.441e+1,6.146e-29
480.188,1.874e+1,3.260e-11,1.874e+1,6.145e-29
480.193,2.385e+1,3.261e-11,2.385e+1,6.144e-29
480.198,2.969e+1,3.261e-11,2.969e+1,6.144e-29
480.203,3.618e+1,3.261e-11,3.618e+1,6.143e-29
480.208,4.315e+1,3.261e-11,4.315e+1,6.143e-29
480.213,5.036e+1,3.262e-11,5.036e+1,6.142e-29
480.218,5.752e+1,3.262e-11,5.752e+1,6.141e-29
480.223,6.429e+1,3.262e-11,6.429e+1,6.141e-29
480.228,7.033e+1,3.262e-11,7.033e+1,6.140e-29
480.233,7.528e+1,3.263e-11,7.528e+1,6.139e-29
480.238,7.886e+1,3.263e-11,7.886e+1,6.139e-29
480.242,8.059e+1,3.263e-11,8.059e+1,6.138e-29
480.247,8.120e+1,3.263e-11,8.120e+1,6.137e-29
480.252,8.007e+1,3.264e-11,8.007e+1,6.137e-29
480.257,7.727e+1,3.264e-11,7.727e+1,6.136e-29
480.262,7.297e+1,3.264e-11,7.297e+1,6.136e-29
480.267,6.744e+1,3.265e-11,6.744e+1,6.135e-29
480.272,6.100e+1,3.265e-11,6.100e+1,6.134e-29
480.277,5.399e+1,3.265e-11,5.399e+1,6.134e-29
480.282,4.677e+1,3.265e-11,4.677e+1,6.133e-29
480.287,3.964e+1,3.266e-11,3.964e+1,6.132e-29
480.292,3.289e+1,3.266e-11,3.289e+1,6.132e-29
480.297,2.670e+1,3.266e-11,2.670e+1,6.131e-29
480.302,2.121e+1,3.266e-11,2.121e+1,6.130e-29
480.307,1.649e+1,3.267e-11,1.649e+1,6.130e-29
480.312,1.255e+1,3.267e-11,1.255e+1,6.129e-29
480.317,9.343e+0,3.267e-11,9.343e+0,6.128e-29
480.322,6.808e+0,3.267e-11,6.808e+0,6.128e-29
480.327,4.855e+0,3.268e-11,4.855e+0,6.127e-29
480.332,3.388e+0,3.268e-11,3.388e+0,6.127e-29
480.337,2.314e+0,3.268e-11,2.314e+0,6.126e-29
480.342,1.547e+0,3.268e-11,1.547e+0,6.125e-29
480.347,1.012e+0,3.269e-11,1.012e+0,6.125e-29
480.352,6.474e-1,3.269e-11,6.474e-1,6.124e-29
480.357,4.056e-1,3.269e-11,4.056e-1,6.123e-29
480.362,2.486e-1,3.269e-11,2.486e-1,6.123e-29
480.367,1.491e-1,3.270e-11,1.491e-1,6.122e-29
480.372,8.756e-2,3.270e-11,8.756e-2,6.121e-29
480.377,5.030e-2,3.270e-11,5.030e-2,6.121e-29
480.382,2.828e-2,3.271e-11,2.828e-2,6.120e-29
480.387,1.556e-2,3.271e-11,1.556e-2,6.119e-29
480.392,8.379e-3,3.271e-11,8.379e-3,6.119e-29
480.397,4.415e-3,3.271e-11,4.415e-3,6.118e-29
480.402,2.277e-3,3.272e-11,2.277e-3,6.118e-29
480.407,1.149e-3,3.272e-11,1.149e-3,6.117e-29
480.412,5.674e-4,3.272e-11,5.674e-4,6.116e-29
480.417,2.742e-4,3.272e-11,2.742e-4,6.116e-29
480.422,1.297e-4,3.273e-11,1.297e-4,6.115e-29
480.427,6.003e-5,3.273e-11,6.003e-5,6.114e-29
480.432,2.719e-5,3.273e-11,2.719e-5,6.114e-29
480.437,1.205e-5,3.273e-11,1.205e-5,6.113e-29
480.442,5.228e-6,3.274e-11,5.228e-6,6.112e-29
480.447,2.219e-6,3.274e-11,2.219e-6,6.112e-29
480.452,9.220e-7,3.274e-11,9.220e-7,6.111e-29
480.457,3.748e-7,3.274e-11,3.748e-7,6.110e-29
480.462,1.491e-7,3.275e-11,1.491e-7,6.110e-29
480.467,5.806e-8,3.275e-11,5.806e-8,6.109e-29
480.472,2.212e-8,3.275e-11,2.212e-8,6.108e-29
480.477,8.248e-9,3.275e-11,8.248e-9,6.108e-29
480.482,3.009e-9,3.276e-11,3.009e-9,6.107e-29
480.487,1.075e-9,3.276e-11,1.075e-9,6.107e-29
480.492,3.755e-10,3.276e-11,3.755e-10,6.106e-29
480.497,1.284e-10,3.277e-11,1.284e-10,6.105e-29
480.502,4.297e-11,3.277e-11,4.297e-11,6.105e-29
480.507,1.407e-11,3.277e-11,1.407e-11,6.104e-29
480.512,4.510e-12,3.277e-11,4.510e-12,6.103e-29
480.517,1.415e-12,3.278e-11,1.415e-12,6.103e-29
480.522,4.342e-13,3.278e-11,4.342e-13,6.102e-29
480.527,1.304e-13,3.278e-11,1.304e-13,6.101e-29
480.532,3.833e-14,3.278e-11,3.833e-14,6.101e-29
480.537,1.102e-14,3.279e-11,1.102e-14,6.100e-29
480.542,3.103e-15,3.279e-11,3.103e-15,6.099e-29
480.547,8.549e-16,3.279e-11,8.549e-16,6.099e-29
480.552,1.819e-16,3.279e-11,1.819e-16,6.098e-29
492.895,3.923e-11,3.923e-11,5.653e-17,4.508e-29
492.900,1.377e-10,1.377e-10,5.648e-17,4.508e-29
492.905,4.738e-10,4.738e-10,5.643e-17,4.507e-29
492.910,1.596e-9,1.596e-9,5.638e-17,4.506e-29
492.915,5.270e-9,5.270e-9,5.633e-17,4.506e-29
492.920,1.704e-8,1.704e-8,5.628e-17,4.505e-29
492.925,5.399e-8,5.399e-8,5.623e-17,4.504e-29
492.930,1.676e-7,1.676e-7,5.617e-17,4.504e-29
492.935,5.095e-7,5.095e-7,5.612e-17,4.503e-29
492.940,1.518e-6,1.518e-6,5.607e-17,4.503e-29
492.945,4.429e-6,4.429e-6,5.602e-17,4.502e-29
492.950,1.266e-5,1.266e-5,5.597e-17,4.501e-29
492.955,3.546e-5,3.546e-5,5.592e-17,4.501e-29
492.960,9.728e-5,9.728e-5,5.587e-17,4.500e-29
492.965,2.615e-4,2.615e-4,5.582e-17,4.499e-29
492.970,6.884e-4,6.884e-4,5.577e-17,4.499e-29
492.975,1.776e-3,1.776e-3,5.572e-17,4.498e-29
492.980,4.487e-3,4.487e-3,5.567e-17,4.497e-29
492.985,1.111e-2,1.111e-2,5.562e-17,4.497e-29
492.990,2.694e-2,2.694e-2,5.557e-17,4.496e-29
492.995,6.401e-2,6.401e-2,5.551e-17,4.495e-29
493.000,1.490e-1,1.490e-1,5.546e-17,4.495e-29
493.005,3.397e-1,3.397e-1,5.541e-17,4.494e-29
493.010,7.589e-1,7.589e-1,5.536e-17,4.494e-29
493.015,1.661e+0,1.661e+0,5.531e-17,4.493e-29
493.020,3.560e+0,3.560e+0,5.526e-17,4.492e-29
493.025,7.477e+0,7.477e+0,5.521e-17,4.492e-29
493.030,1.538e+1,1.538e+1,5.516e-17,4.491e-29
493.035,3.101e+1,3.101e+1,5.511e-17,4.490e-29
493.040,6.123e+1,6.123e+1,5.506e-17,4.490e-29
493.045,1.184e+2,1.184e+2,5.501e-17,4.489e-29
493.050,2.245e+2,2.245e+2,5.496e-17,4.488e-29
493.055,4.167e+2,4.167e+2,5.491e-17,4.488e-29
493.060,7.579e+2,7.579e+2,5.485e-17,4.487e-29
493.065,1.350e+3,1.350e+3,5.480e-17,4.486e-29
493.070,2.357e+3,2.357e+3,5.475e-17,4.486e-29
493.075,4.031e+3,4.031e+3,5.470e-17,4.485e-29
493.080,6.752e+3,6.752e+3,5.465e-17,4.484e-29
493.085,1.108e+4,1.108e+4,5.460e-17,4.484e-29
493.090,1.782e+4,1.782e+4,5.455e-17,4.483e-29
493.095,2.806e+4,2.806e+4,5.450e-17,4.483e-29
493.100,4.330e+4,4.330e+4,5.445e-17,4.482e-29
493.105,6.545e+4,6.545e+4,5.440e-17,4.481e-29
493.110,9.692e+4,9.692e+4,5.435e-17,4.481e-29
493.115,1.406e+5,1.406e+5,5.430e-17,4.480e-29
493.120,1.998e+5,1.998e+5,5.425e-17,4.479e-29
493.125,2.782e+5,2.782e+5,5.419e-17,4.479e-29
493.130,3.794e+5,3.794e+5,5.414e-17,4.478e-29
493.135,5.070e+5,5.070e+5,5.409e-17,4.477e-29
493.140,6.637e+5,6.637e+5,5.404e-17,4.477e-29
493.145,8.511e+5,8.511e+5,5.399e-17,4.476e-29
493.150,1.069e+6,1.069e+6,5.394e-17,4.475e-29
493.155,1.316e+6,1.316e+6,5.389e-17,4.475e-29
493.160,1.587e+6,1.587e+6,5.384e-17,4.474e-29
493.165,1.874e+6,1.874e+6,5.379e-17,4.474e-29
493.170,2.168e+6,2.168e+6,5.374e-17,4.473e-29
493.175,2.458e+6,2.458e+6,5.369e-17,4.472e-29
493.180,2.730e+6,2.730e+6,5.364e-17,4.472e-29
493.185,2.970e+6,2.970e+6,5.359e-17,4.471e-29
493.190,3.165e+6,3.165e+6,5.353e-17,4.470e-29
493.195,3.305e+6,3.305e+6,5.348e-17,4.470e-29
493.200,3.380e+6,3.380e+6,5.343e-17,4.469e-29
493.205,3.387e+6,3.387e+6,5.338e-17,4.468e-29
493.210,3.325e+6,3.325e+6,5.333e-17,4.468e-29
493.215,3.198e+6,3.198e+6,5.328e-17,4.467e-29
493.220,3.013e+6,3.013e+6,5.323e-17,4.466e-29
493.225,2.781e+6,2.781e+6,5.318e-17,4.466e-29
493.230,2.514e+6,2.514e+6,5.313e-17,4.465e-29
493.235,2.227e+6,2.227e+6,5.308e-17,4.465e-29
493.240,1.933e+6,1.933e+6,5.303e-17,4.464e-29
493.245,1.643e+6,1.643e+6,5.298e-17,4.463e-29
493.250,1.368e+6,1.368e+6,5.293e-17,4.463e-29
493.255,1.116e+6,1.116e+6,5.287e-17,4.462e-29
493.260,8.923e+5,8.923e+5,5.282e-17,4.461e-29
493.265,6.987e+5,6.987e+5,5.277e-17,4.461e-29
493.270,5.359e+5,5.359e+5,5.272e-17,4.460e-29
493.275,4.027e+5,4.027e+5,5.267e-17,4.459e-29
493.280,2.965e+5,2.965e+5,5.262e-17,4.459e-29
493.285,2.138e+5,2.138e+5,5.257e-17,4.458e-29
493.289,1.622e+5,1.622e+5,5.253e-17,4.458e-29
493.294,1.127e+5,1.127e+5,5.248e-17,4.457e-29
493.299,7.676e+4,7.676e+4,5.243e-17,4.456e-29
493.304,5.120e+4,5.120e+4,5.238e-17,4.456e-29
493.309,3.346e+4,3.346e+4,5.233e-17,4.455e-29
493.314,2.142e+4,2.142e+4,5.228e-17,4.454e-29
493.319,1.343e+4,1.343e+4,5.222e-17,4.454e-29
493.324,8.253e+3,8.253e+3,5.217e-17,4.453e-29
493.329,4.967e+3,4.967e+3,5.212e-17,4.452e-29
493.334,2.929e+3,2.929e+3,5.207e-17,4.452e-29
493.339,1.692e+3,1.692e+3,5.202e-17,4.451e-29
493.344,9.573e+2,9.573e+2,5.197e-17,4.450e-29
493.349,5.307e+2,5.307e+2,5.192e-17,4.450e-29
493.354,2.882e+2,2.882e+2,5.187e-17,4.449e-29
493.359,1.533e+2,1.533e+2,5.182e-17,4.449e-29
493.364,7.992e+1,7.992e+1,5.177e-17,4.448e-29
493.369,4.081e+1,4.081e+1,5.172e-17,4.447e-29
493.374,2.041e+1,2.041e+1,5.167e-17,4.447e-29
493.379,1.000e+1,1.000e+1,5.162e-17,4.446e-29
493.384,4.802e+0,4.802e+0,5.156e-17,4.445e-29
493.389,2.259e+0,2.259e+0,5.151e-17,4.445e-29
493.394,1.041e+0,1.041e+0,5.146e-17,4.444e-29
493.399,4.697e-1,4.697e-1,5.141e-17,4.443e-29
493.404,2.077e-1,2.077e-1,5.136e-17,4.443e-29
493.409,8.997e-2,8.997e-2,5.131e-17,4.442e-29
493.414,3.818e-2,3.818e-2,5.126e-17,4.441e-29
493.419,1.587e-2,1.587e-2,5.121e-17,4.441e-29
493.424,6.465e-3,6.465e-3,5.116e-17,4.440e-29
493.429,2.579e-3,2.579e-3,5.111e-17,4.440e-29
493.434,1.008e-3,1.008e-3,5.106e-17,4.439e-29
493.439,3.861e-4,3.861e-4,5.101e-17,4.438e-29
493.444,1.448e-4,1.448e-4,5.096e-17,4.438e-29
493.449,5.322e-5,5.322e-5,5.090e-17,4.437e-29
493.454,1.916e-5,1.916e-5,5.085e-17,4.436e-29
493.459,6.758e-6,6.758e-6,5.080e-17,4.436e-29
493.464,2.335e-6,2.335e-6,5.075e-17,4.435e-29
493.469,7.904e-7,7.904e-7,5.070e-17,4.434e-29
493.474,2.621e-7,2.621e-7,5.065e-17,4.434e-29
493.479,8.515e-8,8.515e-8,5.060e-17,4.433e-29
493.484,2.710e-8,2.710e-8,5.055e-17,4.432e-29
493.489,8.449e-9,8.449e-9,5.050e-17,4.432e-29
493.494,2.580e-9,2.580e-9,5.045e-17,4.431e-29
493.499,7.721e-10,7.721e-10,5.040e-17,4.431e-29
493.504,2.263e-10,2.263e-10,5.035e-17,4.430e-29
493.509,6.499e-11,6.499e-11,5.030e-17,4.429e-29
493.514,1.828e-11,1.828e-11,5.024e-17,4.429e-29
495.072,3.442e-17,1.786e-11,3.442e-17,4.228e-29
495.077,1.220e-16,1.786e-11,1.220e-16,4.227e-29
495.082,4.236e-16,1.786e-11,4.236e-16,4.227e-29
495.087,1.441e-15,1.785e-11,1.441e-15,4.226e-29
495.092,4.805e-15,1.785e-11,4.805e-15,4.225e-29
495.097,1.570e-14,1.785e-11,1.570e-14,4.225e-29
495.102,5.024e-14,1.785e-11,5.024e-14,4.224e-29
495.107,1.576e-13,1.785e-11,1.576e-13,4.223e-29
495.112,4.842e-13,1.785e-11,4.842e-13,4.223e-29
495.117,1.458e-12,1.785e-11,1.458e-12,4.222e-29
495.122,4.301e-12,1.784e-11,4.301e-12,4.221e-29
495.127,1.243e-11,1.784e-11,1.243e-11,4.221e-29
495.132,3.522e-11,1.784e-11,3.522e-11,4.220e-29
495.137,9.773e-11,1.784e-11,9.773e-11,4.220e-29
495.142,2.658e-10,1.784e-11,2.658e-10,4.219e-29
495.147,7.081e-10,1.784e-11,7.081e-10,4.218e-29
495.152,1.849e-9,1.784e-11,1.849e-9,4.218e-29
495.157,4.729e-9,1.783e-11,4.729e-9,4.217e-29
495.162,1.185e-8,1.783e-11,1.185e-8,4.216e-29
495.167,2.911e-8,1.783e-11,2.911e-8,4.216e-29
495.172,7.005e-8,1.783e-11,7.005e-8,4.215e-29
495.177,1.652e-7,1.783e-11,1.652e-7,4.214e-29
495.182,3.816e-7,1.783e-11,3.816e-7,4.214e-29
495.187,8.639e-7,1.783e-11,8.639e-7,4.213e-29
495.192,1.916e-6,1.783e-11,1.916e-6,4.212e-29
495.197,4.164e-6,1.782e-11,4.164e-6,4.212e-29
495.202,8.868e-6,1.782e-11,8.868e-6,4.211e-29
495.207,1.850e-5,1.782e-11,1.850e-5,4.211e-29
495.212,3.783e-5,1.782e-11,3.783e-5,4.210e-29
495.217,7.578e-5,1.782e-11,7.578e-5,4.209e-29
495.222,1.488e-4,1.782e-11,1.488e-4,4.209e-29
495.227,2.861e-4,1.782e-11,2.861e-4,4.208e-29
495.232,5.391e-4,1.781e-11,5.391e-4,4.207e-29
495.237,9.955e-4,1.781e-11,9.955e-4,4.207e-29
495.242,1.801e-3,1.781e-11,1.801e-3,4.206e-29
495.247,3.193e-3,1.781e-11,3.193e-3,4.205e-29
495.252,5.546e-3,1.781e-11,5.546e-3,4.205e-29
495.257,9.438e-3,1.781e-11,9.438e-3,4.204e-29
495.262,1.574e-2,1.781e-11,1.574e-2,4.203e-29
495.267,2.572e-2,1.780e-11,2.572e-2,4.203e-29
495.272,4.118e-2,1.780e-11,4.118e-2,4.202e-29
495.277,6.459e-2,1.780e-11,6.459e-2,4.201e-29
495.282,9.929e-2,1.780e-11,9.929e-2,4.201e-29
495.287,1.495e-1,1.780e-11,1.495e-1,4.200e-29
495.292,2.207e-1,1.780e-11,2.207e-1,4.200e-29
495.297,3.191e-1,1.780e-11,3.191e-1,4.199e-29
495.302,4.521e-1,1.779e-11,4.521e-1,4.198e-29
495.307,6.276e-1,1.779e-11,6.276e-1,4.198e-29
495.312,8.537e-1,1.779e-11,8.537e-1,4.197e-29
495.317,1.138e+0,1.779e-11,1.138e+0,4.196e-29
495.322,1.486e+0,1.779e-11,1.486e+0,4.196e-29
495.327,1.901e+0,1.779e-11,1.901e+0,4.195e-29
495.332,2.384e+0,1.779e-11,2.384e+0,4.194e-29
495.337,2.928e+0,1.779e-11,2.928e+0,4.194e-29
495.342,3.525e+0,1.778e-11,3.525e+0,4.193e-29
495.347,4.157e+0,1.778e-11,4.157e+0,4.192e-29
495.352,4.804e+0,1.778e-11,4.804e+0,4.192e-29
495.357,5.440e+0,1.778e-11,5.440e+0,4.191e-29
495.362,6.036e+0,1.778e-11,6.036e+0,4.191e-29
495.367,6.562e+0,1.778e-11,6.562e+0,4.190e-29
495.372,6.990e+0,1.778e-11,6.990e+0,4.189e-29
495.377,7.295e+0,1.777e-11,7.295e+0,4.189e-29
495.382,7.460e+0,1.777e-11,7.460e+0,4.188e-29
495.387,7.476e+0,1.777e-11,7.476e+0,4.187e-29
495.392,7.340e+0,1.777e-11,7.340e+0,4.187e-29
495.397,7.061e+0,1.777e-11,7.061e+0,4.186e-29
495.402,6.656e+0,1.777e-11,6.656e+0,4.185e-29
495.407,6.148e+0,1.777e-11,6.148e+0,4.185e-29
495.412,5.563e+0,1.776e-11,5.563e+0,4.184e-29
495.417,4.933e+0,1.776e-11,4.933e+0,4.183e-29
495.422,4.286e+0,1.776e-11,4.286e+0,4.183e-29
495.427,3.649e+0,1.776e-11,3.649e+0,4.182e-29
495.432,3.044e+0,1.776e-11,3.044e+0,4.182e-29
495.437,2.488e+0,1.776e-11,2.488e+0,4.181e-29
495.442,1.992e+0,1.776e-11,1.992e+0,4.180e-29
495.447,1.563e+0,1.776e-11,1.563e+0,4.180e-29
495.452,1.202e+0,1.775e-11,1.202e+0,4.179e-29
495.457,9.056e-1,1.775e-11,9.056e-1,4.178e-29
495.462,6.685e-1,1.775e-11,6.685e-1,4.178e-29
495.466,5.167e-1,1.775e-11,5.167e-1,4.177e-29
495.471,3.677e-1,1.775e-11,3.677e-1,4.177e-29
495.476,2.564e-1,1.775e-11,2.564e-1,4.176e-29
495.481,1.751e-1,1.775e-11,1.751e-1,4.175e-29
495.486,1.172e-1,1.774e-11,1.172e-1,4.175e-29
495.491,7.690e-2,1.774e-11,7.690e-2,4.174e-29
495.496,4.942e-2,1.774e-11,4.942e-2,4.173e-29
495.501,3.112e-2,1.774e-11,3.112e-2,4.173e-29
495.506,1.920e-2,1.774e-11,1.920e-2,4.172e-29
495.511,1.161e-2,1.774e-11,1.161e-2,4.171e-29
495.516,6.877e-3,1.774e-11,6.877e-3,4.171e-29
495.521,3.991e-3,1.773e-11,3.991e-3,4.170e-29
495.526,2.270e-3,1.773e-11,2.270e-3,4.169e-29
495.531,1.265e-3,1.773e-11,1.265e-3,4.169e-29
495.536,6.907e-4,1.773e-11,6.907e-4,4.168e-29
495.541,3.695e-4,1.773e-11,3.695e-4,4.167e-29
495.546,1.937e-4,1.773e-11,1.937e-4,4.167e-29
495.551,9.949e-5,1.773e-11,9.949e-5,4.166e-29
495.556,5.007e-5,1.773e-11,5.007e-5,4.166e-29
495.561,2.469e-5,1.772e-11,2.469e-5,4.165e-29
495.566,1.193e-5,1.772e-11,1.193e-5,4.164e-29
495.571,5.648e-6,1.772e-11,5.648e-6,4.164e-29
495.576,2.620e-6,1.772e-11,2.620e-6,4.163e-29
495.581,1.191e-6,1.772e-11,1.191e-6,4.162e-29
495.586,5.304e-7,1.772e-11,5.304e-7,4.162e-29
495.591,2.315e-7,1.772e-11,2.315e-7,4.161e-29
495.596,9.897e-8,1.771e-11,9.897e-8,4.160e-29
495.601,4.146e-8,1.771e-11,4.146e-8,4.160e-29
495.606,1.702e-8,1.771e-11,1.702e-8,4.159e-29
495.611,6.847e-9,1.771e-11,6.847e-9,4.158e-29
495.616,2.698e-9,1.771e-11,2.698e-9,4.158e-29
495.621,1.042e-9,1.771e-11,1.042e-9,4.157e-29
495.626,3.943e-10,1.771e-11,3.943e-10,4.157e-29
495.631,1.462e-10,1.770e-11,1.462e-10,4.156e-29
495.636,5.310e-11,1.770e-11,5.310e-11,4.155e-29
495.641,1.890e-11,1.770e-11,1.890e-11,4.155e-29
495.646,6.592e-12,1.770e-11,6.592e-12,4.154e-29
495.651,2.253e-12,1.770e-11,2.253e-12,4.153e-29
495.656,7.543e-13,1.770e-11,7.543e-13,4.153e-29
495.661,2.475e-13,1.770e-11,2.475e-13,4.152e-29
495.666,7.956e-14,1.770e-11,7.956e-14,4.151e-29
495.671,2.506e-14,1.769e-11,2.506e-14,4.151e-29
495.676,7.734e-15,1.769e-11,7.734e-15,4.150e-29
495.681,2.339e-15,1.769e-11,2.339e-15,4.149e-29
495.686,6.930e-16,1.769e-11,6.930e-16,4.149e-29
495.691,2.012e-16,1.769e-11,2.012e-16,4.148e-29
496.161,1.341e-16,1.756e-11,1.341e-16,4.088e-29
496.166,4.708e-16,1.756e-11,4.708e-16,4.087e-29
496.171,1.619e-15,1.756e-11,1.619e-15,4.086e-29
496.176,5.458e-15,1.756e-11,5.458e-15,4.086e-29
496.181,1.803e-14,1.755e-11,1.803e-14,4.085e-29
496.186,5.835e-14,1.755e-11,5.835e-14,4.084e-29
496.190,1.472e-13,1.755e-11,1.472e-13,4.084e-29
496.195,4.592e-13,1.755e-11,4.592e-13,4.083e-29
496.200,1.404e-12,1.755e-11,1.404e-12,4.083e-29
496.205,4.207e-12,1.755e-11,4.207e-12,4.082e-29
496.210,1.235e-11,1.755e-11,1.235e-11,4.081e-29
496.215,3.555e-11,1.754e-11,3.555e-11,4.081e-29
496.220,1.002e-10,1.754e-11,1.002e-10,4.080e-29
496.225,2.769e-10,1.754e-11,2.769e-10,4.079e-29
496.230,7.497e-10,1.754e-11,7.497e-10,4.079e-29
496.235,1.989e-9,1.754e-11,1.989e-9,4.078e-29
496.240,5.171e-9,1.754e-11,5.171e-9,4.077e-29
496.245,1.317e-8,1.754e-11,1.317e-8,4.077e-29
496.250,3.289e-8,1.754e-11,3.289e-8,4.076e-29
496.255,8.046e-8,1.753e-11,8.046e-8,4.076e-29
496.260,1.929e-7,1.753e-11,1.929e-7,4.075e-29
496.265,4.531e-7,1.753e-11,4.531e-7,4.074e-29
496.270,1.043e-6,1.753e-11,1.043e-6,4.074e-29
496.275,2.352e-6,1.753e-11,2.352e-6,4.073e-29
496.280,5.199e-6,1.753e-11,5.199e-6,4.072e-29
496.285,1.126e-5,1.753e-11,1.126e-5,4.072e-29
496.290,2.390e-5,1.752e-11,2.390e-5,4.071e-29
496.295,4.971e-5,1.752e-11,4.971e-5,4.070e-29
496.300,1.013e-4,1.752e-11,1.013e-4,4.070e-29
496.305,2.024e-4,1.752e-11,2.024e-4,4.069e-29
496.310,3.960e-4,1.752e-11,3.960e-4,4.068e-29
496.315,7.595e-4,1.752e-11,7.595e-4,4.068e-29
496.320,1.427e-3,1.752e-11,1.427e-3,4.067e-29
496.325,2.628e-3,1.751e-11,2.628e-3,4.067e-29
496.330,4.743e-3,1.751e-11,4.743e-3,4.066e-29
496.335,8.387e-3,1.751e-11,8.387e-3,4.065e-29
496.340,1.453e-2,1.751e-11,1.453e-2,4.065e-29
496.345,2.468e-2,1.751e-11,2.468e-2,4.064e-29
496.350,4.106e-2,1.751e-11,4.106e-2,4.063e-29
496.355,6.694e-2,1.751e-11,6.694e-2,4.063e-29
496.360,1.070e-1,1.751e-11,1.070e-1,4.062e-29
496.365,1.675e-1,1.750e-11,1.675e-1,4.061e-29
496.370,2.569e-1,1.750e-11,2.569e-1,4.061e-29
496.375,3.863e-1,1.750e-11,3.863e-1,4.060e-29
496.380,5.690e-1,1.750e-11,5.690e-1,4.059e-29
496.385,8.215e-1,1.750e-11,8.215e-1,4.059e-29
496.390,1.162e+0,1.750e-11,1.162e+0,4.058e-29
496.395,1.611e+0,1.750e-11,1.611e+0,4.057e-29
496.400,2.188e+0,1.749e-11,2.188e+0,4.057e-29
496.405,2.913e+0,1.749e-11,2.913e+0,4.056e-29
496.410,3.800e+0,1.749e-11,3.800e+0,4.056e-29
496.415,4.857e+0,1.749e-11,4.857e+0,4.055e-29
496.420,6.083e+0,1.749e-11,6.083e+0,4.054e-29
496.425,7.466e+0,1.749e-11,7.466e+0,4.054e-29
496.430,8.980e+0,1.749e-11,8.980e+0,4.053e-29
496.435,1.058e+1,1.748e-11,1.058e+1,4.052e-29
496.440,1.222e+1,1.748e-11,1.222e+1,4.052e-29
496.445,1.383e+1,1.748e-11,1.383e+1,4.051e-29
496.450,1.534e+1,1.748e-11,1.534e+1,4.050e-29
496.455,1.667e+1,1.748e-11,1.667e+1,4.050e-29
496.460,1.775e+1,1.748e-11,1.775e+1,4.049e-29
496.465,1.853e+1,1.748e-11,1.853e+1,4.048e-29
496.470,1.894e+1,1.748e-11,1.894e+1,4.048e-29
496.475,1.898e+1,1.747e-11,1.898e+1,4.047e-29
496.480,1.864e+1,1.747e-11,1.864e+1,4.047e-29
496.485,1.793e+1,1.747e-11,1.793e+1,4.046e-29
496.490,1.691e+1,1.747e-11,1.691e+1,4.045e-29
496.495,1.562e+1,1.747e-11,1.562e+1,4.045e-29
496.500,1.414e+1,1.747e-11,1.414e+1,4.044e-29
496.505,1.255e+1,1.747e-11,1.255e+1,4.043e-29
496.510,1.091e+1,1.746e-11,1.091e+1,4.043e-29
496.515,9.295e+0,1.746e-11,9.295e+0,4.042e-29
496.520,7.759e+0,1.746e-11,7.759e+0,4.041e-29
496.525,6.348e+0,1.746e-11,6.348e+0,4.041e-29
496.530,5.088e+0,1.746e-11,5.088e+0,4.040e-29
496.535,3.997e+0,1.746e-11,3.997e+0,4.039e-29
496.540,3.077e+0,1.746e-11,3.077e+0,4.039e-29
496.545,2.321e+0,1.745e-11,2.321e+0,4.038e-29
496.550,1.715e+0,1.745e-11,1.715e+0,4.038e-29
496.555,1.243e+0,1.745e-11,1.243e+0,4.037e-29
496.560,8.819e-1,1.745e-11,8.819e-1,4.036e-29
496.565,6.134e-1,1.745e-11,6.134e-1,4.036e-29
496.570,4.180e-1,1.745e-11,4.180e-1,4.035e-29
496.575,2.792e-1,1.745e-11,2.792e-1,4.034e-29
496.580,1.827e-1,1.744e-11,1.827e-1,4.034e-29
496.585,1.172e-1,1.744e-11,1.172e-1,4.033e-29
496.590,7.364e-2,1.744e-11,7.364e-2,4.032e-29
496.595,4.535e-2,1.744e-11,4.535e-2,4.032e-29
496.600,2.737e-2,1.744e-11,2.737e-2,4.031e-29
496.605,1.618e-2,1.744e-11,1.618e-2,4.030e-29
496.610,9.377e-3,1.744e-11,9.377e-3,4.030e-29
496.615,5.324e-3,1.744e-11,5.324e-3,4.029e-29
496.620,2.962e-3,1.743e-11,2.962e-3,4.029e-29
496.625,1.615e-3,1.743e-11,1.615e-3,4.028e-29
