Wavelength (nm),Sum(calc),C I (6.9e-1),C II (3.1e-1),C III (8.0e-8)
279.459,5.038e-13,1.648e-10,3.222e-19,5.038e-13
279.464,4.756e-13,1.647e-10,3.176e-19,4.756e-13
279.469,4.211e-13,1.647e-10,3.130e-19,4.211e-13
279.474,3.498e-13,1.646e-10,3.084e-19,3.498e-13
279.479,2.725e-13,1.645e-10,3.038e-19,2.725e-13
279.484,1.991e-13,1.644e-10,2.992e-19,1.991e-13
279.489,1.365e-13,1.643e-10,2.946e-19,1.365e-13
279.494,8.774e-14,1.643e-10,2.899e-19,8.774e-14
279.499,5.291e-14,1.642e-10,2.853e-19,5.291e-14
279.504,2.993e-14,1.641e-10,2.807e-19,2.993e-14
279.509,1.588e-14,1.640e-10,2.761e-19,1.588e-14
279.514,7.902e-15,1.640e-10,2.715e-19,7.902e-15
279.519,3.688e-15,1.639e-10,2.669e-19,3.688e-15
279.524,1.615e-15,1.638e-10,2.623e-19,1.615e-15
279.529,6.633e-16,1.637e-10,2.577e-19,6.633e-16
279.534,2.556e-16,1.637e-10,2.530e-19,2.556e-16
279.539,9.264e-17,1.636e-10,2.484e-19,9.264e-17
279.544,3.253e-17,1.635e-10,2.438e-19,3.253e-17
279.549,1.440e-17,1.634e-10,2.392e-19,1.440e-17
279.554,1.787e-17,1.633e-10,2.346e-19,1.787e-17
279.559,4.765e-17,1.633e-10,2.300e-19,4.765e-17
279.564,1.382e-16,1.632e-10,2.254e-19,1.382e-16
279.569,3.813e-16,1.631e-10,2.208e-19,3.813e-16
279.574,9.884e-16,1.630e-10,2.161e-19,9.884e-16
279.579,2.404e-15,1.630e-10,2.115e-19,2.404e-15
279.584,5.484e-15,1.629e-10,2.069e-19,5.484e-15
279.589,1.174e-14,1.628e-10,2.077e-18,1.174e-14
279.594,2.358e-14,1.627e-10,1.955e-17,2.356e-14
279.599,4.454e-14,1.626e-10,1.727e-16,4.437e-14
279.604,7.982e-14,1.626e-10,1.431e-15,7.839e-14
279.609,1.410e-13,1.625e-10,1.112e-14,1.299e-13
279.614,2.830e-13,1.624e-10,8.107e-14,2.019e-13
279.619,8.490e-13,1.623e-10,5.546e-13,2.945e-13
279.624,3.961e-12,1.623e-10,3.559e-12,4.028e-13
279.629,2.194e-11,1.622e-10,2.142e-11,5.169e-13
279.634,1.216e-10,1.621e-10,1.210e-10,6.222e-13
279.639,6.417e-10,1.620e-10,6.409e-10,7.025e-13
279.644,3.186e-9,1.620e-10,3.186e-9,7.441e-13
279.649,1.485e-8,1.619e-10,1.485e-8,7.394e-13
279.654,6.496e-8,1.618e-10,6.496e-8,6.892e-13
279.659,2.666e-7,1.617e-10,2.666e-7,6.026e-13
279.664,1.026e-6,1.616e-10,1.026e-6,4.942e-13
279.669,3.705e-6,1.616e-10,3.705e-6,3.803e-13
279.674,1.255e-5,1.615e-10,1.255e-5,2.745e-13
279.679,3.989e-5,1.614e-10,3.989e-5,1.858e-13
279.684,1.189e-4,1.613e-10,1.189e-4,1.180e-13
279.689,3.326e-4,1.613e-10,3.326e-4,7.031e-14
279.694,8.728e-4,1.612e-10,8.728e-4,3.930e-14
279.699,2.148e-3,1.611e-10,2.148e-3,2.060e-14
279.704,4.960e-3,1.610e-10,4.960e-3,1.013e-14
279.709,1.075e-2,1.610e-10,1.075e-2,4.674e-15
279.714,2.184e-2,1.609e-10,2.184e-2,2.023e-15
279.719,4.163e-2,1.608e-10,4.163e-2,8.211e-16
279.724,7.445e-2,1.607e-10,7.445e-2,3.127e-16
279.729,1.249e-1,1.606e-10,1.249e-1,1.117e-16
279.734,1.966e-1,1.606e-10,1.966e-1,3.743e-17
279.739,2.903e-1,1.605e-10,2.903e-1,1.177e-17
279.744,4.020e-1,1.604e-10,4.020e-1,3.470e-18
279.749,5.224e-1,1.603e-10,5.224e-1,9.598e-19
279.754,6.368e-1,1.603e-10,6.368e-1,2.490e-19
279.759,7.282e-1,1.602e-10,7.282e-1,6.062e-20
279.764,7.813e-1,1.601e-10,7.813e-1,1.384e-20
279.769,7.863e-1,1.600e-10,7.863e-1,2.965e-21
279.774,7.423e-1,1.600e-10,7.423e-1,5.957e-22
279.779,6.575e-1,1.599e-10,6.575e-1,1.123e-22
279.784,5.463e-1,1.598e-10,5.463e-1,1.985e-23
279.789,4.258e-1,1.597e-10,4.258e-1,3.303e-24
279.794,3.114e-1,1.596e-10,3.114e-1,5.898e-25
279.799,2.136e-1,1.596e-10,2.136e-1,6.110e-25
279.804,1.375e-1,1.595e-10,1.375e-1,3.487e-24
279.809,8.299e-2,1.594e-10,8.299e-2,2.115e-23
279.814,4.701e-2,1.593e-10,4.701e-2,1.207e-22
279.819,2.499e-2,1.593e-10,2.499e-2,6.463e-22
279.824,1.252e-2,1.592e-10,1.252e-2,3.247e-21
279.829,6.046e-3,1.591e-10,6.046e-3,1.530e-20
279.834,3.178e-3,1.590e-10,3.178e-3,6.766e-20
279.839,2.668e-3,1.589e-10,2.668e-3,2.807e-19
279.844,4.333e-3,1.589e-10,4.333e-3,1.092e-18
279.849,9.092e-3,1.588e-10,9.092e-3,3.989e-18
279.854,1.917e-2,1.587e-10,1.917e-2,1.367e-17
279.859,3.834e-2,1.586e-10,3.834e-2,4.392e-17
279.864,7.210e-2,1.586e-10,7.210e-2,1.324e-16
279.869,1.272e-1,1.585e-10,1.272e-1,3.747e-16
279.874,2.106e-1,1.584e-10,2.106e-1,9.944e-16
279.879,3.271e-1,1.583e-10,3.271e-1,2.476e-15
279.884,4.767e-1,1.583e-10,4.767e-1,5.785e-15
279.889,6.517e-1,1.582e-10,6.517e-1,1.268e-14
279.894,8.359e-1,1.581e-10,8.359e-1,2.607e-14
279.899,1.006e+0,1.580e-10,1.006e+0,5.030e-14
279.904,1.135e+0,1.579e-10,1.135e+0,9.105e-14
279.909,1.203e+0,1.579e-10,1.203e+0,1.546e-13
279.914,1.195e+0,1.578e-10,1.195e+0,2.463e-13
279.919,1.114e+0,1.577e-10,1.114e+0,3.682e-13
279.924,9.742e-1,1.576e-10,9.742e-1,5.163e-13
279.929,7.994e-1,1.576e-10,7.994e-1,6.793e-13
279.934,6.153e-1,1.575e-10,6.153e-1,8.385e-13
279.939,4.444e-1,1.574e-10,4.444e-1,9.710e-13
279.944,3.011e-1,1.573e-10,3.011e-1,1.055e-12
279.949,1.914e-1,1.573e-10,1.914e-1,1.075e-12
279.954,1.141e-1,1.572e-10,1.141e-1,1.028e-12
279.959,6.386e-2,1.571e-10,6.386e-2,9.227e-13
279.964,3.352e-2,1.570e-10,3.352e-2,7.767e-13
279.969,1.651e-2,1.569e-10,1.651e-2,6.134e-13
279.974,7.626e-3,1.569e-10,7.626e-3,4.545e-13
279.979,3.306e-3,1.568e-10,3.306e-3,3.159e-13
279.984,1.344e-3,1.567e-10,1.344e-3,2.060e-13
279.989,5.128e-4,1.566e-10,5.128e-4,1.261e-13
279.994,1.836e-4,1.566e-10,1.836e-4,7.236e-14
279.999,6.188e-5,1.565e-10,6.188e-5,3.897e-14
280.004,2.048e-5,1.564e-10,2.048e-5,1.969e-14
280.009,1.018e-5,1.563e-10,1.018e-5,9.335e-15
280.014,1.898e-5,1.562e-10,1.898e-5,4.152e-15
280.019,6.431e-5,1.562e-10,6.431e-5,1.732e-15
280.024,2.206e-4,1.561e-10,2.206e-4,6.781e-16
280.029,7.144e-4,1.560e-10,7.144e-4,2.491e-16
280.034,2.174e-3,1.559e-10,2.174e-3,8.582e-17
280.039,6.216e-3,1.559e-10,6.216e-3,2.774e-17
280.044,1.669e-2,1.558e-10,1.669e-2,8.415e-18
280.049,4.213e-2,1.557e-10,4.213e-2,2.394e-18
280.054,9.994e-2,1.556e-10,9.994e-2,6.392e-19
280.059,2.228e-1,1.556e-10,2.228e-1,1.601e-19
280.064,4.672e-1,1.555e-10,4.672e-1,3.762e-20
280.069,9.215e-1,1.554e-10,9.215e-1,8.294e-21
280.074,1.710e+0,1.553e-10,1.710e+0,1.715e-21
280.079,2.988e+0,1.552e-10,2.988e+0,3.329e-22
280.084,4.919e+0,1.552e-10,4.919e+0,6.060e-23
280.089,7.634e+0,1.551e-10,7.634e+0,1.035e-23
280.094,1.118e+1,1.550e-10,1.118e+1,1.659e-24
280.099,1.546e+1,1.549e-10,1.546e+1,2.494e-25
280.104,2.022e+1,1.549e-10,2.022e+1,3.518e-26
280.109,2.504e+1,1.548e-10,2.504e+1,4.655e-27
280.114,2.940e+1,1.547e-10,2.940e+1,5.779e-28
280.119,3.280e+1,1.546e-10,3.280e+1,6.732e-29
280.124,3.481e+1,1.546e-10,3.481e+1,7.356e-30
280.129,3.521e+1,1.545e-10,3.521e+1,7.283e-30
280.134,3.397e+1,1.544e-10,3.397e+1,7.210e-30
280.139,3.129e+1,1.543e-10,3.129e+1,7.137e-30
280.144,2.753e+1,1.542e-10,2.753e+1,7.064e-30
280.149,2.314e+1,1.542e-10,2.314e+1,6.991e-30
280.154,1.857e+1,1.541e-10,1.857e+1,6.918e-30
280.159,1.420e+1,1.540e-10,1.420e+1,6.845e-30
280.164,1.034e+1,1.539e-10,1.034e+1,6.771e-30
280.169,7.164e+0,1.539e-10,7.164e+0,6.698e-30
280.173,5.143e+0,1.538e-10,5.143e+0,6.640e-30
280.178,3.241e+0,1.537e-10,3.241e+0,6.567e-30
280.183,1.939e+0,1.536e-10,1.939e+0,6.494e-30
280.188,1.108e+0,1.536e-10,1.108e+0,6.421e-30
280.193,6.211e-1,1.535e-10,6.211e-1,6.347e-30
280.198,3.710e-1,1.534e-10,3.710e-1,6.274e-30
280.203,2.791e-1,1.533e-10,2.791e-1,6.201e-30
280.208,2.935e-1,1.533e-10,2.935e-1,6.128e-30
280.213,3.821e-1,1.532e-10,3.821e-1,6.055e-30
280.218,5.228e-1,1.531e-10,5.228e-1,5.982e-30
280.223,6.958e-1,1.530e-10,6.958e-1,5.909e-30
280.228,8.782e-1,1.529e-10,8.782e-1,5.836e-30
280.233,1.044e+0,1.529e-10,1.044e+0,5.763e-30
280.238,1.169e+0,1.528e-10,1.169e+0,5.689e-30
280.243,1.233e+0,1.527e-10,1.233e+0,5.616e-30
280.248,1.233e+0,1.526e-10,1.233e+0,5.543e-30
280.253,1.178e+0,1.526e-10,1.178e+0,5.470e-30
280.258,1.094e+0,1.525e-10,1.094e+0,5.397e-30
280.263,1.013e+0,1.524e-10,1.013e+0,5.324e-30
280.268,9.662e-1,1.523e-10,9.662e-1,5.251e-30
280.273,9.752e-1,1.523e-10,9.752e-1,5.178e-30
280.278,1.045e+0,1.522e-10,1.045e+0,5.105e-30
280.283,1.161e+0,1.521e-10,1.161e+0,5.032e-30
280.288,1.298e+0,1.520e-10,1.298e+0,4.958e-30
280.293,1.423e+0,1.519e-10,1.423e+0,4.885e-30
280.298,1.509e+0,1.519e-10,1.509e+0,4.812e-30
280.303,1.542e+0,1.518e-10,1.542e+0,4.739e-30
280.308,1.526e+0,1.517e-10,1.526e+0,4.666e-30
280.313,1.479e+0,1.516e-10,1.479e+0,4.593e-30
280.318,1.428e+0,1.516e-10,1.428e+0,4.520e-30
280.323,1.392e+0,1.515e-10,1.392e+0,4.447e-30
280.328,1.382e+0,1.514e-10,1.382e+0,4.374e-30
280.333,1.389e+0,1.513e-10,1.389e+0,4.300e-30
280.338,1.393e+0,1.513e-10,1.393e+0,4.227e-30
280.343,1.372e+0,1.512e-10,1.372e+0,4.154e-30
280.348,1.305e+0,1.511e-10,1.305e+0,4.081e-30
280.353,1.186e+0,1.510e-10,1.186e+0,4.008e-30
280.358,1.023e+0,1.509e-10,1.023e+0,3.935e-30
280.363,8.326e-1,1.509e-10,8.326e-1,3.862e-30
280.368,6.384e-1,1.508e-10,6.384e-1,3.789e-30
280.373,4.603e-1,1.507e-10,4.603e-1,3.716e-30
280.378,3.118e-1,1.506e-10,3.118e-1,3.643e-30
280.383,1.983e-1,1.506e-10,1.983e-1,3.569e-30
280.388,1.184e-1,1.505e-10,1.184e-1,3.496e-30
280.393,6.634e-2,1.504e-10,6.634e-2,3.423e-30
280.398,3.488e-2,1.503e-10,3.488e-2,3.350e-30
280.403,1.722e-2,1.502e-10,1.722e-2,3.277e-30
280.408,7.972e-3,1.502e-10,7.972e-3,3.204e-30
280.413,3.464e-3,1.501e-10,3.464e-3,3.131e-30
280.418,1.413e-3,1.500e-10,1.413e-3,3.058e-30
280.423,5.406e-4,1.499e-10,5.406e-4,2.985e-30
280.428,1.941e-4,1.499e-10,1.941e-4,2.912e-30
280.433,6.540e-5,1.498e-10,6.540e-5,2.838e-30
280.438,2.068e-5,1.497e-10,2.068e-5,2.765e-30
280.443,6.134e-6,1.496e-10,6.134e-6,2.692e-30
280.448,1.708e-6,1.496e-10,1.708e-6,2.619e-30
280.453,4.461e-7,1.495e-10,4.461e-7,2.546e-30
280.458,1.094e-7,1.494e-10,1.094e-7,2.473e-30
280.463,2.515e-8,1.493e-10,2.515e-8,2.400e-30
280.468,5.429e-9,1.492e-10,5.429e-9,2.327e-30
280.473,1.100e-9,1.492e-10,1.100e-9,2.254e-30
280.478,2.090e-10,1.491e-10,2.090e-10,2.180e-30
280.483,3.727e-11,1.490e-10,3.727e-11,2.107e-30
280.488,6.237e-12,1.489e-10,6.237e-12,2.034e-30
280.493,9.794e-13,1.489e-10,9.794e-13,1.961e-30
280.498,1.443e-13,1.488e-10,1.443e-13,1.888e-30
280.503,1.996e-14,1.487e-10,1.996e-14,1.815e-30
280.508,2.589e-15,1.486e-10,2.589e-15,1.742e-30
280.513,3.152e-16,1.486e-10,3.152e-16,1.669e-30
280.518,3.602e-17,1.485e-10,3.602e-17,1.596e-30
280.523,3.861e-18,1.484e-10,3.861e-18,1.523e-30
280.623,6.042e-32,1.469e-10,3.597e-18,6.042e-32
280.628,6.037e-31,1.468e-10,3.584e-18,6.037e-31
280.633,5.662e-30,1.467e-10,3.571e-18,5.662e-30
280.638,4.983e-29,1.466e-10,3.558e-18,4.983e-29
280.643,4.117e-28,1.465e-10,3.545e-18,4.117e-28
280.648,3.192e-27,1.465e-10,3.532e-18,3.192e-27
280.653,2.323e-26,1.464e-10,3.518e-18,2.323e-26
280.658,1.586e-25,1.463e-10,3.505e-18,1.586e-25
280.663,1.017e-24,1.462e-10,3.492e-18,1.017e-24
280.668,6.118e-24,1.462e-10,3.479e-18,6.118e-24
280.673,3.455e-23,1.461e-10,3.466e-18,3.455e-23
280.678,1.831e-22,1.460e-10,3.453e-18,1.831e-22
280.683,9.108e-22,1.459e-10,3.439e-18,9.108e-22
280.688,4.252e-21,1.459e-10,3.426e-18,4.252e-21
280.693,1.863e-20,1.458e-10,3.413e-18,1.863e-20
280.698,7.662e-20,1.457e-10,3.400e-18,7.662e-20
280.703,2.957e-19,1.456e-10,3.387e-18,2.957e-19
280.708,1.071e-18,1.455e-10,3.373e-18,1.071e-18
280.713,3.643e-18,1.455e-10,3.360e-18,3.643e-18
280.718,1.162e-17,1.454e-10,3.347e-18,1.162e-17
280.723,3.482e-17,1.453e-10,3.334e-18,3.482e-17
280.728,9.788e-17,1.452e-10,3.321e-18,9.788e-17
280.733,2.582e-16,1.452e-10,3.308e-18,2.582e-16
280.738,6.395e-16,1.451e-10,3.294e-18,6.395e-16
280.743,1.486e-15,1.450e-10,3.281e-18,1.486e-15
280.748,3.242e-15,1.449e-10,3.268e-18,3.242e-15
280.753,6.637e-15,1.448e-10,3.255e-18,6.637e-15
280.758,1.275e-14,1.448e-10,3.242e-18,1.275e-14
280.763,2.300e-14,1.447e-10,3.228e-18,2.300e-14
280.768,3.893e-14,1.446e-10,3.215e-18,3.893e-14
280.773,6.185e-14,1.445e-10,3.202e-18,6.185e-14
280.778,9.222e-14,1.445e-10,3.189e-18,9.222e-14
280.783,1.291e-13,1.444e-10,3.176e-18,1.291e-13
280.788,1.695e-13,1.443e-10,3.163e-18,1.695e-13
280.793,2.090e-13,1.442e-10,3.149e-18,2.090e-13
280.798,2.418e-13,1.442e-10,3.136e-18,2.418e-13
280.803,2.626e-13,1.441e-10,3.123e-18,2.626e-13
280.808,2.676e-13,1.440e-10,3.110e-18,2.676e-13
280.813,2.560e-13,1.439e-10,3.097e-18,2.560e-13
280.818,2.298e-13,1.438e-10,3.083e-18,2.298e-13
280.823,1.937e-13,1.438e-10,3.070e-18,1.937e-13
280.828,1.532e-13,1.437e-10,3.057e-18,1.532e-13
280.833,1.137e-13,1.436e-10,3.044e-18,1.137e-13
280.838,7.920e-14,1.435e-10,3.031e-18,7.920e-14
280.843,5.179e-14,1.435e-10,3.018e-18,5.179e-14
280.848,3.178e-14,1.434e-10,3.004e-18,3.178e-14
280.853,1.831e-14,1.433e-10,2.991e-18,1.831e-14
280.858,9.896e-15,1.432e-10,2.978e-18,9.896e-15
280.863,5.021e-15,1.432e-10,2.965e-18,5.021e-15
280.868,2.391e-15,1.431e-10,2.952e-18,2.391e-15
280.873,1.069e-15,1.430e-10,2.938e-18,1.069e-15
280.878,4.483e-16,1.429e-10,2.925e-18,4.483e-16
280.883,1.765e-16,1.428e-10,2.912e-18,1.765e-16
280.888,6.523e-17,1.428e-10,2.899e-18,6.523e-17
280.893,2.262e-17,1.427e-10,2.886e-18,2.262e-17
280.897,9.264e-18,1.426e-10,2.875e-18,9.264e-18
280.902,2.866e-18,1.426e-10,2.862e-18,2.866e-18
280.907,8.324e-19,1.425e-10,2.849e-18,8.324e-19
280.912,2.269e-19,1.424e-10,2.836e-18,2.269e-19
280.917,5.804e-20,1.423e-10,2.822e-18,5.804e-20
280.922,1.394e-20,1.422e-10,2.809e-18,1.394e-20
280.927,3.140e-21,1.422e-10,2.796e-18,3.140e-21
280.932,6.642e-22,1.421e-10,2.783e-18,6.642e-22
280.937,1.318e-22,1.420e-10,2.770e-18,1.318e-22
280.942,2.456e-23,1.419e-10,2.757e-18,2.456e-23
280.947,4.295e-24,1.419e-10,2.743e-18,4.295e-24
280.952,7.049e-25,1.418e-10,2.730e-18,7.049e-25
280.957,1.086e-25,1.417e-10,2.717e-18,1.086e-25
280.962,1.570e-26,1.416e-10,2.704e-18,1.570e-26
280.967,2.130e-27,1.415e-10,2.691e-18,2.130e-27
280.972,2.712e-28,1.415e-10,2.678e-18,2.712e-28
280.977,3.242e-29,1.414e-10,2.664e-18,3.242e-29
280.982,3.637e-30,1.413e-10,2.651e-18,3.637e-30
280.987,3.829e-31,1.412e-10,2.638e-18,3.829e-31
281.876,2.946e-19,1.275e-10,2.946e-19,4.679e-31
281.881,2.848e-18,1.275e-10,2.848e-18,4.684e-31
281.886,2.586e-17,1.274e-10,2.586e-17,4.688e-31
281.891,2.204e-16,1.273e-10,2.204e-16,4.693e-31
281.896,1.765e-15,1.272e-10,1.765e-15,4.698e-31
281.901,1.327e-14,1.271e-10,1.327e-14,4.703e-31
281.906,9.370e-14,1.271e-10,9.370e-14,4.708e-31
281.911,6.213e-13,1.270e-10,6.213e-13,4.712e-31
281.916,3.869e-12,1.269e-10,3.869e-12,4.717e-31
281.921,2.262e-11,1.268e-10,2.262e-11,4.722e-31
281.926,1.242e-10,1.268e-10,1.242e-10,4.727e-31
281.931,6.407e-10,1.267e-10,6.407e-10,4.731e-31
281.936,3.102e-9,1.266e-10,3.102e-9,4.736e-31
281.941,1.411e-8,1.265e-10,1.411e-8,4.741e-31
281.946,6.026e-8,1.264e-10,6.026e-8,4.746e-31
281.951,2.417e-7,1.264e-10,2.417e-7,4.751e-31
281.956,9.102e-7,1.263e-10,9.102e-7,4.755e-31
281.961,3.219e-6,1.262e-10,3.219e-6,4.760e-31
281.966,1.069e-5,1.261e-10,1.069e-5,4.765e-31
281.971,3.335e-5,1.261e-10,3.335e-5,4.770e-31
281.976,9.768e-5,1.260e-10,9.768e-5,4.774e-31
281.981,2.687e-4,1.259e-10,2.687e-4,4.779e-31
281.986,6.941e-4,1.258e-10,6.941e-4,4.784e-31
281.991,1.684e-3,1.258e-10,1.684e-3,4.789e-31
281.996,3.835e-3,1.257e-10,3.835e-3,4.794e-31
282.001,8.205e-3,1.256e-10,8.205e-3,4.798e-31
282.006,1.648e-2,1.255e-10,1.648e-2,4.803e-31
282.011,3.110e-2,1.254e-10,3.110e-2,4.808e-31
282.016,5.509e-2,1.254e-10,5.509e-2,4.813e-31
282.021,9.166e-2,1.253e-10,9.166e-2,4.817e-31
282.026,1.432e-1,1.252e-10,1.432e-1,4.822e-31
282.031,2.101e-1,1.251e-10,2.101e-1,4.827e-31
282.036,2.895e-1,1.251e-10,2.895e-1,4.832e-31
282.041,3.746e-1,1.250e-10,3.746e-1,4.837e-31
282.046,4.552e-1,1.249e-10,4.552e-1,4.841e-31
282.051,5.194e-1,1.248e-10,5.194e-1,4.846e-31
282.056,5.566e-1,1.248e-10,5.566e-1,4.851e-31
282.061,5.601e-1,1.247e-10,5.601e-1,4.856e-31
282.066,5.293e-1,1.246e-10,5.293e-1,4.860e-31
282.071,4.697e-1,1.245e-10,4.697e-1,4.865e-31
282.076,3.915e-1,1.244e-10,3.915e-1,4.870e-31
282.081,3.064e-1,1.244e-10,3.064e-1,4.875e-31
282.086,2.252e-1,1.243e-10,2.252e-1,4.880e-31
282.091,1.554e-1,1.242e-10,1.554e-1,4.884e-31
282.096,1.007e-1,1.241e-10,1.007e-1,4.889e-31
282.101,6.131e-2,1.241e-10,6.131e-2,4.894e-31
282.106,3.504e-2,1.240e-10,3.504e-2,4.899e-31
282.111,1.881e-2,1.239e-10,1.881e-2,4.903e-31
282.116,9.481e-3,1.238e-10,9.481e-3,4.908e-31
282.121,4.488e-3,1.237e-10,4.488e-3,4.913e-31
282.126,1.995e-3,1.237e-10,1.995e-3,4.918e-31
282.131,8.328e-4,1.236e-10,8.328e-4,4.923e-31
282.136,3.265e-4,1.235e-10,3.265e-4,4.927e-31
282.141,1.202e-4,1.234e-10,1.202e-4,4.932e-31
282.146,4.156e-5,1.234e-10,4.156e-5,4.937e-31
282.151,1.349e-5,1.233e-10,1.349e-5,4.942e-31
282.156,4.116e-6,1.232e-10,4.116e-6,4.946e-31
282.161,1.190e-6,1.231e-10,1.190e-6,4.951e-31
282.166,3.697e-7,1.231e-10,3.697e-7,4.956e-31
282.171,2.975e-7,1.230e-10,2.975e-7,4.961e-31
282.176,8.573e-7,1.229e-10,8.573e-7,4.966e-31
282.181,3.039e-6,1.228e-10,3.039e-6,4.970e-31
282.186,1.032e-5,1.227e-10,1.032e-5,4.975e-31
282.191,3.293e-5,1.227e-10,3.293e-5,4.980e-31
282.196,9.875e-5,1.226e-10,9.875e-5,4.985e-31
282.201,2.781e-4,1.225e-10,2.781e-4,4.989e-31
282.206,7.355e-4,1.224e-10,7.355e-4,4.994e-31
282.211,1.827e-3,1.224e-10,1.827e-3,4.999e-31
282.216,4.262e-3,1.223e-10,4.262e-3,5.004e-31
282.221,9.339e-3,1.222e-10,9.339e-3,5.009e-31
282.226,1.922e-2,1.221e-10,1.922e-2,5.013e-31
282.231,3.714e-2,1.221e-10,3.714e-2,5.018e-31
282.236,6.741e-2,1.220e-10,6.741e-2,5.023e-31
282.241,1.149e-1,1.219e-10,1.149e-1,5.028e-31
282.246,1.840e-1,1.218e-10,1.840e-1,5.032e-31
282.251,2.766e-1,1.217e-10,2.766e-1,5.037e-31
282.256,3.906e-1,1.217e-10,3.906e-1,5.042e-31
282.261,5.181e-1,1.216e-10,5.181e-1,5.047e-31
282.266,6.453e-1,1.215e-10,6.453e-1,5.052e-31
282.271,7.549e-1,1.214e-10,7.549e-1,5.056e-31
282.276,8.294e-1,1.214e-10,8.294e-1,5.061e-31
282.281,8.558e-1,1.213e-10,8.558e-1,5.066e-31
282.286,8.294e-1,1.212e-10,8.294e-1,5.071e-31
282.291,7.549e-1,1.211e-10,7.549e-1,5.075e-31
282.296,6.453e-1,1.210e-10,6.453e-1,5.080e-31
282.301,5.181e-1,1.210e-10,5.181e-1,5.085e-31
282.306,3.906e-1,1.209e-10,3.906e-1,5.090e-31
282.311,2.766e-1,1.208e-10,2.766e-1,5.095e-31
282.316,1.840e-1,1.207e-10,1.840e-1,5.099e-31
282.321,1.149e-1,1.207e-10,1.149e-1,5.104e-31
282.326,6.741e-2,1.206e-10,6.741e-2,5.109e-31
282.331,3.714e-2,1.205e-10,3.714e-2,5.114e-31
282.336,1.922e-2,1.204e-10,1.922e-2,5.118e-31
282.341,9.339e-3,1.204e-10,9.339e-3,5.123e-31
282.345,5.011e-3,1.203e-10,5.011e-3,5.127e-31
282.350,2.175e-3,1.202e-10,2.175e-3,5.132e-31
282.355,8.868e-4,1.201e-10,8.868e-4,5.137e-31
282.360,3.395e-4,1.201e-10,3.395e-4,5.141e-31
282.365,1.221e-4,1.200e-10,1.221e-4,5.146e-31
282.370,4.123e-5,1.199e-10,4.123e-5,5.151e-31
282.375,1.308e-5,1.198e-10,1.308e-5,5.156e-31
282.380,3.895e-6,1.198e-10,3.895e-6,5.161e-31
282.385,1.090e-6,1.197e-10,1.090e-6,5.165e-31
282.390,2.863e-7,1.196e-10,2.863e-7,5.170e-31
282.395,7.066e-8,1.195e-10,7.066e-8,5.175e-31
282.400,1.638e-8,1.194e-10,1.638e-8,5.180e-31
282.405,3.565e-9,1.194e-10,3.565e-9,5.184e-31
282.410,7.287e-10,1.193e-10,7.287e-10,5.189e-31
282.415,1.399e-10,1.192e-10,1.399e-10,5.194e-31
282.420,2.523e-11,1.191e-10,2.523e-11,5.199e-31
282.425,4.272e-12,1.191e-10,4.272e-12,5.204e-31
282.430,6.795e-13,1.190e-10,6.795e-13,5.208e-31
282.435,1.015e-13,1.189e-10,1.015e-13,5.213e-31
282.440,1.424e-14,1.188e-10,1.424e-14,5.218e-31
282.445,1.876e-15,1.188e-10,1.876e-15,5.223e-31
282.450,2.322e-16,1.187e-10,2.322e-16,5.227e-31
282.455,2.698e-17,1.186e-10,2.698e-17,5.232e-31
282.460,2.945e-18,1.185e-10,2.945e-18,5.237e-31
283.484,8.095e-14,1.027e-10,8.095e-14,6.215e-31
283.489,7.917e-13,1.026e-10,7.917e-13,6.220e-31
283.494,7.277e-12,1.026e-10,7.277e-12,6.225e-31
283.499,6.286e-11,1.025e-10,6.286e-11,6.230e-31
283.504,5.102e-10,1.024e-10,5.102e-10,6.235e-31
283.509,3.892e-9,1.023e-10,3.892e-9,6.239e-31
283.514,2.790e-8,1.023e-10,2.790e-8,6.244e-31
283.519,1.880e-7,1.022e-10,1.880e-7,6.249e-31
283.524,1.190e-6,1.021e-10,1.190e-6,6.254e-31
283.529,7.079e-6,1.020e-10,7.079e-6,6.258e-31
283.534,3.958e-5,1.020e-10,3.958e-5,6.263e-31
283.539,2.080e-4,1.019e-10,2.080e-4,6.268e-31
283.544,1.027e-3,1.018e-10,1.027e-3,6.273e-31
283.549,4.765e-3,1.017e-10,4.765e-3,6.278e-31
283.554,2.078e-2,1.016e-10,2.078e-2,6.282e-31
283.559,8.515e-2,1.016e-10,8.515e-2,6.287e-31
283.564,3.279e-1,1.015e-10,3.279e-1,6.292e-31
283.569,1.187e+0,1.014e-10,1.187e+0,6.297e-31
283.574,4.036e+0,1.013e-10,4.036e+0,6.301e-31
283.579,1.290e+1,1.013e-10,1.290e+1,6.306e-31
283.584,3.875e+1,1.012e-10,3.875e+1,6.311e-31
283.589,1.094e+2,1.011e-10,1.094e+2,6.316e-31
283.594,2.901e+2,1.010e-10,2.901e+2,6.321e-31
283.599,7.232e+2,1.010e-10,7.232e+2,6.325e-31
283.604,1.694e+3,1.009e-10,1.694e+3,6.330e-31
283.609,3.730e+3,1.008e-10,3.730e+3,6.335e-31
283.614,7.716e+3,1.007e-10,7.716e+3,6.340e-31
283.619,1.500e+4,1.006e-10,1.500e+4,6.344e-31
283.624,2.741e+4,1.006e-10,2.741e+4,6.349e-31
283.629,4.706e+4,1.005e-10,4.706e+4,6.354e-31
