Wavelength (nm),Sum(calc),Al I (3.9e-2),Al II (7.6e-1),Al III (5.6e-4),Si I (2.2e-2),Si II (1.8e-1),Si III (1.5e-4)
569.603,1.149e+2,,3.665e-12,1.149e+2,,1.779e-12,4.888e-4
569.608,1.360e+2,,3.665e-12,1.360e+2,,1.767e-12,5.589e-4
569.613,1.584e+2,,3.666e-12,1.584e+2,,1.755e-12,6.293e-4
569.618,1.817e+2,,3.667e-12,1.817e+2,,1.743e-12,6.978e-4
569.623,2.052e+2,,3.668e-12,2.052e+2,,1.731e-12,7.619e-4
569.628,2.282e+2,,3.668e-12,2.282e+2,,1.719e-12,8.192e-4
569.633,2.499e+2,,3.669e-12,2.499e+2,,1.707e-12,8.674e-4
569.638,2.695e+2,,3.670e-12,2.695e+2,,1.695e-12,9.044e-4
569.643,2.862e+2,,3.671e-12,2.862e+2,,1.683e-12,9.286e-4
569.648,2.993e+2,,3.671e-12,2.993e+2,,1.671e-12,9.389e-4
569.653,3.082e+2,,3.672e-12,3.082e+2,,1.659e-12,9.349e-4
569.658,3.125e+2,,3.673e-12,3.125e+2,,1.647e-12,9.168e-4
569.663,3.120e+2,,3.674e-12,3.120e+2,,1.635e-12,8.855e-4
569.668,3.067e+2,,3.674e-12,3.067e+2,,1.623e-12,8.423e-4
569.673,2.970e+2,,3.675e-12,2.970e+2,,1.611e-12,7.892e-4
569.678,2.831e+2,,3.676e-12,2.831e+2,,1.599e-12,7.284e-4
569.683,2.658e+2,,3.677e-12,2.658e+2,,1.587e-12,6.623e-4
569.688,2.457e+2,,3.677e-12,2.457e+2,,1.575e-12,5.933e-4
569.693,2.237e+2,,3.678e-12,2.237e+2,,1.563e-12,5.239e-4
569.698,2.005e+2,,3.679e-12,2.005e+2,,1.551e-12,4.560e-4
569.703,1.770e+2,,3.680e-12,1.770e+2,,1.539e-12,3.914e-4
569.708,1.538e+2,,3.680e-12,1.538e+2,,1.527e-12,3.314e-4
569.713,1.316e+2,,3.681e-12,1.316e+2,,1.515e-12,2.770e-4
569.718,1.109e+2,,3.682e-12,1.109e+2,,1.503e-12,2.287e-4
569.723,9.208e+1,,3.683e-12,9.208e+1,,1.491e-12,1.867e-4
569.728,7.525e+1,,3.683e-12,7.525e+1,,1.479e-12,1.509e-4
569.733,6.055e+1,,3.684e-12,6.055e+1,,1.467e-12,1.208e-4
569.738,4.798e+1,,3.685e-12,4.798e+1,,1.455e-12,9.608e-5
569.743,3.744e+1,,3.686e-12,3.744e+1,,1.443e-12,7.599e-5
569.748,2.877e+1,,3.686e-12,2.877e+1,,1.431e-12,5.990e-5
569.753,2.177e+1,,3.687e-12,2.177e+1,,1.419e-12,4.715e-5
569.758,1.622e+1,,3.688e-12,1.622e+1,,1.407e-12,3.715e-5
569.763,1.190e+1,,3.689e-12,1.190e+1,,1.395e-12,2.934e-5
569.768,8.597e+0,,3.689e-12,8.597e+0,,1.383e-12,2.326e-5
569.773,6.116e+0,,3.690e-12,6.116e+0,,1.371e-12,1.852e-5
569.778,4.284e+0,,3.691e-12,4.284e+0,,1.359e-12,1.480e-5
569.783,2.955e+0,,3.692e-12,2.955e+0,,1.347e-12,1.186e-5
569.788,2.007e+0,,3.692e-12,2.007e+0,,3.971e-12,9.521e-6
569.793,1.343e+0,,3.693e-12,1.343e+0,,1.153e-11,7.640e-6
569.798,8.844e-1,,3.694e-12,8.844e-1,,3.297e-11,6.115e-6
569.803,5.736e-1,,3.695e-12,5.736e-1,,9.283e-11,4.871e-6
569.808,3.664e-1,,3.695e-12,3.664e-1,,2.574e-10,3.856e-6
569.813,2.304e-1,,3.696e-12,2.304e-1,,7.028e-10,3.027e-6
569.818,1.427e-1,,3.697e-12,1.427e-1,,1.890e-9,2.353e-6
569.823,8.702e-2,,3.698e-12,8.702e-2,,5.003e-9,1.809e-6
569.828,5.225e-2,,3.698e-12,5.225e-2,,1.304e-8,1.375e-6
569.833,3.090e-2,,3.699e-12,3.090e-2,,3.349e-8,1.031e-6
569.838,1.799e-2,,3.700e-12,1.799e-2,,8.467e-8,7.633e-7
569.843,1.032e-2,,3.701e-12,1.032e-2,,2.108e-7,5.573e-7
569.848,5.825e-3,,3.701e-12,5.824e-3,,5.168e-7,4.011e-7
569.853,3.240e-3,,3.702e-12,3.238e-3,,1.248e-6,2.846e-7
569.858,1.776e-3,,3.703e-12,1.773e-3,,2.966e-6,1.989e-7
569.863,9.628e-4,,3.704e-12,9.557e-4,,6.945e-6,1.370e-7
569.868,5.235e-4,,3.704e-12,5.073e-4,,1.601e-5,9.296e-8
569.873,3.016e-4,,3.705e-12,2.652e-4,,3.635e-5,6.213e-8
569.878,2.178e-4,,3.706e-12,1.365e-4,,8.125e-5,4.090e-8
569.883,2.481e-4,,3.707e-12,6.920e-5,,1.789e-4,2.652e-8
569.888,4.223e-4,,3.707e-12,3.454e-5,,3.877e-4,1.693e-8
569.893,8.447e-4,,3.708e-12,1.698e-5,,8.277e-4,1.065e-8
569.898,1.748e-3,,3.709e-12,8.216e-6,,1.740e-3,6.592e-9
569.903,3.606e-3,,3.710e-12,3.916e-6,,3.602e-3,4.020e-9
569.908,7.344e-3,,3.710e-12,1.838e-6,,7.342e-3,2.414e-9
569.913,1.474e-2,,3.711e-12,8.492e-7,,1.474e-2,1.427e-9
569.918,2.913e-2,,3.712e-12,3.864e-7,,2.913e-2,8.312e-10
569.923,5.671e-2,,3.713e-12,1.732e-7,,5.671e-2,4.767e-10
569.928,1.087e-1,,3.713e-12,7.641e-8,,1.087e-1,2.692e-10
569.933,2.052e-1,,3.714e-12,3.320e-8,,2.052e-1,1.497e-10
569.938,3.813e-1,,3.715e-12,1.420e-8,,3.813e-1,8.195e-11
569.943,6.980e-1,,3.716e-12,5.984e-9,,6.980e-1,4.418e-11
569.948,1.258e+0,,3.716e-12,2.483e-9,,1.258e+0,2.346e-11
569.953,2.233e+0,,3.717e-12,1.014e-9,,2.233e+0,1.227e-11
569.958,3.903e+0,,3.718e-12,4.080e-10,,3.903e+0,6.315e-12
569.962,6.033e+0,,3.719e-12,1.948e-10,,6.033e+0,3.672e-12
569.967,1.026e+1,,3.719e-12,7.621e-11,,1.026e+1,1.839e-12
569.972,1.717e+1,,3.720e-12,2.936e-11,,1.717e+1,9.067e-13
569.977,2.831e+1,,3.721e-12,1.114e-11,,2.831e+1,4.403e-13
569.982,4.596e+1,,3.722e-12,4.162e-12,,4.596e+1,2.105e-13
569.987,7.347e+1,,3.722e-12,1.531e-12,,7.347e+1,9.912e-14
569.992,1.157e+2,,3.723e-12,5.547e-13,,1.157e+2,4.596e-14
569.997,1.793e+2,,3.724e-12,1.979e-13,,1.793e+2,2.098e-14
570.002,2.737e+2,,3.724e-12,6.951e-14,,2.737e+2,9.433e-15
570.007,4.114e+2,,3.725e-12,2.404e-14,,4.114e+2,4.176e-15
570.012,6.091e+2,,3.726e-12,8.190e-15,,6.091e+2,1.821e-15
570.017,8.878e+2,,3.727e-12,8.180e-15,,8.878e+2,7.815e-16
570.022,1.274e+3,,3.727e-12,8.171e-15,,1.274e+3,3.304e-16
570.027,1.801e+3,,3.728e-12,8.162e-15,,1.801e+3,1.375e-16
570.032,2.508e+3,,3.729e-12,8.152e-15,,2.508e+3,5.637e-17
570.037,3.437e+3,,3.730e-12,8.143e-15,,3.437e+3,2.275e-17
570.042,4.639e+3,,3.730e-12,8.134e-15,,4.639e+3,9.043e-18
570.047,6.167e+3,,3.731e-12,8.124e-15,,6.167e+3,3.539e-18
570.052,8.071e+3,,3.732e-12,8.115e-15,,8.071e+3,1.364e-18
570.057,1.040e+4,,3.733e-12,8.105e-15,,1.040e+4,5.177e-19
570.062,1.320e+4,,3.733e-12,8.096e-15,,1.320e+4,1.935e-19
570.067,1.650e+4,,3.734e-12,8.087e-15,,1.650e+4,7.119e-20
570.072,2.031e+4,,3.735e-12,8.077e-15,,2.031e+4,2.580e-20
570.077,2.462e+4,,3.736e-12,8.068e-15,,2.462e+4,9.205e-21
570.082,2.938e+4,,3.736e-12,8.059e-15,,2.938e+4,3.235e-21
570.087,3.453e+4,,3.737e-12,8.049e-15,,3.453e+4,1.119e-21
570.092,3.997e+4,,3.738e-12,8.040e-15,,3.997e+4,3.813e-22
570.097,4.555e+4,,3.739e-12,8.031e-15,,4.555e+4,1.366e-20
570.102,5.112e+4,,3.739e-12,8.021e-15,,5.112e+4,2.694e-20
570.107,5.649e+4,,3.740e-12,8.012e-15,,5.649e+4,4.021e-20
570.112,6.148e+4,,3.741e-12,8.002e-15,,6.148e+4,1.177e-19
570.117,6.589e+4,,3.742e-12,7.993e-15,,6.589e+4,3.393e-19
570.122,6.953e+4,,3.742e-12,7.984e-15,,6.953e+4,9.630e-19
570.127,7.226e+4,,3.743e-12,7.974e-15,,7.226e+4,2.692e-18
570.132,7.395e+4,,3.744e-12,7.965e-15,,7.395e+4,7.409e-18
570.137,7.452e+4,,3.745e-12,7.956e-15,,7.452e+4,2.008e-17
570.142,7.395e+4,,3.745e-12,7.946e-15,,7.395e+4,5.361e-17
570.147,7.226e+4,,3.746e-12,7.937e-15,,7.226e+4,1.409e-16
570.152,6.953e+4,,3.747e-12,7.927e-15,,6.953e+4,3.647e-16
570.157,6.589e+4,,3.748e-12,7.918e-15,,6.589e+4,9.297e-16
570.162,6.148e+4,,3.748e-12,7.909e-15,,6.148e+4,2.334e-15
570.167,5.649e+4,,3.749e-12,7.899e-15,,5.649e+4,5.769e-15
570.172,5.112e+4,,3.750e-12,7.890e-15,,5.112e+4,1.404e-14
570.177,4.555e+4,,3.751e-12,7.881e-15,,4.555e+4,3.366e-14
570.182,3.997e+4,,3.751e-12,7.871e-15,,3.997e+4,7.946e-14
570.187,3.453e+4,,3.752e-12,7.862e-15,,3.453e+4,1.847e-13
570.192,2.938e+4,,3.753e-12,7.853e-15,,2.938e+4,4.228e-13
570.197,2.462e+4,,3.754e-12,7.843e-15,,2.462e+4,9.530e-13
570.202,2.031e+4,,3.754e-12,7.834e-15,,2.031e+4,2.116e-12
570.207,1.650e+4,,3.755e-12,7.824e-15,,1.650e+4,4.625e-12
570.212,1.320e+4,,3.756e-12,7.815e-15,,1.320e+4,9.955e-12
570.217,1.040e+4,,3.757e-12,7.806e-15,,1.040e+4,2.110e-11
570.222,8.071e+3,,3.757e-12,7.796e-15,,8.071e+3,4.405e-11
570.227,6.167e+3,,3.758e-12,7.787e-15,,6.167e+3,9.056e-11
570.232,4.639e+3,,3.759e-12,7.778e-15,,4.639e+3,1.833e-10
570.237,3.437e+3,,3.760e-12,7.768e-15,,3.437e+3,3.654e-10
570.242,2.508e+3,,3.760e-12,7.759e-15,,2.508e+3,7.174e-10
570.247,1.801e+3,,3.761e-12,7.749e-15,,1.801e+3,1.387e-9
570.252,1.274e+3,,3.762e-12,7.740e-15,,1.274e+3,2.640e-9
570.257,8.878e+2,,3.763e-12,7.731e-15,,8.878e+2,4.949e-9
570.262,6.091e+2,,3.763e-12,7.721e-15,,6.091e+2,9.136e-9
570.267,4.114e+2,,3.764e-12,7.712e-15,,4.114e+2,1.661e-8
570.272,2.737e+2,,3.765e-12,7.703e-15,,2.737e+2,2.973e-8
570.277,1.793e+2,,3.766e-12,7.693e-15,,1.793e+2,5.241e-8
570.282,1.157e+2,,3.766e-12,7.684e-15,,1.157e+2,9.099e-8
570.287,7.347e+1,,3.767e-12,7.675e-15,,7.347e+1,1.555e-7
570.292,4.596e+1,,3.768e-12,7.665e-15,,4.596e+1,2.619e-7
570.297,2.831e+1,,3.769e-12,7.656e-15,,2.831e+1,4.341e-7
570.302,1.717e+1,,3.769e-12,7.646e-15,,1.717e+1,7.087e-7
570.307,1.026e+1,,3.770e-12,7.637e-15,,1.026e+1,1.139e-6
570.312,6.033e+0,,3.771e-12,7.628e-15,,6.033e+0,1.804e-6
570.317,3.495e+0,,3.772e-12,7.618e-15,,3.495e+0,2.812e-6
570.322,1.993e+0,,3.772e-12,7.609e-15,,1.993e+0,4.317e-6
570.327,1.120e+0,,3.773e-12,7.600e-15,,1.120e+0,6.527e-6
570.332,6.193e-1,,3.774e-12,7.590e-15,,6.193e-1,9.716e-6
570.337,3.373e-1,,3.775e-12,7.581e-15,,3.373e-1,1.424e-5
570.342,1.809e-1,,3.775e-12,7.572e-15,,1.809e-1,2.057e-5
570.347,9.558e-2,,3.776e-12,7.562e-15,,9.555e-2,2.924e-5
570.352,4.974e-2,,3.777e-12,7.553e-15,,4.970e-2,4.093e-5
570.357,2.551e-2,,3.778e-12,7.543e-15,,2.545e-2,5.643e-5
570.362,1.292e-2,,3.778e-12,7.534e-15,,1.284e-2,7.662e-5
570.367,6.484e-3,,3.779e-12,7.525e-15,,6.381e-3,1.024e-4
570.372,3.266e-3,,3.780e-12,7.515e-15,,3.131e-3,1.349e-4
570.377,1.707e-3,,3.781e-12,7.506e-15,,1.532e-3,1.748e-4
570.382,1.003e-3,,3.781e-12,7.497e-15,,7.796e-4,2.232e-4
570.387,7.611e-4,,3.782e-12,7.487e-15,,4.804e-4,2.807e-4
570.392,8.195e-4,,3.783e-12,7.478e-15,,4.720e-4,3.475e-4
570.397,1.171e-3,,3.784e-12,7.468e-15,,7.474e-4,4.236e-4
570.402,1.959e-3,,3.784e-12,7.459e-15,,1.450e-3,5.086e-4
570.407,3.540e-3,,3.785e-12,7.450e-15,,2.939e-3,6.014e-4
570.412,6.643e-3,,3.786e-12,7.440e-15,,5.943e-3,7.002e-4
570.417,1.267e-2,,3.787e-12,7.431e-15,,1.187e-2,8.028e-4
570.422,2.426e-2,,3.787e-12,7.422e-15,,2.336e-2,9.064e-4
570.427,4.628e-2,,3.788e-12,7.412e-15,,4.527e-2,1.008e-3
570.432,8.752e-2,,3.789e-12,7.403e-15,,8.641e-2,1.103e-3
570.437,1.636e-1,,3.790e-12,7.394e-15,,1.624e-1,1.190e-3
570.442,3.019e-1,,3.790e-12,7.384e-15,,3.006e-1,1.263e-3
570.447,5.493e-1,,3.791e-12,7.375e-15,,5.480e-1,1.321e-3
570.452,9.851e-1,,3.792e-12,7.365e-15,,9.837e-1,1.360e-3
570.457,1.740e+0,,3.793e-12,7.356e-15,,1.739e+0,1.379e-3
570.462,3.028e+0,,3.793e-12,7.347e-15,,3.027e+0,1.377e-3
570.467,5.190e+0,,3.794e-12,7.337e-15,,5.189e+0,1.354e-3
570.472,8.761e+0,,3.795e-12,7.328e-15,,8.759e+0,1.311e-3
570.477,1.456e+1,,3.796e-12,7.319e-15,,1.456e+1,1.250e-3
570.482,2.384e+1,,3.796e-12,7.309e-15,,2.384e+1,1.173e-3
570.487,3.843e+1,,3.797e-12,7.300e-15,,3.843e+1,1.085e-3
570.492,6.101e+1,,3.798e-12,7.290e-15,,6.101e+1,9.878e-4
570.497,9.537e+1,,3.799e-12,7.281e-15,,9.537e+1,8.857e-4
570.502,1.468e+2,,3.799e-12,7.272e-15,,1.468e+2,7.821e-4
570.507,2.226e+2,,3.800e-12,7.262e-15,,2.226e+2,6.800e-4
570.512,3.323e+2,,3.801e-12,7.253e-15,,3.323e+2,5.823e-4
570.517,4.886e+2,,3.802e-12,7.244e-15,,4.886e+2,4.910e-4
570.522,7.074e+2,,3.802e-12,7.234e-15,,7.074e+2,4.077e-4
570.527,1.009e+3,,3.803e-12,7.225e-15,,1.009e+3,3.334e-4
570.532,1.416e+3,,3.804e-12,7.216e-15,,1.416e+3,2.684e-4
570.537,1.958e+3,,3.805e-12,7.206e-15,,1.958e+3,2.128e-4
570.542,2.666e+3,,3.805e-12,7.197e-15,,2.666e+3,1.662e-4
570.547,3.574e+3,,3.806e-12,7.187e-15,,3.574e+3,1.278e-4
570.552,4.720e+3,,3.807e-12,7.178e-15,,4.720e+3,9.678e-5
570.557,6.137e+3,,3.808e-12,7.169e-15,,6.137e+3,7.217e-5
570.562,7.858e+3,,3.808e-12,7.159e-15,,7.858e+3,5.300e-5
570.567,9.908e+3,,3.809e-12,7.150e-15,,9.908e+3,3.833e-5
570.572,1.230e+4,,3.810e-12,7.141e-15,,1.230e+4,2.731e-5
570.577,1.504e+4,,3.811e-12,7.131e-15,,1.504e+4,1.917e-5
570.582,1.812e+4,,3.811e-12,7.122e-15,,1.812e+4,1.327e-5
570.587,2.148e+4,,3.812e-12,7.113e-15,,2.148e+4,9.075e-6
570.592,2.509e+4,,3.813e-12,7.103e-15,,2.509e+4,6.152e-6
570.597,2.885e+4,,3.814e-12,7.094e-15,,2.885e+4,4.166e-6
570.602,3.267e+4,,3.814e-12,7.084e-15,,3.267e+4,2.864e-6
570.607,3.643e+4,,3.815e-12,7.075e-15,,3.643e+4,2.058e-6
570.612,4.001e+4,,3.816e-12,7.066e-15,,4.001e+4,1.614e-6
570.617,4.327e+4,,3.817e-12,7.056e-15,,4.327e+4,1.441e-6
570.622,4.608e+4,,3.817e-12,7.047e-15,,4.608e+4,1.478e-6
570.627,4.833e+4,,3.818e-12,7.038e-15,,4.833e+4,1.691e-6
570.632,4.991e+4,,3.819e-12,7.028e-15,,4.991e+4,2.061e-6
570.637,5.076e+4,,3.820e-12,7.019e-15,,5.076e+4,2.579e-6
570.642,5.084e+4,,3.820e-12,7.009e-15,,5.084e+4,3.245e-6
570.647,5.014e+4,,3.821e-12,7.000e-15,,5.014e+4,4.059e-6
570.652,4.870e+4,,3.822e-12,6.991e-15,,4.870e+4,5.022e-6
570.657,4.658e+4,,3.823e-12,6.981e-15,,4.658e+4,6.130e-6
570.662,4.387e+4,,3.823e-12,6.972e-15,,4.387e+4,7.376e-6
570.667,4.069e+4,,3.824e-12,6.963e-15,,4.069e+4,8.743e-6
570.672,3.717e+4,,3.825e-12,6.953e-15,,3.717e+4,1.021e-5
570.676,3.419e+4,,3.826e-12,6.946e-15,,3.419e+4,1.143e-5
570.681,3.038e+4,,3.826e-12,6.936e-15,,3.038e+4,1.298e-5
570.686,2.658e+4,,3.827e-12,6.927e-15,,2.658e+4,1.452e-5
570.691,2.290e+4,,3.828e-12,6.918e-15,,2.290e+4,1.599e-5
570.696,1.943e+4,,3.829e-12,6.908e-15,,1.943e+4,1.735e-5
570.701,1.623e+4,,3.829e-12,6.899e-15,,1.623e+4,1.853e-5
570.706,1.336e+4,,3.830e-12,6.890e-15,,1.336e+4,1.950e-5
570.711,1.082e+4,,3.831e-12,6.880e-15,,1.082e+4,2.020e-5
570.716,8.637e+3,,3.832e-12,6.871e-15,,8.637e+3,2.060e-5
570.721,6.787e+3,,3.832e-12,6.861e-15,,6.787e+3,2.070e-5
570.726,5.252e+3,,3.833e-12,6.852e-15,,5.252e+3,2.048e-5
570.731,4.002e+3,,3.834e-12,6.843e-15,,4.002e+3,1.995e-5
570.736,3.003e+3,,3.835e-12,6.833e-15,,3.003e+3,1.914e-5
570.741,2.219e+3,,3.835e-12,6.824e-15,,2.219e+3,1.808e-5
570.746,1.615e+3,,3.836e-12,6.815e-15,,1.615e+3,1.683e-5
570.751,1.157e+3,,3.837e-12,6.805e-15,,1.157e+3,1.542e-5
570.756,8.167e+2,,3.838e-12,6.796e-15,,8.167e+2,1.391e-5
570.761,5.676e+2,,3.838e-12,6.787e-15,,5.676e+2,1.236e-5
570.766,3.884e+2,,3.839e-12,6.777e-15,,3.884e+2,1.081e-5
570.771,2.618e+2,,3.840e-12,6.768e-15,,2.618e+2,9.318e-6
570.776,1.737e+2,,3.841e-12,6.758e-15,,1.737e+2,7.906e-6
570.781,1.135e+2,,3.841e-12,6.749e-15,,1.135e+2,6.606e-6
570.786,7.308e+1,,3.842e-12,6.740e-15,,7.308e+1,5.436e-6
570.791,4.632e+1,,3.843e-12,6.730e-15,,4.632e+1,4.405e-6
570.796,2.891e+1,,3.844e-12,6.721e-15,,2.891e+1,3.515e-6
570.801,1.777e+1,,3.844e-12,6.712e-15,,1.777e+1,2.763e-6
570.806,1.075e+1,,3.845e-12,6.702e-15,,1.075e+1,2.138e-6
570.811,6.410e+0,,3.846e-12,6.693e-15,,6.410e+0,1.629e-6
570.816,3.762e+0,,3.847e-12,6.683e-15,,3.762e+0,1.223e-6
570.821,2.175e+0,,3.847e-12,6.674e-15,,2.175e+0,9.036e-7
570.826,1.238e+0,,3.848e-12,6.665e-15,,1.238e+0,6.576e-7
570.831,6.938e-1,,3.849e-12,6.655e-15,,6.938e-1,4.713e-7
570.836,3.830e-1,,3.850e-12,6.646e-15,,3.830e-1,3.326e-7
570.841,2.082e-1,,3.850e-12,6.637e-15,,2.082e-1,2.312e-7
570.846,1.114e-1,,3.851e-12,6.627e-15,,1.114e-1,1.582e-7
570.851,5.874e-2,,3.852e-12,6.618e-15,,5.874e-2,1.067e-7
570.856,3.049e-2,,3.853e-12,6.609e-15,,3.049e-2,7.079e-8
570.861,1.559e-2,,3.853e-12,6.599e-15,,1.559e-2,4.627e-8
570.866,7.847e-3,,3.854e-12,6.590e-15,,7.847e-3,2.978e-8
570.871,3.890e-3,,3.855e-12,6.580e-15,,3.890e-3,1.888e-8
570.876,1.899e-3,,3.856e-12,6.571e-15,,1.899e-3,1.178e-8
570.881,9.129e-4,,3.856e-12,6.562e-15,,9.129e-4,7.244e-9
570.886,4.322e-4,,3.857e-12,6.552e-15,,4.322e-4,4.385e-9
570.891,2.015e-4,,3.858e-12,6.543e-15,,2.015e-4,2.614e-9
570.896,9.250e-5,,3.859e-12,6.534e-15,,9.250e-5,1.535e-9
570.901,4.182e-5,,3.859e-12,6.524e-15,,4.182e-5,8.871e-10
570.906,1.862e-5,,3.860e-12,6.515e-15,,1.862e-5,5.050e-10
570.911,8.163e-6,,3.861e-12,6.506e-15,,8.163e-6,2.831e-10
570.916,3.525e-6,,3.862e-12,6.496e-15,,3.524e-6,1.563e-10
570.921,1.499e-6,,3.862e-12,6.487e-15,,1.498e-6,8.498e-11
570.926,6.274e-7,,3.863e-12,6.477e-15,,6.274e-7,4.550e-11
570.931,2.587e-7,,3.864e-12,6.468e-15,,2.587e-7,2.399e-11
570.936,1.050e-7,,3.865e-12,6.459e-15,,1.050e-7,1.245e-11
570.941,4.200e-8,,3.865e-12,6.449e-15,,4.200e-8,6.368e-12
570.946,1.654e-8,,3.866e-12,6.440e-15,,1.654e-8,3.206e-12
570.951,6.414e-9,,3.867e-12,6.431e-15,,6.412e-9,1.590e-12
570.956,2.449e-9,,3.868e-12,6.421e-15,,2.448e-9,7.762e-13
570.961,9.210e-10,,3.868e-12,6.412e-15,,9.206e-10,3.732e-13
570.966,3.411e-10,,3.869e-12,6.402e-15,,3.409e-10,1.767e-13
570.971,1.244e-10,,3.870e-12,6.393e-15,,1.243e-10,8.241e-14
570.976,4.468e-11,,3.871e-12,6.384e-15,,4.464e-11,3.784e-14
570.981,1.580e-11,,3.871e-12,6.374e-15,,1.579e-11,1.711e-14
570.986,5.505e-12,,3.872e-12,6.365e-15,,5.497e-12,7.620e-15
570.991,1.888e-12,,3.873e-12,6.356e-15,,1.885e-12,3.342e-15
570.996,1.443e-15,,3.874e-12,6.346e-15,,1.897e-12,1.443e-15
571.001,6.137e-16,,3.874e-12,6.337e-15,,1.910e-12,6.137e-16
571.006,2.570e-16,,3.875e-12,6.328e-15,,1.922e-12,2.570e-16
571.011,1.060e-16,,3.876e-12,6.318e-15,,1.934e-12,1.060e-16
571.016,4.305e-17,,3.877e-12,6.309e-15,,1.947e-12,4.305e-17
571.021,1.722e-17,,3.877e-12,6.299e-15,,1.959e-12,1.722e-17
571.026,6.781e-18,,3.878e-12,6.290e-15,,1.971e-12,6.781e-18
571.031,2.630e-18,,3.879e-12,6.281e-15,,1.984e-12,2.630e-18
571.036,1.005e-18,,3.880e-12,6.271e-15,,1.996e-12,1.005e-18
571.041,3.779e-19,,3.880e-12,6.262e-15,,2.008e-12,3.779e-19
571.046,1.400e-19,,3.881e-12,6.253e-15,,2.020e-12,1.400e-19
571.051,5.105e-20,,3.882e-12,6.243e-15,,2.033e-12,5.105e-20
571.056,1.834e-20,,3.883e-12,6.234e-15,,2.045e-12,1.834e-20
571.061,6.486e-21,,3.883e-12,6.224e-15,,2.057e-12,6.486e-21
571.066,2.259e-21,,3.884e-12,6.215e-15,,2.070e-12,2.259e-21
571.071,7.750e-22,,3.885e-12,6.206e-15,,2.082e-12,7.750e-22
571.276,5.419e-20,,3.916e-12,5.822e-15,,2.587e-12,5.419e-20
571.281,1.584e-19,,3.916e-12,5.812e-15,,2.599e-12,1.584e-19
571.286,4.560e-19,,3.917e-12,5.803e-15,,2.611e-12,4.560e-19
571.291,1.293e-18,,3.918e-12,5.794e-15,,2.623e-12,1.293e-18
571.296,3.609e-18,,3.919e-12,5.784e-15,,2.636e-12,3.609e-18
571.301,9.924e-18,,3.919e-12,5.775e-15,,2.648e-12,9.924e-18
571.306,2.687e-17,,3.920e-12,5.765e-15,,2.660e-12,2.687e-17
571.311,7.166e-17,,3.921e-12,5.756e-15,,2.673e-12,7.166e-17
571.316,1.882e-16,,3.922e-12,5.747e-15,,2.685e-12,1.882e-16
571.321,4.868e-16,,3.922e-12,5.737e-15,,2.697e-12,4.868e-16
571.326,1.240e-15,,3.923e-12,5.728e-15,,2.710e-12,1.240e-15
571.331,3.110e-15,,3.924e-12,5.719e-15,,2.722e-12,3.110e-15
571.336,7.682e-15,,3.925e-12,5.709e-15,,2.734e-12,7.682e-15
571.341,1.869e-14,,3.925e-12,5.700e-15,,2.746e-12,1.869e-14
571.346,4.478e-14,,3.926e-12,5.691e-15,,2.759e-12,4.478e-14
571.351,1.056e-13,,3.927e-12,5.681e-15,,2.771e-12,1.056e-13
571.356,2.455e-13,,3.928e-12,5.672e-15,,2.783e-12,2.455e-13
571.361,5.618e-13,,3.928e-12,5.662e-15,,2.796e-12,5.618e-13
571.366,1.266e-12,,3.929e-12,5.653e-15,,2.808e-12,1.266e-12
571.371,2.810e-12,,3.930e-12,5.644e-15,,2.820e-12,2.810e-12
571.376,6.141e-12,,3.931e-12,5.634e-15,,2.833e-12,6.141e-12
571.381,1.322e-11,,3.931e-12,5.625e-15,,2.845e-12,1.322e-11
571.386,2.802e-11,,3.932e-12,5.616e-15,,2.857e-12,2.802e-11
571.390,5.055e-11,,3.933e-12,5.608e-15,,2.867e-12,5.055e-11
571.395,1.042e-10,,3.933e-12,5.599e-15,,2.879e-12,1.042e-10
571.400,2.117e-10,,3.934e-12,5.589e-15,,2.892e-12,2.117e-10
571.405,4.234e-10,,3.935e-12,5.580e-15,,2.904e-12,4.234e-10
571.410,8.340e-10,,3.936e-12,5.571e-15,,2.916e-12,8.340e-10
571.415,1.618e-9,,3.936e-12,5.561e-15,,2.929e-12,1.618e-9
571.420,3.090e-9,,3.937e-12,5.552e-15,,2.941e-12,3.090e-9
571.425,5.814e-9,,3.938e-12,5.543e-15,,2.953e-12,5.814e-9
571.430,1.077e-8,,3.939e-12,5.533e-15,,2.966e-12,1.077e-8
571.435,1.965e-8,,3.939e-12,5.524e-15,,2.978e-12,1.965e-8
571.440,3.532e-8,,3.940e-12,5.514e-15,,2.990e-12,3.532e-8
571.445,6.250e-8,,3.941e-12,5.505e-15,,3.002e-12,6.250e-8
571.450,1.089e-7,,3.942e-12,5.496e-15,,3.015e-12,1.089e-7
571.455,1.869e-7,,3.942e-12,5.486e-15,,3.027e-12,1.869e-7
571.460,3.159e-7,,3.943e-12,5.477e-15,,3.039e-12,3.159e-7
571.465,5.259e-7,,3.944e-12,5.468e-15,,3.052e-12,5.259e-7
571.470,8.621e-7,,3.945e-12,5.458e-15,,3.064e-12,8.621e-7
571.475,1.392e-6,,3.945e-12,5.449e-15,,3.076e-12,1.392e-6
571.480,2.213e-6,,3.946e-12,5.440e-15,,3.089e-12,2.213e-6
571.485,3.464e-6,,3.947e-12,5.430e-15,,3.101e-12,3.464e-6
571.490,5.342e-6,,3.948e-12,5.421e-15,,3.113e-12,5.342e-6
