Wavelength (nm),Sum(calc),Al I (3.9e-2),Al II (7.6e-1),Al III (5.6e-4),Si I (2.2e-2),Si II (1.8e-1),Si III (1.5e-4)
571.495,8.112e-6,,3.948e-12,5.411e-15,,3.125e-12,8.112e-6
571.500,1.213e-5,,3.949e-12,5.402e-15,,3.138e-12,1.213e-5
571.505,1.787e-5,,3.950e-12,5.393e-15,,3.150e-12,1.787e-5
571.510,2.591e-5,,3.951e-12,5.383e-15,,3.162e-12,2.591e-5
571.515,3.701e-5,,3.951e-12,5.374e-15,,3.175e-12,3.701e-5
571.520,5.206e-5,,3.952e-12,5.365e-15,,3.187e-12,5.206e-5
571.525,7.212e-5,,3.953e-12,5.355e-15,,3.199e-12,7.212e-5
571.530,9.840e-5,,3.954e-12,5.346e-15,,3.212e-12,9.840e-5
571.535,1.322e-4,,3.954e-12,5.336e-15,,3.224e-12,1.322e-4
571.540,1.749e-4,,3.955e-12,5.327e-15,,3.236e-12,1.749e-4
571.545,2.279e-4,,3.956e-12,5.318e-15,,3.249e-12,2.279e-4
571.550,2.925e-4,,3.957e-12,5.308e-15,,3.261e-12,2.925e-4
571.555,3.697e-4,,3.957e-12,5.299e-15,,3.273e-12,3.697e-4
571.560,4.601e-4,,3.958e-12,5.290e-15,,3.285e-12,4.601e-4
571.565,5.639e-4,,3.959e-12,5.280e-15,,3.298e-12,5.639e-4
571.570,6.807e-4,,3.960e-12,5.271e-15,,3.310e-12,6.807e-4
571.575,8.092e-4,,3.960e-12,5.262e-15,,3.322e-12,8.092e-4
571.580,9.474e-4,,3.961e-12,5.252e-15,,3.335e-12,9.474e-4
571.585,1.092e-3,,3.962e-12,5.243e-15,,3.347e-12,1.092e-3
571.590,1.240e-3,,3.963e-12,5.233e-15,,3.359e-12,1.240e-3
571.595,1.387e-3,,3.963e-12,5.224e-15,,3.372e-12,1.387e-3
571.600,1.527e-3,,3.964e-12,5.215e-15,,3.384e-12,1.527e-3
571.605,1.656e-3,,3.965e-12,5.205e-15,,3.396e-12,1.656e-3
571.610,1.769e-3,,3.966e-12,5.196e-15,,3.409e-12,1.769e-3
571.615,1.860e-3,,3.966e-12,5.187e-15,,3.421e-12,1.860e-3
571.620,1.927e-3,,3.967e-12,5.177e-15,,3.433e-12,1.927e-3
571.625,1.966e-3,,3.968e-12,5.168e-15,,3.445e-12,1.966e-3
571.630,1.975e-3,,3.969e-12,5.158e-15,,3.458e-12,1.975e-3
571.635,1.954e-3,,3.969e-12,5.149e-15,,3.470e-12,1.954e-3
571.640,1.903e-3,,3.970e-12,5.140e-15,,3.482e-12,1.903e-3
571.645,1.826e-3,,3.971e-12,5.130e-15,,3.495e-12,1.826e-3
571.650,1.726e-3,,3.972e-12,5.121e-15,,3.507e-12,1.726e-3
571.655,1.606e-3,,3.972e-12,5.112e-15,,3.519e-12,1.606e-3
571.660,1.472e-3,,3.973e-12,5.102e-15,,3.532e-12,1.472e-3
571.665,1.329e-3,,3.974e-12,5.093e-15,,3.544e-12,1.329e-3
571.670,1.181e-3,,3.975e-12,5.084e-15,,3.556e-12,1.181e-3
571.675,1.034e-3,,3.975e-12,5.074e-15,,3.568e-12,1.034e-3
571.680,8.911e-4,,3.976e-12,5.065e-15,,3.581e-12,8.911e-4
571.685,7.565e-4,,3.977e-12,5.055e-15,,3.593e-12,7.565e-4
571.690,6.325e-4,,3.978e-12,5.046e-15,,3.605e-12,6.325e-4
571.695,5.208e-4,,3.978e-12,5.037e-15,,3.618e-12,5.208e-4
571.700,4.223e-4,,3.979e-12,5.027e-15,,3.630e-12,4.223e-4
571.705,3.372e-4,,3.980e-12,5.018e-15,,3.642e-12,3.372e-4
571.710,2.652e-4,,3.981e-12,5.009e-15,,3.655e-12,2.652e-4
571.715,2.054e-4,,3.981e-12,4.999e-15,,3.667e-12,2.054e-4
571.720,1.567e-4,,3.982e-12,4.990e-15,,3.679e-12,1.567e-4
571.725,1.177e-4,,3.983e-12,4.981e-15,,3.692e-12,1.177e-4
571.730,8.706e-5,,3.984e-12,4.971e-15,,3.704e-12,8.706e-5
571.735,6.343e-5,,3.984e-12,4.962e-15,,3.716e-12,6.343e-5
571.740,4.550e-5,,3.985e-12,4.952e-15,,3.728e-12,4.550e-5
571.745,3.215e-5,,3.986e-12,4.943e-15,,3.741e-12,3.215e-5
571.750,2.237e-5,,3.987e-12,4.934e-15,,3.753e-12,2.237e-5
571.755,1.533e-5,,3.987e-12,4.924e-15,,3.765e-12,1.533e-5
571.760,1.035e-5,,3.988e-12,4.915e-15,,3.778e-12,1.035e-5
571.765,6.876e-6,,3.989e-12,4.906e-15,,3.790e-12,6.876e-6
571.770,4.501e-6,,3.990e-12,4.896e-15,,3.802e-12,4.501e-6
571.775,2.901e-6,,3.990e-12,4.887e-15,,3.815e-12,2.901e-6
571.780,1.841e-6,,3.991e-12,4.877e-15,,3.827e-12,1.841e-6
571.785,1.151e-6,,3.992e-12,4.868e-15,,3.839e-12,1.151e-6
571.790,7.087e-7,,3.993e-12,4.859e-15,,3.852e-12,7.087e-7
571.795,4.297e-7,,3.993e-12,4.849e-15,,3.864e-12,4.297e-7
571.800,2.566e-7,,3.994e-12,4.840e-15,,3.876e-12,2.566e-7
571.805,1.509e-7,,3.995e-12,4.831e-15,,3.888e-12,1.509e-7
571.810,8.738e-8,,3.996e-12,4.821e-15,,3.901e-12,8.738e-8
571.815,4.983e-8,,3.996e-12,4.812e-15,,3.913e-12,4.983e-8
571.820,2.799e-8,,3.997e-12,4.803e-15,,3.925e-12,2.799e-8
571.825,1.548e-8,,3.998e-12,4.793e-15,,3.938e-12,1.548e-8
571.830,8.433e-9,,3.999e-12,4.784e-15,,3.950e-12,8.433e-9
571.835,4.524e-9,,3.999e-12,4.774e-15,,3.962e-12,4.524e-9
571.840,2.390e-9,,4.000e-12,4.765e-15,,3.975e-12,2.390e-9
571.845,1.243e-9,,4.001e-12,4.756e-15,,3.987e-12,1.243e-9
571.850,6.371e-10,,4.002e-12,4.746e-15,,3.999e-12,6.371e-10
571.855,3.215e-10,,4.002e-12,4.737e-15,,4.011e-12,3.215e-10
571.860,1.598e-10,,4.003e-12,4.728e-15,,4.024e-12,1.598e-10
571.865,7.818e-11,,4.004e-12,4.718e-15,,4.036e-12,7.818e-11
571.870,3.768e-11,,4.005e-12,4.709e-15,,4.048e-12,3.768e-11
571.875,1.788e-11,,4.005e-12,4.699e-15,,4.061e-12,1.788e-11
571.880,8.360e-12,,4.006e-12,4.690e-15,,4.073e-12,8.360e-12
571.885,3.848e-12,,4.007e-12,4.681e-15,,4.085e-12,3.848e-12
571.890,1.745e-12,,4.008e-12,4.671e-15,,4.098e-12,1.745e-12
571.895,7.789e-13,,4.008e-12,4.662e-15,,4.110e-12,7.789e-13
571.900,3.425e-13,,4.009e-12,4.653e-15,,4.122e-12,3.425e-13
571.905,1.483e-13,,4.010e-12,4.643e-15,,4.135e-12,1.483e-13
571.910,6.324e-14,,4.011e-12,4.634e-15,,4.147e-12,6.324e-14
571.915,2.656e-14,,4.011e-12,4.625e-15,,4.159e-12,2.656e-14
571.920,1.560e-14,,4.012e-12,4.615e-15,,4.171e-12,1.098e-14
571.925,1.793e-14,,4.013e-12,1.346e-14,,4.184e-12,4.473e-15
571.930,4.045e-14,,4.014e-12,3.865e-14,,4.196e-12,1.794e-15
571.935,1.100e-13,,4.014e-12,1.093e-13,,4.208e-12,7.088e-16
571.940,3.048e-13,,4.015e-12,3.045e-13,,4.221e-12,2.757e-16
571.945,8.355e-13,,4.016e-12,8.354e-13,,4.233e-12,1.056e-16
571.950,2.257e-12,,4.017e-12,2.257e-12,,4.245e-12,3.986e-17
571.955,6.005e-12,,4.017e-12,6.005e-12,,4.258e-12,1.481e-17
571.960,1.574e-11,,4.018e-12,1.574e-11,,4.270e-12,5.419e-18
571.965,4.062e-11,,4.019e-12,4.062e-11,,4.282e-12,1.953e-18
571.970,1.032e-10,,4.020e-12,1.032e-10,,4.295e-12,6.931e-19
571.975,2.584e-10,,4.020e-12,2.584e-10,,4.307e-12,2.422e-19
571.980,6.370e-10,,4.021e-12,6.370e-10,,4.319e-12,8.338e-20
571.985,1.547e-9,,4.022e-12,1.547e-9,,4.331e-12,2.826e-20
571.990,3.698e-9,,4.023e-12,3.698e-9,,4.344e-12,2.708e-20
571.995,8.709e-9,,4.023e-12,8.709e-9,,4.356e-12,2.590e-20
572.000,2.020e-8,,4.024e-12,2.020e-8,,4.368e-12,2.472e-20
572.005,4.614e-8,,4.025e-12,4.614e-8,,4.381e-12,2.354e-20
572.010,1.038e-7,,4.026e-12,1.038e-7,,4.393e-12,2.236e-20
572.015,2.299e-7,,4.026e-12,2.299e-7,,4.405e-12,2.118e-20
572.020,5.016e-7,,4.027e-12,5.016e-7,,4.418e-12,2.000e-20
572.025,1.078e-6,,4.028e-12,1.078e-6,,4.430e-12,1.882e-20
572.030,2.281e-6,,4.029e-12,2.281e-6,,4.442e-12,1.764e-20
572.035,4.754e-6,,4.029e-12,4.754e-6,,4.454e-12,1.646e-20
572.040,9.758e-6,,4.030e-12,9.758e-6,,4.467e-12,1.528e-20
572.045,1.973e-5,,4.031e-12,1.973e-5,,4.479e-12,1.411e-20
572.050,3.927e-5,,4.032e-12,3.927e-5,,4.491e-12,1.293e-20
572.055,7.700e-5,,4.032e-12,7.700e-5,,4.504e-12,1.175e-20
572.060,1.487e-4,,4.033e-12,1.487e-4,,4.516e-12,1.057e-20
572.065,2.827e-4,,4.034e-12,2.827e-4,,4.528e-12,9.386e-21
572.070,5.295e-4,,4.035e-12,5.295e-4,,4.541e-12,8.206e-21
572.075,9.768e-4,,4.035e-12,9.768e-4,,4.553e-12,7.026e-21
572.080,1.774e-3,,4.036e-12,1.774e-3,,4.565e-12,5.846e-21
572.085,3.174e-3,,4.037e-12,3.174e-3,,4.578e-12,4.666e-21
572.090,5.593e-3,,4.038e-12,5.593e-3,,4.590e-12,3.486e-21
572.095,9.705e-3,,4.038e-12,9.705e-3,,4.602e-12,2.306e-21
572.100,1.659e-2,,4.039e-12,1.659e-2,,4.614e-12,1.127e-21
572.104,2.519e-2,,4.040e-12,2.519e-2,,4.624e-12,1.827e-22
572.109,4.187e-2,,4.041e-12,4.187e-2,,4.637e-12,5.388e-22
572.114,6.857e-2,,4.041e-12,6.857e-2,,4.649e-12,1.565e-21
572.119,1.106e-1,,4.042e-12,1.106e-1,,4.661e-12,4.479e-21
572.124,1.756e-1,,4.043e-12,1.756e-1,,4.674e-12,1.262e-20
572.129,2.747e-1,,4.044e-12,2.747e-1,,4.686e-12,3.503e-20
572.134,4.231e-1,,4.044e-12,4.231e-1,,4.698e-12,9.573e-20
572.139,6.419e-1,,4.045e-12,6.419e-1,,4.710e-12,2.577e-19
572.144,9.591e-1,,4.046e-12,9.591e-1,,4.723e-12,6.831e-19
572.149,1.411e+0,,4.047e-12,1.411e+0,,4.735e-12,1.784e-18
572.154,2.045e+0,,4.047e-12,2.045e+0,,4.747e-12,4.586e-18
572.159,2.919e+0,,4.048e-12,2.919e+0,,4.760e-12,1.161e-17
572.164,4.103e+0,,4.049e-12,4.103e+0,,4.772e-12,2.897e-17
572.169,5.680e+0,,4.050e-12,5.680e+0,,4.784e-12,7.115e-17
572.174,7.743e+0,,4.050e-12,7.743e+0,,4.797e-12,1.721e-16
572.179,1.040e+1,,4.051e-12,1.040e+1,,4.809e-12,4.101e-16
572.184,1.375e+1,,4.052e-12,1.375e+1,,4.821e-12,9.622e-16
572.189,1.790e+1,,4.053e-12,1.790e+1,,4.833e-12,2.223e-15
572.194,2.296e+1,,4.053e-12,2.296e+1,,4.846e-12,5.060e-15
572.199,2.900e+1,,4.054e-12,2.900e+1,,4.858e-12,1.134e-14
572.204,3.608e+1,,4.055e-12,3.608e+1,,4.870e-12,2.504e-14
572.209,4.421e+1,,4.056e-12,4.421e+1,,4.883e-12,5.443e-14
572.214,5.334e+1,,4.056e-12,5.334e+1,,4.895e-12,1.166e-13
572.219,6.338e+1,,4.057e-12,6.338e+1,,4.907e-12,2.458e-13
572.224,7.417e+1,,4.058e-12,7.417e+1,,4.920e-12,5.104e-13
572.229,8.549e+1,,4.059e-12,8.549e+1,,4.932e-12,1.044e-12
572.234,9.704e+1,,4.059e-12,9.704e+1,,4.944e-12,2.103e-12
572.239,1.085e+2,,4.060e-12,1.085e+2,,4.957e-12,4.172e-12
572.244,1.194e+2,,4.061e-12,1.194e+2,,4.969e-12,8.152e-12
572.249,1.295e+2,,4.062e-12,1.295e+2,,4.981e-12,1.569e-11
572.254,1.383e+2,,4.062e-12,1.383e+2,,4.993e-12,2.973e-11
572.259,1.454e+2,,4.063e-12,1.454e+2,,5.006e-12,5.548e-11
572.264,1.506e+2,,4.064e-12,1.506e+2,,5.018e-12,1.020e-10
572.269,1.536e+2,,4.065e-12,1.536e+2,,5.030e-12,1.846e-10
572.274,1.544e+2,,4.065e-12,1.544e+2,,5.043e-12,3.292e-10
572.279,1.527e+2,,4.066e-12,1.527e+2,,5.055e-12,5.780e-10
572.284,1.488e+2,,4.067e-12,1.488e+2,,5.067e-12,9.996e-10
572.289,1.428e+2,,4.068e-12,1.428e+2,,5.080e-12,1.702e-9
572.294,1.349e+2,,4.068e-12,1.349e+2,,5.092e-12,2.856e-9
572.299,1.256e+2,,4.069e-12,1.256e+2,,5.104e-12,4.717e-9
572.304,1.151e+2,,4.070e-12,1.151e+2,,5.117e-12,7.675e-9
572.309,1.039e+2,,4.071e-12,1.039e+2,,5.129e-12,1.230e-8
572.314,9.241e+1,,4.071e-12,9.241e+1,,5.141e-12,1.941e-8
572.319,8.092e+1,,4.072e-12,8.092e+1,,5.153e-12,3.016e-8
572.324,6.978e+1,,4.073e-12,6.978e+1,,5.166e-12,4.616e-8
572.329,5.926e+1,,4.074e-12,5.926e+1,,5.178e-12,6.959e-8
572.334,4.957e+1,,4.074e-12,4.957e+1,,5.190e-12,1.033e-7
572.339,4.083e+1,,4.075e-12,4.083e+1,,5.203e-12,1.511e-7
572.344,3.313e+1,,4.076e-12,3.313e+1,,5.215e-12,2.175e-7
572.349,2.647e+1,,4.077e-12,2.647e+1,,5.227e-12,3.085e-7
572.354,2.083e+1,,4.077e-12,2.083e+1,,5.240e-12,4.309e-7
572.359,1.614e+1,,4.078e-12,1.614e+1,,5.252e-12,5.927e-7
572.364,1.232e+1,,4.079e-12,1.232e+1,,5.264e-12,8.030e-7
572.369,9.258e+0,,4.080e-12,9.258e+0,,5.276e-12,1.071e-6
572.374,6.853e+0,,4.080e-12,6.853e+0,,5.289e-12,1.408e-6
572.379,4.996e+0,,4.081e-12,4.996e+0,,5.301e-12,1.822e-6
572.384,3.587e+0,,4.082e-12,3.587e+0,,5.313e-12,2.322e-6
572.389,2.537e+0,,4.083e-12,2.537e+0,,5.326e-12,2.915e-6
572.394,1.766e+0,,4.083e-12,1.766e+0,,5.338e-12,3.604e-6
572.399,1.212e+0,,4.084e-12,1.211e+0,,5.350e-12,4.387e-6
572.404,8.183e-1,,4.085e-12,8.183e-1,,5.363e-12,5.261e-6
572.409,5.444e-1,,4.086e-12,5.444e-1,,5.375e-12,6.213e-6
572.414,3.566e-1,,4.086e-12,3.566e-1,,5.387e-12,7.226e-6
572.419,2.301e-1,,4.087e-12,2.301e-1,,5.400e-12,8.277e-6
572.424,1.462e-1,,4.088e-12,1.462e-1,,5.412e-12,9.337e-6
572.429,9.151e-2,,4.089e-12,9.150e-2,,5.424e-12,1.037e-5
572.434,5.641e-2,,4.089e-12,5.640e-2,,5.436e-12,1.135e-5
572.439,3.424e-2,,4.090e-12,3.423e-2,,5.449e-12,1.223e-5
572.444,2.048e-2,,4.091e-12,2.046e-2,,5.461e-12,1.298e-5
572.449,1.206e-2,,4.092e-12,1.205e-2,,5.473e-12,1.357e-5
572.454,6.999e-3,,4.092e-12,6.985e-3,,5.486e-12,1.397e-5
572.459,4.003e-3,,4.093e-12,3.989e-3,,5.498e-12,1.416e-5
572.464,2.257e-3,,4.094e-12,2.243e-3,,5.510e-12,1.414e-5
572.469,1.256e-3,,4.095e-12,1.242e-3,,5.523e-12,1.390e-5
572.474,6.912e-4,,4.095e-12,6.777e-4,,5.535e-12,1.347e-5
572.479,3.769e-4,,4.096e-12,3.641e-4,,5.547e-12,1.284e-5
572.484,2.047e-4,,4.097e-12,1.926e-4,,5.560e-12,1.207e-5
572.489,1.115e-4,,4.098e-12,1.004e-4,,5.572e-12,1.116e-5
572.494,6.167e-5,,4.098e-12,5.150e-5,,5.584e-12,1.017e-5
572.499,3.515e-5,,4.099e-12,2.603e-5,,5.596e-12,9.126e-6
572.504,2.102e-5,,4.100e-12,1.295e-5,,5.609e-12,8.065e-6
572.509,1.337e-5,,4.101e-12,6.350e-6,,5.621e-12,7.019e-6
572.514,9.082e-6,,4.101e-12,3.065e-6,,5.633e-12,6.017e-6
572.519,6.537e-6,,4.102e-12,1.457e-6,,5.646e-12,5.080e-6
572.524,4.906e-6,,4.103e-12,6.824e-7,,5.658e-12,4.223e-6
572.529,3.773e-6,,4.104e-12,3.147e-7,,5.670e-12,3.458e-6
572.534,2.932e-6,,4.104e-12,1.429e-7,,5.683e-12,2.789e-6
572.539,2.279e-6,,4.105e-12,6.392e-8,,5.695e-12,2.215e-6
572.544,1.761e-6,,4.106e-12,2.816e-8,,5.707e-12,1.733e-6
572.549,1.347e-6,,4.107e-12,1.222e-8,,5.719e-12,1.335e-6
572.554,1.018e-6,,4.107e-12,5.219e-9,,5.732e-12,1.013e-6
572.559,7.588e-7,,4.108e-12,2.196e-9,,5.744e-12,7.566e-7
572.564,5.577e-7,,4.109e-12,9.100e-10,,5.756e-12,5.568e-7
572.569,4.039e-7,,4.110e-12,3.714e-10,,5.769e-12,4.035e-7
572.574,2.882e-7,,4.110e-12,1.493e-10,,5.781e-12,2.880e-7
572.579,2.025e-7,,4.111e-12,5.909e-11,,5.793e-12,2.025e-7
572.584,1.402e-7,,4.112e-12,2.304e-11,,5.806e-12,1.402e-7
572.589,9.559e-8,,4.113e-12,8.845e-12,,5.818e-12,9.558e-8
572.594,6.419e-8,,4.113e-12,3.344e-12,,5.830e-12,6.418e-8
572.599,4.245e-8,,4.114e-12,1.245e-12,,5.843e-12,4.245e-8
572.604,2.765e-8,,4.115e-12,4.568e-13,,5.855e-12,2.765e-8
572.609,1.774e-8,,4.116e-12,1.650e-13,,5.867e-12,1.774e-8
572.614,1.120e-8,,4.116e-12,5.869e-14,,5.879e-12,1.120e-8
572.619,6.971e-9,,4.117e-12,2.056e-14,,5.892e-12,6.971e-9
572.624,4.272e-9,,4.118e-12,7.094e-15,,5.904e-12,4.272e-9
572.629,2.578e-9,,4.119e-12,2.411e-15,,5.916e-12,2.578e-9
572.634,1.532e-9,,4.119e-12,,,5.929e-12,1.532e-9
572.639,8.969e-10,,4.120e-12,,,5.941e-12,8.969e-10
572.644,5.171e-10,,4.121e-12,,,5.953e-12,5.171e-10
572.649,2.936e-10,,4.122e-12,,,5.966e-12,2.936e-10
572.654,1.642e-10,,4.122e-12,,,5.978e-12,1.642e-10
572.659,9.040e-11,,4.123e-12,,,5.990e-12,9.040e-11
572.664,4.903e-11,,4.124e-12,,,6.003e-12,4.903e-11
572.669,2.619e-11,,4.125e-12,,,6.015e-12,2.619e-11
572.674,1.378e-11,,4.125e-12,,,6.027e-12,1.378e-11
572.679,7.138e-12,,4.126e-12,,,6.039e-12,7.138e-12
572.684,3.642e-12,,4.127e-12,,,6.052e-12,3.642e-12
572.689,1.830e-12,,4.128e-12,,,6.064e-12,1.830e-12
572.694,9.059e-13,,4.128e-12,,,6.076e-12,9.059e-13
572.699,4.416e-13,,4.129e-12,,,6.089e-12,4.416e-13
572.704,2.120e-13,,4.130e-12,,,6.101e-12,2.120e-13
572.709,1.002e-13,,4.131e-12,,,6.113e-12,1.002e-13
572.714,4.666e-14,,4.131e-12,,,6.126e-12,4.666e-14
572.719,2.140e-14,,4.132e-12,,,6.138e-12,2.140e-14
572.724,9.663e-15,,4.133e-12,,,6.150e-12,9.663e-15
572.729,4.298e-15,,4.134e-12,,,6.162e-12,4.298e-15
572.734,1.883e-15,,4.134e-12,,,6.175e-12,1.883e-15
572.739,8.123e-16,,4.135e-12,,,6.187e-12,8.123e-16
572.744,3.451e-16,,4.136e-12,,,6.199e-12,3.451e-16
572.749,1.444e-16,,4.137e-12,,,6.212e-12,1.444e-16
572.754,5.952e-17,,4.137e-12,,,6.224e-12,5.952e-17
572.759,2.416e-17,,4.138e-12,,,6.236e-12,2.416e-17
572.764,9.656e-18,,4.139e-12,,,6.249e-12,9.656e-18
572.769,3.801e-18,,4.140e-12,,,6.261e-12,3.801e-18
572.774,1.474e-18,,4.140e-12,,,6.273e-12,1.474e-18
572.779,5.628e-19,,4.141e-12,,,6.286e-12,5.628e-19
572.784,2.116e-19,,4.142e-12,,,6.298e-12,2.116e-19
572.789,7.839e-20,,4.143e-12,,,6.310e-12,7.839e-20
572.794,2.859e-20,,4.143e-12,,,6.322e-12,2.859e-20
572.799,1.027e-20,,4.144e-12,,,6.335e-12,1.027e-20
572.804,3.634e-21,,4.145e-12,,,6.347e-12,3.634e-21
572.809,1.266e-21,,4.146e-12,,,6.359e-12,1.266e-21
572.814,4.345e-22,,4.146e-12,,,6.372e-12,4.345e-22
573.617,2.476e-17,,4.267e-12,,,8.348e-12,2.476e-17
573.622,7.242e-17,,4.267e-12,,,8.360e-12,7.242e-17
573.627,2.086e-16,,4.268e-12,,,8.373e-12,2.086e-16
573.632,5.917e-16,,4.269e-12,,,8.385e-12,5.917e-16
573.637,1.653e-15,,4.270e-12,,,8.397e-12,1.653e-15
573.642,4.549e-15,,4.270e-12,,,8.409e-12,4.549e-15
573.647,1.233e-14,,4.271e-12,,,8.422e-12,1.233e-14
573.652,3.292e-14,,4.272e-12,,,8.434e-12,3.292e-14
573.657,8.656e-14,,4.273e-12,,,8.446e-12,8.656e-14
573.662,2.242e-13,,4.273e-12,,,8.459e-12,2.242e-13
573.667,5.718e-13,,4.274e-12,,,8.471e-12,5.718e-13
573.672,1.437e-12,,4.275e-12,,,8.483e-12,1.437e-12
573.677,3.555e-12,,4.276e-12,,,8.496e-12,3.555e-12
573.682,8.665e-12,,4.276e-12,,,8.508e-12,8.665e-12
573.687,2.080e-11,,4.277e-12,,,8.520e-12,2.080e-11
573.692,4.918e-11,,4.278e-12,,,8.533e-12,4.918e-11
573.697,1.145e-10,,4.279e-12,,,8.545e-12,1.145e-10
573.702,2.627e-10,,4.279e-12,,,8.557e-12,2.627e-10
573.707,5.935e-10,,4.280e-12,,,8.569e-12,5.935e-10
573.712,1.321e-9,,4.281e-12,,,8.582e-12,1.321e-9
573.717,2.895e-9,,4.282e-12,,,8.594e-12,2.895e-9
573.722,6.248e-9,,4.282e-12,,,8.606e-12,6.248e-9
573.727,1.328e-8,,4.283e-12,,,8.619e-12,1.328e-8
573.732,2.782e-8,,4.284e-12,,,8.631e-12,2.782e-8
573.737,5.738e-8,,4.285e-12,,,8.643e-12,5.738e-8
573.742,1.166e-7,,4.285e-12,,,8.656e-12,1.166e-7
573.747,2.332e-7,,4.286e-12,,,8.668e-12,2.332e-7
573.752,4.596e-7,,4.287e-12,,,8.680e-12,4.596e-7
573.757,8.922e-7,,4.288e-12,,,8.692e-12,8.922e-7
573.762,1.706e-6,,4.288e-12,,,8.705e-12,1.706e-6
573.767,3.212e-6,,4.289e-12,,,8.717e-12,3.212e-6
573.772,5.957e-6,,4.290e-12,,,8.729e-12,5.957e-6
573.777,1.088e-5,,4.291e-12,,,8.742e-12,1.088e-5
573.782,1.958e-5,,4.291e-12,,,8.754e-12,1.958e-5
573.787,3.470e-5,,4.292e-12,,,8.766e-12,3.470e-5
573.792,6.056e-5,,4.293e-12,,,8.779e-12,6.056e-5
573.797,1.041e-4,,4.294e-12,,,8.791e-12,1.041e-4
573.802,1.763e-4,,4.294e-12,,,8.803e-12,1.763e-4
573.807,2.940e-4,,4.295e-12,,,8.816e-12,2.940e-4
573.812,4.829e-4,,4.296e-12,,,8.828e-12,4.829e-4
573.817,7.813e-4,,4.297e-12,,,8.840e-12,7.813e-4
573.822,1.245e-3,,4.297e-12,,,8.852e-12,1.245e-3
573.827,1.954e-3,,4.298e-12,,,8.865e-12,1.954e-3
573.832,3.021e-3,,4.299e-12,,,8.877e-12,3.021e-3
573.837,4.599e-3,,4.300e-12,,,8.889e-12,4.599e-3
573.842,6.897e-3,,4.300e-12,,,8.902e-12,6.897e-3
573.847,1.019e-2,,4.301e-12,,,8.914e-12,1.019e-2
573.852,1.482e-2,,4.302e-12,,,8.926e-12,1.482e-2
573.857,2.124e-2,,4.303e-12,,,8.939e-12,2.124e-2
573.862,2.997e-2,,4.303e-12,,,8.951e-12,2.997e-2
573.867,4.166e-2,,4.304e-12,,,8.963e-12,4.166e-2
573.872,5.704e-2,,4.305e-12,,,8.976e-12,5.704e-2
573.877,7.692e-2,,4.306e-12,,,8.988e-12,7.692e-2
573.882,1.022e-1,,4.306e-12,,,9.000e-12,1.022e-1
573.887,1.336e-1,,4.307e-12,,,9.012e-12,1.336e-1
573.892,1.722e-1,,4.308e-12,,,9.025e-12,1.722e-1
573.897,2.185e-1,,4.309e-12,,,9.037e-12,2.185e-1
573.902,2.732e-1,,4.309e-12,,,9.049e-12,2.732e-1
573.907,3.363e-1,,4.310e-12,,,9.062e-12,3.363e-1
573.912,4.078e-1,,4.311e-12,,,9.074e-12,4.078e-1
573.917,4.870e-1,,4.312e-12,,,9.086e-12,4.870e-1
573.922,5.729e-1,,4.312e-12,,,9.099e-12,5.729e-1
573.927,6.637e-1,,4.313e-12,,,9.111e-12,6.637e-1
573.932,7.574e-1,,4.314e-12,,,9.123e-12,7.574e-1
573.937,8.513e-1,,4.315e-12,,,9.135e-12,8.513e-1
573.942,9.424e-1,,4.315e-12,,,9.148e-12,9.424e-1
573.947,1.028e+0,,4.316e-12,,,9.160e-12,1.028e+0
573.952,1.104e+0,,4.317e-12,,,9.172e-12,1.104e+0
573.957,1.167e+0,,4.318e-12,,,9.185e-12,1.167e+0
573.962,1.216e+0,,4.318e-12,,,9.197e-12,1.216e+0
573.967,1.248e+0,,4.319e-12,,,9.209e-12,1.248e+0
573.972,1.261e+0,,4.320e-12,,,9.222e-12,1.261e+0
573.977,1.256e+0,,4.321e-12,,,9.234e-12,1.256e+0
573.982,1.231e+0,,4.321e-12,,,9.246e-12,1.231e+0
573.987,1.189e+0,,4.322e-12,,,9.259e-12,1.189e+0
573.992,1.131e+0,,4.323e-12,,,9.271e-12,1.131e+0
573.997,1.059e+0,,4.324e-12,,,9.283e-12,1.059e+0
574.002,9.774e-1,,4.324e-12,,,9.295e-12,9.774e-1
574.007,8.883e-1,,4.325e-12,,,9.308e-12,8.883e-1
574.012,7.951e-1,,4.326e-12,,,9.320e-12,7.951e-1
574.017,7.010e-1,,4.327e-12,,,9.332e-12,7.010e-1
574.022,6.087e-1,,4.327e-12,,,9.345e-12,6.087e-1
574.027,5.206e-1,,4.328e-12,,,9.357e-12,5.206e-1
574.032,4.386e-1,,4.329e-12,,,9.369e-12,4.386e-1
574.037,3.639e-1,,4.330e-12,,,9.382e-12,3.639e-1
574.042,2.974e-1,,4.330e-12,,,9.394e-12,2.974e-1
574.047,2.394e-1,,4.331e-12,,,9.406e-12,2.394e-1
574.052,1.898e-1,,4.332e-12,,,9.419e-12,1.898e-1
574.057,1.482e-1,,4.333e-12,,,9.431e-12,1.482e-1
574.062,1.140e-1,,4.333e-12,,,9.443e-12,1.140e-1
574.067,8.632e-2,,4.334e-12,,,9.455e-12,8.632e-2
574.072,6.440e-2,,4.335e-12,,,9.468e-12,6.440e-2
574.077,4.733e-2,,4.336e-12,,,9.480e-12,4.733e-2
