Wavelength (nm),Sum(calc),Mn I (1.3e-2),Mn II (3.9e-1),Cu I (5.2e-2),Cu II (5.5e-1)
203.913,6.490e+1,,6.490e+1,9.541e-12,1.212e-10
203.918,4.600e+2,,4.600e+2,9.570e-12,1.198e-10
203.923,2.892e+3,,2.892e+3,9.598e-12,1.184e-10
203.928,1.612e+4,,1.612e+4,9.626e-12,1.170e-10
203.933,7.967e+4,,7.967e+4,9.655e-12,1.156e-10
203.938,3.492e+5,,3.492e+5,9.683e-12,1.141e-10
203.943,1.358e+6,,1.358e+6,9.711e-12,1.127e-10
203.948,4.680e+6,,4.680e+6,9.740e-12,1.113e-10
203.953,1.431e+7,,1.431e+7,9.768e-12,1.099e-10
203.958,3.878e+7,,3.878e+7,9.797e-12,1.085e-10
203.963,9.322e+7,,9.322e+7,9.825e-12,1.070e-10
203.968,1.987e+8,,1.987e+8,9.853e-12,1.056e-10
203.973,3.757e+8,,3.757e+8,9.882e-12,1.042e-10
203.978,6.298e+8,,6.298e+8,9.910e-12,1.028e-10
203.983,9.362e+8,,9.362e+8,9.938e-12,1.014e-10
203.988,1.234e+9,,1.234e+9,9.967e-12,9.994e-11
203.993,1.443e+9,,1.443e+9,9.995e-12,9.852e-11
203.998,1.496e+9,,1.496e+9,1.002e-11,9.710e-11
204.003,1.375e+9,,1.375e+9,1.005e-11,9.568e-11
204.008,1.121e+9,,1.121e+9,1.008e-11,9.426e-11
204.013,8.105e+8,,8.105e+8,1.011e-11,9.284e-11
204.018,5.196e+8,,5.196e+8,1.014e-11,9.142e-11
204.023,2.954e+8,,2.954e+8,1.017e-11,9.000e-11
204.028,1.489e+8,,1.489e+8,1.019e-11,8.858e-11
204.033,6.659e+7,,6.659e+7,1.022e-11,8.716e-11
204.038,2.640e+7,,2.640e+7,1.025e-11,8.574e-11
204.043,9.282e+6,,9.282e+6,1.028e-11,8.432e-11
204.048,2.894e+6,,2.894e+6,1.031e-11,8.290e-11
204.053,8.002e+5,,8.002e+5,1.034e-11,8.148e-11
204.058,1.962e+5,,1.962e+5,1.036e-11,8.006e-11
204.063,4.266e+4,,4.266e+4,1.039e-11,7.864e-11
204.068,8.225e+3,,8.225e+3,1.042e-11,7.722e-11
204.073,1.406e+3,,1.406e+3,1.045e-11,7.580e-11
204.078,2.132e+2,,2.132e+2,1.048e-11,7.438e-11
204.083,2.867e+1,,2.867e+1,1.051e-11,7.296e-11
204.088,3.418e+0,,3.418e+0,1.053e-11,7.154e-11
204.093,3.615e-1,,3.615e-1,1.056e-11,7.012e-11
204.098,3.389e-2,,3.389e-2,1.059e-11,6.870e-11
204.103,2.818e-3,,2.818e-3,1.062e-11,6.728e-11
204.108,2.078e-4,,2.078e-4,1.065e-11,6.586e-11
204.113,1.359e-5,,1.359e-5,1.068e-11,6.444e-11
204.117,1.406e-6,,1.406e-6,1.070e-11,6.331e-11
204.122,7.406e-8,,7.406e-8,1.073e-11,6.189e-11
204.127,3.459e-9,,3.459e-9,1.076e-11,6.047e-11
204.132,1.433e-10,,1.433e-10,1.078e-11,5.905e-11
204.137,5.263e-12,,5.263e-12,1.081e-11,5.763e-11
204.237,2.923e-11,,5.139e-12,1.138e-11,2.923e-11
204.242,8.445e-10,,5.133e-12,1.141e-11,8.445e-10
204.247,2.165e-8,,5.127e-12,1.144e-11,2.165e-8
204.252,4.922e-7,,5.121e-12,1.146e-11,4.922e-7
204.257,9.931e-6,,5.115e-12,1.149e-11,9.931e-6
204.262,1.778e-4,,5.108e-12,1.152e-11,1.778e-4
204.267,2.823e-3,,5.102e-12,1.155e-11,2.823e-3
204.272,3.977e-2,,5.096e-12,1.158e-11,3.977e-2
204.277,4.971e-1,,5.090e-12,1.161e-11,4.971e-1
204.282,5.512e+0,,5.084e-12,1.163e-11,5.512e+0
204.287,5.423e+1,,5.077e-12,1.166e-11,5.423e+1
204.292,4.733e+2,,5.071e-12,1.169e-11,4.733e+2
204.297,3.665e+3,,5.065e-12,1.172e-11,3.665e+3
204.302,2.518e+4,,5.059e-12,1.175e-11,2.518e+4
204.307,1.535e+5,,5.053e-12,1.178e-11,1.535e+5
204.312,8.299e+5,,5.046e-12,1.181e-11,8.299e+5
204.317,3.981e+6,,5.040e-12,1.183e-11,3.981e+6
204.322,1.694e+7,,5.034e-12,1.186e-11,1.694e+7
204.327,6.398e+7,,5.028e-12,1.189e-11,6.398e+7
204.332,2.143e+8,,5.022e-12,1.192e-11,2.143e+8
204.337,6.371e+8,,5.015e-12,1.195e-11,6.371e+8
204.342,1.680e+9,,5.009e-12,1.198e-11,1.680e+9
204.347,3.930e+9,,5.003e-12,1.200e-11,3.930e+9
204.352,8.156e+9,,4.997e-12,1.203e-11,8.156e+9
204.357,1.502e+10,,4.990e-12,1.206e-11,1.502e+10
204.362,2.453e+10,,4.984e-12,1.209e-11,2.453e+10
204.367,3.555e+10,,4.978e-12,1.212e-11,3.555e+10
204.372,4.571e+10,,4.972e-12,1.215e-11,4.571e+10
204.377,5.215e+10,,4.966e-12,1.217e-11,5.215e+10
204.382,5.277e+10,,4.959e-12,1.220e-11,5.277e+10
204.387,4.738e+10,,4.953e-12,1.223e-11,4.738e+10
204.392,3.775e+10,,4.947e-12,1.226e-11,3.775e+10
204.397,2.668e+10,,4.941e-12,1.229e-11,2.668e+10
204.402,1.672e+10,,4.935e-12,1.232e-11,1.672e+10
204.407,9.303e+9,,4.928e-12,1.234e-11,9.303e+9
204.412,4.591e+9,,4.922e-12,1.237e-11,4.591e+9
204.417,2.010e+9,,4.916e-12,1.240e-11,2.010e+9
204.422,7.808e+8,,4.910e-12,1.243e-11,7.808e+8
204.427,2.691e+8,,4.904e-12,1.246e-11,2.691e+8
204.432,8.227e+7,,4.897e-12,1.249e-11,8.227e+7
204.437,2.232e+7,,4.891e-12,1.251e-11,2.232e+7
204.442,5.370e+6,,4.885e-12,1.254e-11,5.370e+6
204.447,1.147e+6,,4.879e-12,1.257e-11,1.147e+6
204.452,2.172e+5,,4.873e-12,1.260e-11,2.172e+5
204.457,3.649e+4,,4.866e-12,1.263e-11,3.649e+4
204.462,5.441e+3,,4.860e-12,1.266e-11,5.441e+3
204.467,7.196e+2,,4.854e-12,1.268e-11,7.196e+2
204.472,8.445e+1,,4.848e-12,1.271e-11,8.445e+1
204.477,8.792e+0,,4.842e-12,1.274e-11,8.792e+0
204.482,8.120e-1,,4.835e-12,1.277e-11,8.120e-1
204.487,6.654e-2,,4.829e-12,1.280e-11,6.654e-2
204.492,4.837e-3,,4.823e-12,1.283e-11,4.837e-3
204.497,3.120e-4,,4.817e-12,1.285e-11,3.120e-4
204.502,1.785e-5,,4.811e-12,1.288e-11,1.785e-5
204.507,9.064e-7,,4.804e-12,1.291e-11,9.064e-7
204.512,4.082e-8,,4.798e-12,1.294e-11,4.082e-8
204.517,1.631e-9,,4.792e-12,1.297e-11,1.631e-9
204.627,1.214e-13,,4.655e-12,1.359e-11,1.214e-13
204.632,3.303e-12,,4.649e-12,1.362e-11,3.303e-12
204.637,7.973e-11,,4.643e-12,1.365e-11,7.973e-11
204.642,1.708e-9,,4.637e-12,1.368e-11,1.708e-9
204.647,3.249e-8,,4.631e-12,1.371e-11,3.249e-8
204.652,5.485e-7,,4.624e-12,1.373e-11,5.485e-7
204.657,8.218e-6,,4.618e-12,1.376e-11,8.218e-6
204.662,1.093e-4,,4.612e-12,1.379e-11,1.093e-4
204.667,1.290e-3,,4.606e-12,1.382e-11,1.290e-3
204.672,1.351e-2,,4.600e-12,1.385e-11,1.351e-2
204.677,1.257e-1,,4.593e-12,1.388e-11,1.257e-1
204.682,1.037e+0,,4.587e-12,1.390e-11,1.037e+0
204.687,7.599e+0,,4.581e-12,1.393e-11,7.599e+0
204.692,4.941e+1,,4.575e-12,1.396e-11,4.941e+1
204.697,2.852e+2,,4.569e-12,1.399e-11,2.852e+2
204.702,1.461e+3,,4.562e-12,1.402e-11,1.461e+3
204.707,6.642e+3,,4.556e-12,1.405e-11,6.642e+3
204.712,2.681e+4,,4.550e-12,1.407e-11,2.681e+4
204.717,9.602e+4,,4.544e-12,1.410e-11,9.602e+4
204.722,3.053e+5,,4.538e-12,1.413e-11,3.053e+5
204.727,8.615e+5,,4.531e-12,1.416e-11,8.615e+5
204.732,2.158e+6,,4.525e-12,1.419e-11,2.158e+6
204.737,4.798e+6,,4.519e-12,1.422e-11,4.798e+6
204.742,9.467e+6,,4.513e-12,1.424e-11,9.467e+6
204.747,1.658e+7,,4.507e-12,1.427e-11,1.658e+7
204.752,2.578e+7,,4.500e-12,1.430e-11,2.578e+7
204.757,3.557e+7,,4.494e-12,1.433e-11,3.557e+7
204.762,4.356e+7,,4.488e-12,1.436e-11,4.356e+7
204.767,4.735e+7,,4.482e-12,1.439e-11,4.735e+7
204.772,4.569e+7,,4.476e-12,1.441e-11,4.569e+7
204.777,3.913e+7,,4.469e-12,1.444e-11,3.913e+7
204.782,2.974e+7,,4.463e-12,1.447e-11,2.974e+7
204.787,2.007e+7,,4.457e-12,1.450e-11,2.007e+7
204.792,1.202e+7,,4.451e-12,1.453e-11,1.202e+7
204.797,6.387e+6,,4.445e-12,1.456e-11,6.387e+6
204.802,3.013e+6,,4.438e-12,1.459e-11,3.013e+6
204.807,1.262e+6,,4.432e-12,1.461e-11,1.262e+6
204.812,4.690e+5,,4.426e-12,1.464e-11,4.690e+5
204.817,1.547e+5,,4.420e-12,1.467e-11,1.547e+5
204.822,4.530e+4,,4.414e-12,1.470e-11,4.530e+4
204.827,1.177e+4,,4.407e-12,1.473e-11,1.177e+4
204.832,2.716e+3,,4.401e-12,1.476e-11,2.716e+3
204.837,5.561e+2,,4.395e-12,1.478e-11,5.561e+2
204.842,1.011e+2,,4.389e-12,1.481e-11,1.011e+2
204.847,1.630e+1,,4.383e-12,1.484e-11,1.630e+1
204.852,2.334e+0,,4.376e-12,1.487e-11,2.334e+0
204.857,2.966e-1,,4.370e-12,1.490e-11,2.966e-1
204.862,3.345e-2,,4.364e-12,1.493e-11,3.345e-2
204.867,3.349e-3,,4.358e-12,1.495e-11,3.349e-3
204.872,2.976e-4,,4.352e-12,1.498e-11,2.976e-4
204.877,2.347e-5,,4.345e-12,1.501e-11,2.347e-5
204.882,1.643e-6,,4.339e-12,1.504e-11,1.643e-6
204.887,1.021e-7,,4.333e-12,1.507e-11,1.021e-7
204.891,1.015e-8,,4.328e-12,1.509e-11,1.015e-8
204.896,5.087e-10,,4.322e-12,1.512e-11,5.087e-10
204.901,2.263e-11,,4.316e-12,1.515e-11,2.263e-11
204.906,8.939e-13,,4.309e-12,1.518e-11,8.939e-13
205.281,4.588e-14,,3.844e-12,1.730e-11,4.588e-14
205.286,1.312e-12,,3.838e-12,1.733e-11,1.312e-12
205.291,3.331e-11,,3.832e-12,1.736e-11,3.331e-11
205.296,7.515e-10,,3.825e-12,1.739e-11,7.515e-10
205.301,1.506e-8,,3.819e-12,1.742e-11,1.506e-8
205.306,2.681e-7,,3.813e-12,1.744e-11,2.681e-7
205.311,4.238e-6,,3.807e-12,1.747e-11,4.238e-6
205.316,5.953e-5,,3.801e-12,1.750e-11,5.953e-5
205.321,7.426e-4,,3.794e-12,1.753e-11,7.426e-4
205.326,8.230e-3,,3.788e-12,1.756e-11,8.230e-3
205.331,8.101e-2,,3.782e-12,1.759e-11,8.101e-2
205.336,7.084e-1,,3.776e-12,1.761e-11,7.084e-1
205.341,5.503e+0,,3.770e-12,1.764e-11,5.503e+0
205.346,3.798e+1,,3.763e-12,1.767e-11,3.798e+1
205.351,2.328e+2,,3.757e-12,1.770e-11,2.328e+2
205.356,1.268e+3,,3.751e-12,1.773e-11,1.268e+3
205.361,6.139e+3,,3.745e-12,1.776e-11,6.139e+3
205.366,2.641e+4,,3.739e-12,1.779e-11,2.641e+4
205.371,1.010e+5,,3.732e-12,1.781e-11,1.010e+5
205.376,3.436e+5,,3.726e-12,1.784e-11,3.436e+5
205.381,1.040e+6,,3.720e-12,1.787e-11,1.040e+6
205.386,2.805e+6,,3.714e-12,1.790e-11,2.805e+6
205.391,6.748e+6,,3.708e-12,1.793e-11,6.748e+6
205.396,1.451e+7,,3.701e-12,1.796e-11,1.451e+7
205.401,2.794e+7,,3.695e-12,1.798e-11,2.794e+7
205.406,4.838e+7,,3.689e-12,1.801e-11,4.838e+7
205.411,7.570e+7,,3.683e-12,1.804e-11,7.570e+7
205.416,1.076e+8,,3.677e-12,1.807e-11,1.076e+8
205.421,1.398e+8,,3.670e-12,1.810e-11,1.398e+8
205.426,1.672e+8,,3.664e-12,1.813e-11,1.672e+8
205.431,1.852e+8,,3.658e-12,1.815e-11,1.852e+8
205.436,1.924e+8,,3.652e-12,1.818e-11,1.924e+8
205.441,1.954e+8,,3.646e-12,1.821e-11,1.954e+8
205.446,2.201e+8,,3.639e-12,1.824e-11,2.201e+8
205.451,3.371e+8,,3.633e-12,1.827e-11,3.371e+8
205.456,7.062e+8,,3.627e-12,1.830e-11,7.062e+8
205.461,1.634e+9,,3.621e-12,1.832e-11,1.634e+9
205.466,3.603e+9,,3.614e-12,1.835e-11,3.603e+9
205.471,7.196e+9,,3.608e-12,1.838e-11,7.196e+9
205.476,1.283e+10,,3.602e-12,1.841e-11,1.283e+10
205.481,2.035e+10,,3.596e-12,1.844e-11,2.035e+10
205.486,2.869e+10,,3.590e-12,1.847e-11,2.869e+10
205.491,3.592e+10,,3.583e-12,1.849e-11,3.592e+10
205.496,3.996e+10,,3.577e-12,1.852e-11,3.996e+10
205.501,3.949e+10,,3.571e-12,1.855e-11,3.949e+10
205.506,3.467e+10,,3.565e-12,1.858e-11,3.467e+10
205.511,2.704e+10,,3.559e-12,1.861e-11,2.704e+10
205.516,1.873e+10,,3.552e-12,1.864e-11,1.873e+10
205.521,1.153e+10,,3.546e-12,1.866e-11,1.153e+10
205.526,6.302e+9,,3.540e-12,1.869e-11,6.302e+9
205.531,3.061e+9,,3.534e-12,1.872e-11,3.061e+9
205.536,1.321e+9,,3.528e-12,1.875e-11,1.321e+9
205.541,5.061e+8,,3.521e-12,1.878e-11,5.061e+8
205.546,1.723e+8,,3.515e-12,1.881e-11,1.723e+8
205.551,5.211e+7,,3.509e-12,1.883e-11,5.211e+7
205.556,1.400e+7,,3.503e-12,1.886e-11,1.400e+7
205.561,3.342e+6,,3.497e-12,1.889e-11,3.342e+6
205.566,7.086e+5,,3.490e-12,1.892e-11,7.086e+5
205.571,1.335e+5,,3.484e-12,1.895e-11,1.335e+5
205.576,2.233e+4,,3.478e-12,1.898e-11,2.233e+4
205.581,3.319e+3,,3.472e-12,1.901e-11,3.319e+3
205.586,4.382e+2,,3.466e-12,1.903e-11,4.382e+2
205.591,5.140e+1,,3.459e-12,1.906e-11,5.140e+1
205.596,5.356e+0,,3.453e-12,1.909e-11,5.356e+0
205.601,4.958e-1,,3.447e-12,1.912e-11,4.958e-1
205.606,4.077e-2,,3.441e-12,1.915e-11,4.077e-2
205.611,2.978e-3,,3.435e-12,1.918e-11,2.978e-3
205.616,1.932e-4,,3.428e-12,1.920e-11,1.932e-4
205.621,1.114e-5,,3.422e-12,1.923e-11,1.114e-5
205.626,5.704e-7,,3.416e-12,1.926e-11,5.704e-7
205.631,2.595e-8,,3.410e-12,1.929e-11,2.595e-8
205.636,1.049e-9,,3.404e-12,1.932e-11,1.049e-9
205.641,3.764e-11,,3.397e-12,1.935e-11,3.764e-11
206.100,4.080e-13,,2.828e-12,2.195e-11,4.080e-13
206.105,1.084e-11,,2.822e-12,2.198e-11,1.084e-11
206.110,2.560e-10,,2.815e-12,2.201e-11,2.560e-10
206.115,5.375e-9,,2.809e-12,2.203e-11,5.375e-9
206.120,1.004e-7,,2.803e-12,2.206e-11,1.004e-7
206.125,1.666e-6,,2.797e-12,2.209e-11,1.666e-6
206.130,2.459e-5,,2.791e-12,2.212e-11,2.459e-5
206.135,3.226e-4,,2.784e-12,2.215e-11,3.226e-4
206.140,3.764e-3,,2.778e-12,2.218e-11,3.764e-3
206.145,3.905e-2,,2.772e-12,2.221e-11,3.905e-2
206.150,3.601e-1,,2.766e-12,2.223e-11,3.601e-1
206.155,2.953e+0,,2.760e-12,2.226e-11,2.953e+0
206.160,2.153e+1,,2.753e-12,2.229e-11,2.153e+1
206.165,1.395e+2,,2.747e-12,2.232e-11,1.395e+2
206.170,8.042e+2,,2.741e-12,2.235e-11,8.042e+2
206.175,4.120e+3,,2.735e-12,2.238e-11,4.120e+3
206.180,1.877e+4,,2.729e-12,2.240e-11,1.877e+4
206.185,7.603e+4,,2.722e-12,2.243e-11,7.603e+4
206.190,2.738e+5,,2.716e-12,2.246e-11,2.738e+5
206.195,8.767e+5,,2.710e-12,2.249e-11,8.767e+5
206.200,2.496e+6,,2.704e-12,2.252e-11,2.496e+6
206.205,6.317e+6,,2.698e-12,2.255e-11,6.317e+6
206.210,1.422e+7,,2.691e-12,2.257e-11,1.422e+7
206.215,2.844e+7,,2.685e-12,2.260e-11,2.844e+7
206.220,5.059e+7,,2.679e-12,2.263e-11,5.059e+7
206.225,8.002e+7,,2.673e-12,2.266e-11,8.002e+7
206.230,1.125e+8,,2.667e-12,2.269e-11,1.125e+8
206.235,1.407e+8,,2.660e-12,2.272e-11,1.407e+8
206.240,1.564e+8,,2.654e-12,2.274e-11,1.564e+8
206.245,1.546e+8,,2.648e-12,2.277e-11,1.546e+8
206.250,1.358e+8,,2.642e-12,2.280e-11,1.358e+8
206.255,1.061e+8,,2.636e-12,2.283e-11,1.061e+8
206.260,7.370e+7,,2.629e-12,2.286e-11,7.370e+7
206.265,4.551e+7,,2.623e-12,2.289e-11,4.551e+7
206.270,2.499e+7,,2.617e-12,2.291e-11,2.499e+7
206.275,1.220e+7,,2.611e-12,2.294e-11,1.220e+7
206.280,5.296e+6,,2.605e-12,2.297e-11,5.296e+6
206.285,2.044e+6,,2.598e-12,2.300e-11,2.044e+6
206.290,7.012e+5,,2.592e-12,2.303e-11,7.012e+5
206.295,2.139e+5,,2.586e-12,2.306e-11,2.139e+5
206.300,5.802e+4,,2.580e-12,2.308e-11,5.802e+4
206.305,1.399e+4,,2.574e-12,2.311e-11,1.399e+4
206.310,3.000e+3,,2.567e-12,2.314e-11,3.000e+3
206.315,5.719e+2,,2.561e-12,2.317e-11,5.719e+2
206.320,9.693e+1,,2.555e-12,2.320e-11,9.693e+1
206.325,1.461e+1,,2.549e-12,2.323e-11,1.461e+1
206.330,1.957e+0,,2.542e-12,2.325e-11,1.957e+0
206.335,2.331e-1,,2.536e-12,2.328e-11,2.331e-1
206.340,2.469e-2,,2.530e-12,2.331e-11,2.469e-2
206.345,2.325e-3,,2.524e-12,2.334e-11,2.325e-3
206.350,1.946e-4,,2.518e-12,2.337e-11,1.946e-4
206.355,1.449e-5,,2.511e-12,2.340e-11,1.449e-5
206.360,9.588e-7,,2.505e-12,2.342e-11,9.588e-7
206.365,5.642e-8,,2.499e-12,2.345e-11,5.642e-8
206.370,2.951e-9,,2.493e-12,2.348e-11,2.951e-9
206.375,1.373e-10,,2.487e-12,2.351e-11,1.373e-10
206.380,5.677e-12,,2.480e-12,2.354e-11,5.677e-12
206.385,2.087e-13,,2.474e-12,2.357e-11,2.087e-13
206.484,3.082e-13,,2.351e-12,2.413e-11,3.082e-13
206.489,8.087e-12,,2.345e-12,2.416e-11,8.087e-12
206.494,1.888e-10,,2.339e-12,2.419e-11,1.888e-10
206.499,3.920e-9,,2.333e-12,2.421e-11,3.920e-9
206.504,7.239e-8,,2.327e-12,2.424e-11,7.239e-8
206.509,1.189e-6,,2.320e-12,2.427e-11,1.189e-6
206.514,1.738e-5,,2.314e-12,2.430e-11,1.738e-5
206.519,2.259e-4,,2.308e-12,2.433e-11,2.259e-4
206.524,2.611e-3,,2.302e-12,2.436e-11,2.611e-3
206.529,2.685e-2,,2.296e-12,2.438e-11,2.685e-2
206.534,2.456e-1,,2.289e-12,2.441e-11,2.456e-1
206.539,1.998e+0,,2.283e-12,2.444e-11,1.998e+0
206.544,1.446e+1,,2.277e-12,2.447e-11,1.446e+1
206.549,9.308e+1,,2.271e-12,2.450e-11,9.308e+1
206.554,5.330e+2,,2.265e-12,2.453e-11,5.330e+2
206.559,2.714e+3,,2.258e-12,2.455e-11,2.714e+3
206.564,1.230e+4,,2.252e-12,2.458e-11,1.230e+4
206.569,4.955e+4,,2.246e-12,2.461e-11,4.955e+4
206.574,1.776e+5,,2.240e-12,2.464e-11,1.776e+5
206.579,5.661e+5,,2.234e-12,2.467e-11,5.661e+5
206.584,1.605e+6,,2.227e-12,2.470e-11,1.605e+6
206.589,4.049e+6,,2.221e-12,2.472e-11,4.049e+6
206.594,9.085e+6,,2.215e-12,2.475e-11,9.085e+6
206.599,1.813e+7,,2.209e-12,2.478e-11,1.813e+7
206.604,3.218e+7,,2.203e-12,2.481e-11,3.218e+7
206.609,5.081e+7,,2.196e-12,2.484e-11,5.081e+7
206.614,7.136e+7,,2.190e-12,2.487e-11,7.136e+7
206.619,8.915e+7,,2.184e-12,2.489e-11,8.915e+7
206.624,9.906e+7,,2.178e-12,2.492e-11,9.906e+7
206.629,9.790e+7,,2.172e-12,2.495e-11,9.790e+7
206.634,8.607e+7,,2.165e-12,2.498e-11,8.607e+7
206.639,6.730e+7,,2.159e-12,2.501e-11,6.730e+7
206.644,4.681e+7,,2.153e-12,2.504e-11,4.681e+7
206.649,2.896e+7,,2.147e-12,2.506e-11,2.896e+7
206.654,1.594e+7,,2.140e-12,2.509e-11,1.594e+7
206.659,7.802e+6,,2.134e-12,2.512e-11,7.802e+6
206.664,3.397e+6,,2.128e-12,2.515e-11,3.397e+6
206.669,1.316e+6,,2.122e-12,2.518e-11,1.316e+6
206.674,4.532e+5,,2.116e-12,2.521e-11,4.532e+5
206.679,1.389e+5,,2.109e-12,2.523e-11,1.389e+5
206.684,3.785e+4,,2.103e-12,2.526e-11,3.785e+4
206.689,9.175e+3,,2.097e-12,2.529e-11,9.175e+3
206.694,1.979e+3,,2.091e-12,2.532e-11,1.979e+3
206.699,3.795e+2,,2.085e-12,2.535e-11,3.795e+2
206.704,6.474e+1,,2.078e-12,2.538e-11,6.474e+1
206.709,9.825e+0,,2.072e-12,2.541e-11,9.825e+0
206.714,1.326e+0,,2.066e-12,2.543e-11,1.326e+0
206.719,1.592e-1,,2.060e-12,2.546e-11,1.592e-1
206.724,1.701e-2,,2.054e-12,2.549e-11,1.701e-2
206.729,1.615e-3,,2.047e-12,2.552e-11,1.615e-3
206.734,1.365e-4,,2.041e-12,2.555e-11,1.365e-4
206.739,1.026e-5,,2.035e-12,2.558e-11,1.026e-5
206.744,6.858e-7,,2.029e-12,2.560e-11,6.858e-7
206.749,4.078e-8,,2.023e-12,2.563e-11,4.078e-8
206.754,2.157e-9,,2.016e-12,2.566e-11,2.157e-9
206.759,1.015e-10,,2.010e-12,2.569e-11,1.015e-10
206.764,4.247e-12,,2.004e-12,2.572e-11,4.247e-12
206.769,1.581e-13,,1.998e-12,2.575e-11,1.581e-13
206.849,2.624e-14,,1.899e-12,2.620e-11,2.624e-14
206.854,7.133e-13,,1.892e-12,2.623e-11,7.133e-13
206.859,1.725e-11,,1.886e-12,2.626e-11,1.725e-11
206.864,3.713e-10,,1.880e-12,2.628e-11,3.713e-10
206.869,7.112e-9,,1.874e-12,2.631e-11,7.112e-9
206.874,1.212e-7,,1.868e-12,2.634e-11,1.212e-7
206.879,1.838e-6,,1.861e-12,2.637e-11,1.838e-6
206.884,2.481e-5,,1.855e-12,2.640e-11,2.481e-5
206.889,2.979e-4,,1.849e-12,2.643e-11,2.979e-4
206.894,3.183e-3,,1.843e-12,2.645e-11,3.183e-3
206.899,3.027e-2,,1.836e-12,2.648e-11,3.027e-2
206.904,2.561e-1,,1.830e-12,2.651e-11,2.561e-1
206.909,1.929e+0,,1.824e-12,2.654e-11,1.929e+0
206.914,1.292e+1,,1.818e-12,2.657e-11,1.292e+1
206.919,7.704e+1,,1.812e-12,2.660e-11,7.704e+1
206.924,4.087e+2,,1.805e-12,2.662e-11,4.087e+2
206.929,1.930e+3,,1.799e-12,2.665e-11,1.930e+3
206.934,8.107e+3,,1.793e-12,2.668e-11,8.107e+3
206.939,3.031e+4,,1.787e-12,2.671e-11,3.031e+4
206.944,1.008e+5,,1.781e-12,2.674e-11,1.008e+5
206.949,2.985e+5,,1.774e-12,2.677e-11,2.985e+5
206.954,7.862e+5,,1.768e-12,2.680e-11,7.862e+5
206.959,1.843e+6,,1.762e-12,2.682e-11,1.843e+6
206.964,3.844e+6,,1.756e-12,2.685e-11,3.844e+6
206.969,7.135e+6,,1.750e-12,2.688e-11,7.135e+6
206.974,1.179e+7,,1.743e-12,2.691e-11,1.179e+7
206.979,1.732e+7,,1.737e-12,2.694e-11,1.732e+7
206.984,2.265e+7,,1.731e-12,2.697e-11,2.265e+7
206.989,2.637e+7,,1.725e-12,2.699e-11,2.637e+7
206.994,2.730e+7,,1.719e-12,2.702e-11,2.730e+7
206.999,2.516e+7,,1.712e-12,2.705e-11,2.516e+7
207.004,2.064e+7,,1.706e-12,2.708e-11,2.064e+7
207.009,1.506e+7,,1.700e-12,2.711e-11,1.506e+7
207.014,9.778e+6,,1.694e-12,2.714e-11,9.778e+6
207.019,5.650e+6,,1.688e-12,2.716e-11,5.650e+6
207.024,2.905e+6,,1.681e-12,2.719e-11,2.905e+6
207.029,1.329e+6,,1.675e-12,2.722e-11,1.329e+6
207.034,5.412e+5,,1.669e-12,2.725e-11,5.412e+5
207.039,1.961e+5,,1.663e-12,2.728e-11,1.961e+5
207.044,6.322e+4,,1.657e-12,2.731e-11,6.322e+4
207.049,1.814e+4,,1.650e-12,2.733e-11,1.814e+4
207.054,4.630e+3,,1.644e-12,2.736e-11,4.630e+3
207.059,1.052e+3,,1.638e-12,2.739e-11,1.052e+3
207.064,2.126e+2,,1.632e-12,2.742e-11,2.126e+2
207.069,3.825e+1,,1.626e-12,2.745e-11,3.825e+1
207.074,6.123e+0,,1.619e-12,2.748e-11,6.123e+0
207.079,8.722e-1,,1.613e-12,2.750e-11,8.722e-1
207.084,1.105e-1,,1.607e-12,2.753e-11,1.105e-1
207.089,1.247e-2,,1.601e-12,2.756e-11,1.247e-2
207.094,1.251e-3,,1.595e-12,2.759e-11,1.251e-3
207.099,1.118e-4,,1.588e-12,2.762e-11,1.118e-4
207.104,8.883e-6,,1.582e-12,2.765e-11,8.883e-6
207.109,6.282e-7,,1.576e-12,2.767e-11,6.282e-7
207.114,3.954e-8,,1.570e-12,2.770e-11,3.954e-8
207.119,2.214e-9,,1.564e-12,2.773e-11,2.214e-9
207.124,1.103e-10,,1.557e-12,2.776e-11,1.103e-10
207.129,4.892e-12,,1.551e-12,2.779e-11,4.892e-12
207.134,1.931e-13,,1.545e-12,2.782e-11,1.931e-13
207.478,1.118e-12,,1.118e-12,2.977e-11,7.921e-13
207.483,2.979e-11,,2.979e-11,2.980e-11,8.008e-13
207.488,7.068e-10,,7.068e-10,2.982e-11,8.095e-13
207.493,1.493e-8,,1.493e-8,2.985e-11,8.182e-13
207.498,2.809e-7,,2.809e-7,2.988e-11,8.269e-13
207.503,4.707e-6,,4.707e-6,2.991e-11,8.356e-13
207.508,7.021e-5,,7.021e-5,2.994e-11,8.443e-13
207.513,9.328e-4,,9.328e-4,2.997e-11,8.530e-13
207.518,1.103e-2,,1.103e-2,3.000e-11,8.617e-13
207.523,1.162e-1,,1.162e-1,3.002e-11,8.704e-13
207.528,1.090e+0,,1.090e+0,3.005e-11,8.791e-13
207.533,9.108e+0,,9.108e+0,3.008e-11,8.878e-13
207.538,6.775e+1,,6.775e+1,3.011e-11,8.965e-13
207.543,4.487e+2,,4.487e+2,3.014e-11,9.052e-13
207.548,2.647e+3,,2.647e+3,3.017e-11,9.140e-13
