Wavelength (nm),Sum(calc),Mn I (1.3e-2),Mn II (3.9e-1),Cu I (5.2e-2),Cu II (5.5e-1)
441.148,1.104e+7,1.104e+7,6.122e-12,2.734e-10,1.025e-12
441.153,1.324e+7,1.324e+7,6.122e-12,2.734e-10,1.025e-12
441.158,1.549e+7,1.549e+7,6.123e-12,2.733e-10,1.025e-12
441.163,1.766e+7,1.766e+7,6.123e-12,2.732e-10,1.025e-12
441.168,1.962e+7,1.962e+7,6.123e-12,2.731e-10,1.025e-12
441.173,2.125e+7,2.125e+7,6.123e-12,2.730e-10,1.025e-12
441.178,2.242e+7,2.242e+7,6.123e-12,2.729e-10,1.025e-12
441.183,2.307e+7,2.307e+7,6.123e-12,2.728e-10,1.025e-12
441.188,2.313e+7,2.313e+7,6.123e-12,2.727e-10,1.025e-12
441.193,2.260e+7,2.260e+7,6.124e-12,2.726e-10,1.025e-12
441.198,2.152e+7,2.152e+7,6.124e-12,2.725e-10,1.025e-12
441.203,1.998e+7,1.998e+7,6.124e-12,2.724e-10,1.025e-12
441.208,1.807e+7,1.807e+7,6.124e-12,2.723e-10,1.025e-12
441.213,1.593e+7,1.593e+7,6.124e-12,2.722e-10,1.025e-12
441.218,1.369e+7,1.369e+7,6.124e-12,2.721e-10,1.025e-12
441.223,1.147e+7,1.147e+7,6.125e-12,2.721e-10,1.025e-12
441.228,9.363e+6,9.363e+6,6.125e-12,2.720e-10,1.025e-12
441.233,7.449e+6,7.449e+6,6.125e-12,2.719e-10,1.025e-12
441.238,5.777e+6,5.777e+6,6.125e-12,2.718e-10,1.025e-12
441.243,4.366e+6,4.366e+6,6.125e-12,2.717e-10,1.026e-12
441.248,3.216e+6,3.216e+6,6.125e-12,2.716e-10,1.026e-12
441.253,2.309e+6,2.309e+6,6.126e-12,2.715e-10,1.026e-12
441.258,1.616e+6,1.616e+6,6.126e-12,2.714e-10,1.026e-12
441.263,1.102e+6,1.102e+6,6.126e-12,2.713e-10,1.026e-12
441.268,7.324e+5,7.324e+5,6.126e-12,2.712e-10,1.026e-12
441.273,4.744e+5,4.744e+5,6.126e-12,2.711e-10,1.026e-12
441.277,3.291e+5,3.291e+5,6.126e-12,2.710e-10,1.026e-12
441.282,2.036e+5,2.036e+5,6.127e-12,2.710e-10,1.026e-12
441.287,1.227e+5,1.227e+5,6.127e-12,2.709e-10,1.026e-12
441.292,7.211e+4,7.211e+4,6.127e-12,2.708e-10,1.026e-12
441.297,4.130e+4,4.130e+4,6.127e-12,2.707e-10,1.026e-12
441.302,2.305e+4,2.305e+4,6.127e-12,2.706e-10,1.026e-12
441.307,1.254e+4,1.254e+4,6.127e-12,2.705e-10,1.026e-12
441.312,6.659e+3,6.659e+3,6.128e-12,2.704e-10,1.026e-12
441.317,3.461e+3,3.461e+3,6.128e-12,2.703e-10,1.026e-12
441.322,1.790e+3,1.790e+3,6.128e-12,2.702e-10,1.026e-12
441.327,9.874e+2,9.874e+2,6.128e-12,2.701e-10,1.026e-12
441.332,7.192e+2,7.192e+2,6.128e-12,2.700e-10,1.026e-12
441.337,8.806e+2,8.806e+2,6.128e-12,2.699e-10,1.026e-12
441.342,1.574e+3,1.574e+3,6.128e-12,2.698e-10,1.026e-12
441.347,3.161e+3,3.161e+3,6.129e-12,2.697e-10,1.026e-12
441.352,6.405e+3,6.405e+3,6.129e-12,2.696e-10,1.026e-12
441.357,1.275e+4,1.275e+4,6.129e-12,2.696e-10,1.026e-12
441.362,2.476e+4,2.476e+4,6.129e-12,2.695e-10,1.026e-12
441.367,4.689e+4,4.689e+4,6.129e-12,2.694e-10,1.026e-12
441.372,8.656e+4,8.656e+4,6.129e-12,2.693e-10,1.026e-12
441.377,1.558e+5,1.558e+5,6.130e-12,2.692e-10,1.026e-12
441.382,2.732e+5,2.732e+5,6.130e-12,2.691e-10,1.026e-12
441.387,4.670e+5,4.670e+5,6.130e-12,2.690e-10,1.026e-12
441.392,7.780e+5,7.780e+5,6.130e-12,2.689e-10,1.026e-12
441.397,1.263e+6,1.263e+6,6.130e-12,2.688e-10,1.026e-12
441.402,2.000e+6,2.000e+6,6.130e-12,2.687e-10,1.026e-12
441.407,3.085e+6,3.085e+6,6.131e-12,2.686e-10,1.026e-12
441.412,4.639e+6,4.639e+6,6.131e-12,2.685e-10,1.026e-12
441.417,6.798e+6,6.798e+6,6.131e-12,2.684e-10,1.026e-12
441.422,9.710e+6,9.710e+6,6.131e-12,2.683e-10,1.026e-12
441.427,1.352e+7,1.352e+7,6.131e-12,2.683e-10,1.026e-12
441.432,1.835e+7,1.835e+7,6.131e-12,2.682e-10,1.026e-12
441.437,2.426e+7,2.426e+7,6.132e-12,2.681e-10,1.026e-12
441.442,3.128e+7,3.128e+7,6.132e-12,2.680e-10,1.026e-12
441.447,3.930e+7,3.930e+7,6.132e-12,2.679e-10,1.026e-12
441.452,4.813e+7,4.813e+7,6.132e-12,2.678e-10,1.026e-12
441.457,5.745e+7,5.745e+7,6.132e-12,2.677e-10,1.026e-12
441.462,6.684e+7,6.684e+7,6.132e-12,2.676e-10,1.026e-12
441.467,7.579e+7,7.579e+7,6.133e-12,2.675e-10,1.026e-12
441.472,8.376e+7,8.376e+7,6.133e-12,2.674e-10,1.026e-12
441.477,9.023e+7,9.023e+7,6.133e-12,2.673e-10,1.026e-12
441.482,9.474e+7,9.474e+7,6.133e-12,2.672e-10,1.026e-12
441.487,9.695e+7,9.695e+7,6.133e-12,2.671e-10,1.026e-12
441.492,9.670e+7,9.670e+7,6.133e-12,2.670e-10,1.026e-12
441.497,9.401e+7,9.401e+7,6.134e-12,2.669e-10,1.026e-12
441.502,8.908e+7,8.908e+7,6.134e-12,2.669e-10,1.026e-12
441.507,8.227e+7,8.227e+7,6.134e-12,2.668e-10,1.026e-12
441.512,7.406e+7,7.406e+7,6.134e-12,2.667e-10,1.026e-12
441.517,6.498e+7,6.498e+7,6.134e-12,2.666e-10,1.026e-12
441.522,5.557e+7,5.557e+7,6.134e-12,2.665e-10,1.026e-12
441.527,4.631e+7,4.631e+7,6.134e-12,2.664e-10,1.026e-12
441.532,3.762e+7,3.762e+7,6.135e-12,2.663e-10,1.026e-12
441.537,2.979e+7,2.979e+7,6.135e-12,2.662e-10,1.026e-12
441.542,2.299e+7,2.299e+7,6.135e-12,2.661e-10,1.027e-12
441.547,1.729e+7,1.729e+7,6.135e-12,2.660e-10,1.027e-12
441.552,1.268e+7,1.268e+7,6.135e-12,2.659e-10,1.027e-12
441.557,9.061e+6,9.061e+6,6.135e-12,2.658e-10,1.027e-12
441.562,6.311e+6,6.311e+6,6.136e-12,2.657e-10,1.027e-12
441.567,4.284e+6,4.284e+6,6.136e-12,2.656e-10,1.027e-12
441.572,2.835e+6,2.835e+6,6.136e-12,2.656e-10,1.027e-12
441.577,1.828e+6,1.828e+6,6.136e-12,2.655e-10,1.027e-12
441.582,1.149e+6,1.149e+6,6.136e-12,2.654e-10,1.027e-12
441.587,7.039e+5,7.039e+5,6.136e-12,2.653e-10,1.027e-12
441.592,4.203e+5,4.203e+5,6.137e-12,2.652e-10,1.027e-12
441.597,2.446e+5,2.446e+5,6.137e-12,2.651e-10,1.027e-12
441.602,1.388e+5,1.388e+5,6.137e-12,2.650e-10,1.027e-12
441.607,7.673e+4,7.673e+4,6.137e-12,2.649e-10,1.027e-12
441.612,4.135e+4,4.135e+4,6.137e-12,2.648e-10,1.027e-12
441.617,2.172e+4,2.172e+4,6.137e-12,2.647e-10,1.027e-12
441.622,1.112e+4,1.112e+4,6.138e-12,2.646e-10,1.027e-12
441.627,5.548e+3,5.548e+3,6.138e-12,2.645e-10,1.027e-12
441.632,2.698e+3,2.698e+3,6.138e-12,2.644e-10,1.027e-12
441.637,1.279e+3,1.279e+3,6.138e-12,2.643e-10,1.027e-12
441.642,5.910e+2,5.910e+2,6.138e-12,2.642e-10,1.027e-12
441.647,2.661e+2,2.661e+2,6.138e-12,2.642e-10,1.027e-12
441.652,1.168e+2,1.168e+2,6.139e-12,2.641e-10,1.027e-12
441.657,4.997e+1,4.997e+1,6.139e-12,2.640e-10,1.027e-12
441.662,2.084e+1,2.084e+1,6.139e-12,2.639e-10,1.027e-12
441.667,8.468e+0,8.468e+0,6.139e-12,2.638e-10,1.027e-12
441.672,3.354e+0,3.354e+0,6.139e-12,2.637e-10,1.027e-12
441.677,1.295e+0,1.295e+0,6.139e-12,2.636e-10,1.027e-12
441.682,4.873e-1,4.873e-1,6.140e-12,2.635e-10,1.027e-12
441.687,1.787e-1,1.787e-1,6.140e-12,2.634e-10,1.027e-12
441.692,6.389e-2,6.389e-2,6.140e-12,2.633e-10,1.027e-12
441.697,2.226e-2,2.226e-2,6.140e-12,2.632e-10,1.027e-12
441.702,7.561e-3,7.561e-3,6.140e-12,2.631e-10,1.027e-12
441.707,2.503e-3,2.503e-3,6.140e-12,2.630e-10,1.027e-12
441.712,8.074e-4,8.074e-4,6.141e-12,2.629e-10,1.027e-12
441.717,2.539e-4,2.539e-4,6.141e-12,2.629e-10,1.027e-12
441.722,7.786e-5,7.786e-5,6.141e-12,2.628e-10,1.027e-12
441.727,2.343e-5,2.343e-5,6.141e-12,2.627e-10,1.027e-12
441.732,7.436e-6,7.436e-6,6.141e-12,2.626e-10,1.027e-12
441.737,4.233e-6,4.233e-6,6.141e-12,2.625e-10,1.027e-12
441.742,8.332e-6,8.332e-6,6.141e-12,2.624e-10,1.027e-12
441.747,2.579e-5,2.579e-5,6.142e-12,2.623e-10,1.027e-12
441.752,8.223e-5,8.223e-5,6.142e-12,2.622e-10,1.027e-12
441.757,2.568e-4,2.568e-4,6.142e-12,2.621e-10,1.027e-12
441.762,7.818e-4,7.818e-4,6.142e-12,2.620e-10,1.027e-12
441.767,2.320e-3,2.320e-3,6.142e-12,2.619e-10,1.027e-12
441.772,6.712e-3,6.712e-3,6.142e-12,2.618e-10,1.027e-12
441.777,1.892e-2,1.892e-2,6.143e-12,2.617e-10,1.027e-12
441.782,5.201e-2,5.201e-2,6.143e-12,2.616e-10,1.027e-12
441.787,1.393e-1,1.393e-1,6.143e-12,2.615e-10,1.027e-12
441.792,3.639e-1,3.639e-1,6.143e-12,2.615e-10,1.027e-12
441.797,9.262e-1,9.262e-1,6.143e-12,2.614e-10,1.027e-12
441.802,2.298e+0,2.298e+0,6.143e-12,2.613e-10,1.027e-12
441.807,5.557e+0,5.557e+0,6.144e-12,2.612e-10,1.027e-12
441.812,1.310e+1,1.310e+1,6.144e-12,2.611e-10,1.027e-12
441.817,3.009e+1,3.009e+1,6.144e-12,2.610e-10,1.027e-12
441.822,6.740e+1,6.740e+1,6.144e-12,2.609e-10,1.027e-12
441.827,1.471e+2,1.471e+2,6.144e-12,2.608e-10,1.027e-12
441.832,3.130e+2,3.130e+2,6.144e-12,2.607e-10,1.027e-12
441.837,6.493e+2,6.493e+2,6.145e-12,2.606e-10,1.027e-12
441.842,1.313e+3,1.313e+3,6.145e-12,2.605e-10,1.027e-12
441.847,2.586e+3,2.586e+3,6.145e-12,2.604e-10,1.028e-12
441.852,4.968e+3,4.968e+3,6.145e-12,2.603e-10,1.028e-12
441.857,9.300e+3,9.300e+3,6.145e-12,2.602e-10,1.028e-12
441.862,1.697e+4,1.697e+4,6.145e-12,2.602e-10,1.028e-12
441.867,3.019e+4,3.019e+4,6.146e-12,2.601e-10,1.028e-12
441.872,5.234e+4,5.234e+4,6.146e-12,2.600e-10,1.028e-12
441.877,8.845e+4,8.845e+4,6.146e-12,2.599e-10,1.028e-12
441.882,1.457e+5,1.457e+5,6.146e-12,2.598e-10,1.028e-12
441.887,2.340e+5,2.340e+5,6.146e-12,2.597e-10,1.028e-12
441.892,3.662e+5,3.662e+5,6.146e-12,2.596e-10,1.028e-12
441.897,5.586e+5,5.586e+5,6.147e-12,2.595e-10,1.028e-12
441.902,8.306e+5,8.306e+5,6.147e-12,2.594e-10,1.028e-12
441.907,1.204e+6,1.204e+6,6.147e-12,2.593e-10,1.028e-12
441.912,1.701e+6,1.701e+6,6.147e-12,2.592e-10,1.028e-12
441.917,2.342e+6,2.342e+6,6.147e-12,2.591e-10,1.028e-12
441.922,3.144e+6,3.144e+6,6.147e-12,2.590e-10,1.028e-12
441.927,4.113e+6,4.113e+6,6.147e-12,2.589e-10,1.028e-12
441.932,5.245e+6,5.245e+6,6.148e-12,2.589e-10,1.028e-12
441.937,6.520e+6,6.520e+6,6.148e-12,2.588e-10,1.028e-12
441.942,7.900e+6,7.900e+6,6.148e-12,2.587e-10,1.028e-12
441.947,9.329e+6,9.329e+6,6.148e-12,2.586e-10,1.028e-12
441.952,1.074e+7,1.074e+7,6.148e-12,2.585e-10,1.028e-12
441.957,1.205e+7,1.205e+7,6.148e-12,2.584e-10,1.028e-12
441.962,1.318e+7,1.318e+7,6.149e-12,2.583e-10,1.028e-12
441.967,1.405e+7,1.405e+7,6.149e-12,2.582e-10,1.028e-12
441.972,1.460e+7,1.460e+7,6.149e-12,2.581e-10,1.028e-12
441.977,1.479e+7,1.479e+7,6.149e-12,2.580e-10,1.028e-12
441.982,1.460e+7,1.460e+7,6.149e-12,2.579e-10,1.028e-12
441.987,1.405e+7,1.405e+7,6.149e-12,2.578e-10,1.028e-12
441.992,1.318e+7,1.318e+7,6.150e-12,2.577e-10,1.028e-12
441.997,1.205e+7,1.205e+7,6.150e-12,2.576e-10,1.028e-12
442.002,1.074e+7,1.074e+7,6.150e-12,2.575e-10,1.028e-12
442.007,9.329e+6,9.329e+6,6.150e-12,2.575e-10,1.028e-12
442.012,7.900e+6,7.900e+6,6.150e-12,2.574e-10,1.028e-12
442.017,6.520e+6,6.520e+6,6.150e-12,2.573e-10,1.028e-12
442.022,5.245e+6,5.245e+6,6.151e-12,2.572e-10,1.028e-12
442.027,4.113e+6,4.113e+6,6.151e-12,2.571e-10,1.028e-12
442.032,3.144e+6,3.144e+6,6.151e-12,2.570e-10,1.028e-12
442.037,2.342e+6,2.342e+6,6.151e-12,2.569e-10,1.028e-12
442.042,1.701e+6,1.701e+6,6.151e-12,2.568e-10,1.028e-12
442.047,1.204e+6,1.204e+6,6.151e-12,2.567e-10,1.028e-12
442.051,8.964e+5,8.964e+5,6.152e-12,2.566e-10,1.028e-12
442.056,6.059e+5,6.059e+5,6.152e-12,2.565e-10,1.028e-12
442.061,3.992e+5,3.992e+5,6.152e-12,2.564e-10,1.028e-12
442.066,2.564e+5,2.564e+5,6.152e-12,2.564e-10,1.028e-12
442.071,1.605e+5,1.605e+5,6.152e-12,2.563e-10,1.028e-12
442.076,9.794e+4,9.794e+4,6.152e-12,2.562e-10,1.028e-12
442.081,5.825e+4,5.825e+4,6.152e-12,2.561e-10,1.028e-12
442.086,3.377e+4,3.377e+4,6.153e-12,2.560e-10,1.028e-12
442.091,1.908e+4,1.908e+4,6.153e-12,2.559e-10,1.028e-12
442.096,1.051e+4,1.051e+4,6.153e-12,2.558e-10,1.028e-12
442.101,5.643e+3,5.643e+3,6.153e-12,2.557e-10,1.028e-12
442.106,2.953e+3,2.953e+3,6.153e-12,2.556e-10,1.028e-12
442.111,1.506e+3,1.506e+3,6.153e-12,2.555e-10,1.028e-12
442.116,7.489e+2,7.489e+2,6.154e-12,2.554e-10,1.028e-12
442.121,3.630e+2,3.630e+2,6.154e-12,2.553e-10,1.028e-12
442.126,1.715e+2,1.715e+2,6.154e-12,2.552e-10,1.028e-12
442.131,7.895e+1,7.895e+1,6.154e-12,2.551e-10,1.028e-12
442.136,3.543e+1,3.543e+1,6.154e-12,2.551e-10,1.028e-12
442.141,1.550e+1,1.550e+1,6.154e-12,2.550e-10,1.028e-12
442.146,6.610e+0,6.610e+0,6.155e-12,2.549e-10,1.028e-12
442.151,2.747e+0,2.747e+0,6.155e-12,2.548e-10,1.029e-12
442.156,1.113e+0,1.113e+0,6.155e-12,2.547e-10,1.029e-12
442.161,4.395e-1,4.395e-1,6.155e-12,2.546e-10,1.029e-12
442.166,1.692e-1,1.692e-1,6.155e-12,2.545e-10,1.029e-12
442.171,6.347e-2,6.347e-2,6.155e-12,2.544e-10,1.029e-12
442.176,2.321e-2,2.321e-2,6.156e-12,2.543e-10,1.029e-12
442.181,8.275e-3,8.275e-3,6.156e-12,2.542e-10,1.029e-12
442.186,2.875e-3,2.875e-3,6.156e-12,2.541e-10,1.029e-12
442.191,9.737e-4,9.737e-4,6.156e-12,2.540e-10,1.029e-12
442.196,3.215e-4,3.215e-4,6.156e-12,2.539e-10,1.029e-12
442.201,1.034e-4,1.034e-4,6.156e-12,2.538e-10,1.029e-12
442.206,3.244e-5,3.244e-5,6.157e-12,2.537e-10,1.029e-12
442.211,9.918e-6,9.918e-6,6.157e-12,2.537e-10,1.029e-12
442.216,2.956e-6,2.956e-6,6.157e-12,2.536e-10,1.029e-12
442.221,8.585e-7,8.585e-7,6.157e-12,2.535e-10,1.029e-12
442.226,2.431e-7,2.431e-7,6.157e-12,2.534e-10,1.029e-12
442.231,6.708e-8,6.708e-8,6.157e-12,2.533e-10,1.029e-12
442.236,1.804e-8,1.804e-8,6.158e-12,2.532e-10,1.029e-12
442.241,4.731e-9,4.731e-9,6.158e-12,2.531e-10,1.029e-12
442.246,1.209e-9,1.209e-9,6.158e-12,2.530e-10,1.029e-12
442.251,3.012e-10,3.012e-10,6.158e-12,2.529e-10,1.029e-12
442.256,7.313e-11,7.313e-11,6.158e-12,2.528e-10,1.029e-12
443.350,8.388e-11,8.388e-11,6.194e-12,2.324e-10,1.032e-12
443.355,3.542e-10,3.542e-10,6.194e-12,2.324e-10,1.032e-12
443.360,1.458e-9,1.458e-9,6.194e-12,2.323e-10,1.033e-12
443.365,5.852e-9,5.852e-9,6.194e-12,2.322e-10,1.033e-12
443.370,2.290e-8,2.290e-8,6.194e-12,2.321e-10,1.033e-12
443.375,8.734e-8,8.734e-8,6.195e-12,2.320e-10,1.033e-12
443.380,3.248e-7,3.248e-7,6.195e-12,2.319e-10,1.033e-12
443.385,1.178e-6,1.178e-6,6.195e-12,2.318e-10,1.033e-12
443.390,4.163e-6,4.163e-6,6.195e-12,2.317e-10,1.033e-12
443.395,1.434e-5,1.434e-5,6.195e-12,2.316e-10,1.033e-12
443.400,4.819e-5,4.819e-5,6.195e-12,2.315e-10,1.033e-12
443.405,1.578e-4,1.578e-4,6.195e-12,2.314e-10,1.033e-12
443.410,5.040e-4,5.040e-4,6.196e-12,2.313e-10,1.033e-12
443.415,1.569e-3,1.569e-3,6.196e-12,2.312e-10,1.033e-12
443.420,4.762e-3,4.762e-3,6.196e-12,2.311e-10,1.033e-12
443.425,1.409e-2,1.409e-2,6.196e-12,2.311e-10,1.033e-12
443.430,4.064e-2,4.064e-2,6.196e-12,2.310e-10,1.033e-12
443.435,1.143e-1,1.143e-1,6.196e-12,2.309e-10,1.033e-12
443.440,3.134e-1,3.134e-1,6.197e-12,2.308e-10,1.033e-12
443.445,8.376e-1,8.376e-1,6.197e-12,2.307e-10,1.033e-12
443.450,2.183e+0,2.183e+0,6.197e-12,2.306e-10,1.033e-12
443.455,5.545e+0,5.545e+0,6.197e-12,2.305e-10,1.033e-12
443.460,1.373e+1,1.373e+1,6.197e-12,2.304e-10,1.033e-12
443.465,3.316e+1,3.316e+1,6.197e-12,2.303e-10,1.033e-12
443.470,7.806e+1,7.806e+1,6.198e-12,2.302e-10,1.033e-12
443.475,1.792e+2,1.792e+2,6.198e-12,2.301e-10,1.033e-12
443.480,4.009e+2,4.009e+2,6.198e-12,2.300e-10,1.033e-12
443.485,8.744e+2,8.744e+2,6.198e-12,2.299e-10,1.033e-12
443.490,1.859e+3,1.859e+3,6.198e-12,2.298e-10,1.033e-12
443.495,3.855e+3,3.855e+3,6.198e-12,2.297e-10,1.033e-12
443.500,7.792e+3,7.792e+3,6.199e-12,2.297e-10,1.033e-12
443.505,1.535e+4,1.535e+4,6.199e-12,2.296e-10,1.033e-12
443.510,2.950e+4,2.950e+4,6.199e-12,2.295e-10,1.033e-12
443.515,5.525e+4,5.525e+4,6.199e-12,2.294e-10,1.033e-12
443.520,1.009e+5,1.009e+5,6.199e-12,2.293e-10,1.033e-12
443.525,1.796e+5,1.796e+5,6.199e-12,2.292e-10,1.033e-12
443.530,3.117e+5,3.117e+5,6.200e-12,2.291e-10,1.033e-12
443.535,5.273e+5,5.273e+5,6.200e-12,2.290e-10,1.033e-12
443.540,8.698e+5,8.698e+5,6.200e-12,2.289e-10,1.033e-12
443.545,1.399e+6,1.399e+6,6.200e-12,2.288e-10,1.033e-12
443.550,2.193e+6,2.193e+6,6.200e-12,2.287e-10,1.033e-12
443.555,3.352e+6,3.352e+6,6.200e-12,2.286e-10,1.033e-12
443.560,4.995e+6,4.995e+6,6.201e-12,2.285e-10,1.033e-12
443.565,7.256e+6,7.256e+6,6.201e-12,2.284e-10,1.033e-12
443.570,1.028e+7,1.028e+7,6.201e-12,2.284e-10,1.033e-12
443.575,1.419e+7,1.419e+7,6.201e-12,2.283e-10,1.033e-12
443.580,1.910e+7,1.910e+7,6.201e-12,2.282e-10,1.033e-12
443.585,2.507e+7,2.507e+7,6.201e-12,2.281e-10,1.033e-12
443.590,3.207e+7,3.207e+7,6.201e-12,2.280e-10,1.033e-12
443.595,4.001e+7,4.001e+7,6.202e-12,2.279e-10,1.033e-12
443.600,4.865e+7,4.865e+7,6.202e-12,2.278e-10,1.033e-12
443.605,5.768e+7,5.768e+7,6.202e-12,2.277e-10,1.033e-12
443.609,6.489e+7,6.489e+7,6.202e-12,2.276e-10,1.033e-12
443.614,7.350e+7,7.350e+7,6.202e-12,2.275e-10,1.033e-12
443.619,8.115e+7,8.115e+7,6.202e-12,2.274e-10,1.033e-12
443.624,8.735e+7,8.735e+7,6.203e-12,2.273e-10,1.033e-12
443.629,9.167e+7,9.167e+7,6.203e-12,2.273e-10,1.033e-12
443.634,9.379e+7,9.379e+7,6.203e-12,2.272e-10,1.033e-12
443.639,9.356e+7,9.356e+7,6.203e-12,2.271e-10,1.033e-12
443.644,9.098e+7,9.098e+7,6.203e-12,2.270e-10,1.033e-12
443.649,8.625e+7,8.625e+7,6.203e-12,2.269e-10,1.033e-12
443.654,7.972e+7,7.972e+7,6.204e-12,2.268e-10,1.033e-12
443.659,7.183e+7,7.183e+7,6.204e-12,2.267e-10,1.033e-12
443.664,6.310e+7,6.310e+7,6.204e-12,2.266e-10,1.034e-12
443.669,5.405e+7,5.405e+7,6.204e-12,2.265e-10,1.034e-12
443.674,4.513e+7,4.513e+7,6.204e-12,2.264e-10,1.034e-12
443.679,3.673e+7,3.673e+7,6.204e-12,2.263e-10,1.034e-12
443.684,2.915e+7,2.915e+7,6.205e-12,2.262e-10,1.034e-12
443.689,2.255e+7,2.255e+7,6.205e-12,2.261e-10,1.034e-12
443.694,1.701e+7,1.701e+7,6.205e-12,2.260e-10,1.034e-12
443.699,1.251e+7,1.251e+7,6.205e-12,2.260e-10,1.034e-12
443.704,8.968e+6,8.968e+6,6.205e-12,2.259e-10,1.034e-12
443.709,6.268e+6,6.268e+6,6.205e-12,2.258e-10,1.034e-12
443.714,4.271e+6,4.271e+6,6.206e-12,2.257e-10,1.034e-12
443.719,2.837e+6,2.837e+6,6.206e-12,2.256e-10,1.034e-12
443.724,1.838e+6,1.838e+6,6.206e-12,2.255e-10,1.034e-12
443.729,1.160e+6,1.160e+6,6.206e-12,2.254e-10,1.034e-12
443.734,7.142e+5,7.142e+5,6.206e-12,2.253e-10,1.034e-12
443.739,4.286e+5,4.286e+5,6.206e-12,2.252e-10,1.034e-12
443.744,2.507e+5,2.507e+5,6.206e-12,2.251e-10,1.034e-12
443.749,1.430e+5,1.430e+5,6.207e-12,2.250e-10,1.034e-12
443.754,7.953e+4,7.953e+4,6.207e-12,2.249e-10,1.034e-12
443.759,4.312e+4,4.312e+4,6.207e-12,2.248e-10,1.034e-12
443.764,2.279e+4,2.279e+4,6.207e-12,2.247e-10,1.034e-12
443.769,1.174e+4,1.174e+4,6.207e-12,2.246e-10,1.034e-12
443.774,5.898e+3,5.898e+3,6.207e-12,2.246e-10,1.034e-12
443.779,2.889e+3,2.889e+3,6.208e-12,2.245e-10,1.034e-12
443.784,1.379e+3,1.379e+3,6.208e-12,2.244e-10,1.034e-12
443.789,6.420e+2,6.420e+2,6.208e-12,2.243e-10,1.034e-12
443.794,2.913e+2,2.913e+2,6.208e-12,2.242e-10,1.034e-12
443.799,1.289e+2,1.289e+2,6.208e-12,2.241e-10,1.034e-12
443.804,5.560e+1,5.560e+1,6.208e-12,2.240e-10,1.034e-12
443.809,2.338e+1,2.338e+1,6.209e-12,2.239e-10,1.034e-12
443.814,9.584e+0,9.584e+0,6.209e-12,2.238e-10,1.034e-12
443.819,3.830e+0,3.830e+0,6.209e-12,2.237e-10,1.034e-12
443.824,1.493e+0,1.493e+0,6.209e-12,2.236e-10,1.034e-12
443.829,5.670e-1,5.670e-1,6.209e-12,2.235e-10,1.034e-12
443.834,2.100e-1,2.100e-1,6.209e-12,2.234e-10,1.034e-12
443.839,7.581e-2,7.581e-2,6.210e-12,2.233e-10,1.034e-12
443.844,2.668e-2,2.668e-2,6.210e-12,2.233e-10,1.034e-12
443.849,9.157e-3,9.157e-3,6.210e-12,2.232e-10,1.034e-12
443.854,3.064e-3,3.064e-3,6.210e-12,2.231e-10,1.034e-12
443.859,9.992e-4,9.992e-4,6.210e-12,2.230e-10,1.034e-12
443.864,3.177e-4,3.177e-4,6.210e-12,2.229e-10,1.034e-12
443.869,9.850e-5,9.850e-5,6.211e-12,2.228e-10,1.034e-12
443.874,2.977e-5,2.977e-5,6.211e-12,2.227e-10,1.034e-12
443.879,8.772e-6,8.772e-6,6.211e-12,2.226e-10,1.034e-12
443.884,2.520e-6,2.520e-6,6.211e-12,2.225e-10,1.034e-12
443.889,7.056e-7,7.056e-7,6.211e-12,2.224e-10,1.034e-12
443.894,1.927e-7,1.927e-7,6.211e-12,2.223e-10,1.034e-12
443.899,5.128e-8,5.128e-8,6.212e-12,2.222e-10,1.034e-12
443.904,1.331e-8,1.331e-8,6.212e-12,2.221e-10,1.034e-12
443.909,3.367e-9,3.367e-9,6.212e-12,2.220e-10,1.034e-12
443.914,8.304e-10,8.304e-10,6.212e-12,2.219e-10,1.034e-12
443.919,1.997e-10,1.997e-10,6.212e-12,2.219e-10,1.034e-12
444.873,4.210e-10,4.210e-10,6.243e-12,2.041e-10,1.038e-12
444.878,1.760e-9,1.760e-9,6.243e-12,2.040e-10,1.038e-12
444.883,7.176e-9,7.176e-9,6.243e-12,2.039e-10,1.038e-12
444.888,2.853e-8,2.853e-8,6.244e-12,2.038e-10,1.038e-12
444.893,1.106e-7,1.106e-7,6.244e-12,2.037e-10,1.038e-12
444.898,4.180e-7,4.180e-7,6.244e-12,2.036e-10,1.038e-12
444.903,1.541e-6,1.541e-6,6.244e-12,2.035e-10,1.038e-12
444.908,5.537e-6,5.537e-6,6.244e-12,2.034e-10,1.038e-12
444.913,1.940e-5,1.940e-5,6.244e-12,2.033e-10,1.038e-12
444.918,6.630e-5,6.630e-5,6.245e-12,2.033e-10,1.038e-12
444.923,2.209e-4,2.209e-4,6.245e-12,2.032e-10,1.038e-12
444.928,7.177e-4,7.177e-4,6.245e-12,2.031e-10,1.038e-12
444.933,2.274e-3,2.274e-3,6.245e-12,2.030e-10,1.038e-12
444.938,7.023e-3,7.023e-3,6.245e-12,2.029e-10,1.038e-12
444.943,2.115e-2,2.115e-2,6.245e-12,2.028e-10,1.038e-12
444.948,6.213e-2,6.213e-2,6.246e-12,2.027e-10,1.038e-12
444.953,1.779e-1,1.779e-1,6.246e-12,2.026e-10,1.038e-12
444.958,4.969e-1,4.969e-1,6.246e-12,2.025e-10,1.038e-12
444.963,1.353e+0,1.353e+0,6.246e-12,2.024e-10,1.038e-12
