Wavelength (nm),Sum(calc),Cu I (8.1e-2),Cu II (8.6e-1),Sn I (2.1e-3),Sn II (3.8e-2),Pb I (8.7e-4),Pb II (1.9e-2)
204.328,1.289e+8,7.859e-10,1.289e+8,,,7.470e-13,
204.333,4.216e+8,7.877e-10,4.216e+8,,,7.477e-13,
204.338,1.223e+9,7.894e-10,1.223e+9,,,7.485e-13,
204.343,3.149e+9,7.912e-10,3.149e+9,,,7.492e-13,
204.348,7.193e+9,7.929e-10,7.193e+9,,,7.500e-13,
204.353,1.458e+10,7.947e-10,1.458e+10,,,7.507e-13,
204.358,2.620e+10,7.964e-10,2.620e+10,,,7.515e-13,
204.364,4.523e+10,7.985e-10,4.523e+10,,,7.524e-13,
204.369,6.248e+10,8.003e-10,6.248e+10,,,7.531e-13,
204.374,7.658e+10,8.021e-10,7.658e+10,,,7.538e-13,
204.379,8.327e+10,8.038e-10,8.327e+10,,,7.546e-13,
204.384,8.034e+10,8.056e-10,8.034e+10,,,7.553e-13,
204.389,6.876e+10,8.073e-10,6.876e+10,,,7.561e-13,
204.394,5.221e+10,8.091e-10,5.221e+10,,,7.568e-13,
204.399,3.517e+10,8.108e-10,3.517e+10,,,7.576e-13,
204.404,2.102e+10,8.126e-10,2.102e+10,,,7.583e-13,
204.409,1.115e+10,8.143e-10,1.115e+10,,,7.591e-13,
204.414,5.244e+9,8.161e-10,5.244e+9,,,7.598e-13,
204.419,2.189e+9,8.179e-10,2.189e+9,,,7.606e-13,
204.424,8.104e+8,8.196e-10,8.104e+8,,,7.613e-13,
204.429,2.662e+8,8.214e-10,2.662e+8,,,7.621e-13,
204.434,7.759e+7,8.231e-10,7.759e+7,,,7.628e-13,
204.439,2.006e+7,8.249e-10,2.006e+7,,,7.636e-13,
204.444,4.602e+6,8.266e-10,4.602e+6,,,7.643e-13,
204.449,9.366e+5,8.284e-10,9.366e+5,,,7.651e-13,
204.454,1.691e+5,8.301e-10,1.691e+5,,,7.658e-13,
204.459,2.709e+4,8.319e-10,2.709e+4,,,7.665e-13,
204.464,3.850e+3,8.336e-10,3.850e+3,,,7.673e-13,
204.469,4.854e+2,8.354e-10,4.854e+2,,,7.680e-13,
204.474,5.430e+1,8.372e-10,5.430e+1,,,7.688e-13,
204.479,5.389e+0,8.389e-10,5.389e+0,,,7.695e-13,
204.484,4.744e-1,8.407e-10,4.744e-1,,,7.703e-13,
204.489,3.706e-2,8.424e-10,3.706e-2,,,7.710e-13,
204.494,2.568e-3,8.442e-10,2.568e-3,,,7.718e-13,
204.499,1.579e-4,8.459e-10,1.579e-4,,,7.725e-13,
204.504,8.613e-6,8.477e-10,8.613e-6,,,7.733e-13,
204.509,4.168e-7,8.494e-10,4.168e-7,,,7.740e-13,
204.634,1.876e-11,8.933e-10,1.876e-11,,,7.927e-13,
204.639,4.317e-10,8.951e-10,4.317e-10,,,7.934e-13,
204.644,8.820e-9,8.968e-10,8.820e-9,,,7.942e-13,
204.649,1.599e-7,8.986e-10,1.599e-7,,,7.949e-13,
204.654,2.574e-6,9.003e-10,2.574e-6,,,7.957e-13,
204.659,3.677e-5,9.021e-10,3.677e-5,,,7.964e-13,
204.664,4.662e-4,9.038e-10,4.662e-4,,,7.972e-13,
204.670,8.393e-3,9.059e-10,8.393e-3,,,7.981e-13,
204.675,8.186e-2,9.077e-10,8.186e-2,,,7.988e-13,
204.680,7.086e-1,9.094e-10,7.086e-1,,,7.996e-13,
204.685,5.445e+0,9.112e-10,5.445e+0,,,8.003e-13,
204.690,3.713e+1,9.130e-10,3.713e+1,,,8.010e-13,
204.695,2.248e+2,9.147e-10,2.248e+2,,,8.018e-13,
204.700,1.208e+3,9.165e-10,1.208e+3,,,8.025e-13,
204.705,5.760e+3,9.182e-10,5.760e+3,,,8.033e-13,
204.710,2.438e+4,9.200e-10,2.438e+4,,,8.040e-13,
204.715,9.160e+4,9.217e-10,9.160e+4,,,8.048e-13,
204.720,3.055e+5,9.235e-10,3.055e+5,,,8.055e-13,
204.725,9.042e+5,9.252e-10,9.042e+5,,,8.063e-13,
204.730,2.375e+6,9.270e-10,2.375e+6,,,8.070e-13,
204.735,5.539e+6,9.287e-10,5.539e+6,,,8.078e-13,
204.740,1.146e+7,9.305e-10,1.146e+7,,,8.085e-13,
204.745,2.106e+7,9.323e-10,2.106e+7,,,8.093e-13,
204.750,3.434e+7,9.340e-10,3.434e+7,,,8.100e-13,
204.755,4.970e+7,9.358e-10,4.970e+7,,,8.108e-13,
204.760,6.384e+7,9.375e-10,6.384e+7,,,8.115e-13,
204.765,7.279e+7,9.393e-10,7.279e+7,,,8.122e-13,
204.770,7.366e+7,9.410e-10,7.366e+7,,,8.130e-13,
204.775,6.616e+7,9.428e-10,6.616e+7,,,8.137e-13,
204.780,5.275e+7,9.445e-10,5.275e+7,,,8.145e-13,
204.785,3.733e+7,9.463e-10,3.733e+7,,,8.152e-13,
204.790,2.345e+7,9.481e-10,2.345e+7,,,8.160e-13,
204.795,1.307e+7,9.498e-10,1.307e+7,,,8.167e-13,
204.800,6.468e+6,9.516e-10,6.468e+6,,,8.175e-13,
204.805,2.841e+6,9.533e-10,2.841e+6,,,8.182e-13,
204.810,1.107e+6,9.551e-10,1.107e+6,,,8.190e-13,
204.815,3.831e+5,9.568e-10,3.831e+5,,,8.197e-13,
204.820,1.177e+5,9.586e-10,1.177e+5,,,8.205e-13,
204.825,3.208e+4,9.603e-10,3.208e+4,,,8.212e-13,
204.830,7.761e+3,9.621e-10,7.761e+3,,,8.220e-13,
204.835,1.667e+3,9.638e-10,1.667e+3,,,8.227e-13,
204.840,3.177e+2,9.656e-10,3.177e+2,,,8.234e-13,
204.845,5.374e+1,9.674e-10,5.374e+1,,,8.242e-13,
204.850,8.070e+0,9.691e-10,8.070e+0,,,8.249e-13,
204.855,1.076e+0,9.709e-10,1.076e+0,,,8.257e-13,
204.860,1.273e-1,9.726e-10,1.273e-1,,,8.264e-13,
204.865,1.336e-2,9.744e-10,1.336e-2,,,8.272e-13,
204.870,1.245e-3,9.761e-10,1.245e-3,,,8.279e-13,
204.875,1.030e-4,9.779e-10,1.030e-4,,,8.287e-13,
204.880,7.564e-6,9.796e-10,7.564e-6,,,8.294e-13,
204.885,4.929e-7,9.814e-10,4.929e-7,,,8.302e-13,
204.890,2.851e-8,9.831e-10,2.851e-8,,,8.309e-13,
204.895,1.464e-9,9.849e-10,1.464e-9,,,8.317e-13,
204.900,6.671e-11,9.867e-10,6.671e-11,,,8.324e-13,
205.191,8.759e-13,1.089e-9,9.013e-11,,,8.759e-13,
205.196,2.128e-11,1.091e-9,9.053e-11,,,2.128e-11,
205.201,4.592e-10,1.092e-9,9.093e-11,,,4.592e-10,
205.206,8.799e-9,1.094e-9,9.134e-11,,,8.799e-9,
205.211,1.498e-7,1.096e-9,9.174e-11,,,1.498e-7,
205.216,2.264e-6,1.098e-9,9.214e-11,,,2.264e-6,
205.221,3.040e-5,1.099e-9,9.254e-11,,,3.040e-5,
205.226,3.626e-4,1.101e-9,9.295e-11,,,3.626e-4,
205.231,3.840e-3,1.103e-9,9.335e-11,,,3.840e-3,
205.236,3.613e-2,1.105e-9,9.375e-11,,,3.613e-2,
205.241,3.018e-1,1.106e-9,9.415e-11,,,3.018e-1,
205.246,2.240e+0,1.108e-9,9.456e-11,,,2.240e+0,
205.251,1.476e+1,1.110e-9,9.496e-11,,,1.476e+1,
205.256,8.642e+1,1.112e-9,9.536e-11,,,8.642e+1,
205.261,4.493e+2,1.113e-9,9.576e-11,,,4.493e+2,
205.266,2.075e+3,1.115e-9,9.617e-11,,,2.075e+3,
205.271,8.509e+3,1.117e-9,9.657e-11,,,8.509e+3,
205.277,3.957e+4,1.119e-9,9.705e-11,,,3.957e+4,
205.282,1.250e+5,1.121e-9,9.745e-11,,,1.250e+5,
205.287,3.508e+5,1.122e-9,9.785e-11,,,3.508e+5,
205.292,8.744e+5,1.124e-9,9.826e-11,,,8.744e+5,
205.297,1.936e+6,1.126e-9,2.165e-9,,,1.936e+6,
205.302,3.805e+6,1.128e-9,4.236e-8,,,3.805e+6,
205.307,6.644e+6,1.129e-9,7.364e-7,,,6.644e+6,
205.312,1.030e+7,1.131e-9,1.137e-5,,,1.030e+7,
205.317,1.419e+7,1.133e-9,1.560e-4,,,1.419e+7,
205.322,1.736e+7,1.135e-9,1.900e-3,,,1.736e+7,
205.327,1.887e+7,1.137e-9,2.056e-2,,,1.887e+7,
205.332,1.821e+7,1.138e-9,1.977e-1,,,1.821e+7,
205.337,1.561e+7,1.140e-9,1.688e+0,,,1.561e+7,
205.342,1.188e+7,1.142e-9,1.281e+1,,,1.188e+7,
205.347,8.033e+6,1.144e-9,8.632e+1,,,8.033e+6,
205.352,4.824e+6,1.145e-9,5.168e+2,,,4.824e+6,
205.357,2.576e+6,1.147e-9,2.750e+3,,,2.573e+6,
205.362,1.232e+6,1.149e-9,1.300e+4,,,1.219e+6,
205.367,5.674e+5,1.151e-9,5.462e+4,,,5.128e+5,
205.372,3.957e+5,1.152e-9,2.041e+5,,,1.916e+5,
205.377,7.417e+5,1.154e-9,6.781e+5,,,6.360e+4,
205.382,2.025e+6,1.156e-9,2.006e+6,,,1.875e+4,
205.387,5.291e+6,1.158e-9,5.286e+6,,,4.908e+3,
205.392,1.243e+7,1.159e-9,1.243e+7,,,1.141e+3,
205.397,2.613e+7,1.161e-9,2.613e+7,,,2.357e+2,
205.402,4.926e+7,1.163e-9,4.926e+7,,,4.323e+1,
205.407,8.356e+7,1.165e-9,8.356e+7,,,7.043e+0,
205.412,1.282e+8,1.166e-9,1.282e+8,,,1.019e+0,
205.417,1.789e+8,1.168e-9,1.789e+8,,,1.310e-1,
205.422,2.285e+8,1.170e-9,2.285e+8,,,1.495e-2,
205.427,2.689e+8,1.172e-9,2.689e+8,,,1.515e-3,
205.432,2.936e+8,1.173e-9,2.936e+8,,,1.365e-4,
205.437,3.022e+8,1.175e-9,3.022e+8,,,1.091e-5,
205.442,3.089e+8,1.177e-9,3.089e+8,,,7.750e-7,
205.447,3.645e+8,1.179e-9,3.645e+8,,,4.889e-8,
205.452,6.007e+8,1.180e-9,6.007e+8,,,2.739e-9,
205.457,1.307e+9,1.182e-9,1.307e+9,,,1.363e-10,
205.462,3.018e+9,1.184e-9,3.018e+9,,,1.364e-10,
205.467,6.539e+9,1.186e-9,6.539e+9,,,1.364e-10,
205.472,1.277e+10,1.187e-9,1.277e+10,,,1.365e-10,
205.477,2.226e+10,1.189e-9,2.226e+10,,,1.366e-10,
205.482,3.448e+10,1.191e-9,3.448e+10,,,1.366e-10,
205.487,4.746e+10,1.193e-9,4.746e+10,,,1.367e-10,
205.492,5.804e+10,1.194e-9,5.804e+10,,,1.368e-10,
205.497,6.306e+10,1.196e-9,6.306e+10,,,1.368e-10,
205.502,6.086e+10,1.198e-9,6.086e+10,,,1.369e-10,
205.507,5.217e+10,1.200e-9,5.217e+10,,,1.370e-10,
205.512,3.974e+10,1.201e-9,3.974e+10,,,1.370e-10,
205.517,2.688e+10,1.203e-9,2.688e+10,,,1.371e-10,
205.522,1.616e+10,1.205e-9,1.616e+10,,,1.371e-10,
205.527,8.627e+9,1.207e-9,8.627e+9,,,1.372e-10,
205.532,4.092e+9,1.208e-9,4.092e+9,,,1.373e-10,
205.537,1.724e+9,1.210e-9,1.724e+9,,,1.373e-10,
205.542,6.453e+8,1.212e-9,6.453e+8,,,1.374e-10,
205.547,2.145e+8,1.214e-9,2.145e+8,,,1.375e-10,
205.552,6.337e+7,1.215e-9,6.337e+7,,,1.375e-10,
205.557,1.663e+7,1.217e-9,1.663e+7,,,1.376e-10,
205.562,3.876e+6,1.219e-9,3.876e+6,,,1.377e-10,
205.567,8.025e+5,1.221e-9,8.025e+5,,,1.377e-10,
205.572,1.476e+5,1.222e-9,1.476e+5,,,1.378e-10,
205.578,1.655e+4,1.225e-9,1.655e+4,,,1.379e-10,
205.583,2.347e+3,1.226e-9,2.347e+3,,,1.379e-10,
205.588,2.955e+2,1.228e-9,2.955e+2,,,1.380e-10,
205.593,3.306e+1,1.230e-9,3.306e+1,,,1.381e-10,
205.598,3.285e+0,1.232e-9,3.285e+0,,,1.381e-10,
205.603,2.900e-1,1.233e-9,2.900e-1,,,1.382e-10,
205.608,2.275e-2,1.235e-9,2.275e-2,,,1.383e-10,
205.613,1.585e-3,1.237e-9,1.585e-3,,,1.383e-10,
205.618,9.807e-5,1.239e-9,9.807e-5,,,1.384e-10,
205.623,5.392e-6,1.240e-9,5.392e-6,,,1.384e-10,
205.628,2.633e-7,1.242e-9,2.633e-7,,,1.385e-10,
206.104,8.895e-12,1.409e-9,8.895e-12,,,1.446e-10,
206.109,2.151e-10,1.411e-9,2.151e-10,,,1.447e-10,
206.114,4.624e-9,1.413e-9,4.624e-9,,,1.448e-10,
206.119,8.838e-8,1.414e-9,8.838e-8,,,1.448e-10,
206.124,1.502e-6,1.416e-9,1.502e-6,,,1.449e-10,
206.129,2.270e-5,1.418e-9,2.270e-5,,,1.450e-10,
206.134,3.049e-4,1.420e-9,3.049e-4,,,1.450e-10,
206.139,3.642e-3,1.421e-9,3.642e-3,,,1.451e-10,
206.144,3.868e-2,1.423e-9,3.868e-2,,,1.451e-10,
206.149,3.652e-1,1.425e-9,3.652e-1,,,1.452e-10,
206.154,3.066e+0,1.427e-9,3.066e+0,,,1.453e-10,
206.159,2.288e+1,1.428e-9,2.288e+1,,,1.453e-10,
206.164,1.518e+2,1.430e-9,1.518e+2,,,1.454e-10,
206.169,8.959e+2,1.432e-9,8.959e+2,,,1.455e-10,
206.174,4.700e+3,1.434e-9,4.700e+3,,,1.455e-10,
206.179,2.192e+4,1.436e-9,2.192e+4,,,1.456e-10,
206.185,1.191e+5,1.438e-9,1.191e+5,,,1.457e-10,
206.190,4.290e+5,1.439e-9,4.290e+5,,,1.457e-10,
206.195,1.373e+6,1.441e-9,1.373e+6,,,1.458e-10,
206.200,3.910e+6,1.443e-9,3.910e+6,,,1.459e-10,
206.205,9.896e+6,1.445e-9,9.896e+6,,,1.459e-10,
206.210,2.227e+7,1.446e-9,2.227e+7,,,1.460e-10,
206.215,4.456e+7,1.448e-9,4.456e+7,,,1.461e-10,
206.220,7.926e+7,1.450e-9,7.926e+7,,,1.461e-10,
206.225,1.254e+8,1.452e-9,1.254e+8,,,1.462e-10,
206.230,1.763e+8,1.453e-9,1.763e+8,,,1.463e-10,
206.235,2.204e+8,1.455e-9,2.204e+8,,,1.463e-10,
206.240,2.450e+8,1.457e-9,2.450e+8,,,1.464e-10,
206.245,2.421e+8,1.459e-9,2.421e+8,,,1.464e-10,
206.250,2.128e+8,1.460e-9,2.128e+8,,,1.465e-10,
206.255,1.662e+8,1.462e-9,1.662e+8,,,1.466e-10,
206.260,1.155e+8,1.464e-9,1.155e+8,,,1.466e-10,
206.265,7.131e+7,1.466e-9,7.131e+7,,,1.467e-10,
206.270,3.915e+7,1.467e-9,3.915e+7,,,1.468e-10,
206.275,1.911e+7,1.469e-9,1.911e+7,,,1.468e-10,
206.280,8.297e+6,1.471e-9,8.297e+6,,,1.469e-10,
206.285,3.202e+6,1.473e-9,3.202e+6,,,1.470e-10,
206.290,1.099e+6,1.474e-9,1.099e+6,,,1.470e-10,
206.295,3.351e+5,1.476e-9,3.351e+5,,,1.471e-10,
206.300,9.090e+4,1.478e-9,9.090e+4,,,1.472e-10,
206.305,2.192e+4,1.480e-9,2.192e+4,,,1.472e-10,
206.310,4.700e+3,1.481e-9,4.700e+3,,,1.473e-10,
206.315,8.959e+2,1.483e-9,8.959e+2,,,1.473e-10,
206.320,1.518e+2,1.485e-9,1.518e+2,,,1.474e-10,
206.325,2.288e+1,1.487e-9,2.288e+1,,,1.475e-10,
206.330,3.066e+0,1.489e-9,3.066e+0,,,1.475e-10,
206.335,3.652e-1,1.490e-9,3.652e-1,,,1.476e-10,
206.340,3.868e-2,1.492e-9,3.868e-2,,,1.477e-10,
206.345,3.642e-3,1.494e-9,3.642e-3,,,1.477e-10,
206.350,3.049e-4,1.496e-9,3.049e-4,,,1.478e-10,
206.355,2.270e-5,1.497e-9,2.270e-5,,,1.479e-10,
206.360,1.502e-6,1.499e-9,1.502e-6,,,1.479e-10,
206.365,8.838e-8,1.501e-9,8.838e-8,,,1.480e-10,
206.370,4.624e-9,1.503e-9,4.624e-9,,,1.481e-10,
206.375,2.151e-10,1.504e-9,2.151e-10,,,1.481e-10,
206.491,4.530e-11,1.545e-9,4.530e-11,,,1.496e-10,
206.496,1.009e-9,1.547e-9,1.009e-9,,,1.497e-10,
206.501,1.999e-8,1.549e-9,1.999e-8,,,1.497e-10,
206.506,3.524e-7,1.550e-9,3.524e-7,,,1.498e-10,
206.511,5.524e-6,1.552e-9,5.524e-6,,,1.499e-10,
206.516,7.702e-5,1.554e-9,7.702e-5,,,1.499e-10,
206.521,9.552e-4,1.556e-9,9.552e-4,,,1.500e-10,
206.526,1.054e-2,1.557e-9,1.054e-2,,,1.501e-10,
206.531,1.034e-1,1.559e-9,1.034e-1,,,1.501e-10,
206.536,9.025e-1,1.561e-9,9.025e-1,,,1.502e-10,
206.541,7.007e+0,1.563e-9,7.007e+0,,,1.503e-10,
206.546,4.839e+1,1.564e-9,4.839e+1,,,1.503e-10,
206.551,2.972e+2,1.566e-9,2.972e+2,,,1.504e-10,
206.556,1.624e+3,1.568e-9,1.624e+3,,,1.504e-10,
206.561,7.892e+3,1.570e-9,7.892e+3,,,1.505e-10,
206.566,3.412e+4,1.571e-9,3.412e+4,,,1.506e-10,
206.571,1.312e+5,1.573e-9,1.312e+5,,,1.506e-10,
206.576,4.486e+5,1.575e-9,4.486e+5,,,1.507e-10,
206.581,1.365e+6,1.577e-9,1.365e+6,,,1.508e-10,
206.586,3.693e+6,1.578e-9,3.693e+6,,,1.508e-10,
206.591,8.889e+6,1.580e-9,8.889e+6,,,1.509e-10,
206.596,1.903e+7,1.582e-9,1.903e+7,,,1.510e-10,
206.601,3.624e+7,1.584e-9,3.624e+7,,,1.510e-10,
206.606,6.138e+7,1.585e-9,6.138e+7,,,1.511e-10,
206.611,9.248e+7,1.587e-9,9.248e+7,,,1.512e-10,
206.616,1.239e+8,1.589e-9,1.239e+8,,,1.512e-10,
206.621,1.477e+8,1.591e-9,1.477e+8,,,1.513e-10,
206.626,1.566e+8,1.592e-9,1.566e+8,,,1.513e-10,
206.631,1.477e+8,1.594e-9,1.477e+8,,,1.514e-10,
206.636,1.239e+8,1.596e-9,1.239e+8,,,1.515e-10,
206.641,9.248e+7,1.598e-9,9.248e+7,,,1.515e-10,
206.646,6.138e+7,1.599e-9,6.138e+7,,,1.516e-10,
206.651,3.624e+7,1.601e-9,3.624e+7,,,1.517e-10,
206.656,1.903e+7,1.603e-9,1.903e+7,,,1.517e-10,
206.661,8.889e+6,1.605e-9,8.889e+6,,,1.518e-10,
206.666,3.693e+6,1.606e-9,3.693e+6,,,1.519e-10,
206.671,1.365e+6,1.608e-9,1.365e+6,,,1.519e-10,
206.676,4.486e+5,1.610e-9,4.486e+5,,,1.520e-10,
206.681,1.312e+5,1.612e-9,1.312e+5,,,1.521e-10,
206.686,3.412e+4,1.613e-9,3.412e+4,,,1.521e-10,
206.691,7.892e+3,1.615e-9,7.892e+3,,,1.522e-10,
206.696,1.624e+3,1.617e-9,1.624e+3,,,1.522e-10,
206.701,2.972e+2,1.619e-9,2.972e+2,,,1.523e-10,
206.706,4.839e+1,1.620e-9,4.839e+1,,,1.524e-10,
206.711,7.007e+0,1.622e-9,7.007e+0,,,1.524e-10,
206.716,9.025e-1,1.624e-9,9.025e-1,,,1.525e-10,
206.721,1.034e-1,1.626e-9,1.034e-1,,,1.526e-10,
206.726,1.054e-2,1.627e-9,1.054e-2,,,1.526e-10,
206.731,9.552e-4,1.629e-9,9.552e-4,,,1.527e-10,
206.736,7.702e-5,1.631e-9,7.702e-5,,,1.528e-10,
206.741,5.524e-6,1.633e-9,5.524e-6,,,1.528e-10,
206.746,3.524e-7,1.634e-9,3.524e-7,,,1.529e-10,
206.751,1.999e-8,1.636e-9,1.999e-8,,,1.530e-10,
206.756,1.009e-9,1.638e-9,1.009e-9,,,1.530e-10,
206.761,4.530e-11,1.640e-9,4.530e-11,,,1.531e-10,
206.857,7.665e-12,1.673e-9,7.665e-12,,,1.543e-10,
206.862,1.728e-10,1.675e-9,1.728e-10,,,1.544e-10,
206.867,3.469e-9,1.677e-9,3.469e-9,,,1.544e-10,
206.872,6.194e-8,1.679e-9,6.194e-8,,,1.545e-10,
206.877,9.842e-7,1.680e-9,9.842e-7,,,1.546e-10,
206.882,1.392e-5,1.682e-9,1.392e-5,,,1.546e-10,
206.887,1.751e-4,1.684e-9,1.751e-4,,,1.547e-10,
206.892,1.961e-3,1.686e-9,1.961e-3,,,1.548e-10,
206.897,1.953e-2,1.687e-9,1.953e-2,,,1.548e-10,
206.902,1.732e-1,1.689e-9,1.732e-1,,,1.549e-10,
206.907,1.366e+0,1.691e-9,1.366e+0,,,1.550e-10,
206.912,9.593e+0,1.693e-9,9.593e+0,,,1.550e-10,
206.917,5.993e+1,1.695e-9,5.993e+1,,,1.551e-10,
206.922,3.331e+2,1.696e-9,3.331e+2,,,1.552e-10,
206.927,1.648e+3,1.698e-9,1.648e+3,,,1.552e-10,
206.932,7.254e+3,1.700e-9,7.254e+3,,,1.553e-10,
206.937,2.842e+4,1.702e-9,2.842e+4,,,1.553e-10,
206.942,9.904e+4,1.703e-9,9.904e+4,,,1.554e-10,
206.947,3.072e+5,1.705e-9,3.072e+5,,,1.555e-10,
206.952,8.479e+5,1.707e-9,8.479e+5,,,1.555e-10,
206.957,2.083e+6,1.709e-9,2.083e+6,,,1.556e-10,
206.962,4.551e+6,1.710e-9,4.551e+6,,,1.557e-10,
206.967,8.852e+6,1.712e-9,8.852e+6,,,1.557e-10,
206.972,1.532e+7,1.714e-9,1.532e+7,,,1.558e-10,
206.977,2.359e+7,1.716e-9,2.359e+7,,,1.559e-10,
206.982,3.233e+7,1.717e-9,3.233e+7,,,1.559e-10,
206.987,3.942e+7,1.719e-9,3.942e+7,,,1.560e-10,
206.992,4.278e+7,1.721e-9,4.278e+7,,,1.561e-10,
206.997,4.131e+7,1.723e-9,4.131e+7,,,1.561e-10,
207.002,3.549e+7,1.724e-9,3.549e+7,,,1.562e-10,
207.007,2.714e+7,1.726e-9,2.714e+7,,,1.562e-10,
207.012,1.846e+7,1.728e-9,1.846e+7,,,1.563e-10,
207.017,1.118e+7,1.730e-9,1.118e+7,,,1.564e-10,
207.022,6.023e+6,1.731e-9,6.023e+6,,,1.564e-10,
207.027,2.887e+6,1.733e-9,2.887e+6,,,1.565e-10,
207.032,1.232e+6,1.735e-9,1.232e+6,,,1.566e-10,
207.037,4.676e+5,1.737e-9,4.676e+5,,,1.566e-10,
207.042,1.580e+5,1.738e-9,1.580e+5,,,1.567e-10,
207.047,4.748e+4,1.740e-9,4.748e+4,,,1.568e-10,
207.052,1.270e+4,1.742e-9,1.270e+4,,,1.568e-10,
207.057,3.023e+3,1.744e-9,3.023e+3,,,1.569e-10,
207.062,6.404e+2,1.745e-9,6.404e+2,,,1.570e-10,
207.067,1.207e+2,1.747e-9,1.207e+2,,,1.570e-10,
207.072,2.024e+1,1.749e-9,2.024e+1,,,1.571e-10,
207.077,3.021e+0,1.751e-9,3.021e+0,,,1.571e-10,
207.082,4.013e-1,1.752e-9,4.013e-1,,,1.572e-10,
207.087,4.742e-2,1.754e-9,4.742e-2,,,1.573e-10,
207.092,4.987e-3,1.756e-9,4.987e-3,,,1.573e-10,
207.098,2.865e-4,1.758e-9,2.865e-4,,,1.574e-10,
207.103,2.331e-5,1.760e-9,2.331e-5,,,1.575e-10,
207.108,1.687e-6,1.762e-9,1.687e-6,,,1.575e-10,
207.113,1.087e-7,1.763e-9,1.087e-7,,,1.576e-10,
207.118,6.231e-9,1.765e-9,6.231e-9,,,1.577e-10,
207.123,3.178e-10,1.767e-9,3.178e-10,,,1.577e-10,
207.128,1.443e-11,1.769e-9,1.443e-11,,,1.578e-10,
207.730,1.753e-10,1.980e-9,1.753e-10,,,1.655e-10,
207.735,3.852e-9,1.982e-9,3.852e-9,,,1.656e-10,
207.740,7.538e-8,1.983e-9,7.538e-8,,,1.657e-10,
207.745,1.314e-6,1.985e-9,1.314e-6,,,1.657e-10,
207.750,2.040e-5,1.987e-9,2.040e-5,,,1.658e-10,
207.755,2.821e-4,1.989e-9,2.821e-4,,,1.659e-10,
207.760,3.475e-3,1.990e-9,3.475e-3,,,1.659e-10,
207.765,3.813e-2,1.992e-9,3.813e-2,,,1.660e-10,
207.770,3.727e-1,1.994e-9,3.727e-1,,,1.661e-10,
207.775,3.244e+0,1.996e-9,3.244e+0,,,1.661e-10,
207.780,2.516e+1,1.997e-9,2.516e+1,,,1.662e-10,
207.785,1.738e+2,1.999e-9,1.738e+2,,,1.662e-10,
207.790,1.069e+3,2.001e-9,1.069e+3,,,1.663e-10,
207.795,5.858e+3,2.003e-9,5.858e+3,,,1.664e-10,
207.800,2.859e+4,2.004e-9,2.859e+4,,,1.664e-10,
207.805,1.243e+5,2.006e-9,1.243e+5,,,1.665e-10,
207.810,4.814e+5,2.008e-9,4.814e+5,,,1.666e-10,
207.815,1.660e+6,2.010e-9,1.660e+6,,,1.666e-10,
207.820,5.101e+6,2.011e-9,5.101e+6,,,1.667e-10,
207.825,1.396e+7,2.013e-9,1.396e+7,,,1.668e-10,
207.830,3.403e+7,2.015e-9,3.403e+7,,,1.668e-10,
207.835,7.389e+7,2.017e-9,7.389e+7,,,1.669e-10,
207.840,1.429e+8,2.018e-9,1.429e+8,,,1.670e-10,
207.845,2.462e+8,2.020e-9,2.462e+8,,,1.670e-10,
207.850,3.777e+8,2.022e-9,3.777e+8,,,1.671e-10,
207.855,5.163e+8,2.024e-9,5.163e+8,,,1.671e-10,
207.860,6.285e+8,2.025e-9,6.285e+8,,,1.672e-10,
207.865,6.816e+8,2.027e-9,6.816e+8,,,1.673e-10,
207.870,6.583e+8,2.029e-9,6.583e+8,,,1.673e-10,
207.875,5.664e+8,2.031e-9,5.664e+8,,,1.674e-10,
207.880,4.340e+8,2.032e-9,4.340e+8,,,1.675e-10,
207.885,2.963e+8,2.034e-9,2.963e+8,,,1.675e-10,
207.890,1.801e+8,2.036e-9,1.801e+8,,,1.676e-10,
207.895,9.755e+7,2.038e-9,9.755e+7,,,1.677e-10,
207.900,4.705e+7,2.039e-9,4.705e+7,,,1.677e-10,
207.905,2.022e+7,2.041e-9,2.022e+7,,,1.678e-10,
207.910,7.738e+6,2.043e-9,7.738e+6,,,1.679e-10,
207.915,2.638e+6,2.045e-9,2.638e+6,,,1.679e-10,
207.920,8.009e+5,2.047e-9,8.009e+5,,,1.680e-10,
207.925,2.166e+5,2.048e-9,2.166e+5,,,1.680e-10,
207.930,5.219e+4,2.050e-9,5.219e+4,,,1.681e-10,
207.935,1.120e+4,2.052e-9,1.120e+4,,,1.682e-10,
207.940,2.140e+3,2.054e-9,2.140e+3,,,1.682e-10,
207.945,3.644e+2,2.055e-9,3.644e+2,,,1.683e-10,
207.950,5.526e+1,2.057e-9,5.526e+1,,,1.684e-10,
207.955,7.464e+0,2.059e-9,7.464e+0,,,1.684e-10,
207.960,8.980e-1,2.061e-9,8.980e-1,,,1.685e-10,
207.965,9.624e-2,2.062e-9,9.624e-2,,,1.686e-10,
207.970,9.187e-3,2.064e-9,9.187e-3,,,1.686e-10,
207.975,7.811e-4,2.066e-9,7.811e-4,,,1.687e-10,
207.980,5.916e-5,2.068e-9,5.916e-5,,,1.688e-10,
207.985,3.991e-6,2.069e-9,3.991e-6,,,1.688e-10,
207.990,2.398e-7,2.071e-9,2.398e-7,,,1.689e-10,
