Wavelength (nm),Sum(calc),Cu I (8.1e-2),Cu II (8.6e-1),Sn I (2.1e-3),Sn II (3.8e-2),Pb I (8.7e-4),Pb II (1.9e-2)
490.848,1.848e+4,5.071e-9,1.848e+4,7.694e-10,7.244e-13,2.301e-10,
490.853,3.072e+4,5.072e-9,3.072e+4,7.693e-10,7.241e-13,2.300e-10,
490.858,5.001e+4,5.073e-9,5.001e+4,7.693e-10,7.239e-13,2.300e-10,
490.863,7.975e+4,5.074e-9,7.975e+4,7.693e-10,7.237e-13,2.299e-10,
490.868,1.246e+5,5.074e-9,1.246e+5,7.692e-10,7.234e-13,2.298e-10,
490.873,1.906e+5,5.075e-9,1.906e+5,7.692e-10,7.232e-13,2.297e-10,
490.878,2.856e+5,5.076e-9,2.856e+5,7.691e-10,7.230e-13,2.296e-10,
490.883,4.192e+5,5.077e-9,4.192e+5,7.691e-10,7.227e-13,2.296e-10,
490.888,6.026e+5,5.078e-9,6.026e+5,7.690e-10,7.225e-13,2.295e-10,
490.893,8.486e+5,5.078e-9,8.486e+5,7.690e-10,7.223e-13,2.294e-10,
490.898,1.170e+6,5.079e-9,1.170e+6,7.689e-10,7.220e-13,2.293e-10,
490.903,1.581e+6,5.080e-9,1.581e+6,7.689e-10,7.218e-13,2.292e-10,
490.908,2.092e+6,5.081e-9,2.092e+6,7.688e-10,7.216e-13,2.292e-10,
490.913,2.711e+6,5.082e-9,2.711e+6,7.688e-10,7.213e-13,2.291e-10,
490.918,3.441e+6,5.083e-9,3.441e+6,7.688e-10,7.211e-13,2.290e-10,
490.923,4.279e+6,5.083e-9,4.279e+6,7.687e-10,7.209e-13,2.289e-10,
490.928,5.211e+6,5.084e-9,5.211e+6,7.687e-10,7.206e-13,2.288e-10,
490.933,6.215e+6,5.085e-9,6.215e+6,7.686e-10,7.204e-13,2.288e-10,
490.938,7.262e+6,5.086e-9,7.262e+6,7.686e-10,7.201e-13,2.287e-10,
490.943,8.310e+6,5.087e-9,8.310e+6,7.685e-10,7.199e-13,2.286e-10,
490.948,9.314e+6,5.087e-9,9.314e+6,7.685e-10,7.197e-13,2.285e-10,
490.953,1.023e+7,5.088e-9,1.023e+7,7.684e-10,7.194e-13,2.284e-10,
490.958,1.099e+7,5.089e-9,1.099e+7,7.684e-10,7.192e-13,2.284e-10,
490.963,1.158e+7,5.090e-9,1.158e+7,7.684e-10,7.190e-13,2.283e-10,
490.968,1.195e+7,5.091e-9,1.195e+7,7.683e-10,7.187e-13,2.282e-10,
490.973,1.207e+7,5.092e-9,1.207e+7,7.683e-10,7.185e-13,2.281e-10,
490.978,1.195e+7,5.092e-9,1.195e+7,7.682e-10,7.183e-13,2.280e-10,
490.983,1.158e+7,5.093e-9,1.158e+7,7.682e-10,7.180e-13,2.280e-10,
490.988,1.099e+7,5.094e-9,1.099e+7,7.681e-10,7.178e-13,2.279e-10,
490.993,1.023e+7,5.095e-9,1.023e+7,7.681e-10,7.176e-13,2.278e-10,
490.998,9.314e+6,5.096e-9,9.314e+6,7.680e-10,7.173e-13,2.277e-10,
491.003,8.310e+6,5.096e-9,8.310e+6,7.680e-10,7.171e-13,2.276e-10,
491.008,7.262e+6,5.097e-9,7.262e+6,7.679e-10,7.169e-13,2.276e-10,
491.013,6.215e+6,5.098e-9,6.215e+6,7.679e-10,7.166e-13,2.275e-10,
491.018,5.211e+6,5.099e-9,5.211e+6,7.679e-10,7.164e-13,2.274e-10,
491.023,4.279e+6,5.100e-9,4.279e+6,7.678e-10,7.161e-13,2.273e-10,
491.028,3.441e+6,5.100e-9,3.441e+6,7.678e-10,7.159e-13,2.272e-10,
491.033,2.711e+6,5.101e-9,2.711e+6,7.677e-10,7.157e-13,2.272e-10,
491.038,2.092e+6,5.102e-9,2.092e+6,7.677e-10,7.154e-13,2.271e-10,
491.043,1.581e+6,5.103e-9,1.581e+6,7.676e-10,7.152e-13,2.270e-10,
491.048,1.170e+6,5.104e-9,1.170e+6,7.676e-10,7.150e-13,2.269e-10,
491.053,8.486e+5,5.105e-9,8.486e+5,7.675e-10,7.147e-13,2.268e-10,
491.058,6.026e+5,5.105e-9,6.026e+5,7.675e-10,7.145e-13,2.268e-10,
491.063,4.192e+5,5.106e-9,4.192e+5,7.674e-10,7.143e-13,2.267e-10,
491.068,2.856e+5,5.107e-9,2.856e+5,7.674e-10,7.140e-13,2.266e-10,
491.073,1.906e+5,5.108e-9,1.906e+5,7.674e-10,7.138e-13,2.265e-10,
491.078,1.246e+5,5.109e-9,1.246e+5,7.673e-10,7.136e-13,2.264e-10,
491.083,7.975e+4,5.109e-9,7.975e+4,7.673e-10,7.133e-13,2.264e-10,
491.088,5.001e+4,5.110e-9,5.001e+4,7.672e-10,7.131e-13,2.263e-10,
491.093,3.072e+4,5.111e-9,3.072e+4,7.672e-10,7.129e-13,2.262e-10,
491.098,1.848e+4,5.112e-9,1.848e+4,7.671e-10,7.126e-13,2.261e-10,
491.103,1.089e+4,5.113e-9,1.089e+4,7.671e-10,7.124e-13,2.260e-10,
491.109,5.617e+3,5.114e-9,5.617e+3,7.670e-10,7.121e-13,2.259e-10,
491.114,3.164e+3,5.114e-9,3.164e+3,7.670e-10,7.119e-13,2.259e-10,
491.119,1.749e+3,5.115e-9,1.749e+3,7.669e-10,7.116e-13,2.258e-10,
491.124,9.527e+2,5.116e-9,9.527e+2,7.669e-10,7.114e-13,2.257e-10,
491.129,5.204e+2,5.117e-9,5.204e+2,7.669e-10,7.112e-13,2.256e-10,
491.134,3.015e+2,5.118e-9,3.015e+2,7.668e-10,7.109e-13,2.255e-10,
491.139,2.138e+2,5.118e-9,2.138e+2,7.668e-10,7.107e-13,2.255e-10,
491.144,2.196e+2,5.119e-9,2.196e+2,7.667e-10,7.105e-13,2.254e-10,
491.149,3.141e+2,5.120e-9,3.141e+2,7.667e-10,7.102e-13,2.253e-10,
491.154,5.205e+2,5.121e-9,5.205e+2,7.666e-10,7.100e-13,2.252e-10,
491.159,8.931e+2,5.122e-9,8.931e+2,7.666e-10,7.098e-13,2.251e-10,
491.164,1.525e+3,5.123e-9,1.525e+3,7.665e-10,7.095e-13,2.251e-10,
491.169,2.561e+3,5.123e-9,2.561e+3,7.665e-10,7.093e-13,2.250e-10,
491.174,4.217e+3,5.124e-9,4.217e+3,7.664e-10,7.090e-13,2.249e-10,
491.179,6.804e+3,5.125e-9,6.804e+3,7.664e-10,7.088e-13,2.248e-10,
491.184,1.075e+4,5.126e-9,1.075e+4,7.664e-10,7.086e-13,2.247e-10,
491.189,1.665e+4,5.127e-9,1.665e+4,7.663e-10,7.083e-13,2.247e-10,
491.194,2.525e+4,5.127e-9,2.525e+4,7.663e-10,7.081e-13,2.246e-10,
491.199,3.750e+4,5.128e-9,3.750e+4,7.662e-10,7.079e-13,2.245e-10,
491.204,5.456e+4,5.129e-9,5.456e+4,7.662e-10,7.076e-13,2.244e-10,
491.209,7.775e+4,5.130e-9,7.775e+4,7.661e-10,7.074e-13,2.243e-10,
491.214,1.085e+5,5.131e-9,1.085e+5,7.661e-10,7.072e-13,2.243e-10,
491.219,1.484e+5,5.132e-9,1.484e+5,7.660e-10,7.069e-13,2.242e-10,
491.224,1.987e+5,5.132e-9,1.987e+5,7.660e-10,7.067e-13,2.241e-10,
491.229,2.607e+5,5.133e-9,2.607e+5,7.660e-10,7.065e-13,2.240e-10,
491.234,3.349e+5,5.134e-9,3.349e+5,7.659e-10,7.062e-13,2.239e-10,
491.239,4.215e+5,5.135e-9,4.215e+5,7.659e-10,7.060e-13,2.239e-10,
491.244,5.196e+5,5.136e-9,5.196e+5,7.658e-10,7.058e-13,2.238e-10,
491.249,6.274e+5,5.136e-9,6.274e+5,7.658e-10,7.055e-13,2.237e-10,
491.254,7.420e+5,5.137e-9,7.420e+5,7.657e-10,7.053e-13,2.236e-10,
491.259,8.596e+5,5.138e-9,8.596e+5,7.657e-10,7.051e-13,2.235e-10,
491.264,9.754e+5,5.139e-9,9.754e+5,7.656e-10,7.048e-13,2.235e-10,
491.269,1.084e+6,5.140e-9,1.084e+6,7.656e-10,7.046e-13,2.234e-10,
491.274,1.180e+6,5.140e-9,1.180e+6,7.655e-10,7.043e-13,2.233e-10,
491.279,1.258e+6,5.141e-9,1.258e+6,7.655e-10,7.041e-13,2.232e-10,
491.284,1.314e+6,5.142e-9,1.314e+6,7.655e-10,7.039e-13,2.231e-10,
491.289,1.345e+6,5.143e-9,1.345e+6,7.654e-10,7.036e-13,2.231e-10,
491.294,1.348e+6,5.144e-9,1.348e+6,7.654e-10,7.034e-13,2.230e-10,
491.299,1.323e+6,5.145e-9,1.323e+6,7.653e-10,7.032e-13,2.229e-10,
491.304,1.272e+6,5.145e-9,1.272e+6,7.653e-10,7.029e-13,2.228e-10,
491.309,1.197e+6,5.146e-9,1.197e+6,7.652e-10,7.027e-13,2.227e-10,
491.314,1.104e+6,5.147e-9,1.104e+6,7.652e-10,7.025e-13,2.227e-10,
491.319,9.979e+5,5.148e-9,9.979e+5,7.651e-10,7.022e-13,2.226e-10,
491.324,8.831e+5,5.149e-9,8.831e+5,7.651e-10,7.020e-13,2.225e-10,
491.329,7.655e+5,5.149e-9,7.655e+5,7.650e-10,7.018e-13,2.224e-10,
491.334,6.499e+5,5.150e-9,6.499e+5,7.650e-10,7.015e-13,2.223e-10,
491.339,5.405e+5,5.151e-9,5.405e+5,7.650e-10,7.013e-13,2.223e-10,
491.344,4.403e+5,5.152e-9,4.403e+5,7.649e-10,7.011e-13,2.222e-10,
491.349,3.513e+5,5.153e-9,3.513e+5,7.649e-10,7.008e-13,2.221e-10,
491.354,2.745e+5,5.153e-9,2.745e+5,7.648e-10,7.006e-13,2.220e-10,
491.359,2.102e+5,5.154e-9,2.102e+5,7.648e-10,7.004e-13,2.219e-10,
491.364,1.576e+5,5.155e-9,1.576e+5,7.647e-10,7.001e-13,2.219e-10,
491.369,1.157e+5,5.156e-9,1.157e+5,7.647e-10,6.999e-13,2.218e-10,
491.374,8.325e+4,5.157e-9,8.325e+4,7.646e-10,6.996e-13,2.217e-10,
491.379,5.866e+4,5.158e-9,5.866e+4,7.646e-10,6.994e-13,2.216e-10,
491.384,4.049e+4,5.158e-9,4.049e+4,7.646e-10,6.992e-13,2.215e-10,
491.389,2.737e+4,5.159e-9,2.737e+4,7.645e-10,6.989e-13,2.215e-10,
491.394,1.812e+4,5.160e-9,1.812e+4,7.645e-10,6.987e-13,2.214e-10,
491.399,1.176e+4,5.161e-9,1.176e+4,7.644e-10,6.985e-13,2.213e-10,
491.404,7.469e+3,5.162e-9,7.469e+3,7.644e-10,6.982e-13,2.212e-10,
491.409,4.650e+3,5.162e-9,4.650e+3,7.643e-10,6.980e-13,2.211e-10,
491.415,2.566e+3,5.163e-9,2.566e+3,7.643e-10,6.977e-13,2.210e-10,
491.420,1.534e+3,5.164e-9,1.534e+3,7.642e-10,6.975e-13,2.210e-10,
491.425,9.111e+2,5.165e-9,9.111e+2,7.642e-10,6.972e-13,2.209e-10,
491.430,5.532e+2,5.166e-9,5.532e+2,7.641e-10,6.970e-13,2.208e-10,
491.435,3.714e+2,5.167e-9,3.714e+2,7.641e-10,6.968e-13,2.207e-10,
491.440,3.171e+2,5.167e-9,3.171e+2,7.640e-10,6.965e-13,2.206e-10,
491.445,3.736e+2,5.168e-9,3.736e+2,7.640e-10,6.963e-13,2.206e-10,
491.450,5.528e+2,5.169e-9,5.528e+2,7.640e-10,6.961e-13,2.205e-10,
491.455,8.964e+2,5.170e-9,8.964e+2,7.639e-10,6.958e-13,2.204e-10,
491.460,1.480e+3,5.171e-9,1.480e+3,7.639e-10,6.956e-13,2.203e-10,
491.465,2.425e+3,5.171e-9,2.425e+3,7.638e-10,6.954e-13,2.202e-10,
491.470,3.904e+3,5.172e-9,3.904e+3,7.638e-10,6.951e-13,2.202e-10,
491.475,6.164e+3,5.173e-9,6.164e+3,7.637e-10,6.949e-13,2.201e-10,
491.480,9.537e+3,5.174e-9,9.537e+3,7.637e-10,2.427e-12,2.200e-10,
491.485,1.446e+4,5.175e-9,1.446e+4,7.636e-10,8.305e-12,2.199e-10,
491.490,2.146e+4,5.176e-9,2.146e+4,7.636e-10,2.784e-11,2.198e-10,
491.495,3.121e+4,5.176e-9,3.121e+4,7.636e-10,9.139e-11,2.198e-10,
491.500,4.446e+4,5.177e-9,4.446e+4,7.635e-10,2.939e-10,2.197e-10,
491.505,6.203e+4,5.178e-9,6.203e+4,7.635e-10,9.258e-10,2.196e-10,
491.510,8.478e+4,5.179e-9,8.478e+4,7.634e-10,2.857e-9,2.195e-10,
491.515,1.135e+5,5.180e-9,1.135e+5,7.634e-10,8.634e-9,2.194e-10,
491.520,1.488e+5,5.180e-9,1.488e+5,7.633e-10,2.556e-8,2.194e-10,
491.525,1.912e+5,5.181e-9,1.912e+5,7.633e-10,7.413e-8,2.193e-10,
491.530,2.405e+5,5.182e-9,2.405e+5,7.632e-10,2.106e-7,2.192e-10,
491.535,2.964e+5,5.183e-9,2.964e+5,7.632e-10,5.859e-7,2.191e-10,
491.540,3.579e+5,5.184e-9,3.579e+5,7.631e-10,1.597e-6,2.190e-10,
491.545,4.232e+5,5.185e-9,4.232e+5,7.631e-10,4.264e-6,2.190e-10,
491.550,4.901e+5,5.185e-9,4.901e+5,7.631e-10,1.115e-5,2.189e-10,
491.555,5.561e+5,5.186e-9,5.561e+5,7.630e-10,2.857e-5,2.188e-10,
491.560,6.179e+5,5.187e-9,6.179e+5,7.630e-10,7.168e-5,2.187e-10,
491.565,6.727e+5,5.188e-9,6.727e+5,7.629e-10,1.762e-4,2.186e-10,
491.570,7.172e+5,5.189e-9,7.172e+5,7.629e-10,4.242e-4,2.186e-10,
491.575,7.491e+5,5.189e-9,7.491e+5,7.628e-10,1.000e-3,2.185e-10,
491.580,7.663e+5,5.190e-9,7.663e+5,7.628e-10,2.311e-3,2.184e-10,
491.585,7.679e+5,5.191e-9,7.679e+5,7.627e-10,5.230e-3,2.183e-10,
491.590,7.537e+5,5.192e-9,7.537e+5,7.627e-10,1.159e-2,2.182e-10,
491.595,7.247e+5,5.193e-9,7.247e+5,7.626e-10,2.517e-2,2.182e-10,
491.600,6.825e+5,5.193e-9,6.825e+5,7.626e-10,5.353e-2,2.181e-10,
491.605,6.296e+5,5.194e-9,6.296e+5,7.626e-10,1.115e-1,2.180e-10,
491.610,5.689e+5,5.195e-9,5.689e+5,7.625e-10,2.276e-1,2.179e-10,
491.615,5.035e+5,5.196e-9,5.035e+5,7.625e-10,4.548e-1,2.178e-10,
491.620,4.365e+5,5.197e-9,4.365e+5,7.624e-10,8.906e-1,2.178e-10,
491.625,3.707e+5,5.198e-9,3.707e+5,7.624e-10,1.708e+0,2.177e-10,
491.630,3.083e+5,5.198e-9,3.083e+5,7.623e-10,3.209e+0,2.176e-10,
491.635,2.512e+5,5.199e-9,2.512e+5,7.623e-10,5.905e+0,2.175e-10,
491.640,2.005e+5,5.200e-9,2.005e+5,7.622e-10,1.064e+1,2.174e-10,
491.645,1.568e+5,5.201e-9,1.567e+5,7.622e-10,1.879e+1,2.174e-10,
491.650,1.201e+5,5.202e-9,1.200e+5,7.622e-10,3.251e+1,2.173e-10,
491.655,9.009e+4,5.202e-9,9.003e+4,7.621e-10,5.507e+1,2.172e-10,
491.660,6.625e+4,5.203e-9,6.616e+4,7.621e-10,9.139e+1,2.171e-10,
491.665,4.779e+4,5.204e-9,4.764e+4,7.620e-10,1.486e+2,2.170e-10,
491.670,3.387e+4,5.205e-9,3.363e+4,7.620e-10,2.365e+2,2.170e-10,
491.675,2.369e+4,5.206e-9,2.332e+4,7.619e-10,3.689e+2,2.169e-10,
491.680,1.653e+4,5.206e-9,1.597e+4,7.619e-10,5.637e+2,2.168e-10,
491.685,1.179e+4,5.207e-9,1.095e+4,7.618e-10,8.435e+2,2.167e-10,
491.690,9.033e+3,5.208e-9,7.797e+3,7.618e-10,1.237e+3,2.166e-10,
491.695,7.992e+3,5.209e-9,6.217e+3,7.617e-10,1.776e+3,2.166e-10,
491.700,8.622e+3,5.210e-9,6.125e+3,7.617e-10,2.497e+3,2.165e-10,
491.705,1.112e+4,5.211e-9,7.682e+3,7.617e-10,3.441e+3,2.164e-10,
491.710,1.600e+4,5.211e-9,1.136e+4,7.616e-10,4.644e+3,2.163e-10,
491.716,2.629e+4,5.212e-9,1.982e+4,7.616e-10,6.475e+3,2.162e-10,
491.721,4.028e+4,5.213e-9,3.194e+4,7.615e-10,8.350e+3,2.161e-10,
491.726,6.151e+4,5.214e-9,5.096e+4,7.615e-10,1.055e+4,2.161e-10,
491.731,9.302e+4,5.215e-9,7.997e+4,7.614e-10,1.305e+4,2.160e-10,
491.736,1.389e+5,5.216e-9,1.231e+5,7.614e-10,1.582e+4,2.159e-10,
491.741,2.045e+5,5.216e-9,1.857e+5,7.613e-10,1.878e+4,2.158e-10,
491.746,2.962e+5,5.217e-9,2.744e+5,7.613e-10,2.184e+4,2.157e-10,
491.751,4.221e+5,5.218e-9,3.972e+5,7.612e-10,2.487e+4,2.157e-10,
491.756,5.910e+5,5.219e-9,5.633e+5,7.612e-10,2.775e+4,2.156e-10,
491.761,8.128e+5,5.220e-9,7.825e+5,7.612e-10,3.033e+4,2.155e-10,
491.766,1.097e+6,5.220e-9,1.065e+6,7.611e-10,3.248e+4,2.154e-10,
491.771,1.453e+6,5.221e-9,1.419e+6,7.611e-10,3.406e+4,2.153e-10,
491.776,1.888e+6,5.222e-9,1.853e+6,7.610e-10,3.499e+4,2.153e-10,
491.781,2.404e+6,5.223e-9,2.369e+6,7.610e-10,3.520e+4,2.152e-10,
491.786,3.003e+6,5.224e-9,2.968e+6,7.609e-10,3.470e+4,2.151e-10,
491.791,3.675e+6,5.225e-9,3.642e+6,7.609e-10,3.350e+4,2.150e-10,
491.796,4.409e+6,5.225e-9,4.377e+6,7.608e-10,3.168e+4,2.149e-10,
491.801,5.183e+6,5.226e-9,5.154e+6,7.608e-10,2.935e+4,2.149e-10,
491.806,5.970e+6,5.227e-9,5.944e+6,7.607e-10,2.663e+4,2.148e-10,
491.811,6.738e+6,5.228e-9,6.715e+6,7.607e-10,2.367e+4,2.147e-10,
491.816,7.451e+6,5.229e-9,7.430e+6,7.607e-10,2.061e+4,2.146e-10,
491.821,8.072e+6,5.229e-9,8.054e+6,7.606e-10,1.758e+4,2.145e-10,
491.826,8.566e+6,5.230e-9,8.552e+6,7.606e-10,1.468e+4,2.145e-10,
491.831,8.906e+6,5.231e-9,8.894e+6,7.605e-10,1.201e+4,2.144e-10,
491.836,9.071e+6,5.232e-9,9.061e+6,7.605e-10,9.630e+3,2.143e-10,
491.841,9.050e+6,5.233e-9,9.042e+6,7.604e-10,7.561e+3,2.142e-10,
491.846,8.845e+6,5.233e-9,8.839e+6,7.604e-10,5.815e+3,2.141e-10,
491.851,8.468e+6,5.234e-9,8.464e+6,7.603e-10,4.381e+3,2.141e-10,
491.856,7.942e+6,5.235e-9,7.938e+6,7.603e-10,3.233e+3,2.140e-10,
491.861,7.296e+6,5.236e-9,7.293e+6,7.602e-10,2.337e+3,2.139e-10,
491.866,6.565e+6,5.237e-9,6.564e+6,7.602e-10,1.654e+3,2.138e-10,
491.871,5.787e+6,5.238e-9,5.786e+6,7.602e-10,1.147e+3,2.137e-10,
491.876,4.997e+6,5.238e-9,4.996e+6,7.601e-10,7.795e+2,2.137e-10,
491.881,4.227e+6,5.239e-9,4.226e+6,7.601e-10,5.187e+2,2.136e-10,
491.886,3.502e+6,5.240e-9,3.502e+6,7.600e-10,3.381e+2,2.135e-10,
491.891,2.842e+6,5.241e-9,2.842e+6,7.600e-10,2.159e+2,2.134e-10,
491.896,2.259e+6,5.242e-9,2.259e+6,7.599e-10,1.350e+2,2.133e-10,
491.901,1.759e+6,5.242e-9,1.759e+6,7.599e-10,8.272e+1,2.133e-10,
491.906,1.342e+6,5.243e-9,1.342e+6,7.598e-10,4.964e+1,2.132e-10,
491.911,1.003e+6,5.244e-9,1.003e+6,7.598e-10,2.918e+1,2.131e-10,
491.916,7.339e+5,5.245e-9,7.339e+5,7.598e-10,1.680e+1,2.130e-10,
491.921,5.262e+5,5.246e-9,5.262e+5,7.597e-10,9.477e+0,2.129e-10,
491.926,3.695e+5,5.246e-9,3.695e+5,7.597e-10,5.236e+0,2.129e-10,
491.931,2.542e+5,5.247e-9,2.542e+5,7.596e-10,2.833e+0,2.128e-10,
491.936,1.713e+5,5.248e-9,1.713e+5,7.596e-10,1.502e+0,2.127e-10,
491.941,1.130e+5,5.249e-9,1.130e+5,7.595e-10,7.799e-1,2.126e-10,
491.946,7.309e+4,5.250e-9,7.309e+4,7.595e-10,3.967e-1,2.125e-10,
491.951,4.629e+4,5.251e-9,4.629e+4,7.594e-10,1.976e-1,2.125e-10,
491.956,2.871e+4,5.251e-9,2.871e+4,7.594e-10,9.645e-2,2.124e-10,
491.961,1.745e+4,5.252e-9,1.745e+4,7.593e-10,4.610e-2,2.123e-10,
491.966,1.039e+4,5.253e-9,1.039e+4,7.593e-10,2.159e-2,2.122e-10,
491.971,6.056e+3,5.254e-9,6.056e+3,7.593e-10,9.902e-3,2.121e-10,
491.976,3.459e+3,5.255e-9,3.459e+3,7.592e-10,4.449e-3,2.121e-10,
491.981,1.935e+3,5.255e-9,1.935e+3,7.592e-10,1.958e-3,2.120e-10,
491.986,1.060e+3,5.256e-9,1.060e+3,7.591e-10,8.441e-4,2.119e-10,
491.991,5.692e+2,5.257e-9,5.692e+2,7.591e-10,3.564e-4,2.118e-10,
491.996,2.993e+2,5.258e-9,2.993e+2,7.590e-10,1.474e-4,2.117e-10,
492.001,1.541e+2,5.259e-9,1.541e+2,7.590e-10,5.973e-5,2.117e-10,
492.006,7.777e+1,5.259e-9,7.777e+1,7.589e-10,2.371e-5,2.116e-10,
492.011,3.843e+1,5.260e-9,3.843e+1,7.589e-10,9.216e-6,2.115e-10,
492.016,1.860e+1,5.261e-9,1.860e+1,7.589e-10,3.509e-6,2.114e-10,
492.022,7.580e+0,5.262e-9,7.580e+0,7.588e-10,1.072e-6,2.113e-10,
492.027,3.506e+0,5.263e-9,3.506e+0,7.588e-10,3.901e-7,2.112e-10,
492.032,1.589e+0,5.264e-9,1.589e+0,7.587e-10,1.390e-7,2.112e-10,
492.037,7.051e-1,5.265e-9,7.051e-1,7.587e-10,4.854e-8,2.111e-10,
492.042,3.066e-1,5.265e-9,3.066e-1,7.586e-10,1.660e-8,2.110e-10,
492.047,1.306e-1,5.266e-9,1.306e-1,7.586e-10,5.561e-9,2.109e-10,
492.052,5.446e-2,5.267e-9,5.446e-2,7.585e-10,1.825e-9,2.108e-10,
492.057,2.225e-2,5.268e-9,2.225e-2,7.585e-10,5.865e-10,2.108e-10,
492.062,8.907e-3,5.269e-9,8.907e-3,7.584e-10,1.846e-10,2.107e-10,
492.067,3.492e-3,5.269e-9,3.492e-3,7.584e-10,5.695e-11,2.106e-10,
492.072,1.341e-3,5.270e-9,1.341e-3,7.583e-10,1.720e-11,2.105e-10,
492.077,5.045e-4,5.271e-9,5.045e-4,7.583e-10,5.090e-12,2.104e-10,
492.082,1.859e-4,5.272e-9,1.859e-4,7.583e-10,1.475e-12,2.104e-10,
492.087,6.711e-5,5.273e-9,6.711e-5,7.582e-10,4.189e-13,2.103e-10,
492.092,2.373e-5,5.273e-9,2.373e-5,7.582e-10,4.322e-13,2.102e-10,
492.097,8.218e-6,5.274e-9,8.218e-6,7.581e-10,4.456e-13,2.101e-10,
492.102,2.788e-6,5.275e-9,2.788e-6,7.581e-10,4.589e-13,2.100e-10,
492.107,9.265e-7,5.276e-9,9.265e-7,7.580e-10,4.723e-13,2.100e-10,
492.112,3.016e-7,5.277e-9,3.016e-7,7.580e-10,4.856e-13,2.099e-10,
492.117,9.616e-8,5.278e-9,9.616e-8,7.579e-10,4.989e-13,2.098e-10,
492.122,3.003e-8,5.278e-9,3.003e-8,7.579e-10,5.123e-13,2.097e-10,
492.127,9.189e-9,5.279e-9,9.189e-9,7.579e-10,5.256e-13,2.096e-10,
492.132,2.754e-9,5.280e-9,2.754e-9,7.578e-10,5.389e-13,2.096e-10,
492.137,8.084e-10,5.281e-9,8.084e-10,7.578e-10,5.523e-13,2.095e-10,
492.142,2.324e-10,5.282e-9,2.324e-10,7.577e-10,5.656e-13,2.094e-10,
492.333,9.982e-12,5.313e-9,9.982e-12,7.560e-10,1.075e-12,2.063e-10,
492.338,3.529e-11,5.313e-9,3.529e-11,7.559e-10,1.088e-12,2.063e-10,
492.343,1.222e-10,5.314e-9,1.222e-10,7.559e-10,1.102e-12,2.062e-10,
492.348,4.147e-10,5.315e-9,4.147e-10,7.559e-10,1.115e-12,2.061e-10,
492.353,1.378e-9,5.316e-9,1.378e-9,7.558e-10,1.128e-12,2.060e-10,
492.358,4.488e-9,5.317e-9,4.488e-9,7.558e-10,1.142e-12,2.059e-10,
492.363,1.432e-8,5.318e-9,1.432e-8,7.557e-10,1.155e-12,2.059e-10,
492.368,4.473e-8,5.318e-9,4.473e-8,7.557e-10,1.168e-12,2.058e-10,
492.373,1.369e-7,5.319e-9,1.369e-7,7.556e-10,1.182e-12,2.057e-10,
492.378,4.105e-7,5.320e-9,4.105e-7,7.556e-10,1.195e-12,2.056e-10,
492.383,1.206e-6,5.321e-9,1.206e-6,7.555e-10,1.208e-12,2.055e-10,
492.388,3.469e-6,5.322e-9,3.469e-6,7.555e-10,1.222e-12,2.055e-10,
492.393,9.779e-6,5.322e-9,9.779e-6,7.555e-10,1.235e-12,2.054e-10,
492.398,2.700e-5,5.323e-9,2.700e-5,7.554e-10,1.248e-12,2.053e-10,
492.403,7.304e-5,5.324e-9,7.304e-5,7.554e-10,1.262e-12,2.052e-10,
492.408,1.935e-4,5.325e-9,1.935e-4,7.553e-10,1.275e-12,2.051e-10,
492.413,5.024e-4,5.326e-9,5.024e-4,7.553e-10,1.288e-12,2.051e-10,
492.418,1.277e-3,5.326e-9,1.277e-3,7.552e-10,1.302e-12,2.050e-10,
492.423,3.182e-3,5.327e-9,3.182e-3,7.552e-10,1.315e-12,2.049e-10,
492.428,7.765e-3,5.328e-9,7.765e-3,7.551e-10,1.328e-12,2.048e-10,
492.433,1.856e-2,5.329e-9,1.856e-2,7.551e-10,1.342e-12,2.047e-10,
492.438,4.346e-2,5.330e-9,4.346e-2,7.550e-10,1.355e-12,2.047e-10,
492.443,9.970e-2,5.331e-9,9.970e-2,7.550e-10,1.368e-12,2.046e-10,
492.448,2.240e-1,5.331e-9,2.240e-1,7.550e-10,1.382e-12,2.045e-10,
492.453,4.932e-1,5.332e-9,4.932e-1,7.549e-10,1.395e-12,2.044e-10,
492.458,1.063e+0,5.333e-9,1.063e+0,7.549e-10,1.408e-12,2.043e-10,
492.463,2.247e+0,5.334e-9,2.247e+0,7.548e-10,1.422e-12,2.043e-10,
492.468,4.649e+0,5.335e-9,4.649e+0,7.548e-10,1.435e-12,2.042e-10,
492.473,9.424e+0,5.335e-9,9.424e+0,7.547e-10,1.448e-12,2.041e-10,
492.478,1.872e+1,5.336e-9,1.872e+1,7.547e-10,1.462e-12,2.040e-10,
492.483,3.641e+1,5.337e-9,3.641e+1,7.546e-10,1.475e-12,2.039e-10,
492.488,6.938e+1,5.338e-9,6.938e+1,7.546e-10,1.488e-12,2.039e-10,
492.493,1.295e+2,5.339e-9,1.295e+2,7.545e-10,1.502e-12,2.038e-10,
492.498,2.369e+2,5.339e-9,2.369e+2,7.545e-10,1.515e-12,2.037e-10,
492.503,4.243e+2,5.340e-9,4.243e+2,7.545e-10,1.528e-12,2.036e-10,
492.508,7.447e+2,5.341e-9,7.447e+2,7.544e-10,1.542e-12,2.035e-10,
