Wavelength (nm),Sum(calc),Fe I (3.1e-1),Fe II (6.9e-1),Fe III (1.6e-4),Fe IV (1.1e-14),Fe V (3.3e-34)
571.09,3.973e-4,3.306e-10,1.639e-12,3.973e-4,1.604e-30,
571.10,4.424e-4,3.311e-10,1.636e-12,4.424e-4,1.604e-30,
571.12,5.396e-4,3.320e-10,1.629e-12,5.396e-4,1.604e-30,
571.13,5.910e-4,3.324e-10,1.626e-12,5.910e-4,1.603e-30,
571.15,6.973e-4,3.333e-10,1.619e-12,6.973e-4,1.603e-30,
571.17,8.048e-4,3.342e-10,1.612e-12,8.048e-4,1.603e-30,
571.18,8.575e-4,3.347e-10,1.609e-12,8.575e-4,1.603e-30,
571.20,9.575e-4,3.356e-10,1.602e-12,9.575e-4,1.602e-30,
571.22,1.046e-3,3.365e-10,1.595e-12,1.046e-3,1.602e-30,
571.23,1.084e-3,3.369e-10,1.592e-12,1.084e-3,1.602e-30,
571.25,1.145e-3,3.378e-10,1.585e-12,1.145e-3,1.601e-30,
571.27,1.184e-3,3.387e-10,1.578e-12,1.184e-3,1.601e-30,
571.28,1.194e-3,3.392e-10,1.575e-12,1.194e-3,1.601e-30,
571.30,1.194e-3,3.401e-10,1.568e-12,1.194e-3,1.601e-30,
571.31,1.184e-3,3.406e-10,1.564e-12,1.184e-3,1.601e-30,
571.33,1.145e-3,3.415e-10,1.558e-12,1.145e-3,1.600e-30,
571.35,1.084e-3,3.424e-10,1.551e-12,1.084e-3,1.600e-30,
571.36,1.046e-3,3.428e-10,1.548e-12,1.046e-3,1.600e-30,
571.38,9.575e-4,3.437e-10,1.541e-12,9.575e-4,1.599e-30,
571.40,8.575e-4,3.446e-10,1.534e-12,8.575e-4,1.599e-30,
571.41,8.048e-4,3.451e-10,1.531e-12,8.048e-4,1.599e-30,
571.43,6.973e-4,3.460e-10,1.524e-12,6.973e-4,1.599e-30,
571.45,5.910e-4,3.469e-10,1.517e-12,5.910e-4,1.598e-30,
571.46,5.396e-4,3.473e-10,1.514e-12,5.396e-4,1.598e-30,
571.48,4.424e-4,3.482e-10,5.589e-12,4.424e-4,1.598e-30,
571.49,3.973e-4,3.487e-10,1.065e-11,3.973e-4,1.598e-30,
571.51,3.151e-4,3.496e-10,3.806e-11,3.151e-4,1.597e-30,
571.53,2.445e-4,3.505e-10,1.330e-10,2.445e-4,1.597e-30,
571.54,2.136e-4,3.510e-10,2.467e-10,2.136e-4,1.597e-30,
571.56,1.604e-4,3.519e-10,8.344e-10,1.604e-4,1.596e-30,
571.58,1.178e-4,3.528e-10,2.761e-9,1.178e-4,1.596e-30,
571.59,1.001e-4,3.532e-10,4.981e-9,1.001e-4,1.596e-30,
571.61,7.112e-5,3.541e-10,1.595e-8,7.111e-5,1.596e-30,
571.63,4.949e-5,3.550e-10,4.995e-8,4.944e-5,1.595e-30,
571.64,4.098e-5,3.555e-10,8.767e-8,4.089e-5,1.595e-30,
571.66,2.782e-5,3.564e-10,2.657e-7,2.756e-5,1.595e-30,
571.67,2.292e-5,3.568e-10,4.587e-7,2.247e-5,1.595e-30,
571.69,1.613e-5,3.577e-10,1.345e-6,1.478e-5,1.594e-30,
571.71,1.357e-5,3.586e-10,3.859e-6,9.715e-6,1.594e-30,
571.72,1.443e-5,3.591e-10,6.483e-6,7.947e-6,1.594e-30,
571.74,2.362e-5,3.600e-10,1.799e-5,5.630e-6,1.593e-30,
571.76,5.353e-5,3.609e-10,4.886e-5,4.670e-6,1.593e-30,
571.77,8.451e-5,3.614e-10,7.986e-5,4.645e-6,1.593e-30,
571.79,2.153e-4,3.623e-10,2.098e-4,5.507e-6,1.593e-30,
571.81,5.471e-4,3.632e-10,5.394e-4,7.733e-6,1.592e-30,
571.82,8.672e-4,3.636e-10,8.577e-4,9.461e-6,1.592e-30,
571.84,2.148e-3,3.645e-10,2.133e-3,1.448e-5,1.592e-30,
571.85,3.355e-3,3.650e-10,3.337e-3,1.794e-5,1.592e-30,
571.87,8.058e-3,3.659e-10,8.030e-3,2.733e-5,1.591e-30,
571.89,1.895e-2,3.668e-10,1.891e-2,4.094e-5,1.591e-30,
571.90,2.882e-2,3.672e-10,2.877e-2,4.974e-5,1.591e-30,
571.92,6.562e-2,3.681e-10,6.554e-2,7.224e-5,1.590e-30,
571.94,1.462e-1,3.690e-10,1.461e-1,1.027e-4,1.590e-30,
571.95,2.164e-1,3.695e-10,2.163e-1,1.214e-4,1.590e-30,
571.97,4.666e-1,3.704e-10,4.664e-1,1.670e-4,1.590e-30,
571.98,6.795e-1,3.709e-10,6.793e-1,1.942e-4,1.589e-30,
572.00,1.418e+0,3.718e-10,1.417e+0,2.585e-4,1.589e-30,
572.02,2.893e+0,3.727e-10,2.893e+0,3.366e-4,1.589e-30,
572.03,4.100e+0,3.731e-10,4.099e+0,3.809e-4,1.589e-30,
572.05,8.097e+0,3.740e-10,8.097e+0,4.798e-4,1.588e-30,
572.07,1.565e+1,3.749e-10,1.565e+1,5.912e-4,1.588e-30,
572.08,2.157e+1,3.754e-10,2.157e+1,6.509e-4,1.588e-30,
572.10,4.033e+1,3.763e-10,4.033e+1,7.761e-4,1.587e-30,
572.12,7.376e+1,3.772e-10,7.376e+1,9.052e-4,1.587e-30,
572.13,9.893e+1,3.776e-10,9.893e+1,9.696e-4,1.587e-30,
572.15,1.751e+2,3.785e-10,1.751e+2,1.094e-3,1.587e-30,
572.16,2.310e+2,3.790e-10,2.310e+2,1.153e-3,1.586e-30,
572.18,3.956e+2,3.799e-10,3.956e+2,1.259e-3,1.586e-30,
572.20,6.627e+2,3.808e-10,6.627e+2,1.345e-3,1.586e-30,
572.21,8.507e+2,3.813e-10,8.507e+2,1.378e-3,1.586e-30,
572.23,1.379e+3,3.822e-10,1.379e+3,1.425e-3,1.585e-30,
572.25,2.187e+3,3.831e-10,2.187e+3,1.440e-3,1.585e-30,
572.26,2.731e+3,3.835e-10,2.731e+3,1.436e-3,1.585e-30,
572.28,4.191e+3,3.844e-10,4.191e+3,1.405e-3,1.584e-30,
572.30,6.290e+3,3.853e-10,6.290e+3,1.345e-3,1.584e-30,
572.31,7.644e+3,3.858e-10,7.644e+3,1.305e-3,1.584e-30,
572.33,1.110e+4,3.867e-10,1.110e+4,1.208e-3,1.584e-30,
572.34,1.327e+4,3.871e-10,1.327e+4,1.153e-3,1.583e-30,
572.36,1.865e+4,3.880e-10,1.865e+4,1.033e-3,1.583e-30,
572.38,2.564e+4,3.889e-10,2.564e+4,9.052e-4,1.583e-30,
572.39,2.982e+4,3.894e-10,2.982e+4,8.405e-4,1.583e-30,
572.41,3.967e+4,3.903e-10,3.967e+4,7.127e-4,1.582e-30,
572.43,5.163e+4,3.912e-10,5.163e+4,5.912e-4,1.582e-30,
572.44,5.841e+4,3.917e-10,5.841e+4,5.340e-4,1.582e-30,
572.46,7.356e+4,3.926e-10,7.356e+4,4.286e-4,1.581e-30,
572.48,9.062e+4,3.935e-10,9.062e+4,3.366e-4,1.581e-30,
572.49,9.975e+4,3.939e-10,9.975e+4,2.958e-4,1.581e-30,
572.51,1.189e+5,3.948e-10,1.189e+5,2.247e-4,1.581e-30,
572.52,1.288e+5,3.953e-10,1.288e+5,1.942e-4,1.580e-30,
572.54,1.485e+5,3.962e-10,1.485e+5,1.428e-4,1.580e-30,
572.56,1.676e+5,3.971e-10,1.676e+5,1.027e-4,1.580e-30,
572.57,1.765e+5,3.975e-10,1.765e+5,8.634e-5,1.580e-30,
572.59,1.927e+5,3.984e-10,1.927e+5,6.007e-5,1.579e-30,
572.61,2.059e+5,3.993e-10,2.059e+5,4.089e-5,1.579e-30,
572.62,2.110e+5,3.998e-10,2.110e+5,3.345e-5,1.579e-30,
572.64,2.181e+5,4.007e-10,2.181e+5,2.203e-5,1.578e-30,
572.66,2.205e+5,4.016e-10,2.205e+5,1.420e-5,1.578e-30,
572.67,2.199e+5,4.021e-10,2.199e+5,1.131e-5,1.578e-30,
572.69,2.151e+5,4.030e-10,2.151e+5,7.059e-6,1.578e-30,
572.70,2.110e+5,4.034e-10,2.110e+5,5.539e-6,1.577e-30,
572.72,1.997e+5,4.043e-10,1.997e+5,3.376e-6,1.577e-30,
572.74,1.850e+5,4.052e-10,1.850e+5,2.060e-6,1.577e-30,
572.75,1.765e+5,4.057e-10,1.765e+5,1.631e-6,1.577e-30,
572.77,1.582e+5,4.066e-10,1.582e+5,1.111e-6,1.576e-30,
572.79,1.387e+5,4.075e-10,1.387e+5,9.525e-7,1.576e-30,
572.80,1.288e+5,4.079e-10,1.288e+5,9.949e-7,1.576e-30,
572.82,1.092e+5,4.088e-10,1.092e+5,1.338e-6,1.575e-30,
572.84,9.062e+4,4.097e-10,9.062e+4,2.108e-6,1.575e-30,
572.85,8.187e+4,4.102e-10,8.187e+4,2.705e-6,1.575e-30,
572.87,6.573e+4,4.111e-10,6.573e+4,4.494e-6,1.575e-30,
572.88,5.841e+4,4.116e-10,5.841e+4,5.777e-6,1.574e-30,
572.90,4.538e+4,4.125e-10,4.538e+4,9.436e-6,1.574e-30,
572.92,3.449e+4,4.134e-10,3.449e+4,1.511e-5,1.574e-30,
572.93,2.982e+4,4.138e-10,2.982e+4,1.898e-5,1.574e-30,
572.95,2.193e+4,4.147e-10,2.193e+4,2.944e-5,1.573e-30,
572.97,1.578e+4,4.156e-10,1.578e+4,4.471e-5,1.573e-30,
572.98,1.327e+4,4.161e-10,1.327e+4,5.465e-5,1.573e-30,
573.00,9.237e+3,4.170e-10,9.237e+3,8.033e-5,1.572e-30,
573.02,6.290e+3,4.179e-10,6.290e+3,1.156e-4,1.572e-30,
573.03,5.148e+3,4.183e-10,5.148e+3,1.375e-4,1.572e-30,
573.05,3.392e+3,4.192e-10,3.392e+3,1.916e-4,1.572e-30,
573.06,2.731e+3,4.197e-10,2.731e+3,2.243e-4,1.571e-30,
573.08,1.741e+3,4.206e-10,1.741e+3,3.027e-4,1.571e-30,
573.10,1.086e+3,4.215e-10,1.086e+3,3.999e-4,1.571e-30,
573.11,8.507e+2,4.220e-10,8.507e+2,4.559e-4,1.571e-30,
573.13,5.134e+2,4.229e-10,5.134e+2,5.835e-4,1.570e-30,
573.15,3.031e+2,4.238e-10,3.031e+2,7.313e-4,1.570e-30,
573.16,2.310e+2,4.242e-10,2.310e+2,8.124e-4,1.570e-30,
573.18,1.320e+2,4.251e-10,1.320e+2,9.870e-4,1.569e-30,
573.20,7.376e+1,4.260e-10,7.376e+1,1.175e-3,1.569e-30,
573.21,5.469e+1,4.265e-10,5.469e+1,1.272e-3,1.569e-30,
573.23,2.957e+1,4.274e-10,2.957e+1,1.469e-3,1.569e-30,
573.24,2.157e+1,4.278e-10,2.157e+1,1.567e-3,1.568e-30,
573.26,1.129e+1,4.287e-10,1.129e+1,1.757e-3,1.568e-30,
573.28,5.779e+0,4.296e-10,5.777e+0,1.932e-3,1.568e-30,
573.29,4.102e+0,4.301e-10,4.099e+0,2.011e-3,1.568e-30,
573.31,2.033e+0,4.310e-10,2.031e+0,2.149e-3,1.567e-30,
573.33,9.861e-1,4.319e-10,9.839e-1,2.255e-3,1.567e-30,
573.34,6.816e-1,4.324e-10,6.793e-1,2.294e-3,1.567e-30,
573.36,3.208e-1,4.333e-10,3.185e-1,2.342e-3,1.566e-30,
573.38,1.484e-1,4.342e-10,1.461e-1,2.350e-3,1.566e-30,
573.39,1.005e-1,4.346e-10,9.812e-2,2.339e-3,1.566e-30,
573.41,4.583e-2,4.355e-10,4.355e-2,2.289e-3,1.566e-30,
573.42,3.102e-2,4.360e-10,2.877e-2,2.250e-3,1.565e-30,
573.44,1.450e-2,4.369e-10,1.236e-2,2.147e-3,1.565e-30,
573.46,7.208e-3,4.378e-10,5.191e-3,2.018e-3,1.565e-30,
573.47,5.281e-3,4.382e-10,3.337e-3,1.944e-3,1.565e-30,
573.49,3.141e-3,4.391e-10,1.356e-3,1.785e-3,1.564e-30,
573.51,2.153e-3,4.400e-10,5.394e-4,1.613e-3,1.564e-30,
573.52,1.863e-3,4.405e-10,3.374e-4,1.525e-3,1.564e-30,
573.54,1.478e-3,4.414e-10,1.298e-4,1.348e-3,1.563e-30,
573.56,1.222e-3,4.423e-10,4.886e-5,1.173e-3,1.563e-30,
573.57,1.118e-3,4.428e-10,2.973e-5,1.088e-3,1.563e-30,
573.59,9.362e-4,4.437e-10,1.083e-5,9.254e-4,1.563e-30,
573.60,8.549e-4,4.441e-10,6.483e-6,8.484e-4,1.562e-30,
573.62,7.071e-4,4.450e-10,2.285e-6,7.048e-4,1.562e-30,
573.64,5.769e-4,4.459e-10,7.877e-7,5.761e-4,1.562e-30,
573.65,5.181e-4,4.464e-10,4.587e-7,5.177e-4,1.562e-30,
573.67,4.129e-4,4.473e-10,1.530e-7,4.128e-4,1.561e-30,
573.69,3.236e-4,4.482e-10,4.995e-8,3.235e-4,1.561e-30,
573.70,2.846e-4,4.486e-10,2.830e-8,2.846e-4,1.561e-30,
573.72,2.172e-4,4.495e-10,8.937e-9,2.172e-4,1.560e-30,
573.74,1.629e-4,4.504e-10,2.761e-9,1.629e-4,1.560e-30,
573.75,1.400e-4,4.509e-10,1.522e-9,1.400e-4,1.560e-30,
573.77,1.021e-4,4.518e-10,4.550e-10,1.021e-4,1.560e-30,
573.78,8.656e-5,4.522e-10,2.467e-10,8.656e-5,1.559e-30,
573.80,6.136e-5,4.532e-10,7.136e-11,6.136e-5,1.559e-30,
573.82,4.270e-5,4.541e-10,2.019e-11,4.270e-5,1.559e-30,
573.83,3.540e-5,4.545e-10,1.065e-11,3.540e-5,1.559e-30,
573.85,2.409e-5,4.554e-10,1.064e-11,2.409e-5,1.558e-30,
573.87,1.634e-5,4.563e-10,1.063e-11,1.634e-5,1.558e-30,
573.88,1.353e-5,4.568e-10,1.063e-11,1.353e-5,1.558e-30,
573.90,9.683e-6,4.577e-10,1.062e-11,9.683e-6,1.557e-30,
573.92,7.846e-6,4.586e-10,1.061e-11,7.846e-6,1.557e-30,
573.93,7.616e-6,4.590e-10,1.060e-11,7.616e-6,1.557e-30,
573.95,8.546e-6,4.599e-10,1.059e-11,8.546e-6,1.557e-30,
573.96,9.763e-6,4.604e-10,1.059e-11,9.763e-6,1.556e-30,
573.98,1.399e-5,4.613e-10,1.058e-11,1.399e-5,1.556e-30,
574.00,2.124e-5,4.622e-10,1.057e-11,2.124e-5,1.556e-30,
574.01,2.631e-5,4.626e-10,1.056e-11,2.631e-5,1.556e-30,
574.03,4.023e-5,4.636e-10,1.056e-11,4.023e-5,1.555e-30,
574.05,6.065e-5,4.645e-10,1.055e-11,6.065e-5,1.555e-30,
574.06,7.394e-5,4.649e-10,1.054e-11,7.394e-5,1.555e-30,
574.08,1.082e-4,4.658e-10,1.053e-11,1.082e-4,1.554e-30,
574.10,1.551e-4,4.667e-10,1.052e-11,1.551e-4,1.554e-30,
574.11,1.841e-4,4.672e-10,1.052e-11,1.841e-4,1.554e-30,
574.13,2.554e-4,4.681e-10,1.051e-11,2.554e-4,1.554e-30,
574.14,2.984e-4,4.685e-10,1.050e-11,2.984e-4,1.553e-30,
574.16,4.006e-4,4.694e-10,1.049e-11,4.006e-4,1.553e-30,
574.18,5.262e-4,4.703e-10,1.048e-11,5.262e-4,1.553e-30,
574.19,5.982e-4,4.708e-10,1.048e-11,5.982e-4,1.553e-30,
574.21,7.604e-4,4.717e-10,1.047e-11,7.604e-4,1.552e-30,
574.23,9.459e-4,4.726e-10,1.046e-11,9.459e-4,1.552e-30,
574.24,1.046e-3,4.730e-10,1.045e-11,1.046e-3,1.552e-30,
574.26,1.260e-3,4.740e-10,1.044e-11,1.260e-3,1.551e-30,
574.28,1.483e-3,4.749e-10,1.043e-11,1.483e-3,1.551e-30,
574.29,1.597e-3,4.753e-10,1.043e-11,1.597e-3,1.551e-30,
574.31,1.820e-3,4.762e-10,1.042e-11,1.820e-3,1.551e-30,
574.32,1.928e-3,4.767e-10,1.041e-11,1.928e-3,1.550e-30,
574.34,2.126e-3,4.776e-10,1.040e-11,2.126e-3,1.550e-30,
574.36,2.295e-3,4.785e-10,1.039e-11,2.295e-3,1.550e-30,
574.37,2.365e-3,4.789e-10,1.039e-11,2.365e-3,1.550e-30,
574.39,2.471e-3,4.798e-10,1.038e-11,2.471e-3,1.549e-30,
574.41,2.525e-3,4.807e-10,1.037e-11,2.525e-3,1.549e-30,
574.42,2.532e-3,4.812e-10,1.037e-11,2.532e-3,1.549e-30,
574.44,2.505e-3,4.821e-10,1.036e-11,2.505e-3,1.548e-30,
574.45,2.471e-3,4.825e-10,1.035e-11,2.471e-3,1.548e-30,
574.47,2.366e-3,4.834e-10,1.034e-11,2.366e-3,1.548e-30,
574.49,2.216e-3,4.844e-10,1.033e-11,2.216e-3,1.548e-30,
574.50,2.128e-3,4.848e-10,1.033e-11,2.128e-3,1.547e-30,
574.52,1.930e-3,4.857e-10,1.032e-11,1.930e-3,1.547e-30,
574.54,1.714e-3,4.866e-10,1.031e-11,1.714e-3,1.547e-30,
574.55,1.602e-3,4.871e-10,1.030e-11,1.602e-3,1.547e-30,
574.57,1.379e-3,4.880e-10,1.029e-11,1.379e-3,1.546e-30,
574.59,1.164e-3,4.889e-10,1.028e-11,1.164e-3,1.546e-30,
574.60,1.063e-3,4.893e-10,1.028e-11,1.063e-3,1.546e-30,
574.62,8.748e-4,4.902e-10,1.027e-11,8.748e-4,1.545e-30,
574.63,7.901e-4,4.907e-10,1.026e-11,7.901e-4,1.545e-30,
574.65,6.411e-4,4.916e-10,1.025e-11,6.411e-4,1.545e-30,
574.67,5.212e-4,4.925e-10,1.024e-11,5.212e-4,1.545e-30,
574.68,4.724e-4,4.929e-10,1.024e-11,4.724e-4,1.544e-30,
574.70,3.968e-4,4.938e-10,1.023e-11,3.968e-4,1.544e-30,
574.72,3.496e-4,4.948e-10,1.022e-11,3.496e-4,1.544e-30,
574.73,3.359e-4,4.952e-10,1.021e-11,3.359e-4,1.544e-30,
574.75,3.270e-4,4.961e-10,1.020e-11,3.270e-4,1.543e-30,
574.77,3.402e-4,4.970e-10,1.019e-11,3.402e-4,1.543e-30,
574.78,3.540e-4,4.975e-10,1.019e-11,3.540e-4,1.543e-30,
574.80,3.938e-4,4.984e-10,1.018e-11,3.938e-4,1.542e-30,
574.81,4.189e-4,4.988e-10,1.018e-11,4.189e-4,1.542e-30,
574.83,4.769e-4,4.997e-10,1.017e-11,4.769e-4,1.542e-30,
574.85,5.417e-4,5.006e-10,1.016e-11,5.417e-4,1.542e-30,
574.86,5.753e-4,5.011e-10,1.015e-11,5.753e-4,1.541e-30,
574.88,6.418e-4,5.020e-10,1.014e-11,6.418e-4,1.541e-30,
574.90,7.039e-4,5.029e-10,1.013e-11,7.039e-4,1.541e-30,
574.91,7.320e-4,5.033e-10,1.013e-11,7.320e-4,1.541e-30,
574.93,7.796e-4,5.043e-10,1.012e-11,7.796e-4,1.540e-30,
574.95,8.133e-4,5.052e-10,1.011e-11,8.133e-4,1.540e-30,
574.96,8.242e-4,5.056e-10,1.010e-11,8.242e-4,1.540e-30,
574.98,8.328e-4,5.065e-10,1.009e-11,8.328e-4,1.539e-30,
574.99,8.305e-4,5.070e-10,1.009e-11,8.305e-4,1.539e-30,
575.01,8.125e-4,5.079e-10,1.008e-11,8.125e-4,1.539e-30,
575.03,7.779e-4,5.088e-10,1.007e-11,7.779e-4,1.539e-30,
575.04,7.550e-4,5.092e-10,1.006e-11,7.550e-4,1.538e-30,
575.06,6.999e-4,5.101e-10,1.005e-11,6.999e-4,1.538e-30,
575.08,6.352e-4,5.110e-10,1.004e-11,6.352e-4,1.538e-30,
575.09,6.004e-4,5.115e-10,1.004e-11,6.004e-4,1.538e-30,
575.11,5.283e-4,5.124e-10,1.003e-11,5.283e-4,1.537e-30,
575.13,4.561e-4,1.841e-9,1.002e-11,4.561e-4,1.537e-30,
575.14,4.211e-4,3.462e-9,1.001e-11,4.211e-4,1.537e-30,
575.16,3.553e-4,1.204e-8,1.000e-11,3.552e-4,1.536e-30,
575.17,3.252e-4,2.227e-8,1.000e-11,3.252e-4,1.536e-30,
575.19,2.726e-4,7.500e-8,9.990e-12,2.725e-4,1.536e-30,
575.21,2.319e-4,2.471e-7,9.980e-12,2.317e-4,1.536e-30,
575.22,2.169e-4,4.449e-7,9.976e-12,2.164e-4,1.535e-30,
575.24,1.990e-4,1.419e-6,9.966e-12,1.976e-4,1.535e-30,
575.26,2.006e-4,4.428e-6,9.956e-12,1.962e-4,1.535e-30,
575.27,2.105e-4,7.760e-6,9.951e-12,2.028e-4,1.535e-30,
575.29,2.558e-4,2.344e-5,9.941e-12,2.323e-4,1.534e-30,
575.31,3.555e-4,6.931e-5,9.932e-12,2.862e-4,1.534e-30,
575.32,4.415e-4,1.182e-4,9.927e-12,3.233e-4,1.534e-30,
575.34,7.581e-4,3.383e-4,9.917e-12,4.198e-4,1.533e-30,
575.35,1.048e-3,5.676e-4,9.912e-12,4.801e-4,1.533e-30,
575.37,2.199e-3,1.572e-3,9.902e-12,6.266e-4,1.533e-30,
575.39,5.072e-3,4.262e-3,9.893e-12,8.095e-4,1.533e-30,
575.40,7.876e-3,6.961e-3,9.888e-12,9.149e-4,1.532e-30,
575.42,1.942e-2,1.826e-2,9.878e-12,1.154e-3,1.532e-30,
575.44,4.833e-2,4.690e-2,9.868e-12,1.427e-3,1.532e-30,
575.45,7.612e-2,7.454e-2,9.864e-12,1.576e-3,1.532e-30,
575.47,1.872e-1,1.853e-1,9.854e-12,1.891e-3,1.531e-30,
575.49,4.529e-1,4.507e-1,9.844e-12,2.224e-3,1.531e-30,
575.50,6.996e-1,6.972e-1,9.839e-12,2.393e-3,1.531e-30,
575.52,1.644e+0,1.641e+0,9.829e-12,2.727e-3,1.530e-30,
575.53,2.501e+0,2.498e+0,9.825e-12,2.888e-3,1.530e-30,
575.55,5.697e+0,5.694e+0,9.815e-12,3.189e-3,1.530e-30,
575.57,1.270e+1,1.270e+1,9.805e-12,3.448e-3,1.530e-30,
575.58,1.881e+1,1.881e+1,9.800e-12,3.557e-3,1.529e-30,
575.60,4.062e+1,4.061e+1,9.790e-12,3.726e-3,1.529e-30,
575.62,8.580e+1,8.580e+1,9.781e-12,3.821e-3,1.529e-30,
575.63,1.237e+2,1.237e+2,9.776e-12,3.838e-3,1.529e-30,
575.65,2.530e+2,2.530e+2,9.766e-12,3.813e-3,1.528e-30,
575.67,5.062e+2,5.062e+2,9.756e-12,3.707e-3,1.528e-30,
575.68,7.103e+2,7.103e+2,9.752e-12,3.627e-3,1.528e-30,
575.70,1.376e+3,1.376e+3,9.742e-12,3.416e-3,1.527e-30,
575.71,1.900e+3,1.899e+3,9.737e-12,3.288e-3,1.527e-30,
575.73,3.562e+3,3.562e+3,9.727e-12,2.999e-3,1.527e-30,
575.75,6.536e+3,6.536e+3,9.717e-12,2.678e-3,1.527e-30,
575.76,8.782e+3,8.782e+3,9.713e-12,2.510e-3,1.526e-30,
575.78,1.560e+4,1.560e+4,9.703e-12,2.170e-3,1.526e-30,
575.80,2.711e+4,2.711e+4,9.693e-12,1.837e-3,1.526e-30,
575.81,3.545e+4,3.545e+4,9.688e-12,1.676e-3,1.526e-30,
575.83,5.965e+4,5.965e+4,9.678e-12,1.373e-3,1.525e-30,
575.85,9.821e+4,9.821e+4,9.669e-12,1.102e-3,1.525e-30,
575.86,1.250e+5,1.250e+5,9.664e-12,9.786e-4,1.525e-30,
575.88,1.992e+5,1.992e+5,9.654e-12,7.600e-4,1.524e-30,
575.89,2.495e+5,2.495e+5,9.649e-12,6.644e-4,1.524e-30,
575.91,3.849e+5,3.849e+5,9.639e-12,4.995e-4,1.524e-30,
575.93,5.810e+5,5.810e+5,9.630e-12,3.676e-4,1.524e-30,
575.94,7.081e+5,7.081e+5,9.625e-12,3.128e-4,1.523e-30,
575.96,1.035e+6,1.035e+6,9.615e-12,2.229e-4,1.523e-30,
575.98,1.480e+6,1.480e+6,9.605e-12,1.554e-4,1.523e-30,
575.99,1.755e+6,1.755e+6,9.601e-12,1.287e-4,1.523e-30,
576.01,2.430e+6,2.430e+6,9.591e-12,8.690e-5,1.522e-30,
576.03,3.292e+6,3.292e+6,9.581e-12,5.741e-5,1.522e-30,
576.04,3.800e+6,3.800e+6,9.576e-12,4.629e-5,1.522e-30,
576.06,4.983e+6,4.983e+6,9.566e-12,2.960e-5,1.521e-30,
576.07,5.659e+6,5.659e+6,9.562e-12,2.348e-5,1.521e-30,
576.09,7.184e+6,7.184e+6,9.552e-12,1.454e-5,1.521e-30,
576.11,8.923e+6,8.923e+6,9.542e-12,8.810e-6,1.521e-30,
576.12,9.864e+6,9.864e+6,9.537e-12,6.802e-6,1.520e-30,
576.14,1.186e+7,1.186e+7,9.527e-12,3.990e-6,1.520e-30,
576.16,1.395e+7,1.395e+7,9.518e-12,2.290e-6,1.520e-30,
576.17,1.501e+7,1.501e+7,9.513e-12,1.721e-6,1.520e-30,
576.19,1.710e+7,1.710e+7,9.503e-12,9.564e-7,1.519e-30,
576.21,1.906e+7,1.906e+7,9.493e-12,5.200e-7,1.519e-30,
576.22,1.995e+7,1.995e+7,9.489e-12,3.804e-7,1.519e-30,
576.24,2.153e+7,2.153e+7,9.479e-12,2.002e-7,1.518e-30,
576.25,2.218e+7,2.218e+7,9.474e-12,1.441e-7,1.518e-30,
576.27,2.316e+7,2.316e+7,9.464e-12,7.341e-8,1.518e-30,
576.29,2.367e+7,2.367e+7,9.454e-12,3.660e-8,1.518e-30,
576.30,2.373e+7,2.373e+7,9.450e-12,2.564e-8,1.517e-30,
576.32,2.348e+7,2.348e+7,9.440e-12,1.237e-8,1.517e-30,
576.34,2.273e+7,2.273e+7,9.430e-12,5.844e-9,1.517e-30,
576.35,2.218e+7,2.218e+7,9.425e-12,3.984e-9,1.517e-30,
576.37,2.078e+7,2.078e+7,9.415e-12,1.821e-9,1.516e-30,
576.39,1.906e+7,1.906e+7,9.406e-12,8.147e-10,1.516e-30,
576.40,1.810e+7,1.810e+7,9.401e-12,5.405e-10,1.516e-30,
576.42,1.606e+7,1.606e+7,9.391e-12,2.342e-10,1.515e-30,
576.43,1.501e+7,1.501e+7,9.386e-12,1.529e-10,1.515e-30,
576.45,1.290e+7,1.290e+7,9.377e-12,6.448e-11,1.515e-30,
576.47,1.084e+7,1.084e+7,9.367e-12,2.739e-11,1.515e-30,
576.48,9.864e+6,9.864e+6,9.362e-12,1.847e-11,1.514e-30,
576.50,8.028e+6,8.028e+6,9.352e-12,1.105e-11,1.514e-30,
576.52,6.393e+6,6.393e+6,9.342e-12,1.330e-11,1.514e-30,
576.53,5.659e+6,5.659e+6,9.338e-12,1.816e-11,1.514e-30,
576.55,4.363e+6,4.363e+6,9.328e-12,3.948e-11,1.513e-30,
576.57,3.292e+6,3.292e+6,9.318e-12,8.953e-11,1.513e-30,
576.58,2.836e+6,2.836e+6,9.313e-12,1.344e-10,1.513e-30,
576.60,2.071e+6,2.071e+6,9.303e-12,2.987e-10,1.512e-30,
576.61,1.755e+6,1.755e+6,9.299e-12,4.418e-10,1.512e-30,
576.63,1.241e+6,1.241e+6,9.289e-12,9.510e-10,1.512e-30,
576.65,8.584e+5,8.584e+5,9.279e-12,2.004e-9,1.512e-30,
576.66,7.081e+5,7.081e+5,9.274e-12,2.885e-9,1.511e-30,
576.68,4.742e+5,4.742e+5,9.265e-12,5.885e-9,1.511e-30,
576.70,3.107e+5,3.107e+5,9.255e-12,1.175e-8,1.511e-30,
576.71,2.495e+5,2.495e+5,9.250e-12,1.646e-8,1.511e-30,
576.73,1.582e+5,1.582e+5,9.240e-12,3.182e-8,1.510e-30,
576.74,1.250e+5,1.250e+5,9.235e-12,4.388e-8,1.510e-30,
576.76,7.675e+4,7.675e+4,9.226e-12,8.209e-8,1.510e-30,
