Wavelength (nm),Sum(calc),Fe I (3.1e-1),Fe II (6.9e-1),Fe III (1.6e-4),Fe IV (1.1e-14),Fe V (3.3e-34)
423.00,1.674e+7,1.674e+7,2.593e-12,1.469e-15,5.647e-31,6.402e-49
423.02,1.005e+7,1.005e+7,2.593e-12,3.085e-16,5.644e-31,6.378e-49
423.03,7.850e+6,7.850e+6,2.593e-12,1.468e-16,5.643e-31,6.367e-49
423.05,5.184e+6,5.184e+6,2.593e-12,8.143e-17,5.640e-31,6.344e-49
423.07,4.356e+6,4.356e+6,2.593e-12,2.777e-16,5.637e-31,6.320e-49
423.08,4.525e+6,4.525e+6,2.593e-12,6.010e-16,5.635e-31,6.309e-49
423.10,5.980e+6,5.980e+6,2.593e-12,2.802e-15,5.632e-31,6.286e-49
423.12,9.027e+6,9.027e+6,2.594e-12,1.259e-14,5.629e-31,6.263e-49
423.13,1.123e+7,1.123e+7,2.594e-12,2.630e-14,5.628e-31,6.251e-49
423.15,1.721e+7,1.721e+7,2.594e-12,1.113e-13,5.625e-31,6.228e-49
423.17,2.563e+7,2.563e+7,2.594e-12,4.525e-13,5.622e-31,6.205e-49
423.18,3.085e+7,3.085e+7,2.594e-12,8.989e-13,5.620e-31,6.193e-49
423.20,4.343e+7,4.343e+7,2.594e-12,3.442e-12,5.617e-31,6.170e-49
423.21,5.079e+7,5.079e+7,2.594e-12,6.634e-12,5.615e-31,6.158e-49
423.23,6.744e+7,6.744e+7,2.595e-12,2.392e-11,5.612e-31,6.135e-49
423.25,8.615e+7,8.615e+7,2.595e-12,8.285e-11,5.609e-31,6.112e-49
423.26,9.600e+7,9.600e+7,2.595e-12,1.519e-10,5.608e-31,6.100e-49
423.28,1.159e+8,1.159e+8,2.595e-12,4.954e-10,5.605e-31,6.077e-49
423.30,1.351e+8,1.351e+8,2.595e-12,1.552e-9,5.602e-31,6.054e-49
423.31,1.440e+8,1.440e+8,2.595e-12,2.707e-9,5.600e-31,6.042e-49
423.33,1.598e+8,1.598e+8,2.596e-12,7.988e-9,5.597e-31,6.019e-49
423.35,1.726e+8,1.726e+8,2.596e-12,2.264e-8,5.594e-31,5.996e-49
423.36,1.778e+8,1.778e+8,2.596e-12,3.756e-8,5.593e-31,5.984e-49
423.38,1.866e+8,1.866e+8,2.596e-12,1.003e-7,5.590e-31,5.961e-49
423.39,1.903e+8,1.903e+8,2.596e-12,1.614e-7,5.588e-31,5.950e-49
423.41,1.977e+8,1.977e+8,2.596e-12,4.056e-7,5.585e-31,5.926e-49
423.43,2.063e+8,2.063e+8,2.596e-12,9.795e-7,5.582e-31,5.903e-49
423.44,2.115e+8,2.115e+8,2.597e-12,1.499e-6,5.580e-31,5.892e-49
423.46,2.246e+8,2.246e+8,2.597e-12,3.410e-6,5.577e-31,5.868e-49
423.48,2.412e+8,2.412e+8,2.597e-12,7.449e-6,5.574e-31,5.845e-49
423.49,2.506e+8,2.506e+8,2.597e-12,1.085e-5,5.573e-31,5.834e-49
423.51,2.706e+8,2.706e+8,2.597e-12,2.231e-5,5.570e-31,5.810e-49
423.53,2.900e+8,2.900e+8,2.597e-12,4.410e-5,5.567e-31,5.787e-49
423.54,2.986e+8,2.986e+8,2.597e-12,6.107e-5,5.565e-31,5.776e-49
423.56,3.116e+8,3.116e+8,2.598e-12,1.137e-4,5.562e-31,5.753e-49
423.57,3.154e+8,3.154e+8,2.598e-12,1.528e-4,5.561e-31,5.741e-49
423.59,3.163e+8,3.163e+8,2.598e-12,2.677e-4,5.558e-31,5.718e-49
423.61,3.077e+8,3.077e+8,2.598e-12,4.507e-4,5.555e-31,5.695e-49
423.62,3.000e+8,3.000e+8,2.598e-12,5.762e-4,5.553e-31,5.683e-49
423.64,2.787e+8,2.787e+8,2.598e-12,9.135e-4,5.550e-31,5.660e-49
423.66,2.518e+8,2.518e+8,2.599e-12,1.391e-3,5.547e-31,5.637e-49
423.67,2.373e+8,2.373e+8,2.599e-12,1.692e-3,5.546e-31,5.625e-49
423.69,2.083e+8,2.083e+8,2.599e-12,2.427e-3,5.542e-31,5.602e-49
423.71,1.821e+8,1.821e+8,2.599e-12,3.344e-3,5.539e-31,5.579e-49
423.72,1.709e+8,1.709e+8,2.599e-12,3.868e-3,5.538e-31,5.567e-49
423.74,1.533e+8,1.533e+8,2.599e-12,5.020e-3,5.535e-31,5.544e-49
423.75,1.472e+8,1.472e+8,2.599e-12,5.634e-3,5.533e-31,5.532e-49
423.77,1.400e+8,1.400e+8,2.600e-12,6.887e-3,5.530e-31,5.509e-49
423.79,1.389e+8,1.389e+8,2.600e-12,8.090e-3,5.527e-31,5.486e-49
423.80,1.400e+8,1.400e+8,2.600e-12,8.638e-3,5.526e-31,5.474e-49
423.82,1.443e+8,1.443e+8,2.600e-12,9.560e-3,5.523e-31,5.451e-49
423.84,1.491e+8,1.491e+8,2.600e-12,1.017e-2,5.520e-31,5.428e-49
423.85,1.509e+8,1.509e+8,2.600e-12,1.034e-2,5.518e-31,5.416e-49
423.87,1.524e+8,1.524e+8,2.600e-12,1.038e-2,5.515e-31,5.393e-49
423.89,1.498e+8,1.498e+8,2.601e-12,1.003e-2,5.512e-31,5.370e-49
423.90,1.467e+8,1.467e+8,2.601e-12,9.716e-3,5.511e-31,5.358e-49
423.92,1.372e+8,1.372e+8,2.601e-12,8.881e-3,5.507e-31,5.335e-49
423.93,1.308e+8,1.308e+8,2.601e-12,8.379e-3,5.506e-31,5.324e-49
423.95,1.156e+8,1.156e+8,2.601e-12,7.274e-3,5.503e-31,5.301e-49
423.97,9.834e+7,9.834e+7,2.601e-12,6.123e-3,5.500e-31,5.277e-49
423.98,8.936e+7,8.936e+7,2.601e-12,5.560e-3,5.498e-31,5.266e-49
424.00,7.164e+7,7.164e+7,2.602e-12,4.505e-3,5.495e-31,5.243e-49
424.02,5.519e+7,5.519e+7,2.602e-12,3.584e-3,5.492e-31,5.219e-49
424.03,4.772e+7,4.772e+7,2.602e-12,3.183e-3,5.491e-31,5.208e-49
424.05,3.462e+7,3.462e+7,2.602e-12,2.499e-3,5.488e-31,5.185e-49
424.07,2.414e+7,2.414e+7,2.602e-12,1.963e-3,5.485e-31,5.161e-49
424.08,1.985e+7,1.985e+7,2.602e-12,1.744e-3,5.483e-31,5.150e-49
424.10,1.304e+7,1.304e+7,2.603e-12,1.389e-3,5.480e-31,5.127e-49
424.11,1.040e+7,1.040e+7,2.603e-12,1.246e-3,5.479e-31,5.115e-49
424.13,6.432e+6,6.432e+6,2.603e-12,1.015e-3,5.476e-31,5.092e-49
424.15,3.821e+6,3.821e+6,2.603e-12,8.442e-4,5.473e-31,5.069e-49
424.16,2.901e+6,2.901e+6,2.603e-12,7.774e-4,5.471e-31,5.057e-49
424.18,1.622e+6,1.622e+6,2.603e-12,6.754e-4,5.468e-31,5.034e-49
424.20,8.718e+5,8.718e+5,2.603e-12,6.107e-4,5.465e-31,5.011e-49
424.21,6.296e+5,6.296e+5,2.604e-12,5.907e-4,5.463e-31,4.999e-49
424.23,3.189e+5,3.189e+5,2.604e-12,5.720e-4,5.460e-31,4.976e-49
424.25,1.558e+5,1.558e+5,2.604e-12,5.765e-4,5.457e-31,4.953e-49
424.26,1.079e+5,1.079e+5,2.604e-12,5.850e-4,5.456e-31,4.941e-49
424.28,5.257e+4,5.257e+4,2.604e-12,6.096e-4,5.453e-31,4.918e-49
424.29,3.856e+4,3.856e+4,2.604e-12,6.236e-4,5.451e-31,4.906e-49
424.31,2.871e+4,2.871e+4,2.604e-12,6.501e-4,5.448e-31,4.883e-49
424.33,3.983e+4,3.983e+4,2.605e-12,6.698e-4,5.445e-31,4.860e-49
424.34,5.466e+4,5.466e+4,2.605e-12,6.761e-4,5.444e-31,4.848e-49
424.36,1.125e+5,1.125e+5,2.605e-12,6.812e-4,5.441e-31,4.825e-49
424.38,2.329e+5,2.329e+5,2.605e-12,6.785e-4,5.438e-31,4.802e-49
424.39,3.314e+5,3.314e+5,2.605e-12,6.758e-4,5.436e-31,4.791e-49
424.41,6.526e+5,6.526e+5,2.605e-12,6.716e-4,5.433e-31,4.767e-49
424.43,1.236e+6,1.236e+6,2.606e-12,6.748e-4,5.430e-31,4.744e-49
424.44,1.675e+6,1.675e+6,2.606e-12,6.810e-4,5.428e-31,4.733e-49
424.46,2.988e+6,2.988e+6,2.606e-12,7.050e-4,5.425e-31,4.709e-49
424.47,3.932e+6,3.932e+6,2.606e-12,7.233e-4,5.424e-31,4.698e-49
424.49,6.606e+6,6.606e+6,2.606e-12,7.713e-4,5.421e-31,4.675e-49
424.51,1.066e+7,1.066e+7,2.606e-12,8.312e-4,5.418e-31,4.651e-49
424.52,1.335e+7,1.335e+7,2.606e-12,8.637e-4,5.416e-31,4.640e-49
424.54,2.030e+7,2.030e+7,2.607e-12,9.295e-4,5.413e-31,4.617e-49
424.56,2.966e+7,2.966e+7,2.607e-12,9.914e-4,5.410e-31,4.593e-49
424.57,3.532e+7,3.532e+7,2.607e-12,1.020e-3,5.409e-31,4.582e-49
424.59,4.863e+7,4.863e+7,2.607e-12,1.073e-3,5.406e-31,4.559e-49
424.60,5.621e+7,5.621e+7,2.607e-12,1.098e-3,5.404e-31,4.547e-49
424.62,7.292e+7,7.292e+7,2.607e-12,1.157e-3,5.401e-31,4.524e-49
424.64,9.094e+7,9.094e+7,2.608e-12,1.239e-3,5.398e-31,4.501e-49
424.65,1.001e+8,1.001e+8,2.608e-12,1.297e-3,5.396e-31,4.489e-49
424.67,1.178e+8,1.178e+8,2.608e-12,1.460e-3,5.393e-31,4.466e-49
424.69,1.334e+8,1.334e+8,2.608e-12,1.711e-3,5.390e-31,4.443e-49
424.70,1.401e+8,1.401e+8,2.608e-12,1.876e-3,5.389e-31,4.431e-49
424.72,1.506e+8,1.506e+8,2.608e-12,2.292e-3,5.386e-31,4.408e-49
424.74,1.568e+8,1.568e+8,2.608e-12,2.826e-3,5.383e-31,4.385e-49
424.75,1.585e+8,1.585e+8,2.609e-12,3.133e-3,5.381e-31,4.373e-49
424.77,1.594e+8,1.594e+8,2.609e-12,3.808e-3,5.378e-31,4.350e-49
424.78,1.592e+8,1.592e+8,2.609e-12,4.165e-3,5.377e-31,4.338e-49
424.80,1.586e+8,1.586e+8,2.609e-12,4.881e-3,5.374e-31,4.315e-49
424.82,1.603e+8,1.603e+8,2.609e-12,5.547e-3,5.371e-31,4.292e-49
424.83,1.629e+8,1.629e+8,2.609e-12,5.840e-3,5.369e-31,4.281e-49
424.85,1.732e+8,1.732e+8,2.609e-12,6.307e-3,5.366e-31,4.257e-49
424.87,1.921e+8,1.921e+8,2.610e-12,6.574e-3,5.363e-31,4.234e-49
424.88,2.053e+8,2.053e+8,2.610e-12,6.624e-3,5.361e-31,4.223e-49
424.90,2.389e+8,2.389e+8,2.610e-12,6.549e-3,5.358e-31,4.199e-49
424.92,2.816e+8,2.816e+8,2.610e-12,6.258e-3,5.355e-31,4.176e-49
424.93,3.056e+8,3.056e+8,2.610e-12,6.042e-3,5.354e-31,4.165e-49
424.95,3.567e+8,3.567e+8,2.610e-12,5.504e-3,5.351e-31,4.141e-49
424.96,3.827e+8,3.827e+8,2.610e-12,5.196e-3,5.349e-31,4.130e-49
424.98,4.326e+8,4.326e+8,2.611e-12,4.543e-3,5.346e-31,4.107e-49
425.00,4.754e+8,4.754e+8,2.611e-12,3.888e-3,5.343e-31,4.083e-49
425.01,4.927e+8,4.927e+8,2.611e-12,3.575e-3,5.342e-31,4.072e-49
425.03,5.165e+8,5.165e+8,2.611e-12,3.001e-3,5.339e-31,4.049e-49
425.05,5.237e+8,5.237e+8,2.611e-12,2.514e-3,5.336e-31,4.026e-49
425.06,5.207e+8,5.207e+8,2.611e-12,2.305e-3,5.334e-31,4.014e-49
425.08,5.015e+8,5.015e+8,2.612e-12,1.956e-3,5.331e-31,3.991e-49
425.10,4.664e+8,4.664e+8,2.612e-12,1.689e-3,5.328e-31,3.968e-49
425.11,4.439e+8,4.439e+8,2.612e-12,1.580e-3,5.326e-31,3.956e-49
425.13,3.916e+8,3.916e+8,2.612e-12,1.404e-3,5.323e-31,3.933e-49
425.14,3.630e+8,3.630e+8,2.612e-12,1.332e-3,5.322e-31,3.921e-49
425.16,3.035e+8,3.035e+8,2.612e-12,1.210e-3,5.319e-31,3.898e-49
425.18,2.448e+8,2.448e+8,2.612e-12,1.109e-3,5.316e-31,3.875e-49
425.19,2.169e+8,2.169e+8,2.613e-12,1.065e-3,5.314e-31,3.863e-49
425.21,1.657e+8,1.657e+8,2.613e-12,9.840e-4,5.311e-31,3.840e-49
425.23,1.220e+8,1.220e+8,2.613e-12,9.130e-4,5.308e-31,3.817e-49
425.24,1.033e+8,1.033e+8,2.613e-12,8.808e-4,5.307e-31,3.805e-49
425.26,7.195e+7,7.195e+7,2.613e-12,8.227e-4,5.304e-31,3.782e-49
425.28,4.829e+7,4.829e+7,2.613e-12,7.723e-4,5.301e-31,3.759e-49
425.29,3.900e+7,3.900e+7,2.613e-12,7.493e-4,5.299e-31,3.747e-49
425.31,2.474e+7,2.474e+7,2.614e-12,7.063e-4,5.296e-31,3.724e-49
425.32,1.943e+7,1.943e+7,2.614e-12,6.854e-4,5.295e-31,3.713e-49
425.34,1.164e+7,1.164e+7,2.614e-12,6.433e-4,5.291e-31,3.689e-49
425.36,6.714e+6,6.714e+6,2.614e-12,5.986e-4,5.288e-31,3.666e-49
425.37,5.026e+6,5.026e+6,2.614e-12,5.750e-4,5.287e-31,3.655e-49
425.39,2.737e+6,2.737e+6,2.614e-12,5.254e-4,5.284e-31,3.631e-49
425.41,1.434e+6,1.434e+6,2.615e-12,4.745e-4,5.281e-31,3.608e-49
425.42,1.023e+6,1.023e+6,2.615e-12,4.496e-4,5.279e-31,3.597e-49
425.44,5.055e+5,5.055e+5,2.615e-12,4.033e-4,5.276e-31,3.573e-49
425.46,2.404e+5,2.404e+5,2.615e-12,3.651e-4,5.273e-31,3.550e-49
425.47,1.633e+5,1.633e+5,2.615e-12,3.502e-4,5.272e-31,3.539e-49
425.49,7.336e+4,7.336e+4,2.615e-12,3.302e-4,5.269e-31,3.516e-49
425.50,4.856e+4,4.856e+4,2.615e-12,3.253e-4,5.267e-31,3.504e-49
425.52,2.115e+4,2.115e+4,2.616e-12,3.253e-4,5.264e-31,3.481e-49
425.54,1.033e+4,1.033e+4,2.616e-12,3.363e-4,5.261e-31,3.458e-49
425.55,8.571e+3,8.571e+3,2.616e-12,3.446e-4,5.260e-31,3.446e-49
425.57,1.087e+4,1.087e+4,2.616e-12,3.642e-4,5.257e-31,3.423e-49
425.59,2.327e+4,2.327e+4,2.616e-12,3.832e-4,5.253e-31,3.400e-49
425.60,3.582e+4,3.582e+4,2.616e-12,3.911e-4,5.252e-31,3.388e-49
425.62,8.482e+4,8.482e+4,2.616e-12,4.012e-4,5.249e-31,3.365e-49
425.64,1.948e+5,1.948e+5,2.617e-12,4.022e-4,5.246e-31,3.342e-49
425.65,2.910e+5,2.910e+5,2.617e-12,3.991e-4,5.244e-31,3.330e-49
425.67,6.307e+5,6.307e+5,2.617e-12,3.867e-4,5.241e-31,3.307e-49
425.68,9.148e+5,9.148e+5,2.617e-12,3.781e-4,5.240e-31,3.295e-49
425.70,1.868e+6,1.868e+6,2.617e-12,3.583e-4,5.237e-31,3.272e-49
425.72,3.667e+6,3.667e+6,2.617e-12,3.387e-4,5.234e-31,3.249e-49
425.73,5.061e+6,5.061e+6,2.617e-12,3.303e-4,5.232e-31,3.237e-49
425.75,9.359e+6,9.359e+6,2.618e-12,3.183e-4,5.229e-31,3.214e-49
425.77,1.664e+7,1.664e+7,2.618e-12,3.145e-4,5.226e-31,3.191e-49
425.78,2.185e+7,2.185e+7,2.618e-12,3.160e-4,5.225e-31,3.179e-49
425.80,3.659e+7,3.659e+7,2.618e-12,3.253e-4,5.222e-31,3.156e-49
425.82,5.890e+7,5.890e+7,2.618e-12,3.421e-4,5.218e-31,3.133e-49
425.83,7.363e+7,7.363e+7,2.618e-12,3.526e-4,5.217e-31,3.121e-49
425.85,1.117e+8,1.117e+8,2.619e-12,3.768e-4,5.214e-31,3.098e-49
425.86,1.355e+8,1.355e+8,2.619e-12,3.903e-4,5.212e-31,3.087e-49
425.88,1.936e+8,1.936e+8,2.619e-12,4.203e-4,5.209e-31,3.063e-49
425.90,2.659e+8,2.659e+8,2.619e-12,4.563e-4,5.206e-31,3.040e-49
425.91,3.070e+8,3.070e+8,2.619e-12,4.778e-4,5.205e-31,3.029e-49
425.93,3.973e+8,3.973e+8,2.619e-12,5.315e-4,5.202e-31,3.006e-49
425.95,4.942e+8,4.942e+8,2.619e-12,6.049e-4,5.199e-31,2.982e-49
425.96,5.430e+8,5.430e+8,2.620e-12,6.511e-4,5.197e-31,2.971e-49
425.98,6.364e+8,6.364e+8,2.620e-12,7.654e-4,5.194e-31,2.948e-49
426.00,7.168e+8,7.168e+8,2.620e-12,9.104e-4,5.191e-31,2.924e-49
426.01,7.495e+8,7.495e+8,2.620e-12,9.938e-4,5.190e-31,2.913e-49
426.03,7.955e+8,7.955e+8,2.620e-12,1.178e-3,5.187e-31,2.890e-49
426.04,8.074e+8,8.074e+8,2.620e-12,1.276e-3,5.185e-31,2.878e-49
426.06,8.074e+8,8.074e+8,2.620e-12,1.473e-3,5.182e-31,2.855e-49
426.08,7.760e+8,7.760e+8,2.621e-12,1.658e-3,5.179e-31,2.832e-49
426.09,7.495e+8,7.495e+8,2.621e-12,1.738e-3,5.177e-31,2.820e-49
426.11,6.788e+8,6.788e+8,2.621e-12,1.865e-3,5.174e-31,2.797e-49
426.13,5.908e+8,5.908e+8,2.621e-12,1.934e-3,5.171e-31,2.774e-49
426.14,5.430e+8,5.430e+8,2.621e-12,1.944e-3,5.170e-31,2.762e-49
426.16,4.453e+8,4.453e+8,2.621e-12,1.911e-3,5.167e-31,2.739e-49
426.18,3.510e+8,3.510e+8,2.622e-12,1.813e-3,5.164e-31,2.716e-49
426.19,3.070e+8,3.070e+8,2.622e-12,1.743e-3,5.162e-31,2.704e-49
426.21,2.280e+8,2.280e+8,2.622e-12,1.571e-3,5.159e-31,2.681e-49
426.22,1.936e+8,1.936e+8,2.622e-12,1.474e-3,5.158e-31,2.669e-49
426.24,1.355e+8,1.355e+8,2.622e-12,1.268e-3,5.155e-31,2.646e-49
426.26,9.112e+7,9.112e+7,2.622e-12,1.061e-3,5.152e-31,2.623e-49
426.27,7.363e+7,7.363e+7,2.622e-12,9.627e-4,5.150e-31,2.611e-49
426.29,4.666e+7,4.666e+7,2.623e-12,7.807e-4,5.147e-31,2.588e-49
426.31,2.842e+7,2.842e+7,2.623e-12,6.242e-4,5.144e-31,2.565e-49
426.32,2.185e+7,2.185e+7,2.623e-12,5.562e-4,5.142e-31,2.553e-49
426.34,1.254e+7,1.254e+7,2.623e-12,4.403e-4,5.139e-31,2.530e-49
426.36,6.917e+6,6.917e+6,2.623e-12,3.483e-4,5.136e-31,2.507e-49
426.37,5.061e+6,5.061e+6,2.623e-12,3.102e-4,5.135e-31,2.496e-49
426.39,2.630e+6,2.630e+6,2.624e-12,2.467e-4,5.132e-31,2.472e-49
426.40,1.868e+6,1.868e+6,2.624e-12,2.205e-4,5.130e-31,2.461e-49
426.42,9.148e+5,9.148e+5,2.624e-12,1.775e-4,5.127e-31,2.438e-49
426.44,4.306e+5,4.306e+5,2.624e-12,1.452e-4,5.124e-31,2.414e-49
426.45,2.910e+5,2.910e+5,2.624e-12,1.328e-4,5.123e-31,2.403e-49
426.47,1.291e+5,1.291e+5,2.624e-12,1.149e-4,5.120e-31,2.380e-49
426.49,5.500e+4,5.500e+4,2.624e-12,1.064e-4,5.117e-31,2.356e-49
426.50,3.538e+4,3.538e+4,2.625e-12,1.056e-4,5.115e-31,2.345e-49
426.52,1.421e+4,1.421e+4,2.625e-12,1.107e-4,5.112e-31,2.322e-49
426.54,5.504e+3,5.504e+3,2.625e-12,1.241e-4,5.109e-31,2.298e-49
426.55,3.392e+3,3.392e+3,2.625e-12,1.335e-4,5.107e-31,2.287e-49
426.57,1.328e+3,1.328e+3,2.625e-12,1.564e-4,5.104e-31,2.264e-49
426.58,9.110e+2,9.110e+2,2.625e-12,1.694e-4,5.103e-31,2.252e-49
426.60,7.851e+2,7.851e+2,2.625e-12,1.962e-4,5.100e-31,2.229e-49
426.62,1.574e+3,1.574e+3,2.626e-12,2.218e-4,5.097e-31,2.206e-49
426.63,2.501e+3,2.501e+3,2.626e-12,2.331e-4,5.095e-31,2.194e-49
426.65,6.468e+3,6.468e+3,2.626e-12,2.508e-4,5.092e-31,2.171e-49
426.67,1.635e+4,1.635e+4,2.626e-12,2.602e-4,5.089e-31,2.148e-49
426.68,2.565e+4,2.565e+4,2.626e-12,2.612e-4,5.088e-31,2.136e-49
426.70,6.142e+4,6.142e+4,2.626e-12,2.558e-4,5.085e-31,2.113e-49
426.72,1.417e+5,1.417e+5,2.627e-12,2.410e-4,5.082e-31,2.090e-49
426.73,2.123e+5,2.123e+5,2.627e-12,2.304e-4,5.080e-31,2.078e-49
426.75,4.636e+5,4.636e+5,2.627e-12,2.046e-4,5.077e-31,2.055e-49
426.76,6.757e+5,6.757e+5,2.627e-12,1.900e-4,5.076e-31,2.043e-49
426.78,1.396e+6,1.396e+6,2.627e-12,1.590e-4,5.072e-31,2.020e-49
426.80,2.782e+6,2.782e+6,2.627e-12,1.279e-4,5.069e-31,1.997e-49
426.81,3.874e+6,3.874e+6,2.627e-12,1.130e-4,5.068e-31,1.986e-49
426.83,7.311e+6,7.311e+6,2.628e-12,8.571e-5,5.065e-31,1.962e-49
426.85,1.331e+7,1.331e+7,2.628e-12,6.249e-5,5.062e-31,1.939e-49
426.86,1.771e+7,1.771e+7,2.628e-12,5.259e-5,5.060e-31,1.928e-49
426.88,3.053e+7,3.053e+7,2.628e-12,3.624e-5,5.057e-31,1.904e-49
426.89,3.955e+7,3.955e+7,2.628e-12,2.971e-5,5.056e-31,1.893e-49
426.91,6.460e+7,6.460e+7,2.628e-12,1.966e-5,5.053e-31,1.870e-49
426.93,1.018e+8,1.018e+8,2.628e-12,1.321e-5,5.050e-31,1.846e-49
426.94,1.261e+8,1.261e+8,2.629e-12,1.123e-5,5.048e-31,1.835e-49
426.96,1.882e+8,1.882e+8,2.629e-12,9.751e-6,5.045e-31,1.812e-49
426.98,2.710e+8,2.710e+8,2.629e-12,1.206e-5,5.042e-31,1.788e-49
426.99,3.208e+8,3.208e+8,2.629e-12,1.504e-5,5.041e-31,1.777e-49
427.01,4.377e+8,4.377e+8,2.629e-12,2.619e-5,5.037e-31,1.754e-49
427.03,5.758e+8,5.758e+8,2.629e-12,4.758e-5,5.034e-31,1.731e-49
427.04,6.515e+8,6.515e+8,2.629e-12,6.387e-5,5.033e-31,1.719e-49
427.06,8.117e+8,8.117e+8,2.630e-12,1.126e-4,5.030e-31,1.696e-49
427.07,8.936e+8,8.936e+8,2.630e-12,1.475e-4,5.028e-31,1.684e-49
427.09,1.054e+9,1.054e+9,2.630e-12,2.461e-4,5.025e-31,1.661e-49
427.11,1.198e+9,1.198e+9,2.630e-12,3.949e-4,5.022e-31,1.638e-49
427.12,1.260e+9,1.260e+9,2.630e-12,4.929e-4,5.021e-31,1.626e-49
427.14,1.355e+9,1.355e+9,2.630e-12,7.457e-4,5.018e-31,1.603e-49
427.16,1.404e+9,1.404e+9,2.631e-12,1.084e-3,5.015e-31,1.580e-49
427.17,1.409e+9,1.409e+9,2.631e-12,1.289e-3,5.013e-31,1.568e-49
427.19,1.381e+9,1.381e+9,2.631e-12,1.766e-3,5.010e-31,1.545e-49
427.21,1.303e+9,1.303e+9,2.631e-12,2.328e-3,5.007e-31,1.522e-49
427.22,1.248e+9,1.248e+9,2.631e-12,2.633e-3,5.006e-31,1.510e-49
427.24,1.113e+9,1.113e+9,2.631e-12,3.271e-3,5.003e-31,1.487e-49
427.25,1.036e+9,1.036e+9,2.631e-12,3.592e-3,5.001e-31,1.476e-49
427.27,8.729e+8,8.729e+8,2.632e-12,4.205e-3,4.998e-31,1.452e-49
427.29,7.079e+8,7.079e+8,2.632e-12,4.733e-3,4.995e-31,1.429e-49
427.30,6.284e+8,6.284e+8,2.632e-12,4.948e-3,4.993e-31,1.418e-49
427.32,4.812e+8,4.812e+8,2.632e-12,5.249e-3,4.990e-31,1.394e-49
427.34,3.546e+8,3.546e+8,2.632e-12,5.354e-3,4.987e-31,1.371e-49
427.35,3.000e+8,3.000e+8,2.632e-12,5.328e-3,4.986e-31,1.360e-49
427.37,2.087e+8,2.087e+8,2.632e-12,5.122e-3,4.983e-31,1.336e-49
427.39,1.397e+8,1.397e+8,2.633e-12,4.733e-3,4.980e-31,1.313e-49
427.40,1.126e+8,1.126e+8,2.633e-12,4.484e-3,4.978e-31,1.302e-49
427.42,7.110e+7,7.110e+7,2.633e-12,3.906e-3,4.975e-31,1.278e-49
427.43,5.568e+7,5.568e+7,2.633e-12,3.592e-3,4.974e-31,1.267e-49
427.45,3.317e+7,3.317e+7,2.633e-12,2.949e-3,4.971e-31,1.244e-49
427.47,1.901e+7,1.901e+7,2.633e-12,2.328e-3,4.968e-31,1.221e-49
427.48,1.418e+7,1.418e+7,2.633e-12,2.038e-3,4.966e-31,1.209e-49
427.50,7.662e+6,7.662e+6,2.634e-12,1.516e-3,4.963e-31,1.186e-49
427.52,3.982e+6,3.982e+6,2.634e-12,1.084e-3,4.960e-31,1.163e-49
427.53,2.829e+6,2.829e+6,2.634e-12,9.037e-4,4.958e-31,1.151e-49
427.55,1.387e+6,1.387e+6,2.634e-12,6.092e-4,4.955e-31,1.128e-49
427.57,6.536e+5,6.536e+5,2.634e-12,3.949e-4,4.952e-31,1.105e-49
427.58,4.421e+5,4.421e+5,2.634e-12,3.132e-4,4.951e-31,1.093e-49
427.60,1.965e+5,1.965e+5,2.635e-12,1.913e-4,4.948e-31,1.070e-49
427.61,1.291e+5,1.291e+5,2.635e-12,1.474e-4,4.946e-31,1.058e-49
427.63,5.409e+4,5.409e+4,2.635e-12,8.485e-5,4.943e-31,1.035e-49
427.65,2.180e+4,2.180e+4,2.635e-12,4.697e-5,4.940e-31,1.012e-49
427.66,1.364e+4,1.364e+4,2.635e-12,3.443e-5,4.939e-31,1.000e-49
427.68,5.206e+3,5.206e+3,2.635e-12,1.797e-5,4.936e-31,9.771e-50
427.70,1.976e+3,1.976e+3,2.635e-12,9.012e-6,4.933e-31,9.540e-50
427.71,1.271e+3,1.271e+3,2.636e-12,6.289e-6,4.931e-31,9.424e-50
427.73,7.894e+2,7.894e+2,2.636e-12,2.973e-6,4.928e-31,9.192e-50
427.75,1.200e+3,1.200e+3,2.636e-12,1.351e-6,4.925e-31,8.960e-50
427.76,1.799e+3,1.799e+3,2.636e-12,8.978e-7,4.923e-31,8.844e-50
427.78,4.365e+3,4.365e+3,2.636e-12,3.846e-7,4.920e-31,8.612e-50
427.79,6.799e+3,6.799e+3,2.636e-12,2.481e-7,4.919e-31,8.496e-50
427.81,1.610e+4,1.610e+4,2.636e-12,1.002e-7,4.916e-31,8.265e-50
427.83,3.671e+4,3.671e+4,2.637e-12,3.889e-8,4.913e-31,8.033e-50
427.84,5.464e+4,5.464e+4,2.637e-12,2.387e-8,4.911e-31,7.917e-50
427.86,1.175e+5,1.175e+5,2.637e-12,8.735e-9,4.908e-31,7.685e-50
427.88,2.429e+5,2.429e+5,2.637e-12,3.073e-9,4.905e-31,7.453e-50
427.89,3.441e+5,3.441e+5,2.637e-12,1.796e-9,4.904e-31,7.337e-50
427.91,6.708e+5,6.708e+5,2.637e-12,5.955e-10,4.901e-31,7.105e-50
427.93,1.257e+6,1.257e+6,2.638e-12,1.904e-10,4.898e-31,6.874e-50
