Wavelength (nm),Sum,Al I (3.4e-01),Al II (6.6e-01),Al III (4.9e-05)
597.49,2.102e+3,,2.102e+3,
597.51,1.553e+3,,1.553e+3,
597.53,1.124e+3,,1.124e+3,
597.54,9.491e+2,,9.491e+2,
597.56,6.667e+2,,6.667e+2,
597.58,4.589e+2,,4.589e+2,
597.59,3.778e+2,,3.778e+2,
597.61,2.523e+2,,2.523e+2,
597.63,1.651e+2,,1.651e+2,
597.64,1.326e+2,,1.326e+2,
597.66,8.418e+1,,8.418e+1,
597.68,5.238e+1,,5.238e+1,
597.69,4.101e+1,,4.101e+1,
597.71,2.476e+1,,2.476e+1,
597.73,1.465e+1,,1.465e+1,
597.74,1.118e+1,,1.118e+1,
597.76,6.417e+0,,6.417e+0,
597.78,3.610e+0,,3.610e+0,
597.79,2.687e+0,,2.687e+0,
597.81,1.466e+0,,1.466e+0,
597.83,7.842e-1,,7.842e-1,
597.84,5.692e-1,,5.692e-1,
597.86,2.953e-1,,2.953e-1,
597.88,1.502e-1,,1.502e-1,
597.89,1.063e-1,,1.063e-1,
597.91,5.243e-2,,5.243e-2,
597.93,2.535e-2,,2.535e-2,
597.94,1.749e-2,,1.749e-2,
597.96,8.204e-3,,8.204e-3,
597.98,3.771e-3,,3.771e-3,
597.99,2.538e-3,,2.538e-3,
598.01,1.132e-3,,1.132e-3,
598.03,4.946e-4,,4.946e-4,
598.04,3.245e-4,,3.245e-4,
598.06,1.376e-4,,1.376e-4,
598.08,5.717e-5,,5.717e-5,
598.09,3.658e-5,,3.658e-5,
598.11,1.475e-5,,1.475e-5,
598.13,5.826e-6,,5.826e-6,
598.14,3.634e-6,,3.634e-6,
598.16,1.393e-6,,1.393e-6,
598.18,5.233e-7,,5.233e-7,
598.19,3.183e-7,,3.183e-7,
598.21,1.160e-7,,1.160e-7,
598.23,4.143e-8,,4.143e-8,
598.24,2.457e-8,,2.457e-8,
598.26,8.514e-9,,8.514e-9,
598.28,2.891e-9,,2.891e-9,
598.29,1.672e-9,,1.672e-9,
598.31,5.508e-10,,5.508e-10,
598.33,1.778e-10,,1.778e-10,
598.34,1.003e-10,,1.003e-10,
598.36,3.141e-11,,3.141e-11,
598.38,9.643e-12,,9.643e-12,
598.39,5.302e-12,,5.302e-12,
