Wavelength (nm),Sum,Al I (3.4e-01),Al II (6.6e-01),Al III (4.9e-05)
396.16,3.647e+10,3.647e+10,,
396.18,3.484e+10,3.484e+10,,
396.2,3.178e+10,3.178e+10,,
396.21,2.984e+10,2.984e+10,,
396.23,2.541e+10,2.541e+10,,
396.25,2.067e+10,2.067e+10,,
396.26,1.833e+10,1.833e+10,,
396.28,1.392e+10,1.392e+10,,
396.3,1.009e+10,1.009e+10,,
396.31,8.450e+9,8.450e+9,,
396.33,5.721e+9,5.721e+9,,
396.35,3.700e+9,3.700e+9,,
396.36,2.925e+9,2.925e+9,,
396.38,1.766e+9,1.766e+9,,
396.4,1.018e+9,1.018e+9,,
396.41,7.600e+8,7.600e+8,,
396.43,4.091e+8,4.091e+8,,
396.45,2.103e+8,2.103e+8,,
396.46,1.482e+8,1.482e+8,,
396.48,7.115e+7,7.115e+7,,
396.5,3.262e+7,3.262e+7,,
396.51,2.171e+7,2.171e+7,,
396.53,9.290e+6,9.290e+6,,
396.55,3.797e+6,3.797e+6,,
396.56,2.386e+6,2.386e+6,,
396.58,9.106e+5,9.106e+5,,
396.6,3.319e+5,3.319e+5,,
396.61,1.969e+5,1.969e+5,,
396.63,6.700e+4,6.700e+4,,
396.65,2.177e+4,2.177e+4,,
396.66,1.220e+4,1.220e+4,,
396.68,3.701e+3,3.701e+3,,
396.7,1.072e+3,1.072e+3,,
396.71,5.675e+2,5.675e+2,,
396.73,1.535e+2,1.535e+2,,
396.75,3.965e+1,3.965e+1,,
396.76,1.981e+1,1.981e+1,,
396.78,4.778e+0,4.778e+0,,
396.8,1.101e+0,1.101e+0,,
396.81,5.193e-1,5.193e-1,,
396.83,1.117e-1,1.117e-1,,
396.85,2.294e-2,2.294e-2,,
396.86,1.022e-2,1.022e-2,,
396.88,1.959e-3,1.959e-3,,
396.9,3.588e-4,3.588e-4,,
396.91,1.509e-4,1.509e-4,,
396.93,2.580e-5,2.580e-5,,
396.95,4.213e-6,4.213e-6,,
397.21,2.360e-19,,,2.360e-19
397.23,1.829e-18,,,1.829e-18
397.25,1.058e-17,,,1.058e-17
397.26,2.500e-17,,,2.500e-17
397.28,1.351e-16,,,1.351e-16
397.3,6.975e-16,,,6.975e-16
397.31,1.558e-15,,,1.558e-15
397.33,7.516e-15,,,7.516e-15
397.35,3.465e-14,,,3.465e-14
397.36,7.313e-14,,,7.313e-14
397.38,3.149e-13,,,3.149e-13
397.4,1.296e-12,,,1.296e-12
397.41,2.585e-12,,,2.585e-12
397.43,9.940e-12,,,9.940e-12
397.45,3.652e-11,,,3.652e-11
397.46,6.883e-11,,,6.883e-11
397.48,2.363e-10,,,2.363e-10
397.5,7.751e-10,,,7.751e-10
397.51,1.380e-9,,,1.380e-9
397.53,4.230e-9,,,4.230e-9
397.55,1.239e-8,,,1.239e-8
397.56,2.085e-8,,,2.085e-8
397.58,5.705e-8,,,5.705e-8
397.6,1.492e-7,,,1.492e-7
397.61,2.372e-7,,,2.372e-7
397.63,5.795e-7,,,5.795e-7
397.65,1.353e-6,,,1.353e-6
397.66,2.033e-6,,,2.033e-6
397.68,4.434e-6,,,4.434e-6
397.7,9.244e-6,,,9.244e-6
397.71,1.312e-5,,,1.312e-5
397.73,2.556e-5,,,2.556e-5
397.75,4.757e-5,,,4.757e-5
397.76,6.380e-5,,,6.380e-5
397.78,1.109e-4,,,1.109e-4
397.8,1.844e-4,,,1.844e-4
397.81,2.337e-4,,,2.337e-4
397.83,3.628e-4,,,3.628e-4
397.85,5.383e-4,,,5.383e-4
397.86,6.447e-4,,,6.447e-4
397.88,8.937e-4,,,8.937e-4
397.9,1.184e-3,,,1.184e-3
397.91,1.340e-3,,,1.340e-3
397.93,1.658e-3,,,1.658e-3
397.95,1.962e-3,,,1.962e-3
397.96,2.097e-3,,,2.097e-3
397.98,2.318e-3,,,2.318e-3
398,2.448e-3,,,2.448e-3
398.01,2.474e-3,,,2.474e-3
398.03,2.441e-3,,,2.441e-3
398.05,2.302e-3,,,2.302e-3
398.06,2.197e-3,,,2.197e-3
398.08,1.936e-3,,,1.936e-3
398.1,1.630e-3,,,1.630e-3
398.11,1.471e-3,,,1.471e-3
398.13,1.157e-3,,,1.157e-3
398.15,8.697e-4,,,8.697e-4
398.16,7.414e-4,,,7.414e-4
398.18,5.207e-4,,,5.207e-4
398.2,3.496e-4,,,3.496e-4
398.21,2.816e-4,,,2.816e-4
398.23,1.766e-4,,,1.766e-4
398.25,1.058e-4,,,1.058e-4
398.26,8.055e-5,,,8.055e-5
398.28,4.511e-5,,,4.511e-5
398.3,2.414e-5,,,2.414e-5
398.31,1.736e-5,,,1.736e-5
398.33,8.681e-6,,,8.681e-6
398.35,4.148e-6,,,4.148e-6
398.36,2.819e-6,,,2.819e-6
398.38,1.258e-6,,,1.258e-6
398.4,5.369e-7,,,5.369e-7
398.41,3.448e-7,,,3.448e-7
398.43,1.374e-7,,,1.374e-7
398.45,5.235e-8,,,5.235e-8
398.46,3.177e-8,,,3.177e-8
398.48,1.131e-8,,,1.131e-8
398.5,3.846e-9,,,3.846e-9
398.51,2.205e-9,,,2.205e-9
398.53,7.007e-10,,,7.007e-10
398.55,2.128e-10,,,2.128e-10
398.56,1.153e-10,,,1.153e-10
398.58,3.272e-11,,,3.272e-11
398.6,8.872e-12,,,8.872e-12
398.61,4.542e-12,,,4.542e-12
398.63,1.151e-12,,,1.151e-12
398.65,2.786e-13,,,2.786e-13
398.66,1.348e-13,,,1.348e-13
398.68,3.049e-14,,,3.049e-14
398.7,6.591e-15,,,6.591e-15
398.71,3.013e-15,,,3.013e-15
398.73,6.085e-16,,,6.085e-16
398.75,1.175e-16,,,1.175e-16
398.76,5.073e-17,,,5.073e-17
398.78,1.137e-11,,1.137e-11,9.149e-18
398.8,6.750e-11,,6.750e-11,1.577e-18
398.81,1.696e-10,,1.696e-10,6.435e-19
398.83,9.463e-10,,9.463e-10,
398.85,5.038e-9,,5.038e-9,
398.86,1.143e-8,,1.143e-8,
398.88,5.690e-8,,5.690e-8,
398.9,2.709e-7,,2.709e-7,
398.91,5.811e-7,,5.811e-7,
398.93,2.586e-6,,2.586e-6,
398.95,1.101e-5,,1.101e-5,
398.96,2.233e-5,,2.233e-5,
398.98,8.888e-5,,8.888e-5,
399,3.383e-4,,3.383e-4,
399.01,6.491e-4,,6.491e-4,
399.03,2.311e-3,,2.311e-3,
399.05,7.867e-3,,7.867e-3,
399.06,1.428e-2,,1.428e-2,
399.08,4.546e-2,,4.546e-2,
399.1,1.385e-1,,1.385e-1,
399.11,2.377e-1,,2.377e-1,
399.13,6.774e-1,,6.774e-1,
399.15,1.847e+0,,1.847e+0,
399.16,2.999e+0,,2.999e+0,
399.18,7.650e+0,,7.650e+0,
399.2,1.867e+1,,1.867e+1,
399.21,2.869e+1,,2.869e+1,
399.23,6.554e+1,,6.554e+1,
399.25,1.433e+2,,1.433e+2,
399.26,2.083e+2,,2.083e+2,
399.28,4.263e+2,,4.263e+2,
399.3,8.350e+2,,8.350e+2,
399.31,1.150e+3,,1.150e+3,
399.33,2.108e+3,,2.108e+3,
399.35,3.702e+3,,3.702e+3,
399.36,4.826e+3,,4.826e+3,
399.38,7.939e+3,,7.939e+3,
399.4,1.250e+4,,1.250e+4,
399.41,1.544e+4,,1.544e+4,
399.43,2.279e+4,,2.279e+4,
399.45,3.222e+4,,3.222e+4,
399.46,3.770e+4,,3.770e+4,
399.48,4.996e+4,,4.996e+4,
399.5,6.344e+4,,6.344e+4,
399.51,7.035e+4,,7.035e+4,
399.53,8.377e+4,,8.377e+4,
399.55,9.560e+4,,9.560e+4,
399.56,1.005e+5,,1.005e+5,
399.58,1.076e+5,,1.076e+5,
399.6,1.104e+5,,1.104e+5,
399.61,1.101e+5,,1.101e+5,
399.63,1.060e+5,,1.060e+5,
399.65,9.790e+4,,9.790e+4,
399.66,9.259e+4,,9.259e+4,
399.68,8.024e+4,,8.024e+4,
399.7,6.667e+4,,6.667e+4,
399.71,5.982e+4,,5.982e+4,
399.73,4.666e+4,,4.666e+4,
399.75,3.490e+4,,3.490e+4,
399.76,2.971e+4,,2.971e+4,
399.78,2.086e+4,,2.086e+4,
399.8,1.404e+4,,1.404e+4,
399.81,1.134e+4,,1.134e+4,
399.83,7.162e+3,,7.162e+3,
399.85,4.338e+3,,4.338e+3,
399.86,3.323e+3,,3.323e+3,
399.88,1.889e+3,,1.889e+3,
399.9,1.029e+3,,1.029e+3,
399.91,7.473e+2,,7.473e+2,
399.93,3.819e+2,,3.819e+2,
399.95,1.870e+2,,1.870e+2,
399.96,1.288e+2,,1.288e+2,
399.98,5.914e+1,,5.914e+1,
400,2.602e+1,,2.602e+1,
400.01,1.698e+1,,1.698e+1,
400.03,7.002e+0,,7.002e+0,
400.05,2.766e+0,,2.766e+0,
400.06,1.710e+0,,1.710e+0,
400.08,6.329e-1,,6.329e-1,
400.1,2.243e-1,,2.243e-1,
400.11,1.313e-1,,1.313e-1,
400.13,4.360e-2,,4.360e-2,
400.15,1.385e-2,,1.385e-2,
400.16,7.682e-3,,7.682e-3,
400.18,2.286e-3,,2.286e-3,
400.2,6.509e-4,,6.509e-4,
400.21,3.417e-4,,3.417e-4,
400.23,9.109e-5,,9.109e-5,
400.25,2.324e-5,,2.324e-5,
400.26,1.154e-5,,1.154e-5,
400.28,2.756e-6,,2.756e-6,
400.3,6.294e-7,,6.294e-7,
400.31,2.959e-7,,2.959e-7,
400.33,6.323e-8,,6.323e-8,
400.35,1.293e-8,,1.293e-8,
400.36,5.749e-9,,5.749e-9,
400.38,1.099e-9,,1.099e-9,
400.4,1.993e-10,,1.993e-10,
400.41,8.388e-11,,8.388e-11,
400.43,1.310e-11,,1.310e-11,
401.83,4.449e-11,,4.449e-11,
401.85,2.572e-10,,2.572e-10,
401.86,6.080e-10,,6.080e-10,
401.88,3.288e-9,,3.288e-9,
401.9,1.700e-8,,1.700e-8,
401.91,3.803e-8,,3.803e-8,
401.93,1.840e-7,,1.840e-7,
401.95,8.518e-7,,8.518e-7,
401.96,1.802e-6,,1.802e-6,
401.98,7.805e-6,,7.805e-6,
402,3.233e-5,,3.233e-5,
402.01,6.471e-5,,6.471e-5,
402.03,2.508e-4,,2.508e-4,
402.05,9.296e-4,,9.296e-4,
402.06,1.760e-3,,1.760e-3,
402.08,6.105e-3,,6.105e-3,
402.1,2.025e-2,,2.025e-2,
402.11,3.628e-2,,3.628e-2,
402.13,1.126e-1,,1.126e-1,
402.15,3.342e-1,,3.342e-1,
402.16,5.664e-1,,5.664e-1,
402.18,1.573e+0,,1.573e+0,
402.2,4.179e+0,,4.179e+0,
402.21,6.699e+0,,6.699e+0,
402.23,1.665e+1,,1.665e+1,
402.25,3.959e+1,,3.959e+1,
402.26,6.004e+1,,6.004e+1,
402.28,1.335e+2,,1.335e+2,
402.3,2.841e+2,,2.841e+2,
402.31,4.076e+2,,4.076e+2,
402.33,8.113e+2,,8.113e+2,
402.35,1.545e+3,,1.545e+3,
402.36,2.096e+3,,2.096e+3,
402.38,3.735e+3,,3.735e+3,
402.4,6.364e+3,,6.364e+3,
402.41,8.170e+3,,8.170e+3,
402.43,1.302e+4,,1.302e+4,
402.45,1.986e+4,,1.986e+4,
402.46,2.412e+4,,2.412e+4,
402.48,3.441e+4,,3.441e+4,
402.5,4.696e+4,,4.696e+4,
402.51,5.395e+4,,5.395e+4,
402.53,6.887e+4,,6.887e+4,
402.55,8.411e+4,,8.411e+4,
402.56,9.142e+4,,9.142e+4,
402.58,1.044e+5,,1.044e+5,
402.6,1.141e+5,,1.141e+5,
402.61,1.174e+5,,1.174e+5,
402.63,1.200e+5,,1.200e+5,
402.65,1.174e+5,,1.174e+5,
402.66,1.141e+5,,1.141e+5,
402.68,1.044e+5,,1.044e+5,
402.7,9.142e+4,,9.142e+4,
402.71,8.411e+4,,8.411e+4,
402.73,6.887e+4,,6.887e+4,
402.75,5.395e+4,,5.395e+4,
402.76,4.696e+4,,4.696e+4,
402.78,3.441e+4,,3.441e+4,
402.8,2.412e+4,,2.412e+4,
402.81,1.986e+4,,1.986e+4,
402.83,1.302e+4,,1.302e+4,
402.85,8.170e+3,,8.170e+3,
402.86,6.364e+3,,6.364e+3,
402.88,3.735e+3,,3.735e+3,
402.9,2.096e+3,,2.096e+3,
402.91,1.545e+3,,1.545e+3,
402.93,8.113e+2,,8.113e+2,
402.95,4.076e+2,,4.076e+2,
402.96,2.841e+2,,2.841e+2,
402.98,1.335e+2,,1.335e+2,
403,6.004e+1,,6.004e+1,
403.01,3.959e+1,,3.959e+1,
403.03,1.665e+1,,1.665e+1,
403.05,6.699e+0,,6.699e+0,
403.06,4.179e+0,,4.179e+0,
403.08,1.573e+0,,1.573e+0,
403.1,5.664e-1,,5.664e-1,
403.11,3.342e-1,,3.342e-1,
403.13,1.126e-1,,1.126e-1,
403.15,3.628e-2,,3.628e-2,
403.16,2.025e-2,,2.025e-2,
403.18,6.105e-3,,6.105e-3,
403.2,1.760e-3,,1.760e-3,
403.21,9.296e-4,,9.296e-4,
403.23,2.508e-4,,2.508e-4,
403.25,6.471e-5,,6.471e-5,
403.26,3.233e-5,,3.233e-5,
403.28,7.805e-6,,7.805e-6,
403.3,1.802e-6,,1.802e-6,
403.31,8.518e-7,,8.518e-7,
403.33,1.840e-7,,1.840e-7,
403.35,3.803e-8,,3.803e-8,
403.36,1.700e-8,,1.700e-8,
403.38,3.288e-9,,3.288e-9,
403.4,6.080e-10,,6.080e-10,
403.41,2.572e-10,,2.572e-10,
403.43,4.449e-11,,4.449e-11,
403.45,7.364e-12,,7.364e-12,
407.42,7.299e-20,,,7.299e-20
407.43,1.779e-19,,,1.779e-19
407.45,1.023e-18,,,1.023e-18
407.47,5.638e-18,,,5.638e-18
407.48,1.302e-17,,,1.302e-17
407.5,6.724e-17,,,6.724e-17
407.52,3.325e-16,,,3.325e-16
407.53,7.275e-16,,,7.275e-16
407.55,3.372e-15,,,3.372e-15
407.57,1.497e-14,,,1.497e-14
407.58,3.103e-14,,,3.103e-14
407.6,1.291e-13,,,1.291e-13
407.62,5.144e-13,,,5.144e-13
407.63,1.010e-12,,,1.010e-12
407.65,3.773e-12,,,3.773e-12
407.67,1.349e-11,,,1.349e-11
407.68,2.511e-11,,,2.511e-11
407.7,8.418e-11,,,8.418e-11
407.72,2.703e-10,,,2.703e-10
407.73,4.764e-10,,,4.764e-10
407.75,1.434e-9,,,1.434e-9
407.77,4.131e-9,,,4.131e-9
407.78,6.901e-9,,,6.901e-9
407.8,1.864e-8,,,1.864e-8
407.82,4.822e-8,,,4.822e-8
407.83,7.630e-8,,,7.630e-8
407.85,1.850e-7,,,1.850e-7
407.87,4.295e-7,,,4.295e-7
407.88,6.440e-7,,,6.440e-7
407.9,1.402e-6,,,1.402e-6
407.92,2.921e-6,,,2.921e-6
407.93,4.150e-6,,,4.150e-6
407.95,8.106e-6,,,8.106e-6
407.97,1.517e-5,,,1.517e-5
407.98,2.041e-5,,,2.041e-5
408,3.579e-5,,,3.579e-5
408.02,6.010e-5,,,6.010e-5
408.03,7.663e-5,,,7.663e-5
408.05,1.206e-4,,,1.206e-4
408.07,1.818e-4,,,1.818e-4
408.08,2.197e-4,,,2.197e-4
408.1,3.103e-4,,,3.103e-4
408.12,4.199e-4,,,4.199e-4
408.13,4.806e-4,,,4.806e-4
408.15,6.095e-4,,,6.095e-4
408.17,7.403e-4,,,7.403e-4
408.18,8.028e-4,,,8.028e-4
408.2,9.139e-4,,,9.139e-4
408.22,9.963e-4,,,9.963e-4
408.23,1.024e-3,,,1.024e-3
408.25,1.046e-3,,,1.046e-3
408.27,1.024e-3,,,1.024e-3
408.28,9.963e-4,,,9.963e-4
408.3,9.139e-4,,,9.139e-4
408.32,8.028e-4,,,8.028e-4
408.33,7.403e-4,,,7.403e-4
408.35,6.095e-4,,,6.095e-4
408.37,4.806e-4,,,4.806e-4
408.38,4.199e-4,,,4.199e-4
408.4,3.104e-4,,,3.104e-4
408.42,2.197e-4,,,2.197e-4
408.43,1.819e-4,,,1.819e-4
408.45,1.209e-4,,,1.209e-4
408.47,7.721e-5,,,7.721e-5
408.48,6.098e-5,,,6.098e-5
408.5,3.773e-5,,,3.773e-5
408.52,2.453e-5,,,2.453e-5
408.53,2.108e-5,,,2.108e-5
408.55,1.988e-5,,,1.988e-5
408.57,2.662e-5,,,2.662e-5
408.58,3.346e-5,,,3.346e-5
408.6,5.603e-5,,,5.603e-5
408.62,9.423e-5,,,9.423e-5
408.63,1.210e-4,,,1.210e-4
408.65,1.938e-4,,,1.938e-4
408.67,2.979e-4,,,2.979e-4
408.68,3.635e-4,,,3.635e-4
408.7,5.241e-4,,,5.241e-4
408.72,7.240e-4,,,7.240e-4
408.73,8.373e-4,,,8.373e-4
408.75,1.084e-3,,,1.084e-3
408.77,1.345e-3,,,1.345e-3
408.78,1.474e-3,,,1.474e-3
408.8,1.713e-3,,,1.713e-3
408.82,1.908e-3,,,1.908e-3
408.83,1.981e-3,,,1.981e-3
408.85,2.069e-3,,,2.069e-3
408.87,2.069e-3,,,2.069e-3
408.88,2.035e-3,,,2.035e-3
408.9,1.908e-3,,,1.908e-3
408.92,1.713e-3,,,1.713e-3
408.93,1.597e-3,,,1.597e-3
408.95,1.345e-3,,,1.345e-3
408.97,1.084e-3,,,1.084e-3
408.98,9.579e-4,,,9.579e-4
409,7.240e-4,,,7.240e-4
409.02,5.241e-4,,,5.241e-4
409.03,4.388e-4,,,4.388e-4
409.05,2.978e-4,,,2.978e-4
409.07,1.936e-4,,,1.936e-4
409.08,1.536e-4,,,1.536e-4
409.1,9.359e-5,,,9.359e-5
409.12,5.463e-5,,,5.463e-5
409.13,4.107e-5,,,4.107e-5
409.15,2.247e-5,,,2.247e-5
409.17,1.178e-5,,,1.178e-5
409.18,8.389e-6,,,8.389e-6
409.2,4.122e-6,,,4.122e-6
409.22,1.940e-6,,,1.940e-6
409.23,1.309e-6,,,1.309e-6
409.25,5.776e-7,,,5.776e-7
409.27,2.441e-7,,,2.441e-7
409.28,1.561e-7,,,1.561e-7
409.3,6.185e-8,,,6.185e-8
409.32,2.347e-8,,,2.347e-8
409.33,1.422e-8,,,1.422e-8
409.35,5.059e-9,,,5.059e-9
409.37,1.724e-9,,,1.724e-9
409.38,9.899e-10,,,9.899e-10
409.4,3.162e-10,,,3.162e-10
409.42,9.672e-11,,,9.672e-11
409.43,5.264e-11,,,5.264e-11
409.45,1.510e-11,,,1.510e-11
409.47,4.147e-12,,,4.147e-12
409.48,2.138e-12,,,2.138e-12
409.5,5.507e-13,,,5.507e-13
409.52,1.358e-13,,,1.358e-13
409.53,6.637e-14,,,6.637e-14
409.55,1.535e-14,,,1.535e-14
409.57,3.399e-15,,,3.399e-15
409.58,1.574e-15,,,1.574e-15
409.6,3.267e-16,,,3.267e-16
409.62,6.498e-17,,,6.498e-17
409.63,2.851e-17,,,2.851e-17
409.65,5.315e-18,,,5.315e-18
409.67,9.491e-19,,,9.491e-19
409.68,3.946e-19,,,3.946e-19
414.15,2.274e-17,,,2.274e-17
414.17,1.317e-16,,,1.317e-16
414.18,3.246e-16,,,3.246e-16
414.2,1.735e-15,,,1.735e-15
414.22,8.891e-15,,,8.891e-15
414.23,1.982e-14,,,1.982e-14
414.25,9.544e-14,,,9.544e-14
414.27,4.409e-13,,,4.409e-13
414.28,9.329e-13,,,9.329e-13
414.3,4.049e-12,,,4.049e-12
414.32,1.686e-11,,,1.686e-11
414.33,3.387e-11,,,3.387e-11
414.35,1.325e-10,,,1.325e-10
414.37,4.974e-10,,,4.974e-10
414.38,9.486e-10,,,9.486e-10
414.4,3.346e-9,,,3.346e-9
414.42,1.132e-8,,,1.132e-8
414.43,2.050e-8,,,2.050e-8
414.45,6.518e-8,,,6.518e-8
414.47,1.988e-7,,,1.988e-7
414.48,3.419e-7,,,3.419e-7
414.5,9.802e-7,,,9.802e-7
414.52,2.696e-6,,,2.696e-6
414.53,4.402e-6,,,4.402e-6
414.55,1.138e-5,,,1.138e-5
414.57,2.823e-5,,,2.823e-5
414.58,4.377e-5,,,4.377e-5
414.6,1.021e-4,,,1.021e-4
414.62,2.283e-4,,,2.283e-4
414.63,3.362e-4,,,3.362e-4
414.65,7.070e-4,,,7.070e-4
414.67,1.427e-3,,,1.427e-3
414.68,1.996e-3,,,1.996e-3
414.7,3.786e-3,,,3.786e-3
414.72,6.892e-3,,,6.892e-3
414.73,9.156e-3,,,9.156e-3
414.75,1.567e-2,,,1.567e-2
414.77,2.574e-2,,,2.574e-2
414.78,3.249e-2,,,3.249e-2
414.8,5.018e-2,,,5.018e-2
414.82,7.438e-2,,,7.438e-2
414.83,8.917e-2,,,8.917e-2
414.85,1.243e-1,,,1.243e-1
414.87,1.663e-1,,,1.663e-1
414.88,1.894e-1,,,1.894e-1
414.9,2.383e-1,,,2.383e-1
414.92,2.877e-1,,,2.877e-1
414.93,3.114e-1,,,3.114e-1
414.95,3.536e-1,,,3.536e-1
414.97,3.855e-1,,,3.855e-1
414.98,3.964e-1,,,3.964e-1
415,4.064e-1,,,4.064e-1
415.02,4.000e-1,,,4.000e-1
415.03,3.908e-1,,,3.908e-1
415.05,3.617e-1,,,3.617e-1
415.07,3.214e-1,,,3.214e-1
415.08,2.984e-1,,,2.984e-1
415.1,2.494e-1,,,2.494e-1
415.12,2.001e-1,,,2.001e-1
415.13,1.765e-1,,,1.765e-1
415.15,1.332e-1,,,1.332e-1
415.17,9.650e-2,,,9.650e-2
415.18,8.089e-2,,,8.089e-2
415.2,5.512e-2,,,5.512e-2
415.22,3.605e-2,,,3.605e-2
415.23,2.872e-2,,,2.872e-2
415.25,1.767e-2,,,1.767e-2
415.27,1.043e-2,,,1.043e-2
415.28,7.897e-3,,,7.897e-3
415.3,4.386e-3,,,4.386e-3
415.32,2.339e-3,,,2.339e-3
415.33,1.682e-3,,,1.682e-3
415.35,8.433e-4,,,8.433e-4
415.37,4.059e-4,,,4.059e-4
415.38,2.773e-4,,,2.773e-4
415.4,1.255e-4,,,1.255e-4
415.42,5.453e-5,,,5.453e-5
415.43,3.540e-5,,,3.540e-5
415.45,1.446e-5,,,1.446e-5
415.47,5.670e-6,,,5.670e-6
415.48,3.496e-6,,,3.496e-6
415.5,1.289e-6,,,1.289e-6
415.52,4.561e-7,,,4.561e-7
415.53,2.671e-7,,,2.671e-7
415.55,8.886e-8,,,8.886e-8
415.57,2.837e-8,,,2.837e-8
415.58,1.578e-8,,,1.578e-8
415.6,4.737e-9,,,4.737e-9
415.62,1.364e-9,,,1.364e-9
415.63,7.210e-10,,,7.210e-10
415.65,1.952e-10,,,1.952e-10
415.67,5.071e-11,,,5.071e-11
415.68,2.545e-11,,,2.545e-11
415.7,6.214e-12,,,6.214e-12
415.72,1.456e-12,,,1.456e-12
415.73,6.939e-13,,,6.939e-13
415.75,1.528e-13,,,1.528e-13
415.77,3.228e-14,,,3.228e-14
415.78,1.461e-14,,,1.461e-14
415.8,2.901e-15,,,2.901e-15
415.82,5.527e-16,,,5.527e-16
415.83,2.375e-16,,,2.375e-16
415.85,3.820e-17,,,3.820e-17
421.84,2.719e-11,,2.719e-11,
421.85,6.306e-11,,6.306e-11,
421.87,3.291e-10,,3.291e-10,
421.89,1.650e-9,,1.650e-9,
421.9,3.647e-9,,3.647e-9,
421.92,1.721e-8,,1.721e-8,
421.94,7.805e-8,,7.805e-8,
421.95,1.637e-7,,1.637e-7,
421.97,6.988e-7,,6.988e-7,
421.99,2.865e-6,,2.865e-6,
422,5.715e-6,,5.715e-6,
422.02,2.206e-5,,2.206e-5,
422.04,8.181e-5,,8.181e-5,
422.05,1.552e-4,,1.552e-4,
422.07,5.418e-4,,5.418e-4,
422.09,1.817e-3,,1.817e-3,
422.1,3.278e-3,,3.278e-3,
422.12,1.035e-2,,1.035e-2,
422.14,3.141e-2,,3.141e-2,
422.15,5.390e-2,,5.390e-2,
422.17,1.540e-1,,1.540e-1,
422.19,4.228e-1,,4.228e-1,
422.2,6.900e-1,,6.900e-1,
422.22,1.784e+0,,1.784e+0,
422.24,4.433e+0,,4.433e+0,
422.25,6.884e+0,,6.884e+0,
422.27,1.611e+1,,1.611e+1,
422.29,3.625e+1,,3.625e+1,
422.3,5.357e+1,,5.357e+1,
422.32,1.136e+2,,1.136e+2,
422.34,2.315e+2,,2.315e+2,
422.35,3.257e+2,,3.257e+2,
422.37,6.260e+2,,6.260e+2,
422.39,1.157e+3,,1.157e+3,
422.4,1.551e+3,,1.551e+3,
422.42,2.705e+3,,2.705e+3,
422.44,4.541e+3,,4.541e+3,
422.45,5.800e+3,,5.800e+3,
422.47,9.196e+3,,9.196e+3,
422.49,1.404e+4,,1.404e+4,
422.5,1.711e+4,,1.711e+4,
422.52,2.472e+4,,2.472e+4,
422.54,3.442e+4,,3.442e+4,
422.55,4.007e+4,,4.007e+4,
422.57,5.286e+4,,5.286e+4,
422.59,6.733e+4,,6.733e+4,
422.6,7.500e+4,,7.500e+4,
422.62,9.069e+4,,9.069e+4,
422.64,1.060e+5,,1.060e+5,
422.65,1.132e+5,,1.132e+5,
422.67,1.259e+5,,1.259e+5,
422.69,1.356e+5,,1.356e+5,
422.7,1.390e+5,,1.390e+5,
422.72,1.427e+5,,1.427e+5,
422.74,1.419e+5,,1.419e+5,
422.75,1.399e+5,,1.399e+5,
422.77,1.328e+5,,1.328e+5,
422.79,1.222e+5,,1.222e+5,
422.8,1.158e+5,,1.158e+5,
422.82,1.017e+5,,1.017e+5,
422.84,8.652e+4,,8.652e+4,
422.85,7.885e+4,,7.885e+4,
422.87,6.394e+4,,6.394e+4,
422.89,5.020e+4,,5.020e+4,
422.9,4.393e+4,,4.393e+4,
422.92,3.281e+4,,3.281e+4,
422.94,2.370e+4,,2.370e+4,
422.95,1.988e+4,,1.988e+4,
422.97,1.364e+4,,1.364e+4,
422.99,9.029e+3,,9.029e+3,
423,7.251e+3,,7.251e+3,
423.02,4.551e+3,,4.551e+3,
423.04,2.756e+3,,2.756e+3,
423.05,2.115e+3,,2.115e+3,
423.07,1.212e+3,,1.212e+3,
423.09,6.692e+2,,6.692e+2,
423.1,4.903e+2,,4.903e+2,
423.12,2.559e+2,,2.559e+2,
423.14,1.286e+2,,1.286e+2,
423.15,8.990e+1,,8.990e+1,
423.17,4.267e+1,,4.267e+1,
423.19,1.949e+1,,1.949e+1,
423.2,1.298e+1,,1.298e+1,
423.22,5.597e+0,,5.597e+0,
423.24,2.321e+0,,2.321e+0,
423.25,1.473e+0,,1.473e+0,
423.27,5.762e-1,,5.762e-1,
423.29,2.167e-1,,2.167e-1,
423.3,1.310e-1,,1.310e-1,
423.32,4.644e-2,,4.644e-2,
423.34,1.583e-2,,1.583e-2,
423.35,9.110e-3,,9.110e-3,
423.37,2.927e-3,,2.927e-3,
423.39,9.041e-4,,9.041e-4,
423.4,4.950e-4,,4.950e-4,
423.42,1.441e-4,,1.441e-4,
423.44,4.029e-5,,4.029e-5,
423.45,2.099e-5,,2.099e-5,
423.47,5.531e-6,,5.531e-6,
423.49,1.400e-6,,1.400e-6,
423.5,6.942e-7,,6.942e-7,
423.52,1.656e-7,,1.656e-7,
423.54,3.794e-8,,3.794e-8,
423.55,1.789e-8,,1.789e-8,
423.57,3.861e-9,,3.861e-9,
423.59,8.005e-10,,8.005e-10,
423.6,3.591e-10,,3.591e-10,
423.62,6.868e-11,,6.868e-11,
423.64,1.291e-11,,1.291e-11,
423.65,5.513e-12,,5.513e-12,
433.81,1.992e-12,,1.992e-12,
433.82,4.585e-12,,4.585e-12,
433.84,2.360e-11,,2.360e-11,
433.86,1.230e-10,,1.230e-10,
433.87,2.704e-10,,2.704e-10,
433.89,1.271e-9,,1.271e-9,
433.91,5.757e-9,,5.757e-9,
