Wavelength (nm),Sum(calc),Nd I (3.8e-3),Nd II (8.9e-1)
506.279,2.035e+7,,2.035e+7
506.287,3.547e+7,,3.547e+7
506.295,5.879e+7,,5.879e+7
506.303,9.272e+7,,9.272e+7
506.311,1.391e+8,,1.391e+8
506.319,1.985e+8,,1.985e+8
506.327,2.695e+8,,2.695e+8
506.336,3.581e+8,,3.581e+8
506.344,4.373e+8,,4.373e+8
506.352,5.079e+8,,5.079e+8
506.360,5.613e+8,,5.613e+8
506.368,5.900e+8,,5.900e+8
506.376,5.900e+8,,5.900e+8
506.384,5.613e+8,,5.613e+8
506.392,5.079e+8,,5.079e+8
506.401,4.277e+8,,4.277e+8
506.409,3.481e+8,,3.481e+8
506.417,2.695e+8,,2.695e+8
506.425,1.985e+8,,1.985e+8
506.433,1.391e+8,,1.391e+8
506.441,9.272e+7,,9.272e+7
506.449,5.879e+7,,5.879e+7
506.457,3.547e+7,,3.547e+7
506.466,1.892e+7,,1.892e+7
506.474,1.027e+7,,1.027e+7
506.482,5.298e+6,,5.298e+6
506.490,2.601e+6,,2.601e+6
506.498,1.215e+6,,1.215e+6
506.506,5.399e+5,,5.399e+5
506.514,2.282e+5,,2.282e+5
506.522,9.176e+4,,9.176e+4
506.531,3.102e+4,,3.102e+4
506.539,1.122e+4,,1.122e+4
506.547,3.859e+3,,3.859e+3
506.555,1.263e+3,,1.263e+3
506.563,3.932e+2,,3.932e+2
506.571,1.165e+2,,1.165e+2
506.579,3.282e+1,,3.282e+1
506.587,8.796e+0,,8.796e+0
506.596,1.884e+0,,1.884e+0
506.604,4.542e-1,,4.542e-1
506.612,1.041e-1,,1.041e-1
506.620,2.272e-2,,2.272e-2
506.628,4.715e-3,,4.715e-3
506.636,9.309e-4,,9.309e-4
506.644,1.748e-4,,1.748e-4
506.653,2.510e-5,,2.510e-5
506.661,4.240e-6,,4.240e-6
506.669,6.813e-7,,6.813e-7
506.677,1.041e-7,,1.041e-7
508.969,8.913e-8,,8.913e-8
508.977,5.886e-7,,5.886e-7
508.986,4.640e-6,,4.640e-6
508.994,2.759e-5,,2.759e-5
509.002,1.562e-4,,1.562e-4
509.010,8.414e-4,,8.414e-4
509.018,4.315e-3,,4.315e-3
509.026,2.106e-2,,2.106e-2
509.034,9.786e-2,,9.786e-2
509.042,4.328e-1,,4.328e-1
509.051,2.173e+0,,2.173e+0
509.059,8.653e+0,,8.653e+0
509.067,3.280e+1,,3.280e+1
509.075,1.183e+2,,1.183e+2
509.083,4.064e+2,,4.064e+2
509.091,1.328e+3,,1.328e+3
509.099,4.133e+3,,4.133e+3
509.107,1.224e+4,,1.224e+4
509.116,3.914e+4,,3.914e+4
509.124,1.044e+5,,1.044e+5
509.132,2.650e+5,,2.650e+5
509.140,6.402e+5,,6.402e+5
509.148,1.472e+6,,1.472e+6
509.156,3.223e+6,,3.223e+6
509.164,6.715e+6,,6.715e+6
509.173,1.446e+7,,1.446e+7
509.181,2.712e+7,,2.712e+7
509.189,4.844e+7,,4.844e+7
509.197,8.234e+7,,8.234e+7
509.205,1.332e+8,,1.332e+8
509.213,2.052e+8,,2.052e+8
509.221,3.008e+8,,3.008e+8
509.229,4.196e+8,,4.196e+8
509.238,5.755e+8,,5.755e+8
509.246,7.230e+8,,7.230e+8
509.254,8.647e+8,,8.647e+8
509.262,9.842e+8,,9.842e+8
509.270,1.066e+9,,1.066e+9
509.278,1.100e+9,,1.100e+9
509.286,1.080e+9,,1.080e+9
509.294,1.009e+9,,1.009e+9
509.303,8.811e+8,,8.811e+8
509.311,7.414e+8,,7.414e+8
509.319,5.937e+8,,5.937e+8
509.327,4.526e+8,,4.526e+8
509.335,3.284e+8,,3.284e+8
509.343,2.268e+8,,2.268e+8
509.351,1.491e+8,,1.491e+8
509.359,9.329e+7,,9.329e+7
509.368,5.190e+7,,5.190e+7
509.376,2.924e+7,,2.924e+7
509.384,1.568e+7,,1.568e+7
509.392,8.006e+6,,8.006e+6
509.400,3.890e+6,,3.890e+6
509.408,1.799e+6,,1.799e+6
509.416,7.920e+5,,7.920e+5
509.424,3.319e+5,,3.319e+5
509.433,1.176e+5,,1.176e+5
509.441,4.437e+4,,4.437e+4
509.449,1.593e+4,,1.593e+4
509.457,5.447e+3,,5.447e+3
509.465,1.772e+3,,1.772e+3
509.473,5.490e+2,,5.490e+2
509.481,1.618e+2,,1.618e+2
509.490,3.861e+1,,3.861e+1
509.498,1.025e+1,,1.025e+1
509.506,2.590e+0,,2.590e+0
509.514,6.228e-1,,6.228e-1
509.522,1.426e-1,,1.426e-1
509.530,3.107e-2,,3.107e-2
509.538,6.443e-3,,6.443e-3
509.546,1.272e-3,,1.272e-3
509.555,1.933e-4,,1.933e-4
509.563,3.436e-5,,3.436e-5
509.571,5.814e-6,,5.814e-6
509.579,9.364e-7,,9.364e-7
509.587,1.435e-7,,1.435e-7
510.213,4.968e-8,,4.968e-8
510.221,3.251e-7,,3.251e-7
510.229,2.026e-6,,2.026e-6
510.237,1.201e-5,,1.201e-5
510.246,8.395e-5,,8.395e-5
510.254,4.486e-4,,4.486e-4
510.262,2.282e-3,,2.282e-3
510.270,1.105e-2,,1.105e-2
510.278,5.098e-2,,5.098e-2
510.286,2.238e-1,,2.238e-1
510.294,9.357e-1,,9.357e-1
510.302,3.724e+0,,3.724e+0
510.311,1.661e+1,,1.661e+1
510.319,5.955e+1,,5.955e+1
510.327,2.033e+2,,2.033e+2
510.335,6.607e+2,,6.607e+2
510.343,2.044e+3,,2.044e+3
510.351,6.023e+3,,6.023e+3
510.359,1.689e+4,,1.689e+4
510.367,4.511e+4,,4.511e+4
510.376,1.284e+5,,1.284e+5
510.384,3.090e+5,,3.090e+5
510.392,7.077e+5,,7.077e+5
510.400,1.543e+6,,1.543e+6
510.408,3.204e+6,,3.204e+6
510.416,6.334e+6,,6.334e+6
510.424,1.192e+7,,1.192e+7
510.432,2.136e+7,,2.136e+7
510.441,3.881e+7,,3.881e+7
510.449,6.265e+7,,6.265e+7
510.457,9.629e+7,,9.629e+7
510.465,1.409e+8,,1.409e+8
510.473,1.963e+8,,1.963e+8
510.481,2.603e+8,,2.603e+8
510.489,3.287e+8,,3.287e+8
510.498,4.030e+8,,4.030e+8
510.506,4.584e+8,,4.584e+8
510.514,4.965e+8,,4.965e+8
510.522,5.120e+8,,5.120e+8
510.530,5.026e+8,,5.026e+8
510.538,4.698e+8,,4.698e+8
510.546,4.181e+8,,4.181e+8
510.554,3.542e+8,,3.542e+8
510.563,2.772e+8,,2.772e+8
510.571,2.116e+8,,2.116e+8
510.579,1.538e+8,,1.538e+8
510.587,1.064e+8,,1.064e+8
510.595,7.013e+7,,7.013e+7
510.603,4.409e+7,,4.409e+7
510.611,2.659e+7,,2.659e+7
510.619,1.574e+7,,1.574e+7
510.628,9.514e+6,,9.514e+6
510.636,8.254e+6,,8.254e+6
510.644,1.096e+7,,1.096e+7
510.652,1.861e+7,,1.861e+7
510.660,3.335e+7,,3.335e+7
510.668,5.849e+7,,5.849e+7
510.676,9.830e+7,,9.830e+7
510.684,1.576e+8,,1.576e+8
510.693,2.527e+8,,2.527e+8
510.701,3.651e+8,,3.651e+8
510.709,5.023e+8,,5.023e+8
510.717,6.579e+8,,6.579e+8
510.725,8.205e+8,,8.205e+8
510.733,9.742e+8,,9.742e+8
510.741,1.101e+9,,1.101e+9
510.750,1.192e+9,,1.192e+9
510.758,1.214e+9,,1.214e+9
510.766,1.178e+9,,1.178e+9
510.774,1.087e+9,,1.087e+9
510.782,9.561e+8,,9.561e+8
510.790,8.003e+8,,8.003e+8
510.798,6.378e+8,,6.378e+8
510.806,4.840e+8,,4.840e+8
510.815,3.346e+8,,3.346e+8
510.823,2.288e+8,,2.288e+8
510.831,1.489e+8,,1.489e+8
510.839,9.229e+7,,9.229e+7
510.847,5.446e+7,,5.446e+7
510.855,3.060e+7,,3.060e+7
510.863,1.637e+7,,1.637e+7
510.871,8.337e+6,,8.337e+6
510.880,3.680e+6,,3.680e+6
510.888,1.689e+6,,1.689e+6
510.896,7.380e+5,,7.380e+5
510.904,3.070e+5,,3.070e+5
510.912,1.216e+5,,1.216e+5
510.920,4.586e+4,,4.586e+4
510.928,1.647e+4,,1.647e+4
510.936,5.629e+3,,5.629e+3
510.945,1.587e+3,,1.587e+3
510.953,4.888e+2,,4.888e+2
510.961,1.434e+2,,1.434e+2
510.969,4.003e+1,,4.003e+1
510.977,1.064e+1,,1.064e+1
510.985,2.694e+0,,2.694e+0
510.993,6.493e-1,,6.493e-1
511.002,1.235e-1,,1.235e-1
511.010,2.682e-2,,2.682e-2
511.018,5.546e-3,,5.546e-3
511.026,1.092e-3,,1.092e-3
511.034,2.046e-4,,2.046e-4
511.042,3.651e-5,,3.651e-5
511.050,6.203e-6,,6.203e-6
511.058,1.004e-6,,1.004e-6
511.067,1.219e-7,,1.219e-7
512.066,8.462e-8,,8.462e-8
512.075,6.968e-7,,6.968e-7
512.083,4.310e-6,,4.310e-6
512.091,2.539e-5,,2.539e-5
512.099,1.425e-4,,1.425e-4
512.107,7.615e-4,,7.615e-4
512.115,3.876e-3,,3.876e-3
512.123,1.879e-2,,1.879e-2
512.131,8.674e-2,,8.674e-2
512.140,4.574e-1,,4.574e-1
512.148,1.904e+0,,1.904e+0
512.156,7.548e+0,,7.548e+0
512.164,2.850e+1,,2.850e+1
512.172,1.025e+2,,1.025e+2
512.180,3.510e+2,,3.510e+2
512.188,1.145e+3,,1.145e+3
512.196,3.557e+3,,3.557e+3
512.205,1.201e+4,,1.201e+4
512.213,3.365e+4,,3.365e+4
512.221,8.977e+4,,8.977e+4
512.229,2.281e+5,,2.281e+5
512.237,5.519e+5,,5.519e+5
512.245,1.272e+6,,1.272e+6
512.253,2.792e+6,,2.792e+6
512.262,6.379e+6,,6.379e+6
512.270,1.262e+7,,1.262e+7
512.278,2.379e+7,,2.379e+7
512.286,4.271e+7,,4.271e+7
512.294,7.302e+7,,7.302e+7
512.302,1.189e+8,,1.189e+8
512.310,1.844e+8,,1.844e+8
512.318,2.724e+8,,2.724e+8
512.327,3.985e+8,,3.985e+8
512.335,5.307e+8,,5.307e+8
512.343,6.731e+8,,6.731e+8
512.351,8.130e+8,,8.130e+8
512.359,9.354e+8,,9.354e+8
512.367,1.025e+9,,1.025e+9
512.375,1.070e+9,,1.070e+9
512.383,1.063e+9,,1.063e+9
512.392,9.961e+8,,9.961e+8
512.400,8.926e+8,,8.926e+8
512.408,7.618e+8,,7.618e+8
512.416,6.192e+8,,6.192e+8
512.424,4.794e+8,,4.794e+8
512.432,3.535e+8,,3.535e+8
512.440,2.482e+8,,2.482e+8
512.448,1.660e+8,,1.660e+8
512.457,9.961e+7,,9.961e+7
512.465,6.006e+7,,6.006e+7
512.473,3.449e+7,,3.449e+7
512.481,1.887e+7,,1.887e+7
512.489,9.829e+6,,9.829e+6
512.497,4.877e+6,,4.877e+6
512.505,2.304e+6,,2.304e+6
512.513,1.037e+6,,1.037e+6
512.522,3.985e+5,,3.985e+5
512.530,1.617e+5,,1.617e+5
512.538,6.249e+4,,6.249e+4
512.546,2.300e+4,,2.300e+4
512.554,8.063e+3,,8.063e+3
512.562,2.692e+3,,2.692e+3
512.570,8.560e+2,,8.560e+2
512.579,2.225e+2,,2.225e+2
512.587,6.379e+1,,6.379e+1
512.595,1.742e+1,,1.742e+1
512.603,4.529e+0,,4.529e+0
512.611,1.122e+0,,1.122e+0
512.619,2.646e-1,,2.646e-1
512.627,5.945e-2,,5.945e-2
512.635,1.272e-2,,1.272e-2
512.644,2.118e-3,,2.118e-3
512.652,4.085e-4,,4.085e-4
512.660,7.506e-5,,7.506e-5
512.668,1.313e-5,,1.313e-5
512.676,2.189e-6,,2.189e-6
512.684,3.474e-7,,3.474e-7
512.749,6.731e-7,,6.731e-7
512.757,4.324e-6,,4.324e-6
512.765,2.646e-5,,2.646e-5
512.774,1.915e-4,,1.915e-4
512.782,1.057e-3,,1.057e-3
512.790,5.555e-3,,5.555e-3
512.798,2.781e-2,,2.781e-2
512.806,1.326e-1,,1.326e-1
512.814,6.025e-1,,6.025e-1
512.822,2.607e+0,,2.607e+0
512.831,1.278e+1,,1.278e+1
512.839,4.988e+1,,4.988e+1
512.847,1.854e+2,,1.854e+2
512.855,6.565e+2,,6.565e+2
512.863,2.214e+3,,2.214e+3
512.871,7.113e+3,,7.113e+3
512.879,2.177e+4,,2.177e+4
512.887,6.344e+4,,6.344e+4
512.896,1.994e+5,,1.994e+5
512.904,5.242e+5,,5.242e+5
512.912,1.313e+6,,1.313e+6
512.920,3.131e+6,,3.131e+6
512.928,7.112e+6,,7.112e+6
512.936,1.539e+7,,1.539e+7
512.944,3.172e+7,,3.172e+7
512.952,6.229e+7,,6.229e+7
512.961,1.255e+8,,1.255e+8
512.969,2.223e+8,,2.223e+8
512.977,3.750e+8,,3.750e+8
512.985,6.024e+8,,6.024e+8
512.993,9.219e+8,,9.219e+8
513.001,1.344e+9,,1.344e+9
513.009,1.866e+9,,1.866e+9
513.017,2.468e+9,,2.468e+9
513.026,3.189e+9,,3.189e+9
513.034,3.804e+9,,3.804e+9
513.042,4.322e+9,,4.322e+9
513.050,4.677e+9,,4.677e+9
513.058,4.822e+9,,4.822e+9
513.066,4.734e+9,,4.734e+9
513.074,4.428e+9,,4.428e+9
513.083,3.876e+9,,3.876e+9
513.091,3.269e+9,,3.269e+9
513.099,2.627e+9,,2.627e+9
513.107,2.012e+9,,2.012e+9
513.115,1.469e+9,,1.469e+9
513.123,1.025e+9,,1.025e+9
513.131,6.867e+8,,6.867e+8
513.139,4.488e+8,,4.488e+8
513.148,2.836e+8,,2.836e+8
513.156,2.099e+8,,2.099e+8
513.164,1.895e+8,,1.895e+8
513.172,2.103e+8,,2.103e+8
513.180,2.626e+8,,2.626e+8
513.188,3.373e+8,,3.373e+8
513.196,4.254e+8,,4.254e+8
513.204,5.168e+8,,5.168e+8
513.213,6.096e+8,,6.096e+8
513.221,6.714e+8,,6.714e+8
513.229,7.047e+8,,7.047e+8
513.237,7.046e+8,,7.046e+8
513.245,6.712e+8,,6.712e+8
513.253,6.090e+8,,6.090e+8
513.261,5.264e+8,,5.264e+8
513.269,4.334e+8,,4.334e+8
513.278,3.286e+8,,3.286e+8
513.286,2.440e+8,,2.440e+8
513.294,1.726e+8,,1.726e+8
513.302,1.163e+8,,1.163e+8
513.310,7.465e+7,,7.465e+7
513.318,4.564e+7,,4.564e+7
513.326,2.658e+7,,2.658e+7
513.335,1.365e+7,,1.365e+7
513.343,7.171e+6,,7.171e+6
513.351,3.588e+6,,3.588e+6
513.359,1.710e+6,,1.710e+6
513.367,7.764e+5,,7.764e+5
513.375,3.358e+5,,3.358e+5
513.383,1.383e+5,,1.383e+5
513.391,5.428e+4,,5.428e+4
513.400,1.788e+4,,1.788e+4
513.408,6.328e+3,,6.328e+3
513.416,2.133e+3,,2.133e+3
513.424,6.851e+2,,6.851e+2
513.432,2.096e+2,,2.096e+2
513.440,6.107e+1,,6.107e+1
513.448,1.695e+1,,1.695e+1
513.456,4.482e+0,,4.482e+0
513.465,9.469e-1,,9.469e-1
513.473,2.258e-1,,2.258e-1
513.481,5.130e-2,,5.130e-2
513.489,1.110e-2,,1.110e-2
513.497,2.288e-3,,2.288e-3
513.505,4.492e-4,,4.492e-4
513.513,8.401e-5,,8.401e-5
513.521,1.497e-5,,1.497e-5
513.530,2.028e-6,,2.028e-6
513.538,3.259e-7,,3.259e-7
517.944,3.325e-8,,3.325e-8
517.952,2.120e-7,,2.120e-7
517.960,1.289e-6,,1.289e-6
517.968,7.473e-6,,7.473e-6
517.976,4.130e-5,,4.130e-5
517.984,2.177e-4,,2.177e-4
517.992,1.094e-3,,1.094e-3
518.001,6.352e-3,,6.352e-3
518.009,2.884e-2,,2.884e-2
518.017,1.249e-1,,1.249e-1
518.025,5.154e-1,,5.154e-1
518.033,2.029e+0,,2.029e+0
518.041,7.612e+0,,7.612e+0
518.049,2.724e+1,,2.724e+1
518.057,9.292e+1,,9.292e+1
518.066,3.491e+2,,3.491e+2
518.074,1.076e+3,,1.076e+3
518.082,3.163e+3,,3.163e+3
518.090,8.866e+3,,8.866e+3
518.098,2.369e+4,,2.369e+4
518.106,6.036e+4,,6.036e+4
518.114,1.466e+5,,1.466e+5
518.122,3.396e+5,,3.396e+5
518.131,8.254e+5,,8.254e+5
518.139,1.728e+6,,1.728e+6
518.147,3.448e+6,,3.448e+6
518.155,6.561e+6,,6.561e+6
518.163,1.190e+7,,1.190e+7
518.171,2.059e+7,,2.059e+7
518.179,3.396e+7,,3.396e+7
518.187,5.341e+7,,5.341e+7
518.196,8.396e+7,,8.396e+7
518.204,1.193e+8,,1.193e+8
518.212,1.617e+8,,1.617e+8
518.220,2.089e+8,,2.089e+8
518.228,2.573e+8,,2.573e+8
518.236,3.022e+8,,3.022e+8
518.244,3.384e+8,,3.384e+8
518.253,3.631e+8,,3.631e+8
518.261,3.674e+8,,3.674e+8
518.269,3.545e+8,,3.545e+8
518.277,3.262e+8,,3.262e+8
518.285,2.861e+8,,2.861e+8
518.293,2.393e+8,,2.393e+8
518.301,1.908e+8,,1.908e+8
518.309,1.451e+8,,1.451e+8
518.318,1.007e+8,,1.007e+8
518.326,6.918e+7,,6.918e+7
518.334,4.532e+7,,4.532e+7
518.342,2.831e+7,,2.831e+7
518.350,1.686e+7,,1.686e+7
518.358,9.573e+6,,9.573e+6
518.366,5.183e+6,,5.183e+6
518.374,2.676e+6,,2.676e+6
518.383,1.201e+6,,1.201e+6
518.391,5.604e+5,,5.604e+5
518.399,2.492e+5,,2.492e+5
518.407,1.057e+5,,1.057e+5
518.415,4.274e+4,,4.274e+4
518.423,1.648e+4,,1.648e+4
518.431,6.057e+3,,6.057e+3
518.439,2.123e+3,,2.123e+3
518.448,6.166e+2,,6.166e+2
518.456,1.953e+2,,1.953e+2
518.464,5.898e+1,,5.898e+1
518.472,1.698e+1,,1.698e+1
518.480,4.662e+0,,4.662e+0
518.488,1.220e+0,,1.220e+0
518.496,3.046e-1,,3.046e-1
518.505,6.037e-2,,6.037e-2
518.513,1.362e-2,,1.362e-2
518.521,2.928e-3,,2.928e-3
518.529,6.003e-4,,6.003e-4
518.537,1.174e-4,,1.174e-4
518.545,2.188e-5,,2.188e-5
518.553,3.888e-6,,3.888e-6
518.561,6.588e-7,,6.588e-7
518.570,8.447e-8,,8.447e-8
518.830,1.582e-7,,1.582e-7
518.838,9.964e-7,,9.964e-7
518.846,5.985e-6,,5.985e-6
518.854,3.428e-5,,3.428e-5
518.862,1.873e-4,,1.873e-4
518.870,9.755e-4,,9.755e-4
518.878,4.846e-3,,4.846e-3
518.887,2.779e-2,,2.779e-2
518.895,1.248e-1,,1.248e-1
518.903,5.343e-1,,5.343e-1
518.911,2.182e+0,,2.182e+0
518.919,8.498e+0,,8.498e+0
518.927,3.156e+1,,3.156e+1
518.935,1.118e+2,,1.118e+2
518.943,3.774e+2,,3.774e+2
518.952,1.402e+3,,1.402e+3
518.960,4.280e+3,,4.280e+3
518.968,1.246e+4,,1.246e+4
518.976,3.460e+4,,3.460e+4
518.984,9.160e+4,,9.160e+4
518.992,2.313e+5,,2.313e+5
519.000,5.568e+5,,5.568e+5
519.009,1.414e+6,,1.414e+6
519.017,3.076e+6,,3.076e+6
519.025,6.385e+6,,6.385e+6
519.033,1.264e+7,,1.264e+7
519.041,2.385e+7,,2.385e+7
519.049,4.293e+7,,4.293e+7
519.057,7.369e+7,,7.369e+7
519.065,1.206e+8,,1.206e+8
519.074,1.984e+8,,1.984e+8
519.082,2.936e+8,,2.936e+8
519.090,4.143e+8,,4.143e+8
519.098,5.576e+8,,5.576e+8
519.106,7.157e+8,,7.157e+8
519.114,8.764e+8,,8.764e+8
519.122,1.024e+9,,1.024e+9
519.130,1.143e+9,,1.143e+9
519.139,1.226e+9,,1.226e+9
519.147,1.248e+9,,1.248e+9
519.155,1.226e+9,,1.226e+9
519.163,1.175e+9,,1.175e+9
519.171,1.118e+9,,1.118e+9
519.179,1.085e+9,,1.085e+9
519.187,1.106e+9,,1.106e+9
519.195,1.210e+9,,1.210e+9
519.204,1.443e+9,,1.443e+9
519.212,1.756e+9,,1.756e+9
519.220,2.150e+9,,2.150e+9
519.228,2.588e+9,,2.588e+9
519.236,3.021e+9,,3.021e+9
519.244,3.392e+9,,3.392e+9
519.252,3.648e+9,,3.648e+9
519.261,3.750e+9,,3.750e+9
519.269,3.659e+9,,3.659e+9
519.277,3.405e+9,,3.405e+9
519.285,3.023e+9,,3.023e+9
519.293,2.560e+9,,2.560e+9
519.301,2.068e+9,,2.068e+9
519.309,1.593e+9,,1.593e+9
519.317,1.170e+9,,1.170e+9
519.326,7.810e+8,,7.810e+8
519.334,5.186e+8,,5.186e+8
519.342,3.284e+8,,3.284e+8
519.350,1.983e+8,,1.983e+8
519.358,1.142e+8,,1.142e+8
519.366,6.272e+7,,6.272e+7
519.374,3.285e+7,,3.285e+7
519.382,1.640e+7,,1.640e+7
519.391,7.098e+6,,7.098e+6
519.399,3.205e+6,,3.205e+6
519.407,1.380e+6,,1.380e+6
519.415,5.666e+5,,5.666e+5
519.423,2.219e+5,,2.219e+5
519.431,8.285e+4,,8.285e+4
519.439,2.950e+4,,2.950e+4
519.447,1.002e+4,,1.002e+4
519.456,2.809e+3,,2.809e+3
519.464,8.623e+2,,8.623e+2
519.472,2.525e+2,,2.525e+2
519.480,7.049e+1,,7.049e+1
519.488,1.877e+1,,1.877e+1
519.496,4.766e+0,,4.766e+0
519.504,1.154e+0,,1.154e+0
519.513,2.211e-1,,2.211e-1
519.521,4.841e-2,,4.841e-2
519.529,1.011e-2,,1.011e-2
519.537,2.012e-3,,2.012e-3
519.545,3.819e-4,,3.819e-4
519.553,6.915e-5,,6.915e-5
519.561,1.194e-5,,1.194e-5
519.569,1.966e-6,,1.966e-6
520.919,4.894e-8,,4.894e-8
520.927,3.092e-7,,3.092e-7
520.935,1.863e-6,,1.863e-6
520.943,1.071e-5,,1.071e-5
520.951,5.876e-5,,5.876e-5
520.959,3.074e-4,,3.074e-4
520.968,1.870e-3,,1.870e-3
520.976,8.852e-3,,8.852e-3
520.984,3.998e-2,,3.998e-2
520.992,1.722e-1,,1.722e-1
521.000,7.078e-1,,7.078e-1
521.008,2.775e+0,,2.775e+0
521.016,1.038e+1,,1.038e+1
521.024,3.704e+1,,3.704e+1
521.033,1.464e+2,,1.464e+2
521.041,4.728e+2,,4.728e+2
521.049,1.456e+3,,1.456e+3
521.057,4.277e+3,,4.277e+3
521.065,1.199e+4,,1.199e+4
521.073,3.205e+4,,3.205e+4
521.081,8.176e+4,,8.176e+4
521.090,2.216e+5,,2.216e+5
521.098,5.114e+5,,5.114e+5
521.106,1.126e+6,,1.126e+6
521.114,2.365e+6,,2.365e+6
521.122,4.737e+6,,4.737e+6
521.130,9.055e+6,,9.055e+6
521.138,1.651e+7,,1.651e+7
521.146,2.872e+7,,2.872e+7
521.155,5.060e+7,,5.060e+7
521.163,7.964e+7,,7.964e+7
521.171,1.196e+8,,1.196e+8
521.179,1.712e+8,,1.712e+8
521.187,2.340e+8,,2.340e+8
521.195,3.050e+8,,3.050e+8
521.203,3.792e+8,,3.792e+8
521.211,4.498e+8,,4.498e+8
521.220,5.153e+8,,5.153e+8
521.228,5.530e+8,,5.530e+8
521.236,5.662e+8,,5.662e+8
521.244,5.530e+8,,5.530e+8
521.252,5.153e+8,,5.153e+8
521.260,4.580e+8,,4.580e+8
521.268,3.884e+8,,3.884e+8
521.276,3.142e+8,,3.142e+8
521.285,2.340e+8,,2.340e+8
521.293,1.712e+8,,1.712e+8
521.301,1.196e+8,,1.196e+8
521.309,7.964e+7,,7.964e+7
521.317,5.060e+7,,5.060e+7
521.325,3.068e+7,,3.068e+7
521.333,1.774e+7,,1.774e+7
521.342,9.055e+6,,9.055e+6
521.350,4.737e+6,,4.737e+6
521.358,2.365e+6,,2.365e+6
521.366,1.126e+6,,1.126e+6
521.374,5.114e+5,,5.114e+5
521.382,2.216e+5,,2.216e+5
521.390,9.161e+4,,9.161e+4
521.398,3.613e+4,,3.613e+4
521.407,1.199e+4,,1.199e+4
521.415,4.277e+3,,4.277e+3
521.423,1.456e+3,,1.456e+3
521.431,4.728e+2,,4.728e+2
521.439,1.464e+2,,1.464e+2
521.447,4.328e+1,,4.328e+1
521.455,1.220e+1,,1.220e+1
521.463,3.281e+0,,3.281e+0
521.472,7.078e-1,,7.078e-1
521.480,1.722e-1,,1.722e-1
521.488,3.998e-2,,3.998e-2
521.496,8.852e-3,,8.852e-3
521.504,1.870e-3,,1.870e-3
521.512,3.768e-4,,3.768e-4
521.520,7.245e-5,,7.245e-5
521.528,1.329e-5,,1.329e-5
521.537,1.863e-6,,1.863e-6
521.545,3.092e-7,,3.092e-7
521.553,4.894e-8,,4.894e-8
522.520,7.543e-9,,7.543e-9
522.528,4.851e-8,,4.851e-8
522.536,2.978e-7,,2.978e-7
522.545,2.168e-6,,2.168e-6
522.553,1.205e-5,,1.205e-5
522.561,6.387e-5,,6.387e-5
522.569,3.231e-4,,3.231e-4
522.577,1.560e-3,,1.560e-3
522.585,7.188e-3,,7.188e-3
522.593,3.160e-2,,3.160e-2
522.602,1.581e-1,,1.581e-1
522.610,6.292e-1,,6.292e-1
522.618,2.390e+0,,2.390e+0
522.626,8.661e+0,,8.661e+0
522.634,2.996e+1,,2.996e+1
522.642,9.886e+1,,9.886e+1
522.650,3.113e+2,,3.113e+2
522.658,9.357e+2,,9.357e+2
522.667,3.051e+3,,3.051e+3
522.675,8.301e+3,,8.301e+3
522.683,2.155e+4,,2.155e+4
522.691,5.339e+4,,5.339e+4
522.699,1.262e+5,,1.262e+5
522.707,2.847e+5,,2.847e+5
522.715,6.129e+5,,6.129e+5
522.723,1.259e+6,,1.259e+6
522.732,2.676e+6,,2.676e+6
522.740,4.977e+6,,4.977e+6
522.748,8.832e+6,,8.832e+6
522.756,1.496e+7,,1.496e+7
522.764,2.417e+7,,2.417e+7
522.772,3.727e+7,,3.727e+7
522.780,5.485e+7,,5.485e+7
522.788,7.701e+7,,7.701e+7
522.797,1.067e+8,,1.067e+8
522.805,1.356e+8,,1.356e+8
522.813,1.645e+8,,1.645e+8
522.821,1.904e+8,,1.904e+8
522.829,2.104e+8,,2.104e+8
522.837,2.218e+8,,2.218e+8
522.845,2.231e+8,,2.231e+8
522.854,2.123e+8,,2.123e+8
522.862,1.933e+8,,1.933e+8
522.870,1.680e+8,,1.680e+8
522.878,1.393e+8,,1.393e+8
522.886,1.102e+8,,1.102e+8
522.894,8.322e+7,,8.322e+7
522.902,5.997e+7,,5.997e+7
522.910,4.123e+7,,4.123e+7
522.919,2.558e+7,,2.558e+7
522.927,1.592e+7,,1.592e+7
522.935,9.457e+6,,9.457e+6
522.943,5.360e+6,,5.360e+6
522.951,2.899e+6,,2.899e+6
522.959,1.496e+6,,1.496e+6
522.967,7.370e+5,,7.370e+5
522.975,3.464e+5,,3.464e+5
522.984,1.401e+5,,1.401e+5
522.992,5.960e+4,,5.960e+4
523.000,2.420e+4,,2.420e+4
523.008,9.376e+3,,9.376e+3
523.016,3.466e+3,,3.466e+3
523.024,1.223e+3,,1.223e+3
523.032,4.117e+2,,4.117e+2
523.040,1.323e+2,,1.323e+2
523.049,3.487e+1,,3.487e+1
523.057,1.014e+1,,1.014e+1
523.065,2.814e+0,,2.814e+0
523.073,7.454e-1,,7.454e-1
523.081,1.884e-1,,1.884e-1
523.089,4.543e-2,,4.543e-2
523.097,1.045e-2,,1.045e-2
523.106,1.894e-3,,1.894e-3
523.114,3.964e-4,,3.964e-4
523.122,8.978e-5,,8.978e-5
523.130,7.775e-5,,7.775e-5
523.138,3.348e-4,,3.348e-4
