Wavelength (nm),Sum(calc),Nd I (3.8e-3),Nd II (8.9e-1)
440.247,1.464e+3,,1.464e+3
440.255,3.625e+2,,3.625e+2
440.263,8.400e+1,,8.400e+1
440.272,1.498e+1,,1.498e+1
440.280,3.016e+0,,3.016e+0
440.288,5.685e-1,,5.685e-1
440.296,1.003e-1,,1.003e-1
440.304,1.656e-2,,1.656e-2
440.312,2.560e-3,,2.560e-3
440.320,3.704e-4,,3.704e-4
440.328,5.017e-5,,5.017e-5
440.337,4.890e-6,,4.890e-6
440.345,5.755e-7,,5.755e-7
440.353,6.340e-8,,6.340e-8
440.832,3.863e-8,,3.863e-8
440.841,4.630e-7,,4.630e-7
440.849,3.928e-6,,3.928e-6
440.857,3.120e-5,,3.120e-5
440.865,2.320e-4,,2.320e-4
440.873,1.615e-3,,1.615e-3
440.881,1.053e-2,,1.053e-2
440.889,6.430e-2,,6.430e-2
440.898,4.549e-1,,4.549e-1
440.906,2.415e+0,,2.415e+0
440.914,1.200e+1,,1.200e+1
440.922,5.587e+1,,5.587e+1
440.930,2.434e+2,,2.434e+2
440.938,9.933e+2,,9.933e+2
440.946,3.795e+3,,3.795e+3
440.954,1.357e+4,,1.357e+4
440.963,5.264e+4,,5.264e+4
440.971,1.637e+5,,1.637e+5
440.979,4.769e+5,,4.769e+5
440.987,1.300e+6,,1.300e+6
440.995,3.321e+6,,3.321e+6
441.003,7.939e+6,,7.939e+6
441.011,1.777e+7,,1.777e+7
441.019,3.725e+7,,3.725e+7
441.028,7.918e+7,,7.918e+7
441.036,1.443e+8,,1.443e+8
441.044,2.463e+8,,2.463e+8
441.052,3.936e+8,,3.936e+8
441.060,5.889e+8,,5.889e+8
441.068,8.249e+8,,8.249e+8
441.076,1.082e+9,,1.082e+9
441.084,1.329e+9,,1.329e+9
441.093,1.548e+9,,1.548e+9
441.101,1.654e+9,,1.654e+9
441.109,1.654e+9,,1.654e+9
441.117,1.548e+9,,1.548e+9
441.125,1.357e+9,,1.357e+9
441.133,1.114e+9,,1.114e+9
441.141,8.565e+8,,8.565e+8
441.150,5.889e+8,,5.889e+8
441.158,3.936e+8,,3.936e+8
441.166,2.463e+8,,2.463e+8
441.174,1.443e+8,,1.443e+8
441.182,7.918e+7,,7.918e+7
441.190,4.068e+7,,4.068e+7
441.198,1.957e+7,,1.957e+7
441.206,8.812e+6,,8.812e+6
441.215,3.321e+6,,3.321e+6
441.223,1.300e+6,,1.300e+6
441.231,4.769e+5,,4.769e+5
441.239,1.637e+5,,1.637e+5
441.247,5.264e+4,,5.264e+4
441.255,1.585e+4,,1.585e+4
441.263,4.466e+3,,4.466e+3
441.271,1.179e+3,,1.179e+3
441.280,2.434e+2,,2.434e+2
441.288,5.587e+1,,5.587e+1
441.296,1.200e+1,,1.200e+1
441.304,2.415e+0,,2.415e+0
441.312,4.549e-1,,4.549e-1
441.320,8.025e-2,,8.025e-2
441.328,1.325e-2,,1.325e-2
441.336,2.049e-3,,2.049e-3
441.345,2.320e-4,,2.320e-4
441.353,3.120e-5,,3.120e-5
441.361,3.928e-6,,3.928e-6
441.369,4.630e-7,,4.630e-7
444.369,3.623e-7,,3.623e-7
444.377,3.094e-6,,3.094e-6
444.385,2.476e-5,,2.476e-5
444.393,1.858e-4,,1.858e-4
444.401,1.306e-3,,1.306e-3
444.409,8.609e-3,,8.609e-3
444.417,5.318e-2,,5.318e-2
444.425,3.079e-1,,3.079e-1
444.434,2.055e+0,,2.055e+0
444.442,1.037e+1,,1.037e+1
444.450,4.905e+1,,4.905e+1
444.458,2.174e+2,,2.174e+2
444.466,9.035e+2,,9.035e+2
444.474,3.519e+3,,3.519e+3
444.482,1.285e+4,,1.285e+4
444.491,5.103e+4,,5.103e+4
444.499,1.623e+5,,1.623e+5
444.507,4.840e+5,,4.840e+5
444.515,1.353e+6,,1.353e+6
444.523,3.544e+6,,3.544e+6
444.531,8.702e+6,,8.702e+6
444.539,2.003e+7,,2.003e+7
444.547,4.321e+7,,4.321e+7
444.556,9.497e+7,,9.497e+7
444.564,1.785e+8,,1.785e+8
444.572,3.146e+8,,3.146e+8
444.580,5.196e+8,,5.196e+8
444.588,8.044e+8,,8.044e+8
444.596,1.167e+9,,1.167e+9
444.604,1.587e+9,,1.587e+9
444.612,2.024e+9,,2.024e+9
444.621,2.461e+9,,2.461e+9
444.629,2.734e+9,,2.734e+9
444.637,2.847e+9,,2.847e+9
444.645,2.779e+9,,2.779e+9
444.653,2.542e+9,,2.542e+9
444.661,2.180e+9,,2.180e+9
444.669,1.752e+9,,1.752e+9
444.677,1.320e+9,,1.320e+9
444.686,8.882e+8,,8.882e+8
444.694,5.831e+8,,5.831e+8
444.702,3.588e+8,,3.588e+8
444.710,2.070e+8,,2.070e+8
444.718,1.119e+8,,1.119e+8
444.726,5.669e+7,,5.669e+7
444.734,2.693e+7,,2.693e+7
444.743,1.078e+7,,1.078e+7
444.751,4.463e+6,,4.463e+6
444.759,1.732e+6,,1.732e+6
444.767,6.297e+5,,6.297e+5
444.775,2.146e+5,,2.146e+5
444.783,6.856e+4,,6.856e+4
444.791,2.053e+4,,2.053e+4
444.799,5.762e+3,,5.762e+3
444.808,1.277e+3,,1.277e+3
444.816,3.123e+2,,3.123e+2
444.824,7.160e+1,,7.160e+1
444.832,1.539e+1,,1.539e+1
444.840,3.099e+0,,3.099e+0
444.848,5.851e-1,,5.851e-1
444.856,1.035e-1,,1.035e-1
444.864,1.717e-2,,1.717e-2
444.873,2.106e-3,,2.106e-3
444.881,3.045e-4,,3.045e-4
444.889,4.272e-5,,4.272e-5
444.897,1.767e-5,,1.767e-5
444.905,9.806e-5,,9.806e-5
444.913,7.159e-4,,7.159e-4
444.921,4.931e-3,,4.931e-3
444.929,3.184e-2,,3.184e-2
444.938,2.402e-1,,2.402e-1
444.946,1.352e+0,,1.352e+0
444.954,7.135e+0,,7.135e+0
444.962,3.529e+1,,3.529e+1
444.970,1.637e+2,,1.637e+2
444.978,7.114e+2,,7.114e+2
444.986,2.899e+3,,2.899e+3
444.995,1.304e+4,,1.304e+4
445.003,4.631e+4,,4.631e+4
445.011,1.542e+5,,1.542e+5
445.019,4.815e+5,,4.815e+5
445.027,1.409e+6,,1.409e+6
445.035,3.867e+6,,3.867e+6
445.043,9.946e+6,,9.946e+6
445.051,2.398e+7,,2.398e+7
445.060,5.977e+7,,5.977e+7
445.068,1.257e+8,,1.257e+8
445.076,2.477e+8,,2.477e+8
445.084,4.578e+8,,4.578e+8
445.092,7.934e+8,,7.934e+8
445.100,1.289e+9,,1.289e+9
445.108,1.965e+9,,1.965e+9
445.116,2.809e+9,,2.809e+9
445.125,3.892e+9,,3.892e+9
445.133,4.861e+9,,4.861e+9
445.141,5.702e+9,,5.702e+9
445.149,6.286e+9,,6.286e+9
445.157,6.518e+9,,6.518e+9
445.165,6.364e+9,,6.364e+9
445.173,5.862e+9,,5.862e+9
445.181,5.105e+9,,5.105e+9
445.190,4.098e+9,,4.098e+9
445.198,3.196e+9,,3.196e+9
445.206,2.380e+9,,2.380e+9
445.214,1.698e+9,,1.698e+9
445.222,1.165e+9,,1.165e+9
445.230,7.700e+8,,7.700e+8
445.238,4.910e+8,,4.910e+8
445.247,2.833e+8,,2.833e+8
445.255,1.667e+8,,1.667e+8
445.263,9.407e+7,,9.407e+7
445.271,5.071e+7,,5.071e+7
445.279,2.601e+7,,2.601e+7
445.287,1.266e+7,,1.266e+7
445.295,5.828e+6,,5.828e+6
445.303,2.533e+6,,2.533e+6
445.312,9.234e+5,,9.234e+5
445.320,3.530e+5,,3.530e+5
445.328,1.268e+5,,1.268e+5
445.336,4.279e+4,,4.279e+4
445.344,1.355e+4,,1.355e+4
445.352,4.029e+3,,4.029e+3
445.360,1.123e+3,,1.123e+3
445.368,2.938e+2,,2.938e+2
445.377,6.016e+1,,6.016e+1
445.385,1.372e+1,,1.372e+1
445.393,2.936e+0,,2.936e+0
445.401,5.895e-1,,5.895e-1
445.409,1.163e-1,,1.163e-1
445.417,5.423e-2,,5.423e-2
445.425,2.043e-1,,2.043e-1
445.433,1.092e+0,,1.092e+0
445.442,6.780e+0,,6.780e+0
445.450,3.210e+1,,3.210e+1
445.458,1.425e+2,,1.425e+2
445.466,5.932e+2,,5.932e+2
445.474,2.315e+3,,2.315e+3
445.482,8.469e+3,,8.469e+3
445.490,2.905e+4,,2.905e+4
445.499,1.076e+5,,1.076e+5
445.507,3.220e+5,,3.220e+5
445.515,9.030e+5,,9.030e+5
445.523,2.374e+6,,2.374e+6
445.531,5.854e+6,,5.854e+6
445.539,1.353e+7,,1.353e+7
445.547,2.932e+7,,2.932e+7
445.555,5.959e+7,,5.959e+7
445.564,1.225e+8,,1.225e+8
445.572,2.170e+8,,2.170e+8
445.580,3.605e+8,,3.605e+8
445.588,5.615e+8,,5.615e+8
445.596,8.200e+8,,8.200e+8
445.604,1.123e+9,,1.123e+9
445.612,1.441e+9,,1.441e+9
445.620,1.735e+9,,1.735e+9
445.629,1.978e+9,,1.978e+9
445.637,2.076e+9,,2.076e+9
445.645,2.043e+9,,2.043e+9
445.653,1.885e+9,,1.885e+9
445.661,1.631e+9,,1.631e+9
445.669,1.322e+9,,1.322e+9
445.677,1.006e+9,,1.006e+9
445.685,7.169e+8,,7.169e+8
445.694,4.536e+8,,4.536e+8
445.702,2.820e+8,,2.820e+8
445.710,1.644e+8,,1.644e+8
445.718,8.982e+7,,8.982e+7
445.726,4.602e+7,,4.602e+7
445.734,2.211e+7,,2.211e+7
445.742,9.958e+6,,9.958e+6
445.751,3.758e+6,,3.758e+6
445.759,1.476e+6,,1.476e+6
445.767,5.436e+5,,5.436e+5
445.775,1.877e+5,,1.877e+5
445.783,6.075e+4,,6.075e+4
445.791,1.844e+4,,1.844e+4
445.799,5.246e+3,,5.246e+3
445.807,1.400e+3,,1.400e+3
445.816,2.931e+2,,2.931e+2
445.824,6.819e+1,,6.819e+1
445.832,1.487e+1,,1.487e+1
445.840,3.042e+0,,3.042e+0
445.848,5.832e-1,,5.832e-1
445.856,1.048e-1,,1.048e-1
445.864,1.767e-2,,1.767e-2
445.872,2.793e-3,,2.793e-3
445.881,3.244e-4,,3.244e-4
445.889,4.471e-5,,4.471e-5
445.897,5.777e-6,,5.777e-6
445.905,6.997e-7,,6.997e-7
446.027,4.749e-7,,4.749e-7
446.035,4.056e-6,,4.056e-6
446.043,3.248e-5,,3.248e-5
446.051,2.439e-4,,2.439e-4
446.059,1.718e-3,,1.718e-3
446.068,1.430e-2,,1.430e-2
446.076,8.786e-2,,8.786e-2
446.084,5.062e-1,,5.062e-1
446.092,2.735e+0,,2.735e+0
446.100,1.386e+1,,1.386e+1
446.108,6.583e+1,,6.583e+1
446.116,2.933e+2,,2.933e+2
446.124,1.225e+3,,1.225e+3
446.133,5.669e+3,,5.669e+3
446.141,2.066e+4,,2.066e+4
446.149,7.062e+4,,7.062e+4
446.157,2.264e+5,,2.264e+5
446.165,6.804e+5,,6.804e+5
446.173,1.918e+6,,1.918e+6
446.181,5.069e+6,,5.069e+6
446.189,1.256e+7,,1.256e+7
446.198,3.230e+7,,3.230e+7
446.206,6.985e+7,,6.985e+7
446.214,1.416e+8,,1.416e+8
446.222,2.693e+8,,2.693e+8
446.230,4.802e+8,,4.802e+8
446.238,8.030e+8,,8.030e+8
446.246,1.259e+9,,1.259e+9
446.254,1.851e+9,,1.851e+9
446.263,2.646e+9,,2.646e+9
446.271,3.394e+9,,3.394e+9
446.279,4.083e+9,,4.083e+9
446.287,4.605e+9,,4.605e+9
446.295,4.872e+9,,4.872e+9
446.303,4.833e+9,,4.833e+9
446.311,4.496e+9,,4.496e+9
446.320,3.838e+9,,3.838e+9
446.328,3.115e+9,,3.115e+9
446.336,2.370e+9,,2.370e+9
446.344,1.692e+9,,1.692e+9
446.352,1.132e+9,,1.132e+9
446.360,7.104e+8,,7.104e+8
446.368,4.181e+8,,4.181e+8
446.376,2.307e+8,,2.307e+8
446.385,1.095e+8,,1.095e+8
446.393,5.270e+7,,5.270e+7
446.401,2.379e+7,,2.379e+7
446.409,1.007e+7,,1.007e+7
446.417,3.999e+6,,3.999e+6
446.425,1.489e+6,,1.489e+6
446.433,5.199e+5,,5.199e+5
446.441,1.702e+5,,1.702e+5
446.450,4.488e+4,,4.488e+4
446.458,1.282e+4,,1.282e+4
446.466,3.433e+3,,3.433e+3
446.474,8.623e+2,,8.623e+2
446.482,2.031e+2,,2.031e+2
446.490,4.486e+1,,4.486e+1
446.498,9.291e+0,,9.291e+0
446.506,1.805e+0,,1.805e+0
446.515,2.645e-1,,2.645e-1
446.523,4.481e-2,,4.481e-2
446.531,7.121e-3,,7.121e-3
446.539,1.061e-3,,1.061e-3
446.547,1.483e-4,,1.483e-4
446.555,1.943e-5,,1.943e-5
446.563,2.387e-6,,2.387e-6
446.572,2.090e-7,,2.090e-7
449.904,4.734e-8,,4.734e-8
449.913,5.325e-7,,5.325e-7
449.921,4.280e-6,,4.280e-6
449.929,3.230e-5,,3.230e-5
449.937,2.289e-4,,2.289e-4
449.945,1.522e-3,,1.522e-3
449.953,9.504e-3,,9.504e-3
449.961,5.571e-2,,5.571e-2
449.969,3.066e-1,,3.066e-1
449.978,1.936e+0,,1.936e+0
449.986,9.316e+0,,9.316e+0
449.994,4.208e+1,,4.208e+1
450.002,1.785e+2,,1.785e+2
450.010,7.105e+2,,7.105e+2
450.018,2.656e+3,,2.656e+3
450.026,9.318e+3,,9.318e+3
450.034,3.070e+4,,3.070e+4
450.043,1.088e+5,,1.088e+5
450.051,3.135e+5,,3.135e+5
450.059,8.476e+5,,8.476e+5
450.067,2.152e+6,,2.152e+6
450.075,5.128e+6,,5.128e+6
450.083,1.147e+7,,1.147e+7
450.091,2.410e+7,,2.410e+7
450.099,4.752e+7,,4.752e+7
450.108,9.458e+7,,9.458e+7
450.116,1.631e+8,,1.631e+8
450.124,2.639e+8,,2.639e+8
450.132,4.011e+8,,4.011e+8
450.140,5.722e+8,,5.722e+8
450.148,7.663e+8,,7.663e+8
450.156,9.634e+8,,9.634e+8
450.165,1.156e+9,,1.156e+9
450.173,1.271e+9,,1.271e+9
450.181,1.311e+9,,1.311e+9
450.189,1.271e+9,,1.271e+9
450.197,1.156e+9,,1.156e+9
450.205,9.870e+8,,9.870e+8
450.213,7.912e+8,,7.912e+8
450.221,5.955e+8,,5.955e+8
450.230,4.011e+8,,4.011e+8
450.238,2.639e+8,,2.639e+8
450.246,1.631e+8,,1.631e+8
450.254,9.458e+7,,9.458e+7
450.262,5.150e+7,,5.150e+7
450.270,2.632e+7,,2.632e+7
450.278,1.263e+7,,1.263e+7
450.286,5.691e+6,,5.691e+6
450.295,2.152e+6,,2.152e+6
450.303,8.476e+5,,8.476e+5
450.311,3.135e+5,,3.135e+5
450.319,1.088e+5,,1.088e+5
450.327,3.547e+4,,3.547e+4
450.335,1.085e+4,,1.085e+4
450.343,3.118e+3,,3.118e+3
450.351,8.407e+2,,8.407e+2
450.360,1.785e+2,,1.785e+2
450.368,4.208e+1,,4.208e+1
450.376,9.316e+0,,9.316e+0
450.384,1.936e+0,,1.936e+0
450.392,3.777e-1,,3.777e-1
450.400,6.919e-2,,6.919e-2
450.408,1.192e-2,,1.192e-2
450.417,1.772e-3,,1.772e-3
450.425,1.846e-3,,1.846e-3
450.433,9.855e-3,,9.855e-3
450.441,5.603e-2,,5.603e-2
450.449,3.000e-1,,3.000e-1
450.457,1.508e+0,,1.508e+0
450.465,7.121e+0,,7.121e+0
450.473,3.156e+1,,3.156e+1
450.482,1.563e+2,,1.563e+2
450.490,6.060e+2,,6.060e+2
450.498,2.206e+3,,2.206e+3
450.506,7.539e+3,,7.539e+3
450.514,2.419e+4,,2.419e+4
450.522,7.289e+4,,7.289e+4
450.530,2.062e+5,,2.062e+5
450.538,5.478e+5,,5.478e+5
450.547,1.525e+6,,1.525e+6
450.555,3.542e+6,,3.542e+6
450.563,7.726e+6,,7.726e+6
450.571,1.582e+7,,1.582e+7
450.579,3.043e+7,,3.043e+7
450.587,5.494e+7,,5.494e+7
450.595,9.314e+7,,9.314e+7
450.603,1.483e+8,,1.483e+8
450.612,2.320e+8,,2.320e+8
450.620,3.229e+8,,3.229e+8
450.628,4.221e+8,,4.221e+8
450.636,5.181e+8,,5.181e+8
450.644,5.970e+8,,5.970e+8
450.652,6.459e+8,,6.459e+8
450.660,6.562e+8,,6.562e+8
450.669,6.195e+8,,6.195e+8
450.677,5.504e+8,,5.504e+8
450.685,4.592e+8,,4.592e+8
450.693,3.597e+8,,3.597e+8
450.701,2.645e+8,,2.645e+8
450.709,1.827e+8,,1.827e+8
450.717,1.184e+8,,1.184e+8
450.725,7.210e+7,,7.210e+7
450.734,3.826e+7,,3.826e+7
450.742,2.037e+7,,2.037e+7
450.750,1.018e+7,,1.018e+7
450.758,4.781e+6,,4.781e+6
450.766,2.107e+6,,2.107e+6
450.774,8.719e+5,,8.719e+5
450.782,3.387e+5,,3.387e+5
450.790,1.236e+5,,1.236e+5
450.799,3.686e+4,,3.686e+4
450.807,1.176e+4,,1.176e+4
450.815,3.523e+3,,3.523e+3
450.823,9.910e+2,,9.910e+2
450.831,2.617e+2,,2.617e+2
450.839,6.490e+1,,6.490e+1
450.847,1.511e+1,,1.511e+1
450.855,3.303e+0,,3.303e+0
450.864,5.538e-1,,5.538e-1
450.872,1.059e-1,,1.059e-1
450.880,1.901e-2,,1.901e-2
450.888,3.204e-3,,3.204e-3
450.896,5.071e-4,,5.071e-4
450.904,7.536e-5,,7.536e-5
450.912,1.051e-5,,1.051e-5
450.921,1.064e-6,,1.064e-6
450.929,1.298e-7,,1.298e-7
451.059,3.335e-8,,3.335e-8
451.067,2.781e-7,,2.781e-7
451.075,2.177e-6,,2.177e-6
451.083,1.601e-5,,1.601e-5
451.091,1.105e-4,,1.105e-4
451.099,7.168e-4,,7.168e-4
451.107,4.365e-3,,4.365e-3
451.116,3.090e-2,,3.090e-2
451.124,1.647e-1,,1.647e-1
451.132,8.239e-1,,8.239e-1
451.140,3.872e+0,,3.872e+0
451.148,1.708e+1,,1.708e+1
451.156,7.080e+1,,7.080e+1
451.164,2.755e+2,,2.755e+2
451.173,1.179e+3,,1.179e+3
451.181,4.014e+3,,4.014e+3
451.189,1.284e+4,,1.284e+4
451.197,3.855e+4,,3.855e+4
451.205,1.087e+5,,1.087e+5
451.213,2.880e+5,,2.880e+5
451.221,7.162e+5,,7.162e+5
451.229,1.673e+6,,1.673e+6
451.238,4.030e+6,,4.030e+6
451.246,8.236e+6,,8.236e+6
451.254,1.581e+7,,1.581e+7
451.262,2.849e+7,,2.849e+7
451.270,4.822e+7,,4.822e+7
451.278,7.665e+7,,7.665e+7
451.286,1.144e+8,,1.144e+8
451.294,1.604e+8,,1.604e+8
451.303,2.175e+8,,2.175e+8
451.311,2.668e+8,,2.668e+8
451.319,3.074e+8,,3.074e+8
451.327,3.325e+8,,3.325e+8
451.335,3.377e+8,,3.377e+8
451.343,3.222e+8,,3.222e+8
451.351,2.886e+8,,2.886e+8
451.359,2.428e+8,,2.428e+8
451.368,1.855e+8,,1.855e+8
451.376,1.365e+8,,1.365e+8
451.384,9.438e+7,,9.438e+7
451.392,6.127e+7,,6.127e+7
451.400,3.736e+7,,3.736e+7
451.408,2.139e+7,,2.139e+7
451.416,1.150e+7,,1.150e+7
451.425,5.308e+6,,5.308e+6
451.433,2.497e+6,,2.497e+6
451.441,1.103e+6,,1.103e+6
451.449,4.578e+5,,4.578e+5
451.457,1.785e+5,,1.785e+5
451.465,6.591e+4,,6.591e+4
451.473,2.485e+4,,2.485e+4
451.481,1.562e+4,,1.562e+4
451.490,3.323e+4,,3.323e+4
451.498,9.528e+4,,9.528e+4
451.506,2.691e+5,,2.691e+5
451.514,7.170e+5,,7.170e+5
451.522,1.795e+6,,1.795e+6
451.530,4.221e+6,,4.221e+6
451.538,9.321e+6,,9.321e+6
451.546,1.933e+7,,1.933e+7
451.555,4.075e+7,,4.075e+7
451.563,7.397e+7,,7.397e+7
451.571,1.261e+8,,1.261e+8
451.579,2.019e+8,,2.019e+8
451.587,3.036e+8,,3.036e+8
451.595,4.287e+8,,4.287e+8
451.603,5.686e+8,,5.686e+8
451.611,7.082e+8,,7.082e+8
451.620,8.412e+8,,8.412e+8
451.628,9.170e+8,,9.170e+8
451.636,9.388e+8,,9.388e+8
451.644,9.027e+8,,9.027e+8
451.652,8.152e+8,,8.152e+8
451.660,6.914e+8,,6.914e+8
451.668,5.507e+8,,5.507e+8
451.676,4.120e+8,,4.120e+8
451.685,2.757e+8,,2.757e+8
451.693,1.805e+8,,1.805e+8
451.701,1.110e+8,,1.110e+8
451.709,6.410e+7,,6.410e+7
451.717,3.477e+7,,3.477e+7
451.725,1.771e+7,,1.771e+7
451.733,8.471e+6,,8.471e+6
451.742,3.429e+6,,3.429e+6
451.750,1.435e+6,,1.435e+6
451.758,5.644e+5,,5.644e+5
451.766,2.084e+5,,2.084e+5
451.774,7.228e+4,,7.228e+4
451.782,2.354e+4,,2.354e+4
451.790,7.202e+3,,7.202e+3
451.798,2.069e+3,,2.069e+3
451.807,4.719e+2,,4.719e+2
451.815,1.187e+2,,1.187e+2
451.823,2.802e+1,,2.802e+1
451.831,6.214e+0,,6.214e+0
451.839,1.294e+0,,1.294e+0
451.847,2.532e-1,,2.532e-1
451.855,4.652e-2,,4.652e-2
451.863,8.027e-3,,8.027e-3
451.872,1.032e-3,,1.032e-3
451.880,1.558e-4,,1.558e-4
451.888,2.209e-5,,2.209e-5
451.896,2.942e-6,,2.942e-6
451.904,3.681e-7,,3.681e-7
453.847,2.942e-8,,2.942e-8
453.855,2.504e-7,,2.504e-7
453.863,2.003e-6,,2.003e-6
453.871,1.505e-5,,1.505e-5
453.879,1.063e-4,,1.063e-4
453.888,8.907e-4,,8.907e-4
453.896,5.515e-3,,5.515e-3
453.904,3.209e-2,,3.209e-2
453.912,1.755e-1,,1.755e-1
453.920,9.020e-1,,9.020e-1
453.928,4.357e+0,,4.357e+0
453.936,1.978e+1,,1.978e+1
453.944,8.439e+1,,8.439e+1
453.953,4.008e+2,,4.008e+2
453.961,1.499e+3,,1.499e+3
453.969,5.267e+3,,5.267e+3
453.977,1.739e+4,,1.739e+4
453.985,5.399e+4,,5.399e+4
453.993,1.575e+5,,1.575e+5
454.001,4.319e+5,,4.319e+5
454.010,1.247e+6,,1.247e+6
454.018,2.997e+6,,2.997e+6
454.026,6.767e+6,,6.767e+6
454.034,1.436e+7,,1.436e+7
454.042,2.865e+7,,2.865e+7
454.050,5.371e+7,,5.371e+7
454.058,9.462e+7,,9.462e+7
454.066,1.567e+8,,1.567e+8
454.075,2.566e+8,,2.566e+8
454.083,3.723e+8,,3.723e+8
454.091,5.078e+8,,5.078e+8
454.099,6.509e+8,,6.509e+8
454.107,7.841e+8,,7.841e+8
454.115,8.878e+8,,8.878e+8
454.123,9.448e+8,,9.448e+8
454.131,9.452e+8,,9.452e+8
454.140,8.788e+8,,8.788e+8
454.148,7.731e+8,,7.731e+8
454.156,6.433e+8,,6.433e+8
454.164,5.123e+8,,5.123e+8
454.172,4.018e+8,,4.018e+8
454.180,3.306e+8,,3.306e+8
454.188,3.130e+8,,3.130e+8
454.196,3.595e+8,,3.595e+8
454.205,4.950e+8,,4.950e+8
454.213,6.874e+8,,6.874e+8
454.221,9.358e+8,,9.358e+8
454.229,1.216e+9,,1.216e+9
454.237,1.495e+9,,1.495e+9
454.245,1.730e+9,,1.730e+9
454.253,1.883e+9,,1.883e+9
454.262,1.925e+9,,1.925e+9
454.270,1.837e+9,,1.837e+9
454.278,1.648e+9,,1.648e+9
454.286,1.390e+9,,1.390e+9
454.294,1.101e+9,,1.101e+9
454.302,8.202e+8,,8.202e+8
454.310,5.741e+8,,5.741e+8
454.318,3.777e+8,,3.777e+8
454.327,2.190e+8,,2.190e+8
454.335,1.263e+8,,1.263e+8
454.343,6.843e+7,,6.843e+7
454.351,3.486e+7,,3.486e+7
454.359,1.669e+7,,1.669e+7
454.367,7.509e+6,,7.509e+6
454.375,3.175e+6,,3.175e+6
454.383,1.262e+6,,1.262e+6
454.392,4.150e+5,,4.150e+5
454.400,1.446e+5,,1.446e+5
454.408,4.733e+4,,4.733e+4
454.416,1.457e+4,,1.457e+4
454.424,4.213e+3,,4.213e+3
454.432,1.145e+3,,1.145e+3
454.440,2.925e+2,,2.925e+2
454.448,7.023e+1,,7.023e+1
454.457,1.310e+1,,1.310e+1
454.465,2.757e+0,,2.757e+0
454.473,5.453e-1,,5.453e-1
454.481,1.014e-1,,1.014e-1
454.489,1.771e-2,,1.771e-2
454.497,2.908e-3,,2.908e-3
454.505,4.489e-4,,4.489e-4
454.514,5.093e-5,,5.093e-5
454.522,6.889e-6,,6.889e-6
454.530,8.758e-7,,8.758e-7
454.538,1.047e-7,,1.047e-7
455.335,1.766e-8,,1.766e-8
455.343,1.460e-7,,1.460e-7
455.351,1.134e-6,,1.134e-6
455.359,8.284e-6,,8.284e-6
455.367,5.690e-5,,5.690e-5
455.375,3.674e-4,,3.674e-4
455.383,2.231e-3,,2.231e-3
455.391,1.274e-2,,1.274e-2
455.400,8.396e-2,,8.396e-2
455.408,4.204e-1,,4.204e-1
455.416,1.979e+0,,1.979e+0
455.424,8.762e+0,,8.762e+0
455.432,3.646e+1,,3.646e+1
455.440,1.427e+2,,1.427e+2
455.448,5.249e+2,,5.249e+2
455.456,1.816e+3,,1.816e+3
455.465,6.812e+3,,6.812e+3
455.473,2.067e+4,,2.067e+4
455.481,5.896e+4,,5.896e+4
455.489,1.581e+5,,1.581e+5
455.497,3.988e+5,,3.988e+5
455.505,9.455e+5,,9.455e+5
455.513,2.108e+6,,2.108e+6
455.521,4.417e+6,,4.417e+6
455.530,9.433e+6,,9.433e+6
455.538,1.734e+7,,1.734e+7
455.546,2.998e+7,,2.998e+7
455.554,4.871e+7,,4.871e+7
455.562,7.443e+7,,7.443e+7
455.570,1.069e+8,,1.069e+8
455.578,1.444e+8,,1.444e+8
455.587,1.881e+8,,1.881e+8
455.595,2.229e+8,,2.229e+8
455.603,2.483e+8,,2.483e+8
455.611,2.601e+8,,2.601e+8
455.619,2.561e+8,,2.561e+8
455.627,2.371e+8,,2.371e+8
455.635,2.064e+8,,2.064e+8
455.643,1.689e+8,,1.689e+8
455.652,1.252e+8,,1.252e+8
455.660,8.990e+7,,8.990e+7
455.668,6.068e+7,,6.068e+7
455.676,3.851e+7,,3.851e+7
455.684,2.298e+7,,2.298e+7
455.692,1.289e+7,,1.289e+7
455.700,6.798e+6,,6.798e+6
455.708,3.371e+6,,3.371e+6
455.717,1.423e+6,,1.423e+6
455.725,6.188e+5,,6.188e+5
455.733,2.531e+5,,2.531e+5
455.741,9.731e+4,,9.731e+4
455.749,3.518e+4,,3.518e+4
455.757,1.196e+4,,1.196e+4
455.765,3.822e+3,,3.822e+3
455.773,1.148e+3,,1.148e+3
455.782,2.758e+2,,2.758e+2
455.790,7.269e+1,,7.269e+1
455.798,1.801e+1,,1.801e+1
455.806,4.197e+0,,4.197e+0
455.814,9.193e-1,,9.193e-1
455.822,1.893e-1,,1.893e-1
455.830,3.666e-2,,3.666e-2
455.839,5.372e-3,,5.372e-3
455.847,9.124e-4,,9.124e-4
455.855,1.457e-4,,1.457e-4
455.863,2.188e-5,,2.188e-5
455.871,3.089e-6,,3.089e-6
455.879,4.100e-7,,4.100e-7
455.887,5.116e-8,,5.116e-8
456.042,3.734e-8,,3.734e-8
456.050,3.113e-7,,3.113e-7
456.058,2.441e-6,,2.441e-6
456.066,1.799e-5,,1.799e-5
456.074,1.248e-4,,1.248e-4
456.082,8.134e-4,,8.134e-4
456.091,6.229e-3,,6.229e-3
456.099,3.564e-2,,3.564e-2
