Wavelength (nm),Sum(calc),Si I (1.1e-1),Si II (8.9e-1),Si III (7.3e-4)
246.731,2.622e-17,8.933e-9,2.275e-11,2.622e-17
246.736,2.517e-18,8.926e-9,2.271e-11,2.517e-18
246.741,2.225e-19,8.920e-9,2.268e-11,2.225e-19
246.746,1.812e-20,8.913e-9,2.265e-11,1.812e-20
246.751,1.359e-21,8.906e-9,2.261e-11,1.359e-21
247.989,6.650e-22,7.255e-9,1.429e-11,6.650e-22
247.994,8.865e-21,7.248e-9,1.426e-11,8.865e-21
247.999,1.090e-19,7.242e-9,1.422e-11,1.090e-19
248.004,1.235e-18,7.235e-9,1.419e-11,1.235e-18
248.009,1.291e-17,7.228e-9,1.416e-11,1.291e-17
248.014,1.244e-16,7.222e-9,1.412e-11,1.244e-16
248.019,1.105e-15,7.215e-9,1.409e-11,1.105e-15
248.024,9.048e-15,7.208e-9,1.406e-11,9.048e-15
248.029,6.833e-14,7.202e-9,1.402e-11,6.833e-14
248.034,4.758e-13,7.195e-9,1.399e-11,4.758e-13
248.039,3.054e-12,7.188e-9,1.396e-11,3.054e-12
248.044,1.808e-11,7.182e-9,1.392e-11,1.808e-11
248.049,9.867e-11,7.175e-9,1.389e-11,9.867e-11
248.054,4.965e-10,7.168e-9,1.386e-11,4.965e-10
248.059,2.304e-9,7.162e-9,1.382e-11,2.304e-9
248.064,9.854e-9,7.155e-9,1.379e-11,9.854e-9
248.069,3.887e-8,7.148e-9,1.375e-11,3.887e-8
248.074,1.413e-7,7.142e-9,1.372e-11,1.413e-7
248.079,4.739e-7,7.135e-9,1.369e-11,4.739e-7
248.084,1.465e-6,7.128e-9,1.365e-11,1.465e-6
248.089,4.176e-6,7.122e-9,1.362e-11,4.176e-6
248.094,1.097e-5,7.115e-9,1.359e-11,1.097e-5
248.099,2.659e-5,7.108e-9,1.355e-11,2.659e-5
248.104,5.941e-5,7.102e-9,1.352e-11,5.941e-5
248.109,1.224e-4,7.095e-9,1.349e-11,1.224e-4
248.114,2.324e-4,7.088e-9,1.345e-11,2.324e-4
248.119,4.070e-4,7.081e-9,1.342e-11,4.070e-4
248.124,6.571e-4,7.075e-9,1.338e-11,6.571e-4
248.129,9.782e-4,7.068e-9,1.335e-11,9.782e-4
248.134,1.343e-3,7.061e-9,1.332e-11,1.343e-3
248.139,1.699e-3,7.055e-9,1.328e-11,1.699e-3
248.144,1.983e-3,7.048e-9,1.325e-11,1.983e-3
248.149,2.133e-3,7.041e-9,1.322e-11,2.133e-3
248.154,2.116e-3,7.035e-9,1.318e-11,2.116e-3
248.159,1.935e-3,7.028e-9,1.315e-11,1.935e-3
248.164,1.632e-3,7.021e-9,1.312e-11,1.632e-3
248.169,1.268e-3,7.015e-9,1.308e-11,1.268e-3
248.174,9.093e-4,7.008e-9,1.305e-11,9.093e-4
248.179,6.010e-4,7.001e-9,1.301e-11,6.010e-4
248.184,3.662e-4,6.995e-9,1.298e-11,3.662e-4
248.189,2.058e-4,6.988e-9,1.295e-11,2.058e-4
248.194,1.066e-4,6.981e-9,1.291e-11,1.066e-4
248.199,5.092e-5,6.975e-9,1.288e-11,5.092e-5
248.204,2.242e-5,6.968e-9,1.285e-11,2.242e-5
248.209,9.105e-6,6.961e-9,1.281e-11,9.105e-6
248.214,3.409e-6,6.955e-9,1.278e-11,3.409e-6
248.219,1.177e-6,6.948e-9,1.275e-11,1.177e-6
248.224,3.754e-7,6.941e-9,1.271e-11,3.754e-7
248.229,1.140e-7,6.935e-9,1.268e-11,1.140e-7
248.234,4.702e-8,6.928e-9,1.265e-11,4.702e-8
248.239,7.440e-8,6.921e-9,1.261e-11,7.440e-8
248.244,2.409e-7,6.915e-9,1.258e-11,2.409e-7
248.249,7.883e-7,6.908e-9,1.254e-11,7.883e-7
248.254,2.393e-6,6.901e-9,1.251e-11,2.393e-6
248.259,6.701e-6,6.895e-9,1.248e-11,6.701e-6
248.264,1.731e-5,6.888e-9,1.244e-11,1.731e-5
248.269,4.121e-5,6.881e-9,1.241e-11,4.121e-5
248.274,9.049e-5,6.875e-9,1.238e-11,9.049e-5
248.279,1.832e-4,6.868e-9,1.234e-11,1.832e-4
248.284,3.421e-4,6.861e-9,1.231e-11,3.421e-4
248.289,5.889e-4,6.855e-9,1.228e-11,5.889e-4
248.294,9.349e-4,6.848e-9,1.224e-11,9.349e-4
248.299,1.369e-3,6.841e-9,1.221e-11,1.369e-3
248.304,1.848e-3,6.835e-9,1.217e-11,1.848e-3
248.309,2.300e-3,6.828e-9,1.214e-11,2.300e-3
248.314,2.640e-3,6.821e-9,1.211e-11,2.640e-3
248.319,2.794e-3,6.815e-9,1.207e-11,2.794e-3
248.324,2.727e-3,6.808e-9,1.204e-11,2.727e-3
248.329,2.454e-3,6.801e-9,1.201e-11,2.454e-3
248.334,2.036e-3,6.795e-9,1.197e-11,2.036e-3
248.339,1.558e-3,6.788e-9,1.194e-11,1.558e-3
248.344,1.100e-3,6.781e-9,1.191e-11,1.100e-3
248.349,7.154e-4,6.775e-9,1.187e-11,7.154e-4
248.354,4.293e-4,6.768e-9,1.184e-11,4.293e-4
248.359,2.375e-4,6.761e-9,1.180e-11,2.375e-4
248.364,1.212e-4,6.755e-9,1.177e-11,1.212e-4
248.369,5.700e-5,6.748e-9,1.174e-11,5.700e-5
248.374,2.473e-5,6.741e-9,1.170e-11,2.473e-5
248.379,9.890e-6,6.735e-9,1.167e-11,9.890e-6
248.384,3.648e-6,6.728e-9,1.164e-11,3.648e-6
248.389,1.241e-6,6.721e-9,1.160e-11,1.241e-6
248.394,3.891e-7,6.715e-9,1.157e-11,3.891e-7
248.399,1.125e-7,6.708e-9,1.154e-11,1.125e-7
248.404,3.001e-8,6.701e-9,1.150e-11,3.001e-8
248.409,7.380e-9,6.695e-9,1.147e-11,7.380e-9
248.414,1.674e-9,6.688e-9,1.144e-11,1.674e-9
248.419,3.499e-10,6.681e-9,1.140e-11,3.499e-10
248.424,6.747e-11,6.675e-9,1.137e-11,6.747e-11
248.429,1.200e-11,6.668e-9,1.133e-11,1.200e-11
248.434,1.978e-12,6.661e-9,1.130e-11,1.978e-12
248.439,3.812e-13,6.655e-9,1.127e-11,3.812e-13
248.444,6.315e-13,6.648e-9,1.123e-11,6.315e-13
248.449,3.831e-12,6.641e-9,1.120e-11,3.831e-12
248.454,2.288e-11,6.635e-9,1.117e-11,2.288e-11
248.459,1.262e-10,6.628e-9,1.113e-11,1.262e-10
248.464,6.420e-10,6.621e-9,1.110e-11,6.420e-10
248.469,3.012e-9,6.615e-9,1.107e-11,3.012e-9
248.474,1.303e-8,6.608e-9,1.103e-11,1.303e-8
248.479,5.200e-8,6.601e-9,1.100e-11,5.200e-8
248.484,1.914e-7,6.595e-9,1.096e-11,1.914e-7
248.489,6.495e-7,6.588e-9,1.093e-11,6.495e-7
248.494,2.033e-6,6.581e-9,1.090e-11,2.033e-6
248.499,5.869e-6,6.575e-9,1.086e-11,5.869e-6
248.504,1.563e-5,6.568e-9,1.083e-11,1.563e-5
248.509,3.837e-5,6.561e-9,1.080e-11,3.837e-5
248.514,8.689e-5,6.555e-9,1.076e-11,8.689e-5
248.519,1.815e-4,6.548e-9,1.073e-11,1.815e-4
248.524,3.495e-4,6.541e-9,1.070e-11,3.495e-4
248.529,6.209e-4,6.535e-9,1.066e-11,6.209e-4
248.534,1.017e-3,6.528e-9,1.063e-11,1.017e-3
248.539,1.537e-3,6.521e-9,1.060e-11,1.537e-3
248.544,2.142e-3,6.515e-9,1.056e-11,2.142e-3
248.549,2.752e-3,6.508e-9,1.053e-11,2.752e-3
248.554,3.262e-3,6.501e-9,1.049e-11,3.262e-3
248.559,3.566e-3,6.495e-9,1.046e-11,3.566e-3
248.564,3.595e-3,6.488e-9,1.043e-11,3.595e-3
248.569,3.342e-3,6.481e-9,1.039e-11,3.342e-3
248.574,2.866e-3,6.475e-9,1.036e-11,2.866e-3
248.579,2.267e-3,6.468e-9,1.033e-11,2.267e-3
248.584,1.653e-3,6.461e-9,1.029e-11,1.653e-3
248.589,1.112e-3,6.455e-9,1.026e-11,1.112e-3
248.594,6.898e-4,6.448e-9,1.023e-11,6.898e-4
248.599,3.946e-4,6.441e-9,1.019e-11,3.946e-4
248.604,2.082e-4,6.435e-9,1.016e-11,2.082e-4
248.609,1.013e-4,6.428e-9,1.012e-11,1.013e-4
248.614,4.548e-5,6.421e-9,1.009e-11,4.548e-5
248.619,1.882e-5,6.415e-9,1.006e-11,1.882e-5
248.624,7.185e-6,6.408e-9,1.002e-11,7.185e-6
248.629,2.530e-6,6.401e-9,9.990e-12,2.530e-6
248.633,1.035e-6,6.396e-9,9.963e-12,1.035e-6
248.638,3.150e-7,6.389e-9,9.930e-12,3.150e-7
248.643,8.842e-8,6.383e-9,9.896e-12,8.842e-8
248.648,2.289e-8,6.376e-9,9.862e-12,2.289e-8
248.653,5.464e-9,6.369e-9,9.829e-12,5.464e-9
248.658,1.203e-9,6.362e-9,9.795e-12,1.203e-9
248.663,2.443e-10,6.356e-9,9.762e-12,2.443e-10
248.668,4.575e-11,6.349e-9,9.728e-12,4.575e-11
248.673,7.901e-12,6.342e-9,9.694e-12,7.901e-12
248.678,1.258e-12,6.336e-9,9.661e-12,1.258e-12
248.683,1.849e-13,6.329e-9,9.627e-12,1.849e-13
248.688,2.505e-14,6.322e-9,9.594e-12,2.505e-14
248.693,3.130e-15,6.316e-9,9.560e-12,3.130e-15
248.698,3.606e-16,6.309e-9,9.526e-12,3.606e-16
248.703,3.833e-17,6.302e-9,9.493e-12,3.833e-17
248.708,3.757e-18,6.296e-9,9.459e-12,3.757e-18
248.713,3.396e-19,6.289e-9,9.426e-12,3.396e-19
248.718,2.831e-20,6.282e-9,9.392e-12,2.831e-20
249.932,1.232e-12,4.663e-9,1.232e-12,2.460e-20
249.937,1.603e-11,4.656e-9,1.603e-11,2.459e-20
249.942,1.926e-10,4.650e-9,1.926e-10,2.457e-20
249.947,2.137e-9,4.643e-9,2.137e-9,2.456e-20
249.952,2.188e-8,4.636e-9,2.188e-8,2.454e-20
249.957,2.068e-7,4.630e-9,2.068e-7,2.453e-20
249.962,1.805e-6,4.623e-9,1.805e-6,2.451e-20
249.967,1.454e-5,4.616e-9,1.454e-5,2.450e-20
249.972,1.081e-4,4.610e-9,1.081e-4,2.448e-20
249.977,7.424e-4,4.603e-9,7.424e-4,2.447e-20
249.982,4.706e-3,4.596e-9,4.706e-3,2.445e-20
249.987,2.753e-2,4.590e-9,2.753e-2,2.444e-20
249.992,1.487e-1,4.583e-9,1.487e-1,2.442e-20
249.997,7.417e-1,4.576e-9,7.417e-1,2.441e-20
250.002,3.414e+0,4.570e-9,3.414e+0,2.439e-20
250.007,1.451e+1,4.563e-9,1.451e+1,2.438e-20
250.012,5.693e+1,4.556e-9,5.693e+1,2.436e-20
250.017,2.062e+2,4.550e-9,2.062e+2,2.434e-20
250.022,6.895e+2,4.543e-9,6.895e+2,2.433e-20
250.027,2.128e+3,4.536e-9,2.128e+3,2.431e-20
250.032,6.065e+3,4.530e-9,6.065e+3,2.430e-20
250.037,1.596e+4,4.523e-9,1.596e+4,2.428e-20
250.042,3.875e+4,4.516e-9,3.875e+4,2.427e-20
250.047,8.688e+4,4.510e-9,8.688e+4,2.425e-20
250.052,1.798e+5,4.503e-9,1.798e+5,2.424e-20
250.057,3.436e+5,4.496e-9,3.436e+5,2.422e-20
250.062,6.061e+5,4.490e-9,6.061e+5,2.421e-20
250.066,9.011e+5,4.484e-9,9.011e+5,2.420e-20
250.071,1.376e+6,4.478e-9,1.376e+6,2.418e-20
250.076,1.941e+6,4.471e-9,1.941e+6,2.416e-20
250.081,2.527e+6,4.464e-9,2.527e+6,2.415e-20
250.086,3.037e+6,4.458e-9,3.037e+6,2.413e-20
250.091,3.370e+6,4.451e-9,3.370e+6,2.412e-20
250.096,3.452e+6,4.444e-9,3.452e+6,2.410e-20
250.101,3.264e+6,4.438e-9,3.264e+6,2.409e-20
250.106,2.849e+6,4.431e-9,2.849e+6,2.407e-20
250.111,2.296e+6,4.424e-9,2.296e+6,2.406e-20
250.116,1.708e+6,4.418e-9,1.708e+6,2.404e-20
250.121,1.173e+6,4.411e-9,1.173e+6,2.403e-20
250.126,7.448e+5,4.404e-9,7.448e+5,2.401e-20
250.131,4.384e+5,4.398e-9,4.384e+5,2.400e-20
250.136,2.439e+5,4.391e-9,2.439e+5,2.398e-20
250.141,1.402e+5,4.384e-9,1.402e+5,2.397e-20
250.146,1.095e+5,4.378e-9,1.095e+5,2.395e-20
250.151,1.473e+5,4.371e-9,1.473e+5,2.394e-20
250.156,2.662e+5,4.364e-9,2.662e+5,2.392e-20
250.161,4.944e+5,4.358e-9,4.944e+5,2.391e-20
250.166,8.670e+5,4.351e-9,8.670e+5,2.389e-20
250.171,1.410e+6,4.344e-9,1.410e+6,2.387e-20
250.176,2.118e+6,4.338e-9,2.118e+6,2.386e-20
250.181,2.939e+6,4.331e-9,2.939e+6,2.384e-20
250.186,3.765e+6,4.324e-9,3.765e+6,2.383e-20
250.191,4.452e+6,4.318e-9,4.452e+6,2.381e-20
250.196,4.861e+6,4.311e-9,4.861e+6,2.380e-20
250.201,4.900e+6,4.304e-9,4.900e+6,2.378e-20
250.206,4.560e+6,4.298e-9,4.560e+6,2.377e-20
250.211,3.918e+6,4.291e-9,3.918e+6,2.375e-20
250.216,3.108e+6,4.284e-9,3.108e+6,2.374e-20
250.221,2.276e+6,4.278e-9,2.276e+6,2.372e-20
250.226,1.539e+6,4.271e-9,1.539e+6,2.371e-20
250.231,9.607e+5,4.264e-9,9.607e+5,2.369e-20
250.236,5.537e+5,4.258e-9,5.537e+5,2.368e-20
250.241,2.946e+5,4.251e-9,2.946e+5,2.366e-20
250.246,1.447e+5,4.244e-9,1.447e+5,2.365e-20
250.251,6.569e+4,4.238e-9,6.569e+4,2.363e-20
250.256,2.770e+4,4.231e-9,2.770e+4,2.362e-20
250.261,1.132e+4,4.224e-9,1.132e+4,2.360e-20
250.266,5.780e+3,4.217e-9,5.780e+3,2.358e-20
250.271,6.474e+3,4.211e-9,6.474e+3,2.357e-20
250.276,1.305e+4,4.204e-9,1.305e+4,2.355e-20
250.281,2.847e+4,4.197e-9,2.847e+4,2.354e-20
250.286,5.865e+4,4.191e-9,5.865e+4,2.352e-20
250.291,1.119e+5,4.184e-9,1.119e+5,2.351e-20
250.296,1.972e+5,4.177e-9,1.972e+5,2.349e-20
250.301,3.208e+5,4.171e-9,3.208e+5,2.348e-20
250.306,4.818e+5,4.164e-9,4.818e+5,2.346e-20
250.311,6.683e+5,4.157e-9,6.683e+5,2.345e-20
250.316,8.559e+5,4.151e-9,8.559e+5,2.343e-20
250.321,1.012e+6,4.144e-9,1.012e+6,2.342e-20
250.326,1.105e+6,4.137e-9,1.105e+6,2.340e-20
250.331,1.114e+6,4.131e-9,1.114e+6,2.339e-20
250.336,1.037e+6,4.124e-9,1.037e+6,2.337e-20
250.341,8.907e+5,4.117e-9,8.907e+5,2.336e-20
250.346,7.068e+5,4.111e-9,7.068e+5,2.334e-20
250.351,5.179e+5,4.104e-9,5.179e+5,2.333e-20
250.356,3.510e+5,4.097e-9,3.510e+5,2.331e-20
250.361,2.213e+5,4.091e-9,2.213e+5,2.329e-20
250.366,1.339e+5,4.084e-9,1.339e+5,2.328e-20
250.371,8.905e+4,4.077e-9,8.905e+4,2.326e-20
250.376,8.957e+4,4.071e-9,8.957e+4,2.325e-20
250.381,1.499e+5,4.064e-9,1.499e+5,2.323e-20
250.386,3.032e+5,4.057e-9,3.032e+5,2.322e-20
250.391,6.062e+5,4.051e-9,6.062e+5,2.320e-20
250.396,1.134e+6,4.044e-9,1.134e+6,2.319e-20
250.401,1.965e+6,4.037e-9,1.965e+6,2.317e-20
250.406,3.145e+6,4.031e-9,3.145e+6,2.316e-20
250.411,4.647e+6,4.024e-9,4.647e+6,2.314e-20
250.416,6.342e+6,4.017e-9,6.342e+6,2.313e-20
250.421,7.992e+6,4.011e-9,7.992e+6,2.311e-20
250.426,9.299e+6,4.004e-9,9.299e+6,2.310e-20
250.431,9.991e+6,3.997e-9,9.991e+6,2.308e-20
250.436,9.912e+6,3.991e-9,9.912e+6,2.307e-20
250.441,9.082e+6,3.984e-9,9.082e+6,2.305e-20
250.446,7.689e+6,3.977e-9,7.689e+6,2.304e-20
250.451,6.024e+6,3.971e-9,6.024e+6,2.302e-20
250.456,4.388e+6,3.964e-9,4.388e+6,2.300e-20
250.461,3.020e+6,3.957e-9,3.020e+6,2.299e-20
250.466,2.060e+6,3.951e-9,2.060e+6,2.297e-20
250.471,1.556e+6,3.944e-9,1.556e+6,2.296e-20
250.476,1.496e+6,3.937e-9,1.496e+6,2.294e-20
250.481,1.830e+6,3.931e-9,1.830e+6,2.293e-20
250.486,2.478e+6,3.924e-9,2.478e+6,2.291e-20
250.491,3.325e+6,3.917e-9,3.325e+6,2.290e-20
250.496,4.214e+6,3.911e-9,4.214e+6,2.288e-20
250.501,4.967e+6,3.904e-9,4.967e+6,2.287e-20
250.506,5.417e+6,3.897e-9,5.417e+6,2.285e-20
250.511,5.459e+6,3.891e-9,5.459e+6,2.284e-20
250.516,5.080e+6,3.884e-9,5.080e+6,2.282e-20
250.521,4.367e+6,3.877e-9,4.367e+6,2.281e-20
250.526,3.466e+6,3.871e-9,3.466e+6,2.279e-20
250.531,2.540e+6,5.056e-8,2.540e+6,2.278e-20
250.536,1.719e+6,6.100e-7,1.719e+6,2.276e-20
250.541,1.074e+6,6.796e-6,1.074e+6,2.275e-20
250.546,6.200e+5,6.993e-5,6.200e+5,2.273e-20
250.551,3.304e+5,6.645e-4,3.304e+5,2.271e-20
250.556,1.626e+5,5.832e-3,1.626e+5,2.270e-20
250.561,7.387e+4,4.726e-2,7.387e+4,2.268e-20
250.566,3.100e+4,3.538e-1,3.100e+4,2.267e-20
250.571,1.201e+4,2.445e+0,1.201e+4,2.265e-20
250.576,4.313e+3,1.561e+1,4.297e+3,2.264e-20
250.581,1.512e+3,9.203e+1,1.420e+3,2.262e-20
250.586,9.342e+2,5.011e+2,4.331e+2,2.261e-20
250.591,2.642e+3,2.520e+3,1.220e+2,2.259e-20
250.596,1.173e+4,1.170e+4,3.174e+1,2.258e-20
250.601,5.019e+4,5.018e+4,7.626e+0,2.256e-20
250.606,1.987e+5,1.987e+5,1.692e+0,2.255e-20
250.611,7.269e+5,7.269e+5,3.465e-1,2.253e-20
250.616,2.455e+6,2.455e+6,6.554e-2,2.252e-20
250.621,7.660e+6,7.660e+6,1.145e-2,2.250e-20
250.626,2.207e+7,2.207e+7,1.846e-3,2.249e-20
250.631,5.872e+7,5.872e+7,2.750e-4,2.247e-20
250.636,1.443e+8,1.443e+8,3.782e-5,2.246e-20
250.641,3.274e+8,3.274e+8,4.803e-6,2.244e-20
250.646,6.862e+8,6.862e+8,5.632e-7,2.242e-20
250.651,1.328e+9,1.328e+9,6.099e-8,2.241e-20
250.656,2.374e+9,2.374e+9,6.099e-9,2.239e-20
250.661,3.919e+9,3.919e+9,5.632e-10,2.238e-20
250.666,5.974e+9,5.974e+9,4.802e-11,2.236e-20
250.671,8.412e+9,8.412e+9,3.781e-12,2.235e-20
250.676,1.094e+10,1.094e+10,3.780e-12,2.233e-20
250.681,1.313e+10,1.313e+10,3.779e-12,2.232e-20
250.686,1.456e+10,1.456e+10,3.778e-12,2.230e-20
250.691,1.492e+10,1.492e+10,3.776e-12,2.229e-20
250.696,1.411e+10,1.411e+10,3.775e-12,2.227e-20
250.701,1.232e+10,1.232e+10,3.774e-12,2.226e-20
250.706,9.941e+9,9.941e+9,3.773e-12,2.224e-20
250.711,7.406e+9,7.406e+9,3.772e-12,2.223e-20
250.716,5.096e+9,5.096e+9,3.770e-12,2.221e-20
250.721,3.238e+9,3.238e+9,3.769e-12,2.220e-20
250.726,1.900e+9,1.900e+9,3.768e-12,2.218e-20
250.731,1.030e+9,1.030e+9,3.767e-12,2.217e-20
250.736,5.153e+8,5.153e+8,3.766e-12,2.215e-20
250.741,2.382e+8,2.382e+8,3.764e-12,2.213e-20
250.746,1.017e+8,1.017e+8,3.763e-12,2.212e-20
250.751,4.008e+7,4.008e+7,3.762e-12,2.210e-20
250.756,1.459e+7,1.459e+7,3.761e-12,2.209e-20
250.761,4.906e+6,4.906e+6,3.760e-12,2.207e-20
250.766,1.523e+6,1.523e+6,3.758e-12,2.206e-20
250.771,4.369e+5,4.369e+5,3.757e-12,2.204e-20
250.776,1.157e+5,1.157e+5,3.756e-12,2.203e-20
250.781,2.830e+4,2.830e+4,3.755e-12,2.201e-20
250.785,8.661e+3,8.661e+3,3.754e-12,2.200e-20
250.790,1.836e+3,1.836e+3,3.753e-12,2.199e-20
250.795,3.593e+2,3.593e+2,3.752e-12,2.197e-20
250.800,6.495e+1,6.495e+1,3.750e-12,2.195e-20
250.805,1.084e+1,1.084e+1,3.749e-12,2.194e-20
250.810,1.672e+0,1.672e+0,3.748e-12,2.192e-20
250.815,2.380e-1,2.380e-1,3.747e-12,2.191e-20
250.820,3.130e-2,3.130e-2,3.746e-12,2.189e-20
250.825,3.801e-3,3.801e-3,3.744e-12,2.188e-20
250.830,4.263e-4,4.263e-4,3.743e-12,2.186e-20
250.835,4.415e-5,4.415e-5,3.742e-12,2.185e-20
250.840,4.223e-6,4.223e-6,3.741e-12,2.183e-20
250.845,3.731e-7,3.731e-7,3.740e-12,2.182e-20
250.850,3.044e-8,3.044e-8,3.738e-12,2.180e-20
251.270,1.153e-8,1.153e-8,3.638e-12,2.052e-20
251.275,1.438e-7,1.438e-7,3.637e-12,2.051e-20
251.280,1.656e-6,1.656e-6,3.636e-12,2.049e-20
251.285,1.762e-5,1.762e-5,3.635e-12,2.047e-20
251.290,1.733e-4,1.733e-4,3.633e-12,2.046e-20
251.295,1.574e-3,1.574e-3,3.632e-12,2.044e-20
251.300,1.322e-2,1.322e-2,3.631e-12,2.043e-20
251.305,1.025e-1,1.025e-1,3.630e-12,2.041e-20
251.310,7.346e-1,7.346e-1,3.629e-12,2.040e-20
251.315,4.864e+0,4.864e+0,3.628e-12,2.038e-20
251.320,2.976e+1,2.976e+1,3.626e-12,2.037e-20
251.325,1.682e+2,1.682e+2,3.625e-12,2.035e-20
251.330,8.785e+2,8.785e+2,3.624e-12,2.034e-20
251.335,4.239e+3,4.239e+3,3.623e-12,2.032e-20
251.340,1.890e+4,1.890e+4,3.622e-12,2.031e-20
251.345,7.786e+4,7.786e+4,3.620e-12,2.029e-20
251.350,2.964e+5,2.964e+5,3.619e-12,2.028e-20
251.355,1.042e+6,1.042e+6,3.618e-12,2.026e-20
251.360,3.387e+6,3.387e+6,3.617e-12,2.025e-20
251.365,1.017e+7,1.017e+7,3.616e-12,2.023e-20
251.370,2.820e+7,2.820e+7,3.614e-12,2.022e-20
251.375,7.229e+7,7.229e+7,3.613e-12,2.020e-20
251.380,1.712e+8,1.712e+8,3.612e-12,2.018e-20
251.385,3.746e+8,3.746e+8,3.611e-12,2.017e-20
251.390,7.573e+8,7.573e+8,3.610e-12,2.015e-20
251.395,1.414e+9,1.414e+9,3.608e-12,2.014e-20
251.400,2.441e+9,2.441e+9,3.607e-12,2.012e-20
251.405,3.893e+9,3.893e+9,3.606e-12,2.011e-20
251.410,5.736e+9,5.736e+9,3.605e-12,2.009e-20
251.415,7.808e+9,7.808e+9,3.604e-12,2.008e-20
251.420,9.821e+9,9.821e+9,3.602e-12,2.006e-20
251.425,1.141e+10,1.141e+10,3.601e-12,2.005e-20
251.430,1.226e+10,1.226e+10,3.600e-12,2.003e-20
251.435,1.216e+10,1.216e+10,3.599e-12,2.002e-20
251.440,1.115e+10,1.115e+10,3.598e-12,2.000e-20
251.445,9.440e+9,9.440e+9,3.597e-12,1.999e-20
251.450,7.387e+9,7.387e+9,3.595e-12,1.997e-20
251.455,5.341e+9,5.341e+9,3.594e-12,1.996e-20
251.460,3.568e+9,3.568e+9,3.593e-12,1.994e-20
251.465,2.203e+9,2.203e+9,3.592e-12,1.993e-20
251.470,1.256e+9,1.256e+9,3.591e-12,1.991e-20
251.475,6.620e+8,6.620e+8,3.589e-12,1.989e-20
251.480,3.223e+8,3.223e+8,3.588e-12,1.988e-20
251.485,1.450e+8,1.450e+8,3.587e-12,1.986e-20
251.490,6.027e+7,6.027e+7,3.586e-12,1.985e-20
251.495,2.314e+7,2.314e+7,3.585e-12,1.983e-20
251.500,8.213e+6,8.213e+6,3.583e-12,1.982e-20
251.504,3.387e+6,3.387e+6,3.582e-12,1.981e-20
251.509,1.046e+6,1.046e+6,3.581e-12,1.979e-20
251.514,3.123e+5,3.123e+5,3.580e-12,1.978e-20
251.519,1.490e+5,1.490e+5,3.579e-12,1.976e-20
251.524,3.114e+5,3.114e+5,3.578e-12,1.975e-20
251.529,1.115e+6,1.115e+6,3.577e-12,1.973e-20
251.534,3.902e+6,3.902e+6,3.575e-12,1.971e-20
251.539,1.265e+7,1.265e+7,3.574e-12,1.970e-20
251.544,3.793e+7,3.793e+7,3.573e-12,1.968e-20
251.549,1.051e+8,1.051e+8,3.572e-12,1.967e-20
251.554,2.689e+8,2.689e+8,3.571e-12,1.965e-20
251.559,6.361e+8,6.361e+8,3.569e-12,1.964e-20
251.564,1.390e+9,1.390e+9,3.568e-12,1.962e-20
251.569,2.808e+9,2.808e+9,3.567e-12,1.961e-20
251.574,5.240e+9,5.240e+9,3.566e-12,1.959e-20
251.579,9.037e+9,9.037e+9,3.565e-12,1.958e-20
