Wavelength (nm),Sum(calc),Si I (1.1e-1),Si II (8.9e-1),Si III (7.3e-4)
545.400,7.746e-10,,2.138e-12,7.746e-10
545.405,3.866e-10,,2.135e-12,3.866e-10
545.410,1.898e-10,,2.133e-12,1.898e-10
545.415,9.159e-11,,2.130e-12,9.159e-11
545.420,4.347e-11,,2.128e-12,4.347e-11
545.425,2.029e-11,,2.126e-12,2.029e-11
545.430,9.310e-12,,2.123e-12,9.310e-12
545.435,4.201e-12,,2.121e-12,4.201e-12
545.440,1.864e-12,,2.118e-12,1.864e-12
545.445,8.134e-13,,2.116e-12,8.134e-13
545.450,3.490e-13,,2.113e-12,3.490e-13
545.455,1.473e-13,,2.111e-12,1.473e-13
545.460,6.109e-14,,2.108e-12,6.109e-14
545.465,2.492e-14,,2.106e-12,2.492e-14
545.470,9.998e-15,,2.104e-12,9.998e-15
545.475,3.944e-15,,2.101e-12,3.944e-15
545.480,1.530e-15,,2.099e-12,1.530e-15
545.485,5.834e-16,,2.096e-12,5.834e-16
545.490,2.188e-16,,2.094e-12,2.188e-16
545.495,8.069e-17,,2.091e-12,8.069e-17
545.500,2.926e-17,,2.089e-12,2.926e-17
545.505,1.044e-17,,2.086e-12,1.044e-17
545.510,3.659e-18,,2.084e-12,3.659e-18
545.515,1.262e-18,,2.082e-12,1.262e-18
545.520,4.277e-19,,2.079e-12,4.277e-19
545.525,1.426e-19,,2.077e-12,1.426e-19
545.530,4.675e-20,,2.074e-12,4.675e-20
545.535,1.507e-20,,2.072e-12,1.507e-20
545.874,1.906e-12,,1.906e-12,2.356e-20
545.879,5.928e-12,,5.928e-12,2.369e-20
545.884,1.813e-11,,1.813e-11,2.381e-20
545.889,5.452e-11,,5.452e-11,2.394e-20
545.894,1.612e-10,,1.612e-10,2.406e-20
545.899,4.689e-10,,4.689e-10,2.419e-20
545.904,1.341e-9,,1.341e-9,2.432e-20
545.909,3.771e-9,,3.771e-9,2.444e-20
545.914,1.043e-8,,1.043e-8,2.457e-20
545.919,2.836e-8,,2.836e-8,2.469e-20
545.924,7.586e-8,,7.586e-8,2.482e-20
545.929,1.995e-7,,1.995e-7,2.494e-20
545.934,5.160e-7,,5.160e-7,2.507e-20
545.939,1.312e-6,,1.312e-6,2.519e-20
545.944,3.282e-6,,3.282e-6,2.532e-20
545.949,8.072e-6,,8.072e-6,2.544e-20
545.954,1.952e-5,,1.952e-5,2.557e-20
545.959,4.644e-5,,4.644e-5,2.569e-20
545.964,1.086e-4,,1.086e-4,2.582e-20
545.969,2.498e-4,,2.498e-4,2.594e-20
545.974,5.650e-4,,5.650e-4,2.607e-20
545.979,1.257e-3,,1.257e-3,2.619e-20
545.984,2.749e-3,,2.749e-3,2.632e-20
545.989,5.912e-3,,5.912e-3,2.645e-20
545.994,1.250e-2,,1.250e-2,2.657e-20
545.999,2.601e-2,,2.601e-2,2.670e-20
546.004,5.320e-2,,5.320e-2,2.682e-20
546.009,1.070e-1,,1.070e-1,2.695e-20
546.014,2.117e-1,,2.117e-1,2.707e-20
546.019,4.117e-1,,4.117e-1,2.720e-20
546.024,7.875e-1,,7.875e-1,2.732e-20
546.029,1.481e+0,,1.481e+0,2.745e-20
546.034,2.740e+0,,2.740e+0,2.757e-20
546.039,4.984e+0,,4.984e+0,2.770e-20
546.044,8.916e+0,,8.916e+0,2.782e-20
546.049,1.568e+1,,1.568e+1,2.795e-20
546.054,2.713e+1,,2.713e+1,2.807e-20
546.059,4.615e+1,,4.615e+1,2.820e-20
546.064,7.720e+1,,7.720e+1,2.832e-20
546.069,1.270e+2,,1.270e+2,2.845e-20
546.074,2.054e+2,,2.054e+2,2.857e-20
546.079,3.268e+2,,3.268e+2,2.870e-20
546.084,5.112e+2,,5.112e+2,2.883e-20
546.089,7.864e+2,,7.864e+2,2.895e-20
546.094,1.190e+3,,1.190e+3,2.908e-20
546.099,1.770e+3,,1.770e+3,2.920e-20
546.104,2.589e+3,,2.589e+3,2.933e-20
546.109,3.724e+3,,3.724e+3,2.945e-20
546.114,5.269e+3,,5.269e+3,2.958e-20
546.119,7.330e+3,,7.330e+3,2.970e-20
546.124,1.003e+4,,1.003e+4,2.983e-20
546.129,1.349e+4,,1.349e+4,2.995e-20
546.134,1.785e+4,,1.785e+4,3.008e-20
546.139,2.322e+4,,2.322e+4,3.020e-20
546.144,2.971e+4,,2.971e+4,3.033e-20
546.149,3.737e+4,,3.737e+4,3.045e-20
546.154,4.624e+4,,4.624e+4,3.058e-20
546.159,5.625e+4,,5.625e+4,3.070e-20
546.164,6.730e+4,,6.730e+4,3.083e-20
546.169,7.918e+4,,7.918e+4,3.096e-20
546.174,9.161e+4,,9.161e+4,3.108e-20
546.179,1.042e+5,,1.042e+5,3.121e-20
546.184,1.166e+5,,1.166e+5,3.133e-20
546.189,1.283e+5,,1.283e+5,3.146e-20
546.194,1.388e+5,,1.388e+5,3.158e-20
546.199,1.477e+5,,1.477e+5,3.171e-20
546.204,1.545e+5,,1.545e+5,3.183e-20
546.209,1.590e+5,,1.590e+5,3.196e-20
546.214,1.609e+5,,1.609e+5,3.208e-20
546.219,1.601e+5,,1.601e+5,3.221e-20
546.224,1.566e+5,,1.566e+5,3.233e-20
546.229,1.507e+5,,1.507e+5,3.246e-20
546.234,1.426e+5,,1.426e+5,3.258e-20
546.239,1.327e+5,,1.327e+5,3.271e-20
546.244,1.214e+5,,1.214e+5,3.283e-20
546.249,1.092e+5,,1.092e+5,3.296e-20
546.254,9.665e+4,,9.665e+4,3.308e-20
546.259,8.410e+4,,8.410e+4,3.321e-20
546.264,7.197e+4,,7.197e+4,3.334e-20
546.269,6.056e+4,,6.056e+4,3.346e-20
546.274,5.011e+4,,5.011e+4,3.359e-20
546.279,4.077e+4,,4.077e+4,3.371e-20
546.284,3.263e+4,,3.263e+4,3.384e-20
546.289,2.567e+4,,2.567e+4,3.396e-20
546.294,1.987e+4,,1.987e+4,3.409e-20
546.299,1.512e+4,,1.512e+4,3.421e-20
546.304,1.131e+4,,1.131e+4,3.434e-20
546.309,8.325e+3,,8.325e+3,3.446e-20
546.314,6.025e+3,,6.025e+3,3.459e-20
546.319,4.287e+3,,4.287e+3,3.471e-20
546.324,3.000e+3,,3.000e+3,3.484e-20
546.329,2.065e+3,,2.065e+3,3.496e-20
546.334,1.397e+3,,1.397e+3,3.509e-20
546.339,9.299e+2,,9.299e+2,3.521e-20
546.344,6.085e+2,,6.085e+2,3.534e-20
546.349,3.916e+2,,3.916e+2,3.546e-20
546.354,2.478e+2,,2.478e+2,3.559e-20
546.359,1.542e+2,,1.542e+2,3.572e-20
546.364,9.439e+1,,9.439e+1,3.584e-20
546.369,5.681e+1,,5.681e+1,3.597e-20
546.374,3.362e+1,,3.362e+1,3.609e-20
546.379,1.957e+1,,1.957e+1,3.622e-20
546.384,1.120e+1,,1.120e+1,3.634e-20
546.389,6.303e+0,,6.303e+0,3.647e-20
546.394,3.489e+0,,3.489e+0,3.659e-20
546.399,1.900e+0,,1.900e+0,3.672e-20
546.404,1.020e+0,,1.020e+0,3.684e-20
546.409,5.442e-1,,5.442e-1,3.697e-20
546.414,2.976e-1,,2.976e-1,3.709e-20
546.418,2.000e-1,,2.000e-1,3.719e-20
546.423,1.631e-1,,1.631e-1,3.732e-20
546.428,2.117e-1,,2.117e-1,3.744e-20
546.433,3.725e-1,,3.725e-1,3.757e-20
546.438,7.237e-1,,7.237e-1,3.769e-20
546.443,1.426e+0,,1.426e+0,3.782e-20
546.448,2.784e+0,,2.784e+0,3.795e-20
546.453,5.354e+0,,5.354e+0,3.807e-20
546.458,1.013e+1,,1.013e+1,3.820e-20
546.463,1.886e+1,,1.886e+1,3.832e-20
546.468,3.452e+1,,3.452e+1,3.845e-20
546.473,6.215e+1,,6.215e+1,3.857e-20
546.478,1.101e+2,,1.101e+2,3.870e-20
546.483,1.917e+2,,1.917e+2,3.882e-20
546.488,3.283e+2,,3.283e+2,3.895e-20
546.493,5.531e+2,,5.531e+2,3.907e-20
546.498,9.166e+2,,9.166e+2,3.920e-20
546.503,1.494e+3,,1.494e+3,3.932e-20
546.508,2.395e+3,,2.395e+3,3.945e-20
546.513,3.778e+3,,3.778e+3,3.957e-20
546.518,5.862e+3,,5.862e+3,3.970e-20
546.523,8.947e+3,,8.947e+3,3.982e-20
546.528,1.344e+4,,1.344e+4,3.995e-20
546.533,1.985e+4,,1.985e+4,4.008e-20
546.538,2.886e+4,,2.886e+4,4.020e-20
546.543,4.130e+4,,4.130e+4,4.033e-20
546.548,5.815e+4,,5.815e+4,4.045e-20
546.553,8.059e+4,,8.059e+4,4.058e-20
546.558,1.099e+5,,1.099e+5,4.070e-20
546.563,1.477e+5,,1.477e+5,4.083e-20
546.568,1.953e+5,,1.953e+5,4.095e-20
546.573,2.543e+5,,2.543e+5,4.108e-20
546.578,3.263e+5,,3.263e+5,4.120e-20
546.583,4.124e+5,,4.124e+5,4.133e-20
546.588,5.137e+5,,5.137e+5,4.145e-20
546.593,6.306e+5,,6.306e+5,4.158e-20
546.598,7.633e+5,,7.633e+5,4.170e-20
546.603,9.111e+5,,9.111e+5,4.183e-20
546.608,1.073e+6,,1.073e+6,4.195e-20
546.613,1.246e+6,,1.246e+6,4.208e-20
546.618,1.429e+6,,1.429e+6,4.220e-20
546.623,1.618e+6,,1.618e+6,4.233e-20
546.628,1.809e+6,,1.809e+6,4.246e-20
546.633,1.998e+6,,1.998e+6,4.258e-20
546.638,2.180e+6,,2.180e+6,4.271e-20
546.643,2.351e+6,,2.351e+6,4.283e-20
546.648,2.505e+6,,2.505e+6,4.296e-20
546.653,2.639e+6,,2.639e+6,4.308e-20
546.658,2.748e+6,,2.748e+6,4.321e-20
546.663,2.829e+6,,2.829e+6,4.333e-20
546.668,2.878e+6,,2.878e+6,4.346e-20
546.673,2.894e+6,,2.894e+6,4.358e-20
546.678,2.876e+6,,2.876e+6,4.371e-20
546.683,2.823e+6,,2.823e+6,4.383e-20
546.688,2.738e+6,,2.738e+6,4.396e-20
546.693,2.622e+6,,2.622e+6,4.408e-20
546.698,2.479e+6,,2.479e+6,4.421e-20
546.703,2.313e+6,,2.313e+6,4.433e-20
546.708,2.130e+6,,2.130e+6,4.446e-20
546.713,1.934e+6,,1.934e+6,4.458e-20
546.718,1.732e+6,,1.732e+6,4.471e-20
546.723,1.530e+6,,1.530e+6,4.484e-20
546.728,1.331e+6,,1.331e+6,4.496e-20
546.733,1.142e+6,,1.142e+6,4.509e-20
546.738,9.646e+5,,9.646e+5,4.521e-20
546.743,8.027e+5,,8.027e+5,4.534e-20
546.748,6.579e+5,,6.579e+5,4.546e-20
546.753,5.309e+5,,5.309e+5,4.559e-20
546.758,4.217e+5,,4.217e+5,4.571e-20
546.763,3.298e+5,,3.298e+5,4.584e-20
546.768,2.539e+5,,2.539e+5,4.596e-20
546.773,1.923e+5,,1.923e+5,4.609e-20
546.778,1.434e+5,,1.434e+5,4.621e-20
546.783,1.052e+5,,1.052e+5,4.634e-20
546.788,7.595e+4,,7.595e+4,4.646e-20
546.793,5.400e+4,,5.400e+4,4.659e-20
546.798,3.784e+4,,3.784e+4,4.671e-20
546.803,2.620e+4,,2.620e+4,4.684e-20
546.808,1.802e+4,,1.802e+4,4.697e-20
546.813,1.247e+4,,1.247e+4,4.709e-20
546.818,8.913e+3,,8.913e+3,4.722e-20
546.823,6.879e+3,,6.879e+3,4.734e-20
546.828,6.062e+3,,6.062e+3,4.747e-20
546.833,6.278e+3,,6.278e+3,4.759e-20
546.838,7.455e+3,,7.455e+3,4.772e-20
546.843,9.611e+3,,9.611e+3,4.784e-20
546.848,1.283e+4,,1.283e+4,4.797e-20
546.853,1.727e+4,,1.727e+4,4.809e-20
546.858,2.311e+4,,2.311e+4,4.822e-20
546.863,3.054e+4,,3.054e+4,4.834e-20
546.868,3.978e+4,,3.978e+4,4.847e-20
546.873,5.100e+4,,5.100e+4,4.859e-20
546.878,6.431e+4,,6.431e+4,4.872e-20
546.883,7.978e+4,,7.978e+4,4.884e-20
546.888,9.733e+4,,9.733e+4,4.897e-20
546.893,1.168e+5,,1.168e+5,4.909e-20
546.898,1.378e+5,,1.378e+5,4.922e-20
546.903,1.599e+5,,1.599e+5,4.935e-20
546.908,1.825e+5,,1.825e+5,4.947e-20
546.913,2.048e+5,,2.048e+5,4.960e-20
546.918,2.260e+5,,2.260e+5,4.972e-20
546.923,2.453e+5,,2.453e+5,4.985e-20
546.928,2.618e+5,,2.618e+5,4.997e-20
546.933,2.748e+5,,2.748e+5,5.010e-20
546.938,2.837e+5,,2.837e+5,5.022e-20
546.943,2.880e+5,,2.880e+5,5.035e-20
546.948,2.875e+5,,2.875e+5,5.047e-20
546.953,2.822e+5,,2.822e+5,5.060e-20
546.958,2.725e+5,,2.725e+5,5.072e-20
546.963,2.588e+5,,2.588e+5,5.085e-20
546.968,2.416e+5,,2.416e+5,1.574e-19
546.973,2.219e+5,,2.219e+5,4.793e-19
546.978,2.004e+5,,2.004e+5,1.435e-18
546.983,1.779e+5,,1.779e+5,4.226e-18
546.988,1.554e+5,,1.554e+5,1.224e-17
546.993,1.335e+5,,1.335e+5,3.485e-17
546.998,1.128e+5,,1.128e+5,9.761e-17
547.003,9.366e+4,,9.366e+4,2.689e-16
547.008,7.651e+4,,7.651e+4,7.283e-16
547.013,6.146e+4,,6.146e+4,1.940e-15
547.018,4.856e+4,,4.856e+4,5.083e-15
547.023,3.773e+4,,3.773e+4,1.310e-14
547.028,2.883e+4,,2.883e+4,3.319e-14
547.033,2.166e+4,,2.166e+4,8.270e-14
547.038,1.601e+4,,1.601e+4,2.027e-13
547.043,1.163e+4,,1.163e+4,4.884e-13
547.048,8.313e+3,,8.313e+3,1.158e-12
547.053,5.842e+3,,5.842e+3,2.699e-12
547.058,4.038e+3,,4.038e+3,6.186e-12
547.063,2.745e+3,,2.745e+3,1.395e-11
547.068,1.835e+3,,1.835e+3,3.092e-11
547.073,1.206e+3,,1.206e+3,6.742e-11
547.078,7.796e+2,,7.796e+2,1.446e-10
547.083,4.957e+2,,4.957e+2,3.049e-10
547.088,3.099e+2,,3.099e+2,6.323e-10
547.093,1.905e+2,,1.905e+2,1.290e-9
547.098,1.152e+2,,1.152e+2,2.587e-9
547.103,6.851e+1,,6.851e+1,5.103e-9
547.108,4.006e+1,,4.006e+1,9.900e-9
547.113,2.304e+1,,2.304e+1,1.889e-8
547.118,1.303e+1,,1.303e+1,3.544e-8
547.123,7.247e+0,,7.247e+0,6.539e-8
547.128,3.964e+0,,3.964e+0,1.187e-7
547.133,2.132e+0,,2.132e+0,2.118e-7
547.137,1.283e+0,,1.283e+0,3.326e-7
547.142,6.695e-1,,6.695e-1,5.760e-7
547.147,3.437e-1,,3.437e-1,9.810e-7
547.152,1.735e-1,,1.735e-1,1.643e-6
547.157,8.612e-2,,8.612e-2,2.707e-6
547.162,4.205e-2,,4.204e-2,4.385e-6
547.167,2.019e-2,,2.019e-2,6.985e-6
547.172,9.541e-3,,9.530e-3,1.094e-5
547.177,4.442e-3,,4.425e-3,1.686e-5
547.182,2.046e-3,,2.021e-3,2.555e-5
547.187,9.455e-4,,9.074e-4,3.808e-5
547.192,4.565e-4,,4.007e-4,5.581e-5
547.197,2.545e-4,,1.740e-4,8.044e-5
547.202,1.883e-4,,7.433e-5,1.140e-4
547.207,1.902e-4,,3.122e-5,1.589e-4
547.212,2.308e-4,,1.290e-5,2.179e-4
547.217,2.990e-4,,5.238e-6,2.938e-4
547.222,3.916e-4,,2.092e-6,3.895e-4
547.227,5.087e-4,,8.220e-7,5.079e-4
547.232,6.517e-4,,3.176e-7,6.514e-4
547.237,8.216e-4,,1.207e-7,8.214e-4
547.242,1.019e-3,,4.509e-8,1.019e-3
547.247,1.243e-3,,1.657e-8,1.243e-3
547.252,1.491e-3,,5.986e-9,1.491e-3
547.257,1.759e-3,,2.127e-9,1.759e-3
547.262,2.040e-3,,7.435e-10,2.040e-3
547.267,2.328e-3,,2.555e-10,2.328e-3
547.272,2.612e-3,,8.636e-11,2.612e-3
547.277,2.882e-3,,2.871e-11,2.882e-3
547.282,3.128e-3,,9.383e-12,3.128e-3
547.287,3.338e-3,,9.182e-12,3.338e-3
547.292,3.504e-3,,8.982e-12,3.504e-3
547.297,3.617e-3,,8.781e-12,3.617e-3
547.302,3.671e-3,,8.580e-12,3.671e-3
547.307,3.665e-3,,8.380e-12,3.665e-3
547.312,3.599e-3,,8.179e-12,3.599e-3
547.317,3.475e-3,,7.978e-12,3.475e-3
547.322,3.299e-3,,7.777e-12,3.299e-3
547.327,3.081e-3,,7.577e-12,3.081e-3
547.332,2.830e-3,,7.376e-12,2.830e-3
547.337,2.556e-3,,7.175e-12,2.556e-3
547.342,2.270e-3,,6.974e-12,2.270e-3
547.347,1.983e-3,,6.774e-12,1.983e-3
547.352,1.704e-3,,6.573e-12,1.704e-3
547.357,1.439e-3,,6.372e-12,1.439e-3
547.362,1.196e-3,,6.171e-12,1.196e-3
547.367,9.772e-4,,5.971e-12,9.772e-4
547.372,7.852e-4,,5.770e-12,7.852e-4
547.377,6.206e-4,,5.569e-12,6.206e-4
547.382,4.823e-4,,5.368e-12,4.823e-4
547.387,3.686e-4,,5.168e-12,3.686e-4
547.392,2.771e-4,,4.967e-12,2.771e-4
547.397,2.049e-4,,4.766e-12,2.049e-4
547.402,1.489e-4,,4.565e-12,1.489e-4
547.407,1.065e-4,,4.365e-12,1.065e-4
547.412,7.487e-5,,4.164e-12,7.487e-5
547.417,5.177e-5,,3.963e-12,5.177e-5
547.422,3.521e-5,,3.762e-12,3.521e-5
547.427,2.355e-5,,3.562e-12,2.355e-5
547.432,1.549e-5,,3.361e-12,1.549e-5
547.437,1.002e-5,,3.160e-12,1.002e-5
547.442,6.372e-6,,2.959e-12,6.372e-6
547.447,3.987e-6,,2.759e-12,3.987e-6
547.452,2.453e-6,,2.558e-12,2.453e-6
547.457,1.484e-6,,2.357e-12,1.484e-6
547.462,8.831e-7,,2.157e-12,8.831e-7
547.467,5.168e-7,,1.956e-12,5.168e-7
547.472,2.974e-7,,6.062e-12,2.974e-7
547.477,1.683e-7,,1.848e-11,1.683e-7
547.482,9.374e-8,,5.541e-11,9.369e-8
547.487,5.145e-8,,1.634e-10,5.128e-8
547.492,2.808e-8,,4.738e-10,2.761e-8
547.497,1.597e-8,,1.351e-9,1.462e-8
547.502,1.140e-8,,3.790e-9,7.610e-9
547.507,1.435e-8,,1.045e-8,3.897e-9
547.512,3.032e-8,,2.836e-8,1.962e-9
547.517,7.664e-8,,7.567e-8,9.717e-10
547.522,1.990e-7,,1.986e-7,4.733e-10
547.527,5.126e-7,,5.124e-7,2.267e-10
547.532,1.301e-6,,1.300e-6,1.068e-10
547.537,3.246e-6,,3.246e-6,4.946e-11
547.542,7.968e-6,,7.968e-6,2.253e-11
547.547,1.924e-5,,1.924e-5,1.010e-11
547.552,4.568e-5,,4.568e-5,4.448e-12
547.557,1.067e-4,,1.067e-4,1.928e-12
547.562,2.449e-4,,2.449e-4,8.214e-13
547.567,5.532e-4,,5.532e-4,3.442e-13
547.572,1.229e-3,,1.229e-3,1.419e-13
547.577,2.685e-3,,2.685e-3,5.751e-14
547.582,5.768e-3,,5.768e-3,2.292e-14
547.587,1.219e-2,,1.219e-2,8.987e-15
547.592,2.533e-2,,2.533e-2,3.465e-15
547.597,5.176e-2,,5.176e-2,1.314e-15
547.602,1.040e-1,,1.040e-1,4.899e-16
547.607,2.056e-1,,2.056e-1,1.796e-16
547.612,3.998e-1,,3.998e-1,6.478e-17
547.617,7.644e-1,,7.644e-1,2.298e-17
547.622,1.437e+0,,1.437e+0,8.014e-18
547.627,2.658e+0,,2.658e+0,2.749e-18
547.632,4.834e+0,,4.834e+0,9.273e-19
547.637,8.647e+0,,8.647e+0,3.076e-19
547.642,1.521e+1,,1.521e+1,1.004e-19
547.647,2.632e+1,,2.632e+1,9.994e-20
547.652,4.478e+1,,4.478e+1,9.951e-20
547.657,7.493e+1,,7.493e+1,9.908e-20
547.662,1.233e+2,,1.233e+2,9.865e-20
547.667,1.996e+2,,1.996e+2,9.822e-20
547.672,3.177e+2,,3.177e+2,9.779e-20
547.677,4.973e+2,,4.973e+2,9.736e-20
547.682,7.657e+2,,7.657e+2,9.693e-20
547.687,1.159e+3,,1.159e+3,9.650e-20
547.692,1.727e+3,,1.727e+3,9.607e-20
547.697,2.529e+3,,2.529e+3,9.564e-20
547.702,3.642e+3,,3.642e+3,9.521e-20
547.707,5.159e+3,,5.159e+3,9.478e-20
547.712,7.187e+3,,7.187e+3,9.435e-20
547.717,9.848e+3,,9.848e+3,9.391e-20
547.722,1.327e+4,,1.327e+4,9.348e-20
547.727,1.759e+4,,1.759e+4,9.305e-20
547.732,2.292e+4,,2.292e+4,9.262e-20
547.737,2.938e+4,,2.938e+4,9.219e-20
547.742,3.703e+4,,3.703e+4,9.176e-20
547.747,4.591e+4,,4.591e+4,9.133e-20
547.752,5.598e+4,,5.598e+4,9.090e-20
547.757,6.713e+4,,6.713e+4,9.047e-20
547.762,7.917e+4,,7.917e+4,9.004e-20
547.767,9.182e+4,,9.182e+4,8.961e-20
547.772,1.047e+5,,1.047e+5,8.918e-20
547.777,1.175e+5,,1.175e+5,8.875e-20
547.782,1.296e+5,,1.296e+5,8.832e-20
547.787,1.407e+5,,1.407e+5,8.789e-20
547.792,1.501e+5,,1.501e+5,8.746e-20
547.797,1.575e+5,,1.575e+5,8.703e-20
547.802,1.626e+5,,1.626e+5,8.660e-20
547.807,1.651e+5,,1.651e+5,8.617e-20
547.812,1.648e+5,,1.648e+5,8.573e-20
547.817,1.618e+5,,1.618e+5,8.530e-20
547.822,1.562e+5,,1.562e+5,8.487e-20
547.827,1.484e+5,,1.484e+5,8.444e-20
547.832,1.386e+5,,1.386e+5,8.401e-20
547.837,1.273e+5,,1.273e+5,8.358e-20
547.842,1.150e+5,,1.150e+5,8.315e-20
547.847,1.022e+5,,1.022e+5,8.272e-20
547.851,9.182e+4,,9.182e+4,8.238e-20
547.856,7.917e+4,,7.917e+4,8.195e-20
547.861,6.713e+4,,6.713e+4,8.152e-20
547.866,5.598e+4,,5.598e+4,8.108e-20
547.871,4.591e+4,,4.591e+4,8.065e-20
547.876,3.703e+4,,3.703e+4,8.022e-20
547.881,2.938e+4,,2.938e+4,7.979e-20
547.886,2.292e+4,,2.292e+4,7.936e-20
547.891,1.759e+4,,1.759e+4,7.893e-20
547.896,1.327e+4,,1.327e+4,7.850e-20
547.901,9.848e+3,,9.848e+3,7.807e-20
547.906,7.187e+3,,7.187e+3,7.764e-20
547.911,5.159e+3,,5.159e+3,7.721e-20
547.916,3.642e+3,,3.642e+3,7.678e-20
547.921,2.529e+3,,2.529e+3,7.635e-20
547.926,1.727e+3,,1.727e+3,7.592e-20
547.931,1.159e+3,,1.159e+3,7.549e-20
547.936,7.657e+2,,7.657e+2,7.506e-20
547.941,4.973e+2,,4.973e+2,7.463e-20
547.946,3.177e+2,,3.177e+2,7.420e-20
547.951,1.996e+2,,1.996e+2,7.377e-20
547.956,1.233e+2,,1.233e+2,7.333e-20
547.961,7.493e+1,,7.493e+1,7.290e-20
547.966,4.478e+1,,4.478e+1,7.247e-20
547.971,2.632e+1,,2.632e+1,7.204e-20
547.976,1.521e+1,,1.521e+1,7.161e-20
547.981,8.647e+0,,8.647e+0,7.118e-20
547.986,4.834e+0,,4.834e+0,7.075e-20
547.991,2.658e+0,,2.658e+0,7.032e-20
547.996,1.437e+0,,1.437e+0,6.989e-20
548.001,7.644e-1,,7.644e-1,6.946e-20
548.006,3.998e-1,,3.998e-1,6.903e-20
548.011,2.056e-1,,2.056e-1,6.860e-20
548.016,1.040e-1,,1.040e-1,6.817e-20
548.021,5.176e-2,,5.176e-2,6.774e-20
548.026,2.533e-2,,2.533e-2,6.731e-20
548.031,1.219e-2,,1.219e-2,6.688e-20
548.036,5.768e-3,,5.768e-3,6.645e-20
548.041,2.685e-3,,2.685e-3,6.602e-20
548.046,1.229e-3,,1.229e-3,6.559e-20
548.051,5.532e-4,,5.532e-4,6.515e-20
548.056,2.449e-4,,2.449e-4,6.472e-20
548.061,1.067e-4,,1.067e-4,6.429e-20
548.066,4.568e-5,,4.568e-5,6.386e-20
548.071,1.924e-5,,1.924e-5,6.343e-20
548.076,7.968e-6,,7.968e-6,6.300e-20
548.081,3.246e-6,,3.246e-6,6.257e-20
548.086,1.300e-6,,1.300e-6,6.214e-20
548.091,5.124e-7,,5.124e-7,6.171e-20
548.096,1.986e-7,,1.986e-7,6.128e-20
548.101,7.567e-8,,7.567e-8,6.085e-20
548.106,2.836e-8,,2.836e-8,6.042e-20
548.111,1.045e-8,,1.045e-8,5.999e-20
548.116,3.790e-9,,3.790e-9,5.956e-20
548.121,1.351e-9,,1.351e-9,5.913e-20
548.126,4.738e-10,,4.738e-10,5.870e-20
548.131,1.634e-10,,1.634e-10,5.827e-20
548.136,5.541e-11,,5.541e-11,5.784e-20
548.141,1.848e-11,,1.848e-11,5.740e-20
548.146,6.062e-12,,6.062e-12,5.697e-20
548.670,1.185e-20,,5.873e-12,1.185e-20
548.675,3.644e-20,,5.871e-12,3.644e-20
548.680,1.102e-19,,5.870e-12,1.102e-19
548.685,3.277e-19,,5.868e-12,3.277e-19
548.690,9.584e-19,,5.866e-12,9.584e-19
548.695,2.757e-18,,5.864e-12,2.757e-18
548.700,7.801e-18,,5.862e-12,7.801e-18
548.705,2.171e-17,,5.860e-12,2.171e-17
548.710,5.943e-17,,5.859e-12,5.943e-17
548.715,1.600e-16,,5.857e-12,1.600e-16
548.720,4.236e-16,,5.855e-12,4.236e-16
548.725,1.103e-15,,5.853e-12,1.103e-15
548.730,2.826e-15,,5.851e-12,2.826e-15
548.735,7.119e-15,,5.850e-12,7.119e-15
548.740,1.764e-14,,5.848e-12,1.764e-14
548.745,4.299e-14,,5.846e-12,4.299e-14
548.750,1.030e-13,,5.844e-12,1.030e-13
548.755,2.429e-13,,5.842e-12,2.429e-13
548.760,5.633e-13,,5.841e-12,5.633e-13
548.765,1.285e-12,,5.839e-12,1.285e-12
548.770,2.882e-12,,5.837e-12,2.882e-12
548.775,6.358e-12,,5.835e-12,6.358e-12
548.780,1.380e-11,,5.833e-12,1.380e-11
548.785,2.944e-11,,5.832e-12,2.944e-11
548.790,6.180e-11,,5.830e-12,6.180e-11
548.795,1.276e-10,,5.828e-12,1.276e-10
548.800,2.591e-10,,5.826e-12,2.591e-10
548.805,5.175e-10,,5.824e-12,5.175e-10
548.810,1.016e-9,,5.823e-12,1.016e-9
548.815,1.964e-9,,5.821e-12,1.964e-9
548.820,3.732e-9,,5.819e-12,3.732e-9
548.825,6.975e-9,,5.817e-12,6.975e-9
548.830,1.282e-8,,5.815e-12,1.282e-8
548.835,2.318e-8,,5.814e-12,2.318e-8
548.840,4.122e-8,,5.812e-12,4.122e-8
548.845,7.209e-8,,5.810e-12,7.209e-8
548.850,1.240e-7,,5.808e-12,1.240e-7
548.855,2.098e-7,,5.806e-12,2.098e-7
548.860,3.492e-7,,5.805e-12,3.492e-7
548.865,5.715e-7,,5.803e-12,5.715e-7
548.870,9.199e-7,,5.801e-12,9.199e-7
548.875,1.456e-6,,5.799e-12,1.456e-6
548.880,2.268e-6,,5.797e-12,2.268e-6
548.885,3.474e-6,,5.795e-12,3.474e-6
548.890,5.233e-6,,5.794e-12,5.233e-6
548.895,7.753e-6,,5.792e-12,7.753e-6
548.900,1.130e-5,,5.790e-12,1.130e-5
548.905,1.619e-5,,5.788e-12,1.619e-5
548.910,2.283e-5,,5.786e-12,2.283e-5
548.915,3.165e-5,,5.785e-12,3.165e-5
548.920,4.317e-5,,5.783e-12,4.317e-5
548.925,5.790e-5,,5.781e-12,5.790e-5
