Wavelength (nm),Sum(calc),Ni I (6.8e-2),Ni II (9.3e-1),Ni III (6.9e-4)
429.606,5.243e+7,5.243e+7,,1.168e-17
429.611,4.692e+7,4.692e+7,,1.168e-17
429.616,4.086e+7,4.086e+7,,1.168e-17
429.621,3.464e+7,3.464e+7,,1.168e-17
429.626,2.858e+7,2.858e+7,,1.168e-17
429.631,2.295e+7,2.295e+7,,1.169e-17
429.636,1.793e+7,1.793e+7,,1.169e-17
429.641,1.364e+7,1.364e+7,,1.169e-17
429.646,1.010e+7,1.010e+7,,1.169e-17
429.651,7.274e+6,7.274e+6,,1.169e-17
429.657,4.736e+6,4.736e+6,,1.169e-17
429.662,3.215e+6,3.215e+6,,1.169e-17
429.667,2.124e+6,2.124e+6,,1.169e-17
429.672,1.366e+6,1.366e+6,,1.169e-17
429.677,8.546e+5,8.546e+5,,1.169e-17
429.682,5.205e+5,5.205e+5,,1.169e-17
429.687,3.086e+5,3.086e+5,,1.169e-17
429.692,1.780e+5,1.780e+5,,1.169e-17
429.697,9.996e+4,9.996e+4,,1.169e-17
429.702,5.463e+4,5.463e+4,,1.169e-17
429.707,2.906e+4,2.906e+4,,1.169e-17
429.712,1.504e+4,1.504e+4,,1.169e-17
429.717,7.580e+3,7.580e+3,,1.169e-17
429.722,3.717e+3,3.717e+3,,1.169e-17
429.727,1.774e+3,1.774e+3,,1.169e-17
429.732,8.241e+2,8.241e+2,,1.169e-17
429.737,3.726e+2,3.726e+2,,1.169e-17
429.742,1.639e+2,1.639e+2,,1.169e-17
429.747,7.021e+1,7.021e+1,,1.169e-17
429.752,2.927e+1,2.927e+1,,1.169e-17
429.757,1.187e+1,1.187e+1,,1.170e-17
429.762,4.687e+0,4.687e+0,,1.170e-17
429.767,1.801e+0,1.801e+0,,1.170e-17
429.772,6.737e-1,6.737e-1,,1.170e-17
429.777,2.452e-1,2.452e-1,,1.170e-17
429.782,8.687e-2,8.687e-2,,1.170e-17
429.787,2.995e-2,2.995e-2,,1.170e-17
429.792,1.005e-2,1.005e-2,,1.170e-17
429.797,3.283e-3,3.283e-3,,1.170e-17
429.802,1.044e-3,1.044e-3,,1.170e-17
429.807,3.229e-4,3.229e-4,,1.170e-17
429.812,9.724e-5,9.724e-5,,1.170e-17
429.817,2.850e-5,2.850e-5,,1.170e-17
429.822,8.129e-6,8.129e-6,,1.170e-17
429.827,2.257e-6,2.257e-6,,1.170e-17
429.832,6.097e-7,6.097e-7,,1.170e-17
429.837,1.603e-7,1.603e-7,,1.170e-17
429.842,4.104e-8,4.104e-8,,1.170e-17
429.847,1.022e-8,1.022e-8,,1.170e-17
429.852,2.478e-9,2.478e-9,,1.170e-17
432.344,1.190e-17,2.367e-9,,1.190e-17
432.349,5.021e-17,2.366e-9,,5.021e-17
432.354,2.063e-16,2.366e-9,,2.063e-16
432.359,8.255e-16,2.366e-9,,8.255e-16
432.364,3.216e-15,2.366e-9,,3.216e-15
432.369,1.220e-14,2.365e-9,,1.220e-14
432.374,4.504e-14,2.365e-9,,4.504e-14
432.379,1.619e-13,2.365e-9,,1.619e-13
432.384,5.669e-13,2.365e-9,,5.669e-13
432.389,1.932e-12,2.365e-9,,1.932e-12
432.394,6.412e-12,2.364e-9,,6.412e-12
432.399,2.072e-11,2.364e-9,,2.072e-11
432.404,6.518e-11,2.364e-9,,6.518e-11
432.409,1.996e-10,2.364e-9,,1.996e-10
432.414,5.954e-10,2.363e-9,,5.954e-10
432.419,1.729e-9,2.363e-9,,1.729e-9
432.424,4.887e-9,2.363e-9,,4.887e-9
432.429,1.345e-8,2.363e-9,,1.345e-8
432.434,3.605e-8,2.363e-9,,3.605e-8
432.439,9.407e-8,2.362e-9,,9.407e-8
432.444,2.390e-7,2.362e-9,,2.390e-7
432.449,5.911e-7,2.362e-9,,5.911e-7
432.454,1.424e-6,2.362e-9,,1.424e-6
432.459,3.338e-6,2.361e-9,,3.338e-6
432.464,7.622e-6,2.361e-9,,7.622e-6
432.469,1.694e-5,2.361e-9,,1.694e-5
432.474,3.667e-5,2.361e-9,,3.667e-5
432.479,7.726e-5,2.361e-9,,7.726e-5
432.484,1.585e-4,2.360e-9,,1.585e-4
432.489,3.167e-4,2.360e-9,,3.167e-4
432.494,6.159e-4,2.360e-9,,6.159e-4
432.499,1.166e-3,2.360e-9,,1.166e-3
432.504,2.150e-3,2.359e-9,,2.150e-3
432.509,3.860e-3,2.359e-9,,3.860e-3
432.514,6.746e-3,2.359e-9,,6.746e-3
432.519,1.148e-2,2.359e-9,,1.148e-2
432.524,1.902e-2,2.358e-9,,1.902e-2
432.529,3.068e-2,2.358e-9,,3.068e-2
432.534,4.820e-2,2.358e-9,,4.820e-2
432.539,7.370e-2,2.358e-9,,7.370e-2
432.544,1.097e-1,2.358e-9,,1.097e-1
432.549,1.591e-1,2.357e-9,,1.591e-1
432.554,2.245e-1,2.357e-9,,2.245e-1
432.559,3.086e-1,2.357e-9,,3.086e-1
432.564,4.129e-1,2.357e-9,,4.129e-1
432.569,5.379e-1,2.356e-9,,5.379e-1
432.574,6.823e-1,2.356e-9,,6.823e-1
432.579,8.426e-1,2.356e-9,,8.426e-1
432.584,1.013e+0,2.356e-9,,1.013e+0
432.589,1.186e+0,2.356e-9,,1.186e+0
432.594,1.352e+0,2.355e-9,,1.352e+0
432.599,1.501e+0,2.355e-9,,1.501e+0
432.604,1.621e+0,2.355e-9,,1.621e+0
432.609,1.706e+0,2.355e-9,,1.706e+0
432.614,1.747e+0,2.354e-9,,1.747e+0
432.619,1.743e+0,2.354e-9,,1.743e+0
432.624,1.692e+0,2.354e-9,,1.692e+0
432.629,1.600e+0,2.354e-9,,1.600e+0
432.634,1.473e+0,2.354e-9,,1.473e+0
432.639,1.320e+0,2.353e-9,,1.320e+0
432.644,1.152e+0,2.353e-9,,1.152e+0
432.649,9.786e-1,2.353e-9,,9.786e-1
432.654,8.095e-1,2.353e-9,,8.095e-1
432.659,6.520e-1,2.352e-9,,6.520e-1
432.664,5.113e-1,2.352e-9,,5.113e-1
432.669,3.904e-1,2.352e-9,,3.904e-1
432.674,2.902e-1,2.352e-9,,2.902e-1
432.679,2.100e-1,2.352e-9,,2.100e-1
432.684,1.480e-1,2.351e-9,,1.480e-1
432.689,1.016e-1,2.351e-9,,1.016e-1
432.694,6.784e-2,2.351e-9,,6.784e-2
432.699,4.413e-2,2.351e-9,,4.413e-2
432.704,2.795e-2,2.350e-9,,2.795e-2
432.709,1.723e-2,2.350e-9,,1.723e-2
432.714,1.034e-2,2.350e-9,,1.034e-2
432.719,6.046e-3,2.350e-9,,6.046e-3
432.724,3.441e-3,2.350e-9,,3.441e-3
432.729,1.907e-3,2.349e-9,,1.907e-3
432.734,1.029e-3,2.349e-9,,1.029e-3
432.739,5.403e-4,2.349e-9,,5.403e-4
432.744,2.763e-4,2.349e-9,,2.763e-4
432.749,1.376e-4,2.348e-9,,1.376e-4
432.754,6.671e-5,2.348e-9,,6.671e-5
432.759,3.149e-5,2.348e-9,,3.149e-5
432.764,1.447e-5,2.348e-9,,1.447e-5
432.769,6.475e-6,2.347e-9,,6.475e-6
432.774,2.821e-6,2.347e-9,,2.821e-6
432.779,1.197e-6,2.347e-9,,1.197e-6
432.784,4.943e-7,2.347e-9,,4.943e-7
432.789,1.988e-7,2.347e-9,,1.988e-7
432.794,7.782e-8,2.346e-9,,7.782e-8
432.799,2.966e-8,2.346e-9,,2.966e-8
432.804,1.101e-8,2.346e-9,,1.101e-8
432.809,3.978e-9,2.346e-9,,3.978e-9
432.814,1.400e-9,2.345e-9,,1.400e-9
432.819,4.795e-10,2.345e-9,,4.795e-10
432.824,1.599e-10,2.345e-9,,1.599e-10
432.829,5.194e-11,2.345e-9,,5.194e-11
432.834,1.642e-11,2.345e-9,,1.642e-11
432.839,5.055e-12,2.344e-9,,5.055e-12
432.844,1.515e-12,2.344e-9,,1.515e-12
432.849,4.422e-13,2.344e-9,,4.422e-13
432.854,1.256e-13,2.344e-9,,1.256e-13
432.859,3.476e-14,2.343e-9,,3.476e-14
432.864,9.362e-15,2.343e-9,,9.362e-15
432.869,2.455e-15,2.343e-9,,2.455e-15
432.874,6.269e-16,2.343e-9,,6.269e-16
432.879,1.559e-16,2.343e-9,,1.559e-16
432.884,3.773e-17,2.342e-9,,3.773e-17
439.876,2.029e-9,2.029e-9,,3.103e-17
439.881,8.409e-9,8.409e-9,,3.102e-17
439.886,3.397e-8,3.397e-8,,3.102e-17
439.891,1.338e-7,1.338e-7,,3.101e-17
439.896,5.132e-7,5.132e-7,,3.101e-17
439.901,1.919e-6,1.919e-6,,3.100e-17
439.906,6.991e-6,6.991e-6,,3.100e-17
439.911,2.483e-5,2.483e-5,,3.099e-17
439.916,8.591e-5,8.591e-5,,3.099e-17
439.921,2.897e-4,2.897e-4,,3.098e-17
439.926,9.520e-4,9.520e-4,,3.098e-17
439.931,3.049e-3,3.049e-3,,3.097e-17
439.936,9.516e-3,9.516e-3,,3.097e-17
439.941,2.894e-2,2.894e-2,,3.096e-17
439.946,8.578e-2,8.578e-2,,3.096e-17
439.951,2.478e-1,2.478e-1,,3.095e-17
439.956,6.975e-1,6.975e-1,,3.095e-17
439.961,1.913e+0,1.913e+0,,3.094e-17
439.966,5.115e+0,5.115e+0,,3.094e-17
439.971,1.332e+1,1.332e+1,,3.093e-17
439.976,3.383e+1,3.383e+1,,3.093e-17
439.981,8.369e+1,8.369e+1,,3.093e-17
439.986,2.018e+2,2.018e+2,,3.092e-17
439.991,4.741e+2,4.741e+2,,3.092e-17
439.996,1.086e+3,1.086e+3,,3.091e-17
440.001,2.423e+3,2.423e+3,,3.091e-17
440.006,5.268e+3,5.268e+3,,3.090e-17
440.011,1.116e+4,1.116e+4,,3.090e-17
440.016,2.305e+4,2.305e+4,,3.089e-17
440.021,4.640e+4,4.640e+4,,3.089e-17
440.026,9.100e+4,9.100e+4,,3.088e-17
440.031,1.739e+5,1.739e+5,,3.088e-17
440.036,3.240e+5,3.240e+5,,3.087e-17
440.041,5.881e+5,5.881e+5,,3.087e-17
440.046,1.040e+6,1.040e+6,,3.086e-17
440.051,1.793e+6,1.793e+6,,3.086e-17
440.056,3.012e+6,3.012e+6,,3.085e-17
440.061,4.932e+6,4.932e+6,,3.085e-17
440.066,7.868e+6,7.868e+6,,3.084e-17
440.071,1.223e+7,1.223e+7,,3.084e-17
440.076,1.853e+7,1.853e+7,,3.083e-17
440.081,2.737e+7,2.737e+7,,3.083e-17
440.086,3.938e+7,3.938e+7,,3.082e-17
440.091,5.522e+7,5.522e+7,,3.082e-17
440.096,7.546e+7,7.546e+7,,3.081e-17
440.101,1.005e+8,1.005e+8,,3.081e-17
440.106,1.304e+8,1.304e+8,,3.081e-17
440.111,1.649e+8,1.649e+8,,3.080e-17
440.116,2.033e+8,2.033e+8,,3.080e-17
440.121,2.442e+8,2.442e+8,,3.079e-17
440.126,2.858e+8,2.858e+8,,3.079e-17
440.131,3.260e+8,3.260e+8,,3.078e-17
440.136,3.624e+8,3.624e+8,,3.078e-17
440.141,3.926e+8,3.926e+8,,3.077e-17
440.146,4.145e+8,4.145e+8,,3.077e-17
440.151,4.264e+8,4.264e+8,,3.076e-17
440.156,4.275e+8,4.275e+8,,3.076e-17
440.161,4.177e+8,4.177e+8,,3.075e-17
440.166,3.977e+8,3.977e+8,,3.075e-17
440.171,3.690e+8,3.690e+8,,3.074e-17
440.176,3.337e+8,3.337e+8,,3.074e-17
440.181,2.940e+8,2.940e+8,,3.073e-17
440.186,2.525e+8,2.525e+8,,3.073e-17
440.191,2.113e+8,2.113e+8,,3.072e-17
440.196,1.723e+8,1.723e+8,,3.072e-17
440.201,1.370e+8,1.370e+8,,3.071e-17
440.206,1.061e+8,1.061e+8,,3.071e-17
440.211,8.008e+7,8.008e+7,,3.070e-17
440.216,5.890e+7,5.890e+7,,3.070e-17
440.221,4.222e+7,4.222e+7,,3.070e-17
440.226,2.949e+7,2.949e+7,,3.069e-17
440.231,2.008e+7,2.008e+7,,3.069e-17
440.236,1.332e+7,1.332e+7,,3.068e-17
440.241,8.612e+6,8.612e+6,,3.068e-17
440.246,5.426e+6,5.426e+6,,3.067e-17
440.251,3.331e+6,3.331e+6,,3.067e-17
440.256,1.993e+6,1.993e+6,,3.066e-17
440.261,1.162e+6,1.162e+6,,3.066e-17
440.266,6.605e+5,6.605e+5,,3.065e-17
440.271,3.658e+5,3.658e+5,,3.065e-17
440.276,1.974e+5,1.974e+5,,3.064e-17
440.281,1.038e+5,1.038e+5,,3.064e-17
440.286,5.320e+4,5.320e+4,,3.063e-17
440.291,2.657e+4,2.657e+4,,3.063e-17
440.296,1.293e+4,1.293e+4,,3.062e-17
440.301,6.134e+3,6.134e+3,,3.062e-17
440.306,2.836e+3,2.836e+3,,3.061e-17
440.311,1.277e+3,1.277e+3,,3.061e-17
440.316,5.607e+2,5.607e+2,,3.060e-17
440.321,2.399e+2,2.399e+2,,3.060e-17
440.326,1.000e+2,1.000e+2,,3.059e-17
440.331,4.063e+1,4.063e+1,,3.059e-17
440.336,1.609e+1,1.609e+1,,3.059e-17
440.341,6.207e+0,6.207e+0,,3.058e-17
440.346,2.334e+0,2.334e+0,,3.058e-17
440.351,8.552e-1,8.552e-1,,3.057e-17
440.356,3.054e-1,3.054e-1,,3.057e-17
440.361,1.063e-1,1.063e-1,,3.056e-17
440.366,3.604e-2,3.604e-2,,3.056e-17
440.371,1.191e-2,1.191e-2,,3.055e-17
440.376,3.836e-3,3.836e-3,,3.055e-17
440.381,1.204e-3,1.204e-3,,3.054e-17
440.386,3.683e-4,3.683e-4,,3.054e-17
440.391,1.098e-4,1.098e-4,,3.053e-17
440.396,3.189e-5,3.189e-5,,3.053e-17
440.401,9.027e-6,9.027e-6,,3.052e-17
440.406,2.490e-6,2.490e-6,,3.052e-17
440.411,6.694e-7,6.694e-7,,3.051e-17
440.416,1.754e-7,1.754e-7,,3.051e-17
440.421,4.478e-8,4.478e-8,,3.050e-17
440.426,1.114e-8,1.114e-8,,3.050e-17
445.966,7.088e-10,7.088e-10,,2.519e-17
445.971,2.842e-9,2.842e-9,,2.519e-17
445.976,1.111e-8,1.111e-8,,2.518e-17
445.981,4.235e-8,4.235e-8,,2.518e-17
445.986,1.575e-7,1.575e-7,,2.517e-17
445.991,5.709e-7,5.709e-7,,2.517e-17
445.996,2.019e-6,2.019e-6,,2.516e-17
446.001,6.961e-6,6.961e-6,,2.516e-17
446.006,2.341e-5,2.341e-5,,2.515e-17
446.011,7.676e-5,7.676e-5,,2.515e-17
446.016,2.455e-4,2.455e-4,,2.514e-17
446.021,7.656e-4,7.656e-4,,2.514e-17
446.026,2.328e-3,2.328e-3,,2.513e-17
446.031,6.906e-3,6.906e-3,,2.513e-17
446.036,1.998e-2,1.998e-2,,2.512e-17
446.041,5.635e-2,5.635e-2,,2.512e-17
446.046,1.550e-1,1.550e-1,,2.511e-17
446.051,4.158e-1,4.158e-1,,2.511e-17
446.056,1.088e+0,1.088e+0,,2.510e-17
446.061,2.775e+0,2.775e+0,,2.510e-17
446.066,6.904e+0,6.904e+0,,2.509e-17
446.071,1.675e+1,1.675e+1,,2.509e-17
446.076,3.963e+1,3.963e+1,,2.509e-17
446.081,9.144e+1,9.144e+1,,2.508e-17
446.086,2.058e+2,2.058e+2,,2.508e-17
446.091,4.515e+2,4.515e+2,,2.507e-17
446.096,9.662e+2,9.662e+2,,2.507e-17
446.101,2.016e+3,2.016e+3,,2.506e-17
446.106,4.104e+3,4.104e+3,,2.506e-17
446.111,8.145e+3,8.145e+3,,2.505e-17
446.116,1.576e+4,1.576e+4,,2.505e-17
446.121,2.975e+4,2.975e+4,,2.504e-17
446.126,5.477e+4,5.477e+4,,2.504e-17
446.131,9.831e+4,9.831e+4,,2.503e-17
446.136,1.721e+5,1.721e+5,,2.503e-17
446.141,2.938e+5,2.938e+5,,2.502e-17
446.146,4.891e+5,4.891e+5,,2.502e-17
446.151,7.941e+5,7.941e+5,,2.501e-17
446.156,1.257e+6,1.257e+6,,2.501e-17
446.161,1.941e+6,1.941e+6,,2.500e-17
446.166,2.923e+6,2.923e+6,,2.500e-17
446.171,4.292e+6,4.292e+6,,2.499e-17
446.176,6.146e+6,6.146e+6,,2.499e-17
446.181,8.582e+6,8.582e+6,,2.498e-17
446.186,1.169e+7,1.169e+7,,2.498e-17
446.191,1.552e+7,1.552e+7,,2.498e-17
446.196,2.010e+7,2.010e+7,,2.497e-17
446.201,2.539e+7,2.539e+7,,2.497e-17
446.206,3.127e+7,3.127e+7,,2.496e-17
446.211,3.757e+7,3.757e+7,,2.496e-17
446.216,4.400e+7,4.400e+7,,2.495e-17
446.221,5.027e+7,5.027e+7,,2.495e-17
446.226,5.600e+7,5.600e+7,,2.494e-17
446.231,6.084e+7,6.084e+7,,2.494e-17
446.236,6.445e+7,6.445e+7,,2.493e-17
446.241,6.659e+7,6.659e+7,,2.493e-17
446.246,6.710e+7,6.710e+7,,2.492e-17
446.251,6.593e+7,6.593e+7,,2.492e-17
446.256,6.317e+7,6.317e+7,,2.491e-17
446.261,5.903e+7,5.903e+7,,2.491e-17
446.266,5.379e+7,5.379e+7,,2.490e-17
446.271,4.781e+7,4.781e+7,,2.490e-17
446.276,4.143e+7,4.143e+7,,2.489e-17
446.281,3.502e+7,3.502e+7,,2.489e-17
446.286,2.886e+7,2.886e+7,,2.488e-17
446.291,2.320e+7,2.320e+7,,2.488e-17
446.296,1.818e+7,1.818e+7,,2.487e-17
446.301,1.390e+7,1.390e+7,,2.487e-17
446.306,1.036e+7,1.036e+7,,2.486e-17
446.311,7.532e+6,7.532e+6,,2.486e-17
446.316,5.340e+6,5.340e+6,,2.486e-17
446.321,3.692e+6,3.692e+6,,2.485e-17
446.326,2.489e+6,2.489e+6,,2.485e-17
446.332,1.500e+6,1.500e+6,,2.484e-17
446.337,9.572e+5,9.572e+5,,2.484e-17
446.342,5.955e+5,5.955e+5,,2.483e-17
446.347,3.613e+5,3.613e+5,,2.483e-17
446.352,2.138e+5,2.138e+5,,2.482e-17
446.357,1.234e+5,1.234e+5,,2.482e-17
446.362,6.942e+4,6.942e+4,,2.481e-17
446.367,3.809e+4,3.809e+4,,2.481e-17
446.372,2.039e+4,2.039e+4,,2.480e-17
446.377,1.064e+4,1.064e+4,,2.480e-17
446.382,5.415e+3,5.415e+3,,2.479e-17
446.387,2.687e+3,2.687e+3,,2.479e-17
446.392,1.301e+3,1.301e+3,,2.478e-17
446.397,6.140e+2,6.140e+2,,2.478e-17
446.402,2.826e+2,2.826e+2,,2.477e-17
446.407,1.269e+2,1.269e+2,,2.477e-17
446.412,5.554e+1,5.554e+1,,2.476e-17
446.417,2.371e+1,2.371e+1,,2.476e-17
446.422,9.871e+0,9.871e+0,,2.475e-17
446.427,4.008e+0,4.008e+0,,2.475e-17
446.432,1.587e+0,1.587e+0,,2.474e-17
446.437,6.127e-1,6.127e-1,,2.474e-17
446.442,2.307e-1,2.307e-1,,2.473e-17
446.447,8.471e-2,8.471e-2,,2.473e-17
446.452,3.034e-2,3.034e-2,,2.472e-17
446.457,1.059e-2,1.059e-2,,2.472e-17
446.462,3.608e-3,3.608e-3,,2.472e-17
446.467,1.198e-3,1.198e-3,,2.471e-17
446.472,3.881e-4,3.881e-4,,2.471e-17
446.477,1.226e-4,1.226e-4,,2.470e-17
446.482,3.776e-5,3.776e-5,,2.470e-17
446.487,1.134e-5,1.134e-5,,2.469e-17
446.492,3.322e-6,3.322e-6,,2.469e-17
446.497,9.491e-7,9.491e-7,,2.468e-17
446.502,2.644e-7,2.644e-7,,2.468e-17
446.507,7.183e-8,7.183e-8,,2.467e-17
446.512,1.903e-8,1.903e-8,,2.467e-17
446.517,4.917e-9,4.917e-9,,2.466e-17
446.522,1.239e-9,1.239e-9,,2.466e-17
446.767,7.790e-10,7.790e-10,,2.442e-17
446.772,3.139e-9,3.139e-9,,2.442e-17
446.777,1.233e-8,1.233e-8,,2.441e-17
446.782,4.726e-8,4.726e-8,,2.441e-17
446.787,1.767e-7,1.767e-7,,2.440e-17
446.792,6.440e-7,6.440e-7,,2.440e-17
446.797,2.290e-6,2.290e-6,,2.439e-17
446.802,7.939e-6,7.939e-6,,2.439e-17
446.807,2.685e-5,2.685e-5,,2.438e-17
446.812,8.855e-5,8.855e-5,,2.438e-17
446.817,2.849e-4,2.849e-4,,2.438e-17
446.822,8.936e-4,8.936e-4,,2.437e-17
446.827,2.734e-3,2.734e-3,,2.437e-17
446.832,8.160e-3,8.160e-3,,2.436e-17
446.837,2.375e-2,2.375e-2,,2.436e-17
446.842,6.741e-2,6.741e-2,,2.435e-17
446.847,1.866e-1,1.866e-1,,2.435e-17
446.852,5.038e-1,5.038e-1,,2.434e-17
446.857,1.327e+0,1.327e+0,,2.434e-17
446.862,3.407e+0,3.407e+0,,2.433e-17
446.867,8.534e+0,8.534e+0,,2.433e-17
446.872,2.085e+1,2.085e+1,,2.432e-17
446.877,4.967e+1,4.967e+1,,2.432e-17
446.882,1.154e+2,1.154e+2,,2.431e-17
446.887,2.616e+2,2.616e+2,,2.431e-17
446.892,5.781e+2,5.781e+2,,2.430e-17
446.897,1.246e+3,1.246e+3,,2.430e-17
446.902,2.620e+3,2.620e+3,,2.429e-17
446.907,5.372e+3,5.372e+3,,2.429e-17
446.912,1.074e+4,1.074e+4,,2.428e-17
446.917,2.095e+4,2.095e+4,,2.428e-17
446.922,3.985e+4,3.985e+4,,2.427e-17
446.927,7.393e+4,7.393e+4,,2.427e-17
446.932,1.338e+5,1.338e+5,,2.427e-17
446.937,2.360e+5,2.360e+5,,2.426e-17
446.942,4.062e+5,4.062e+5,,2.426e-17
446.947,6.818e+5,6.818e+5,,2.425e-17
446.952,1.116e+6,1.116e+6,,2.425e-17
446.957,1.782e+6,1.782e+6,,2.424e-17
446.962,2.775e+6,2.775e+6,,2.424e-17
446.967,4.214e+6,4.214e+6,,2.423e-17
446.972,6.241e+6,6.241e+6,,2.423e-17
446.977,9.015e+6,9.015e+6,,2.422e-17
446.982,1.270e+7,1.270e+7,,2.422e-17
446.987,1.745e+7,1.745e+7,,2.421e-17
446.992,2.338e+7,2.338e+7,,2.421e-17
446.997,3.056e+7,3.056e+7,,2.420e-17
447.002,3.896e+7,3.896e+7,,2.420e-17
447.007,4.843e+7,4.843e+7,,2.419e-17
447.012,5.872e+7,5.872e+7,,2.419e-17
447.017,6.943e+7,6.943e+7,,2.418e-17
447.022,8.008e+7,8.008e+7,,2.418e-17
447.027,9.007e+7,9.007e+7,,2.417e-17
447.032,9.881e+7,9.881e+7,,2.417e-17
447.037,1.057e+8,1.057e+8,,2.416e-17
447.042,1.103e+8,1.103e+8,,2.416e-17
447.047,1.123e+8,1.123e+8,,2.415e-17
447.052,1.114e+8,1.114e+8,,2.415e-17
447.057,1.078e+8,1.078e+8,,2.415e-17
447.062,1.018e+8,1.018e+8,,2.414e-17
447.067,9.375e+7,9.375e+7,,2.414e-17
447.072,8.419e+7,8.419e+7,,2.413e-17
447.077,7.373e+7,7.373e+7,,2.413e-17
447.082,6.298e+7,6.298e+7,,2.412e-17
447.087,5.247e+7,5.247e+7,,2.412e-17
447.092,4.263e+7,4.263e+7,,2.411e-17
447.097,3.378e+7,3.378e+7,,2.411e-17
447.102,2.611e+7,2.611e+7,,2.410e-17
447.107,1.968e+7,1.968e+7,,2.410e-17
447.112,1.446e+7,1.446e+7,,2.409e-17
447.117,1.037e+7,1.037e+7,,2.409e-17
447.122,7.252e+6,7.252e+6,,2.408e-17
447.127,4.945e+6,4.945e+6,,2.408e-17
447.132,3.289e+6,3.289e+6,,2.407e-17
447.137,2.134e+6,2.134e+6,,2.407e-17
447.142,1.350e+6,1.350e+6,,2.406e-17
447.147,8.329e+5,8.329e+5,,2.406e-17
447.152,5.012e+5,5.012e+5,,2.405e-17
447.157,2.942e+5,2.942e+5,,2.405e-17
447.162,1.684e+5,1.684e+5,,2.404e-17
447.167,9.400e+4,9.400e+4,,2.404e-17
447.172,5.118e+4,5.118e+4,,2.404e-17
447.177,2.718e+4,2.718e+4,,2.403e-17
447.182,1.407e+4,1.407e+4,,2.403e-17
447.187,7.109e+3,7.109e+3,,2.402e-17
447.192,3.502e+3,3.502e+3,,2.402e-17
447.197,1.682e+3,1.682e+3,,2.401e-17
447.202,7.884e+2,7.884e+2,,2.401e-17
447.207,3.603e+2,3.603e+2,,2.400e-17
447.212,1.606e+2,1.606e+2,,2.400e-17
447.217,6.980e+1,6.980e+1,,2.399e-17
447.222,2.959e+1,2.959e+1,,2.399e-17
447.227,1.224e+1,1.224e+1,,2.398e-17
447.232,4.934e+0,4.934e+0,,2.398e-17
447.237,1.941e+0,1.941e+0,,2.397e-17
447.242,7.444e-1,7.444e-1,,2.397e-17
447.247,2.785e-1,2.785e-1,,2.396e-17
447.252,1.016e-1,1.016e-1,,2.396e-17
447.257,3.615e-2,3.615e-2,,2.395e-17
447.262,1.255e-2,1.255e-2,,2.395e-17
447.267,4.247e-3,4.247e-3,,2.394e-17
447.272,1.402e-3,1.402e-3,,2.394e-17
447.277,4.514e-4,4.514e-4,,2.393e-17
447.282,1.417e-4,1.417e-4,,2.393e-17
447.287,4.340e-5,4.340e-5,,2.392e-17
447.292,1.296e-5,1.296e-5,,2.392e-17
447.297,3.776e-6,3.776e-6,,2.392e-17
447.302,1.073e-6,1.073e-6,,2.391e-17
447.307,2.973e-7,2.973e-7,,2.391e-17
447.312,8.033e-8,8.033e-8,,2.390e-17
447.317,2.117e-8,2.117e-8,,2.390e-17
447.322,5.442e-9,5.442e-9,,2.389e-17
447.327,1.364e-9,1.364e-9,,2.389e-17
459.398,1.232e-17,8.034e-10,,1.232e-17
459.403,4.713e-17,8.031e-10,,4.713e-17
459.408,1.761e-16,8.029e-10,,1.761e-16
459.413,6.424e-16,8.027e-10,,6.424e-16
459.418,2.289e-15,8.024e-10,,2.289e-15
459.423,7.965e-15,8.022e-10,,7.965e-15
459.428,2.707e-14,8.020e-10,,2.707e-14
459.433,8.984e-14,8.018e-10,,8.984e-14
459.438,2.912e-13,8.015e-10,,2.912e-13
459.443,9.219e-13,8.013e-10,,9.219e-13
459.448,2.850e-12,8.011e-10,,2.850e-12
459.453,8.605e-12,8.008e-10,,8.605e-12
459.458,2.537e-11,8.006e-10,,2.537e-11
459.463,7.307e-11,8.004e-10,,7.307e-11
459.468,2.055e-10,8.001e-10,,2.055e-10
459.473,5.644e-10,7.999e-10,,5.644e-10
459.478,1.514e-9,7.997e-10,,1.514e-9
459.483,3.966e-9,7.994e-10,,3.966e-9
459.488,1.015e-8,7.992e-10,,1.015e-8
459.493,2.535e-8,7.990e-10,,2.535e-8
459.498,6.186e-8,7.987e-10,,6.186e-8
459.503,1.474e-7,7.985e-10,,1.474e-7
459.508,3.431e-7,7.983e-10,,3.431e-7
459.513,7.799e-7,7.980e-10,,7.799e-7
459.518,1.731e-6,7.978e-10,,1.731e-6
459.523,3.753e-6,7.976e-10,,3.753e-6
459.528,7.946e-6,7.973e-10,,7.946e-6
459.533,1.643e-5,7.971e-10,,1.643e-5
459.538,3.317e-5,7.969e-10,,3.317e-5
459.543,6.542e-5,7.966e-10,,6.542e-5
459.548,1.260e-4,7.964e-10,,1.260e-4
459.553,2.370e-4,7.962e-10,,2.370e-4
459.558,4.354e-4,7.959e-10,,4.354e-4
459.563,7.811e-4,7.957e-10,,7.811e-4
459.568,1.368e-3,7.955e-10,,1.368e-3
459.573,2.342e-3,7.952e-10,,2.342e-3
459.578,3.913e-3,7.950e-10,,3.913e-3
459.583,6.386e-3,7.948e-10,,6.386e-3
459.588,1.018e-2,7.945e-10,,1.018e-2
459.593,1.584e-2,7.943e-10,,1.584e-2
459.598,2.408e-2,7.941e-10,,2.408e-2
