Wavelength (nm),Sum(calc),Ni I (6.8e-2),Ni II (9.3e-1),Ni III (6.9e-4)
212.361,5.508e-6,5.508e-6,1.873e-10,
212.366,7.435e-5,7.435e-5,1.870e-10,
212.371,8.984e-4,8.984e-4,1.868e-10,
212.376,9.717e-3,9.717e-3,4.011e-9,
212.381,9.408e-2,9.408e-2,7.710e-8,
212.386,8.155e-1,8.155e-1,1.327e-6,
212.391,6.327e+0,6.327e+0,2.044e-5,
212.396,4.394e+1,4.394e+1,2.818e-4,
212.401,2.732e+2,2.732e+2,3.479e-3,
212.406,1.521e+3,1.520e+3,3.845e-2,
212.411,7.575e+3,7.575e+3,3.803e-1,
212.416,3.379e+4,3.378e+4,3.368e+0,
212.421,1.349e+5,1.349e+5,2.670e+1,
212.426,4.822e+5,4.820e+5,1.895e+2,
212.431,1.543e+6,1.542e+6,1.204e+3,
212.436,4.422e+6,4.415e+6,6.847e+3,
212.441,1.135e+7,1.132e+7,3.486e+4,
212.446,2.613e+7,2.597e+7,1.589e+5,
212.451,5.400e+7,5.335e+7,6.482e+5,
212.456,1.005e+8,9.810e+7,2.367e+6,
212.461,1.692e+8,1.615e+8,7.740e+6,
212.466,2.606e+8,2.379e+8,2.265e+7,
212.471,3.732e+8,3.138e+8,5.936e+7,
212.476,5.097e+8,3.705e+8,1.392e+8,
212.481,6.839e+8,3.916e+8,2.923e+8,
212.486,9.200e+8,3.705e+8,5.494e+8,
212.491,1.238e+9,3.138e+8,9.245e+8,
212.496,1.630e+9,2.379e+8,1.393e+9,
212.501,2.039e+9,1.615e+8,1.878e+9,
212.506,2.365e+9,9.810e+7,2.267e+9,
212.511,2.503e+9,5.335e+7,2.449e+9,
212.516,2.395e+9,2.597e+7,2.369e+9,
212.521,2.063e+9,1.132e+7,2.052e+9,
212.526,1.595e+9,4.415e+6,1.590e+9,
212.531,1.105e+9,1.542e+6,1.104e+9,
212.536,6.861e+8,4.820e+5,6.856e+8,
212.541,3.814e+8,1.349e+5,3.813e+8,
212.546,1.898e+8,3.378e+4,1.898e+8,
212.551,8.460e+7,7.575e+3,8.459e+7,
212.556,3.375e+7,1.520e+3,3.375e+7,
212.561,1.205e+7,2.732e+2,1.205e+7,
212.566,3.853e+6,4.394e+1,3.853e+6,
212.571,1.103e+6,6.327e+0,1.103e+6,
212.576,2.825e+5,8.155e-1,2.825e+5,
212.581,6.480e+4,9.408e-2,6.480e+4,
212.586,1.330e+4,9.717e-3,1.330e+4,
212.591,2.445e+3,8.984e-4,2.445e+3,
212.596,4.023e+2,7.435e-5,4.023e+2,
212.601,5.926e+1,5.508e-6,5.926e+1,
212.606,7.813e+0,3.653e-7,7.813e+0,
212.611,9.222e-1,2.169e-8,9.222e-1,
212.616,9.744e-2,1.152e-9,9.744e-2,
212.621,9.217e-3,1.150e-9,9.217e-3,
212.626,7.805e-4,1.148e-9,7.805e-4,
212.631,5.916e-5,1.146e-9,5.916e-5,
212.636,4.014e-6,1.143e-9,4.014e-6,
212.641,2.439e-7,1.141e-9,2.439e-7,
212.646,1.326e-8,1.139e-9,1.326e-8,
212.716,4.082e-10,1.107e-9,4.082e-10,
212.721,8.873e-9,1.105e-9,8.873e-9,
212.726,1.727e-7,1.103e-9,1.727e-7,
212.731,3.010e-6,1.101e-9,3.010e-6,
212.736,4.698e-5,1.098e-9,4.698e-5,
212.741,6.567e-4,1.096e-9,6.567e-4,
212.746,8.220e-3,1.094e-9,8.220e-3,
212.751,9.215e-2,1.092e-9,9.215e-2,
212.756,9.250e-1,1.089e-9,9.250e-1,
212.761,8.315e+0,1.087e-9,8.315e+0,
212.766,6.694e+1,1.085e-9,6.694e+1,
212.771,4.826e+2,1.083e-9,4.826e+2,
212.776,3.116e+3,1.080e-9,3.116e+3,
212.781,1.801e+4,1.078e-9,1.801e+4,
212.786,9.325e+4,1.076e-9,9.325e+4,
212.791,4.324e+5,1.074e-9,4.324e+5,
212.796,1.795e+6,1.071e-9,1.795e+6,
212.801,6.674e+6,1.069e-9,6.674e+6,
212.806,2.222e+7,1.067e-9,2.222e+7,
212.811,6.627e+7,1.065e-9,6.627e+7,
212.816,1.769e+8,1.063e-9,1.769e+8,
212.821,4.231e+8,1.060e-9,4.231e+8,
212.826,9.060e+8,1.058e-9,9.060e+8,
212.831,1.737e+9,1.056e-9,1.737e+9,
212.836,2.984e+9,1.054e-9,2.984e+9,
212.841,4.588e+9,1.051e-9,4.588e+9,
212.846,6.319e+9,1.049e-9,6.319e+9,
212.851,7.793e+9,1.047e-9,7.793e+9,
212.856,8.607e+9,1.045e-9,8.607e+9,
212.861,8.512e+9,1.042e-9,8.512e+9,
212.866,7.539e+9,1.040e-9,7.539e+9,
212.871,5.980e+9,1.038e-9,5.980e+9,
212.876,4.247e+9,1.036e-9,4.247e+9,
212.882,2.435e+9,1.033e-9,2.435e+9,
212.887,1.357e+9,1.031e-9,1.357e+9,
212.892,6.770e+8,1.028e-9,6.770e+8,
212.897,3.025e+8,1.026e-9,3.025e+8,
212.902,1.211e+8,1.024e-9,1.211e+8,
212.907,4.338e+7,1.022e-9,4.338e+7,
212.912,1.392e+7,1.019e-9,1.392e+7,
212.917,4.000e+6,1.017e-9,4.000e+6,
212.922,1.029e+6,1.015e-9,1.029e+6,
212.927,2.372e+5,1.013e-9,2.372e+5,
212.932,4.895e+4,1.010e-9,4.895e+4,
212.937,9.047e+3,1.008e-9,9.047e+3,
212.942,1.497e+3,1.006e-9,1.497e+3,
212.947,2.219e+2,1.004e-9,2.219e+2,
212.952,2.945e+1,1.001e-9,2.945e+1,
212.957,3.501e+0,9.991e-10,3.501e+0,
212.962,3.726e-1,9.969e-10,3.726e-1,
212.967,3.551e-2,9.946e-10,3.551e-2,
212.972,3.031e-3,9.924e-10,3.031e-3,
212.977,2.317e-4,9.901e-10,2.317e-4,
212.982,1.586e-5,9.879e-10,1.586e-5,
212.987,9.723e-7,9.856e-10,9.723e-7,
212.992,5.337e-8,9.834e-10,5.337e-8,
213.717,6.897e-10,6.575e-10,6.897e-10,
213.722,1.425e-8,6.553e-10,1.425e-8,
213.727,2.640e-7,6.530e-10,2.640e-7,
213.732,4.383e-6,6.508e-10,4.383e-6,
213.737,6.524e-5,6.485e-10,6.524e-5,
213.742,8.704e-4,6.463e-10,8.704e-4,
213.747,1.041e-2,6.440e-10,1.041e-2,
213.752,1.116e-1,6.418e-10,1.116e-1,
213.757,1.073e+0,6.395e-10,1.073e+0,
213.762,9.246e+0,6.373e-10,9.246e+0,
213.767,7.142e+1,6.350e-10,7.142e+1,
213.772,4.945e+2,6.328e-10,4.945e+2,
213.777,3.070e+3,6.305e-10,3.070e+3,
213.782,1.708e+4,6.283e-10,1.708e+4,
213.787,8.521e+4,6.260e-10,8.521e+4,
213.792,3.810e+5,6.238e-10,3.810e+5,
213.797,1.527e+6,6.215e-10,1.527e+6,
213.802,5.488e+6,6.193e-10,5.488e+6,
213.807,1.768e+7,6.170e-10,1.768e+7,
213.812,5.105e+7,6.148e-10,5.105e+7,
213.817,1.322e+8,6.125e-10,1.322e+8,
213.822,3.067e+8,6.103e-10,3.067e+8,
213.827,6.379e+8,6.081e-10,6.379e+8,
213.832,1.190e+9,6.058e-10,1.190e+9,
213.837,1.989e+9,6.036e-10,1.989e+9,
213.842,2.980e+9,6.013e-10,2.980e+9,
213.847,4.003e+9,5.991e-10,4.003e+9,
213.852,4.821e+9,5.968e-10,4.821e+9,
213.857,5.204e+9,5.946e-10,5.204e+9,
213.862,5.036e+9,5.923e-10,5.036e+9,
213.867,4.369e+9,5.901e-10,4.369e+9,
213.872,3.398e+9,5.878e-10,3.398e+9,
213.877,2.369e+9,5.856e-10,2.369e+9,
213.882,1.480e+9,5.833e-10,1.480e+9,
213.887,8.293e+8,5.811e-10,8.293e+8,
213.892,4.165e+8,5.788e-10,4.165e+8,
213.897,1.875e+8,5.766e-10,1.875e+8,
213.902,7.567e+7,5.743e-10,7.567e+7,
213.907,2.738e+7,5.721e-10,2.738e+7,
213.912,8.878e+6,5.698e-10,8.878e+6,
213.917,2.581e+6,5.676e-10,2.581e+6,
213.922,6.727e+5,5.654e-10,6.727e+5,
213.927,1.572e+5,5.631e-10,1.572e+5,
213.932,3.292e+4,5.609e-10,3.292e+4,
213.937,6.180e+3,5.586e-10,6.180e+3,
213.942,1.040e+3,5.564e-10,1.040e+3,
213.947,1.569e+2,5.541e-10,1.569e+2,
213.952,2.122e+1,5.519e-10,2.122e+1,
213.957,2.573e+0,5.496e-10,2.573e+0,
213.962,2.797e-1,5.474e-10,2.797e-1,
213.967,2.725e-2,5.451e-10,2.725e-2,
213.972,2.380e-3,5.429e-10,2.380e-3,
213.977,1.863e-4,5.406e-10,1.863e-4,
213.982,1.308e-5,5.384e-10,1.308e-5,
213.987,8.229e-7,5.361e-10,8.229e-7,
213.992,4.641e-8,5.339e-10,4.641e-8,
213.998,1.275e-9,5.312e-10,1.275e-9,
214.638,2.435e-10,2.435e-10,2.096e-9,
214.643,4.798e-9,4.798e-9,2.103e-9,
214.648,8.481e-8,8.481e-8,2.109e-9,
214.653,1.345e-6,1.345e-6,2.116e-9,
214.658,1.915e-5,1.915e-5,2.122e-9,
214.663,2.445e-4,2.445e-4,2.129e-9,
214.668,2.802e-3,2.802e-3,2.135e-9,
214.673,2.881e-2,2.881e-2,2.141e-9,
214.678,2.658e-1,2.658e-1,2.148e-9,
214.683,2.200e+0,2.200e+0,2.154e-9,
214.688,1.634e+1,1.634e+1,2.161e-9,
214.693,1.089e+2,1.089e+2,2.167e-9,
214.698,6.514e+2,6.514e+2,2.174e-9,
214.703,3.495e+3,3.495e+3,2.180e-9,
214.708,1.683e+4,1.683e+4,2.186e-9,
214.713,7.269e+4,7.269e+4,2.193e-9,
214.718,2.818e+5,2.818e+5,2.199e-9,
214.723,9.801e+5,9.801e+5,2.206e-9,
214.728,3.059e+6,3.059e+6,2.212e-9,
214.733,8.565e+6,8.565e+6,2.218e-9,
214.738,2.152e+7,2.152e+7,2.225e-9,
214.743,4.852e+7,4.852e+7,2.231e-9,
214.748,9.814e+7,9.814e+7,2.238e-9,
214.753,1.781e+8,1.781e+8,2.244e-9,
214.758,2.901e+8,2.901e+8,2.251e-9,
214.763,4.240e+8,4.240e+8,2.257e-9,
214.768,5.559e+8,5.559e+8,2.263e-9,
214.773,6.541e+8,6.541e+8,2.270e-9,
214.778,6.905e+8,6.905e+8,2.276e-9,
214.783,6.541e+8,6.541e+8,2.283e-9,
214.788,5.559e+8,5.559e+8,2.289e-9,
214.793,4.240e+8,4.240e+8,2.295e-9,
214.798,2.901e+8,2.901e+8,2.302e-9,
214.803,1.781e+8,1.781e+8,2.308e-9,
214.808,9.814e+7,9.814e+7,2.315e-9,
214.813,4.852e+7,4.852e+7,2.321e-9,
214.818,2.152e+7,2.152e+7,2.328e-9,
214.823,8.565e+6,8.565e+6,2.334e-9,
214.828,3.059e+6,3.059e+6,2.340e-9,
214.833,9.801e+5,9.801e+5,2.347e-9,
214.838,2.818e+5,2.818e+5,2.353e-9,
214.843,7.269e+4,7.269e+4,2.360e-9,
214.848,1.683e+4,1.683e+4,2.366e-9,
214.853,3.495e+3,3.495e+3,2.372e-9,
214.858,6.514e+2,6.514e+2,2.379e-9,
214.863,1.089e+2,1.089e+2,2.385e-9,
214.868,1.634e+1,1.634e+1,2.392e-9,
214.873,2.200e+0,2.200e+0,2.398e-9,
214.878,2.658e-1,2.658e-1,2.405e-9,
214.883,2.881e-2,2.881e-2,2.411e-9,
214.888,2.802e-3,2.802e-3,2.417e-9,
214.893,2.445e-4,2.445e-4,2.424e-9,
214.898,1.915e-5,1.915e-5,2.430e-9,
214.903,1.345e-6,1.345e-6,2.437e-9,
214.908,8.481e-8,8.481e-8,2.443e-9,
214.913,4.798e-9,4.798e-9,2.449e-9,
214.918,2.435e-10,2.435e-10,2.456e-9,
215.639,2.797e-11,2.797e-11,3.381e-9,
215.644,5.840e-10,5.840e-10,3.388e-9,
215.649,1.095e-8,1.095e-8,3.394e-9,
215.654,1.845e-7,1.845e-7,3.401e-9,
215.659,2.793e-6,2.793e-6,3.407e-9,
215.664,3.795e-5,3.795e-5,3.413e-9,
215.669,4.633e-4,4.633e-4,3.420e-9,
215.674,5.080e-3,5.080e-3,3.426e-9,
215.679,5.003e-2,5.003e-2,3.433e-9,
215.684,4.425e-1,4.425e-1,3.439e-9,
215.689,3.515e+0,3.515e+0,3.446e-9,
215.694,2.508e+1,2.508e+1,3.452e-9,
215.699,1.608e+2,1.608e+2,3.458e-9,
215.704,9.255e+2,9.255e+2,3.465e-9,
215.709,4.785e+3,4.785e+3,3.471e-9,
215.714,2.222e+4,2.222e+4,3.478e-9,
215.719,9.270e+4,9.270e+4,3.484e-9,
215.724,3.473e+5,3.473e+5,3.490e-9,
215.729,1.169e+6,1.169e+6,3.497e-9,
215.734,3.532e+6,3.532e+6,3.503e-9,
215.739,9.588e+6,9.588e+6,6.697e-8,
215.744,2.338e+7,2.338e+7,1.150e-6,
215.749,5.120e+7,5.120e+7,1.774e-5,
215.754,1.007e+8,1.007e+8,2.458e-4,
215.759,1.779e+8,1.779e+8,3.059e-3,
215.764,2.825e+8,2.825e+8,3.420e-2,
215.769,4.029e+8,4.029e+8,3.434e-1,
215.774,5.169e+8,5.169e+8,3.098e+0,
215.779,5.980e+8,5.980e+8,2.510e+1,
215.784,6.280e+8,6.280e+8,1.827e+2,
215.789,6.098e+8,6.098e+8,1.194e+3,
215.794,5.718e+8,5.718e+8,7.014e+3,
215.799,5.615e+8,5.614e+8,3.700e+4,
215.804,6.292e+8,6.290e+8,1.753e+5,
215.809,8.063e+8,8.055e+8,7.464e+5,
215.814,1.087e+9,1.084e+9,2.854e+6,
215.819,1.421e+9,1.411e+9,9.801e+6,
215.824,1.731e+9,1.701e+9,3.024e+7,
215.829,1.945e+9,1.862e+9,8.379e+7,
215.834,2.046e+9,1.838e+9,2.086e+8,
215.839,2.098e+9,1.632e+9,4.664e+8,
215.844,2.239e+9,1.302e+9,9.368e+8,
215.849,2.623e+9,9.334e+8,1.690e+9,
215.854,3.340e+9,6.011e+8,2.739e+9,
215.859,4.335e+9,3.477e+8,3.987e+9,
215.864,5.395e+9,1.806e+8,5.214e+9,
215.869,6.209e+9,8.430e+7,6.125e+9,
215.874,6.497e+9,3.534e+7,6.462e+9,
215.879,6.138e+9,1.331e+7,6.125e+9,
215.884,5.219e+9,4.500e+6,5.214e+9,
215.889,3.989e+9,1.367e+6,3.987e+9,
215.894,2.739e+9,3.731e+5,2.739e+9,
215.899,1.690e+9,9.144e+4,1.690e+9,
215.904,9.368e+8,2.013e+4,9.368e+8,
215.909,4.664e+8,3.981e+3,4.664e+8,
215.914,2.086e+8,7.070e+2,2.086e+8,
215.919,8.379e+7,1.128e+2,8.379e+7,
215.924,3.024e+7,1.617e+1,3.024e+7,
215.929,9.801e+6,2.081e+0,9.801e+6,
215.934,2.854e+6,2.406e-1,2.854e+6,
215.939,7.464e+5,2.499e-2,7.464e+5,
215.944,1.753e+5,2.331e-3,1.753e+5,
215.949,3.700e+4,1.953e-4,3.700e+4,
215.954,7.014e+3,1.470e-5,7.014e+3,
215.959,1.194e+3,9.936e-7,1.194e+3,
215.964,1.827e+2,6.033e-8,1.827e+2,
215.969,2.510e+1,3.291e-9,2.510e+1,
215.974,3.098e+0,3.279e-9,3.098e+0,
215.979,3.434e-1,3.266e-9,3.434e-1,
215.984,3.420e-2,3.254e-9,3.420e-2,
215.989,3.059e-3,3.242e-9,3.059e-3,
215.994,2.532e-4,3.230e-9,2.532e-4,
215.999,1.252e-4,3.218e-9,1.252e-4,
216.004,1.389e-3,3.206e-9,1.389e-3,
216.009,1.610e-2,3.194e-9,1.610e-2,
216.014,1.679e-1,3.182e-9,1.679e-1,
216.019,1.573e+0,3.170e-9,1.573e+0,
216.024,1.324e+1,3.158e-9,1.324e+1,
216.029,1.001e+2,3.146e-9,1.001e+2,
216.034,6.801e+2,3.134e-9,6.801e+2,
216.039,4.152e+3,3.122e-9,4.152e+3,
216.044,2.277e+4,3.110e-9,2.277e+4,
216.049,1.122e+5,3.098e-9,1.122e+5,
216.054,4.970e+5,3.086e-9,4.970e+5,
216.059,1.977e+6,3.073e-9,1.977e+6,
216.064,7.068e+6,3.061e-9,7.068e+6,
216.069,2.270e+7,3.049e-9,2.270e+7,
216.074,6.551e+7,3.037e-9,6.551e+7,
216.079,1.698e+8,3.025e-9,1.698e+8,
216.084,3.957e+8,3.013e-9,3.957e+8,
216.089,8.282e+8,3.001e-9,8.282e+8,
216.094,1.557e+9,2.989e-9,1.557e+9,
216.099,2.631e+9,2.977e-9,2.631e+9,
216.104,3.995e+9,2.965e-9,3.995e+9,
216.109,5.449e+9,2.953e-9,5.449e+9,
216.114,6.678e+9,2.941e-9,6.678e+9,
216.119,7.354e+9,2.929e-9,7.354e+9,
216.124,7.275e+9,2.917e-9,7.275e+9,
216.129,6.467e+9,2.905e-9,6.467e+9,
216.134,5.165e+9,2.893e-9,5.165e+9,
216.139,3.707e+9,2.881e-9,3.707e+9,
216.144,2.390e+9,2.868e-9,2.390e+9,
216.149,1.384e+9,2.856e-9,1.384e+9,
216.154,7.206e+8,2.844e-9,7.206e+8,
216.159,3.370e+8,2.832e-9,3.370e+8,
216.164,1.416e+8,2.820e-9,1.416e+8,
216.169,5.345e+7,2.808e-9,5.345e+7,
216.174,1.813e+7,2.796e-9,1.813e+7,
216.179,5.526e+6,2.784e-9,5.526e+6,
216.184,1.513e+6,2.772e-9,1.513e+6,
216.189,3.723e+5,2.760e-9,3.723e+5,
216.194,8.229e+4,2.748e-9,8.229e+4,
216.199,1.634e+4,2.736e-9,1.634e+4,
216.204,2.916e+3,2.724e-9,2.916e+3,
216.209,4.676e+2,2.712e-9,4.676e+2,
216.214,6.736e+1,2.700e-9,6.736e+1,
216.220,5.718e+0,2.685e-9,5.718e+0,
216.225,6.509e-1,2.673e-9,6.509e-1,
216.230,6.657e-2,2.661e-9,6.657e-2,
216.235,6.118e-3,2.649e-9,6.118e-3,
216.240,5.051e-4,2.637e-9,5.051e-4,
216.245,3.747e-5,2.625e-9,3.747e-5,
216.250,2.497e-6,2.613e-9,2.497e-6,
216.255,1.495e-7,2.601e-9,1.495e-7,
216.260,8.046e-9,2.589e-9,8.046e-9,
216.415,9.798e-8,2.215e-9,9.798e-8,
216.420,1.839e-6,2.203e-9,1.839e-6,
216.425,3.101e-5,2.191e-9,3.101e-5,
216.430,4.702e-4,2.179e-9,4.702e-4,
216.435,6.408e-3,2.167e-9,6.408e-3,
216.440,7.850e-2,2.154e-9,7.850e-2,
216.445,8.644e-1,2.142e-9,8.644e-1,
216.450,8.556e+0,2.130e-9,8.556e+0,
216.455,7.612e+1,2.118e-9,7.612e+1,
216.460,6.087e+2,2.106e-9,6.087e+2,
216.465,4.376e+3,2.094e-9,4.376e+3,
216.470,2.827e+4,2.082e-9,2.827e+4,
216.475,1.642e+5,2.070e-9,1.642e+5,
216.480,8.572e+5,2.058e-9,8.572e+5,
216.485,4.022e+6,2.046e-9,4.022e+6,
216.490,1.697e+7,2.034e-9,1.697e+7,
216.495,6.433e+7,2.022e-9,6.433e+7,
216.500,2.192e+8,2.010e-9,2.192e+8,
216.505,6.715e+8,1.998e-9,6.715e+8,
216.510,1.849e+9,1.986e-9,1.849e+9,
216.515,4.577e+9,1.974e-9,4.577e+9,
216.520,1.018e+10,1.961e-9,1.018e+10,
216.525,2.036e+10,1.949e-9,2.036e+10,
216.530,3.660e+10,1.937e-9,3.660e+10,
216.535,5.913e+10,1.925e-9,5.913e+10,
216.540,8.588e+10,1.913e-9,8.588e+10,
216.545,1.121e+11,1.901e-9,1.121e+11,
216.550,1.316e+11,1.889e-9,1.316e+11,
216.555,1.388e+11,1.877e-9,1.388e+11,
216.560,1.316e+11,1.865e-9,1.316e+11,
216.565,1.121e+11,1.853e-9,1.121e+11,
216.570,8.588e+10,1.841e-9,8.588e+10,
216.575,5.913e+10,1.829e-9,5.913e+10,
216.580,3.660e+10,1.817e-9,3.660e+10,
216.585,2.036e+10,1.805e-9,2.036e+10,
216.590,1.018e+10,1.793e-9,1.018e+10,
216.595,4.577e+9,1.781e-9,4.577e+9,
216.600,1.849e+9,1.769e-9,1.849e+9,
216.605,6.715e+8,1.756e-9,6.715e+8,
216.610,2.192e+8,1.744e-9,2.192e+8,
216.615,6.433e+7,1.732e-9,6.433e+7,
216.620,1.697e+7,1.720e-9,1.697e+7,
216.625,4.022e+6,1.708e-9,4.022e+6,
216.630,8.572e+5,1.696e-9,8.572e+5,
216.635,1.642e+5,1.684e-9,1.642e+5,
216.640,2.827e+4,1.672e-9,2.827e+4,
216.645,4.376e+3,1.660e-9,4.376e+3,
216.650,6.087e+2,1.648e-9,6.087e+2,
216.655,7.612e+1,1.636e-9,7.612e+1,
216.660,8.556e+0,1.624e-9,8.556e+0,
216.665,8.644e-1,1.612e-9,8.644e-1,
216.670,7.850e-2,1.600e-9,7.850e-2,
216.675,6.408e-3,1.588e-9,6.408e-3,
216.680,4.702e-4,1.576e-9,4.702e-4,
216.685,3.101e-5,1.563e-9,3.101e-5,
216.690,1.839e-6,1.551e-9,1.839e-6,
216.695,9.798e-8,1.539e-9,9.798e-8,
216.765,4.737e-9,1.371e-9,4.737e-9,
216.770,9.586e-8,1.358e-9,9.586e-8,
216.775,1.744e-6,1.346e-9,1.744e-6,
216.780,2.854e-5,1.334e-9,2.854e-5,
216.785,4.199e-4,1.322e-9,4.199e-4,
216.790,5.554e-3,1.310e-9,5.554e-3,
216.795,6.607e-2,1.298e-9,6.607e-2,
216.800,7.066e-1,1.286e-9,7.066e-1,
216.805,6.796e+0,1.274e-9,6.796e+0,
216.810,5.877e+1,1.262e-9,5.877e+1,
216.815,4.570e+2,1.250e-9,4.570e+2,
216.820,3.195e+3,1.238e-9,3.195e+3,
216.825,2.009e+4,1.226e-9,2.009e+4,
216.830,1.136e+5,1.214e-9,1.136e+5,
216.835,5.773e+5,1.202e-9,5.773e+5,
216.840,2.639e+6,1.190e-9,2.639e+6,
216.845,1.084e+7,1.178e-9,1.084e+7,
216.850,4.008e+7,1.165e-9,4.008e+7,
216.855,1.332e+8,1.153e-9,1.332e+8,
216.860,3.979e+8,1.141e-9,3.979e+8,
216.865,1.069e+9,1.129e-9,1.069e+9,
216.870,2.583e+9,1.117e-9,2.583e+9,
216.875,5.610e+9,1.105e-9,5.610e+9,
216.880,1.096e+10,1.093e-9,1.096e+10,
216.885,1.925e+10,1.081e-9,1.925e+10,
216.890,3.040e+10,1.069e-9,3.040e+10,
216.895,4.316e+10,1.057e-9,4.316e+10,
216.900,5.511e+10,1.045e-9,5.511e+10,
216.905,6.328e+10,1.033e-9,6.328e+10,
216.910,6.533e+10,1.021e-9,6.533e+10,
216.915,6.065e+10,1.009e-9,6.065e+10,
216.920,5.062e+10,9.967e-10,5.062e+10,
216.925,3.800e+10,9.846e-10,3.800e+10,
216.930,2.564e+10,9.725e-10,2.564e+10,
216.935,1.556e+10,9.605e-10,1.556e+10,
216.940,8.491e+9,9.484e-10,8.491e+9,
216.945,4.166e+9,9.363e-10,4.166e+9,
216.950,1.838e+9,9.243e-10,1.838e+9,
216.955,7.292e+8,9.122e-10,7.292e+8,
216.960,2.601e+8,9.002e-10,2.601e+8,
216.965,8.343e+7,8.881e-10,8.343e+7,
216.970,2.406e+7,8.760e-10,2.406e+7,
216.975,6.240e+6,8.640e-10,6.240e+6,
216.980,1.455e+6,8.519e-10,1.455e+6,
216.985,3.051e+5,8.399e-10,3.051e+5,
216.990,5.753e+4,8.278e-10,5.753e+4,
216.995,9.752e+3,8.157e-10,9.752e+3,
217.000,1.487e+3,8.037e-10,1.487e+3,
217.005,2.038e+2,7.916e-10,2.038e+2,
217.010,2.512e+1,7.796e-10,2.512e+1,
217.015,2.783e+0,7.675e-10,2.783e+0,
217.020,2.774e-1,7.554e-10,2.774e-1,
217.025,2.485e-2,7.434e-10,2.485e-2,
217.030,2.002e-3,7.313e-10,2.002e-3,
217.035,1.451e-4,7.193e-10,1.451e-4,
217.040,9.451e-6,7.072e-10,9.451e-6,
217.045,5.536e-7,6.951e-10,5.536e-7,
217.305,6.799e-11,6.799e-11,6.065e-8,
217.310,1.327e-9,1.327e-9,5.117e-8,
217.315,2.331e-8,2.331e-8,4.169e-8,
217.320,3.682e-7,3.682e-7,3.221e-8,
217.325,5.256e-6,5.233e-6,2.273e-8,
217.331,1.108e-4,1.100e-4,7.733e-7,
217.336,1.252e-3,1.239e-3,1.301e-5,
217.341,1.275e-2,1.255e-2,1.970e-4,
217.346,1.171e-1,1.145e-1,2.682e-3,
217.351,9.715e-1,9.387e-1,3.286e-2,
217.356,7.288e+0,6.926e+0,3.623e-1,
217.361,4.957e+1,4.597e+1,3.593e+0,
217.366,3.066e+2,2.746e+2,3.205e+1,
217.371,1.732e+3,1.475e+3,2.573e+2,
217.376,8.988e+3,7.130e+3,1.858e+3,
217.381,4.308e+4,3.101e+4,1.207e+4,
217.386,1.919e+5,1.213e+5,7.057e+4,
217.391,7.980e+5,4.269e+5,3.711e+5,
217.396,3.108e+6,1.352e+6,1.756e+6,
217.401,1.132e+7,3.851e+6,7.473e+6,
217.406,3.849e+7,9.870e+6,2.862e+7,
217.411,1.214e+8,2.276e+7,9.860e+7,
217.416,3.528e+8,4.721e+7,3.056e+8,
217.421,9.404e+8,8.809e+7,8.523e+8,
217.426,2.286e+9,1.479e+8,2.138e+9,
217.431,5.050e+9,2.234e+8,4.826e+9,
217.436,1.010e+10,3.036e+8,9.801e+9,
217.441,1.828e+10,3.711e+8,1.791e+10,
217.446,2.984e+10,4.082e+8,2.943e+10,
217.451,4.393e+10,4.039e+8,4.353e+10,
217.456,5.830e+10,3.595e+8,5.794e+10,
217.461,6.972e+10,2.879e+8,6.943e+10,
217.466,7.521e+10,2.075e+8,7.500e+10,
217.471,7.343e+10,1.345e+8,7.330e+10,
217.476,6.547e+10,7.842e+7,6.539e+10,
217.481,5.449e+10,4.114e+7,5.445e+10,
217.486,4.449e+10,1.942e+7,4.447e+10,
217.491,3.861e+10,8.246e+6,3.860e+10,
217.496,3.805e+10,3.150e+6,3.805e+10,
217.501,4.176e+10,1.083e+6,4.176e+10,
217.506,4.704e+10,3.348e+5,4.704e+10,
217.511,5.072e+10,9.312e+4,5.072e+10,
217.516,5.046e+10,2.331e+4,5.046e+10,
217.521,4.562e+10,5.247e+3,4.562e+10,
217.526,3.724e+10,1.063e+3,3.724e+10,
217.531,2.739e+10,1.937e+2,2.739e+10,
217.536,1.813e+10,3.175e+1,1.813e+10,
217.541,1.080e+10,4.683e+0,1.080e+10,
217.546,5.790e+9,6.214e-1,5.790e+9,
217.551,2.792e+9,7.419e-2,2.792e+9,
217.556,1.212e+9,7.968e-3,1.212e+9,
217.561,4.730e+8,7.698e-4,4.730e+8,
217.566,1.662e+8,6.692e-5,1.662e+8,
217.571,5.251e+7,5.233e-6,5.251e+7,
217.576,1.493e+7,3.682e-7,1.493e+7,
217.581,3.820e+6,2.331e-8,3.820e+6,
217.586,8.791e+5,1.327e-9,8.791e+5,
217.591,1.821e+5,6.799e-11,1.821e+5,
217.596,3.392e+4,6.788e-11,3.392e+4,
217.601,5.686e+3,6.777e-11,5.686e+3,
217.606,8.575e+2,6.766e-11,8.575e+2,
217.611,1.164e+2,6.755e-11,1.164e+2,
217.616,1.421e+1,6.744e-11,1.421e+1,
217.621,1.560e+0,6.733e-11,1.560e+0,
217.626,1.542e-1,6.722e-11,1.542e-1,
217.631,1.371e-2,6.711e-11,1.371e-2,
217.636,1.097e-3,6.700e-11,1.097e-3,
217.641,7.894e-5,6.689e-11,7.894e-5,
217.646,5.112e-6,6.678e-11,5.112e-6,
