Wavelength (nm),Sum(calc),Mn I (3.3e-2),Mn II (9.6e-1)
223.299,5.196e-7,,5.196e-7
223.304,3.421e-8,,3.421e-8
223.309,2.037e-9,,2.037e-9
223.314,1.097e-10,,1.097e-10
231.884,1.365e-10,,1.365e-10
231.889,2.318e-9,,2.318e-9
231.894,3.588e-8,,3.588e-8
231.899,5.062e-7,,5.062e-7
231.904,6.507e-6,,6.507e-6
231.909,7.623e-5,,7.623e-5
231.914,8.139e-4,,8.139e-4
231.919,7.919e-3,,7.919e-3
231.924,7.022e-2,,7.022e-2
231.929,5.674e-1,,5.674e-1
231.934,4.178e+0,,4.178e+0
231.939,2.804e+1,,2.804e+1
231.944,1.715e+2,,1.715e+2
231.949,9.557e+2,,9.557e+2
231.954,4.854e+3,,4.854e+3
231.959,2.247e+4,,2.247e+4
231.964,9.477e+4,,9.477e+4
231.969,3.643e+5,,3.643e+5
231.974,1.276e+6,,1.276e+6
231.979,4.074e+6,,4.074e+6
231.984,1.185e+7,,1.185e+7
231.989,3.143e+7,,3.143e+7
231.994,7.594e+7,,7.594e+7
231.999,1.672e+8,,1.672e+8
232.004,3.356e+8,,3.356e+8
232.009,6.136e+8,,6.136e+8
232.014,1.023e+9,,1.023e+9
232.019,1.553e+9,,1.553e+9
232.024,2.150e+9,,2.150e+9
232.029,2.711e+9,,2.711e+9
232.034,3.117e+9,,3.117e+9
232.039,3.265e+9,,3.265e+9
232.044,3.117e+9,,3.117e+9
232.049,2.711e+9,,2.711e+9
232.054,2.150e+9,,2.150e+9
232.059,1.553e+9,,1.553e+9
232.064,1.023e+9,,1.023e+9
232.069,6.136e+8,,6.136e+8
232.074,3.356e+8,,3.356e+8
232.079,1.672e+8,,1.672e+8
232.084,7.594e+7,,7.594e+7
232.089,3.143e+7,,3.143e+7
232.094,1.185e+7,,1.185e+7
232.099,4.074e+6,,4.074e+6
232.104,1.276e+6,,1.276e+6
232.109,3.643e+5,,3.643e+5
232.114,9.477e+4,,9.477e+4
232.119,2.247e+4,,2.247e+4
232.124,4.854e+3,,4.854e+3
232.129,9.557e+2,,9.557e+2
232.134,1.715e+2,,1.715e+2
232.139,2.804e+1,,2.804e+1
232.144,4.178e+0,,4.178e+0
232.149,5.674e-1,,5.674e-1
232.154,7.022e-2,,7.022e-2
232.159,7.919e-3,,7.919e-3
232.164,8.139e-4,,8.139e-4
232.169,7.623e-5,,7.623e-5
232.174,6.507e-6,,6.507e-6
232.179,5.062e-7,,5.062e-7
232.184,3.588e-8,,3.588e-8
232.189,2.318e-9,,2.318e-9
232.194,1.365e-10,,1.365e-10
233.058,1.245e-11,,1.245e-11
233.063,2.093e-10,,2.093e-10
233.068,3.211e-9,,3.211e-9
233.073,4.492e-8,,4.492e-8
233.078,5.733e-7,,5.733e-7
233.083,6.674e-6,,6.674e-6
233.087,4.451e-5,,4.451e-5
233.092,4.391e-4,,4.391e-4
233.097,3.952e-3,,3.952e-3
233.102,3.244e-2,,3.244e-2
233.107,2.429e-1,,2.429e-1
233.112,1.659e+0,,1.659e+0
233.117,1.034e+1,,1.034e+1
233.122,5.875e+1,,5.875e+1
233.127,3.045e+2,,3.045e+2
233.132,1.440e+3,,1.440e+3
233.137,6.211e+3,,6.211e+3
233.142,2.444e+4,,2.444e+4
233.147,8.771e+4,,8.771e+4
233.152,2.871e+5,,2.871e+5
233.157,8.574e+5,,8.574e+5
233.162,2.335e+6,,2.335e+6
233.167,5.803e+6,,5.803e+6
233.172,1.315e+7,,1.315e+7
233.177,2.719e+7,,2.719e+7
233.182,5.127e+7,,5.127e+7
233.187,8.819e+7,,8.819e+7
233.192,1.384e+8,,1.384e+8
233.197,1.980e+8,,1.980e+8
233.202,2.585e+8,,2.585e+8
233.207,3.079e+8,,3.079e+8
233.212,3.344e+8,,3.344e+8
233.217,3.314e+8,,3.314e+8
233.222,2.995e+8,,2.995e+8
233.227,2.469e+8,,2.469e+8
233.232,1.857e+8,,1.857e+8
233.237,1.274e+8,,1.274e+8
233.242,7.971e+7,,7.971e+7
233.247,4.550e+7,,4.550e+7
233.252,2.371e+7,,2.371e+7
233.257,1.134e+7,,1.134e+7
233.262,5.155e+6,,5.155e+6
233.267,2.751e+6,,2.751e+6
233.272,2.900e+6,,2.900e+6
233.277,5.605e+6,,5.605e+6
233.282,1.202e+7,,1.202e+7
233.287,2.427e+7,,2.427e+7
233.292,4.487e+7,,4.487e+7
233.297,7.573e+7,,7.573e+7
233.302,1.166e+8,,1.166e+8
233.307,1.638e+8,,1.638e+8
233.312,2.099e+8,,2.099e+8
233.317,2.454e+8,,2.454e+8
233.322,2.617e+8,,2.617e+8
233.327,2.546e+8,,2.546e+8
233.332,2.259e+8,,2.259e+8
233.337,1.829e+8,,1.829e+8
233.342,1.351e+8,,1.351e+8
233.347,9.100e+7,,9.100e+7
233.352,5.593e+7,,5.593e+7
233.357,3.136e+7,,3.136e+7
233.362,1.604e+7,,1.604e+7
233.367,7.484e+6,,7.484e+6
233.372,3.185e+6,,3.185e+6
233.377,1.237e+6,,1.237e+6
233.382,4.381e+5,,4.381e+5
233.387,1.416e+5,,1.416e+5
233.392,4.173e+4,,4.173e+4
233.397,1.122e+4,,1.122e+4
233.402,2.753e+3,,2.753e+3
233.407,6.161e+2,,6.161e+2
233.412,1.258e+2,,1.258e+2
233.417,2.342e+1,,2.342e+1
233.422,3.979e+0,,3.979e+0
233.427,6.167e-1,,6.167e-1
233.432,8.719e-2,,8.719e-2
233.437,1.125e-2,,1.125e-2
233.442,1.323e-3,,1.323e-3
233.447,1.420e-4,,1.420e-4
233.452,1.391e-5,,1.391e-5
233.457,1.242e-6,,1.242e-6
233.462,1.012e-7,,1.012e-7
233.467,7.523e-9,,7.523e-9
233.472,5.101e-10,,5.101e-10
233.477,3.156e-11,,3.156e-11
236.529,9.222e-12,,9.222e-12
236.534,1.534e-10,,1.534e-10
236.539,2.333e-9,,2.333e-9
236.544,3.247e-8,,3.247e-8
236.549,4.132e-7,,4.132e-7
236.554,4.809e-6,,4.809e-6
236.559,5.120e-5,,5.120e-5
236.564,4.985e-4,,4.985e-4
236.569,4.439e-3,,4.439e-3
236.573,2.394e-2,,2.394e-2
236.578,1.816e-1,,1.816e-1
236.583,1.259e+0,,1.259e+0
236.588,7.989e+0,,7.989e+0
236.593,4.635e+1,,4.635e+1
236.598,2.460e+2,,2.460e+2
236.603,1.194e+3,,1.194e+3
236.608,5.300e+3,,5.300e+3
236.613,2.152e+4,,2.152e+4
236.618,7.991e+4,,7.991e+4
236.623,2.714e+5,,2.714e+5
236.628,8.432e+5,,8.432e+5
236.633,2.396e+6,,2.396e+6
236.638,6.225e+6,,6.225e+6
236.643,1.480e+7,,1.480e+7
236.648,3.216e+7,,3.216e+7
236.653,6.395e+7,,6.395e+7
236.658,1.163e+8,,1.163e+8
236.663,1.934e+8,,1.934e+8
236.668,2.942e+8,,2.942e+8
236.673,4.093e+8,,4.093e+8
236.678,5.209e+8,,5.209e+8
236.683,6.062e+8,,6.062e+8
236.688,6.453e+8,,6.453e+8
236.693,6.282e+8,,6.282e+8
236.698,5.594e+8,,5.594e+8
236.703,4.556e+8,,4.556e+8
236.708,3.394e+8,,3.394e+8
236.713,2.312e+8,,2.312e+8
236.718,1.441e+8,,1.441e+8
236.723,8.210e+7,,8.210e+7
236.728,4.280e+7,,4.280e+7
236.733,2.040e+7,,2.040e+7
236.738,8.896e+6,,8.896e+6
236.743,3.548e+6,,3.548e+6
236.748,1.294e+6,,1.294e+6
236.753,4.317e+5,,4.317e+5
236.758,1.317e+5,,1.317e+5
236.763,3.676e+4,,3.676e+4
236.768,9.383e+3,,9.383e+3
236.773,2.191e+3,,2.191e+3
236.778,4.677e+2,,4.677e+2
236.783,9.134e+1,,9.134e+1
236.788,1.631e+1,,1.631e+1
236.793,2.665e+0,,2.665e+0
236.798,3.982e-1,,3.982e-1
236.803,5.442e-2,,5.442e-2
236.808,6.801e-3,,6.801e-3
236.813,7.775e-4,,7.775e-4
236.818,8.129e-5,,8.129e-5
236.823,7.774e-6,,7.774e-6
236.828,6.799e-7,,6.799e-7
236.833,5.439e-8,,5.439e-8
236.838,3.979e-9,,3.979e-9
236.843,2.663e-10,,2.663e-10
237.178,2.401e-10,,2.401e-10
237.183,3.796e-9,,3.796e-9
237.188,5.491e-8,,5.491e-8
237.193,7.269e-7,,7.269e-7
237.198,8.805e-6,,8.805e-6
237.203,9.759e-5,,9.759e-5
237.208,9.899e-4,,9.899e-4
237.213,9.188e-3,,9.188e-3
237.218,7.803e-2,,7.803e-2
237.223,6.064e-1,,6.064e-1
237.228,4.313e+0,,4.313e+0
237.233,2.806e+1,,2.806e+1
237.238,1.671e+2,,1.671e+2
237.243,9.106e+2,,9.106e+2
237.248,4.540e+3,,4.540e+3
237.253,2.072e+4,,2.072e+4
237.258,8.649e+4,,8.649e+4
237.263,3.304e+5,,3.304e+5
237.268,1.155e+6,,1.155e+6
237.273,3.695e+6,,3.695e+6
237.278,1.082e+7,,1.082e+7
237.283,2.897e+7,,2.897e+7
237.288,7.101e+7,,7.101e+7
237.293,1.593e+8,,1.593e+8
237.298,3.269e+8,,3.269e+8
237.303,6.139e+8,,6.139e+8
237.308,1.055e+9,,1.055e+9
237.313,1.659e+9,,1.659e+9
237.318,2.387e+9,,2.387e+9
237.323,3.144e+9,,3.144e+9
237.328,3.788e+9,,3.788e+9
237.333,4.176e+9,,4.176e+9
237.338,4.214e+9,,4.214e+9
237.343,3.890e+9,,3.890e+9
237.348,3.286e+9,,3.286e+9
237.353,2.541e+9,,2.541e+9
237.358,1.797e+9,,1.797e+9
237.363,1.163e+9,,1.163e+9
237.368,6.890e+8,,6.890e+8
237.373,3.735e+8,,3.735e+8
237.378,1.852e+8,,1.852e+8
237.383,8.406e+7,,8.406e+7
237.388,3.491e+7,,3.491e+7
237.393,1.327e+7,,1.327e+7
237.398,4.613e+6,,4.613e+6
237.403,1.468e+6,,1.468e+6
237.408,4.274e+5,,4.274e+5
237.413,1.139e+5,,1.139e+5
237.418,2.777e+4,,2.777e+4
237.423,6.194e+3,,6.194e+3
237.428,1.265e+3,,1.265e+3
237.433,2.362e+2,,2.362e+2
237.438,4.038e+1,,4.038e+1
237.443,6.317e+0,,6.317e+0
237.447,1.343e+0,,1.343e+0
237.452,1.791e-1,,1.791e-1
237.457,2.185e-2,,2.185e-2
237.462,2.439e-3,,2.439e-3
237.467,2.492e-4,,2.492e-4
237.472,2.329e-5,,2.329e-5
237.477,1.992e-6,,1.992e-6
237.482,1.560e-7,,1.560e-7
237.487,1.117e-8,,1.117e-8
237.492,7.321e-10,,7.321e-10
239.570,1.738e-11,,1.738e-11
239.575,2.646e-10,,2.646e-10
239.580,3.694e-9,,3.694e-9
239.585,4.727e-8,,4.727e-8
239.590,5.545e-7,,5.545e-7
239.595,5.963e-6,,5.963e-6
239.600,5.877e-5,,5.877e-5
239.605,5.310e-4,,5.310e-4
239.610,4.398e-3,,4.398e-3
239.615,3.339e-2,,3.339e-2
239.620,2.324e-1,,2.324e-1
239.625,1.483e+0,,1.483e+0
239.630,8.672e+0,,8.672e+0
239.635,4.649e+1,,4.649e+1
239.640,2.285e+2,,2.285e+2
239.645,1.029e+3,,1.029e+3
239.650,4.250e+3,,4.250e+3
239.655,1.609e+4,,1.609e+4
239.660,5.582e+4,,5.582e+4
239.665,1.776e+5,,1.776e+5
239.670,5.177e+5,,5.177e+5
239.675,1.384e+6,,1.384e+6
239.680,3.390e+6,,3.390e+6
239.685,7.614e+6,,7.614e+6
239.690,1.568e+7,,1.568e+7
239.695,2.958e+7,,2.958e+7
239.700,5.118e+7,,5.118e+7
239.705,8.117e+7,,8.117e+7
239.710,1.180e+8,,1.180e+8
239.715,1.573e+8,,1.573e+8
239.720,1.922e+8,,1.922e+8
239.725,2.154e+8,,2.154e+8
239.730,2.217e+8,,2.217e+8
239.735,2.100e+8,,2.100e+8
239.740,1.847e+8,,1.847e+8
239.745,1.536e+8,,1.536e+8
239.750,1.265e+8,,1.265e+8
239.755,1.117e+8,,1.117e+8
239.760,1.142e+8,,1.142e+8
239.765,1.345e+8,,1.345e+8
239.770,1.683e+8,,1.683e+8
239.775,2.072e+8,,2.072e+8
239.780,2.410e+8,,2.410e+8
239.785,2.606e+8,,2.606e+8
239.790,2.608e+8,,2.608e+8
239.795,2.423e+8,,2.423e+8
239.800,2.105e+8,,2.105e+8
239.805,1.737e+8,,1.737e+8
239.810,1.392e+8,,1.392e+8
239.815,1.113e+8,,1.113e+8
239.820,9.084e+7,,9.084e+7
239.825,7.643e+7,,7.643e+7
239.830,6.634e+7,,6.634e+7
239.835,6.025e+7,,6.025e+7
239.840,5.988e+7,,5.988e+7
239.845,6.845e+7,,6.845e+7
239.850,8.932e+7,,8.932e+7
239.855,1.242e+8,,1.242e+8
239.860,1.712e+8,,1.712e+8
239.865,2.246e+8,,2.246e+8
239.870,2.752e+8,,2.752e+8
239.875,3.131e+8,,3.131e+8
239.880,3.309e+8,,3.309e+8
239.885,3.261e+8,,3.261e+8
239.890,3.019e+8,,3.019e+8
239.895,2.649e+8,,2.649e+8
239.900,2.223e+8,,2.223e+8
239.905,1.799e+8,,1.799e+8
239.910,1.409e+8,,1.409e+8
239.915,1.067e+8,,1.067e+8
239.920,7.755e+7,,7.755e+7
239.925,5.361e+7,,5.361e+7
239.930,3.491e+7,,3.491e+7
239.935,2.125e+7,,2.125e+7
239.940,1.203e+7,,1.203e+7
239.945,6.355e+6,,6.355e+6
239.950,3.285e+6,,3.285e+6
239.955,2.121e+6,,2.121e+6
239.960,2.679e+6,,2.679e+6
239.965,5.550e+6,,5.550e+6
239.970,1.236e+7,,1.236e+7
239.975,2.596e+7,,2.596e+7
239.980,5.025e+7,,5.025e+7
239.985,8.933e+7,,8.933e+7
239.990,1.458e+8,,1.458e+8
239.995,2.185e+8,,2.185e+8
240.000,3.008e+8,,3.008e+8
240.005,3.802e+8,,3.802e+8
240.010,4.415e+8,,4.415e+8
240.015,4.710e+8,,4.710e+8
240.020,4.617e+8,,4.617e+8
240.025,4.160e+8,,4.160e+8
240.030,3.445e+8,,3.445e+8
240.035,2.623e+8,,2.623e+8
240.040,1.836e+8,,1.836e+8
240.045,1.183e+8,,1.183e+8
240.050,7.004e+7,,7.004e+7
240.055,3.816e+7,,3.816e+7
240.059,2.211e+7,,2.211e+7
240.064,1.037e+7,,1.037e+7
240.069,4.474e+6,,4.474e+6
240.074,1.777e+6,,1.777e+6
240.079,6.494e+5,,6.494e+5
240.084,2.184e+5,,2.184e+5
240.089,6.759e+4,,6.759e+4
240.094,1.925e+4,,1.925e+4
240.099,5.054e+3,,5.054e+3
240.104,1.270e+3,,1.270e+3
240.109,5.252e+2,,5.252e+2
240.114,1.164e+3,,1.164e+3
240.119,4.444e+3,,4.444e+3
240.124,1.635e+4,,1.635e+4
240.129,5.560e+4,,5.560e+4
240.134,1.748e+5,,1.748e+5
240.139,5.081e+5,,5.081e+5
240.144,1.368e+6,,1.368e+6
240.149,3.412e+6,,3.412e+6
240.154,7.895e+6,,7.895e+6
240.159,1.696e+7,,1.696e+7
240.164,3.383e+7,,3.383e+7
240.169,6.266e+7,,6.266e+7
240.174,1.078e+8,,1.078e+8
240.179,1.720e+8,,1.720e+8
240.184,2.545e+8,,2.545e+8
240.189,3.488e+8,,3.488e+8
240.194,4.424e+8,,4.424e+8
240.199,5.187e+8,,5.187e+8
240.204,5.616e+8,,5.616e+8
240.209,5.608e+8,,5.608e+8
240.214,5.160e+8,,5.160e+8
240.219,4.373e+8,,4.373e+8
240.224,3.410e+8,,3.410e+8
240.229,2.445e+8,,2.445e+8
240.234,1.611e+8,,1.611e+8
240.239,9.756e+7,,9.756e+7
240.244,5.425e+7,,5.425e+7
240.249,2.770e+7,,2.770e+7
240.254,1.298e+7,,1.298e+7
240.259,5.582e+6,,5.582e+6
240.264,2.203e+6,,2.203e+6
240.269,7.976e+5,,7.976e+5
240.274,2.649e+5,,2.649e+5
240.279,8.071e+4,,8.071e+4
240.284,2.256e+4,,2.256e+4
240.289,5.781e+3,,5.781e+3
240.294,1.359e+3,,1.359e+3
240.299,2.930e+2,,2.930e+2
240.304,5.794e+1,,5.794e+1
240.309,1.051e+1,,1.051e+1
240.314,1.747e+0,,1.747e+0
240.319,2.664e-1,,2.664e-1
240.324,3.725e-2,,3.725e-2
240.329,4.777e-3,,4.777e-3
240.334,5.618e-4,,5.618e-4
240.339,6.058e-5,,6.058e-5
240.344,5.991e-6,,5.991e-6
240.349,5.433e-7,,5.433e-7
240.354,4.517e-8,,4.517e-8
240.359,3.444e-9,,3.444e-9
240.364,2.408e-10,,2.408e-10
242.577,4.068e-10,,4.068e-10
242.582,5.892e-9,,5.892e-9
242.587,7.840e-8,,7.840e-8
242.592,9.582e-7,,9.582e-7
242.597,1.076e-5,,1.076e-5
242.602,1.110e-4,,1.110e-4
242.607,1.052e-3,,1.052e-3
242.612,9.155e-3,,9.155e-3
242.617,7.321e-2,,7.321e-2
242.622,5.378e-1,,5.378e-1
242.627,3.630e+0,,3.630e+0
242.632,2.250e+1,,2.250e+1
242.637,1.281e+2,,1.281e+2
242.642,6.704e+2,,6.704e+2
242.647,3.222e+3,,3.222e+3
242.652,1.423e+4,,1.423e+4
242.657,5.770e+4,,5.770e+4
242.662,2.150e+5,,2.150e+5
242.667,7.359e+5,,7.359e+5
242.671,1.853e+6,,1.853e+6
242.676,5.443e+6,,5.443e+6
242.681,1.469e+7,,1.469e+7
242.686,3.644e+7,,3.644e+7
242.691,8.302e+7,,8.302e+7
242.696,1.738e+8,,1.738e+8
242.701,3.345e+8,,3.345e+8
242.706,5.921e+8,,5.921e+8
242.711,9.646e+8,,9.646e+8
242.716,1.448e+9,,1.448e+9
242.721,2.011e+9,,2.011e+9
242.726,2.592e+9,,2.592e+9
242.731,3.128e+9,,3.128e+9
242.736,3.580e+9,,3.580e+9
242.741,3.958e+9,,3.958e+9
242.746,4.321e+9,,4.321e+9
242.751,4.750e+9,,4.750e+9
242.756,5.301e+9,,5.301e+9
242.761,5.971e+9,,5.971e+9
242.766,6.686e+9,,6.686e+9
242.771,7.331e+9,,7.331e+9
242.776,7.781e+9,,7.781e+9
242.781,7.942e+9,,7.942e+9
242.786,7.766e+9,,7.766e+9
242.791,7.249e+9,,7.249e+9
242.796,6.436e+9,,6.436e+9
242.801,5.409e+9,,5.409e+9
242.806,4.280e+9,,4.280e+9
242.811,3.173e+9,,3.173e+9
242.816,2.194e+9,,2.194e+9
242.821,1.409e+9,,1.409e+9
242.826,8.377e+8,,8.377e+8
242.831,4.603e+8,,4.603e+8
242.836,2.333e+8,,2.333e+8
242.841,1.090e+8,,1.090e+8
242.846,4.685e+7,,4.685e+7
242.851,1.853e+7,,1.853e+7
242.856,6.738e+6,,6.738e+6
242.861,2.253e+6,,2.253e+6
242.866,6.922e+5,,6.922e+5
242.871,1.955e+5,,1.955e+5
242.876,5.072e+4,,5.072e+4
242.881,1.209e+4,,1.209e+4
242.886,2.649e+3,,2.649e+3
242.891,5.330e+2,,5.330e+2
242.896,9.854e+1,,9.854e+1
242.901,1.674e+1,,1.674e+1
242.906,2.612e+0,,2.612e+0
242.911,3.745e-1,,3.745e-1
242.916,4.932e-2,,4.932e-2
242.921,5.967e-3,,5.967e-3
242.926,6.633e-4,,6.633e-4
242.931,6.773e-5,,6.773e-5
242.936,6.354e-6,,6.354e-6
242.941,5.476e-7,,5.476e-7
242.946,4.336e-8,,4.336e-8
242.951,3.154e-9,,3.154e-9
242.956,2.107e-10,,2.107e-10
243.491,1.666e-11,,1.666e-11
243.496,2.488e-10,,2.488e-10
243.501,3.415e-9,,3.415e-9
243.506,4.308e-8,,4.308e-8
243.511,4.997e-7,,4.997e-7
243.516,5.327e-6,,5.327e-6
243.521,5.221e-5,,5.221e-5
243.526,4.703e-4,,4.703e-4
243.531,3.895e-3,,3.895e-3
243.536,2.965e-2,,2.965e-2
243.541,2.075e-1,,2.075e-1
243.545,9.258e-1,,9.258e-1
243.550,5.567e+0,,5.567e+0
243.555,3.077e+1,,3.077e+1
243.560,1.563e+2,,1.563e+2
243.565,7.302e+2,,7.302e+2
243.570,3.135e+3,,3.135e+3
243.575,1.237e+4,,1.237e+4
243.580,4.488e+4,,4.488e+4
243.585,1.497e+5,,1.497e+5
243.590,4.587e+5,,4.587e+5
243.595,1.293e+6,,1.293e+6
243.600,3.348e+6,,3.348e+6
243.605,7.971e+6,,7.971e+6
243.610,1.745e+7,,1.745e+7
243.615,3.510e+7,,3.510e+7
243.620,6.491e+7,,6.491e+7
243.625,1.103e+8,,1.103e+8
243.630,1.724e+8,,1.724e+8
243.635,2.477e+8,,2.477e+8
243.640,3.270e+8,,3.270e+8
243.645,3.969e+8,,3.969e+8
243.650,4.429e+8,,4.429e+8
243.655,4.543e+8,,4.543e+8
243.660,4.286e+8,,4.286e+8
243.665,3.724e+8,,3.724e+8
243.670,2.999e+8,,2.999e+8
243.675,2.294e+8,,2.294e+8
243.680,1.809e+8,,1.809e+8
243.685,1.782e+8,,1.782e+8
243.690,2.538e+8,,2.538e+8
243.695,4.551e+8,,4.551e+8
243.700,8.457e+8,,8.457e+8
243.705,1.494e+9,,1.494e+9
243.710,2.449e+9,,2.449e+9
243.715,3.697e+9,,3.697e+9
243.720,5.135e+9,,5.135e+9
243.725,6.563e+9,,6.563e+9
243.730,7.723e+9,,7.723e+9
243.735,8.384e+9,,8.384e+9
243.740,8.433e+9,,8.433e+9
243.745,7.931e+9,,7.931e+9
243.750,7.105e+9,,7.105e+9
243.755,6.267e+9,,6.267e+9
243.760,5.700e+9,,5.700e+9
243.765,5.560e+9,,5.560e+9
243.770,5.825e+9,,5.825e+9
243.775,6.318e+9,,6.318e+9
243.780,6.791e+9,,6.791e+9
243.785,7.024e+9,,7.024e+9
243.790,6.909e+9,,6.909e+9
243.795,6.468e+9,,6.468e+9
243.800,5.824e+9,,5.824e+9
243.805,5.120e+9,,5.120e+9
243.810,4.458e+9,,4.458e+9
243.815,3.870e+9,,3.870e+9
243.820,3.330e+9,,3.330e+9
243.825,2.800e+9,,2.800e+9
243.830,2.261e+9,,2.261e+9
243.835,1.727e+9,,1.727e+9
243.840,1.234e+9,,1.234e+9
243.845,8.196e+8,,8.196e+8
243.850,5.034e+8,,5.034e+8
243.855,2.852e+8,,2.852e+8
243.860,1.489e+8,,1.489e+8
243.865,7.150e+7,,7.150e+7
243.870,3.160e+7,,3.160e+7
243.875,1.284e+7,,1.284e+7
243.880,4.799e+6,,4.799e+6
243.885,1.649e+6,,1.649e+6
243.890,5.208e+5,,5.208e+5
243.895,1.513e+5,,1.513e+5
243.900,4.039e+4,,4.039e+4
243.905,9.913e+3,,9.913e+3
243.910,2.237e+3,,2.237e+3
243.915,4.641e+2,,4.641e+2
243.920,8.852e+1,,8.852e+1
243.925,1.553e+1,,1.553e+1
243.930,2.584e+0,,2.584e+0
243.935,9.129e-1,,9.129e-1
243.940,3.347e+0,,3.347e+0
243.945,1.843e+1,,1.843e+1
243.950,9.471e+1,,9.471e+1
243.955,4.476e+2,,4.476e+2
243.960,1.945e+3,,1.945e+3
243.965,7.772e+3,,7.772e+3
243.970,2.855e+4,,2.855e+4
243.975,9.646e+4,,9.646e+4
243.980,2.996e+5,,2.996e+5
243.985,8.556e+5,,8.556e+5
243.990,2.247e+6,,2.247e+6
243.995,5.425e+6,,5.425e+6
244.000,1.204e+7,,1.204e+7
244.005,2.459e+7,,2.459e+7
244.010,4.614e+7,,4.614e+7
244.015,7.964e+7,,7.964e+7
244.020,1.264e+8,,1.264e+8
244.025,1.844e+8,,1.844e+8
244.030,2.474e+8,,2.474e+8
244.035,3.052e+8,,3.052e+8
244.040,3.464e+8,,3.464e+8
244.045,3.620e+8,,3.620e+8
244.050,3.489e+8,,3.489e+8
244.055,3.120e+8,,3.120e+8
244.060,2.630e+8,,2.630e+8
244.065,2.168e+8,,2.168e+8
244.070,1.882e+8,,1.882e+8
244.075,1.880e+8,,1.880e+8
244.080,2.210e+8,,2.210e+8
244.085,2.841e+8,,2.841e+8
244.090,3.660e+8,,3.660e+8
244.095,4.496e+8,,4.496e+8
244.100,5.149e+8,,5.149e+8
244.105,5.453e+8,,5.453e+8
244.110,5.328e+8,,5.328e+8
244.115,4.803e+8,,4.803e+8
244.120,4.005e+8,,4.005e+8
244.125,3.105e+8,,3.105e+8
244.130,2.259e+8,,2.259e+8
244.135,1.569e+8,,1.569e+8
244.140,1.067e+8,,1.067e+8
244.145,7.315e+7,,7.315e+7
244.150,5.164e+7,,5.164e+7
244.155,3.752e+7,,3.752e+7
244.160,2.742e+7,,2.742e+7
244.165,1.958e+7,,1.958e+7
244.170,1.333e+7,,1.333e+7
244.175,8.505e+6,,8.505e+6
244.180,5.044e+6,,5.044e+6
244.185,2.765e+6,,2.765e+6
244.190,1.398e+6,,1.398e+6
244.195,6.506e+5,,6.506e+5
244.200,2.787e+5,,2.787e+5
244.205,1.098e+5,,1.098e+5
244.210,3.978e+4,,3.978e+4
244.215,1.326e+4,,1.326e+4
244.220,4.062e+3,,4.062e+3
244.225,1.145e+3,,1.145e+3
244.230,2.966e+2,,2.966e+2
244.235,7.067e+1,,7.067e+1
244.240,1.548e+1,,1.548e+1
244.245,3.119e+0,,3.119e+0
244.250,5.778e-1,,5.778e-1
244.255,9.844e-2,,9.844e-2
244.260,1.542e-2,,1.542e-2
244.265,2.221e-3,,2.221e-3
244.270,2.942e-4,,2.942e-4
244.275,3.583e-5,,3.583e-5
244.280,4.013e-6,,4.013e-6
244.285,4.132e-7,,4.132e-7
244.290,3.913e-8,,3.913e-8
244.295,3.407e-9,,3.407e-9
244.300,2.728e-10,,2.728e-10
244.305,2.009e-11,,2.009e-11
244.310,1.360e-12,,1.360e-12
244.474,1.122e-11,,1.122e-11
244.479,1.694e-10,,1.694e-10
244.484,2.355e-9,,2.355e-9
244.489,3.010e-8,,3.010e-8
244.494,3.539e-7,,3.539e-7
244.499,3.828e-6,,3.828e-6
244.504,3.809e-5,,3.809e-5
244.509,3.486e-4,,3.486e-4
244.514,2.934e-3,,2.934e-3
244.519,2.272e-2,,2.272e-2
244.524,1.618e-1,,1.618e-1
244.529,1.060e+0,,1.060e+0
244.534,6.390e+0,,6.390e+0
244.539,3.543e+1,,3.543e+1
244.544,1.807e+2,,1.807e+2
244.549,8.474e+2,,8.474e+2
244.554,3.656e+3,,3.656e+3
244.559,1.451e+4,,1.451e+4
244.564,5.299e+4,,5.299e+4
244.569,1.780e+5,,1.780e+5
244.574,5.498e+5,,5.498e+5
244.579,1.562e+6,,1.562e+6
244.584,4.085e+6,,4.085e+6
244.589,9.823e+6,,9.823e+6
244.594,2.173e+7,,2.173e+7
244.599,4.424e+7,,4.424e+7
244.604,8.286e+7,,8.286e+7
244.609,1.428e+8,,1.428e+8
244.614,2.265e+8,,2.265e+8
244.619,3.307e+8,,3.307e+8
244.624,4.445e+8,,4.445e+8
244.629,5.504e+8,,5.504e+8
244.634,6.281e+8,,6.281e+8
244.639,6.609e+8,,6.609e+8
244.644,6.420e+8,,6.420e+8
244.649,5.763e+8,,5.763e+8
244.654,4.790e+8,,4.790e+8
244.659,3.694e+8,,3.694e+8
244.664,2.650e+8,,2.650e+8
244.669,1.773e+8,,1.773e+8
244.674,1.111e+8,,1.111e+8
244.679,6.545e+7,,6.545e+7
244.684,3.633e+7,,3.633e+7
244.689,1.905e+7,,1.905e+7
244.694,9.451e+6,,9.451e+6
244.699,4.431e+6,,4.431e+6
244.704,1.960e+6,,1.960e+6
244.709,8.160e+5,,8.160e+5
244.714,3.184e+5,,3.184e+5
244.719,1.161e+5,,1.161e+5
244.724,3.941e+4,,3.941e+4
244.729,1.242e+4,,1.242e+4
