Wavelength (nm),Sum(calc),Mn I (3.3e-2),Mn II (9.6e-1)
395.276,8.052e+7,8.052e+7,6.250e-12
395.281,8.274e+7,8.274e+7,6.251e-12
395.286,8.240e+7,8.240e+7,6.251e-12
395.291,7.951e+7,7.951e+7,6.252e-12
395.296,7.432e+7,7.432e+7,6.252e-12
395.301,6.729e+7,6.729e+7,6.253e-12
395.306,5.901e+7,5.901e+7,6.254e-12
395.311,5.012e+7,5.012e+7,6.254e-12
395.316,4.123e+7,4.123e+7,6.255e-12
395.321,3.285e+7,3.285e+7,6.255e-12
395.326,2.535e+7,2.535e+7,6.256e-12
395.331,1.894e+7,1.894e+7,6.257e-12
395.336,1.371e+7,1.371e+7,6.257e-12
395.341,9.615e+6,9.615e+6,6.258e-12
395.346,6.531e+6,6.531e+6,6.258e-12
395.351,4.300e+6,4.300e+6,6.259e-12
395.356,2.749e+6,2.749e+6,6.259e-12
395.361,1.716e+6,1.716e+6,6.260e-12
395.366,1.063e+6,1.063e+6,6.261e-12
395.371,6.804e+5,6.804e+5,6.261e-12
395.376,4.932e+5,4.932e+5,6.262e-12
395.381,4.525e+5,4.525e+5,6.262e-12
395.386,5.336e+5,5.336e+5,6.263e-12
395.391,7.300e+5,7.300e+5,6.263e-12
395.396,1.048e+6,1.048e+6,6.264e-12
395.401,1.500e+6,1.500e+6,6.265e-12
395.406,2.102e+6,2.102e+6,6.265e-12
395.411,2.861e+6,2.861e+6,6.266e-12
395.416,3.777e+6,3.777e+6,6.266e-12
395.421,4.830e+6,4.830e+6,6.267e-12
395.426,5.984e+6,5.984e+6,6.268e-12
395.431,7.180e+6,7.180e+6,6.268e-12
395.436,8.344e+6,8.344e+6,6.269e-12
395.441,9.392e+6,9.392e+6,6.269e-12
395.446,1.024e+7,1.024e+7,6.270e-12
395.451,1.081e+7,1.081e+7,6.270e-12
395.456,1.106e+7,1.106e+7,6.271e-12
395.461,1.095e+7,1.095e+7,6.272e-12
395.466,1.050e+7,1.050e+7,6.272e-12
395.471,9.759e+6,9.759e+6,6.273e-12
395.476,8.782e+6,8.782e+6,6.273e-12
395.481,7.654e+6,7.654e+6,6.274e-12
395.486,6.461e+6,6.461e+6,6.274e-12
395.491,5.282e+6,5.282e+6,6.275e-12
395.496,4.183e+6,4.183e+6,6.276e-12
395.501,3.208e+6,3.208e+6,6.276e-12
395.506,2.383e+6,2.383e+6,6.277e-12
395.511,1.714e+6,1.714e+6,6.277e-12
395.516,1.194e+6,1.194e+6,6.278e-12
395.521,8.060e+5,8.060e+5,6.279e-12
395.526,5.268e+5,5.268e+5,6.279e-12
395.531,3.335e+5,3.335e+5,6.280e-12
395.536,2.045e+5,2.045e+5,6.280e-12
395.541,1.214e+5,1.214e+5,6.281e-12
395.546,6.984e+4,6.984e+4,6.281e-12
395.551,3.891e+4,3.891e+4,6.282e-12
395.556,2.099e+4,2.099e+4,6.283e-12
395.561,1.097e+4,1.097e+4,6.283e-12
395.566,5.551e+3,5.551e+3,6.284e-12
395.571,2.721e+3,2.721e+3,6.284e-12
395.576,1.292e+3,1.292e+3,6.285e-12
395.581,5.940e+2,5.940e+2,6.285e-12
395.586,2.646e+2,2.646e+2,6.286e-12
395.591,1.141e+2,1.141e+2,6.287e-12
395.596,4.767e+1,4.767e+1,6.287e-12
395.601,1.929e+1,1.929e+1,6.288e-12
395.606,7.559e+0,7.559e+0,6.288e-12
395.611,2.869e+0,2.869e+0,6.289e-12
395.616,1.055e+0,1.055e+0,6.290e-12
395.621,3.755e-1,3.755e-1,6.290e-12
395.626,1.295e-1,1.295e-1,6.291e-12
395.631,4.325e-2,4.325e-2,6.291e-12
395.636,1.399e-2,1.399e-2,6.292e-12
395.641,4.383e-3,4.383e-3,6.292e-12
395.646,1.330e-3,1.330e-3,6.293e-12
395.651,3.909e-4,3.909e-4,6.294e-12
395.656,1.113e-4,1.113e-4,6.294e-12
395.661,3.068e-5,3.068e-5,6.295e-12
395.666,8.191e-6,8.191e-6,6.295e-12
395.671,2.118e-6,2.118e-6,6.296e-12
395.676,5.306e-7,5.306e-7,6.296e-12
395.681,1.287e-7,1.287e-7,6.297e-12
395.686,3.024e-8,3.024e-8,6.298e-12
395.691,6.882e-9,6.882e-9,6.298e-12
395.696,1.517e-9,1.517e-9,6.299e-12
395.701,3.238e-10,3.238e-10,6.299e-12
395.706,6.695e-11,6.695e-11,6.300e-12
397.334,2.934e-11,2.934e-11,6.488e-12
397.339,1.449e-10,1.449e-10,6.489e-12
397.344,6.937e-10,6.937e-10,6.490e-12
397.349,3.217e-9,3.217e-9,6.490e-12
397.354,1.445e-8,1.445e-8,6.491e-12
397.359,6.290e-8,6.290e-8,6.491e-12
397.364,2.653e-7,2.653e-7,6.492e-12
397.369,1.084e-6,1.084e-6,6.492e-12
397.374,4.291e-6,4.291e-6,6.493e-12
397.379,1.646e-5,1.646e-5,6.494e-12
397.384,6.115e-5,6.115e-5,6.494e-12
397.389,2.202e-4,2.202e-4,6.495e-12
397.394,7.680e-4,7.680e-4,6.495e-12
397.399,2.595e-3,2.595e-3,6.496e-12
397.404,8.499e-3,8.499e-3,6.496e-12
397.409,2.696e-2,2.696e-2,6.497e-12
397.414,8.287e-2,8.287e-2,6.498e-12
397.419,2.468e-1,2.468e-1,6.498e-12
397.424,7.120e-1,7.120e-1,6.499e-12
397.429,1.990e+0,1.990e+0,6.499e-12
397.434,5.391e+0,5.391e+0,6.500e-12
397.439,1.415e+1,1.415e+1,6.501e-12
397.444,3.596e+1,3.596e+1,6.501e-12
397.449,8.859e+1,8.859e+1,6.502e-12
397.454,2.114e+2,2.114e+2,6.502e-12
397.459,4.888e+2,4.888e+2,6.503e-12
397.464,1.095e+3,1.095e+3,6.503e-12
397.469,2.377e+3,2.377e+3,6.504e-12
397.474,4.998e+3,4.998e+3,6.505e-12
397.479,1.018e+4,1.018e+4,6.505e-12
397.484,2.010e+4,2.010e+4,6.506e-12
397.489,3.845e+4,3.845e+4,6.506e-12
397.494,7.124e+4,7.124e+4,6.507e-12
397.499,1.279e+5,1.279e+5,6.507e-12
397.504,2.225e+5,2.225e+5,6.508e-12
397.509,3.749e+5,3.749e+5,6.509e-12
397.514,6.121e+5,6.121e+5,6.509e-12
397.519,9.683e+5,9.683e+5,6.510e-12
397.524,1.484e+6,1.484e+6,6.510e-12
397.529,2.204e+6,2.204e+6,6.511e-12
397.534,3.171e+6,3.171e+6,6.512e-12
397.539,4.419e+6,4.419e+6,6.512e-12
397.544,5.968e+6,5.968e+6,6.513e-12
397.549,7.810e+6,7.810e+6,6.513e-12
397.554,9.900e+6,9.900e+6,6.514e-12
397.559,1.216e+7,1.216e+7,6.514e-12
397.564,1.447e+7,1.447e+7,6.515e-12
397.569,1.668e+7,1.668e+7,6.516e-12
397.574,1.864e+7,1.864e+7,6.516e-12
397.579,2.017e+7,2.017e+7,6.517e-12
397.584,2.115e+7,2.115e+7,6.517e-12
397.589,2.149e+7,2.149e+7,6.518e-12
397.594,2.116e+7,2.116e+7,6.518e-12
397.599,2.019e+7,2.019e+7,6.519e-12
397.604,1.867e+7,1.867e+7,6.520e-12
397.609,1.675e+7,1.675e+7,6.520e-12
397.614,1.458e+7,1.458e+7,6.521e-12
397.619,1.236e+7,1.236e+7,6.521e-12
397.624,1.025e+7,1.025e+7,6.522e-12
397.629,8.391e+6,8.391e+6,6.523e-12
397.634,6.911e+6,6.911e+6,6.523e-12
397.639,5.901e+6,5.901e+6,6.524e-12
397.644,5.426e+6,5.426e+6,6.524e-12
397.649,5.531e+6,5.531e+6,6.525e-12
397.654,6.240e+6,6.240e+6,6.525e-12
397.659,7.554e+6,7.554e+6,6.526e-12
397.664,9.449e+6,9.449e+6,6.527e-12
397.669,1.186e+7,1.186e+7,6.527e-12
397.674,1.469e+7,1.469e+7,6.528e-12
397.679,1.779e+7,1.779e+7,6.528e-12
397.684,2.095e+7,2.095e+7,6.529e-12
397.689,2.396e+7,2.396e+7,6.529e-12
397.694,2.657e+7,2.657e+7,6.530e-12
397.699,2.856e+7,2.856e+7,6.531e-12
397.704,2.975e+7,2.975e+7,6.531e-12
397.709,3.003e+7,3.003e+7,6.532e-12
397.714,2.938e+7,2.938e+7,6.532e-12
397.719,2.784e+7,2.784e+7,6.533e-12
397.724,2.556e+7,2.556e+7,6.534e-12
397.729,2.274e+7,2.274e+7,6.534e-12
397.734,1.960e+7,1.960e+7,6.535e-12
397.739,1.637e+7,1.637e+7,6.535e-12
397.744,1.324e+7,1.324e+7,6.536e-12
397.749,1.038e+7,1.038e+7,6.536e-12
397.754,7.886e+6,7.886e+6,6.537e-12
397.759,5.804e+6,5.804e+6,6.538e-12
397.764,4.138e+6,4.138e+6,6.538e-12
397.769,2.859e+6,2.859e+6,6.539e-12
397.773,2.079e+6,2.079e+6,6.539e-12
397.778,1.357e+6,1.357e+6,6.540e-12
397.783,8.578e+5,8.578e+5,6.540e-12
397.788,5.255e+5,5.255e+5,6.541e-12
397.793,3.119e+5,3.119e+5,6.542e-12
397.798,1.794e+5,1.794e+5,6.542e-12
397.803,9.996e+4,9.996e+4,6.543e-12
397.808,5.397e+4,5.397e+4,6.543e-12
397.813,2.823e+4,2.823e+4,6.544e-12
397.818,1.431e+4,1.431e+4,6.544e-12
397.823,7.025e+3,7.025e+3,6.545e-12
397.828,3.342e+3,3.342e+3,6.546e-12
397.833,1.541e+3,1.541e+3,6.546e-12
397.838,6.880e+2,6.880e+2,6.547e-12
397.843,2.978e+2,2.978e+2,6.547e-12
397.848,1.252e+2,1.252e+2,6.548e-12
397.853,5.183e+1,5.183e+1,6.548e-12
397.858,2.303e+1,2.303e+1,6.549e-12
397.863,1.571e+1,1.571e+1,6.550e-12
397.868,2.349e+1,2.349e+1,6.550e-12
397.873,5.217e+1,5.217e+1,6.551e-12
397.878,1.230e+2,1.230e+2,6.551e-12
397.883,2.850e+2,2.850e+2,6.552e-12
397.888,6.411e+2,6.411e+2,6.552e-12
397.893,1.398e+3,1.398e+3,6.553e-12
397.898,2.954e+3,2.954e+3,6.554e-12
397.903,6.047e+3,6.047e+3,6.554e-12
397.908,1.199e+4,1.199e+4,6.555e-12
397.913,2.305e+4,2.305e+4,6.555e-12
397.918,4.293e+4,4.293e+4,6.556e-12
397.923,7.746e+4,7.746e+4,6.557e-12
397.928,1.354e+5,1.354e+5,6.557e-12
397.933,2.294e+5,2.294e+5,6.558e-12
397.938,3.766e+5,3.766e+5,6.558e-12
397.943,5.989e+5,5.989e+5,6.559e-12
397.948,9.228e+5,9.228e+5,6.559e-12
397.953,1.378e+6,1.378e+6,6.560e-12
397.958,1.993e+6,1.993e+6,6.561e-12
397.963,2.794e+6,2.794e+6,6.561e-12
397.968,3.795e+6,3.795e+6,6.562e-12
397.973,4.994e+6,4.994e+6,6.562e-12
397.978,6.368e+6,6.368e+6,6.563e-12
397.983,7.868e+6,7.868e+6,6.563e-12
397.988,9.419e+6,9.419e+6,6.564e-12
397.993,1.093e+7,1.093e+7,6.565e-12
397.998,1.228e+7,1.228e+7,6.565e-12
398.003,1.337e+7,1.337e+7,6.566e-12
398.008,1.411e+7,1.411e+7,6.566e-12
398.013,1.442e+7,1.442e+7,6.567e-12
398.018,1.429e+7,1.429e+7,6.568e-12
398.023,1.371e+7,1.371e+7,6.568e-12
398.028,1.275e+7,1.275e+7,6.569e-12
398.033,1.149e+7,1.149e+7,6.569e-12
398.038,1.003e+7,1.003e+7,6.570e-12
398.043,8.487e+6,8.487e+6,6.570e-12
398.048,6.957e+6,6.957e+6,6.571e-12
398.053,5.525e+6,5.525e+6,6.572e-12
398.058,4.252e+6,4.252e+6,6.572e-12
398.063,3.170e+6,3.170e+6,6.573e-12
398.068,2.290e+6,2.290e+6,6.573e-12
398.073,1.603e+6,1.603e+6,6.574e-12
398.078,1.088e+6,1.088e+6,6.574e-12
398.083,7.150e+5,7.150e+5,6.575e-12
398.088,4.558e+5,4.558e+5,6.576e-12
398.093,2.824e+5,2.824e+5,6.576e-12
398.098,1.712e+5,1.712e+5,6.577e-12
398.103,1.042e+5,1.042e+5,6.577e-12
398.108,6.865e+4,6.865e+4,6.578e-12
398.113,5.711e+4,5.711e+4,6.579e-12
398.118,6.743e+4,6.743e+4,6.579e-12
398.123,1.028e+5,1.028e+5,6.580e-12
398.128,1.722e+5,1.722e+5,6.580e-12
398.133,2.915e+5,2.915e+5,6.581e-12
398.138,4.845e+5,4.845e+5,6.581e-12
398.143,7.840e+5,7.840e+5,6.582e-12
398.148,1.233e+6,1.233e+6,6.583e-12
398.153,1.884e+6,1.884e+6,6.583e-12
398.158,2.798e+6,2.798e+6,6.584e-12
398.163,4.043e+6,4.043e+6,6.584e-12
398.168,5.690e+6,5.690e+6,6.585e-12
398.173,7.809e+6,7.809e+6,6.585e-12
398.178,1.047e+7,1.047e+7,6.586e-12
398.183,1.373e+7,1.373e+7,6.587e-12
398.188,1.764e+7,1.764e+7,6.587e-12
398.193,2.227e+7,2.227e+7,6.588e-12
398.198,2.766e+7,2.766e+7,6.588e-12
398.203,3.386e+7,3.386e+7,6.589e-12
398.208,4.091e+7,4.091e+7,6.590e-12
398.213,4.881e+7,4.881e+7,6.590e-12
398.218,5.752e+7,5.752e+7,6.591e-12
398.223,6.691e+7,6.691e+7,6.591e-12
398.228,7.675e+7,7.675e+7,6.592e-12
398.233,8.669e+7,8.669e+7,6.592e-12
398.238,9.626e+7,9.626e+7,6.593e-12
398.243,1.049e+8,1.049e+8,6.594e-12
398.248,1.120e+8,1.120e+8,6.594e-12
398.253,1.169e+8,1.169e+8,6.595e-12
398.258,1.194e+8,1.194e+8,6.595e-12
398.263,1.189e+8,1.189e+8,6.596e-12
398.268,1.156e+8,1.156e+8,6.596e-12
398.273,1.095e+8,1.095e+8,6.597e-12
398.278,1.011e+8,1.011e+8,6.598e-12
398.283,9.089e+7,9.089e+7,6.598e-12
398.288,7.961e+7,7.961e+7,6.599e-12
398.293,6.790e+7,6.790e+7,6.599e-12
398.298,5.639e+7,5.639e+7,6.600e-12
398.303,4.559e+7,4.559e+7,6.601e-12
398.308,3.589e+7,3.589e+7,6.601e-12
398.313,2.751e+7,2.751e+7,6.602e-12
398.318,2.052e+7,2.052e+7,6.602e-12
398.323,1.490e+7,1.490e+7,6.603e-12
398.328,1.053e+7,1.053e+7,6.603e-12
398.333,7.241e+6,7.241e+6,6.604e-12
398.338,4.845e+6,4.845e+6,6.605e-12
398.343,3.153e+6,3.153e+6,6.605e-12
398.348,1.996e+6,1.996e+6,6.606e-12
398.353,1.229e+6,1.229e+6,6.606e-12
398.358,7.352e+5,7.352e+5,6.607e-12
398.363,4.276e+5,4.276e+5,6.607e-12
398.368,2.417e+5,2.417e+5,6.608e-12
398.373,1.327e+5,1.327e+5,6.609e-12
398.378,7.084e+4,7.084e+4,6.609e-12
398.383,3.685e+4,3.685e+4,6.610e-12
398.388,1.892e+4,1.892e+4,6.610e-12
398.393,1.015e+4,1.015e+4,6.611e-12
398.398,6.855e+3,6.855e+3,6.612e-12
398.403,7.607e+3,7.607e+3,6.612e-12
398.408,1.279e+4,1.279e+4,6.613e-12
398.413,2.472e+4,2.472e+4,6.613e-12
398.418,4.836e+4,4.836e+4,6.614e-12
398.423,9.256e+4,9.256e+4,6.614e-12
398.428,1.720e+5,1.720e+5,6.615e-12
398.433,3.099e+5,3.099e+5,6.616e-12
398.438,5.409e+5,5.409e+5,6.616e-12
398.443,9.151e+5,9.151e+5,6.617e-12
398.448,1.500e+6,1.500e+6,6.617e-12
398.453,2.383e+6,2.383e+6,6.618e-12
398.458,3.668e+6,3.668e+6,6.618e-12
398.463,5.471e+6,5.471e+6,6.619e-12
398.468,7.907e+6,7.907e+6,6.620e-12
398.473,1.107e+7,1.107e+7,6.620e-12
398.478,1.503e+7,1.503e+7,6.621e-12
398.483,1.977e+7,1.977e+7,6.621e-12
398.488,2.519e+7,2.519e+7,6.622e-12
398.493,3.110e+7,3.110e+7,6.623e-12
398.498,3.721e+7,3.721e+7,6.623e-12
398.503,4.315e+7,4.315e+7,6.624e-12
398.508,4.848e+7,4.848e+7,6.624e-12
398.513,5.278e+7,5.278e+7,6.625e-12
398.518,5.568e+7,5.568e+7,6.625e-12
398.523,5.692e+7,5.692e+7,6.626e-12
398.528,5.639e+7,5.639e+7,6.627e-12
398.533,5.413e+7,5.413e+7,6.627e-12
398.538,5.035e+7,5.035e+7,6.628e-12
398.543,4.538e+7,4.538e+7,6.628e-12
398.548,3.963e+7,3.963e+7,6.629e-12
398.553,3.355e+7,3.355e+7,6.629e-12
398.558,2.751e+7,2.751e+7,6.630e-12
398.563,2.187e+7,2.187e+7,6.631e-12
398.568,1.686e+7,1.686e+7,6.631e-12
398.573,1.262e+7,1.262e+7,6.632e-12
398.578,9.203e+6,9.203e+6,6.632e-12
398.583,6.594e+6,6.594e+6,6.633e-12
398.588,4.744e+6,4.744e+6,6.634e-12
398.593,3.599e+6,3.599e+6,6.634e-12
398.598,3.121e+6,3.121e+6,6.635e-12
398.603,3.315e+6,3.315e+6,6.635e-12
398.608,4.243e+6,4.243e+6,6.636e-12
398.613,6.028e+6,6.028e+6,6.636e-12
398.618,8.855e+6,8.855e+6,6.637e-12
398.623,1.295e+7,1.295e+7,6.638e-12
398.628,1.857e+7,1.857e+7,6.638e-12
398.633,2.595e+7,2.595e+7,6.639e-12
398.638,3.525e+7,3.525e+7,6.639e-12
398.642,4.413e+7,4.413e+7,6.640e-12
398.647,5.695e+7,5.695e+7,6.640e-12
398.652,7.146e+7,7.146e+7,6.641e-12
398.657,8.719e+7,8.719e+7,6.642e-12
398.662,1.035e+8,1.035e+8,6.642e-12
398.667,1.196e+8,1.196e+8,6.643e-12
398.672,1.345e+8,1.345e+8,6.643e-12
398.677,1.475e+8,1.475e+8,6.644e-12
398.682,1.575e+8,1.575e+8,6.644e-12
398.687,1.641e+8,1.641e+8,6.645e-12
398.692,1.667e+8,1.667e+8,6.646e-12
398.697,1.653e+8,1.653e+8,6.646e-12
398.702,1.599e+8,1.599e+8,6.647e-12
398.707,1.510e+8,1.510e+8,6.647e-12
398.712,1.392e+8,1.392e+8,6.648e-12
398.717,1.252e+8,1.252e+8,6.648e-12
398.722,1.099e+8,1.099e+8,6.649e-12
398.727,9.412e+7,9.412e+7,6.650e-12
398.732,7.858e+7,7.858e+7,6.650e-12
398.737,6.395e+7,6.395e+7,6.651e-12
398.742,5.071e+7,5.071e+7,6.651e-12
398.747,3.916e+7,3.916e+7,6.652e-12
398.752,2.944e+7,2.944e+7,6.652e-12
398.757,2.153e+7,2.153e+7,6.653e-12
398.762,1.531e+7,1.531e+7,6.654e-12
398.767,1.059e+7,1.059e+7,6.654e-12
398.772,7.114e+6,7.114e+6,6.655e-12
398.777,4.643e+6,4.643e+6,6.655e-12
398.782,2.943e+6,2.943e+6,6.656e-12
398.787,1.811e+6,1.811e+6,6.657e-12
398.792,1.081e+6,1.081e+6,6.657e-12
398.797,6.267e+5,6.267e+5,6.658e-12
398.802,3.524e+5,3.524e+5,6.658e-12
398.807,1.922e+5,1.922e+5,6.659e-12
398.812,1.016e+5,1.016e+5,6.659e-12
398.817,5.213e+4,5.213e+4,6.660e-12
398.822,2.592e+4,2.592e+4,6.661e-12
398.827,1.250e+4,1.250e+4,6.661e-12
398.832,5.843e+3,5.843e+3,6.662e-12
398.837,2.648e+3,2.648e+3,6.662e-12
398.842,1.163e+3,1.163e+3,6.663e-12
398.847,4.952e+2,4.952e+2,6.663e-12
398.852,2.044e+2,2.044e+2,6.664e-12
398.857,8.175e+1,8.175e+1,6.665e-12
398.862,3.169e+1,3.169e+1,6.665e-12
398.867,1.191e+1,1.191e+1,6.666e-12
398.872,4.336e+0,4.336e+0,6.666e-12
398.877,1.530e+0,1.530e+0,6.667e-12
398.882,5.232e-1,5.232e-1,6.668e-12
398.887,1.734e-1,1.734e-1,6.668e-12
398.892,5.570e-2,5.570e-2,6.669e-12
398.897,1.734e-2,1.734e-2,6.669e-12
398.902,5.229e-3,5.229e-3,6.670e-12
398.907,1.528e-3,1.528e-3,6.670e-12
398.912,4.329e-4,4.329e-4,6.671e-12
398.917,1.188e-4,1.188e-4,6.672e-12
398.922,3.161e-5,3.161e-5,6.672e-12
398.927,8.173e-6,8.173e-6,6.673e-12
398.932,2.146e-6,2.146e-6,6.673e-12
398.937,9.518e-7,9.518e-7,6.674e-12
398.942,1.959e-6,1.959e-6,6.674e-12
398.947,7.202e-6,7.202e-6,6.675e-12
398.952,2.707e-5,2.707e-5,6.676e-12
398.957,9.891e-5,9.891e-5,6.676e-12
398.962,3.503e-4,3.503e-4,6.677e-12
398.967,1.202e-3,1.202e-3,6.677e-12
398.972,4.000e-3,4.000e-3,6.678e-12
398.977,1.289e-2,1.289e-2,6.679e-12
398.982,4.028e-2,4.028e-2,6.679e-12
398.987,1.220e-1,1.220e-1,6.680e-12
398.992,3.579e-1,3.579e-1,6.680e-12
398.997,1.018e+0,1.018e+0,6.681e-12
399.002,2.804e+0,2.804e+0,6.681e-12
399.007,7.487e+0,7.487e+0,6.682e-12
399.012,1.938e+1,1.938e+1,6.683e-12
399.017,4.860e+1,4.860e+1,6.683e-12
399.022,1.181e+2,1.181e+2,6.684e-12
399.027,2.782e+2,2.782e+2,6.684e-12
399.032,6.351e+2,6.351e+2,6.685e-12
399.037,1.405e+3,1.405e+3,6.685e-12
399.042,3.012e+3,3.012e+3,6.686e-12
399.047,6.257e+3,6.257e+3,6.687e-12
399.052,1.260e+4,1.260e+4,6.687e-12
399.057,2.458e+4,2.458e+4,6.688e-12
399.062,4.648e+4,4.648e+4,6.688e-12
399.067,8.517e+4,8.517e+4,6.689e-12
399.072,1.512e+5,1.512e+5,6.690e-12
399.077,2.603e+5,2.603e+5,6.690e-12
399.082,4.341e+5,4.341e+5,6.691e-12
399.087,7.017e+5,7.017e+5,6.691e-12
399.092,1.099e+6,1.099e+6,6.692e-12
399.097,1.668e+6,1.668e+6,6.692e-12
399.102,2.454e+6,2.454e+6,6.693e-12
399.107,3.499e+6,3.499e+6,6.694e-12
399.112,4.834e+6,4.834e+6,6.694e-12
399.117,6.472e+6,6.472e+6,6.695e-12
399.122,8.398e+6,8.398e+6,6.695e-12
399.127,1.056e+7,1.056e+7,6.696e-12
399.132,1.287e+7,1.287e+7,6.696e-12
399.137,1.520e+7,1.520e+7,6.697e-12
399.142,1.739e+7,1.739e+7,6.698e-12
399.147,1.929e+7,1.929e+7,6.698e-12
399.152,2.073e+7,2.073e+7,6.699e-12
399.157,2.160e+7,2.160e+7,6.699e-12
399.162,2.180e+7,2.180e+7,6.700e-12
399.167,2.133e+7,2.133e+7,6.701e-12
399.172,2.022e+7,2.022e+7,6.701e-12
399.177,1.858e+7,1.858e+7,6.702e-12
399.182,1.654e+7,1.654e+7,6.702e-12
399.187,1.427e+7,1.427e+7,6.703e-12
399.192,1.193e+7,1.193e+7,6.703e-12
399.197,9.672e+6,9.672e+6,6.704e-12
399.202,7.595e+6,7.595e+6,6.705e-12
399.207,5.781e+6,5.781e+6,6.705e-12
399.212,4.264e+6,4.264e+6,6.706e-12
399.217,3.048e+6,3.048e+6,6.706e-12
399.222,2.111e+6,2.111e+6,6.707e-12
399.227,1.417e+6,1.417e+6,6.707e-12
399.232,9.219e+5,9.219e+5,6.708e-12
399.237,5.812e+5,5.812e+5,6.709e-12
399.242,3.551e+5,3.551e+5,6.709e-12
399.247,2.103e+5,2.103e+5,6.710e-12
399.252,1.207e+5,1.207e+5,6.710e-12
399.257,6.710e+4,6.710e+4,6.711e-12
399.262,3.616e+4,3.616e+4,6.712e-12
399.267,1.888e+4,1.888e+4,6.712e-12
399.272,9.557e+3,9.557e+3,6.713e-12
399.277,4.688e+3,4.688e+3,6.713e-12
399.282,2.228e+3,2.228e+3,6.714e-12
399.287,1.026e+3,1.026e+3,6.714e-12
399.292,4.582e+2,4.582e+2,6.715e-12
399.297,1.982e+2,1.982e+2,6.716e-12
399.302,8.311e+1,8.311e+1,6.716e-12
399.307,3.377e+1,3.377e+1,6.717e-12
399.312,1.330e+1,1.330e+1,6.717e-12
399.317,5.074e+0,5.074e+0,6.718e-12
399.322,1.876e+0,1.876e+0,6.718e-12
399.327,6.724e-1,6.724e-1,6.719e-12
399.332,2.335e-1,2.335e-1,6.720e-12
399.337,7.860e-2,7.860e-2,6.720e-12
399.342,2.564e-2,2.564e-2,6.721e-12
399.347,8.104e-3,8.104e-3,6.721e-12
399.352,2.483e-3,2.483e-3,6.722e-12
399.357,7.370e-4,7.370e-4,6.723e-12
399.362,2.120e-4,2.120e-4,6.723e-12
399.367,5.912e-5,5.912e-5,6.724e-12
399.372,1.597e-5,1.597e-5,6.724e-12
399.377,4.183e-6,4.183e-6,6.725e-12
399.382,1.061e-6,1.061e-6,6.725e-12
399.387,2.610e-7,2.610e-7,6.726e-12
399.392,6.220e-8,6.220e-8,6.727e-12
399.397,1.437e-8,1.437e-8,6.727e-12
399.402,3.216e-9,3.216e-9,6.728e-12
399.407,6.975e-10,6.975e-10,6.728e-12
399.412,1.466e-10,1.466e-10,6.729e-12
400.071,5.750e-11,5.750e-11,6.805e-12
400.076,2.779e-10,2.779e-10,6.806e-12
400.081,1.302e-9,1.302e-9,6.806e-12
400.086,5.912e-9,5.912e-9,6.807e-12
400.091,2.602e-8,2.602e-8,6.807e-12
400.096,1.110e-7,1.110e-7,6.808e-12
400.101,4.591e-7,4.591e-7,6.809e-12
400.106,1.840e-6,1.840e-6,6.809e-12
400.111,7.150e-6,7.150e-6,6.810e-12
400.116,2.693e-5,2.693e-5,6.810e-12
400.121,9.828e-5,9.828e-5,6.811e-12
400.126,3.477e-4,3.477e-4,6.812e-12
400.131,1.192e-3,1.192e-3,6.812e-12
400.136,3.964e-3,3.964e-3,6.813e-12
400.141,1.277e-2,1.277e-2,6.813e-12
400.146,3.988e-2,3.988e-2,6.814e-12
400.151,1.207e-1,1.207e-1,6.814e-12
400.156,3.542e-1,3.542e-1,6.815e-12
400.161,1.007e+0,1.007e+0,6.816e-12
400.166,2.777e+0,2.777e+0,6.816e-12
400.171,7.419e+0,7.419e+0,6.817e-12
400.176,1.921e+1,1.921e+1,6.817e-12
400.181,4.823e+1,4.823e+1,6.818e-12
400.186,1.173e+2,1.173e+2,6.818e-12
400.191,2.767e+2,2.767e+2,6.819e-12
400.196,6.326e+2,6.326e+2,6.820e-12
400.201,1.402e+3,1.402e+3,6.820e-12
400.206,3.010e+3,3.010e+3,6.821e-12
400.211,6.267e+3,6.267e+3,6.821e-12
400.216,1.264e+4,1.264e+4,6.822e-12
400.221,2.473e+4,2.473e+4,6.823e-12
400.226,4.688e+4,4.688e+4,6.823e-12
400.231,8.614e+4,8.614e+4,6.824e-12
400.236,1.534e+5,1.534e+5,6.824e-12
400.241,2.648e+5,2.648e+5,6.825e-12
400.246,4.432e+5,4.432e+5,6.825e-12
400.251,7.188e+5,7.188e+5,6.826e-12
400.256,1.130e+6,1.130e+6,6.827e-12
400.261,1.722e+6,1.722e+6,6.827e-12
400.266,2.543e+6,2.543e+6,6.828e-12
400.271,3.641e+6,3.641e+6,6.828e-12
400.276,5.052e+6,5.052e+6,6.829e-12
400.281,6.794e+6,6.794e+6,6.829e-12
400.286,8.858e+6,8.858e+6,6.830e-12
400.291,1.119e+7,1.119e+7,6.831e-12
400.296,1.371e+7,1.371e+7,6.831e-12
400.301,1.628e+7,1.628e+7,6.832e-12
400.306,1.873e+7,1.873e+7,6.832e-12
400.311,2.089e+7,2.089e+7,6.833e-12
400.316,2.258e+7,2.258e+7,6.834e-12
400.321,2.367e+7,2.367e+7,6.834e-12
400.326,2.404e+7,2.404e+7,6.835e-12
400.331,2.367e+7,2.367e+7,6.835e-12
400.336,2.258e+7,2.258e+7,6.836e-12
